Openbare ruimte;Straatcode        (BAG-id);Huisnr van;Huisnr t/m;Postcode;Wijk;Woonplaats;Type;
Bosbesstraat;0268300000000921;13;35;6542 NL;21 - Wolfskuil;Nijmegen;Weg;
Bosbesstraat;0268300000000921;37;69;6542 NM;21 - Wolfskuil;Nijmegen;Weg;
Bosbesstraat;0268300000000921;64;88;6542 NV;21 - Wolfskuil;Nijmegen;Weg;
Bosbesstraat;0268300000000921;71;75;6542 NN;21 - Wolfskuil;Nijmegen;Weg;
Bosbesstraat;0268300000000921;77;79;6542 NP;21 - Wolfskuil;Nijmegen;Weg;
Bosbesstraat;0268300000000921;81;91;6542 NR;21 - Wolfskuil;Nijmegen;Weg;
Bosbesstraat;0268300000000921;90;96;6542 NW;21 - Wolfskuil;Nijmegen;Weg;
Bosduifstraat;0268300000000922;1;67;6542 TP;21 - Wolfskuil;Nijmegen;Weg;
Bosduifstraat;0268300000000922;2;26;6542 TP;21 - Wolfskuil;Nijmegen;Weg;
Boskooperstraat;0268300000000326;1;9;6515 CE;50 - Oosterhout;Nijmegen;Weg;
Boskooperstraat;0268300000000326;2;10;6515 CE;50 - Oosterhout;Nijmegen;Weg;
Bosweg;0268300000000923;12;38;6523 NM;07 - Kwakkenberg;Nijmegen;Weg;
Bosweg;0268300000000923;160;160;6523 NN;07 - Kwakkenberg;Nijmegen;Weg;
Bosweg;0268300000000923;250;250;6523 NN;08 - Groenewoud;Nijmegen;Weg;
Boterbloem;0268300000000516;1;45;6663 GJ;70 - Lent;Lent;Weg;
Boterbloem;0268300000000516;2;54;6663 GK;70 - Lent;Lent;Weg;
Bothastraat;0268300000000924;1;35;6543 NC;23 - Heseveld;Nijmegen;Weg;
Bothastraat;0268300000000924;2;36;6543 ND;23 - Heseveld;Nijmegen;Weg;
Bottelstraat;0268300000000925;1;57;6511 XA;00 - Benedenstad;Nijmegen;Weg;
Bottelstraat;0268300000000925;4;68;6511 XB;00 - Benedenstad;Nijmegen;Weg;
Bottelstraat;0268300000000925;4;4;6511 XB;01 - Stadscentrum;Nijmegen;Weg;
Bottendaal;0268300000001557;;;;;Nijmegen;Administratief gebied;
Bourbonhof;0268300000000073;;;;;Nijmegen;Weg;
Boylestraat;0268300000000926;2;2;6533 LC;15 - Grootstal;Nijmegen;Weg;
Braamhof;0268300000001819;1;13;6542 JX;21 - Wolfskuil;Nijmegen;Weg;
Braamhof;0268300000001819;2;12;6542 JX;21 - Wolfskuil;Nijmegen;Weg;
Brabantse Poort;0268300000001673;;;;;Nijmegen;Terrein;
Brahmsstraat;0268300000000927;1;15;6521 EP;04 - Altrade;Nijmegen;Weg;
Brahmsstraat;0268300000000927;2;10;6521 EP;04 - Altrade;Nijmegen;Weg;
Brakkenstein;0268300000001573;;;;;Nijmegen;Administratief gebied;
Brakkensteinweg;0268300000000928;1;45;6525 RN;18 - Brakkenstein;Nijmegen;Weg;
Brakkensteinweg;0268300000000928;2;54;6525 RP;18 - Brakkenstein;Nijmegen;Weg;
Bramantestraat;0268300000001918;1;9;6663 PL;70 - Lent;Lent;Weg;
Bramantestraat;0268300000001918;2;4;6663 PL;70 - Lent;Lent;Weg;
Brederostraat;0268300000000929;1;29;6531 CA;10 - Nije Veld;Nijmegen;Weg;
Brederostraat;0268300000000929;2;38;6531 CG;10 - Nije Veld;Nijmegen;Weg;
Brederostraat;0268300000000929;52;92;6531 CH;10 - Nije Veld;Nijmegen;Weg;
Brederostraat;0268300000000929;57;95;6531 CC;10 - Nije Veld;Nijmegen;Weg;
Brederostraat;0268300000000929;94;114;6531 CJ;10 - Nije Veld;Nijmegen;Weg;
Bredestraat;0268300000000930;1;11;6542 SN;22 - Hees;Nijmegen;Weg;
Bredestraat;0268300000000930;2;16;6542 ST;22 - Hees;Nijmegen;Weg;
Bredestraat;0268300000000930;13;43;6542 SP;22 - Hees;Nijmegen;Weg;
Bredestraat;0268300000000930;18;44;6542 SV;22 - Hees;Nijmegen;Weg;
Bredestraat;0268300000000930;46;62;6542 SW;22 - Hees;Nijmegen;Weg;
Bredestraat;0268300000000930;59;91;6542 SR;22 - Hees;Nijmegen;Weg;
Bredestraat;0268300000000930;70;114;6542 SX;22 - Hees;Nijmegen;Weg;
Bredestraat;0268300000000930;93;97;6543 ZT;22 - Hees;Nijmegen;Weg;
Bredestraat;0268300000000930;99;159;6543 ZV;22 - Hees;Nijmegen;Weg;
Bredestraat;0268300000000930;136;160;6543 ZX;22 - Hees;Nijmegen;Weg;
Bredestraat;0268300000000930;161;201;6543 ZW;22 - Hees;Nijmegen;Weg;
Bredestraat;0268300000000930;162;210;6543 ZZ;22 - Hees;Nijmegen;Weg;
Breehofstraat;0268300000000112;1;69;6542 RA;22 - Hees;Nijmegen;Weg;
Breehofstraat;0268300000000112;2;70;6542 RB;22 - Hees;Nijmegen;Weg;
Breitnerstraat;0268300000000036;1;13;6521 KX;04 - Altrade;Nijmegen;Weg;
Breitnerstraat;0268300000000036;2;24;6521 KX;04 - Altrade;Nijmegen;Weg;
Bremstraat;0268300000000314;1;1;6542 NZ;21 - Wolfskuil;Nijmegen;Weg;
Brendel-Jansenstraat;0268300000001900;;;;;Lent;Weg;
Brink;0268300000001760;2;20;6515 XM;60 - Ressen;Nijmegen;Weg;
Brink;0268300000001760;3;25;6515 XM;60 - Ressen;Nijmegen;Weg;
Broeder Koenraadpark;0268300000000247;;;;;Nijmegen;Terrein;
Broekstraat;0268300000000931;3;115;6546 AA;40 - 't Acker;Nijmegen;Weg;
Broekstraat;0268300000000931;108;108;6546 AC;40 - 't Acker;Nijmegen;Weg;
Broekstraat;0268300000000931;117;145;6546 AB;40 - 't Acker;Nijmegen;Weg;
Broekstraat;0268300000000931;120;172;6546 AD;40 - 't Acker;Nijmegen;Weg;
Broekstraat;0268300000000931;174;178;6546 AD;49 - Bijsterhuizen;Nijmegen;Weg;
Broerdijk;0268300000000932;1;29;6523 GM;06 - Hengstdal;Nijmegen;Weg;
Broerdijk;0268300000000932;2;32;6523 HA;06 - Hengstdal;Nijmegen;Weg;
Broerdijk;0268300000000932;31;45;6523 GN;06 - Hengstdal;Nijmegen;Weg;
Broerdijk;0268300000000932;34;74;6523 HB;06 - Hengstdal;Nijmegen;Weg;
Broerdijk;0268300000000932;47;73;6523 GP;06 - Hengstdal;Nijmegen;Weg;
Broerdijk;0268300000000932;76;92;6523 HC;06 - Hengstdal;Nijmegen;Weg;
Broerdijk;0268300000000932;77;99;6523 GR;06 - Hengstdal;Nijmegen;Weg;
Broerdijk;0268300000000932;94;140;6523 HD;06 - Hengstdal;Nijmegen;Weg;
Broerdijk;0268300000000932;101;169;6523 GS;06 - Hengstdal;Nijmegen;Weg;
Broerdijk;0268300000000932;142;170;6523 HE;06 - Hengstdal;Nijmegen;Weg;
Broerdijk;0268300000000932;171;199;6523 GT;06 - Hengstdal;Nijmegen;Weg;
Broerstraat;0268300000000933;3;23;6511 KK;01 - Stadscentrum;Nijmegen;Weg;
Broerstraat;0268300000000933;10;46;6511 KN;01 - Stadscentrum;Nijmegen;Weg;
Broerstraat;0268300000000933;25;41;6511 KL;01 - Stadscentrum;Nijmegen;Weg;
Broerstraat;0268300000000933;47;61;6511 KM;01 - Stadscentrum;Nijmegen;Weg;
Broerstraat;0268300000000933;48;68;6511 KP;01 - Stadscentrum;Nijmegen;Weg;
Broerstraat;0268300000000933;70;80;6511 KR;01 - Stadscentrum;Nijmegen;Weg;
Broerweg;0268300000000934;1;21;6522 JA;06 - Hengstdal;Nijmegen;Weg;
Broerweg;0268300000000934;23;45;6522 JB;06 - Hengstdal;Nijmegen;Weg;
Broerweg;0268300000000934;26;34;6522 JD;06 - Hengstdal;Nijmegen;Weg;
Broerweg;0268300000000934;36;84;6522 JE;06 - Hengstdal;Nijmegen;Weg;
Broerweg;0268300000000934;47;53;6522 JC;06 - Hengstdal;Nijmegen;Weg;
Bronsgeeststraat;0268300000000935;2;32;6541 ZL;20 - Biezen;Nijmegen;Weg;
Bronsgeeststraat;0268300000000935;7;27;6541 ZJ;20 - Biezen;Nijmegen;Weg;
Bronsgeeststraat;0268300000000935;33;69;6541 ZK;20 - Biezen;Nijmegen;Weg;
Bronsgeeststraat;0268300000000935;34;58;6541 ZM;20 - Biezen;Nijmegen;Weg;
Bronweg;0268300000000936;;;;;Nijmegen;Weg;
Buffelstraat;0268300000000937;1;43;6531 RS;11 - Hazenkamp;Nijmegen;Weg;
Buffelstraat;0268300000000937;45;87;6531 RT;11 - Hazenkamp;Nijmegen;Weg;
Bugelstraat;0268300000000938;1;23;6544 NG;24 - Neerbosch-Oost;Nijmegen;Weg;
Bugelstraat;0268300000000938;2;8;6544 NG;24 - Neerbosch-Oost;Nijmegen;Weg;
Buijs Ballotstraat;0268300000000946;8;22;6533 MP;15 - Grootstal;Nijmegen;Weg;
Buijs Ballotstraat;0268300000000946;15;53;6533 ML;15 - Grootstal;Nijmegen;Weg;
Buijs Ballotstraat;0268300000000946;55;81;6533 MN;15 - Grootstal;Nijmegen;Weg;
Buizerdstraat;0268300000000939;2;8;6542 TX;21 - Wolfskuil;Nijmegen;Weg;
Bunsenstraat;0268300000000940;1;31;6533 JJ;15 - Grootstal;Nijmegen;Weg;
Burchtstraat;0268300000000941;1;31;6511 RA;01 - Stadscentrum;Nijmegen;Weg;
Burchtstraat;0268300000000941;2;20;6511 RD;01 - Stadscentrum;Nijmegen;Weg;
Burchtstraat;0268300000000941;22;36;6511 RE;01 - Stadscentrum;Nijmegen;Weg;
Burchtstraat;0268300000000941;35;59;6511 RB;01 - Stadscentrum;Nijmegen;Weg;
Burchtstraat;0268300000000941;40;60;6511 RG;01 - Stadscentrum;Nijmegen;Weg;
Burchtstraat;0268300000000941;61;81;6511 RC;01 - Stadscentrum;Nijmegen;Weg;
Burchtstraat;0268300000000941;62;90;6511 RH;01 - Stadscentrum;Nijmegen;Weg;
Burchtstraat;0268300000000941;63;63;6511 RC;00 - Benedenstad;Nijmegen;Weg;
Burchtstraat;0268300000000941;92;124;6511 RJ;01 - Stadscentrum;Nijmegen;Weg;
Burchtstraat;0268300000000941;126;160;6511 RK;01 - Stadscentrum;Nijmegen;Weg;
Burg. Hustinxstraat;0268300000000942;16;40;6512 AD;01 - Stadscentrum;Nijmegen;Weg;
Burg. Hustinxstraat;0268300000000942;42;68;6512 AE;01 - Stadscentrum;Nijmegen;Weg;
Burg. Hustinxstraat;0268300000000942;70;170;6512 AG;01 - Stadscentrum;Nijmegen;Weg;
Burg. Hustinxstraat;0268300000000942;172;302;6512 AC;01 - Stadscentrum;Nijmegen;Weg;
Burgemeester Daleslaan;0268300000000211;1;27;6532 CL;12 - Goffert;Nijmegen;Weg;
Burgemeester Daleslaan;0268300000000211;11;11;;12 - Goffert;Nijmegen;Weg;
Burgemeester Daleslaan;0268300000000211;50;52;6532 CM;12 - Goffert;Nijmegen;Weg;
Burggraafstraat;0268300000000943;1;15;6525 XW;18 - Brakkenstein;Nijmegen;Weg;
Burggraafstraat;0268300000000943;2;20;6525 XX;18 - Brakkenstein;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;2;14;6512 DL;02 - Bottendaal;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;3;15;6512 DC;02 - Bottendaal;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;17;47;6512 DD;02 - Bottendaal;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;24;46;6512 DM;02 - Bottendaal;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;48;54;6512 DN;02 - Bottendaal;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;49;59;6512 DE;02 - Bottendaal;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;56;96;6512 DP;02 - Bottendaal;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;61;89;6512 DG;02 - Bottendaal;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;93;115;6512 DH;02 - Bottendaal;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;112;148;6512 DR;02 - Bottendaal;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;117;141;6512 DJ;02 - Bottendaal;Nijmegen;Weg;
Burghardt van den Berghstraat;0268300000000484;143;181;6512 DK;02 - Bottendaal;Nijmegen;Weg;
Busserweg;0268300000000944;;;;;Nijmegen;Weg;
Buurmansweg;0268300000000945;2;38;6525 RW;18 - Brakkenstein;Nijmegen;Weg;
Buurmansweg;0268300000000945;5;47;6525 RV;18 - Brakkenstein;Nijmegen;Weg;
Buurmansweg;0268300000000945;40;80;6525 RX;18 - Brakkenstein;Nijmegen;Weg;
Buytendijkpad;0268300000000010;;;;;Nijmegen;Weg;
Caesarstraat;0268300000000142;2;44;6522 LG;05 - Hunnerberg;Nijmegen;Weg;
Caesarstraat;0268300000000142;35;43;6522 LE;05 - Hunnerberg;Nijmegen;Weg;
Callapad;0268300000000400;2;18;6663 CW;70 - Lent;Lent;Weg;
Campusbaan;0268300000000239;2;6;6512 BT;01 - Stadscentrum;Nijmegen;Weg;
Cantabriëstraat;0268300000001652;1;43;6663 NK;70 - Lent;Lent;Weg;
Cantabriëstraat;0268300000001652;36;36;6663 NK;70 - Lent;Lent;Weg;
Cantatestraat;0268300000000947;1;15;6544 VS;24 - Neerbosch-Oost;Nijmegen;Weg;
Cantatestraat;0268300000000947;2;72;6544 VW;24 - Neerbosch-Oost;Nijmegen;Weg;
Cantatestraat;0268300000000947;17;25;6544 VT;24 - Neerbosch-Oost;Nijmegen;Weg;
Cantatestraat;0268300000000947;27;97;6544 VV;24 - Neerbosch-Oost;Nijmegen;Weg;
Cantatestraat;0268300000000947;74;112;6544 VX;24 - Neerbosch-Oost;Nijmegen;Weg;
Cantatestraat;0268300000000947;114;120;6544 VZ;24 - Neerbosch-Oost;Nijmegen;Weg;
Carbatinastraat;0268300000000327;3;15;6515 GM;50 - Oosterhout;Nijmegen;Weg;
Cargadoorweg;0268300000000948;2;14;6541 BT;25 - Haven- en industrieterrein;Nijmegen;Weg;
Cargadoorweg;0268300000000948;7;33;6541 BT;25 - Haven- en industrieterrein;Nijmegen;Weg;
Carmelhof;0268300000000949;2;6;6511 CA;01 - Stadscentrum;Nijmegen;Weg;
Carmelhof;0268300000000949;3;3;6511 JN;01 - Stadscentrum;Nijmegen;Weg;
Carnotstraat;0268300000000186;2;74;6533 DT;15 - Grootstal;Nijmegen;Weg;
Carnotstraat;0268300000000186;5;211;6533 DZ;15 - Grootstal;Nijmegen;Weg;
Castellastraat;0268300000000237;1;29;6512 EV;02 - Bottendaal;Nijmegen;Weg;
Castellastraat;0268300000000237;2;52;6512 EX;02 - Bottendaal;Nijmegen;Weg;
Castellastraat;0268300000000237;45;107;6512 EW;02 - Bottendaal;Nijmegen;Weg;
Castellastraat;0268300000000237;54;136;6512 EZ;02 - Bottendaal;Nijmegen;Weg;
Castiliëstraat;0268300000001659;2;34;6663 NT;70 - Lent;Lent;Weg;
Castiliëstraat;0268300000001659;3;105;6663 NT;70 - Lent;Lent;Weg;
Cataloniëstraat;0268300000001651;2;40;6663 NJ;70 - Lent;Lent;Weg;
Cataloniëstraat;0268300000001651;3;39;6663 NJ;70 - Lent;Lent;Weg;
Catharinaweg;0268300000000950;2;8;6523 MT;07 - Kwakkenberg;Nijmegen;Weg;
Catharinaweg;0268300000000950;3;5;6523 MT;07 - Kwakkenberg;Nijmegen;Weg;
Cavaljéweg;0268300000000485;14;44;6532 WX;23 - Heseveld;Nijmegen;Weg;
Cederstraat;0268300000000951;1;33;6523 DJ;06 - Hengstdal;Nijmegen;Weg;
Cederstraat;0268300000000951;10;10;6523 DJ;06 - Hengstdal;Nijmegen;Weg;
Cees de Jongstraat;0268300000000233;2;22;6523 RG;07 - Kwakkenberg;Nijmegen;Weg;
Celebesstraat;0268300000000952;1;15;6524 KD;03 - Galgenveld;Nijmegen;Weg;
Celebesstraat;0268300000000952;6;16;6524 KE;03 - Galgenveld;Nijmegen;Weg;
Celestapad;0268300000000953;;;;;Nijmegen;Weg;
Celsiusstraat;0268300000000954;1;23;6533 JB;15 - Grootstal;Nijmegen;Weg;
Celsiusstraat;0268300000000954;25;47;6533 JC;15 - Grootstal;Nijmegen;Weg;
Cerialisstraat;0268300000000143;2;4;6522 LJ;05 - Hunnerberg;Nijmegen;Weg;
Cerialisstraat;0268300000000143;3;3;6522 LH;05 - Hunnerberg;Nijmegen;Weg;
Charles Estourgiestraat;0268300000000139;2;10;6522 HW;05 - Hunnerberg;Nijmegen;Weg;
Chopinstraat;0268300000000955;2;6;6521 GA;04 - Altrade;Nijmegen;Weg;
Cimbaalstraat;0268300000000956;1;39;6544 XV;24 - Neerbosch-Oost;Nijmegen;Weg;
Cimbaalstraat;0268300000000956;2;34;6544 XX;24 - Neerbosch-Oost;Nijmegen;Weg;
Cimbaalstraat;0268300000000956;36;60;6544 XZ;24 - Neerbosch-Oost;Nijmegen;Weg;
Cimbaalstraat;0268300000000956;41;55;6544 XW;24 - Neerbosch-Oost;Nijmegen;Weg;
Cipresstraat;0268300000000486;1;41;6523 HH;06 - Hengstdal;Nijmegen;Weg;
Cipresstraat;0268300000000486;2;48;6523 HM;06 - Hengstdal;Nijmegen;Weg;
Cipresstraat;0268300000000486;43;89;6523 HJ;06 - Hengstdal;Nijmegen;Weg;
Cipresstraat;0268300000000486;50;96;6523 HN;06 - Hengstdal;Nijmegen;Weg;
Cipresstraat;0268300000000486;91;119;6523 HK;06 - Hengstdal;Nijmegen;Weg;
Cipresstraat;0268300000000486;98;132;6523 HP;06 - Hengstdal;Nijmegen;Weg;
Cipresstraat;0268300000000486;121;141;6523 HL;06 - Hengstdal;Nijmegen;Weg;
Cipresstraat;0268300000000486;134;154;6523 HR;06 - Hengstdal;Nijmegen;Weg;
Citerstraat;0268300000000957;1;19;6544 WH;24 - Neerbosch-Oost;Nijmegen;Weg;
Citerstraat;0268300000000957;2;12;6544 WJ;24 - Neerbosch-Oost;Nijmegen;Weg;
Citroenvlinderstraat;0268300000000958;1;23;6533 SV;14 - Hatertse Hei;Nijmegen;Weg;
Citroenvlinderstraat;0268300000000958;4;76;6533 SZ;14 - Hatertse Hei;Nijmegen;Weg;
Citroenvlinderstraat;0268300000000958;25;43;6533 SW;14 - Hatertse Hei;Nijmegen;Weg;
Citroenvlinderstraat;0268300000000958;45;77;6533 SX;14 - Hatertse Hei;Nijmegen;Weg;
Clara Bartonpad;0268300000000959;1;37;6543 KM;22 - Hees;Nijmegen;Weg;
Clara Wichmannlaan;0268300000000104;2;80;6532 SG;12 - Goffert;Nijmegen;Weg;
Claustrum;0268300000000328;3;45;6515 GH;50 - Oosterhout;Nijmegen;Weg;
Claustrum;0268300000000328;4;46;6515 GK;50 - Oosterhout;Nijmegen;Weg;
Claustrum;0268300000000328;47;89;6515 GJ;50 - Oosterhout;Nijmegen;Weg;
Clavisstraat;0268300000000329;1;33;6515 GA;50 - Oosterhout;Nijmegen;Weg;
Clavisstraat;0268300000000329;2;36;6515 GB;50 - Oosterhout;Nijmegen;Weg;
Clematisstraat;0268300000000026;2;22;6542 NA;21 - Wolfskuil;Nijmegen;Weg;
Clematisstraat;0268300000000026;3;3;6542 NA;21 - Wolfskuil;Nijmegen;Weg;
Coehoornstraat;0268300000000960;1;17;6521 CA;04 - Altrade;Nijmegen;Weg;
Coehoornstraat;0268300000000960;19;51;6521 CB;04 - Altrade;Nijmegen;Weg;
Coehoornstraat;0268300000000960;22;36;6521 CE;04 - Altrade;Nijmegen;Weg;
Coehoornstraat;0268300000000960;53;71;6521 CC;04 - Altrade;Nijmegen;Weg;
Coehoornstraat;0268300000000960;73;93;6521 CD;04 - Altrade;Nijmegen;Weg;
Coenraad Weckestraat;0268300000001814;2;10;6663 BV;70 - Lent;Lent;Weg;
Coldplaystraat;0268300000000447;2;20;6663 HX;70 - Lent;Lent;Weg;
Coldplaystraat;0268300000000447;3;19;6663 HX;70 - Lent;Lent;Weg;
Colmarstraat;0268300000000330;1;73;6515 BC;50 - Oosterhout;Nijmegen;Weg;
Colmarstraat;0268300000000330;2;46;6515 BE;50 - Oosterhout;Nijmegen;Weg;
Colmarstraat;0268300000000330;48;112;6515 BG;50 - Oosterhout;Nijmegen;Weg;
Colmarstraat;0268300000000330;75;125;6515 BD;50 - Oosterhout;Nijmegen;Weg;
Comeniuslaan;0268300000001220;2;6;6525 HP;17 - Heijendaal;Nijmegen;Weg;
Copernicusstraat;0268300000000487;1;53;6533 KM;15 - Grootstal;Nijmegen;Weg;
Copernicusstraat;0268300000000487;2;20;6533 KP;15 - Grootstal;Nijmegen;Weg;
Copernicusstraat;0268300000000487;22;40;6533 KR;15 - Grootstal;Nijmegen;Weg;
Copernicusstraat;0268300000000487;55;73;6533 KN;15 - Grootstal;Nijmegen;Weg;
Córdobastraat;0268300000001645;1;21;6663 NB;70 - Lent;Lent;Weg;
Corduwenerstraat;0268300000000961;1;33;6523 HS;06 - Hengstdal;Nijmegen;Weg;
Corduwenerstraat;0268300000000961;2;38;6523 HW;06 - Hengstdal;Nijmegen;Weg;
Corduwenerstraat;0268300000000961;35;61;6523 HT;06 - Hengstdal;Nijmegen;Weg;
Corduwenerstraat;0268300000000961;40;66;6523 HX;06 - Hengstdal;Nijmegen;Weg;
Corduwenerstraat;0268300000000961;63;85;6523 HV;06 - Hengstdal;Nijmegen;Weg;
Corduwenerstraat;0268300000000961;68;90;6523 HZ;06 - Hengstdal;Nijmegen;Weg;
Cornelis Florisstraat;0268300000000962;1;11;6543 LJ;23 - Heseveld;Nijmegen;Weg;
Cornelis Florisstraat;0268300000000962;2;12;6543 LJ;23 - Heseveld;Nijmegen;Weg;
Cort van der Lindenstraat;0268300000000963;1;27;6535 VD;16 - Hatert;Nijmegen;Weg;
Cort van der Lindenstraat;0268300000000963;20;32;6535 VG;16 - Hatert;Nijmegen;Weg;
Cort van der Lindenstraat;0268300000000963;29;137;6535 VE;16 - Hatert;Nijmegen;Weg;
Cort van der Lindenstraat;0268300000000963;34;106;6535 VH;16 - Hatert;Nijmegen;Weg;
Cortenaerpad;0268300000000077;1;1;6512 GG;02 - Bottendaal;Nijmegen;Weg;
Cortenaerpad;0268300000000077;2;32;6512 GD;02 - Bottendaal;Nijmegen;Weg;
Couwenbergstraat;0268300000000964;1;11;6535 RR;16 - Hatert;Nijmegen;Weg;
Couwenbergstraat;0268300000000964;2;84;6535 RZ;16 - Hatert;Nijmegen;Weg;
Couwenbergstraat;0268300000000964;13;31;6535 RS;16 - Hatert;Nijmegen;Weg;
Couwenbergstraat;0268300000000964;37;51;6535 RT;16 - Hatert;Nijmegen;Weg;
Couwenbergstraat;0268300000000964;53;77;6535 RV;16 - Hatert;Nijmegen;Weg;
Couwenbergstraat;0268300000000964;79;103;6535 RW;16 - Hatert;Nijmegen;Weg;
Couwenbergstraat;0268300000000964;115;143;6535 RX;16 - Hatert;Nijmegen;Weg;
Couwenbergstraat;0268300000000964;138;152;6535 RX;16 - Hatert;Nijmegen;Weg;
Craayensteinstraat;0268300000000965;1;37;6535 JR;16 - Hatert;Nijmegen;Weg;
Craayensteinstraat;0268300000000965;8;18;6535 JS;16 - Hatert;Nijmegen;Weg;
Crescendostraat;0268300000000966;1;31;6544 PV;24 - Neerbosch-Oost;Nijmegen;Weg;
Crocusplein;0268300000000027;1;17;6542 XD;21 - Wolfskuil;Nijmegen;Weg;
Crocusplein;0268300000000027;2;16;6542 XD;21 - Wolfskuil;Nijmegen;Weg;
Crocusstraat;0268300000000822;1;11;6542 XE;21 - Wolfskuil;Nijmegen;Weg;
Cronjéstraat;0268300000000488;1;101;6543 MK;23 - Heseveld;Nijmegen;Weg;
Cronjéstraat;0268300000000488;2;34;6543 ML;23 - Heseveld;Nijmegen;Weg;
Cronjéstraat;0268300000000488;38;66;6543 MN;23 - Heseveld;Nijmegen;Weg;
Cronjéstraat;0268300000000488;72;100;6543 MP;23 - Heseveld;Nijmegen;Weg;
Csardasstraat;0268300000000967;1;45;6544 RV;24 - Neerbosch-Oost;Nijmegen;Weg;
Csardasstraat;0268300000000967;2;30;6544 RX;24 - Neerbosch-Oost;Nijmegen;Weg;
Csardasstraat;0268300000000967;32;48;6544 RZ;24 - Neerbosch-Oost;Nijmegen;Weg;
Csardasstraat;0268300000000967;47;97;6544 RW;24 - Neerbosch-Oost;Nijmegen;Weg;
Curaçaoweg;0268300000000968;1;9;6524 ST;03 - Galgenveld;Nijmegen;Weg;
Curaçaoweg;0268300000000968;2;18;6524 SV;03 - Galgenveld;Nijmegen;Weg;
Cyclamenstraat;0268300000000401;2;28;6663 DM;70 - Lent;Lent;Weg;
da Costastraat;0268300000000970;1;19;6531 GS;10 - Nije Veld;Nijmegen;Weg;
da Costastraat;0268300000000970;6;38;6531 GT;10 - Nije Veld;Nijmegen;Weg;
Daalderstraat;0268300000000094;1;31;6532 RA;10 - Nije Veld;Nijmegen;Weg;
Daalderstraat;0268300000000094;2;34;6532 RB;10 - Nije Veld;Nijmegen;Weg;
Daalsedwarsweg;0268300000000971;1;35;6521 EE;04 - Altrade;Nijmegen;Weg;
Daalsedwarsweg;0268300000000971;2;30;6521 EG;04 - Altrade;Nijmegen;Weg;
Daalsehof;0268300000000118;1;13;6521 GT;04 - Altrade;Nijmegen;Weg;
Daalsehof;0268300000000118;2;2;6521 GT;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;1;27;6521 GE;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;2;46;6521 GM;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;31;113;6521 GG;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;48;82;6521 GN;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;84;108;6521 GP;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;163;205;6521 GH;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;200;238;6521 GR;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;207;229;6521 GJ;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;231;259;6521 GK;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;248;260;6521 GS;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;261;279;6521 GL;04 - Altrade;Nijmegen;Weg;
Daalseweg;0268300000000489;262;310;6523 CD;06 - Hengstdal;Nijmegen;Weg;
Daalseweg;0268300000000489;281;309;6523 CA;06 - Hengstdal;Nijmegen;Weg;
Daalseweg;0268300000000489;311;347;6523 CB;06 - Hengstdal;Nijmegen;Weg;
Daalseweg;0268300000000489;312;338;6523 CE;06 - Hengstdal;Nijmegen;Weg;
Daalseweg;0268300000000489;342;376;6523 CG;06 - Hengstdal;Nijmegen;Weg;
Daalseweg;0268300000000489;349;361;6523 CC;06 - Hengstdal;Nijmegen;Weg;
Dagpauwoogstraat;0268300000000972;1;23;6533 TD;14 - Hatertse Hei;Nijmegen;Weg;
Dagpauwoogstraat;0268300000000972;2;26;6533 TE;14 - Hatertse Hei;Nijmegen;Weg;
Dalidastraat;0268300000001643;2;42;6663 MJ;70 - Lent;Lent;Weg;
Dalidastraat;0268300000001643;3;145;6663 MJ;70 - Lent;Lent;Weg;
d'Almarasweg;0268300000000969;2;16;6525 DW;08 - Groenewoud;Nijmegen;Weg;
d'Almarasweg;0268300000000969;22;26;6525 DW;18 - Brakkenstein;Nijmegen;Weg;
d'Almarasweg;0268300000000969;31;37;6525 DW;18 - Brakkenstein;Nijmegen;Weg;
d'Almarasweg;0268300000000969;121;173;6525 DV;18 - Brakkenstein;Nijmegen;Weg;
Daltonstraat;0268300000000973;1;15;6533 LH;15 - Grootstal;Nijmegen;Weg;
