OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,Shape__Area,Shape__Length
172,70fa2332f47e4239b24cf2d39f2779de,2016/07/11 10:43:51+00,L0004,Prorail,bestaand,0,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,,,83566.800217,454217.331,52.07162783,4.34530481,392.055,283,gerealiseerd,392.055086,433.380916798594
173,9e4259457edb4f678de4d93a520ffe37,2018/08/15 07:17:52+00,L0004,Prorail,bestaand,0,143,,143,143__,Leidschenveen - Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,,,86769.2585,454038.972246,52.07042869,4.39204344,10.181,283,gerealiseerd,10.181381,21.7968582488181
174,f7c0c1d5d9ff4805a02871fcbb7f60bb,2016/08/17 15:06:38+00,L0004,Prorail,bestaand,0,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,,,96014.918,432758.695824,51.88023693,4.53053702,99.829,283,gerealiseerd,99.828641,83.0116971884456
175,70cb2669545d441f9e87893f19d4039d,2019/10/29 11:40:28+00,L0004,Prorail,bestaand,1,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,,,96091.2245,432754.216098,51.88020475,4.5316459,96.974,283,gerealiseerd,96.973884,88.8763944348201
176,394dcde115234a88bb1669ae9a603767,2021/02/01 15:53:06+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,124802.49249,485447.4305,52.35609495,4.94394176,361.506,283,gerealiseerd,361.5062195,461.455964399793
177,2d5c35373efc41e0a0e30f744ea75feb,2020/12/04 11:37:20+00,L0004,Prorail,bestaand,0,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,,,107000.341003,477650.483,52.28475604,4.68375392,645.158,283,gerealiseerd,645.1576235,815.412284078677
178,7acaa898b1b44293a6631c795159b028,2021/02/01 15:53:07+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,125723.111274,484719.204,52.34959992,4.95751832,491.086,283,gerealiseerd,491.085679,418.577498475696
179,8e4c22d7f1c946b39dc00ec21ea177cf,2020/12/04 11:37:21+00,L0004,Prorail,bestaand,0,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,,,107052.98749,477724.919,52.2854296,4.68451484,1360.591,283,gerealiseerd,1360.5907685,773.367184231834
180,6baac16717624423bc47d2c75d986207,2018/01/03 06:49:07+00,L0004,Prorail,bestaand,0,940,,940,940__,Amersfoort Bokkeduinen,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,,,152484.4695,463431.866,52.15904821,5.35044194,23.115,283,,23.115155,48.0554145633631
181,85296e8ecbd24b11b887cbbcae297a4a,2020/01/16 12:04:05+00,L0004,Prorail,bestaand,0,940,,940,940__,Amersfoort Bokkeduinen,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,,,152448.9275,463473.500997,52.15942226,5.34992222,22.965,283,gerealiseerd,22.9646885,47.9885329775329
182,d8ad4a8935c73767e0530b29a8c07381,2022/05/25 10:45:40+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,124950.371473,485418.8165,52.3558459,4.94611494,1103.731,283,gerealiseerd,1103.7310485,972.65789361366
183,bb1b7ddd3fb24cd3b374843239495d26,2021/12/23 10:21:38+00,L0004,Prorail,bestaand,0,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,,,100030.15666,427673.7755,51.83494638,4.58965639,354.027,283,gerealiseerd,354.0267465,238.634828058372
184,8764f317254442e9bc92814b5c1bbd1b,2021/02/01 15:52:32+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,125672.504688,484741.5395,52.34979796,4.95677366,431.304,283,gerealiseerd,431.303589,414.882937377268
185,9bb18a69dd450374e05332a1e90adda4,2020/04/01 11:48:52+00,L0004,Prorail,bestaand,1,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,,,189517.595141,491437.1095,52.4096699,5.89449397,821.374,283,gerealiseerd,821.3738275,587.926346967335
186,70a3e2736f7d4a8ba1619bc2802322c6,2022/05/10 10:51:17+00,L0004,Prorail,bestaand,0,,,,,,,,,,87080.998685,437948.6785,51.92586251,4.39977926,10.862,283,gerealiseerd,10.8620815,26.2923864528362
187,dcd2c64c906b45fa8dc6adc3f0a892f9,2022/07/27 12:20:08+00,G0518,'s-Gravenhage,bestaand,0,,,,,,,,,,86368.2625,454493.293806,52.07446211,4.38610433,392.865,283,,392.8649395,588.799687355299
188,d830e72fec514fd3af7bc93dd5a9176a,2022/07/27 12:20:08+00,G0518,'s-Gravenhage,bestaand,0,,,,,,,,,,86348.0955,454507.403966,52.07458641,4.38580736,307.186,283,,307.1855645,498.299801000218
189,0b8aa94f373f489d8a0512dc59c11610,2016/05/20 08:36:59+00,L0003,Ministerie van Defensie,bestaand,0,,,,,,,,,,238480.82,487791.011633,52.37163808,6.61306579,113.061,283,gerealiseerd,113.061285,58.2403054257518
190,eb4d90170d6d4c099bc4129066adb160,2022/12/13 13:43:51+00,L0004,Prorail,bestaand,0,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,,,162837.815555,383941.6235,51.44451273,5.49994077,2572.871,283,gerealiseerd,2572.8712915,1548.90080057345
191,cac3f8255eb44496b7e6ca04793b950c,2022/12/13 13:43:51+00,L0004,Prorail,bestaand,0,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,,,162305.971295,383970.428,51.4447788,5.49229128,4698.563,283,gerealiseerd,4698.5628225,2631.8505390504
192,8fce70a353fa46e5aae3abfd4a382081,2019/10/04 11:26:20+00,L0004,Prorail,bestaand,1,068,,68,068__,Simpelveld Grens - Simpelveld,Vet-Mtn,Verschau (D) - Maastricht Noord ,,,198546.155312,314341.886,50.81729932,6.0050873,6.575,283,gerealiseerd,6.575189,13.1144972224014
193,aa685ce66bf45021e05332a1e90aa57e,2022/05/25 10:44:54+00,L0004,Prorail,bestaand,0,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123560.1325,483006.87216,52.33409105,4.92593396,94.57,283,gerealiseerd,94.569903,84.5836718425642
194,aa685ce66b9c5021e05332a1e90aa57e,2021/02/01 15:53:07+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,125816.54792,484666.482,52.34913106,4.95889419,19.238,283,gerealiseerd,19.2381755,28.2470611379866
195,bd0a4bf8b40b4a89acfeb464f87e44ba,2022/05/12 12:12:47+00,L0004,Prorail,bestaand,1,625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,,,104364.454,413015.498905,51.7036108,4.65467767,157.599,283,gerealiseerd,157.5988505,276.316872693833
196,0eaf6735b49e48809304633497824318,2021/01/08 15:15:32+00,L0004,Prorail,bestaand,0,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,,,210007.171,374870.111563,51.36034859,6.17698062,9.244,283,gerealiseerd,9.2440615,14.1256529779295
197,b805544190d44ae29856ce9ed5131ab5,2015/06/25 16:00:54+00,G0037,Stadskanaal,bestaand,0,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,,,258921.052751,557754.2665,52.99671846,6.9351189,338.647,283,gerealiseerd,338.647189,83.5682281742344
198,a870c18c5a78403499c0de596898a2b0,2021/09/23 11:08:55+00,L0004,Prorail,bestaand,0,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,,,210019.316,374850.761712,51.36017349,6.17715197,698.043,283,gerealiseerd,698.0429685,577.843593580376
199,d4ebeb67a4ef411b9fac123813efd1d7,2015/03/11 15:01:32+00,L0004,Prorail,bestaand,0,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,,,187359.570101,427312.8445,51.83347118,5.85668092,919.464,283,gerealiseerd,919.464206,476.166579760627
200,1da110e1350b4d5e8c00899395fdc700,2015/03/12 08:39:18+00,L0004,Prorail,bestaand,0,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,,,209821.27,375077.681855,51.3622323,6.1743439,165.526,283,gerealiseerd,165.5256335,113.441078360735
201,961a2f2decfc4e0b9d769747388a40a7,2015/06/30 12:55:57+00,L0004,Prorail,bestaand,0,617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,,,150834.7135,398737.2205,51.57754417,5.32711201,7.013,283,gerealiseerd,7.01349,10.7323038290178
202,a38d09550aba4bf9a40b5a413092d444,2022/05/25 10:45:51+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,125573.674127,484829.1165,52.35057977,4.95531553,152.314,283,gerealiseerd,152.314497,149.188757933599
203,8c60569abc5d4625a0f26fdeea936f7e,2022/09/08 10:25:07+00,L0004,Prorail,bestaand,1,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,136357.0415,455088.421263,52.08374965,5.11521626,347.042,283,gerealiseerd,347.0421915,354.904585193145
204,b03bfbd0810c4afcabfc5e337a187da5,2018/01/03 06:49:07+00,L0004,Prorail,bestaand,0,940,,940,940__,Amersfoort Bokkeduinen,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,,,152417.0725,463510.87,52.15975798,5.34945641,5.086,283,,5.086065,12.1398413521442
205,f318c13c1e5946d7bacf426996e86a2b,2020/07/27 05:58:16+00,L0004,Prorail,bestaand,1,625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,,,104369.5985,413018.959809,51.70364238,4.65475159,157.569,283,gerealiseerd,157.568648,276.374001769498
206,4f432728385b47fba1fe44e39e0a9780,2016/07/27 12:30:17+00,L0003,Ministerie van Defensie,bestaand,0,090,,90,090__,Den Dolder - Amersfoort,Ut-Amf,Utrecht - Amersfoort ,,,151740.431886,461995.0065,52.14612994,5.33958242,405.211,283,gerealiseerd,405.210764,83.3353359178624
207,1662067665d14c248673169c5903674c,2015/10/26 13:21:56+00,L0004,Prorail,bestaand,0,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,189164.298072,444442.035,51.98732042,5.88456458,546.805,283,gerealiseerd,546.804763,448.756258647229
208,e86eb57052d24b2fa2e62f5f682a213d,2020/07/09 17:29:51+00,L0004,Prorail,bestaand,0,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,,,203246.644803,501867.4255,52.50236922,6.09775542,632.867,283,gerealiseerd,632.867012,435.462390165282
209,c7f9d98d065b45e982ac5da453b1b06d,2022/09/30 08:20:45+00,L0004,Prorail,bestaand,0,564,d,564,564_d,Den Haag Binckhorst,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,,,83155.570681,454291.7335,52.07224328,4.33929206,1829.991,283,gerealiseerd,1829.990958,1019.56068938299
210,7573c246dad644a7a63c9e04f111aca8,2016/05/17 19:12:28+00,L0004,Prorail,bestaand,0,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,,,200449.040788,382224.785,51.4273036,6.04070301,182.291,283,gerealiseerd,182.290761,144.406569475471
