Ministerie;handelsnaam na kvk;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
BZK;HOLLAND CONSULTING GROUP;;;;;;1;;;;1
BZK;Hollandse Hoogte;;;;1;;;;;;1
BZK;Holle Bolle Gijs;;;;1;;;;;;1
BZK;HOP & STORK DEN HAAG;;;;1;;;;;;1
BZK;HORECA EXPLOITATIE MAATSCHAPPIJ FRANZEN;;;;1;;;;;;1
BZK;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;;;;;;;;1;1
BZK;Hotel Boschhuis;;;;1;;;;;;1
BZK;HOTEL CAFE RESTAURANT CENTRAAL;;;;1;;;;;;1
BZK;Hotel Campanile Amersfoort;;;;;;;;;1;1
BZK;HOTEL CORENA;;;;;;;;;1;1
BZK;Hotel de Gouden Leeuw;;;;;;;;;1;1
BZK;Hotel De Jonge Exploitatie B.V.;;;;1;;;;;;1
BZK;Hotel Den Haag-Nootdorp;;;;;;;;;1;1
BZK;HOTEL DES INDES;;;;1;;;;;;1
BZK;Hotel Des Indes B.V.;;;;1;;;;;;1
BZK;Hotel Drachten B.V.;;;;;;;;;1;1
BZK;Hotel Het Wapen van Delden B.V.;;;;;;;;;1;1
BZK;Hotel Leeuwarden Centre B.V.;;;;;;;;;1;1
BZK;HOTEL LUMEN;;;;;;;;;1;1
BZK;HOTEL LUMIERE B.V.;;;;;;;;;1;1
BZK;HOTEL MERCURE CENTRAL DEN HAAG;;;;1;;;;;1;1
BZK;HOTEL MERCURE NIJMEGEN CENTRE;;;;;;;;;1;1
BZK;Hotel New York B.V.;;;;1;;;;;;1
BZK;Hotel Restaurant Abrona;;;;1;;;;;;1
BZK;Hotel Room;;;;1;;;;;;1
BZK;Hotel Silken Berlaymont;;;;;;;;;1;1
BZK;Hotel Tiel;;;;1;;;;;;1
BZK;Hotel Van der Valk Groningen/Westerbroek;;;;;;;;;1;1
BZK;Hotel-CafÃ©-Restaurant Haarhuis;;;;;;;;;1;1
BZK;Hotel-Cafe-Restaurant Haarhuis;;;;;;;;;1;1
BZK;HOTEL-CAFE-RESTAURANT ZWOLLE B.V.;;;;;;;;;1;1
BZK;Houden van Klanten;;;;1;;;;;;1
BZK;HOUSE OF LORDS;;;;1;;;;;;1
BZK;HOUTSCHILD INT BOEKHANDEL;;;;;;1;;;;1
BZK;HRcommunity;;;;;;1;;;;1
BZK;HSK INTERVENTIE;;;1;1;;1;;;;1
BZK;HSK Interventie B.V.;;;1;;1;1;;;;1
BZK;HTM SPECIALS;;;;;;;;;1;1
BZK;HTMC;;;;;;;;;1;1
BZK;Hudson Danzig B.V.;;;;1;;1;;;;1
BZK;Huijbregts-Breitkopf Simone;;;;1;;;;;;1
BZK;HUIS TEN HAGHE;;;;1;;;;;;1
BZK;Huisartsenpraktijk Danhof;;;1;;;;;;;1
BZK;HUMAN CAPITAL CARE B.V.;;;1;;;;;;;1
BZK;Human Mobility B.V.;;;;;;1;;;;1
BZK;Human Quality Management;;;;;;1;;;;1
BZK;HumanAbility Arbeidsdeskundig Advies B.V.;;;;;;1;;;;1
BZK;HUMANITY HOUSE;;;;;;;;;1;1
BZK;HUMPHREYS DEN HAAG B.V.;;;;1;;;;;;1
BZK;Humphrey's Den Haag B.V.;;;;1;;;;;;1
BZK;HUSZ�?R;;;;1;;;;;;1
BZK;Hypsotech Management Consultancy B.V.;;;;;;1;;;;1
BZK;IBABS;;;;;;1;;;;1
BZK;ICM Administratie B.V.;;;;;;1;;;;1
BZK;ICM Holding B.V.;;;;;;1;;;;1
BZK;ICM Opleiding & Trainingen;;;;;;1;;;;1
BZK;ICM OPLEIDINGEN & TRAININGEN;;;;;;1;;;;1
BZK;ICN Solutions B.V.;;;;;;1;;;;1
BZK;ICT Kompas;;;;;;;1;;;1
BZK;Id Network Nederland;;;;;;1;;;;1
BZK;IDCARDPLAZA B.V.;;;;1;;;;;;1
BZK;IFC COACHING;;;1;;;;;;;1
BZK;IGLUU;;;;1;;;;;;1
BZK;Igo-Post B.V.;;;;1;;;;;;1
BZK;Igor Design B.V.;;;;1;;;;;;1
BZK;IInstituut van Internal Auditors Ned;;;;;;1;;;;1
BZK;IJsprinses;;;;1;;;;;;1
BZK;IMPERO ROMANO;;;;1;;;;;;1
BZK;Impulsus Personal Quality and Results;;;;;;1;;;;1
BZK;IN DEN STALLEN;;;;1;;;;;;1
BZK;IN TOUCH WOMEN RESOURCE MANAGEMENT;;;;;;1;;;;1
BZK;InContext Consultancy B.V.;;;;;;1;;;;1
BZK;Indigo B.V;;;;1;;;;;;1
BZK;Indisch Restaurant Garoeda;;;;1;;;;;;1
BZK;INDISCHE GENEALOGISCHE VERENIGING;;;;;;1;;;;1
BZK;Indische Toko Kediri;;;;1;;;;;1;1
BZK;Indonesisch Restaurant Poentjak;;;;1;;;;;;1
BZK;Indonesisch Restaurant Soeboer;;;;1;;;;;;1
BZK;Indonesische Restaurant Srikandi;;;;1;;;;;;1
BZK;Indosnacks.nl;;;;1;;;;;;1
BZK;Info Support B.V.;;;;;;1;;;;1
BZK;Infopact Netwerkdiensten B.V.;;;;;;1;;;;1
BZK;Infotopics B.V.;;;;;;1;;;;1
BZK;Inftopics B.V.;;;;;;1;;;;1
BZK;ING Bank;;;;;;1;;;;1
BZK;Ingeborg Herdingh The Human Effect;;;;;;1;;;;1
BZK;Ingeburgerd Zwolle B.V.;;;;1;;;;;;1
BZK;INGEZICHT;;;;;;1;;;;1
BZK;Inkesta B.V.;;;;;;1;;;;1
