FID,bestem_zan,naamgebied,status,in_gebruik,m__windiep,volgorde,gebruik,diepte,regio,subregio,opp_m2,vol_new_m3,vol_m3_mvp,factor,alternatie,mijn_mer_s,objectnaam,vergun_h_1,regio_loca,volgorde_1,gdb_geomattr_data,shape
zoekgebied_mer_2018_2027.89,Commercieel,N4_ZC_Di01,Vergund, N4A,2,N4-1,deels,2,Wadden,Wadden Oost,489506.276857,0,509902,1.92,kustwaarts,beperkt,N4A, ,Schiermonnikoog,E27,,"POLYGON ((719860.7028000001 5957035.612600001, 719876.5324999997 5956698.6532000005, 717836.5461999997 5956143.658399999, 717836.5461999997 5956283.388, 719860.7028000001 5957035.612600001))"
zoekgebied_mer_2018_2027.90,Combi,M9_CO_Di01,Nieuw,Actief,6,M9-4,geschikt,6,Wadden,Wadden Oost,18343673.7168,57577910,29988494,1.92,kustwaarts,onbeperkt,"M9B, M9H, M9J en M9K",RWS-PPO-ICM-KLZ,Ameland,D20a; D20b; D20c; D20d,,"POLYGON ((688618.2899000002 5937826.7026, 686726.3898 5937671.3182, 685966.6042999998 5937570.473200001, 685370.0928999996 5937491.300000001, 683100.6816999996 5937190.084899999, 681803.2243999997 5937029.024599999, 680673.9948000005 5939396.998400001, 683854.477 5939900.1687, 684299.0067999996 5939970.4965, 686075.1223999998 5940251.488700001, 687768.9789000005 5940519.4668000005, 688618.2899000002 5937826.7026))"
zoekgebied_mer_2018_2027.91,Combi,Q16_CO_ZZ02,Nieuw,Nieuw,6,Q16-5,geschikt,10,Hollandse kust,Zuid-Holland zuid,4802960.64786,28817760,15009252,1.92,zeewaarts,onbeperkt,Nieuw, ,Rijnland,N105,,"POLYGON ((569721.7355000004 5774857.968, 570051.0425000004 5773394.562100001, 567395.9741000002 5773345.589400001, 565839.8081 5774786.3388, 569721.7355000004 5774857.968))"
zoekgebied_mer_2018_2027.92,Commercieel,Q16_ZC_Di02,Nieuw,Nieuw,6,Q16-3,geschikt,6,Hollandse kust,Zuid-Holland zuid,2663407.31684,15980440,8323148,1.92,kustwaarts,onbeperkt,Nieuw, ,Rijnland,N108,,"POLYGON ((571187.4809999997 5770963.8288, 569991.9013999999 5770941.7764, 568435.7353999997 5772382.525800001, 570865.1567000002 5772427.3533, 571187.4809999997 5770963.8288))"
zoekgebied_mer_2018_2027.93,Kustlijnzorg,M9_ZD_On01b,Nieuw,Nieuw,2,M9-1,geschikt,2,Wadden,Wadden Oost,1364056.52354,5099694.31104,2656091,1.92,kustwaarts,onbeperkt,Nieuw, ,Ameland,D18d,,"POLYGON ((694678.6802000003 5937013.2883, 692670.2311000004 5936547.933599999, 691916.3788999999 5937165.612400001, 694676.5021000002 5937424.9232, 694678.6802000003 5937013.2883))"
zoekgebied_mer_2018_2027.94,Kustlijnzorg,L14_ZD_di01, , ,0,L17-1,deels,2,Wadden,Texel,3737939.88897,0,6102758,2.45,kustwaarts,beperkt,L14B1, ,0,A1_noord,,"POLYGON ((608989.4638 5893819.3050999995, 611023.7641000003 5893862.653899999, 610826.2164000003 5893517.084899999, 610385.0979000004 5892745.4439, 609779.9445000002 5891712.0198, 609504.1963999998 5891862.4037999995, 609296.3838 5891975.738, 608038.2917 5891947.138800001, 608989.4638 5893819.3050999995))"
zoekgebied_mer_2018_2027.95,Kustlijnzorg,Q5_ZD_di03,Nieuw,Nieuw,0,Q5-5,deels,2,Hollandse kust,Noord-Holland zuid,665575.425032,0,465439,2.86,kustwaarts,beperkt,Nieuw, ,0,G38_oost,,"POLYGON ((602016.2751000002 5837473.194800001, 601487.1749 5836170.0264, 601292.3340999996 5836157.3561, 601657.2788000004 5837633.3772, 601780.5219 5838131.8343, 602244.9276999999 5838093.8235, 602016.2751000002 5837473.194800001))"
zoekgebied_mer_2018_2027.96,Commercieel,S5_ZC_On01,Vergund,Actief,2,S5-6,geschikt,2,Zeeuwse delta,Walcheren,1938561.72628,8017573.87348,4212317,1.92,kustwaarts,onbeperkt,S5B,"Zandhandel Faasse Bv, Van Ouwerkerk BV",Schouwen en Duiveland,J56,,"POLYGON ((529324.1087999996 5726159.567500001, 529667.4364 5726399.2793000005, 529713.006 5726334.364800001, 529533.2955 5726134.242799999, 528200.1342000002 5724640.897600001, 528188.1017000005 5724627.084799999, 528175.3726000004 5724611.883300001, 528163.3969999999 5724597.070900001, 528151.6489000004 5724581.999600001, 528140.2257000003 5724566.808700001, 528129.0555999996 5724551.398600001, 528118.2177999998 5724535.8857, 528107.6185999997 5724520.140699999, 528097.2039000001 5724504.068600001, 528087.1503999997 5724487.9354, 528077.4365999997 5724471.7324, 528067.9493000004 5724455.2631, 528058.7439000001 5724438.6173, 528049.8393000001 5724421.829700001, 528041.2196000004 5724404.8717, 528032.8987999996 5724387.766899999, 528024.8975999998 5724370.563100001, 528017.142 5724353.099199999, 528009.7621999998 5724335.653999999, 528003.0395 5724318.976600001, 527988.5762 5724281.417099999, 527975.3524000002 5724245.663000001, 527958.0056999996 5724197.146500001, 527952.6994000003 5724181.899499999, 527917.5641999999 5724120.5494, 527876.0732000005 5724051.237500001, 527833.5376000004 5723982.914100001, 527809.1349999998 5723945.4077, 526402.006 5723943.6775, 526173.5044999998 5723948.6909, 526841.7525000004 5724420.2677, 527520.6704000002 5724896.394200001, 527598.7074999996 5724954.8903, 528017.8178000003 5725247.513599999, 529324.1087999996 5726159.567500001))"
zoekgebied_mer_2018_2027.97,Commercieel,S7_ZC_Di14,Vergund,Actief,6,S7-18,geschikt,6,Zeeuwse delta,Walcheren,921387.039413,5528305.06955,2879331,1.92,kustwaarts,onbeperkt,S7R,"DC  DC River bv, Zandhandel Faasse bv & Van Ouwerkerk bv 
River bv, Zandhandel Faasse bv, NV Charles Kesteleyn, Zeedand II bv, Van Ouwerkerk bv, Sce*",Walcheren en Z. Vlaanderen,K81,,"POLYGON ((508777.5674999999 5718434.0529, 508887.13910000026 5718778.420700001, 510562.0104 5718402.747199999, 510248.94959999993 5717721.8408, 510201.1936999997 5717744.956700001, 508777.5674999999 5718434.0529))"
zoekgebied_mer_2018_2027.98,Commercieel,S7_ZC_Di03,Vergund,Actief,6,S7-1,ongeschikt,2,Zeeuwse delta,Walcheren,926131.129869,0,0,1.92,kustwaarts,beperkt,S7H',"Scelveringhe Scheepvaart bv, Zandhandel Faasse bv, Zeezand II bv, Van Ouwerkerk bv,",Walcheren en Z. Vlaanderen,J63,,"POLYGON ((522342.43200000003 5719566.3906, 519836.63239999954 5717214.011600001, 519220.4456000002 5717374.741699999, 519878.5917999996 5717836.7634, 522342.43200000003 5719566.3906))"
zoekgebied_mer_2018_2027.99,Kustlijnzorg,S7_ZD_di06,Nieuw,Nieuw,0,S7-4,deels,2,Zeeuwse delta,Walcheren,161314.655141,0,131686,2.45,kustwaarts,beperkt,Nieuw, ,0,J64_zuid,,"POLYGON ((519271.9168999996 5719378.7568, 519346.6244999999 5719220.9164, 518320.36429999955 5718606.206, 518294.12310000043 5718705.4625, 519271.9168999996 5719378.7568))"
zoekgebied_mer_2018_2027.100,Kustlijnzorg,S7_ZD_di09,Nieuw,Nieuw,0,S7-20,geschikt,4,Zeeuwse delta,Walcheren,2816360.39358,0,4598142,2.45,kustwaarts,beperkt,S7L, ,0,K82_83,,"POLYGON ((510218.97080000024 5715649.894400001, 509287.9879999999 5716426.5393, 508795.7319 5716837.189300001, 507548.0689000003 5716835.1625, 507468.2812000001 5716835.0327, 508887.13910000026 5718778.420700001, 508777.5674999999 5718434.0529, 510201.1936999997 5717744.956700001, 510248.94959999993 5717721.8408, 510330.14080000017 5717580.7096, 510158.21640000027 5717666.6066, 508686.9176000003 5718401.698100001, 508521.8054999998 5717923.783600001, 509603.7176999999 5717329.0535, 510158.14109999966 5717024.285499999, 510218.97080000024 5715649.894400001))"
zoekgebied_mer_2018_2027.101,Commercieel,S5_ZC_Di02,Vergund,Actief,6,S5-7,geschikt,6,Zeeuwse delta,Schouwen,914721.312278,5488328.17843,2858504,1.92,kustwaarts,onbeperkt,S5D,"Zandhandel Faasse Bv, Van Ouwerkerk BV",Schouwen en Duiveland,I53,,"POLYGON ((525013.1352000004 5727982.4377, 524856.1997999996 5727822.177999999, 524520.9412000002 5728190.2763, 525917.7317000004 5729526.455800001, 526254.5186999999 5729250.1171, 525013.1352000004 5727982.4377))"
zoekgebied_mer_2018_2027.102,Commercieel,S7_ZC_Di01,Vergund,Actief,6,S7-17,geschikt,6,Zeeuwse delta,Walcheren,767420.693283,4604524.15788,2398190,1.92,kustwaarts,onbeperkt,S7S,"DC River bv, Zandhandel Faasse bv & van Ouwerkerk bv",Walcheren en Z. Vlaanderen,K80,,"POLYGON ((510006.75850000046 5719816.194700001, 510563.1827999996 5720377.610400001, 511062.84750000015 5720282.291300001, 510480.71279999986 5719662.2894, 509891.02419999987 5719034.2423, 509361.19489999954 5719164.8401, 510006.75850000046 5719816.194700001))"
zoekgebied_mer_2018_2027.103,Commercieel,L15_ZC_Di02,Vergund,Actief,2,L15-2,nvt,2,Wadden,Wadden West,4302741.40898,0,0,3.51,kustwaarts,beperkt,L15E, ,Vlieland,nvt,,"POLYGON ((616120.7441999996 5905103.5517, 615064.7515000002 5905632.547900001, 616549.7419999996 5906998.5384, 617906.7319999998 5907788.5329, 619119.2903000005 5906886.612199999, 617664.7335999999 5906382.5419, 616968.7379999999 5905572.548699999, 616120.7441999996 5905103.5517))"
zoekgebied_mer_2018_2027.104,Commercieel,L15_ZC_Di01,Vergund,Actief,2,L15-1,nvt,2,Wadden,Wadden West,501360.900392,0,0,3.51,kustwaarts,beperkt,L15D, ,Vlieland,nvt,,"POLYGON ((616961.7388000004 5903908.5604, 618136.7304999996 5904588.5559, 618626.7264999999 5904711.5548, 618348.7287999997 5904088.5592, 616961.7388000004 5903908.5604))"
zoekgebied_mer_2018_2027.105,Commercieel,Q5_ZC_Di01,Nieuw,Nieuw,0,Q5-8,deels,3,Hollandse kust,Noord-Holland zuid,5863200.68534,0,0,3.51,kustwaarts,beperkt,Nieuw, ,Callantsoog - Egmond,nvt,,"POLYGON ((597052.6513 5837110.6348, 592514.1102999998 5837973.0798, 595075.5524000004 5840070.074899999, 597052.6513 5837110.6348))"
zoekgebied_mer_2018_2027.106,Commercieel,M10_ZC_On01, Nieuw,Nieuw,0,M8-3, nvt,2,Wadden,Wadden West,3081930.22375,0,0,3.51,kustwaarts,beperkt,Nieuw, ,Terschelling,nvt,,"POLYGON ((649768.5267000003 5930831.591700001, 654534.8296999997 5932628.132099999, 654761.9398999996 5932041.446599999, 649975.2695000004 5930288.997300001, 649768.5267000003 5930831.591700001))"
zoekgebied_mer_2018_2027.107,Commercieel,S3_ZC_On03,Verlaten,Nee,0,S3-2,nvt,1,Zeeuwse delta,Haringvliet,5492910.33564,0,0,3.51,kustwaarts,beperkt,S3C, ,Maasvlakte,nvt,,"POLYGON ((561786.9115000004 5759208.125399999, 558512.0299000004 5755798.640900001, 557606.6425999999 5756697.7444, 561080.1577000003 5759968.898800001, 561786.9115000004 5759208.125399999))"
zoekgebied_mer_2018_2027.108,Combi,Q8_CO_ZZ01,Nieuw,Nieuw,0,Q8-6,deels,4,Hollandse Kust,Noord-Holland zuid,18015864.0952,0,0,3.51,zeewaarts,beperkt,Nieuw, ,Egmond - IJmuiden,nvt,,"POLYGON ((582829.9578999998 5819855.0929000005, 582541.5597999999 5819140.957800001, 582271.4763000002 5817920.926899999, 578266.0036000004 5817955.575300001, 578398.8876999998 5820658.142899999, 578398.8879000004 5821703.2423, 578756.074 5823131.9858, 581802.1739999996 5821840.461300001, 582829.9578999998 5819855.0929000005))"
zoekgebied_mer_2018_2027.109,Combi,L12_CO_Di01,Nieuw,Nieuw,0,L12-3,nvt,0,Wadden,Wadden West,9551740.87522,0,0,2.45,kustwaarts,beperkt,Nieuw, ,Vlieland,nvt,,"POLYGON ((621633.7001999998 5914304.487600001, 621239.966 5914098.2205, 620730.6445000004 5915352.5046, 620518.9784000004 5916013.9596, 624494.3266000003 5918646.5514, 624790.4892999995 5918007.154999999, 625341.1731000002 5916873.9439, 624916.6766999997 5916669.464500001, 621633.7001999998 5914304.487600001))"
zoekgebied_mer_2018_2027.110,Combi,L15_CO_Di01,Nieuw,Nieuw,0,L15-3,nvt,2,Wadden,Wadden West,10297899.9523,0,0,3.51,kustwaarts,beperkt,Nieuw, ,Vlieland,nvt,,"POLYGON ((618687.7544999998 5910806.5186, 616385.8894999996 5911243.0798, 617219.324 5913465.57, 619521.1895000003 5914973.687999999, 620513.3718999997 5911798.701400001, 618687.7544999998 5910806.5186))"
zoekgebied_mer_2018_2027.111,Commercieel,M10_ZC_Di01,Nieuw,Nieuw,0,M10-2,nvt,2,Wadden,Wadden West,2551485.16207,0,0,3.51,kustwaarts,beperkt,Nieuw, ,Terschelling,nvt,,"POLYGON ((644962.4764 5928908.987400001, 647006.2865000004 5929752.0956999995, 649768.5251000002 5930831.5901999995, 649975.2699999996 5930288.9978, 648572.6131999996 5929783.845000001, 645103.0755000003 5928561.182700001, 644962.4764 5928908.987400001))"
