FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_kenmerk.95,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,RW036,R,97.44400024,048,KPK0000897634,I,,POINT (224868.45120000094 507492.9043000005)
kruispunten_kenmerk.96,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,N300,R,10.76900005,076,KPK0000931152,I,,POINT (189850.05260000005 326896.2848000005)
kruispunten_kenmerk.97,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, keerverbod op linker hoofdrijbaan (D4 + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,GOYERWEG,R,103.82700348,027,KPK0000933106,I,,POINT (146755.5273000002 477057.2804999985)
kruispunten_kenmerk.98,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,SLUISKIL VBW. a,R,23.35300064,061,KPK0000984472,I,,POINT (46319.02569999918 368211.9167999998)
kruispunten_kenmerk.99,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,SLUISKIL VBW. a,R,23.35300064,061,KPK0000984475,I,,POINT (46319 368227)
kruispunten_kenmerk.100,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,HUISWAARDERWEG,R,79.90000153,009,KPK0001003829,I,,POINT (110678.26689999923 517969.9241999984)
kruispunten_kenmerk.101,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,HUISWAARDERWEG,R,79.90000153,009,KPK0001003830,I,,POINT (110665.2265000008 517977.8396999985)
kruispunten_kenmerk.102,T-kruispunt met voorrangsregeling,J,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,BURGERWEG,R,93.56400299,009,KPK0001003837,I,,POINT (107360.15480000153 529872.1457999982)
kruispunten_kenmerk.103,T-kruispunt met voorrangsregeling,J,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,BURGERWEG,R,93.56400299,009,KPK0001003838,I,,POINT (107353.94900000095 529870.3731000014)
kruispunten_kenmerk.104,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZANDWEG                        STEURSWEG,R,52.93500137,057,KPK0001007701,I,,POINT (41689.0896999985 412779.2432000004)
kruispunten_kenmerk.105,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZANDWEG                        STEURSWEG,R,52.93500137,057,KPK0001007702,I,,POINT (41718.56810000166 412757.0225000009)
kruispunten_kenmerk.106,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,MAURITSFORT,R,19.64900017,061,KPK0001008032,I,,POINT (42895.028999999166 369449.4609999992)
kruispunten_kenmerk.107,Niet indeelbaar,N,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),L,OVERSTEEKPLAATS,R,165.17599487,015,KPK0001014162,I,,POINT (191029.60080000013 434884.19509999827)
kruispunten_kenmerk.108,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,OMMERWEG (N34),R,31.09199905,036,KPK0001014912,I,,POINT (232969.31329999864 508019.5329999998)
kruispunten_kenmerk.109,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,OMMERWEG (N34),R,31.09199905,036,KPK0001014913,I,,POINT (232927.94460000098 507998.8156000003)
kruispunten_kenmerk.110,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,MAURITSFORT,R,19.66600037,061,KPK0001015296,I,,POINT (42873.91600000113 369416.493999999)
kruispunten_kenmerk.111,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PROVINCIALEWEG=N497,R,14.32299995,057,KPK0001020417,I,,POINT (65491.63830000162 429685.9609999992)
kruispunten_kenmerk.112,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,PAPEWEG,R,22.32699966,044,KPK0001028770,I,,POINT (87930.61089999974 461548.9156999998)
kruispunten_kenmerk.113,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),,,LANGE KERKDAM                  PAPEWEG,R,22.37999916,044,KPK0001028771,I,,POINT (87889.3729000017 461515.370099999)
kruispunten_kenmerk.114,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VBW.a en b RW.4                AANSLUITING VLIETWEG,R,15.02000046,014,KPK0001035645,I,,POINT (86877.51509999856 454509.97890000045)
kruispunten_kenmerk.115,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,BURGEMEESTER SMEETSWEG,R,1.64300001,011,KPK0001047821,I,,POINT (96096.99329999834 461012.1149000004)
kruispunten_kenmerk.116,Pseudo kruispunt zonder voorrangsregeling,N,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),R,COPPIERENKADE                  LEIDSE SCHOUW,R,8.76200008,011,KPK0001047827,I,,POINT (102828.65480000153 459734.8084000014)
kruispunten_kenmerk.117,Pseudo kruispunt zonder voorrangsregeling,N,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),R,COPPIERENKADE                  LEIDSE SCHOUW,R,8.76299953,011,KPK0001047828,I,,POINT (102837.78449999914 459748.03660000116)
kruispunten_kenmerk.118,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor met linksaf toegestaan en keerverbod voor de linker zijstraat (D6L + F7),,VBW. c,R,35.95899963,016,KPK0001048381,I,,POINT (104317.14389999956 423450.0758000016)
kruispunten_kenmerk.119,Kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,RW059 vbw 42 d Heusden,R,122.56600189,059,KPK0001057067,I,,POINT (139532.50290000066 412263.29729999974)
kruispunten_kenmerk.120,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HAMALANDWEG =N313              HAMALANDWEG,R,227.40800476,015,KPK0001059028,I,,POINT (237707.8385999985 446763.03649999946)
kruispunten_kenmerk.121,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HAMALANDWEG =N313              HAMALANDWEG,R,227.40800476,015,KPK0001059029,I,,POINT (237691.4637000002 446782.6992999986)
kruispunten_kenmerk.122,Kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,DLEDENERSTRAAT,R,58.04199982,035,KPK0001060820,I,,POINT (248152.8189000003 476167.991799999)
kruispunten_kenmerk.123,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,KILWEG,R,12.72000027,029,KPK0001159381,I,,POINT (95062.30959999934 428767.0256000012)
kruispunten_kenmerk.124,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,MIDDENWEG,R,7.14699984,061,KPK0001159891,I,,POINT (31174.699000000954 371135.3110000007)
kruispunten_kenmerk.125,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,MIDDENWEG,R,12.34200001,061,KPK0001159892,I,,POINT (36148.14699999988 371956.7659999989)
kruispunten_kenmerk.126,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,BS.PPL'BERGH-ZUID',R,148.85099792,012,KPK0001162761,I,,POINT (207733.5487000011 435542.11300000176)
kruispunten_kenmerk.127,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,BS.PPL'BERGH-ZUID',R,149.16499329,012,KPK0001162762,I,,POINT (208016.65819999948 435474.02109999955)
kruispunten_kenmerk.128,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,BS.PPL.'BERGH-NOORD',R,148.74099731,012,KPK0001162763,I,,POINT (207727.84259999916 435804.6369000003)
kruispunten_kenmerk.129,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,BS.PPL'BERGH-NOORD',R,149.00300598,012,KPK0001162765,I,,POINT (207977.00699999928 435663.4710999988)
kruispunten_kenmerk.130,Pseudo T-kruispunt met voorrangsregeling,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),,,VBW.c & d =RW.1                ZELDERSEWEG,R,24.87199974,030,KPK0001162796,I,,POINT (167209.50129999965 464604.31810000166)
kruispunten_kenmerk.131,Pseudo T-kruispunt met voorrangsregeling,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),,,VBW.c & d =RW.1                ZELDERSEWEG,R,24.87199974,030,KPK0001162797,I,,POINT (167210.25349999964 464604.20219999924)
kruispunten_kenmerk.132,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,COEVORDEWRWEG,R,103.47200012,048,KPK0001162811,I,,POINT (224232.36180000007 513260.5806000009)
kruispunten_kenmerk.133,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,COEVORDERWEG,R,103.43299866,048,KPK0001162812,I,,POINT (224041.4376000017 513200.34640000015)
kruispunten_kenmerk.134,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,TRAM,R,60.16600037,012,KPK0001180211,I,,POINT (135693.80799999833 452253.44860000163)
kruispunten_kenmerk.135,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,VESTINGWEG,R,7.11800003,061,KPK0001182252,I,,POINT (31164.773699998856 371174.43670000136)
kruispunten_kenmerk.136,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,MIDDENWEG,R,12.36900043,061,KPK0001182253,I,,POINT (36141.35399999842 371922.7470000014)
kruispunten_kenmerk.137,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,NIEUW WESTENRIJKDIJK,R,23.72999954,061,KPK0001182254,I,,POINT (46564.993400000036 368405.45870000124)
kruispunten_kenmerk.138,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,REST.,R,10.82999992,014,KPK0001184877,I,,POINT (84612.07429999858 457890.8370000012)
kruispunten_kenmerk.139,T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,L,REST.,R,10.83199978,014,KPK0001184881,I,,POINT (84624.13470000029 457900.2478)
kruispunten_kenmerk.140,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,WINTERWIJKSEWEG,R,231.52400208,015,KPK0001185208,I,,POINT (239523.7087999992 450057.3498999998)
kruispunten_kenmerk.141,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan EN keerverbod (D5R of D5L of D7 + F7),,CALAMITEITEN TERREIN,R,35.93600082,015,KPK0001185257,I,,POINT (74224.45540000126 435573.51949999854)
kruispunten_kenmerk.142,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,35.29000092,027,KPK0001185568,I,,POINT (124420.53929999843 427454.8482000008)
kruispunten_kenmerk.143,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,BUSBAAN,R,35.4280014,027,KPK0001185569,I,,POINT (124493.8861999996 427380.90680000186)
kruispunten_kenmerk.144,Niet indeelbaar,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,BUSBAAN,R,35.37599945,027,KPK0001185570,I,,POINT (124479.29190000147 427319.7857000008)
kruispunten_kenmerk.145,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,35.52999878,027,KPK0001185571,I,,POINT (124416.30490000173 427466.42119999975)
kruispunten_kenmerk.146,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan en keerverbod voor de linker zijstraat (D4 + F7),,BS,R,8.27400017,044,KPK0001185681,I,,POINT (97417.61349999905 470775.8355999999)
kruispunten_kenmerk.147,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,BS.,R,8.17099953,044,KPK0001185682,I,,POINT (97487.25050000101 470794.9732999988)
kruispunten_kenmerk.148,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,HOTEL SASSENHEIM,R,11.17500019,044,KPK0001185685,I,,POINT (94729.25429999828 469802.82400000095)
kruispunten_kenmerk.149,T-kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,IND. FLORAHOLLAND,R,16.13999939,044,KPK0001185688,I,,POINT (91442.9578000009 466289.2685999982)
kruispunten_kenmerk.150,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan en keerverbod voor de rechter zijstraat (D4 + F7),,VBW. d                         VBW. d,R,26.08300018,015,KPK0001192245,I,,POINT (66644.24489999935 439048.4545000009)
kruispunten_kenmerk.151,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,36.15000153,015,KPK0001192247,I,,POINT (74367.27409999818 435392.5791000016)
kruispunten_kenmerk.152,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,VBW. a                         VBW. a,R,35.625,015,KPK0001192260,I,,POINT (73955.12530000135 435723.2014000006)
kruispunten_kenmerk.153,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,36.15000153,015,KPK0001192261,I,,POINT (74383.64460000023 435405.98849999905)
kruispunten_kenmerk.154,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,REEWEG,R,53.51200104,015,KPK0001192355,I,,POINT (88973.81289999932 431853.2045000009)
kruispunten_kenmerk.155,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Er geldt alleen een keerverbod voor de rechter zijstraat (F7),,GROENE KRUISWEG,R,54.59999847,015,KPK0001192358,I,,POINT (89998.56210000068 431511.6748000011)
kruispunten_kenmerk.156,Niet indeelbaar,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,BUSBAAN,R,36.60499954,027,KPK0001192833,I,,POINT (124811.19729999825 428512.3057000004)
kruispunten_kenmerk.157,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,STICHTSE PAD,R,109.50800323,027,KPK0001192873,I,,POINT (151102.82349999994 480776.10929999873)
kruispunten_kenmerk.158,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,DOORSTEEK,R,8.22299957,044,KPK0001193214,I,,POINT (97467.20560000092 470726.37519999966)
kruispunten_kenmerk.159,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,DOORSTEEK,R,8.24400043,044,KPK0001193215,I,,POINT (97431.48759999871 470725.0775000006)
kruispunten_kenmerk.160,Kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,RW. 14 VBW. c,R,27.31500053,044,KPK0001193223,I,,POINT (84479.30249999836 457958.55249999836)
kruispunten_kenmerk.161,Kruispunt zonder voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,ONBEKEND,R,1.36399996,044,KPK0001193234,I,,POINT (104093.99439999834 471860.3343999982)
kruispunten_kenmerk.162,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,,ROZENWEG                       RIJKSSTRAATWEG,R,21.64500046,044,KPK0001193275,I,,POINT (88448.43879999965 461961.0373999998)
kruispunten_kenmerk.163,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,BS.,R,22.07999992,044,KPK0001193278,I,,POINT (88106.44929999858 461690.61939999834)
kruispunten_kenmerk.164,Pseudo T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,RAADHUISLAAN,R,22.56699944,044,KPK0001193280,I,,POINT (87721.4525000006 461394.58309999853)
kruispunten_kenmerk.165,Pseudo T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,EIKENLAAN,R,24.94400024,044,KPK0001193281,I,,POINT (86157.84640000015 459621.0588000007)
kruispunten_kenmerk.166,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HOUTLAAN                       RAAPHORSTLAAN,R,25.41500092,044,KPK0001193287,I,,POINT (85827.3953000009 459295.2996000014)
kruispunten_kenmerk.167,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HOUTLAAN                       RAAPHORSTLAAN,R,25.41500092,044,KPK0001193288,I,,POINT (85838.85049999878 459283.6658000015)
kruispunten_kenmerk.168,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,V/D OUDERMEULENLAAN,R,25.77799988,044,KPK0001193289,I,,POINT (85574.39499999955 459029.2091999985)
