OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,REF_WISSEL_KRUISING_NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
789,07873a21-0c3b-47f3-b58a-5f5dd5e7270a,e6eecfec-c06e-4354-9b30-63a1d7be762d,E,120,Bestaand,478,d,478,478_d,Rotterdam Europoort 4,Mvtn-Mvtnwe,Maasvlakte Noordwesthoek - Maasvlakte Noordwesthoek Europahaven ,"200,721926",-2.329075,"-2,329075",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Derden - Overig - Lyondell Basell,Maasvlakte Europahaven Noord,MVTEN,NCBG,61320.70199999,442878,5.16699999,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.96641548,4.02401143,200.721926
790,f075d182-5db5-43fc-97d0-ecfbb8469871,7635ae30-d15d-4bd1-8fc7-e746222df334,1167,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,823887",-27.620558,"-27,620558",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61722.44099999,439141.16399999,5.453,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93290364,4.03087101,0.823887
791,2bfb8f8c-246a-4495-b949-267f02003e32,0f189e6d-c9d4-470b-abb8-84661502e533,73B,60,Bestaand,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,"35,342571",-1.105693,"-1,105693",Randstad Noord,RN,Heerhugowaard,6,Baan,Hollands Noorderkwartier,ProRail,Hoorn,HN,PPLG,134920.877,518812.603,-0.049,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.65641748,5.09045721,35.342571
792,8caa6292-f27d-4955-b675-d1f067ae85bb,3c06ff1d-c935-4efe-bb32-b386cdc68cb2,3299,60,Bestaand,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"8,108686",12.437707,"12,437707",Randstad Noord,RN,Duivendrecht,10,Baan,Amstelsepoort,ProRail,Abcoude,AC,PPLG,126101.53999999,478526.93599999,4.684,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Midden,52.29396752,4.96360232,8.108686
793,9a4856d3-2537-45d5-8039-7b88c1865d88,ff59580d-ac23-4aaa-988b-ca26527b1456,945,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,438490",-35.349385,"-35,349385",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,NCBG,91005.66,395375.232,4.29199999,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54369946,4.46467434,22.43849
794,5457c88f-5b32-4112-8269-d321108f28f2,a20e91fd-ea03-417d-a4fb-e523782aa2cf,903,60,Bestaand,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"22,983623",-32.891352,"-32,891352",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Grote Binckhorst,BKHG,NCBG,83995.762,453910.49099999,0.675,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.06892584,4.35162425,22.983623
795,e8622c7f-dbb3-459b-847e-e8a490a58f7d,01f2c0da-3e84-43ad-bad6-c53826e94c60,3,60,Bestaand,122,,122,122__,Roosendaal - Breda,Rsd-Bd,Roosendaal - Breda ,"3,310967",14.284929,"14,284929",Zuid,Z,Roosendaal,19,Baan,Zeeland,Derden - Overig - Jan de Rijk,Roosendaal Industrieterrein,RSDI,NCBG,92927.485,395918.40399999,3.886,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54879676,4.49227951,3.310967
796,aba2371a-21d5-4e37-b344-3c0abeda9b19,0116effa-1685-4ec8-953f-63be4f5f3db0,937,60,Bestaand,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"25,931614",-34.507158,"-34,507158",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Leeuwarden,LW_TRS31,NCBG,181769.706,578875.846,1.071,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.19586705,5.78775871,25.931614
797,120001fc-9035-4928-bb00-97d96dbf1633,385cd10f-ec16-4a42-ba31-ee81f05c0a21,1101A,60,Bestaand,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"18,236203",-5.119872,"-5,119872",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Hoofddorp,HFD,PPLG,108760.379,478802.41499999,3.237,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord-West,52.29525969,4.70938782,18.236203
798,b6e7a061-c4cd-4df0-a5ae-c255fa09d638,798dc880-c0ff-4734-ab63-e2f0b3c0dcb7,911,60,Bestaand,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,"70,600300",28.391511,"28,391511",Noord-Oost,NO,Gelderland,33,Baan,Veluwe,Derden - Overig - Defensie,' t Harde,HDE,NCBG,190066.462,491854.378,10.797,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.41338526,5.90260447,70.6003
799,ea8b5228-b006-4cf7-bebd-3a9da6eb5b36,f18b03c4-6446-48d1-b047-9cdc4c77097f,933,60,Bestaand,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,"25,326318",-85.83493,"-85,834930",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,Derden - Overig - Railpro Crailoo,Crailoo Bovenbouwwerkplaats,CRS,NCBG,140121.745,473859.172,3.69099999,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.25257278,5.16931809,25.326318
800,8f10dd59-1c66-4ce4-8afa-1bcd14085a1a,5c768df2-9be5-4d27-9c6c-6e3007bea5de,455,60,Bestaand,060,,60,060__,Roermond - Venlo,Mt-Vl,Maastricht - Venlo ,"65,848059",0.583969,"0,583969",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Tegelen,TG,PPLG,207737.147,372536.17599999,24.04599999,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.33958694,6.14404133,65.848059
801,e4cb3a7d-b367-44c0-a12a-ea1f17dfb53d,88c387f8-1158-4652-84e2-587169c75118,59A,60,Bestaand,528,b,528,528_b,Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,"28,871722",29.063798,"29,063798",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Hilversum,HVS,PPLG,141192.505,470487.52299999,5.77899999,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.22229725,5.18513633,28.871722
802,e84d8139-d203-4da0-9a6d-98f5800e1825,5a09b9af-de43-4e1a-a92c-fa4fcc4d1a87,295A,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,581897",-85.482582,"-85,482582",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,91524.856,437774.761,2.77499999,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92482471,4.46440887,83.581897
803,e7f636dd-c20c-477b-9235-1175d737cc14,0c187444-f8dc-49ca-be99-17affa983d3a,901,60,Bestaand,084,,84,084__,Amsterdam Sloterdijk - Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"14,963154",-8.304341,"-8,304341",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Haarlem Hoofdwerkplaats,HLMWPH,NCBG,105721.672,488511.304,0.596,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord-West,52.38224987,4.66342616,14.963154
804,1128dfb0-b42c-437f-b5f9-5f77d29edf52,6b0fa280-fa8a-4e2e-a040-6c88132d1fb9,411A,60,Bestaand,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,"29,509867",0.038684,"0,038684",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Deurne,DN,PPLG,182641.328,385359.15,25.6,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.45663034,5.78490241,29.509867
805,676d11d7-0ef8-4216-9c6a-cde6226be676,b02b2093-9428-4541-a29d-8aa4f3ea09e5,43,60,Bestaand,504,b,504,504_b,Heerlen,Std-Hz,Sittard - Herzogenrath (D) ,"18,086464",-1.008387,"-1,008387",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Heerlen,HRL,PPLG,195987.264,322603.118,108.843,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.89174234,5.96971182,18.086464
806,2911a643-d4bd-4074-bc26-99c060acbe66,a92dcecb-f804-45c0-a600-89bfd7e493b3,1001,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","7,171204",-26.515147,"-26,515147",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Derden - Overig - Shunter,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,NCBG,89742.57099999,431748.14799999,4.105,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87045569,4.43964372,7.171204
807,69ff01a2-7386-49b5-b5e0-deca41ed3a20,8a10301b-e089-4573-9e26-b0e04b07cdf0,911,60,Bestaand,901,,901,901__,Haarlem Hoofdwerkplaats,Spbr-Hlmwph,Spaarne (brug o/h - bij Haarlem) - Haarlem Hoofdwerkplaats ,"100,312290",12.323837,"12,323837",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Haarlem Hoofdwerkplaats,HLMWPH,NCBG,105375.339,488500.068,0.215,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord-West,52.38211769,4.65834145,100.31229
808,1206aafa-f767-4708-aedb-564fe7a8a90b,f5665b29-287e-425b-a82c-373ff669f8e2,1635,120,Bestaand,479,a,479,479_a,Maasvlakte 2,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,"300,553307",0.509596,"0,509596",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,Maasvlakte Yangtzehaven Zuid,MVTYZ,PPLG,60388.05,441291.141,5.205,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.95199781,4.01088085,300.553307
809,0e2344c3-13b6-4b23-8740-64a1d2c06334,14d5fb7c-2ec6-43b6-bc36-75cad245997f,504,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"42,913315",-10.967935,"-10,967935",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort Hoofdwerkplaats,AMFWPH,NCBG,152553.91,463421.722,5.602,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15895795,5.35145689,42.913315
810,f2954fe3-d1b3-481a-bae3-2fa85647a861,f0b29096-401d-4300-bca2-c3db9595eef0,6119,60,Bestaand,112,,112,112__,Den Haag HS - Schiedam Centrum,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"67,836510",-12.458292,"-12,458292",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Delft,DT,PPLG,83484.13,448410.411,2.657,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Zuid-Holland Noord,52.01943126,4.34531428,67.83651
811,415c8270-1358-4d26-80cd-990c9ea7f6b0,a3a79868-b02e-4be5-b316-d188eacb5d24,345B,60,Bestaand,625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,"14,750701",42.870801,"42,870801",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Lage Zwaluwe,ZLW,PPLG,105066.421,411384.689,1.106,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.68901648,4.66506587,14.750701
812,624f23d8-5de2-4880-ace2-b6431efe5289,bc166dba-de6a-4eea-ace7-b689fdde9b4b,71,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"43,307037",-26.087581,"-26,087581",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,152823.57,463134.353,5.713,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15637621,5.35539948,43.307037
813,768b4377-70c6-425f-b428-8661e84cb019,a97f83ba-556c-4876-af2d-be686a980707,45,60,Bestaand,433,,433,433__,Sittard - Born,Std-Bon,Sittard - Born ,"5,580952",48.622175,"48,622175",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Born Franciscushaven,BONFH,NCBG,184465.409,339045.95,34.28499999,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,51.04024947,5.8073092,5.580952
814,5646bf2b-a4dc-403c-96af-af7949a0c1cd,812fda4e-5cd7-427b-87ef-feecf0530369,1109B,60,Bestaand,534,b,534,534_b,Leiden Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"46,299464",8.996964,"8,996964",Randstad Zuid,RZ,Leiden,1,Baan,Rijn en Gouwe,ProRail,Leiden Centraal,LEDN,PPLG,92609.512,464113.058,5.44899999,100,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,BAM Rail,Ja,Zuid-Holland Noord,52.16165429,4.47536818,46.299464
815,bda93045-ffc0-4d2f-8489-8ed906b455e8,5b44e93a-7b00-4dc0-a4c7-171ead7a1820,1107,60,Bestaand,617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,"38,829414",-8.436186,"-8,436186",Zuid,Z,Boxtel,23,Baan,Brabant,ProRail,Boxtel,BTL,PPLG,150051.125,399759.395,8.76099999,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.58672554,5.31579257,38.829414
816,a63bf2cf-3527-45e0-b5da-adf07454a49b,313b23c8-d038-4d5c-9c66-c857dca7d641,207,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"1,026305",37.089687,"37,089687",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177334.57199999,318566.347,46.91599999,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85648899,5.70437457,1.026305
817,14671afb-dc15-4a1d-993d-47dffecbcfd2,1b6917f3-35bb-462b-81ff-5a00dd3ddd17,960,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"24,169684",14.978084,"14,978084",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Kleine Binckhorst,BKHK,NCBG,82987.663,454536.31699999,0.343,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07441992,4.33679171,24.169684
818,4bb8dafb-4287-4228-9413-d807e88a6879,37795510-e3d7-466d-bd1f-5eab5001ea68,35,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","6,246000",15.532088,"15,532088",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,PPLG,90669.887,431897.271,4.644,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87190371,4.45307914,6.246
819,d49f6132-a2f1-4ccb-8b80-a6fc4ebe1084,e1628dbc-c452-435b-a790-c96b97f4b462,909,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"42,822076",-12.335463,"-12,335463",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,NCBG,208551.514,474489.88699999,10.442,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Oost,52.25583733,6.1715104,42.822076
820,bf7dc0b9-b794-4d15-b108-c4467e606544,8d86e942-4c70-43a2-ac12-3218547978b7,1321,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,614898",-43.341558,"-43,341558",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Grote Binckhorst,BKHG,NCBG,83441.11599999,454215.31699999,0.502,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07159391,4.34347226,23.614898
821,f8e78e14-f43d-4222-bf4f-4d97892193da,bd300272-64a5-4e41-96ed-56aae00745dc,929,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","17,692022",60.643819,"60,643819",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,NCBG,79472.83,431700.993,4.343,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.86873428,4.29055853,17.692022
822,3f5d0e0d-008c-4798-8c8a-69678ef8f045,9cff18cf-441d-452d-a2a8-d84a717f5b2c,51,60,Bestaand,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,"18,145051",6.464842,"6,464842",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Veendam Aansl.,VDMA,NCBG,255784.09299999,572783.60999999,3.21099999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,53.13233097,6.89308364,18.145051
823,72a98380-2563-4dbc-973e-913cef36d4d2,8757e4af-54ed-455e-b102-6a851d63625a,931,60,Bestaand,527,b,527,527_b,Haarlem,Hlm-Utg,Haarlem - Uitgeest ,"0,621655",9.390759,"9,390759",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Haarlem,HLM_130,NCBG,103362.78599999,489255.95199999,4.705,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord-West,52.38872506,4.62866843,0.621655
824,bd39a02c-08fa-431c-bc15-e413dcfcfe8a,aa6b0ed7-0eac-42f1-b6cb-7a9be7ec05b1,980,60,Bestaand,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"25,743918",-25.915925,"-25,915925",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Leeuwarden,LW_TRS31,NCBG,181587.21599999,578826.17599999,1.155,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.19542983,5.78502409,25.743918
825,f807e8d7-0784-4af9-84b5-78b0c139939e,91e6b55f-2bbb-4458-8ebd-7fe3a5b16475,1293B,60,Bestaand,074,,74,074__,Heerhugowaard - Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"35,874461",-0.167479,"-0,167479",Randstad Noord,RN,Heerhugowaard,6,Baan,Hollands Noorderkwartier,ProRail,Heerhugowaard,HWD,PPLG,116324.905,520065.553,-0.511,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.66667473,4.81549251,35.874461
826,e6d6ca26-89e4-4a1a-b4c8-7e0752938cb9,18ae240f-c6aa-49a6-85b6-b24951bac353,85,60,Bestaand,519,a,519,519_a,Roermond,Mt-Vl,Maastricht - Venlo ,"47,301363",1.597572,"1,597572",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Roermond,RM,PPLG,197860.472,356968.35399999,26.02799999,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,51.20049296,6.00043,47.301363
827,2aa25285-49b6-4d39-84cc-62fa01ca8fd9,1d0fda02-ab72-423a-a6fd-72eeea760665,215A,60,Bestaand,024,,24,024__,Deventer - Wierden,Dv-Aml,Deventer - Almelo ,"26,657570",-0.810443,"-0,810443",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Rijssen,RSN,PPLG,232598.075,481382.05499999,10.63899999,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.31490933,6.52522052,26.65757
828,7d23e8a0-84a9-43f7-8060-5c036b5cd121,7d9fe234-dc30-4596-b207-b0cf4dc6cef8,X0341,60,Bestaand,817,b,817,817_b,Vlissingen Sloehaven,Eupwz-Adw,Europaweg Zuid - Achterduinweg ,"131,251893",0.639809,"0,639809",Zuid,Z,Goes,18,Baan,Zeeland,Derden - Overig - OVET BV,Sloehaven Emplacement,SLOE_523-524,NCBG,37945.50699999,385904.78899999,4.982,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.45006324,3.70317224,131.251893
829,c8a8145a-11ee-4c36-afc1-1dffdbfd70f6,750b7f4e-6e20-4f86-b429-984bbd455235,2211,60,Bestaand,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,"48,309052",11.401573,"11,401573",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,'s Hertogenbosch,HT,PPLG,148421.26699999,410938.152,6.745,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.68718938,5.29206496,48.309052
830,b238d9fe-ddd6-46c5-9148-50341a350e18,78d73bc1-7193-4478-9c9a-8351888bbc55,29,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"80,243058",18.260763,"18,260763",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen,GN,PPLG,233451.99799999,581060.66599999,2.55299999,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord,53.21042098,6.56149995,80.243058
831,6ace83af-9a8f-4936-ab8a-cc5777b4fc7e,a048e4c1-e4fa-4a44-bbfd-4182d91ccf67,107B,60,Bestaand,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,"42,062645",-26.347072,"-26,347072",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,IJsselmonde,IJSM,PPLG,96111.87799999,432582.918,0.267,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87866741,4.53197555,42.062645
832,a76d54c4-da92-4665-aeb3-c0e1a92a8be0,1283d9ff-ca13-4c08-ace4-2db85771d54e,137A,60,Bestaand,551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,"22,638196",0.89712,"0,897120",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Tilburg,TB,PPLG,134429.89,396829.783,18.058,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.56003815,5.0905654,22.638196
833,20fe4770-5460-4b2c-8bf7-2629df0a4025,0eb4c939-b5f2-416d-af10-d13b3134ed6a,93,60,Bestaand,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"42,515691",7.330732,"7,330732",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Alkmaar,AMR,PPLG,110732.731,516632.51,1.817,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.6353979,4.73329039,42.515691
834,813fcedc-e6f1-4912-abaf-3644f20525df,029a316f-6c79-402f-b5ae-b1ea090b6813,115B,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,424743",39.706733,"39,706733",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177426.144,318004.689,46.97599999,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85143682,5.70564027,0.424743
835,7cf217cc-acd9-496c-838d-e15f914afcff,b0257e01-381d-4021-b869-0ba2b25a3ad8,945,60,Bestaand,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,"114,315689",98.846422,"98,846422",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Sloehaven Emplacement,SLOE_525-571,NCBG,40443.01499999,386117.826,2.87199999,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.45249046,3.73901944,114.315689
836,ccc973c4-5f33-46ac-bf62-783a7ab265a7,4734c5f3-27d1-4c05-b40f-5147fc6e819c,157A,60,Bestaand,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"60,779144",0.12598,"0,125980",Randstad Noord,RN,Maarn,16,Baan,Eemland,ProRail,De Haar Aansl.,HAR,PPLG,160286.776,451495.81199999,6.937,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.05174732,5.46427773,60.779144
837,5068ed62-4407-4968-97aa-6088b18b6ab9,062ee3e0-5744-4bb2-8a2c-2843172129ac,161B,60,Bestaand,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"16,429949",-2.578825,"-2,578825",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen,NM,PPLG,187220.52299999,428984.427,23.57,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Oost,51.84850304,5.85481913,16.429949
