Leverancier;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
Anoniem_J & V_11955;;;1;;;;;1
Anoniem_J & V_11956;;;1;;;;1;1
Anoniem_J & V_11958;;;1;;;;;1
Anoniem_J & V_11959;;;1;;;;;1
Anoniem_J & V_1196;;;1;;;;1;1
Anoniem_J & V_11960;;;;;;;1;1
Anoniem_J & V_11961;;;1;;;;;1
Anoniem_J & V_11963;;;1;;;;;1
Anoniem_J & V_11964;;;1;;;;;1
Anoniem_J & V_11966;;;;;;;1;1
Anoniem_J & V_11967;;;1;;;;;1
Anoniem_J & V_11968;;;;;;;1;1
Anoniem_J & V_11969;;;1;;;;;1
Anoniem_J & V_1197;;;;;;;1;1
Anoniem_J & V_11973;;;1;;;;1;1
Anoniem_J & V_11975;;;;;;;1;1
Anoniem_J & V_11976;;;;;;;1;1
Anoniem_J & V_11977;;;1;;;;1;1
Anoniem_J & V_11978;;;;;;;1;1
Anoniem_J & V_11979;;;;;1;;;1
Anoniem_J & V_1198;;;;;;;1;1
Anoniem_J & V_11980;;;1;;;;;1
Anoniem_J & V_11981;;;;1;;;;1
Anoniem_J & V_11985;;;1;;;;1;1
Anoniem_J & V_11986;;;1;;;;;1
Anoniem_J & V_11987;;;1;;;;;1
Anoniem_J & V_11988;;1;1;;;;;1
Anoniem_J & V_1199;;;1;;;;;1
Anoniem_J & V_11990;;1;;;;;;1
Anoniem_J & V_11991;;;1;;;;;1
Anoniem_J & V_11992;;;;;;;1;1
Anoniem_J & V_11994;;;1;;;;;1
Anoniem_J & V_11996;;;1;;;;;1
Anoniem_J & V_11997;;;1;;;;;1
Anoniem_J & V_11998;;;1;;;;;1
Anoniem_J & V_120;;;;;;;1;1
Anoniem_J & V_12002;;;;;;;1;1
Anoniem_J & V_12004;;;1;;;;;1
Anoniem_J & V_12005;;;;;;;1;1
Anoniem_J & V_12006;;;1;;;;;1
Anoniem_J & V_12007;;;;;;;1;1
Anoniem_J & V_12009;;;;;;;1;1
Anoniem_J & V_12012;;;1;;;;;1
Anoniem_J & V_12013;;;1;;;;;1
Anoniem_J & V_12016;;1;1;;;;;1
Anoniem_J & V_12017;;;1;;;;;1
Anoniem_J & V_12018;;;1;;;;;1
Anoniem_J & V_12019;;;1;;;;;1
Anoniem_J & V_1202;;;1;;;;;1
Anoniem_J & V_12020;;;;;;;1;1
Anoniem_J & V_12021;;1;;;;;;1
Anoniem_J & V_12022;;;1;;;;1;1
Anoniem_J & V_12023;;;;;;;1;1
Anoniem_J & V_12028;;;1;;;;;1
Anoniem_J & V_12029;;;1;;;;1;1
Anoniem_J & V_1203;;;1;;;;;1
Anoniem_J & V_12030;;;1;;;;1;1
Anoniem_J & V_12031;;;;;;;1;1
Anoniem_J & V_12032;;;;;1;;;1
Anoniem_J & V_12033;;;;;;;1;1
Anoniem_J & V_12035;;;1;;;;;1
Anoniem_J & V_12036;;;;;;;1;1
Anoniem_J & V_12038;;;;;;;1;1
Anoniem_J & V_12039;;;;;;;1;1
Anoniem_J & V_12041;;;;;;;1;1
Anoniem_J & V_12042;;;;;;;1;1
Anoniem_J & V_12043;;;1;;;;;1
Anoniem_J & V_12044;;;1;;;;;1
Anoniem_J & V_12045;;1;;;;;;1
Anoniem_J & V_12046;;;1;;;;1;1
Anoniem_J & V_12048;;;;;1;;;1
Anoniem_J & V_12050;;;;;1;;;1
Anoniem_J & V_12051;;;1;;;;;1
Anoniem_J & V_12053;;1;;;;;;1
Anoniem_J & V_12054;;;1;;;;;1
Anoniem_J & V_12055;;;;;1;;;1
Anoniem_J & V_12056;;;1;;;;;1
Anoniem_J & V_12058;;;;;;;;
Anoniem_J & V_12059;;;;;;;1;1
Anoniem_J & V_12062;;1;;;;;;1
Anoniem_J & V_12064;;;1;;;;;1
Anoniem_J & V_12067;;1;;;;;;1
Anoniem_J & V_12069;;1;;;;;;1
Anoniem_J & V_12071;;;1;;;;;1
Anoniem_J & V_12072;;;1;;;;;1
Anoniem_J & V_12074;;;;;;;1;1
Anoniem_J & V_12076;;1;1;;;;;1
Anoniem_J & V_12079;;;1;;;;;1
Anoniem_J & V_1208;;;1;;;;;1
Anoniem_J & V_12080;;;1;;;;;1
Anoniem_J & V_12085;;;1;;;;;1
Anoniem_J & V_12087;;;1;;;;;1
Anoniem_J & V_12088;;;;;;;1;1
Anoniem_J & V_1209;;;1;;;;;1
Anoniem_J & V_12092;;1;1;;;;;1
Anoniem_J & V_12093;;1;;;;;;1
Anoniem_J & V_12095;;;1;;;;;1
Anoniem_J & V_12096;;;1;;1;;;1
Anoniem_J & V_1210;;;;;;;1;1
Anoniem_J & V_12102;;;;;1;;;1
Anoniem_J & V_12104;;;1;;;;;1
Anoniem_J & V_12106;;;2;;;;;2
Anoniem_J & V_12107;;1;;;;;;1
Anoniem_J & V_12108;;;1;;1;;;1
Anoniem_J & V_12114;;;;;1;;;1
Anoniem_J & V_12116;;;1;1;;;;1
Anoniem_J & V_12117;;;1;;;;;1
Anoniem_J & V_12118;;;;;;;1;1
Anoniem_J & V_12119;;;;;;;1;1
Anoniem_J & V_1212;;;1;;1;;;1
Anoniem_J & V_12121;;;;;;;1;1
Anoniem_J & V_12123;;;;;;;1;1
Anoniem_J & V_12124;;;1;;;;;1
Anoniem_J & V_12125;;;1;;;;;1
Anoniem_J & V_12126;;;;;;;1;1
Anoniem_J & V_12128;;;1;;;;;1
Anoniem_J & V_12129;;;;;;;1;1
Anoniem_J & V_12131;;;1;;;;;1
Anoniem_J & V_12132;;;;;;;1;1
Anoniem_J & V_12133;;;;;1;;;1
Anoniem_J & V_12135;;;;;;;1;1
Anoniem_J & V_12136;;;1;;;;;1
Anoniem_J & V_12137;;;1;;;;;1
Anoniem_J & V_12138;;;;;;;1;1
Anoniem_J & V_1214;;;1;;;;;1
Anoniem_J & V_12146;;;1;;;;;1
Anoniem_J & V_12147;;;;;;;1;1
Anoniem_J & V_12148;;1;;;;;;1
Anoniem_J & V_12149;;;1;;;;;1
Anoniem_J & V_12151;;1;;;;;;1
Anoniem_J & V_12153;;;1;;;;;1
Anoniem_J & V_12156;;;;;;;1;1
Anoniem_J & V_12157;;;;;;;1;1
Anoniem_J & V_12158;;;1;;;;;1
Anoniem_J & V_12161;;;;;;;1;1
Anoniem_J & V_12162;;;1;1;;;;1
Anoniem_J & V_12163;;;;;;;1;1
Anoniem_J & V_12164;;1;;;;;;1
Anoniem_J & V_12165;;1;;;;;;1
Anoniem_J & V_12166;;;;;;;1;1
Anoniem_J & V_12167;;;;;;;1;1
Anoniem_J & V_12169;;;;;;;1;1
Anoniem_J & V_1217;;;1;;;;;1
Anoniem_J & V_12174;;;1;;;;;1
Anoniem_J & V_12176;;;;;;;1;1
Anoniem_J & V_12177;;;1;;;;1;1
Anoniem_J & V_12178;;;1;;;;1;1
Anoniem_J & V_12179;;1;1;;;;;1
Anoniem_J & V_12180;;;1;;;;;1
Anoniem_J & V_12181;;;1;;;;;1
Anoniem_J & V_12182;;;1;;;;1;1
Anoniem_J & V_12183;;1;1;;;;1;1
Anoniem_J & V_12188;;;1;;;;;1
Anoniem_J & V_12189;;;1;;1;;;1
Anoniem_J & V_12191;;;1;;;;;1
Anoniem_J & V_12192;;;;;;;1;1
Anoniem_J & V_12195;;;1;;;;1;1
Anoniem_J & V_12196;;;;;;;1;1
Anoniem_J & V_1220;;;;;;;1;1
Anoniem_J & V_12200;;;1;;;;1;1
Anoniem_J & V_12202;;1;;;;;;1
Anoniem_J & V_12203;;;;;;;1;1
Anoniem_J & V_12204;;;;;1;;;1
Anoniem_J & V_12207;;;1;;;;;1
Anoniem_J & V_12208;;;1;;;;;1
Anoniem_J & V_12209;;;1;;;;;1
Anoniem_J & V_12210;;;;;;;1;1
Anoniem_J & V_12213;;;1;;;;;1
Anoniem_J & V_12214;;;1;;;;1;1
Anoniem_J & V_12215;;;;;;;1;1
Anoniem_J & V_12217;;;1;;;;;1
Anoniem_J & V_1222;;;1;;;;;1
Anoniem_J & V_12222;;;;;1;;;1
Anoniem_J & V_12223;;;1;;;;;1
Anoniem_J & V_12226;;;;;1;;;1
Anoniem_J & V_12227;;;;;1;;1;1
Anoniem_J & V_12229;;;;;1;;;1
Anoniem_J & V_12230;;;;1;;;;1
Anoniem_J & V_12231;;;1;;;;;1
Anoniem_J & V_12232;;;1;1;;;1;1
Anoniem_J & V_12233;;;;;;;1;1
Anoniem_J & V_12236;;;1;;;;;1
Anoniem_J & V_12238;;;;;;;1;1
Anoniem_J & V_12240;;;;;;;1;1
Anoniem_J & V_12241;;;1;;;;;1
Anoniem_J & V_12242;;;1;;1;;;1
Anoniem_J & V_12243;;;;;;;;
Anoniem_J & V_12245;;;1;;;;;1
Anoniem_J & V_1225;;;1;;;;;1
Anoniem_J & V_12251;;;;;;;1;1
Anoniem_J & V_12253;;;1;;;;1;1
Anoniem_J & V_12254;;;1;;;;;1
Anoniem_J & V_12256;;;;;;;1;1
Anoniem_J & V_12257;;1;1;;;;;1
Anoniem_J & V_12259;;;;;;;1;1
Anoniem_J & V_12260;;1;;;;;;1
Anoniem_J & V_12262;;;;;1;;;1
Anoniem_J & V_12263;;;1;;;;;1
Anoniem_J & V_12264;;;;;;;1;1
Anoniem_J & V_12265;;;1;;;;;1
Anoniem_J & V_12267;;;;;;;1;1
Anoniem_J & V_12270;;;1;;;;;1
Anoniem_J & V_12272;;;1;;1;;;1
Anoniem_J & V_12275;;;;;;;1;1
Anoniem_J & V_12276;;;1;;;;;1
Anoniem_J & V_12277;;;;;;;1;1
Anoniem_J & V_12278;;;;;;;1;1
Anoniem_J & V_12279;;;;;;;1;1
Anoniem_J & V_1228;;;;;;;1;1
Anoniem_J & V_12281;;1;;;;;;1
Anoniem_J & V_12286;;;1;;;;1;1
Anoniem_J & V_12287;;;;;1;;;1
Anoniem_J & V_12289;;;1;;1;;;1
Anoniem_J & V_1229;;;;;;;1;1
Anoniem_J & V_12290;;;;;;;1;1
Anoniem_J & V_12291;;;1;;;;;1
Anoniem_J & V_12295;;;1;;;;;1
Anoniem_J & V_12296;;;1;;1;;;1
Anoniem_J & V_12298;;;1;;;;;1
Anoniem_J & V_12299;;;;;1;;;1
Anoniem_J & V_1230;;;1;;;;;1
Anoniem_J & V_12302;;;1;;;;;1
Anoniem_J & V_12304;;;1;;;;;1
Anoniem_J & V_12305;;;1;;;;;1
Anoniem_J & V_12306;;1;;;;;;1
Anoniem_J & V_12307;;;1;;;;;1
Anoniem_J & V_12309;;;;;;;1;1
Anoniem_J & V_1231;;;1;;;;;1
Anoniem_J & V_12313;;;;;1;;;1
Anoniem_J & V_12314;;1;;;;;;1
Anoniem_J & V_12315;;;;;;;1;1
Anoniem_J & V_12316;;;;;;;1;1
Anoniem_J & V_12317;;;;;;;1;1
Anoniem_J & V_12318;;;;;;;1;1
Anoniem_J & V_12319;;;1;;;;1;1
Anoniem_J & V_1232;;;1;;;;;1
Anoniem_J & V_12320;;;1;;;;;1
Anoniem_J & V_12321;;1;;;;;;1
Anoniem_J & V_12322;;;1;;;;;1
Anoniem_J & V_12323;;;1;;;;;1
Anoniem_J & V_12325;;;1;;;;;1
Anoniem_J & V_12327;;;;;1;;;1
Anoniem_J & V_1233;;;;;1;;2;2
Anoniem_J & V_12332;;;1;;1;;;1
Anoniem_J & V_12333;;1;;;;;;1
Anoniem_J & V_12334;;;;;1;;;1
Anoniem_J & V_12335;;;1;;;;;1
Anoniem_J & V_12336;;1;;;;;;1
Anoniem_J & V_12337;;;1;;;;;1
Anoniem_J & V_12338;;;1;;;;;1
Anoniem_J & V_1234;;1;;;;;;1
Anoniem_J & V_12341;;1;;;;;;1
Anoniem_J & V_12342;;;1;;;;1;1
Anoniem_J & V_12344;;;1;;;;;1
Anoniem_J & V_12345;;;;;;;1;1
Anoniem_J & V_12346;;;;;;;1;1
Anoniem_J & V_12349;;;1;;;;;1
Anoniem_J & V_12350;;;;;;;1;1
Anoniem_J & V_12352;;;1;;;;;1
Anoniem_J & V_12353;;;;;;;1;1
Anoniem_J & V_12355;;;;;;;1;1
Anoniem_J & V_12356;;;;;;;1;1
Anoniem_J & V_12357;;;1;;;;;1
Anoniem_J & V_12359;;;;1;;;;1
Anoniem_J & V_1236;;;1;;;;;1
Anoniem_J & V_12361;;;1;;;;;1
Anoniem_J & V_12362;;;;;;;1;1
Anoniem_J & V_12364;;;1;;;;1;1
Anoniem_J & V_12365;;;1;;;;1;1
Anoniem_J & V_12366;;;;;1;;;1
Anoniem_J & V_12367;;;1;;;;;1
Anoniem_J & V_1237;;;;;;;1;1
Anoniem_J & V_12370;;;;;;;1;1
Anoniem_J & V_12372;;;1;;;;;1
Anoniem_J & V_12373;;1;;;;;;1
Anoniem_J & V_12375;;;;;;;1;1
Anoniem_J & V_12378;;1;;;;;;1
Anoniem_J & V_12379;;;1;;;;1;1
Anoniem_J & V_12380;;;1;;;;;1
Anoniem_J & V_12381;;;1;;;;;1
Anoniem_J & V_12382;;;1;;;;;1
Anoniem_J & V_12383;;;1;;;;1;1
Anoniem_J & V_12384;;;;;;;1;1
Anoniem_J & V_12385;;;;;;;1;1
Anoniem_J & V_12386;;;1;;;;1;1
Anoniem_J & V_12387;;;;;;;1;1
Anoniem_J & V_12389;;;;;1;;1;1
Anoniem_J & V_1239;;1;;;;;;1
Anoniem_J & V_12391;;1;;;;;;1
Anoniem_J & V_12392;;;1;;1;;;1
Anoniem_J & V_12393;;;;;;;1;1
Anoniem_J & V_12394;;;;;;;1;1
Anoniem_J & V_12397;;;1;;;;;1
Anoniem_J & V_12398;;;1;;;;;1
Anoniem_J & V_12399;;;1;;;;;1
Anoniem_J & V_124;;1;;;;;;1
Anoniem_J & V_1240;;;1;;;;;1
Anoniem_J & V_12403;;;1;;;;;1
Anoniem_J & V_12405;;1;;;;;;1
Anoniem_J & V_12406;;;;;;;1;1
Anoniem_J & V_12408;;1;;;;;;1
Anoniem_J & V_12409;;;1;;;;;1
Anoniem_J & V_1241;;;;;;;1;1
Anoniem_J & V_12411;;;1;;;;;1
Anoniem_J & V_12412;;;;;;;1;1
Anoniem_J & V_12413;;;1;;;;1;1
Anoniem_J & V_12415;;;1;;;;;1
Anoniem_J & V_12417;;;1;;;;;1
Anoniem_J & V_12419;;;;;;;1;1
Anoniem_J & V_12420;;;1;;;;;1
Anoniem_J & V_12421;;;1;;;;;1
Anoniem_J & V_12422;;;;;;;1;1
Anoniem_J & V_12423;;;;;;;1;1
Anoniem_J & V_12424;;;;;;;1;1
Anoniem_J & V_12425;;;1;;;;;1
Anoniem_J & V_12426;;;1;;;;;1
Anoniem_J & V_12428;;;1;;;;;1
Anoniem_J & V_12429;;;1;;;;;1
Anoniem_J & V_1243;;;1;;;;;1
Anoniem_J & V_12430;;;1;;;;1;1
Anoniem_J & V_12431;;;1;;;;;1
Anoniem_J & V_12433;;1;1;;;;;1
Anoniem_J & V_12434;;;;;;;1;1
Anoniem_J & V_12435;;;1;;;;;1
Anoniem_J & V_12436;;;;;;;1;1
Anoniem_J & V_12438;;;1;;;;;1
Anoniem_J & V_12439;;;1;;;;;1
Anoniem_J & V_12441;;;1;;;;1;1
Anoniem_J & V_12443;;;;;;;1;1
Anoniem_J & V_12444;;;1;;;;;1
Anoniem_J & V_12445;;1;1;;;;;1
Anoniem_J & V_12446;;;1;;;;;1
Anoniem_J & V_12447;;;;;;;1;1
Anoniem_J & V_12448;;;;;1;;;1
Anoniem_J & V_12449;;;;;;;1;1
Anoniem_J & V_12453;;;1;;;;;1
Anoniem_J & V_12454;;;1;;;;;1
Anoniem_J & V_12455;;;;;;;1;1
Anoniem_J & V_12457;;;1;;;;;1
Anoniem_J & V_12458;;;1;;;;;1
Anoniem_J & V_12460;;;1;;;;;1
Anoniem_J & V_12462;;;1;;;;1;1
Anoniem_J & V_12463;;1;1;;;;;1
Anoniem_J & V_12464;;;;;;;1;1
Anoniem_J & V_12465;;;1;;;;;1
Anoniem_J & V_12469;;;;;;;1;1
Anoniem_J & V_1247;;;;;;;1;1
Anoniem_J & V_12470;;;1;;;;;1
Anoniem_J & V_12473;;;;;;;1;1
Anoniem_J & V_12475;;1;1;;;;;1
Anoniem_J & V_12476;;;;;1;;;1
Anoniem_J & V_12477;;;1;;;;;1
Anoniem_J & V_12478;;;1;;;;1;1
Anoniem_J & V_12480;;;;;1;;1;1
Anoniem_J & V_12481;;;1;;;;;1
Anoniem_J & V_12483;;;1;;;;;1
Anoniem_J & V_12485;;;1;;;;1;1
Anoniem_J & V_12486;;;;;;;1;1
Anoniem_J & V_1249;;;;;;;1;1
Anoniem_J & V_12493;;;;;;;1;1
Anoniem_J & V_12494;;;;;;;1;1
Anoniem_J & V_12495;;;;;1;;;1
Anoniem_J & V_12498;;;;;;;1;1
Anoniem_J & V_12500;;;1;;;;;1
Anoniem_J & V_12501;;;1;;;;;1
Anoniem_J & V_12502;;;1;;;;;1
Anoniem_J & V_12503;;;;;;;1;1
Anoniem_J & V_12505;;;;;;;1;1
Anoniem_J & V_12507;;;1;;;;;1
Anoniem_J & V_12511;;;1;;;;1;1
Anoniem_J & V_12512;;;;;1;;;1
Anoniem_J & V_12513;;1;;;;;;1
Anoniem_J & V_12514;;;1;;;;;1
Anoniem_J & V_12519;;;1;;;;;1
Anoniem_J & V_12521;;1;;;;;;1
Anoniem_J & V_12522;;;1;;;;;1
Anoniem_J & V_12523;;;1;;;;;1
Anoniem_J & V_12524;;;1;;;;;1
Anoniem_J & V_12525;;;1;;;;1;1
Anoniem_J & V_12529;;;;;;;1;1
Anoniem_J & V_1253;;;;;;;1;1
Anoniem_J & V_12531;;1;;;;;1;1
Anoniem_J & V_12534;;;;;;;1;1
Anoniem_J & V_12536;;;;;;;1;1
Anoniem_J & V_12538;;;1;;;;;1
Anoniem_J & V_12539;;;;;;;1;1
Anoniem_J & V_1254;;;1;;;;;1
Anoniem_J & V_12540;;;1;;;;;1
Anoniem_J & V_12541;;;;;;;1;1
Anoniem_J & V_12543;;;1;;;;;1
Anoniem_J & V_12544;;;1;;;;;1
Anoniem_J & V_12545;;;;;;;1;1
Anoniem_J & V_12546;;;1;;;;1;1
Anoniem_J & V_12549;;;1;;;;;1
Anoniem_J & V_1255;;;1;;;;;1
Anoniem_J & V_12550;;;1;;;;;1
Anoniem_J & V_12551;;;1;;;;;1
Anoniem_J & V_12552;;;1;;;;;1
Anoniem_J & V_12555;;1;;;;;;1
Anoniem_J & V_12556;;;1;;;;;1
Anoniem_J & V_12557;;;;;;;1;1
Anoniem_J & V_1256;;;;;;;1;1
Anoniem_J & V_12560;;;1;;;;1;1
Anoniem_J & V_12561;;;;;;;1;1
Anoniem_J & V_12562;;;1;;;;;1
Anoniem_J & V_12563;;;;;;;1;1
Anoniem_J & V_12564;;;;;;;1;1
Anoniem_J & V_12565;;;1;;;;;1
Anoniem_J & V_12567;;;1;;;;;1
Anoniem_J & V_12568;;;;;;;1;1
Anoniem_J & V_12569;;;1;;1;;;1
Anoniem_J & V_12570;;;;;1;;;1
Anoniem_J & V_12571;;;1;;;;;1
Anoniem_J & V_12572;;;;;;;1;1
Anoniem_J & V_12573;;1;;;;;;1
Anoniem_J & V_12574;;;;;;;1;1
Anoniem_J & V_12577;;;1;;;;;1
Anoniem_J & V_12578;;;1;;;;;1
Anoniem_J & V_12579;;;;;;;1;1
Anoniem_J & V_12581;;;1;;;;;1
Anoniem_J & V_12583;;1;;;;;;1
Anoniem_J & V_12584;;;;;;;1;1
Anoniem_J & V_12585;;;1;;;;;1
Anoniem_J & V_12587;;;1;;;;;1
Anoniem_J & V_12588;;;1;;;;1;1
Anoniem_J & V_1259;;;1;;;;1;1
Anoniem_J & V_12590;;;1;;;;;1
Anoniem_J & V_12593;;;;;;;1;1
Anoniem_J & V_12595;;;;;;;1;1
Anoniem_J & V_12596;;;1;;;;;1
Anoniem_J & V_12599;;;;;;;1;1
Anoniem_J & V_126;;;;;;;1;1
Anoniem_J & V_1260;;;1;;;;;1
Anoniem_J & V_12602;;;1;;;;1;1
Anoniem_J & V_12604;;;;;;;1;1
Anoniem_J & V_12608;;;;;;;1;1
Anoniem_J & V_12609;;1;;;;;;1
Anoniem_J & V_1261;;;;;;;1;1
Anoniem_J & V_12611;;;1;;;;;1
Anoniem_J & V_12612;;;1;;;;;1
Anoniem_J & V_12614;;;;;;;1;1
Anoniem_J & V_1262;;;;;;;1;1
Anoniem_J & V_12621;;;1;;;;;1
Anoniem_J & V_12622;;;1;;;;;1
Anoniem_J & V_12623;;;;;;;1;1
Anoniem_J & V_12624;;;;;;;1;1
Anoniem_J & V_12627;;;;;;;1;1
Anoniem_J & V_12630;;;1;;;;;1
Anoniem_J & V_12631;;1;;;;;;1
Anoniem_J & V_12632;;;1;;;;;1
Anoniem_J & V_12636;;;;;1;;;1
Anoniem_J & V_12638;;1;;;;;;1
Anoniem_J & V_12639;;;;;;;1;1
Anoniem_J & V_12641;;;;;;;1;1
Anoniem_J & V_12644;;;;;;;1;1
Anoniem_J & V_12646;;1;;;;;;1
Anoniem_J & V_12647;;;1;;;;;1
Anoniem_J & V_12648;;;1;;;;1;1
Anoniem_J & V_12649;;;;;;;1;1
Anoniem_J & V_1265;;;1;;;;;1
Anoniem_J & V_12650;;;1;;;;;1
Anoniem_J & V_12651;;;1;;;;;1
Anoniem_J & V_12652;;1;;;;;;1
Anoniem_J & V_12653;;1;;;;;;1
Anoniem_J & V_12654;;;1;;;;;1
Anoniem_J & V_12656;;1;;;;;;1
Anoniem_J & V_12657;;;;;1;;;1
Anoniem_J & V_1266;;;1;;1;;;1
Anoniem_J & V_12663;;;;;;;;
Anoniem_J & V_12664;;;;;;;1;1
Anoniem_J & V_12666;;;1;;;;;1
Anoniem_J & V_12668;;;1;;;;;1
Anoniem_J & V_12672;;;;;;;1;1
Anoniem_J & V_12674;;;1;;;;1;1
Anoniem_J & V_12675;;;;;;;1;1
Anoniem_J & V_12676;;;;;;;1;1
Anoniem_J & V_12677;;1;;;;;;1
Anoniem_J & V_12678;;;;;;;1;1
Anoniem_J & V_12679;;;1;;;;;1
Anoniem_J & V_1268;;;1;;;;;1
Anoniem_J & V_12680;;;;;;;1;1
Anoniem_J & V_12682;;;1;;;;;1
Anoniem_J & V_12683;;;1;;;;;1
Anoniem_J & V_12686;;;;;;;1;1
Anoniem_J & V_12688;;1;1;;;;;1
Anoniem_J & V_12690;1;;;;;;;1
Anoniem_J & V_12691;;;;;;;1;1
Anoniem_J & V_12693;;;1;;;;;1
Anoniem_J & V_12694;;;1;;;;;1
Anoniem_J & V_12695;;;;;;;1;1
Anoniem_J & V_12697;;;1;;;;;1
Anoniem_J & V_12699;;;1;;;;;1
Anoniem_J & V_12701;;;1;;;;;1
Anoniem_J & V_12703;;;;;1;;;1
Anoniem_J & V_12705;;;1;;;;;1
Anoniem_J & V_12706;;1;;;;;;1
Anoniem_J & V_12708;;;;;;;1;1
Anoniem_J & V_1271;;;1;;;;;1
Anoniem_J & V_12710;;;1;;;;;1
Anoniem_J & V_12711;;;1;;;;;1
Anoniem_J & V_12713;;;1;;1;;;1
Anoniem_J & V_12716;;;;;;;1;1
Anoniem_J & V_12717;;;1;;;;;1
Anoniem_J & V_1272;;;;1;;;;1
Anoniem_J & V_12720;;1;;;;;;1
Anoniem_J & V_12721;;;;;;;1;1
Anoniem_J & V_12724;;;1;;;;;1
Anoniem_J & V_12725;;;1;;;;;1
Anoniem_J & V_12726;;;;;1;;;1
Anoniem_J & V_12728;;;1;;;;;1
Anoniem_J & V_12729;;;;;1;;;1
Anoniem_J & V_1273;;;1;;;;;1
Anoniem_J & V_12732;;;;;1;;;1
Anoniem_J & V_12733;;;1;;;;;1
Anoniem_J & V_12735;;;;;;;1;1
Anoniem_J & V_12736;;1;;;;;;1
Anoniem_J & V_12737;;;1;;;;;1
Anoniem_J & V_12738;;;;;1;;;1
Anoniem_J & V_12739;;1;;;;;;1
Anoniem_J & V_12740;;;1;;;;1;1
Anoniem_J & V_12741;;;;;;;1;1
Anoniem_J & V_12742;;;1;;;;;1
Anoniem_J & V_12743;;;;;1;;;1
Anoniem_J & V_12744;;;;;;;1;1
Anoniem_J & V_12745;;;1;;;;;1
Anoniem_J & V_12746;;;1;;;;;1
Anoniem_J & V_12749;;;1;;;;;1
Anoniem_J & V_12750;;;1;;;;;1
Anoniem_J & V_12751;;;1;;;;;1
Anoniem_J & V_12757;;1;;;;;;1
Anoniem_J & V_12758;;;;;1;;;1
Anoniem_J & V_12759;;;1;;;;1;1
Anoniem_J & V_12760;;;1;;;;;1
Anoniem_J & V_12762;;;1;;;;;1
Anoniem_J & V_12765;;;1;;;;;1
Anoniem_J & V_12768;;;1;;;;;1
Anoniem_J & V_12769;;;;;;;1;1
Anoniem_J & V_1277;;;;;;;1;1
Anoniem_J & V_12770;;;1;;;;;1
Anoniem_J & V_12771;;;1;;;;;1
Anoniem_J & V_12773;;;1;;;;;1
Anoniem_J & V_12774;;;1;;;;;1
Anoniem_J & V_12775;;;;;;;1;1
Anoniem_J & V_12776;;;;;1;;;1
Anoniem_J & V_12777;;;1;;;;1;1
Anoniem_J & V_12778;;;;;;;1;1
Anoniem_J & V_1278;;;;;;;1;1
Anoniem_J & V_12781;;;1;;;;;1
Anoniem_J & V_12783;;;1;;1;;1;1
Anoniem_J & V_12785;;;1;;;;;1
Anoniem_J & V_12786;;;1;;;;;1
Anoniem_J & V_12789;;;1;;;;;1
Anoniem_J & V_1279;;;1;;;;1;1
Anoniem_J & V_12792;;;1;;;;;1
Anoniem_J & V_12793;;;1;;;;;1
Anoniem_J & V_12795;;;;;;;1;1
Anoniem_J & V_12797;;;;;;;1;1
Anoniem_J & V_128;;;;;;;1;1
Anoniem_J & V_1280;;;1;;;;;1
Anoniem_J & V_12802;;;;;;;1;1
Anoniem_J & V_12803;;;1;;;;;1
Anoniem_J & V_12804;;;1;;;;;1
Anoniem_J & V_12807;;;;;1;;;1
Anoniem_J & V_12809;;;1;;;;;1
Anoniem_J & V_12810;;;1;;;;;1
Anoniem_J & V_12812;;;;;1;;;1
Anoniem_J & V_12814;;;1;;;;;1
Anoniem_J & V_12821;;;;;1;;;1
Anoniem_J & V_12822;;;1;;;;;1
Anoniem_J & V_12823;;;1;;;;;1
Anoniem_J & V_12825;;;1;;;;;1
Anoniem_J & V_12826;;;1;;1;;;1
Anoniem_J & V_12827;;;1;;;;1;1
Anoniem_J & V_12828;;;1;;;;;1
Anoniem_J & V_12829;;;1;;;;;1
Anoniem_J & V_1283;;;1;;;;;1
Anoniem_J & V_12830;;;1;;;;;1
Anoniem_J & V_12832;;;;;;;1;1
Anoniem_J & V_12833;;;;;;;1;1
Anoniem_J & V_12834;;;;;1;;;1
Anoniem_J & V_12835;;;1;;;;;1
Anoniem_J & V_12836;;;;;;;1;1
Anoniem_J & V_12837;;;1;;;;;1
Anoniem_J & V_12839;;;1;;;;;1
Anoniem_J & V_1284;;;1;;;;;1
Anoniem_J & V_12840;;;1;;;;;1
Anoniem_J & V_12843;;1;;;;;;1
Anoniem_J & V_12844;;;;;;;1;1
Anoniem_J & V_12849;;;;;1;;;1
Anoniem_J & V_12850;;;1;;;;;1
Anoniem_J & V_12851;;;;;;;1;1
Anoniem_J & V_12852;;1;1;;;;;1
Anoniem_J & V_12854;;;1;;;;;1
Anoniem_J & V_12856;;1;;;;;;1
Anoniem_J & V_12858;;;1;;;;;1
Anoniem_J & V_12859;;;;;;;1;1
Anoniem_J & V_12862;;;1;;;;;1
Anoniem_J & V_12865;;;1;;;;;1
