OBJECTID,SIGMA_ID,REF_FUNC_SPOORTAK_NAAM_LANG,KANTCODE,M_SIGMATRAJECT_BEGIN,M_SIGMATRAJECT_EIND,PUBLICATIEDATUM,DATUM_GOEDGEKEURD,ELEMENT_TYPE,ELEMENT_LENGTE,STRAAL_BEGIN,STRAAL_EIND,ROTATIE_BEGIN,ROTATIE_EIND,ARGUMENT_BEGIN,ARGUMENT_EIND,VOLGNUMMER,LENGTE_TOTAAL_SIGMATRAJECT,BEIDE_EINDEN_GELIJK,POSITIONELE_NAUWKEURIGHEID_MM,REF_FUNCTIONELE_SPOORTAK_PUIC,SIGMATRAJECT_GUID,REF_WISSEL_KRUISING_PUIC,Shape__Length
787,941011,009_103AL_138.5,L,58.365394,59.681414,2021/10/29 14:31:08+00,2019/07/24 02:00:00+00,Rechtstand,1.31602,,,,,2.18686876,2.18686876,9,59.681414,Ja,10,75d94a50-7b4c-4bf7-9943-0f8b65b757a6,6b31fea8-5d83-4c35-80a3-b782e822d93b,a9d4bc39-6637-43a1-86b3-847feefecfb0,1.31599249617921
788,941012,009_21AR_114.7,R,0,25.98,2021/10/29 14:31:09+00,2019/07/22 02:00:00+00,Rechtstand,25.98,,,,,2.8898017,2.8898017,0,197.20015336,Nee,10,736b8c2d-fb51-4a9b-9018-1d300a65b0d1,7566b8f2-3d69-417e-add4-002bd47c5549,0aa9f4a8-562d-46dd-88df-bc46f01a4ec8,25.9800001424172
789,941013,009_21AR_114.7,R,25.98,34.445,2021/10/29 14:31:09+00,2019/07/22 02:00:00+00,Rechtstand,8.465,,,,,2.8898017,2.8898017,1,197.20015336,Nee,10,736b8c2d-fb51-4a9b-9018-1d300a65b0d1,7566b8f2-3d69-417e-add4-002bd47c5549,0aa9f4a8-562d-46dd-88df-bc46f01a4ec8,8.46500459657288
790,941014,009_21AR_114.7,,34.445,90.5142,2021/10/29 14:31:09+00,2019/07/22 02:00:00+00,Rechtstand,56.0692,,,,,2.8898017,2.8898017,2,197.20015336,Nee,10,736b8c2d-fb51-4a9b-9018-1d300a65b0d1,7566b8f2-3d69-417e-add4-002bd47c5549,,56.0692079153077
791,941015,009_21AR_114.7,,90.5142,166.3805,2021/10/29 14:31:09+00,2019/07/22 02:00:00+00,Boog,75.8663,20000,20000,CW,CW,2.8898017,2.88600838,3,197.20015336,Nee,10,736b8c2d-fb51-4a9b-9018-1d300a65b0d1,7566b8f2-3d69-417e-add4-002bd47c5549,,75.8662464918397
792,941016,009_21AR_114.7,,166.3805,197.20015336,2021/10/29 14:31:09+00,2020/02/11 16:47:54+00,Rechtstand,30.81965336,,,,,2.88600838,2.88600838,4,197.20015336,Nee,10,736b8c2d-fb51-4a9b-9018-1d300a65b0d1,7566b8f2-3d69-417e-add4-002bd47c5549,,30.8196433220763
793,941017,009_103AR_138.5,R,0,27.365,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Rechtstand,27.365,,,,,2.17686908,2.17686908,0,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,65f8df4f-f020-4286-87e3-83b46aa7556b,27.3650265137821
794,941018,009_103AR_138.5,R,27.365,36.57,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Rechtstand,9.205,,,,,2.17686908,2.17686908,1,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,65f8df4f-f020-4286-87e3-83b46aa7556b,9.20500576914539
795,941019,009_103AR_138.5,,36.57,142.671363,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Rechtstand,106.101363,,,,,2.17686908,2.17686908,2,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,,106.101349352588
796,941020,009_103AR_138.5,,142.671363,161.59141,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Boog,18.920047,30000,30000,CCW,CCW,2.17686908,2.17749975,3,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,,18.9200281087521
797,941021,009_103AR_138.5,,161.59141,196.022359,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Rechtstand,34.430949,,,,,2.17749975,2.17749975,4,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,,34.4309907478713
798,941022,009_103AR_138.5,L,196.022359,204.247359,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Rechtstand,8.225,,,,,2.17749975,2.17749975,5,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,65ace3c5-fbf2-45d6-964d-e74b7ae4d8dd,8.22500751185067
799,941023,009_103AR_138.5,L,204.247359,230.457359,2021/10/29 14:31:13+00,2019/07/24 02:00:00+00,Rechtstand,26.21,,,,,2.17749975,2.17749975,6,230.457359,Ja,10,eab03b4c-6b1a-48c5-87b9-63ce9c070811,778c5fbf-764c-4bfc-80cc-7f683948f7dc,65ace3c5-fbf2-45d6-964d-e74b7ae4d8dd,26.2100626813444
800,941024,009_117R_148.2,R,0,27.365,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Rechtstand,27.365,,,,,1.85691915,1.85691915,0,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,e578e719-11e2-471d-827e-f6b693d76c95,27.3649980657774
801,941025,009_117R_148.2,R,27.365,36.57,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Rechtstand,9.205,,,,,1.85691915,1.85691915,1,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,e578e719-11e2-471d-827e-f6b693d76c95,9.20493707148506
802,941026,009_117R_148.2,,36.57,61.173245,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Rechtstand,24.603245,,,,,1.85691915,1.85691915,2,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,24.6033346686989
803,941027,009_117R_148.2,,61.173245,88.258216,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Boog,27.084971,30000,30000,CW,CW,1.85691915,1.85601632,3,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,27.084888671303
804,941028,009_117R_148.2,,88.258216,112.515311,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Boog,24.257095,30000,30000,CCW,CCW,1.85601631,1.85682488,4,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,24.2571532278205
805,941029,009_117R_148.2,,112.515311,352.691237,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Rechtstand,240.175926,,,,,1.85682488,1.85682488,5,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,240.175883632162
806,941030,009_117R_148.2,,352.691237,401.982986,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Boog,49.291749,5800,5800,CCW,CCW,1.85682488,1.86532346,6,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,49.2917713435597
807,941031,009_117R_148.2,,401.982986,571.235602,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Rechtstand,169.252616,,,,,1.86532346,1.86532346,7,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,169.252600741791
808,941032,009_117R_148.2,,571.235602,593.635602,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Overgangsboog,22.4,,3840,,CCW,1.86532346,1.86824013,8,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,22.4000031140631
809,941033,009_117R_148.2,,593.635602,638.457869,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Boog,44.822267,3840,3840,CCW,CCW,1.86824013,1.8799126,9,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,44.8222432330387
810,941034,009_117R_148.2,,638.457869,659.157133,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Overgangsboog,20.699264,3840,50575.7507338,CCW,CCW,1.87991259,1.88281244,10,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,,20.699264011002
811,941035,009_117R_148.2,L,659.157133,660.857869,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Overgangsboog,1.700736,50575.7507338,,CCW,,1.88281244,1.88282925,11,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,f633be92-aa20-4312-875e-829a53a56d77,1.70072172032934
812,941036,009_117R_148.2,L,660.857869,668.362133,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Rechtstand,7.504264,,,,,1.88282926,1.88282926,12,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,f633be92-aa20-4312-875e-829a53a56d77,7.50428078166056
813,941037,009_117R_148.2,L,668.362133,695.727133,2021/10/29 14:31:14+00,2019/07/17 02:00:00+00,Rechtstand,27.365,,,,,1.88282926,1.88282926,13,695.727133,Ja,10,99d398ef-a56e-4c68-9156-85efa0958f09,7ed6bfe0-f0c6-4366-87ce-41e3c7b8becf,f633be92-aa20-4312-875e-829a53a56d77,27.3650182124917
814,941038,009_83BV_137.6,V,0,1.225,2021/10/29 14:31:18+00,2019/07/24 02:00:00+00,Rechtstand,1.225,,,,,2.17695021,2.17695021,0,75.009832,Ja,10,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,871684fb-b4ea-44e6-8460-dc76cfee00d4,305bafb3-81fc-4e96-8cdd-4ff73f15230f,1.22489580373189
815,941039,009_83BV_137.6,V,1.225,4.4,2021/10/29 14:31:18+00,2019/07/24 02:00:00+00,Rechtstand,3.175,,,,,2.17695021,2.17695021,1,75.009832,Ja,10,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,871684fb-b4ea-44e6-8460-dc76cfee00d4,305bafb3-81fc-4e96-8cdd-4ff73f15230f,3.17507284483364
816,941040,009_83BV_137.6,,4.4,70.609832,2021/10/29 14:31:18+00,2019/07/24 02:00:00+00,Rechtstand,66.209832,,,,,2.17695021,2.17695021,2,75.009832,Ja,10,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,871684fb-b4ea-44e6-8460-dc76cfee00d4,,66.2097707124862
817,941041,009_83BV_137.6,V,70.609832,73.784832,2021/10/29 14:31:18+00,2019/07/24 02:00:00+00,Rechtstand,3.175,,,,,2.17695021,2.17695021,3,75.009832,Ja,10,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,871684fb-b4ea-44e6-8460-dc76cfee00d4,5c66ccaa-268d-4e81-b6c3-ab67eca8dcae,3.17507284483364
818,941042,009_83BV_137.6,V,73.784832,75.009832,2021/10/29 14:31:18+00,2019/07/24 02:00:00+00,Rechtstand,1.225,,,,,2.17695021,2.17695021,4,75.009832,Ja,10,b68475fe-d2b3-4e6b-96fa-9fea00ed03bd,871684fb-b4ea-44e6-8460-dc76cfee00d4,5c66ccaa-268d-4e81-b6c3-ab67eca8dcae,1.22503495868485
819,941043,009_5AV_114.1,V,0,1.3,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Rechtstand,1.3,,,,,6.03314343,6.03314343,0,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,d976bc66-3beb-4d2e-9b75-237ee96a572b,1.29993505222376
820,941044,009_5AV_114.1,V,1.3,5.325,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Rechtstand,4.025,,,,,6.03314343,6.03314343,1,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,d976bc66-3beb-4d2e-9b75-237ee96a572b,4.02505115743887
821,941045,009_5AV_114.1,,5.325,72.74017,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Rechtstand,67.41517,,,,,6.03314343,6.03314343,2,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,67.415193749258
822,941046,009_5AV_114.1,,72.74017,77.18016,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Boog,4.43999,30000,30000,CCW,CCW,6.03314343,6.03329143,3,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,4.43998501010983
823,941047,009_5AV_114.1,,77.18016,125.22858,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Rechtstand,48.04842,,,,,6.03329143,6.03329143,4,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,48.0483428909885
824,941048,009_5AV_114.1,,125.22858,136.10569,2021/10/29 14:31:19+00,2019/07/22 02:00:00+00,Boog,10.87711,30000,30000,CW,CW,6.03329143,6.03292886,5,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,10.8771362664987
825,941049,009_5AV_114.1,,136.10569,580.970042,2021/10/29 14:31:19+00,2019/07/24 12:00:41+00,Rechtstand,444.864352,,,,,6.03292881,6.03292881,6,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,444.864312071591
826,941050,009_5AV_114.1,,580.970042,625.654713,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,44.684671,30000,30000,CCW,CCW,6.03292881,6.0344183,7,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,44.6846445907144
827,941051,009_5AV_114.1,,625.654713,698.665926,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,73.011213,30000,30000,CW,CW,6.0344183,6.03198459,8,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,73.0111647427191
828,941052,009_5AV_114.1,,698.665926,725.355397,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,26.689471,30000,30000,CCW,CCW,6.03198459,6.03287424,9,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,26.6895275851899
829,941053,009_5AV_114.1,,725.355397,1817.531288,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,1092.175891,,,,,6.03287424,6.03287424,10,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,1092.17590600898
830,941054,009_5AV_114.1,,1817.531288,1854.563534,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,37.032246,30000,30000,CW,CW,6.03287424,6.03163983,11,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,37.0322579482938
831,941055,009_5AV_114.1,,1854.563534,1873.410246,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,18.846712,30000,30000,CCW,CCW,6.03163984,6.03226806,12,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,18.8466478380747
832,941056,009_5AV_114.1,,1873.410246,1946.821706,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,73.41146,,,,,6.03226806,6.03226806,13,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,73.4114928367487
833,941057,009_5AV_114.1,,1946.821706,2069.821706,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Overgangsboog,123,,952,,CW,6.03226806,5.96766722,14,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,122.999965637861
834,941058,009_5AV_114.1,,2069.821706,2233.373057,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,163.551351,952,952,CW,CW,5.96766722,5.79586958,15,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,163.551325576081
835,941059,009_5AV_114.1,,2233.373057,2268.373057,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Overgangsboog,35,952,1021,CW,CW,5.79586959,5.76034717,16,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,35.0000245585772
836,941060,009_5AV_114.1,,2268.373057,2593.950946,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,325.577889,1021,1021,CW,CW,5.76034717,5.44146579,17,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,325.577871636933
837,941061,009_5AV_114.1,,2593.950946,2623.950946,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Overgangsboog,30,1021,965,CW,CW,5.44146579,5.41123027,18,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,29.9999936905533
838,941062,009_5AV_114.1,,2623.950946,2883.9492,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,259.998254,965,965,CW,CW,5.41123027,5.14180202,19,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,259.99823340469
839,941063,009_5AV_114.1,,2883.9492,2993.9492,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Overgangsboog,110,965,,CW,,5.14180202,5.0848072,20,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,110.000002801789
840,941064,009_5AV_114.1,,2993.9492,3156.398605,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,162.449405,,,,,5.0848072,5.0848072,21,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,162.44938549696
841,941065,009_5AV_114.1,,3156.398605,3178.017279,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,21.618674,30000,30000,CW,CW,5.08480721,5.08408658,22,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,21.6187178128942
842,941066,009_5AV_114.1,,3178.017279,3315.796482,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,137.779203,,,,,5.08408658,5.08408658,23,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,137.779160105801
843,941067,009_5AV_114.1,,3315.796482,3345.004842,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,29.20836,30000,30000,CCW,CCW,5.08408658,5.08506019,24,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,29.208420118124
844,941068,009_5AV_114.1,,3345.004842,3493.26517,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,148.260328,,,,,5.08506019,5.08506019,25,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,148.260291611915
845,941069,009_5AV_114.1,,3493.26517,3518.960689,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,25.695519,30000,30000,CW,CW,5.0850602,5.08420368,26,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,25.6954862000215
846,941070,009_5AV_114.1,,3518.960689,3645.369021,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,126.408332,,,,,5.08420368,5.08420368,27,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,126.408334209577
847,941071,009_5AV_114.1,,3645.369021,3673.467641,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,28.09862,30000,30000,CCW,CCW,5.08420368,5.0851403,28,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,28.0986797793348
848,941072,009_5AV_114.1,,3673.467641,4105.437377,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,431.969736,,,,,5.0851403,5.0851403,29,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,431.969741558561
849,941073,009_5AV_114.1,,4105.437377,4110.521367,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,5.08399,30000,30000,CW,CW,5.0851403,5.08497083,30,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,5.08393804053511
850,941074,009_5AV_114.1,,4110.521367,4589.525469,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,479.004102,,,,,5.08497083,5.08497083,31,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,479.004112768199
851,941075,009_5AV_114.1,,4589.525469,4593.576261,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,4.050792,30000,30000,CCW,CCW,5.08497084,5.08510586,32,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,4.05080916361164
852,941076,009_5AV_114.1,,4593.576261,5312.270662,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,718.694401,,,,,5.08510586,5.08510586,33,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,718.694423548882
853,941077,009_5AV_114.1,,5312.270662,5314.714455,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,2.443793,30000,30000,CCW,CCW,5.08510586,5.08518732,34,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,2.44373092013012
854,941078,009_5AV_114.1,,5314.714455,6130.88961,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,816.175155,,,,,5.08518732,5.08518732,35,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,816.175201438423
855,941079,009_5AV_114.1,,6130.88961,6144.351905,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,13.462295,30000,30000,CW,CW,5.08518732,5.08473857,36,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,13.4623140904071
856,941080,009_5AV_114.1,,6144.351905,6577.481264,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,433.129359,,,,,5.08473857,5.08473857,37,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,433.129324273709
857,941081,009_5AV_114.1,,6577.481264,6588.059601,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,10.578337,30000,30000,CCW,CCW,5.08473858,5.08509119,38,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,10.5783603903912
858,941082,009_5AV_114.1,,6588.059601,7789.793332,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,1201.733731,,,,,5.08509119,5.08509119,39,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,1201.73370783252
859,941083,009_5AV_114.1,,7789.793332,7804.538067,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,14.744735,30000,30000,CW,CW,5.08509118,5.08459969,40,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,14.7447618644695
860,941084,009_5AV_114.1,,7804.538067,8074.468741,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Rechtstand,269.930674,,,,,5.08459969,5.08459969,41,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,269.930627815982
861,941085,009_5AV_114.1,,8074.468741,8081.230906,2021/10/29 14:31:19+00,2019/07/23 02:00:00+00,Boog,6.762165,30000,30000,CCW,CCW,5.0845997,5.0848251,42,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,6.76219263404999
862,941086,009_5AV_114.1,,8081.230906,9641.059946,2021/10/29 14:31:19+00,2019/07/24 11:59:10+00,Rechtstand,1559.82904,,,,,5.08482508,5.08482508,43,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,1559.82901856973
863,941087,009_5AV_114.1,,9641.059946,9651.178382,2021/10/29 14:31:19+00,2019/07/19 02:00:00+00,Boog,10.118436,30000,30000,CCW,CCW,5.08482509,5.08516237,44,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,10.1185204090807
864,941088,009_5AV_114.1,,9651.178382,9765.827029,2021/10/29 14:31:19+00,2019/07/19 02:00:00+00,Rechtstand,114.648647,,,,,5.08516237,5.08516237,45,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,114.648572734945
865,941089,009_5AV_114.1,,9765.827029,9805.43579,2021/10/29 14:31:19+00,2019/07/19 02:00:00+00,Boog,39.608761,30000,30000,CW,CW,5.08516237,5.08384207,46,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,39.6087655012264
866,941090,009_5AV_114.1,,9805.43579,9832.411029,2021/10/29 14:31:19+00,2019/07/19 02:00:00+00,Boog,26.975239,30000,30000,CCW,CCW,5.08384208,5.08474125,47,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,26.9752899023496
867,941091,009_5AV_114.1,,9832.411029,10058.293732,2021/10/29 14:31:19+00,2019/07/19 02:00:00+00,Rechtstand,225.882703,,,,,5.08474125,5.08474125,48,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,225.882695105336
