FID,vwk_id,vwk_begdtm,vwj_id_beg,vwj_id_end,vaktype,vrt_code,vrt_naam,vwg_nr,vwg_naam,begkm,endkm,gdb_geomattr_data,shape
vaarwegvakken.118,2679,1998-01-01T00:00:00,2432,547,D,129c,"Zandvlietsluis, Vaarweg door",1,"Zandvlietsluis, Vaarweg door",2.30900002,3.53699994,,"LINESTRING (77009 374016, 75781 374037)"
vaarwegvakken.119,2680,1998-01-01T00:00:00,2339,2432,D,129d,"Berendrechtsluis, vaarweg door",1,"Berendrechtsluis, vaarweg door",0,2.43899989,,"LINESTRING (79318 373978, 78990 373782, 77309 373789, 77009 374016)"
vaarwegvakken.120,2974,1998-01-01T00:00:00,432,2679,V,692,Seinehaven,2,Toeloop naar Seinehaven,0,0.21799999,,"LINESTRING (75486 433236, 75692 433308)"
vaarwegvakken.121,2975,1998-01-01T00:00:00,2679,2680,H,692,Seinehaven,1,Seinehaven,0.21799999,1.58299994,,"LINESTRING (75692 433308, 75723 433319, 76886 432669)"
vaarwegvakken.122,2977,1998-01-01T00:00:00,419,2682,V,1136,8e Petroleumhaven (Beerkanaal),2,Toeloop naar 8e Petroleumhaven,0,0.36700001,,"LINESTRING (65562 442217, 65236 442386)"
vaarwegvakken.123,2978,1998-01-01T00:00:00,419,2683,V,1156,Europahaven,3,Toeloop naar Europahaven,0,0.36500001,,"LINESTRING (65562 442217, 65199 442258)"
vaarwegvakken.124,2979,1998-01-01T00:00:00,421,2684,V,697,Amazonehaven,2,Toeloop naar Amazonehaven,0,0.30399999,,"LINESTRING (65270 441064, 64967 441035)"
vaarwegvakken.125,2981,1998-01-01T00:00:00,420,2686,V,699,6e Petroleumhaven (Beerkanaal),2,Toeloop naar 6e Petroleumhaven,0,0.31,,"LINESTRING (65333 441314, 65501 441053)"
vaarwegvakken.126,2982,1998-01-01T00:00:00,2686,2687,H,699,6e Petroleumhaven (Beerkanaal),1,6e Petroleumhaven (Beerkanaal),0.31,1.19400001,,"LINESTRING (65501 441053, 65635 440846, 66060 440371)"
vaarwegvakken.127,2988,1998-01-01T00:00:00,405,2694,V,706,7e Petroleumhaven (Calandkanaal),2,Toeloop naar 7e Petroleumhaven,0,0.237,,"LINESTRING (74203 437788, 74049 437608)"
vaarwegvakken.128,2991,1998-01-01T00:00:00,2696,2697,H,708,Donauhaven,1,Donauhaven,0.35600001,1.02499998,,"LINESTRING (73346 438147, 72908 437641)"
vaarwegvakken.129,2997,1998-01-01T00:00:00,2702,2703,H,714,4e Petroleumhaven (Calandkanaal),1,4e Petroleumhaven (Calandkanaal),0.29300001,0.58899999,,"LINESTRING (69627 441347, 69457 441105)"
vaarwegvakken.130,3001,1998-01-01T00:00:00,2706,2707,H,718,Coasterhaven,1,Coasterhaven,0.33899999,0.51499999,,"LINESTRING (68139 442344, 68032 442204)"
vaarwegvakken.131,3007,1998-01-01T00:00:00,2712,2713,H,724,"Den Bommel, haven te",1,"Den Bommel, haven te",0.26699999,0.62699997,,"LINESTRING (78645 415249, 78639 415240, 78570 415181, 78520 415056, 78514 415003, 78510 414962, 78539 414956)"
vaarwegvakken.132,3008,1998-01-01T00:00:00,1704,2714,H,725,Tramhaven te Middelharnis,1,Tramhaven te Middelharnis,0,0.243,,"LINESTRING (72479 421311, 72538 421248, 72422 421142)"
vaarwegvakken.133,3146,1998-01-01T00:00:00,2337,2852,V,864,Diensthaven bij de Kreekraksluizen,2,Toeloop naar Diensthaven,0,0.237,,"LINESTRING (74505 385826, 74742 385838)"
vaarwegvakken.134,3147,1998-01-01T00:00:00,2852,2853,H,864,Diensthaven bij de Kreekraksluizen,1,Diensthaven bij de Kreekraksluizen,0.237,0.81699997,,"LINESTRING (74742 385838, 74761 385839, 74842 385732, 74886 385307)"
vaarwegvakken.135,3382,1998-01-01T00:00:00,117,3090,H,1099,2e Werkhaven in de Botlek,1,2e Werkhaven in de Botlek,0,0.95200002,,"LINESTRING (79494 433604, 79393 433941, 79178 434060, 79072 434398)"
vaarwegvakken.136,3383,1998-01-01T00:00:00,118,3091,H,1100,Torontohaven,1,Torontohaven,0,0.43799999,,"LINESTRING (79077 433476, 78950 433895)"
vaarwegvakken.137,3385,1998-01-01T00:00:00,120,3093,H,1102,Chemiehaven,1,Chemiehaven,0,1.28299999,,"LINESTRING (78359 433255, 78434 432978, 78228 432003)"
vaarwegvakken.138,3390,1998-01-01T00:00:00,123,3098,H,1107,1e Werkhaven in de Botlek,1,1e Werkhaven in de Botlek,0,0.80500001,,"LINESTRING (80384 433878, 80319 434104, 80181 434226, 79809 434126)"
vaarwegvakken.139,3419,1998-01-01T00:00:00,2682,3127,H,1136,8e Petroleumhaven (Beerkanaal),1,8e Petroleumhaven (Beerkanaal),0.36700001,1.56099999,,"LINESTRING (65236 442386, 64807 442550, 64464 443200)"
vaarwegvakken.140,3439,1998-01-01T00:00:00,2683,3145,H,1156,Europahaven,1,Europahaven,0.36500001,1.38900006,,"LINESTRING (65199 442258, 64541 442334, 64181 442299)"
vaarwegvakken.141,3444,1998-01-01T00:00:00,422,3150,V,1162,Tennesseehaven,2,Toeloop naar Tennesseehaven,0,0.30500001,,"LINESTRING (65678 442675, 65972 442593)"
vaarwegvakken.142,3485,1998-01-01T00:00:00,126,3191,H,1202,Insteekhaven 3e Petroleumhaven in de Botlek,1,Insteekhaven 3e Petroleumhaven in de Botlek,0,1.24699998,,"LINESTRING (80690 432985, 79499 432616)"
vaarwegvakken.144,2565,1998-01-01T00:00:00,1997,3214,D,129,Schelde-Rijnverbinding,1,Schelde-Rijnverbinding,0,0.92799997,,"LINESTRING (76503 406155, 75782 405753, 75692 405703)"
vaarwegvakken.145,2656,1998-01-01T00:00:00,3219,3220,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,1,"Brielse Rak, Brielse Meer",12.86100006,14.10900021,,"LINESTRING (71940 436205, 71778 436299, 71584 436549, 71496 436693, 71453 436799, 71434 436899, 71446 437074, 71421 437143, 71340 437187, 71322 437191)"
vaarwegvakken.146,2657,1998-01-01T00:00:00,3220,3221,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,2,"Oosterlandse Rak, Brielse Meer",14.10900021,16.22100067,,"LINESTRING (71322 437191, 71128 437243, 70978 437299, 70740 437549, 70440 437830, 70115 438062, 69765 438312, 69681 438455)"
vaarwegvakken.147,2658,1998-01-01T00:00:00,3221,3223,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,3,"Kruininger Rak, Brielse Meer",16.22100067,19.29299927,,"LINESTRING (69681 438455, 69664 438484, 69643 438558, 69611 438621, 69554 438660, 69431 438696, 68501 438778, 68397 438760, 68292 438719, 68178 438637, 67864 438532, 67681 438514, 67094 438628, 66811 438683)"
vaarwegvakken.148,2662,1998-01-01T00:00:00,3228,3229,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,7,"Blankenburgse Rak, Brielse Meer",8.5369997,10.56700039,,"LINESTRING (75168 433554, 75134 433662, 73884 435115)"
vaarwegvakken.149,2663,1998-01-01T00:00:00,3229,2424,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,1,"Brielse Rak, Brielse Meer",10.56700039,11.48099995,,"LINESTRING (73884 435115, 73821 435189, 73568 435462, 73289 435632, 73174 435657)"
vaarwegvakken.150,2664,1998-01-01T00:00:00,3230,3228,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,9,Brielse Meer,8.43500042,8.5369997,,"LINESTRING (75194 433456, 75184 433505, 75168 433554)"
vaarwegvakken.151,2668,1998-01-01T00:00:00,2424,2425,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,1,"Brielse Rak, Brielse Meer",11.48099995,12.52000046,,"LINESTRING (73174 435657, 73043 435685, 72731 435727, 72512 435810, 72301 435932, 72212 436000)"
vaarwegvakken.152,2669,1998-01-01T00:00:00,2425,3219,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,1,"Brielse Rak, Brielse Meer",12.52000046,12.86100006,,"LINESTRING (72212 436000, 71940 436205)"
vaarwegvakken.153,1676,2000-03-01T00:00:00,1625,1626,D,117f,Haaven en Groote Dok te Hellevoetsluis,1,Haaven,0.27700001,0.67199999,,"LINESTRING (68190 426400, 68220 426646, 68229 426793)"
vaarwegvakken.154,1677,2000-03-01T00:00:00,1626,1627,D,117f,Haaven en Groote Dok te Hellevoetsluis,2,Groote Dok,0.67199999,1.29400003,,"LINESTRING (68229 426793, 68279 427093, 68323 427408)"
vaarwegvakken.155,3384,2000-03-01T00:00:00,119,3092,H,1101,St. Laurenshaven,1,St. Laurenshaven,0,1.35099995,,"LINESTRING (78608 433332, 78230 434629)"
vaarwegvakken.156,3535,2000-03-01T00:00:00,3252,3276,D,115,Hartelkanaal,1,Hartelkanaal,0.82800001,2.50200009,,"LINESTRING (81603 431392, 80606 431359, 79931 431407)"
vaarwegvakken.157,2666,2000-03-01T00:00:00,3227,3230,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,11,Scheepvaartkanaal en Voedingskanaal,1.27199996,8.43500042,,"LINESTRING (81262 431085, 81177 431088, 81041 431091, 80878 431093, 79934 431093, 79565 431124, 79303 431168, 79071 431199, 77937 431149, 77656 431193, 77381 431280, 76787 431599, 75837 432162, 75654 432348, 75533 432518, 75458 432625, 75372 432791, 75298 432969, 75259 433137, 75194 433456)"
vaarwegvakken.158,2033,1998-01-01T00:00:00,1919,787,D,211d,Sluis te Krimpen aan den IJssel en voorhavens,1,Sluis Krimpen aan den IJssel en voorhavens,0,0.66000003,,"LINESTRING (99520 437098, 99408 436941, 99289 436613, 99242 436504)"
vaarwegvakken.159,2235,1998-01-01T00:00:00,2074,2075,D,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,1,"Zweiland, Kagerplassen",9.48200035,9.61800003,,"LINESTRING (96781 468060, 96693 467956)"
vaarwegvakken.160,2236,1998-01-01T00:00:00,2075,880,D,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,2,Kagerplassen,9.61800003,10.16699982,,"LINESTRING (96693 467956, 96478 467702, 96359 467522)"
vaarwegvakken.161,2326,1998-01-01T00:00:00,2151,2153,D,210,"Schie-Schiekanaal, Noorderknl, Rotte, Hennipsloot en Ringvaart Zuidplaspolder",5,Hennipsloot,13.54699993,15.61699963,,"LINESTRING (97416 445269, 97643 445626, 97715 445813, 97743 445954, 97721 446069, 97687 446163, 97695 446197, 97710 446227, 97776 446291, 97902 446435, 97999 446538, 98132 446668, 98261 446756, 98401 446840, 98476 446885)"
vaarwegvakken.162,2686,1998-01-01T00:00:00,2074,2438,D,201j,"Zijp en Achtergat, Sting en Zuidzijdervaart",1,Zijp,0,1.08399999,,"LINESTRING (96781 468060, 96798 467910, 96804 467747, 96821 467658, 96782 467443, 96790 467404, 96808 467373, 97040 467203, 97081 467137, 97099 467129)"
vaarwegvakken.163,3318,1998-01-01T00:00:00,681,3026,V,1036,Houtzagerijhaven,2,Toeloop naar Houtzagerijhaven,0,0.221,,"LINESTRING (97301 435507, 97322 435287)"
vaarwegvakken.164,80,1998-01-01T00:00:00,102,103,D,101c,Rietbaan,1,Rietbaan,0,2.61299992,,"LINESTRING (105505 426994, 105361 427044, 105283 427122, 105089 427541, 104989 427710, 104946 427769, 104921 427891, 104924 428069, 104889 428603, 104846 428985, 104838 429382)"
vaarwegvakken.165,2537,1998-01-01T00:00:00,2308,435,D,111,Oude Maas,1,Oude Maas,27.26000023,27.58399963,,"LINESTRING (82531 431148, 82428 431455)"
vaarwegvakken.166,2545,1998-01-01T00:00:00,2317,2308,D,111,Oude Maas,1,Oude Maas,26.34700012,27.26000023,,"LINESTRING (83012 430373, 82871 430629, 82531 431148)"
vaarwegvakken.167,3004,1998-01-01T00:00:00,1692,2710,V,722,Veerhaven te Numansdorp,2,Toeloop naar Veerhaven Numansdorp,0,0.34099999,,"LINESTRING (87847 414615, 87999 414920)"
vaarwegvakken.168,3005,1998-01-01T00:00:00,2710,2711,H,722,Veerhaven te Numansdorp,1,Veerhaven te Numansdorp,0.34099999,0.57700002,,"LINESTRING (87999 414920, 88105 415131)"
vaarwegvakken.169,3038,1998-01-01T00:00:00,537,2744,V,756,Dorpshaven van Numansdorp,2,Toeloop naar Dorpshaven van Numansdorp,0,0.65499997,,"LINESTRING (89275 413914, 89337 414566)"
vaarwegvakken.170,3348,1998-01-01T00:00:00,694,3056,V,1066,Heysehaven,2,Toeloop naar Heysehaven,0,0.219,,"LINESTRING (87839 435077, 87898 434866)"
vaarwegvakken.171,3350,1998-01-01T00:00:00,696,3058,V,1068,Werkhaven te Rotterdam,2,Toeloop naar Werkhaven,0,0.236,,"LINESTRING (87249 434866, 87344 434650)"
vaarwegvakken.172,3351,1998-01-01T00:00:00,3058,3059,H,1068,Werkhaven te Rotterdam,1,Werkhaven te Rotterdam,0.236,0.94300002,,"LINESTRING (87344 434650, 87357 434619, 87490 434381, 87549 434361, 87887 434350)"
vaarwegvakken.173,3352,1998-01-01T00:00:00,697,3060,V,1070,Wilhelminahaven te Schiedam,2,Toeloop naar Wilhelminahaven,0,0.273,,"LINESTRING (86735 434673, 86788 434941)"
vaarwegvakken.174,3353,1998-01-01T00:00:00,3060,3061,H,1070,Wilhelminahaven te Schiedam,1,Wilhelminahaven te Schiedam,0.273,1.45799994,,"LINESTRING (86788 434941, 86794 434972, 86784 435339, 86774 435412, 86749 435450, 86665 435499, 86132 435701)"
vaarwegvakken.175,3354,1998-01-01T00:00:00,698,3062,V,1072,Madroelhaven,2,Toeloop naar Madroelhaven,0,0.23,,"LINESTRING (85972 434783, 85919 434559)"
vaarwegvakken.176,3356,1998-01-01T00:00:00,699,3064,V,1074,Wiltonhaven,2,Toeloop naar Wiltonhaven,0,0.235,,"LINESTRING (85689 434843, 85732 435074)"
vaarwegvakken.177,3357,1998-01-01T00:00:00,3064,3065,H,1074,Wiltonhaven,1,Wiltonhaven,0.235,1.28299999,,"LINESTRING (85732 435074, 85759 435217, 85498 436081)"
vaarwegvakken.178,3360,1998-01-01T00:00:00,700,3068,V,1078,Vulcaanhaven,2,Toeloop naar Vulcaanhaven,0,0.23899999,,"LINESTRING (84613 435040, 84633 435278)"
vaarwegvakken.179,3361,1998-01-01T00:00:00,3068,3069,H,1078,Vulcaanhaven,1,Vulcaanhaven,0.23899999,1.03299999,,"LINESTRING (84633 435278, 84641 435375, 84469 436050)"
vaarwegvakken.180,3367,1998-01-01T00:00:00,3074,3075,H,1084,Hydro Agri Haven,1,Hydro Agri Haven,0.25,0.67000002,,"LINESTRING (81785 434745, 81785 434754, 81729 435161)"
vaarwegvakken.181,3380,1998-01-01T00:00:00,105,3088,H,1097,1e Eemhaven,1,1e Eemhaven,0,1.47000003,,"LINESTRING (87069 434117, 87213 434201, 88438 433757)"
vaarwegvakken.182,3398,1998-01-01T00:00:00,106,3106,H,1115,Prins Johan Frisohaven,1,Prins Johan Frisohaven,0,1.64900005,,"LINESTRING (87383 433595, 87557 433595, 88945 433095)"
vaarwegvakken.183,3399,1998-01-01T00:00:00,108,3107,H,1116,Prinses Beatrixhaven te Rotterdam,1,Prinses Beatrixhaven te Rotterdam,0,1.30599999,,"LINESTRING (87629 433056, 87751 433032, 88863 432632)"
vaarwegvakken.184,3417,1998-01-01T00:00:00,969,3125,V,1135,"Willemstad, haven te",2,"Toeloop naar Willemstad, haven te",0,0.39500001,,"LINESTRING (90022 412655, 89779 412344)"
vaarwegvakken.185,3431,1998-01-01T00:00:00,115,3138,H,1148,Westelijke Zijhaven 1e Petroleumhaven,1,Westelijke Zijhaven 1e Petroleumhaven,0,0.67799997,,"LINESTRING (83367 433629, 83281 433613, 82915 433150)"
vaarwegvakken.186,3484,1998-01-01T00:00:00,125,3190,H,1201,Geulhaven,1,Geulhaven,0,1.02199996,,"LINESTRING (80792 434114, 81006 434070, 81163 434129, 81422 433930, 81494 433629)"
vaarwegvakken.187,3490,1998-01-01T00:00:00,112,3196,H,1207,Westelijke Zijhaven 2e Petroleumhaven,1,Westelijke Zijhaven 2e Petroleumhaven,0,0.85500002,,"LINESTRING (84728 434011, 84525 433919, 83950 433657)"
vaarwegvakken.188,2660,1998-01-01T00:00:00,3224,3225,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,5,Buitenvoorhaven (Voornse Sluis),0.25299999,0.537,,"LINESTRING (82281 431108, 81997 431095)"
vaarwegvakken.189,2661,1998-01-01T00:00:00,3226,3227,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,6,Binnenvoorhaven (Voornse Sluis),0.62900001,1.27199996,,"LINESTRING (81905 431092, 81445 431091, 81262 431085)"
vaarwegvakken.190,2665,1998-01-01T00:00:00,3225,3226,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,10,Scheepvaartkanaal en Voedingskanaal,0.537,0.62900001,,"LINESTRING (81997 431095, 81905 431092)"
vaarwegvakken.191,2667,1998-01-01T00:00:00,2308,3224,D,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,12,Scheepvaartkanaal Voedingskanaal en Brielse Meer,0,0.25299999,,"LINESTRING (82531 431148, 82281 431108)"
vaarwegvakken.192,3418,2000-03-01T00:00:00,3125,3126,H,1135,"Willemstad, haven te",1,"Willemstad, haven te",0.39500001,0.76599997,,"LINESTRING (89779 412344, 89762 412322, 89662 412293, 89612 412262, 89570 412212, 89573 412179, 89625 412116)"
vaarwegvakken.193,3543,2000-03-01T00:00:00,969,3242,D,108,Nieuwe Merwede en Hollandsch Diep,1,Hollandsch Diep,36.25400162,36.65499878,,"LINESTRING (90022 412655, 89659 412826)"
vaarwegvakken.194,3556,2000-03-01T00:00:00,435,3252,D,115,Hartelkanaal,1,Hartelkanaal,0,0.82800001,,"LINESTRING (82428 431455, 81900 431402, 81603 431392)"
vaarwegvakken.195,3524,2000-03-01T00:00:00,3242,964,D,108,Nieuwe Merwede en Hollandsch Diep,1,Hollandsch Diep,36.65499878,37.11000061,,"LINESTRING (89659 412826, 89633 412838, 89259 413042)"
vaarwegvakken.196,1191,1998-01-01T00:00:00,1162,1163,D,205,Vaarweg van het Rijn-Schiekanaal naar Katwijk,5,Uitwateringskanaal of Katwijkerkanaal,8.47299957,10.45899963,,"LINESTRING (89529 468108, 89478 468188, 89362 468354, 89153 468572, 89068 468646, 88989 468713, 88907 468772, 88795 468840, 88118 469197, 87974 469293)"
vaarwegvakken.197,1669,1998-01-01T00:00:00,1005,1616,D,204,"Laeck, Spriet, Warmonderleede en Oegstgeesterkanaal",2,Oegstgeesterkanaal,4.53200006,8.30000019,,"LINESTRING (93327 467038, 92535 467380, 91903 467623, 91194 467876, 90244 468009, 90005 468041, 89733 468079)"
vaarwegvakken.198,1670,1998-01-01T00:00:00,1616,1162,D,204,"Laeck, Spriet, Warmonderleede en Oegstgeesterkanaal",2,Oegstgeesterkanaal,8.30000019,8.50599957,,"LINESTRING (89733 468079, 89602 468097, 89529 468108)"
vaarwegvakken.199,3401,1998-01-01T00:00:00,109,3109,H,1118,Prins Willem Alexanderhaven te Rotterdam,1,Prins Willem Alexanderhaven,0,1.09599996,,"LINESTRING (87668 432966, 86577 432861)"
vaarwegvakken.200,70,1998-01-01T00:00:00,89,90,D,102b,Zuiddiepje en Kreeksehaven,1,Zuiddiepje,0,2.38700008,,"LINESTRING (97206 435484, 97165 435206, 97137 435115, 97090 435056, 97031 435012, 96790 434887, 96637 434821, 96515 434774, 96365 434740, 96206 434702, 96040 434677, 95896 434681, 95793 434699, 95690 434740, 95571 434824, 95496 434931, 95423 435087)"
vaarwegvakken.201,688,1998-01-01T00:00:00,530,678,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,9.57800007,9.99400043,,"LINESTRING (94373 436899, 94192 436977, 94085 437002, 93976 436996)"
vaarwegvakken.202,694,1998-01-01T00:00:00,90,682,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,7.33400011,7.9380002,,"LINESTRING (95423 435087, 95331 435134, 95227 435262, 95162 435424, 95132 435582)"
vaarwegvakken.203,695,1998-01-01T00:00:00,682,530,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,7.9380002,9.57800007,,"LINESTRING (95132 435582, 95121 435637, 95102 435977, 95067 436215, 94979 436390, 94832 436590, 94626 436774, 94373 436899)"
vaarwegvakken.204,696,1998-01-01T00:00:00,683,684,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,12.13799953,12.99199963,,"LINESTRING (92537 435491, 92535 435488, 92189 435253, 91799 435066)"
vaarwegvakken.205,697,1998-01-01T00:00:00,684,685,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,12.99199963,13.08600044,,"LINESTRING (91799 435066, 91714 435026)"
vaarwegvakken.206,698,1998-01-01T00:00:00,685,686,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,13.08600044,13.38700008,,"LINESTRING (91714 435026, 91418 434972)"
vaarwegvakken.207,699,1998-01-01T00:00:00,686,687,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,13.38700008,13.54300022,,"LINESTRING (91418 434972, 91265 434944)"
vaarwegvakken.208,700,1998-01-01T00:00:00,687,688,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,13.54300022,13.78600025,,"LINESTRING (91265 434944, 91248 434941, 91022 434942)"
vaarwegvakken.209,701,1998-01-01T00:00:00,688,689,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,13.78600025,14.23600006,,"LINESTRING (91022 434942, 90782 434943, 90583 434987, 90577 434988)"
vaarwegvakken.210,724,1998-01-01T00:00:00,678,97,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,9.99400043,11.33500004,,"LINESTRING (93976 436996, 93820 436959, 93659 436887, 93449 436712, 93220 436480, 93020 436209, 93001 436144)"
vaarwegvakken.211,725,1998-01-01T00:00:00,97,531,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,11.33500004,11.55300045,,"LINESTRING (93001 436144, 92945 436025, 92893 435956)"
vaarwegvakken.212,2247,1998-01-01T00:00:00,2082,1677,D,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,7,Coolhaven,50.68000031,50.78099823,,"LINESTRING (90509 436076, 90572 435997)"
vaarwegvakken.213,2248,1998-01-01T00:00:00,1677,2083,D,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,7,Coolhaven,50.78099823,51.75899887,,"LINESTRING (90572 435997, 90912 435921, 91084 435969, 91234 436026, 91378 435991, 91430 435858)"
vaarwegvakken.214,2249,1998-01-01T00:00:00,2083,685,D,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,8,Parkhaven,51.75899887,52.63899994,,"LINESTRING (91430 435858, 91480 435729, 91656 435237, 91714 435026)"
vaarwegvakken.215,2263,1998-01-01T00:00:00,2089,2090,D,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,6,Delfshavense Schie,47.42399979,47.64899826,,"LINESTRING (88675 438738, 88766 438616, 88810 438558)"
vaarwegvakken.216,2264,1998-01-01T00:00:00,2090,2091,D,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,6,Delfshavense Schie,47.64899826,47.85800171,,"LINESTRING (88810 438558, 88897 438440, 88938 438393)"
vaarwegvakken.217,2265,1998-01-01T00:00:00,2091,2092,D,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,6,Delfshavense Schie,47.85800171,48.07500076,,"LINESTRING (88938 438393, 89036 438279, 89073 438232, 89077 438227)"
vaarwegvakken.218,2266,1998-01-01T00:00:00,2092,2093,D,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,6,Delfshavense Schie,48.07500076,48.32899857,,"LINESTRING (89077 438227, 89163 438118, 89240 438032)"
vaarwegvakken.219,2267,1998-01-01T00:00:00,2093,2081,D,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,6,Delfshavense Schie,48.32899857,48.45000076,,"LINESTRING (89240 438032, 89321 437942)"
vaarwegvakken.220,2322,1998-01-01T00:00:00,2081,2148,D,210,"Schie-Schiekanaal, Noorderknl, Rotte, Hennipsloot en Ringvaart Zuidplaspolder",1,Schie-Schiekanaal,0,1.546,,"LINESTRING (89321 437942, 90235 438751, 90288 438786, 90354 438809, 90402 438815, 90451 438800, 90540 438775)"
vaarwegvakken.221,3206,1998-01-01T00:00:00,2089,2912,H,923,Pelserthaven,1,Pelserthaven,0,0.41,,"LINESTRING (88675 438738, 88332 438514)"
