OBJECTID,VERSIE,POSITIONELE_NAUWKEURIGHEID_MM,OBEGINTIJD,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,STATUS,OPPERVLAKTE,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,Shape__Area,Shape__Length
1763,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,9.769,Barendrecht,G0489,bestaand,,9.769494,19.8469408127779
1764,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,67.599,Barendrecht,G0489,bestaand,,67.5986645,110.681448167135
1765,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,24.043,Barendrecht,G0489,bestaand,,24.0430795,69.4146669151907
1766,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,20.057,Barendrecht,G0489,bestaand,,20.057212,81.2056282278846
1767,01,283,2019/01/31 00:00:00+00,0,2019/03/15 09:14:45+00,,63.855,Barendrecht,G0489,bestaand,,63.8550505,127.995401034728
1768,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,35.48,Barendrecht,G0489,bestaand,,35.479687,95.0483559890931
1769,01,283,2019/01/31 00:00:00+00,0,2019/03/15 09:14:45+00,,67.849,Barendrecht,G0489,bestaand,,67.8492705,136.253731099486
1770,01,283,2019/02/21 00:00:00+00,0,2019/03/15 09:14:45+00,,25.991,Barendrecht,G0489,bestaand,,25.991125,41.5273847687983
1771,01,283,2018/03/01 00:00:00+00,0,2018/03/01 11:24:55+00,,6.572,Súdwest Fryslân,G1900,bestaand,,6.572396,14.751153318504
1772,01,283,2017/01/31 00:00:00+00,0,2019/05/01 12:44:39+00,,25.522,Wijchen,G0296,bestaand,,25.5223405,51.4898205148896
1773,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,31.739,Veenendaal,G0345,bestaand,,31.7391685,44.0928692376016
1774,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,21.159,Veenendaal,G0345,bestaand,,21.143353005,38.5678233497165
1775,01,283,2018/06/26 00:00:00+00,0,2018/06/26 14:23:40+00,,30.621,Súdwest Fryslân,G1900,bestaand,,30.6205545,52.182811651565
1776,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,23.692,Dordrecht,G0505,bestaand,,23.692473,19.2480602160793
1777,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,26.473,Leiden,G0546,bestaand,,26.47348,105.941047701562
1778,01,283,2015/02/27 00:00:00+00,0,2015/02/27 15:32:29+00,,129.294,Hendrik-Ido-Ambacht,G0531,bestaand,,129.27862134,242.930418819581
1779,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,24.698,Leiden,G0546,bestaand,,24.6977065,44.5653239935593
1780,01,283,2014/02/10 00:00:00+00,0,2020/10/01 08:18:36+00,,49.935,Leiden,G0546,bestaand,,49.934655,81.0485629044186
1781,01,283,2014/02/10 00:00:00+00,0,2021/08/19 09:07:29+00,,4.864,Leiden,G0546,bestaand,,4.86425,11.5464498400969
1782,01,283,2015/02/27 00:00:00+00,0,2019/08/20 12:29:27+00,,42.399,Hendrik-Ido-Ambacht,G0531,bestaand,,42.3991065,94.5637156636223
1783,01,283,2019/09/24 00:00:00+00,0,2019/09/25 11:49:20+00,,6.52,Weert,G0988,bestaand,,6.519869,17.9960834224604
1784,01,283,2019/09/24 00:00:00+00,0,2019/09/25 11:49:20+00,,7.732,Weert,G0988,bestaand,,7.7322255,22.2043674955411
1785,01,283,2019/09/24 00:00:00+00,0,2019/09/25 11:49:20+00,,39.632,Weert,G0988,bestaand,,39.631587,96.0243017927655
1786,01,283,2019/09/24 00:00:00+00,0,2019/09/25 11:49:20+00,,1.372,Weert,G0988,bestaand,,1.371838,5.06348726404559
1787,01,283,2022/03/30 00:00:00+00,0,2022/03/30 14:15:24+00,,60.077,Tiel,G0281,bestaand,,60.0766085,210.136374931618
1788,01,283,2022/03/31 00:00:00+00,0,2022/03/31 09:19:53+00,,310.38,Lochem,G0262,bestaand,,310.3804845,533.367754533798
1789,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,5.893,Leiden,G0546,bestaand,,5.892648,13.9819071744514
1790,01,283,2014/10/23 00:00:00+00,0,2020/10/01 08:18:36+00,,89.969,Leiden,G0546,bestaand,,89.969122,142.669004843833
1791,01,283,2014/07/07 00:00:00+00,0,2021/08/12 06:21:05+00,,67.258,Leiden,G0546,bestaand,,67.2580695,139.019736203941
1792,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,9.167,Bodegraven-Reeuwijk,G1901,bestaand,,9.1667235,21.8961277185921
1793,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,10.342,Bodegraven-Reeuwijk,G1901,bestaand,,10.342292,23.9188487269677
1794,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,12.189,Bodegraven-Reeuwijk,G1901,bestaand,,12.188826,27.6413156055091
1795,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,7.272,Bodegraven-Reeuwijk,G1901,bestaand,,7.272024,17.3499540057782
1796,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,4.287,Bodegraven-Reeuwijk,G1901,bestaand,,4.286794,10.4102413574735
1797,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,6.473,Bodegraven-Reeuwijk,G1901,bestaand,,6.4729435,15.8458120499876
1798,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,6.701,Bodegraven-Reeuwijk,G1901,bestaand,,6.7013845,15.1629207859691
1799,01,283,2015/12/22 00:00:00+00,0,2022/01/21 13:06:04+00,,12.271,Bodegraven-Reeuwijk,G1901,bestaand,,12.2707505,26.2554147718846
1800,01,283,2015/12/22 00:00:00+00,0,2020/11/30 13:12:40+00,,39.466,Bodegraven-Reeuwijk,G1901,bestaand,,39.466125,70.8752503024449
1801,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,8.551,Bodegraven-Reeuwijk,G1901,bestaand,,8.5512845,20.2031891830313
1802,01,283,2018/09/18 00:00:00+00,0,2022/04/26 16:12:45+00,,19.543,Eindhoven,G0772,bestaand,,19.54292,31.3668612131698
1803,01,283,2018/09/18 00:00:00+00,0,2023/01/24 15:02:16+00,,15.549,Eindhoven,G0772,bestaand,,15.548534,25.1793797317369
1804,01,283,2015/09/18 00:00:00+00,0,2016/01/07 10:28:11+00,,4.172,Stadskanaal,G0037,bestaand,,4.17176,21.6823601569793
1805,01,283,2019/01/02 00:00:00+00,0,2019/02/22 15:07:59+00,,8.168,Ouder-Amstel,G0437,bestaand,,8.167743,36.1917298855396
1806,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,23.282,Ouder-Amstel,G0437,bestaand,,23.282158,22.3696136035884
1807,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,119.489,Ouder-Amstel,G0437,bestaand,,119.055883785,151.613935561244
1808,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,8.005,Ouder-Amstel,G0437,bestaand,,8.004912,13.6928195694369
1809,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,21.088,Ouder-Amstel,G0437,bestaand,,21.08804,57.5722002783644
1810,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,149.847,Ouder-Amstel,G0437,bestaand,,149.8473935,203.660083154939
1811,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,5.276,Ouder-Amstel,G0437,bestaand,,5.275649,10.1871446648633
1812,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,5.507,Ouder-Amstel,G0437,bestaand,,5.507307,10.3469543397735
1813,01,283,2019/01/02 00:00:00+00,0,2019/02/22 15:07:59+00,,2.21,Ouder-Amstel,G0437,bestaand,,2.210265,10.7435106663096
1814,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,39.347,Ouder-Amstel,G0437,bestaand,,39.34699,34.5543312815658
1815,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,3.528,Ouder-Amstel,G0437,bestaand,,3.5276385,8.34229646029682
1816,01,283,2018/12/27 00:00:00+00,0,2021/04/23 11:08:28+00,,53.173,Ouder-Amstel,G0437,bestaand,,53.1731805,58.6109401176619
1817,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,6.115,Ouder-Amstel,G0437,bestaand,,6.115005,28.1707191425321
1818,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,5.681,Ouder-Amstel,G0437,bestaand,,5.680614,10.5396837689041
1819,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,23.427,Ouder-Amstel,G0437,bestaand,,23.4267075,43.5937496678106
1820,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,7.231,Ouder-Amstel,G0437,bestaand,,7.23115,12.6114485807483
1821,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,5.453,Ouder-Amstel,G0437,bestaand,,5.4529875,10.2397666354582
1822,01,283,2019/01/02 00:00:00+00,0,2019/02/22 15:07:59+00,,3.149,Ouder-Amstel,G0437,bestaand,,3.148838,13.5084115804425
1823,01,283,2018/12/27 00:00:00+00,0,2019/02/22 15:07:59+00,,4.639,Ouder-Amstel,G0437,bestaand,,4.6394205,9.40260749070634
1824,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,411.151,Stichtse Vecht,G1904,bestaand,,411.1513175,420.379408581439
1825,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,36.59,Stichtse Vecht,G1904,bestaand,,36.5901935,91.7173278391861
1826,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,6.782,Stichtse Vecht,G1904,bestaand,,6.7818635,30.143806123872
1827,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,9.355,Stichtse Vecht,G1904,bestaand,,9.355331,28.5784430565649
1828,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,29.127,Stichtse Vecht,G1904,bestaand,,29.1265555,83.4690692173275
1829,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,1.759,Stichtse Vecht,G1904,bestaand,,1.758521,6.86383546128735
1830,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,9.032,Stichtse Vecht,G1904,bestaand,,9.0316745,30.4144707808153
1831,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,94.942,Stichtse Vecht,G1904,bestaand,,94.9423675,161.95336727037
1832,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,35.196,Stichtse Vecht,G1904,bestaand,,35.195963,60.5649403099232
1833,01,283,2021/05/03 00:00:00+00,0,2021/05/03 21:12:57+00,,15.442,Apeldoorn,G0200,bestaand,,15.4419565,42.6750866143989
1834,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,25.597,Stichtse Vecht,G1904,bestaand,,25.597168,31.7929105184827
1835,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,42.764,Stichtse Vecht,G1904,bestaand,,42.7644515,40.902018947329
1836,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,2.91,Stichtse Vecht,G1904,bestaand,,2.909905,8.63227584742657
1837,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,9.304,Stichtse Vecht,G1904,bestaand,,9.3039395,14.640204925938
1838,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,32.883,Stichtse Vecht,G1904,bestaand,,32.882882,69.1096984228245
1839,01,283,2021/05/03 00:00:00+00,0,2021/05/03 21:12:57+00,,8.276,Apeldoorn,G0200,bestaand,,8.2755935,17.1121698079854
1840,01,283,2021/05/03 00:00:00+00,0,2021/05/03 21:12:57+00,,19.888,Apeldoorn,G0200,bestaand,,19.887572,41.7758760826986
1841,01,283,2015/12/15 00:00:00+00,0,2015/12/17 11:22:08+00,,8.517,Harderwijk,G0243,bestaand,,8.5170485,24.0319324337838
1842,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,20.468,Leiden,G0546,bestaand,,20.467887,20.3014937666928
1843,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,74.26,Barendrecht,G0489,bestaand,,74.240713765,51.6943860999815
1844,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,98.594,Barendrecht,G0489,bestaand,,98.58752392,84.8792244596316
1845,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,158.389,Barendrecht,G0489,bestaand,,158.26624252,123.641682999421
1846,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,14.365,Barendrecht,G0489,bestaand,,14.365075,19.996780690663
1847,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,135.374,Barendrecht,G0489,bestaand,,135.477855295,236.380954142326
1848,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,60.04,Barendrecht,G0489,bestaand,,60.03171836,58.1173525806523
1849,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,50.604,Barendrecht,G0489,bestaand,,50.6040935,133.258238503985
1850,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,12.594,Barendrecht,G0489,bestaand,,12.5935805,19.2608828845776
1851,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,14.919,Barendrecht,G0489,bestaand,,14.9189725,23.5262663551503
1852,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,44.231,Barendrecht,G0489,bestaand,,44.21574388,41.9095102537899
1853,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,16.477,Barendrecht,G0489,bestaand,,16.47638593,81.8484434831265
1854,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,21.307,Barendrecht,G0489,bestaand,,21.30653072,46.8149684194784
1855,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,29.682,Barendrecht,G0489,bestaand,,29.669364225,25.0724263517704
1856,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,39.267,Barendrecht,G0489,bestaand,,39.242771505,33.6687460656562
1857,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,233.792,Barendrecht,G0489,bestaand,,233.79178,335.604457205212
1858,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,18.544,Barendrecht,G0489,bestaand,,18.543288535,51.6101609411662
1859,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,11.432,Barendrecht,G0489,bestaand,,11.41547639,14.4341556104626
1860,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,83.55,Barendrecht,G0489,bestaand,,83.50102003,72.4549492748203
1861,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,7.156,Barendrecht,G0489,bestaand,,7.156107,44.5188557901628
1862,01,283,2019/02/15 00:00:00+00,0,2019/03/19 12:45:38+00,,26.083,Leeuwarden,G0080,bestaand,,26.0830925,47.8259588247979
1863,01,283,2019/02/15 00:00:00+00,0,2019/03/19 12:45:38+00,,6.424,Leeuwarden,G0080,bestaand,,6.41616812,8.98215801532999
1864,01,283,2018/10/17 00:00:00+00,0,2018/11/22 10:15:21+00,,13.955,Zwijndrecht,G0642,bestaand,,13.95469631,35.9648856137043
1865,01,283,2018/10/26 00:00:00+00,0,2018/11/22 10:15:21+00,,452.391,Zwijndrecht,G0642,bestaand,,452.388383265,386.960991783141
1866,01,283,2018/05/09 00:00:00+00,0,2020/11/05 15:59:10+00,,199.131,Amersfoort,G0307,bestaand,,199.130397965,275.102967268198
1867,01,283,2018/05/09 00:00:00+00,0,2018/05/17 12:19:29+00,,28.823,Amersfoort,G0307,bestaand,,28.82283984,61.5060406077702
1868,01,283,2018/05/09 00:00:00+00,0,2018/05/17 12:19:29+00,,15.238,Amersfoort,G0307,bestaand,,15.23680664,23.9688053244615
1869,01,283,2018/05/09 00:00:00+00,0,2018/05/17 12:19:29+00,,97.005,Amersfoort,G0307,bestaand,,96.996394175,131.392051383797
1870,01,283,2018/05/09 00:00:00+00,0,2020/11/05 15:59:10+00,,33.298,Amersfoort,G0307,bestaand,,33.29768144,49.028379316442
1871,01,283,2018/05/09 00:00:00+00,0,2018/05/17 12:19:29+00,,29.203,Amersfoort,G0307,bestaand,,29.202868,75.9871192987668
1872,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,1.904,Barendrecht,G0489,bestaand,,1.903508,5.51870709496346
1873,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,71.935,Barendrecht,G0489,bestaand,,71.92005993,63.3995417794911
1874,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,23.302,Barendrecht,G0489,bestaand,,23.3021785,64.2529762434097
1875,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,9.507,Barendrecht,G0489,bestaand,,9.506693,23.541134920661
1876,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,34.889,Barendrecht,G0489,bestaand,,34.87391994,35.6064366057942
1877,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,56.489,Barendrecht,G0489,bestaand,,56.4886285,59.4405347035118
1878,01,283,2015/02/24 00:00:00+00,0,2022/02/03 07:50:54+00,,29.779,Tiel,G0281,bestaand,,29.779359,101.088760712225
1879,01,283,2020/07/16 00:00:00+00,0,2020/07/16 16:07:52+00,,34.406,Groningen,G0014,bestaand,,34.405803,39.0901154938685
1880,01,283,2015/02/24 00:00:00+00,0,2020/07/13 15:30:10+00,,7.968,Tiel,G0281,bestaand,,7.97958231,24.5159775837501
1881,01,283,2020/07/16 00:00:00+00,0,2020/07/16 16:07:52+00,,11.186,Groningen,G0014,bestaand,,11.185913,26.3165529521014
1882,01,283,2015/02/24 00:00:00+00,0,2022/02/03 07:50:54+00,,28.736,Tiel,G0281,bestaand,,28.736065,65.6181224695532
1883,01,283,2015/02/24 00:00:00+00,0,2020/05/07 08:38:27+00,,5.459,Tiel,G0281,bestaand,,5.459938995,27.0107497059323
1884,01,283,2015/02/24 00:00:00+00,0,2020/05/07 08:38:27+00,,44.436,Tiel,G0281,bestaand,,44.435854,101.157998952066
1885,01,283,2020/05/04 00:00:00+00,1,2020/05/07 08:38:27+00,,40.401,Tiel,G0281,bestaand,,40.4009505,102.632110973304
1886,01,283,2020/07/16 00:00:00+00,0,2020/07/16 16:07:52+00,,25.767,Groningen,G0014,bestaand,,25.767388,90.9000264686985
1887,01,283,2018/06/13 00:00:00+00,0,2018/06/13 07:50:23+00,,114.796,Bronckhorst,G1876,bestaand,,114.7955945,139.840402916183
1888,01,283,2018/06/13 00:00:00+00,0,2018/06/13 07:50:23+00,,162.206,Bronckhorst,G1876,bestaand,,162.205547,240.1144448036
1889,01,283,2018/06/18 00:00:00+00,0,2021/04/19 11:24:19+00,,42.553,Stichtse Vecht,G1904,bestaand,,42.553383,87.6548349930644
1890,01,283,2018/06/18 00:00:00+00,0,2021/04/19 11:11:32+00,,35.79,Stichtse Vecht,G1904,bestaand,,35.790187,88.0195474664917
1891,01,283,2018/07/03 00:00:00+00,0,2018/07/06 12:07:28+00,,9.113,Venlo,G0983,bestaand,,9.11348,14.3521026254099
1892,01,283,2018/06/26 00:00:00+00,0,2018/07/06 12:07:28+00,,3.784,Venlo,G0983,bestaand,,3.783934,7.83730209793193
1893,01,283,2018/07/31 00:00:00+00,0,2018/07/31 10:55:44+00,,17.34,Brummen,G0213,bestaand,,17.339503,40.8531959584098
1894,01,283,2018/07/31 00:00:00+00,0,2018/07/31 10:55:44+00,,17.865,Brummen,G0213,bestaand,,17.865126,41.496105730727
1895,01,283,2018/08/07 00:00:00+00,0,2020/10/05 09:31:50+00,,120.692,Voorschoten,G0626,bestaand,,120.6919835,76.4631078181538
1896,01,283,2020/03/21 00:00:00+00,0,2020/03/23 17:58:26+00,,5.903,Groningen,G0014,bestaand,,5.903307,10.5883736692863
1897,01,283,2019/07/23 00:00:00+00,0,2021/12/14 10:43:17+00,,44.801,Waddinxveen,G0627,bestaand,,44.800934385,79.986880938806
1898,01,283,2019/07/23 00:00:00+00,0,2021/12/14 10:43:17+00,,54.081,Waddinxveen,G0627,bestaand,,54.131399395,53.6231719624874
1899,01,283,2020/03/21 00:00:00+00,0,2020/03/23 17:58:26+00,,6.138,Groningen,G0014,bestaand,,6.137596,10.65117460077
1900,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,111.434,Stichtse Vecht,G1904,bestaand,,111.434192,193.537515925621
1901,01,283,2022/04/05 00:00:00+00,0,2022/04/12 09:59:38+00,,265.808,Eindhoven,G0772,bestaand,,265.807627,103.417709244209
1902,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,19.396,Stichtse Vecht,G1904,bestaand,,19.396413,40.9383555147089
1903,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,133.542,Stichtse Vecht,G1904,bestaand,,133.5422355,105.36945171908
1904,01,283,2020/03/21 00:00:00+00,0,2020/03/23 17:58:26+00,,1.851,Groningen,G0014,bestaand,,1.851221,5.44295164961288
1905,01,283,2020/03/21 00:00:00+00,0,2020/03/23 17:58:26+00,,5.435,Groningen,G0014,bestaand,,5.4346125,10.002050095472
1906,01,283,2020/03/21 00:00:00+00,0,2020/03/23 17:58:26+00,,5.842,Groningen,G0014,bestaand,,5.842067,10.4705934512552
1907,01,283,2020/04/02 00:00:00+00,1,2020/04/02 16:20:24+00,,29.205,Tiel,G0281,bestaand,,29.20302542,99.9131960261216
1908,01,283,2020/04/02 00:00:00+00,1,2020/04/02 16:20:24+00,,19.737,Tiel,G0281,bestaand,,19.73718,67.3437425685741
1909,01,283,2022/04/13 00:00:00+00,0,2022/04/13 13:56:04+00,,61.549,Waterschap Hunze en Aa's,W0646,bestaand,,61.548603,107.793230929758
1910,01,283,2022/04/14 00:00:00+00,0,2022/04/14 14:32:51+00,,57.461,Olst-Wijhe,G1773,bestaand,,57.46109,145.24597999997
1911,01,283,2017/05/19 00:00:00+00,0,2021/11/02 16:46:16+00,,9.824,Súdwest Fryslân,G1900,bestaand,,9.82371,20.3724117592073
1912,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,23.624,Dordrecht,G0505,bestaand,,23.623893,19.2639018929683
1913,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,102.905,Dordrecht,G0505,bestaand,,102.905235,88.3051049603444
1914,01,283,2014/03/26 00:00:00+00,0,2015/11/05 14:50:46+00,,4.817,Dordrecht,G0505,bestaand,,4.816549,12.5025836615183
1915,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,5.389,Dordrecht,G0505,bestaand,,5.389272,9.40173864467148
1916,01,283,2014/02/03 00:00:00+00,0,2015/11/05 14:50:46+00,,27.537,Dordrecht,G0505,bestaand,,27.5370705,119.680903626261
1917,01,283,2013/07/25 00:00:00+00,0,2015/11/05 14:50:46+00,,14.722,Dordrecht,G0505,bestaand,,14.721781,18.1834039442033
1918,01,283,2014/04/10 00:00:00+00,0,2015/11/05 14:50:46+00,,11.924,Dordrecht,G0505,bestaand,,11.923869,21.677028953649
1919,01,283,2013/07/22 00:00:00+00,0,2015/11/05 14:50:46+00,,18.033,Dordrecht,G0505,bestaand,,18.0328465,16.8217807600352
1920,01,283,2014/04/09 00:00:00+00,0,2015/11/05 14:50:46+00,,18.007,Dordrecht,G0505,bestaand,,18.007086,28.0923539902254
1921,01,283,2020/03/12 00:00:00+00,0,2020/03/16 10:50:01+00,,18.314,Stichtse Vecht,G1904,bestaand,,18.313938,17.3774547445812
1922,01,283,2018/04/03 00:00:00+00,0,2018/04/03 12:13:00+00,,3.872,Deurne,G0762,bestaand,,3.8718825,10.3482596887167
1923,01,283,2020/03/12 00:00:00+00,0,2020/03/16 10:50:01+00,,21.921,Stichtse Vecht,G1904,bestaand,,21.9214425,80.7548613864409
1924,01,283,2014/06/18 00:00:00+00,0,2015/11/06 08:29:42+00,,0.879,Dordrecht,G0505,bestaand,,0.878665,5.86356753009351
1925,01,283,2014/03/05 00:00:00+00,0,2015/11/06 09:11:47+00,,4.678,Dordrecht,G0505,bestaand,,4.6779025,10.6089466942397
1926,01,283,2020/06/26 00:00:00+00,0,2022/03/10 08:53:40+00,,19.806,Pijnacker-Nootdorp,G1926,bestaand,,19.805678,46.8497602967166
1927,01,283,2020/07/03 00:00:00+00,0,2020/12/28 16:17:08+00,,27.542,Lansingerland,G1621,bestaand,,27.541641,57.087899713292
1928,01,283,2014/06/03 00:00:00+00,0,2015/11/06 08:29:42+00,,80.665,Dordrecht,G0505,bestaand,,80.665066,54.1294916995026
1929,01,283,2014/06/03 00:00:00+00,0,2015/11/06 08:29:42+00,,100.537,Dordrecht,G0505,bestaand,,100.537018,69.0445080787267
1930,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,2.364,Dordrecht,G0505,bestaand,,2.3637085,9.60478509965925
1931,01,283,2014/02/17 00:00:00+00,0,2015/11/06 08:29:42+00,,28.215,Dordrecht,G0505,bestaand,,28.214676,30.5289413771802
1932,01,283,2014/02/14 00:00:00+00,0,2015/11/06 08:29:42+00,,21.057,Dordrecht,G0505,bestaand,,21.0568295,69.5324304500017
1933,01,283,2015/02/24 00:00:00+00,0,2022/11/22 11:37:43+00,,27.88,Tiel,G0281,bestaand,,27.89197794,94.9288683624054
1934,01,283,2015/02/24 00:00:00+00,0,2020/06/03 09:06:10+00,,0.993,Tiel,G0281,bestaand,,0.9931005,6.3340371394553
1935,01,283,2015/02/24 00:00:00+00,0,2020/07/13 13:46:51+00,,27.998,Tiel,G0281,bestaand,,27.9979045,64.0288430902175
1936,01,283,2015/02/24 00:00:00+00,0,2020/07/08 16:19:34+00,,4.204,Tiel,G0281,bestaand,,4.204472,9.96173601869597
1937,01,283,2015/02/24 00:00:00+00,0,2020/05/07 08:38:27+00,,6.745,Tiel,G0281,bestaand,,6.7449845,25.8678948400567
1938,01,283,2015/02/24 00:00:00+00,0,2019/01/24 15:56:15+00,,44.759,Tiel,G0281,bestaand,,44.75875,113.048874692285
1939,01,283,2015/02/24 00:00:00+00,0,2017/03/09 14:55:02+00,,133.39,Tiel,G0281,bestaand,,133.389656,343.740866714205
1940,01,283,2015/02/24 00:00:00+00,0,2020/06/04 12:11:50+00,,33.742,Tiel,G0281,bestaand,,33.7420485,71.2424101919238
1941,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,26.199,Leiden,G0546,bestaand,,26.1987885,109.298666160085
1942,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,4.879,Leiden,G0546,bestaand,,4.8787025,11.4662608255157
1943,01,283,2020/07/30 00:00:00+00,0,2020/08/03 10:25:35+00,,14.534,Leiden,G0546,bestaand,,14.5339305,33.1851135198364
1944,01,283,2018/05/09 00:00:00+00,0,2018/05/17 12:19:29+00,,13.381,Amersfoort,G0307,bestaand,,13.382688865,23.3094881992472
1945,01,283,2018/05/09 00:00:00+00,0,2018/05/17 12:19:29+00,,12.211,Amersfoort,G0307,bestaand,,12.2107845,22.4957039890235
1946,01,283,2018/05/09 00:00:00+00,0,2018/05/17 12:19:29+00,,15.154,Amersfoort,G0307,bestaand,,15.152310325,23.6718955904976
