OBJECTID,VERSIE,POSITIONELE_NAUWKEURIGHEID_MM,OBEGINTIJD,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,STATUS,OPPERVLAKTE,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,Shape__Area,Shape__Length
1069,01,283,2014/03/05 00:00:00+00,0,2015/11/06 09:11:47+00,,16.515,Dordrecht,G0505,bestaand,,16.514991,53.1948895328411
1070,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.731,Dordrecht,G0505,bestaand,,4.731415,8.70154075335909
1071,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,35.33,Dordrecht,G0505,bestaand,,35.3302355,50.4019060716781
1072,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.714,Dordrecht,G0505,bestaand,,4.713594,8.68583883647769
1073,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.796,Dordrecht,G0505,bestaand,,4.7964685,8.76075756033386
1074,01,283,2014/05/06 00:00:00+00,0,2015/11/06 09:11:47+00,,117.905,Dordrecht,G0505,bestaand,,117.904961,295.076889310754
1075,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,6.112,Dordrecht,G0505,bestaand,,6.1117015,26.9707177028772
1076,01,283,2015/12/09 00:00:00+00,0,2021/08/12 06:21:05+00,,95.507,Leiden,G0546,bestaand,,95.5071735,344.759146362208
1077,01,283,2015/12/07 00:00:00+00,0,2020/07/09 08:13:47+00,,5.641,Leiden,G0546,bestaand,,5.640823,14.923388515874
1078,01,283,2015/12/07 00:00:00+00,0,2021/08/05 08:27:22+00,,7.829,Leiden,G0546,bestaand,,7.828963,17.7606806467086
1079,01,283,2015/12/09 00:00:00+00,0,2021/08/12 06:21:05+00,,14.762,Leiden,G0546,bestaand,,14.761968,60.039340375018
1080,01,283,2015/12/07 00:00:00+00,0,2021/12/17 08:53:59+00,,22.881,Leiden,G0546,bestaand,,22.8811585,64.3004099371248
1081,01,283,2015/12/09 00:00:00+00,0,2021/08/12 06:21:05+00,,97.969,Leiden,G0546,bestaand,,97.9686755,414.59462034015
1082,01,283,2015/12/07 00:00:00+00,0,2021/08/12 06:21:05+00,,4.674,Leiden,G0546,bestaand,,4.673703,11.1691437220716
1083,01,283,2015/12/17 00:00:00+00,0,2021/12/17 08:53:59+00,,20.366,Leiden,G0546,bestaand,,20.365925,102.693641687854
1084,01,283,2015/07/01 00:00:00+00,0,2016/01/05 16:19:00+00,,84.598,Barendrecht,G0489,bestaand,,84.593616245,62.6143136521818
1085,01,283,2015/07/20 00:00:00+00,0,2016/01/05 16:19:00+00,,58.269,Barendrecht,G0489,bestaand,,58.269312,97.3651983827561
1086,01,283,2015/06/08 00:00:00+00,0,2016/01/05 16:19:00+00,,3.83,Barendrecht,G0489,bestaand,,3.829936,11.9638495710469
1087,01,283,2015/07/14 00:00:00+00,0,2016/01/05 16:19:00+00,,76.064,Barendrecht,G0489,bestaand,,76.064258,155.450661244124
1088,01,283,2015/07/01 00:00:00+00,0,2016/01/05 16:19:00+00,,85.692,Barendrecht,G0489,bestaand,,85.687176635,62.1506370066863
1089,01,283,2015/11/24 00:00:00+00,0,2016/01/05 16:19:00+00,,36.574,Barendrecht,G0489,bestaand,,36.5735915,52.2368298334424
1090,01,283,2015/07/14 00:00:00+00,0,2016/01/05 16:19:00+00,,20.484,Barendrecht,G0489,bestaand,,20.484278,25.5996906918966
1091,01,283,2015/07/01 00:00:00+00,0,2016/01/05 16:19:00+00,,109.102,Barendrecht,G0489,bestaand,,109.09719517,78.201419749523
1092,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,16.648,Barendrecht,G0489,bestaand,,16.63713652,46.6844706497194
1093,01,283,2019/02/27 00:00:00+00,0,2019/03/15 09:14:45+00,,17.046,Barendrecht,G0489,bestaand,,17.045797,71.0528986737653
1094,01,283,2019/02/21 00:00:00+00,0,2019/03/15 09:14:45+00,,52.598,Barendrecht,G0489,bestaand,,52.59838,100.184637872597
1095,01,283,2015/02/24 00:00:00+00,0,2020/06/03 16:47:58+00,,9.242,Tiel,G0281,bestaand,,9.2424995,33.5574926663817
1096,01,283,2015/02/24 00:00:00+00,0,2020/07/28 09:35:01+00,,12.149,Tiel,G0281,bestaand,,12.149436,37.6286329927985
1097,01,283,2015/02/24 00:00:00+00,0,2020/07/13 13:46:51+00,,30.613,Tiel,G0281,bestaand,,30.613045,93.5924102304333
1098,01,283,2015/02/24 00:00:00+00,0,2020/06/04 12:11:50+00,,26.599,Tiel,G0281,bestaand,,26.598867,57.1266039466647
1099,01,283,2015/02/24 00:00:00+00,0,2020/05/07 08:38:27+00,,24.83,Tiel,G0281,bestaand,,24.830032,80.4781394869913
1100,01,283,2015/02/24 00:00:00+00,0,2020/06/04 12:11:50+00,,17.652,Tiel,G0281,bestaand,,17.6515085,59.93045178669
1101,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,8.096,Leiden,G0546,bestaand,,8.0964335,43.1317938469589
1102,01,283,2020/07/28 00:00:00+00,0,2020/08/03 10:25:35+00,,5.57,Leiden,G0546,bestaand,,5.5702465,24.8090792125443
1103,01,283,2020/07/30 00:00:00+00,0,2020/08/03 10:25:35+00,,4.716,Leiden,G0546,bestaand,,4.716354,11.0283793058593
1104,01,283,2015/02/24 00:00:00+00,0,2020/11/06 13:35:53+00,,41.736,Tiel,G0281,bestaand,,41.7362595,40.8235385702445
1105,01,283,2015/02/24 00:00:00+00,0,2015/02/24 15:58:59+00,,8.777,Tiel,G0281,bestaand,,8.776906,19.6176019998496
1106,01,283,2015/02/24 00:00:00+00,0,2020/11/09 14:54:14+00,,10.287,Tiel,G0281,bestaand,,10.2865665,12.8804196015293
1107,01,283,2015/02/24 00:00:00+00,0,2021/06/10 13:58:58+00,,19.203,Tiel,G0281,bestaand,,19.20348,23.6069087945953
1108,01,283,2018/05/08 00:00:00+00,0,2022/11/20 16:04:22+00,,36.953,Apeldoorn,G0200,bestaand,,36.935537195,22.9847049141888
1109,01,283,2018/10/17 00:00:00+00,0,2018/11/22 10:15:21+00,,27.828,Zwijndrecht,G0642,bestaand,,27.82754432,57.2335168658722
1110,01,283,2018/10/17 00:00:00+00,0,2018/11/22 10:15:21+00,,34.263,Zwijndrecht,G0642,bestaand,,34.263042035,74.6495465931636
1111,01,283,2018/10/17 00:00:00+00,0,2018/11/22 10:15:21+00,,18.644,Zwijndrecht,G0642,bestaand,,18.644465,61.8180383925084
1112,01,283,2018/10/10 00:00:00+00,0,2018/11/22 10:15:21+00,,83.044,Zwijndrecht,G0642,bestaand,,82.79596856,99.4639175897883
1113,01,283,2018/10/30 00:00:00+00,0,2018/11/22 10:15:21+00,,22.529,Zwijndrecht,G0642,bestaand,,22.529327,48.5619258192738
1114,01,283,2019/02/15 00:00:00+00,0,2019/02/15 12:12:20+00,,10.742,Lingewaard,G1705,bestaand,,10.73767044,13.2404570563284
1115,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,11.161,Lingewaard,G1705,bestaand,,11.161309,15.1431026758823
1116,01,283,2019/02/12 00:00:00+00,0,2019/03/11 16:15:42+00,,14.29,Lingewaard,G1705,bestaand,,14.2903915,28.5417215538745
1117,01,283,2019/02/15 00:00:00+00,0,2019/02/15 12:12:20+00,,10.76,Lingewaard,G1705,bestaand,,10.755795455,13.2381278047013
1118,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,15.669,Lingewaard,G1705,bestaand,,15.668935,16.4196190413793
1119,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,20.718,Lingewaard,G1705,bestaand,,20.718209,19.5255595805322
1120,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,80.442,Lingewaard,G1705,bestaand,,80.426471985,71.0729655089844
1121,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,29.076,Barendrecht,G0489,bestaand,,29.07568,72.6234553554153
1122,01,283,2015/02/24 00:00:00+00,0,2020/05/07 08:38:27+00,,27.222,Tiel,G0281,bestaand,,27.222347,74.3289501413741
1123,01,283,2015/02/24 00:00:00+00,0,2020/07/13 13:46:51+00,,33.104,Tiel,G0281,bestaand,,33.103626,64.8282522261288
1124,01,283,2015/02/24 00:00:00+00,0,2020/07/13 13:46:51+00,,36.197,Tiel,G0281,bestaand,,36.197454,107.629742232034
1125,01,283,2015/02/24 00:00:00+00,0,2020/07/13 13:46:51+00,,23.898,Tiel,G0281,bestaand,,23.8983,62.1675095738251
1126,01,283,2015/02/24 00:00:00+00,0,2020/07/13 13:46:51+00,,11.112,Tiel,G0281,bestaand,,11.112466,29.9661622324893
1127,01,283,2015/02/24 00:00:00+00,0,2020/05/07 13:38:01+00,,19.643,Tiel,G0281,bestaand,,19.643104,54.7495641900221
1128,01,283,2015/02/24 00:00:00+00,0,2015/02/24 15:58:16+00,,28.764,Tiel,G0281,bestaand,,28.763775,115.945415653018
1129,01,283,2015/03/30 00:00:00+00,0,2015/11/05 14:50:46+00,,14.796,Dordrecht,G0505,bestaand,,14.7955805,60.1639888776877
1130,01,283,2015/03/30 00:00:00+00,0,2015/11/05 14:50:46+00,,1.188,Dordrecht,G0505,bestaand,,1.187957,5.41025102044029
1131,01,283,2014/01/23 00:00:00+00,0,2015/10/20 09:02:30+00,,38.071,Dordrecht,G0505,bestaand,,38.071473,25.1335950925476
1132,01,283,2014/01/06 00:00:00+00,0,2015/10/20 09:02:30+00,,22.779,Dordrecht,G0505,bestaand,,22.779156,24.3880052178225
1133,01,283,2013/12/19 00:00:00+00,0,2015/10/20 09:02:30+00,,6.626,Dordrecht,G0505,bestaand,,6.626217,10.7725634831858
1134,01,283,2013/12/19 00:00:00+00,0,2015/10/20 09:02:30+00,,15.139,Dordrecht,G0505,bestaand,,15.138848,19.7845735313366
1135,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.646,Dordrecht,G0505,bestaand,,6.6455185,10.8176685934447
1136,01,283,2015/08/11 00:00:00+00,0,2023/01/11 11:37:55+00,,102.378,Dronten,G0303,bestaand,,102.378179,268.150980865915
1137,01,283,2015/10/27 00:00:00+00,0,2015/11/02 07:02:04+00,,50.663,Dronten,G0303,bestaand,,50.662752,48.11419108216
1138,01,283,2015/08/20 00:00:00+00,0,2015/08/20 13:33:21+00,,14.709,Harderwijk,G0243,bestaand,,14.690384795,49.029940422803
1139,01,283,2015/08/20 00:00:00+00,0,2015/08/20 13:33:21+00,,16.564,Harderwijk,G0243,bestaand,,16.541260095,56.4177492656242
1140,01,283,2015/08/20 00:00:00+00,0,2015/08/20 13:33:21+00,,36.913,Harderwijk,G0243,bestaand,,36.9126282,72.1837433758255
1141,01,283,2015/08/20 00:00:00+00,0,2015/08/20 13:33:21+00,,6.077,Harderwijk,G0243,bestaand,,6.06614929,21.4541076035325
1142,01,283,2015/08/20 00:00:00+00,0,2015/08/20 13:33:21+00,,8.651,Harderwijk,G0243,bestaand,,8.636747805,30.054170904082
1143,01,283,2015/08/20 00:00:00+00,0,2015/08/20 13:33:21+00,,24.915,Harderwijk,G0243,bestaand,,25.54396157,125.895884347006
1144,01,283,2015/08/20 00:00:00+00,0,2015/08/20 13:33:21+00,,17.914,Harderwijk,G0243,bestaand,,17.89290025,60.9183092775112
1145,01,283,2015/08/20 00:00:00+00,0,2015/08/20 13:33:21+00,,5.962,Harderwijk,G0243,bestaand,,5.9484266,21.1097301311728
1146,01,283,2015/08/20 00:00:00+00,0,2015/08/20 13:33:21+00,,16.904,Harderwijk,G0243,bestaand,,16.76422687,56.3460132347688
1147,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,15.204,Dordrecht,G0505,bestaand,,15.2041825,19.8079062929294
1148,01,283,2020/03/13 00:00:00+00,0,2021/04/19 11:11:32+00,,59.998,Stichtse Vecht,G1904,bestaand,,59.9984275,100.690562310779
1149,01,283,2020/03/12 00:00:00+00,0,2020/03/16 10:50:01+00,,161.502,Stichtse Vecht,G1904,bestaand,,161.501519,141.637387950295
1150,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,41.918,Stichtse Vecht,G1904,bestaand,,41.9184065,90.9648993978231
1151,01,283,2018/10/15 00:00:00+00,0,2018/10/15 09:52:18+00,,27.898,Brummen,G0213,bestaand,,27.8977755,65.5066136516723
1152,01,283,2020/03/31 00:00:00+00,0,2022/03/10 08:41:49+00,,94.366,Pijnacker-Nootdorp,G1926,bestaand,,94.734529185,77.6478012684079
1153,01,283,2018/11/07 00:00:00+00,1,2018/11/07 14:01:05+00,,11.28,Culemborg,G0216,bestaand,,11.2795685,22.0771433076021
1154,01,283,2018/11/07 00:00:00+00,1,2018/11/07 14:01:05+00,,16.909,Culemborg,G0216,bestaand,,16.908734,23.3323497116167
1155,01,283,2018/11/07 00:00:00+00,1,2018/11/07 14:01:05+00,,9.323,Culemborg,G0216,bestaand,,9.322743,15.930345572601
1156,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,23.24,Stichtse Vecht,G1904,bestaand,,23.240401,57.6513692197479
1157,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,3.258,Stichtse Vecht,G1904,bestaand,,3.2576625,13.6180665054299
1158,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,4.996,Stichtse Vecht,G1904,bestaand,,4.996173,9.39188983113289
1159,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,154.739,Stichtse Vecht,G1904,bestaand,,154.739195,125.709994263868
1160,01,283,2019/03/26 00:00:00+00,0,2023/01/11 09:43:29+00,,22.116,Stichtse Vecht,G1904,bestaand,,22.1158795,51.4357010601503
1161,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,14.442,Stichtse Vecht,G1904,bestaand,,14.441555,37.085168091575
1162,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,144.09,Stichtse Vecht,G1904,bestaand,,144.089871,123.735226665416
1163,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,18.318,Stichtse Vecht,G1904,bestaand,,18.317727,39.4974600036928
1164,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,11.075,Stichtse Vecht,G1904,bestaand,,11.0750875,13.2793079709342
1165,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,25.958,Stichtse Vecht,G1904,bestaand,,25.9575835,52.7564794915259
1166,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,32.905,Stichtse Vecht,G1904,bestaand,,32.904792,32.6159448743295
1167,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,9.248,Stichtse Vecht,G1904,bestaand,,9.247809,14.6057997736123
1168,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:54:28+00,,1.487,Súdwest Fryslân,G1900,bestaand,,1.4872475,6.99395665116504
1169,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:51:34+00,,14.251,Súdwest Fryslân,G1900,bestaand,,14.251456,58.0219674382846
1170,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,21.612,Dordrecht,G0505,bestaand,,21.6117185,18.6141295729401
1171,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,21.495,Dordrecht,G0505,bestaand,,21.4953295,18.5461734372849
1172,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,141.623,Dordrecht,G0505,bestaand,,141.623004,56.4576682539769
1173,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,18.677,Dordrecht,G0505,bestaand,,18.677111,17.6129385879219
1174,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,5.589,Dordrecht,G0505,bestaand,,5.5891935,9.73518668930201
1175,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,61.779,Dordrecht,G0505,bestaand,,61.739969735,64.1138787169182
1176,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,11.854,Dordrecht,G0505,bestaand,,11.853915,14.5054729338225
1177,01,283,2013/10/25 00:00:00+00,0,2015/11/05 14:50:46+00,,22.595,Dordrecht,G0505,bestaand,,22.59516,46.4202263906756
1178,01,283,2013/07/25 00:00:00+00,0,2015/11/05 14:50:46+00,,25.803,Dordrecht,G0505,bestaand,,25.801838335,29.2312898384961
1179,01,283,2014/04/10 00:00:00+00,0,2015/11/05 14:50:46+00,,12.919,Dordrecht,G0505,bestaand,,12.919273,52.7045084664183
1180,01,283,2013/08/13 00:00:00+00,0,2015/11/05 14:50:46+00,,21.851,Dordrecht,G0505,bestaand,,21.8512035,25.8215766535767
1181,01,283,2014/04/16 00:00:00+00,0,2021/09/03 12:13:31+00,,28.803,Dordrecht,G0505,bestaand,,28.803111,42.5726882625417
1182,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,44.582,Stichtse Vecht,G1904,bestaand,,44.5819325,102.107759990329
1183,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,4.346,Stichtse Vecht,G1904,bestaand,,4.34609,20.465448701783
1184,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,19.141,Stichtse Vecht,G1904,bestaand,,19.1405685,45.1931307267792
1185,01,283,2020/10/26 00:00:00+00,0,2020/11/10 16:10:15+00,,16.75,Teylingen,G1525,bestaand,,16.7497095,45.6248447497681
1186,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,40.592,Stichtse Vecht,G1904,bestaand,,40.59211,101.024382322806
1187,01,283,2019/09/17 00:00:00+00,1,2019/09/17 13:45:18+00,,10.277,West Betuwe,G1960,bestaand,,10.273368105,30.2518045097689
1188,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,12.554,Stichtse Vecht,G1904,bestaand,,12.5537785,30.9452371829559
1189,01,283,2013/07/24 00:00:00+00,0,2015/11/05 14:50:46+00,,19.12,Dordrecht,G0505,bestaand,,19.119849,22.5742985251438
1190,01,283,2014/03/26 00:00:00+00,0,2015/11/05 14:50:46+00,,29.577,Dordrecht,G0505,bestaand,,29.576943,85.9231555459715
1191,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,2.157,Dordrecht,G0505,bestaand,,2.15674,13.479010130228
1192,01,283,2013/12/19 00:00:00+00,0,2015/11/05 14:50:46+00,,38.178,Dordrecht,G0505,bestaand,,38.177726,43.099263293539
1193,01,283,2013/07/25 00:00:00+00,0,2015/11/05 14:50:46+00,,2.091,Dordrecht,G0505,bestaand,,2.0914895,11.6537415056681
1194,01,283,2014/04/10 00:00:00+00,0,2015/11/05 14:50:46+00,,6.357,Dordrecht,G0505,bestaand,,6.357035,18.0847751286143
1195,01,283,2013/07/18 00:00:00+00,0,2015/11/05 14:50:46+00,,25.435,Dordrecht,G0505,bestaand,,25.4346705,20.5323683905537
1196,01,283,2014/04/09 00:00:00+00,0,2015/11/05 14:50:46+00,,33.041,Dordrecht,G0505,bestaand,,33.0412105,22.5025577685652
1197,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,60.496,Dordrecht,G0505,bestaand,,60.4957095,78.9619727424123
1198,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,100.397,Dordrecht,G0505,bestaand,,100.3974005,47.3995859218634
1199,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,19.275,Dordrecht,G0505,bestaand,,19.2748695,49.792290056429
1200,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,18.053,Dordrecht,G0505,bestaand,,18.052972,16.5093246468847
1201,01,283,2019/10/16 00:00:00+00,0,2019/10/28 08:18:46+00,,16.737,Zaanstad,G0479,bestaand,,16.737161,42.1863870174445
1202,01,283,2019/10/17 00:00:00+00,0,2019/10/28 08:18:46+00,,215.351,Zaanstad,G0479,bestaand,,215.232065705,360.040540750738
1203,01,283,2019/10/17 00:00:00+00,0,2022/02/11 10:26:29+00,,32.466,Zaanstad,G0479,bestaand,,32.4657675,76.6523897267938
1204,01,283,2019/10/17 00:00:00+00,0,2022/05/27 12:02:13+00,,30.293,Zaanstad,G0479,bestaand,,30.2934405,83.6799924482157
1205,01,283,2019/10/16 00:00:00+00,0,2019/10/28 08:18:46+00,,23.108,Zaanstad,G0479,bestaand,,23.076212115,41.8824975982836
1206,01,283,2019/10/16 00:00:00+00,0,2019/10/28 08:18:46+00,,94.527,Zaanstad,G0479,bestaand,,94.524395935,160.012362796151
1207,01,283,2019/10/16 00:00:00+00,0,2019/10/28 08:18:46+00,,128.811,Zaanstad,G0479,bestaand,,128.806235135,161.41582772465
1208,01,283,2019/10/21 00:00:00+00,0,2019/10/28 08:18:46+00,,16.856,Zaanstad,G0479,bestaand,,16.856148,16.7470997462869
1209,01,283,2019/10/17 00:00:00+00,0,2022/02/11 10:26:29+00,,13.223,Zaanstad,G0479,bestaand,,13.2229885,58.9651634041782
1210,01,283,2019/10/17 00:00:00+00,0,2019/10/28 08:18:46+00,,439.869,Zaanstad,G0479,bestaand,,439.8692495,267.161962777366
1211,01,283,2019/10/29 00:00:00+00,0,2019/11/01 07:43:37+00,,3.821,Stede Broec,G0532,bestaand,,3.821118,11.5942943675648
1212,01,283,2019/10/16 00:00:00+00,0,2019/10/28 08:18:46+00,,124.638,Zaanstad,G0479,bestaand,,124.64374736,188.769917518932
1213,01,283,2019/10/16 00:00:00+00,0,2019/10/28 08:18:46+00,,65.915,Zaanstad,G0479,bestaand,,65.915481,194.612121380123
1214,01,283,2019/10/29 00:00:00+00,0,2019/10/29 13:18:20+00,,179.06,Brummen,G0213,bestaand,,179.0599505,91.2487930770665
1215,01,283,2019/10/29 00:00:00+00,0,2019/11/01 07:43:37+00,,4.218,Stede Broec,G0532,bestaand,,4.217972,12.3386573411949
1216,01,283,2019/10/29 00:00:00+00,0,2019/11/01 07:43:37+00,,17.835,Stede Broec,G0532,bestaand,,17.83486238,72.2829305218715
1217,01,283,2019/10/29 00:00:00+00,0,2019/11/01 07:43:37+00,,5.134,Stede Broec,G0532,bestaand,,5.1344985,15.4613811267913
1218,01,283,2019/10/29 00:00:00+00,0,2019/11/01 07:43:37+00,,5.692,Stede Broec,G0532,bestaand,,5.6918525,15.4429693479298
1219,01,283,2019/10/29 00:00:00+00,0,2019/11/01 07:43:37+00,,5.36,Stede Broec,G0532,bestaand,,5.360422,15.3404159879095
1220,01,283,2019/12/03 00:00:00+00,0,2019/12/23 10:39:15+00,,44.958,Teylingen,G1525,bestaand,,44.958291,72.5371431122451
1221,01,283,2020/02/26 00:00:00+00,1,2020/03/02 13:04:18+00,,8.505,Tiel,G0281,bestaand,,8.505007,49.349959197229
1222,01,283,2020/03/05 00:00:00+00,0,2022/03/10 08:37:27+00,,16.076,Pijnacker-Nootdorp,G1926,bestaand,,16.075407875,22.2635133441746
1223,01,283,2020/03/25 00:00:00+00,0,2020/03/30 15:03:58+00,,6.998,Alphen aan den Rijn,G0484,bestaand,,6.9980855,12.8602766569498
1224,01,283,2020/03/25 00:00:00+00,0,2020/03/30 15:03:58+00,,7.414,Alphen aan den Rijn,G0484,bestaand,,7.413893,13.9433388795901
1225,01,283,2020/03/30 00:00:00+00,0,2020/03/30 15:03:58+00,,4.898,Alphen aan den Rijn,G0484,bestaand,,4.897502,14.5692640552637
1226,01,283,2020/03/30 00:00:00+00,0,2022/03/10 08:38:34+00,,41.974,Pijnacker-Nootdorp,G1926,bestaand,,41.97366585,29.7265378180044
1227,01,283,2015/03/02 00:00:00+00,0,2017/11/23 13:29:38+00,,17.789,Hendrik-Ido-Ambacht,G0531,bestaand,,17.7889625,50.5854426066036
1228,01,283,2020/06/05 00:00:00+00,0,2020/06/10 15:06:09+00,,26.575,Hardenberg,G0160,bestaand,,26.575278,60.652666072629
1229,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,21.359,Dordrecht,G0505,bestaand,,21.3594215,18.4919096745992
1230,01,283,2014/02/14 00:00:00+00,0,2015/11/06 08:29:42+00,,5.552,Dordrecht,G0505,bestaand,,5.5523335,13.1056156571113
1231,01,283,2020/06/05 00:00:00+00,0,2020/06/10 15:06:09+00,,9.134,Hardenberg,G0160,bestaand,,9.1341555,27.7003493060414
1232,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,10.142,Dordrecht,G0505,bestaand,,10.1417565,16.9988024559012
1233,01,283,2014/03/12 00:00:00+00,0,2015/11/05 14:50:46+00,,45.093,Dordrecht,G0505,bestaand,,45.093286,34.5567508405237
1234,01,283,2013/12/13 00:00:00+00,0,2015/11/05 14:50:46+00,,162.035,Dordrecht,G0505,bestaand,,162.01928771,266.471942506435
1235,01,283,2013/12/16 00:00:00+00,0,2018/08/31 07:44:07+00,,24.13,Dordrecht,G0505,bestaand,,24.1295565,60.1946948964095
1236,01,283,2013/08/19 00:00:00+00,0,2015/11/05 14:50:46+00,,9.606,Dordrecht,G0505,bestaand,,9.606478,26.8604718540404
1237,01,283,2013/07/18 00:00:00+00,0,2015/11/05 14:50:46+00,,13.055,Dordrecht,G0505,bestaand,,13.05462,14.1653822077612
1238,01,283,2014/04/09 00:00:00+00,0,2015/11/05 14:50:46+00,,151.38,Dordrecht,G0505,bestaand,,151.379689,74.3053109733719
1239,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,21.64,Dordrecht,G0505,bestaand,,21.639575,18.6130706552271
1240,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,114.639,Dordrecht,G0505,bestaand,,114.639082,56.0743844835878
1241,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,19.872,Dordrecht,G0505,bestaand,,19.8716175,17.8693072852571
1242,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,10.728,Dordrecht,G0505,bestaand,,10.7281935,22.0865057958469
1243,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,15.18,Dordrecht,G0505,bestaand,,15.17979,84.9246377411585
1244,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,21.59,Dordrecht,G0505,bestaand,,21.589853,18.5521908915618
1245,01,283,2014/03/25 00:00:00+00,0,2015/11/05 14:50:46+00,,28.998,Dordrecht,G0505,bestaand,,28.99763,25.4651660018254
1246,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.351,Dordrecht,G0505,bestaand,,6.351054,10.4651479876756
1247,01,283,2013/12/03 00:00:00+00,0,2015/10/20 09:02:30+00,,53.315,Dordrecht,G0505,bestaand,,53.315069,202.047133864054
1248,01,283,2014/04/14 00:00:00+00,0,2015/10/20 09:02:30+00,,38.839,Dordrecht,G0505,bestaand,,38.8387935,76.438449243909
1249,01,283,2014/05/01 00:00:00+00,0,2015/10/20 09:02:30+00,,60.738,Dordrecht,G0505,bestaand,,60.738064,90.548058598509
1250,01,283,2014/01/23 00:00:00+00,0,2015/10/20 09:02:30+00,,3.662,Dordrecht,G0505,bestaand,,3.66196,7.65452550336802
1251,01,283,2014/01/06 00:00:00+00,0,2015/10/20 09:02:30+00,,5.906,Dordrecht,G0505,bestaand,,5.9064925,24.874617225134
1252,01,283,2014/01/23 00:00:00+00,0,2019/04/26 15:04:32+00,,12.558,Dordrecht,G0505,bestaand,,12.5583535,29.8452249073955
1253,01,283,2020/04/20 00:00:00+00,0,2020/04/28 14:33:10+00,,11.928,Leeuwarden,G0080,bestaand,,11.944212775,26.2790180545799
