OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,BRON,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET_T,X,Y,LATITUDE,LONGITUDE
204,d46cc849-3ea8-4ad0-81c7-47da97500d02,,60,Bestaand,Fugro,Bd-Rtd,Breda - Rotterdam Centraal ,625,b,625,625_b,Lage Zwaluwe,15.429143,"15,429143","26,827374",104797.007,412010.964,51.69462129,4.66107958
205,6cf75039-fdc8-4b3a-b8fc-9db0889d3f75,,60,Bestaand,Fugro,Mt-Vl,Maastricht - Venlo ,519,a,519,519_a,Roermond,46.724904,"46,724904","8,018396",197574.596,356473.15,51.1960634,5.99628089
206,48c9c525-d52b-4c8d-9e0c-87f8a3003efe,,60,Bestaand,Fugro,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,26.135532,"26,135532","2,307634",147108.818,432344.763,51.87958364,5.27259856
207,c686a54d-e093-4f25-8e87-fee7cf8c6d75,,,Bestaand,Arcadis,Hlm-Utg,Haarlem - Uitgeest ,527,b,527,527_b,Haarlem,0.791494,"0,791494","21,246992",103220.029,489337.208,52.38944184,4.62655903
208,22d67c80-73bc-4049-8404-ff0930069796,,,Bestaand,Arcadis,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,139,,139,139__,Zaandam - Amsterdam Sloterdijk,174.199504,"174,199504","-11,124468",115387.465,491826.651,52.41282808,4.8049937
209,e41fd783-15ef-4667-995f-5ee5af7090ca,,,Bestaand,Arcadis,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,527,c,527,527_c,Haarlem,16.492734,"16,492734","21,683919",104390.438,489070.345,52.38715277,4.64379101
210,dbbb882e-2c47-4b45-91d2-6c253d4bd8a2,,60,Bestaand,Fugro,Std-Hz,Sittard - Herzogenrath (D) ,504,b,504,504_b,Heerlen,17.528017,"17,528017","-37,413699",195512.466,322895.308,50.89440246,5.96299693
211,1e48f0b3-f961-4afb-ba06-73d46e779fb9,,,Bestaand,Arcadis,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,803,h,803,803_h,Delfzijl Stamlijn Havenschap,102.339531,"102,339531","-5,678832",258509.995,593810.359,53.3206916,6.94057298
212,06d0459c-4e67-4ac8-92df-fc99b6c99eb1,,60,Bestaand,Fugro,Ah-Vl,Arnhem - Venlo ,514,a,514,514_a,Nijmegen,18.198831,"18,198831","7,039174",187328.653,427371.727,51.83400167,5.85623728
213,5fa5668e-4505-4b91-865b-87fbe3f1668c,,,Bestaand,Arcadis,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,24.511645,"24,511645","-15,956760",139868.521,474637.026,52.25955697,5.16557496
214,0e5043da-f19b-42b4-88e4-2955880b9e3a,,,Bestaand,Arcadis,Asd-Zp,Amsterdam Centraal - Zutphen ,088,,88,088__,Hilversum - Baarn,29.58515,"29,585150","-10,320929",141869.25,470253.19,52.22020765,5.19504927
215,863b75a1-25e5-46be-8581-3543eea2855c,,,Bestaand,Arcadis,Dzsh-Oho2,Delfzijl Stamlijn Havenschap - Oosterhorn Oost 2 ,803,k,803,803_k,Delfzijl Stamlijn Havenschap,140.185106,"140,185106","-9,015291",260267.56,592957.867,53.3126905,6.96665811
216,565876c3-494f-468d-ac40-8dbca7ca6d33,,,Bestaand,Arcadis,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,15.769331,"15,769331","-6,651428",144102.955,487619.771,52.37634073,5.22717562
217,44e78fb9-4855-47e0-b781-5b61eb0bce17,,60,Bestaand,Arcadis,Rda-Eem,Rodeschool Aansl. - Eemshaven ,815,a,815,815_a,Roodeschool Eemshaven,6.848757,"6,848757","4,591824",250296.63,607818.24,53.44804851,6.82154543
218,15dffe2a-4cd8-44e2-9b9c-e8266ce5a112,,,Bestaand,Arcadis,Asd-Zp,Amsterdam Centraal - Zutphen ,128,,128,128__,Diemen Aansl. - Weesp Aansl.,13.494118,"13,494118","-9,231154",131888.694,480245.666,52.30968806,5.0483125
219,24278bf8-8890-4bf6-9299-75ad1d134686,,120,Bestaand,Fugro,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,9.036386,"9,036386","38,827200",87959.782,432288.831,51.87510337,4.41365537
220,8535564b-5bff-4bc4-bfc4-ae17e6e6756a,,60,Bestaand,Fugro,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,23.478669,"23,478669","49,660382",90222.126,394680.638,51.53736694,4.45350875
221,bf594660-501f-40e8-8fa2-df8cbf8dbe7a,,60,Bestaand,Fugro,Ut-Btl,Utrecht Centraal - Boxtel ,614,c,614,614_c,s Hertogenbosch,47.209102,"47,209102","-39,314889",148740.244,411986.35,51.69661474,5.29665894
222,dd712233-e117-4fa6-ab5c-9a2f41cd06af,,,Bestaand,Arcadis,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,12.91164,"12,911640","-19,166563",106439.909,499874.254,52.48443138,4.67232756
223,f72fa19b-7173-4cec-b764-b7214379dbc7,,60,Bestaand,Arcadis,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,098,,98,098__,Breukelen - Utrecht Centraal,30.098612,"30,098612","13,650759",132485.074,459233.552,52.12086192,5.05845411
224,171abfb8-9249-4adc-85d6-2c5134bdcb3d,,120,Bestaand,Fugro,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,11.715901,"11,715901","-5,751971",85330.068,432601.995,51.87759519,4.37540932
225,a2859099-c7df-4cd6-935f-520d69534dc1,,60,Bestaand,Fugro,Std-Hz,Sittard - Herzogenrath (D) ,066,a,66,066_a,Landgraaf - Haanrade Grens,25.830011,"25,830011","10,327390",203165.172,322370.772,50.88909546,6.07168795
226,522913d3-d074-44eb-928e-862e8c6130d6,,60,Bestaand,Arcadis,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,1.052252,"1,052252","-25,959269",201748.166,501385.793,52.49817155,6.07562166
227,775cbf88-f728-4316-8d21-2bfa71009904,,60,Bestaand,Fugro,Std-Hz,Sittard - Herzogenrath (D) ,504,b,504,504_b,Heerlen,17.882875,"17,882875","-20,331892",195813.854,322708.318,50.89270031,5.96725927
228,6a0289c6-f6c6-40d7-8ce9-a4f6b46d3b17,,60,Bestaand,Arcadis,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,1.7,"1,700000","13,891786",201942.575,502005.948,52.50372808,6.07857156
229,afce0cf4-9738-4823-b7bc-4e8f3ddd9ac7,,120,Bestaand,Fugro,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,27.135695,"27,135695","-7,669278",72899.68,436647.319,51.91225513,4.19395755
230,1fc5c1a6-8044-4064-b1cf-e0987fb22db7,,,Bestaand,Arcadis,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,081,,81,081__,Zaandam - Amsterdam Singelgracht Aansl.,74.728096,"74,728096","2,517111",116965.174,491498.292,52.40998875,4.82821842
231,f3e09400-a677-4158-9298-6f7cbefe5f84,,,Bestaand,Arcadis,Ah-Zl,Arnhem - Zwolle ,503,c,503,503_c,Deventer,42.825512,"42,825512","-25,801450",208552.826,474476.048,52.25571283,6.17152742
232,976e7c8e-df49-40bc-88e6-50cad7e947cc,,,Bestaand,Arcadis,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.718312,"28,718312","-39,190427",210960.14,463061.686,52.15289149,6.20489604
233,14d97051-093e-495c-9b6a-068a540e470c,,,Bestaand,Arcadis,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,21.931661,"21,931661","3,943723",172575.661,560527.064,53.03136972,5.64919281
234,26933bf0-9a6c-459b-8b1d-f2b76aabdf3f,,60,Bestaand,Arcadis,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,42.335313,"42,335313","-16,663599",152179.407,463863.79,52.16292946,5.34598032
235,564a4ff9-a344-40f0-bcc0-f1b175b0cfa9,,,Bestaand,Arcadis,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,13.627638,"13,627638","-5,496546",254825.714,568507.021,53.09409198,6.87744793
236,cb39eb60-9398-425d-beb6-5d0e71838744,,60,Bestaand,Fugro,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,73.96582,"73,965820","-5,017193",30420.722,385789.414,51.4474145,3.59500529
237,d6eefc1b-ac85-40e8-9523-a80a583cbcf7,,60,Bestaand,Fugro,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,22.611657,"22,611657","-24,932466",90873.316,395261.229,51.54265975,4.46278758
238,1e1df690-2a7a-48d0-8da0-9893eb913cb4,,60,Bestaand,Fugro,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,555,,555,555__,Rotterdam Centraal,82.997226,"82,997226","-54,726208",90944.573,437689.692,51.92399367,4.45598967
239,0371eef0-60d5-42d0-9a89-1a0b14a6bacd,,,Bestaand,Arcadis,Zp-Ww,Zutphen - Winterswijk ,607,b,607,607_b,Winterswijk,44.106411,"44,106411","5,487628",246606.019,442572.783,51.96401578,6.7201493
240,e128d858-553d-40ac-addd-690be05dda55,,,Bestaand,Arcadis,Hdr-Zd,Den Helder - Zaandam ,619,,619,619__,Heerhugowaard,35.4721,"35,472100","-13,129008",116660.761,520288.141,52.66869878,4.82043125
241,67c0b0be-b4a5-4100-bb55-87fffcd788d9,,60,Bestaand,Fugro,Gd-Gvc,Gouda - Den Haag Centraal ,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,23.000635,"23,000635","-11,461162",83991.556,453937.441,52.0691675,4.35155731
242,f722231f-c5ac-45d7-b410-dffd8f99912d,,60,Bestaand,Fugro,Ah-Vl,Arnhem - Venlo ,514,a,514,514_a,Nijmegen,16.904536,"16,904536","67,542108",187042.043,428544.064,51.84455532,5.85218803
243,4bfdfcfb-88ca-41dd-af40-57cc93865abd,,60,Bestaand,Fugro,Hzl-Otw,Hooge Zwaluwe - Oosterhout Weststad ,823,a,823,823_a,Oosterhout Weststad,4.622194,"4,622194","66,231598",117362.878,409007.783,51.66861368,4.84314379
244,e3747488-6c65-4233-8d5f-39e57ec66942,,60,Bestaand,Fugro,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,65.577869,"65,577869","5,529098",127960.473,431646.052,51.87270332,4.99456606
245,82eddaec-31fe-47df-9711-5347e25965e3,,,Bestaand,Arcadis,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,803,h,803,803_h,Delfzijl Stamlijn Havenschap,100.627109,"100,627109","-2,784569",257794.819,595044.222,53.33191295,6.93024113
246,f58eda6d-5c7b-4a24-82a8-c277c9a25cd4,,60,Bestaand,Fugro,Std-Hz,Sittard - Herzogenrath (D) ,504,b,504,504_b,Heerlen,18.630312,"18,630312","-16,396374",196515.747,322477.477,50.89057497,5.97720792
247,89c5f748-922b-4300-94d6-2c09bcf2cc22,,,Bestaand,Arcadis,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.674588,"1,674588","130,471968",134610.318,456726.26,52.09840887,5.089635
248,bd248bdf-b6ae-4871-a9ab-5ecc627dac34,,60,Bestaand,Arcadis,Hlg-Nscg,Harlingen - Nieuweschans Grens ,501,,501,501__,Groningen,80.384384,"80,384384","-9,922727",233592.399,581095.574,53.21071402,6.56360962
249,b1d66e3f-7b01-425c-9f85-fc822580b3f9,,,Bestaand,Arcadis,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.257189,"91,257189","-20,633154",189676.335,444333.946,51.98631702,5.89200754
250,4b0e9b64-cd31-4c02-821d-ac1860b30a38,,60,Bestaand,Fugro,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,805,a,805,805_a,Dordrecht Zeehaventerrein,100.222754,"100,222754","5,730204",104348.85,424791.368,51.80944921,4.65273254
251,7867e45d-952f-48d4-8236-5367d786537f,,60,Bestaand,Arcadis,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,2.552774,"2,552774","30,193890",202562.49,502262.26,52.5059779,6.08773746
