Kenteken,Soort erkenning keuringsinstantie,Meld datum door keuringsinstantie,Meld tijd door keuringsinstantie,Gebrek identificatie,Soort erkenning omschrijving,Aantal gebreken geconstateerd,Meld datum door keuringsinstantie DT
00BFX8,AZ,20210302,1625,216,APK Zware voertuigen,1,03/02/2021 04:25:00 PM
00BFX8,AZ,20210302,1625,391,APK Zware voertuigen,1,03/02/2021 04:25:00 PM
00BFZ2,AZ,20210421,1447,391,APK Zware voertuigen,1,04/21/2021 02:47:00 PM
00BFZ2,AZ,20210421,1447,576,APK Zware voertuigen,2,04/21/2021 02:47:00 PM
00BFZ2,AZ,20220603,1105,589,APK Zware voertuigen,1,06/03/2022 11:05:00 AM
00BFZ4,AZ,20210120,1210,AC4,APK Zware voertuigen,1,01/20/2021 12:10:00 PM
00BFZ4,AZ,20220207,1602,598,APK Zware voertuigen,2,02/07/2022 04:02:00 PM
00BFZ4,AZ,20220207,1602,AC4,APK Zware voertuigen,1,02/07/2022 04:02:00 PM
00BFZ4,AZ,20230103,1608,AC4,APK Zware voertuigen,1,01/03/2023 04:08:00 PM
00BFZ5,AZ,20200415,1311,295,APK Zware voertuigen,1,04/15/2020 01:11:00 PM
00BFZ5,AZ,20200415,1311,391,APK Zware voertuigen,3,04/15/2020 01:11:00 PM
00BFZ5,AZ,20200415,1311,588,APK Zware voertuigen,1,04/15/2020 01:11:00 PM
00BFZ5,AZ,20210511,1352,259,APK Zware voertuigen,1,05/11/2021 01:52:00 PM
00BFZ5,AZ,20210511,1352,516,APK Zware voertuigen,1,05/11/2021 01:52:00 PM
00BFZ5,AZ,20220414,956,115,APK Zware voertuigen,1,04/14/2022 09:56:00 AM
00BFZ5,AZ,20220414,956,282,APK Zware voertuigen,1,04/14/2022 09:56:00 AM
00BFZ5,AZ,20220414,956,295,APK Zware voertuigen,1,04/14/2022 09:56:00 AM
00BFZ5,AZ,20220414,956,AC4,APK Zware voertuigen,1,04/14/2022 09:56:00 AM
00BFZ5,AZ,20220421,1348,AC4,APK Zware voertuigen,1,04/21/2022 01:48:00 PM
00BFZ6,AZ,20201102,1335,497,APK Zware voertuigen,1,11/02/2020 01:35:00 PM
00BFZ6,AZ,20211221,1558,392,APK Zware voertuigen,1,12/21/2021 03:58:00 PM
00BFZ6,AZ,20211221,1558,475,APK Zware voertuigen,1,12/21/2021 03:58:00 PM
00BFZ6,AZ,20211221,1558,AC4,APK Zware voertuigen,1,12/21/2021 03:58:00 PM
00BFZ7,AZ,20200420,1203,470,APK Zware voertuigen,1,04/20/2020 12:03:00 PM
00BFZ7,AZ,20200420,1203,516,APK Zware voertuigen,1,04/20/2020 12:03:00 PM
00BFZ7,AZ,20210329,1657,516,APK Zware voertuigen,1,03/29/2021 04:57:00 PM
00BFZ7,AZ,20220328,1324,053,APK Zware voertuigen,1,03/28/2022 01:24:00 PM
00BFZ7,AZ,20220328,1324,516,APK Zware voertuigen,1,03/28/2022 01:24:00 PM
00BFZ7,AZ,20220328,1324,520,APK Zware voertuigen,1,03/28/2022 01:24:00 PM
00BFZ7,AZ,20220328,1324,532,APK Zware voertuigen,1,03/28/2022 01:24:00 PM
00BFZ7,AZ,20220328,1324,570,APK Zware voertuigen,1,03/28/2022 01:24:00 PM
00BFZ7,AZ,20220328,1324,584,APK Zware voertuigen,1,03/28/2022 01:24:00 PM
00BFZ8,AZ,20220405,938,AC4,APK Zware voertuigen,1,04/05/2022 09:38:00 AM
00BFZ9,AZ,20200501,1207,589,APK Zware voertuigen,2,05/01/2020 12:07:00 PM
00BFZ9,AZ,20200501,1207,AC1,APK Zware voertuigen,1,05/01/2020 12:07:00 PM
00BFZ9,AZ,20210423,944,497,APK Zware voertuigen,1,04/23/2021 09:44:00 AM
00BFZ9,AZ,20220520,1140,117,APK Zware voertuigen,1,05/20/2022 11:40:00 AM
00BFZ9,AZ,20220520,1140,203,APK Zware voertuigen,1,05/20/2022 11:40:00 AM
00BFZ9,AZ,20220520,1140,205,APK Zware voertuigen,3,05/20/2022 11:40:00 AM
00BFZ9,AZ,20220520,1140,516,APK Zware voertuigen,1,05/20/2022 11:40:00 AM
00BGB1,AZ,20210504,1440,261,APK Zware voertuigen,2,05/04/2021 02:40:00 PM
00BGB1,AZ,20210504,1440,431,APK Zware voertuigen,1,05/04/2021 02:40:00 PM
00BGB1,AZ,20210504,1440,524,APK Zware voertuigen,1,05/04/2021 02:40:00 PM
00BGB1,AZ,20210504,1440,598,APK Zware voertuigen,1,05/04/2021 02:40:00 PM
00BGB1,AZ,20210504,1440,610,APK Zware voertuigen,5,05/04/2021 02:40:00 PM
00BGB1,AZ,20220429,1225,656,APK Zware voertuigen,1,04/29/2022 12:25:00 PM
00BGB3,AZ,20200626,1555,392,APK Zware voertuigen,1,06/26/2020 03:55:00 PM
00BGB3,AZ,20200626,1555,509,APK Zware voertuigen,2,06/26/2020 03:55:00 PM
00BGB3,AZ,20200626,1555,516,APK Zware voertuigen,2,06/26/2020 03:55:00 PM
00BGB3,AZ,20210603,1139,259,APK Zware voertuigen,1,06/03/2021 11:39:00 AM
00BGB3,AZ,20210603,1139,656,APK Zware voertuigen,1,06/03/2021 11:39:00 AM
00BGB3,AZ,20210603,1139,AC5,APK Zware voertuigen,1,06/03/2021 11:39:00 AM
00BGB3,AZ,20220517,1456,524,APK Zware voertuigen,1,05/17/2022 02:56:00 PM
00BGB3,AZ,20220517,1456,656,APK Zware voertuigen,1,05/17/2022 02:56:00 PM
00BGB5,AZ,20200428,1507,203,APK Zware voertuigen,3,04/28/2020 03:07:00 PM
00BGB5,AZ,20200428,1507,497,APK Zware voertuigen,1,04/28/2020 03:07:00 PM
00BGB5,AZ,20200428,1507,589,APK Zware voertuigen,1,04/28/2020 03:07:00 PM
00BGB5,AZ,20200428,1507,AC4,APK Zware voertuigen,1,04/28/2020 03:07:00 PM
00BGB5,AZ,20210602,1554,203,APK Zware voertuigen,3,06/02/2021 03:54:00 PM
00BGB5,AZ,20210602,1554,255,APK Zware voertuigen,1,06/02/2021 03:54:00 PM
00BGB5,AZ,20210602,1554,431,APK Zware voertuigen,2,06/02/2021 03:54:00 PM
00BGB5,AZ,20210602,1554,548,APK Zware voertuigen,1,06/02/2021 03:54:00 PM
00BGB5,AZ,20210602,1554,AC4,APK Zware voertuigen,1,06/02/2021 03:54:00 PM
00BGB5,AZ,20220527,1031,203,APK Zware voertuigen,1,05/27/2022 10:31:00 AM
00BGB5,AZ,20220527,1031,259,APK Zware voertuigen,1,05/27/2022 10:31:00 AM
00BGB5,AZ,20220527,1031,AC4,APK Zware voertuigen,1,05/27/2022 10:31:00 AM
00BGB6,AZ,20200519,1314,391,APK Zware voertuigen,1,05/19/2020 01:14:00 PM
00BGB6,AZ,20200519,1314,AC5,APK Zware voertuigen,1,05/19/2020 01:14:00 PM
00BGB7,AZ,20200904,1158,391,APK Zware voertuigen,3,09/04/2020 11:58:00 AM
00BGB7,AZ,20200904,1158,433,APK Zware voertuigen,1,09/04/2020 11:58:00 AM
00BGB7,AZ,20200904,1158,475,APK Zware voertuigen,2,09/04/2020 11:58:00 AM
00BGB7,AZ,20200904,1158,610,APK Zware voertuigen,4,09/04/2020 11:58:00 AM
00BGB7,AZ,20200904,1158,656,APK Zware voertuigen,1,09/04/2020 11:58:00 AM
00BGB7,AZ,20200904,1158,AC4,APK Zware voertuigen,1,09/04/2020 11:58:00 AM
00BGB7,AZ,20210824,1606,429,APK Zware voertuigen,2,08/24/2021 04:06:00 PM
00BGB7,AZ,20210824,1606,611,APK Zware voertuigen,2,08/24/2021 04:06:00 PM
00BGB7,AZ,20210824,1606,656,APK Zware voertuigen,1,08/24/2021 04:06:00 PM
00BGB7,AZ,20210824,1606,AC4,APK Zware voertuigen,1,08/24/2021 04:06:00 PM
00BGB7,AZ,20210824,1606,RA3,APK Zware voertuigen,1,08/24/2021 04:06:00 PM
00BGB7,AZ,20210824,1606,RA7,APK Zware voertuigen,1,08/24/2021 04:06:00 PM
00BGB7,AZ,20220815,1558,475,APK Zware voertuigen,2,08/15/2022 03:58:00 PM
00BGB7,AZ,20220815,1558,656,APK Zware voertuigen,1,08/15/2022 03:58:00 PM
00BGB8,AZ,20200626,1457,516,APK Zware voertuigen,1,06/26/2020 02:57:00 PM
00BGB8,AZ,20200626,1457,598,APK Zware voertuigen,1,06/26/2020 02:57:00 PM
00BGB9,AZ,20210728,1029,589,APK Zware voertuigen,1,07/28/2021 10:29:00 AM
00BGB9,AZ,20210728,1029,656,APK Zware voertuigen,1,07/28/2021 10:29:00 AM
00BGB9,AZ,20210728,1029,AC4,APK Zware voertuigen,1,07/28/2021 10:29:00 AM
00BGB9,AZ,20220906,1037,AC4,APK Zware voertuigen,1,09/06/2022 10:37:00 AM
00BGD1,AZ,20200708,1309,497,APK Zware voertuigen,1,07/08/2020 01:09:00 PM
00BGD1,AZ,20200708,1309,532,APK Zware voertuigen,1,07/08/2020 01:09:00 PM
00BGD1,AZ,20210527,1633,497,APK Zware voertuigen,1,05/27/2021 04:33:00 PM
00BGD1,AZ,20210527,1633,589,APK Zware voertuigen,1,05/27/2021 04:33:00 PM
00BGD3,AZ,20210609,1121,259,APK Zware voertuigen,1,06/09/2021 11:21:00 AM
00BGD3,AZ,20210609,1121,295,APK Zware voertuigen,1,06/09/2021 11:21:00 AM
00BGD3,AZ,20210609,1121,606,APK Zware voertuigen,1,06/09/2021 11:21:00 AM
00BGD3,AZ,20220610,1630,259,APK Zware voertuigen,1,06/10/2022 04:30:00 PM
00BGD3,AZ,20220610,1630,283,APK Zware voertuigen,2,06/10/2022 04:30:00 PM
00BGD3,AZ,20220610,1630,432,APK Zware voertuigen,1,06/10/2022 04:30:00 PM
00BGD3,AZ,20220610,1630,598,APK Zware voertuigen,1,06/10/2022 04:30:00 PM
00BGD3,AZ,20220610,1630,AC4,APK Zware voertuigen,1,06/10/2022 04:30:00 PM
00BGD3,AZ,20220610,1630,RA2,APK Zware voertuigen,1,06/10/2022 04:30:00 PM
00BGD7,AZ,20200327,1130,656,APK Zware voertuigen,1,03/27/2020 11:30:00 AM
00BGD7,AZ,20220324,1539,259,APK Zware voertuigen,1,03/24/2022 03:39:00 PM
00BGD7,AZ,20220324,1539,391,APK Zware voertuigen,1,03/24/2022 03:39:00 PM
00BGD7,AZ,20220324,1539,520,APK Zware voertuigen,1,03/24/2022 03:39:00 PM
00BGD8,AZ,20200327,943,656,APK Zware voertuigen,1,03/27/2020 09:43:00 AM
00BGD8,AZ,20210326,1025,205,APK Zware voertuigen,6,03/26/2021 10:25:00 AM
00BGD8,AZ,20210326,1025,316,APK Zware voertuigen,1,03/26/2021 10:25:00 AM
00BGD8,AZ,20210326,1025,584,APK Zware voertuigen,1,03/26/2021 10:25:00 AM
00BGD8,AZ,20210326,1025,656,APK Zware voertuigen,1,03/26/2021 10:25:00 AM
00BGD8,AZ,20220413,1644,259,APK Zware voertuigen,1,04/13/2022 04:44:00 PM
00BGD8,AZ,20220413,1644,295,APK Zware voertuigen,1,04/13/2022 04:44:00 PM
00BGD8,AZ,20220413,1644,475,APK Zware voertuigen,1,04/13/2022 04:44:00 PM
00BGD8,AZ,20220413,1644,497,APK Zware voertuigen,1,04/13/2022 04:44:00 PM
00BGD8,AZ,20220413,1644,656,APK Zware voertuigen,1,04/13/2022 04:44:00 PM
00BGD8,AZ,20220413,1644,AC4,APK Zware voertuigen,1,04/13/2022 04:44:00 PM
00BGD8,AZ,20220509,1309,400,APK Zware voertuigen,1,05/09/2022 01:09:00 PM
00BGF1,AZ,20200831,945,AC1,APK Zware voertuigen,1,08/31/2020 09:45:00 AM
00BGF2,AZ,20200706,1659,AC4,APK Zware voertuigen,1,07/06/2020 04:59:00 PM
00BGF2,AZ,20220708,923,203,APK Zware voertuigen,1,07/08/2022 09:23:00 AM
00BGF2,AZ,20220708,923,234,APK Zware voertuigen,2,07/08/2022 09:23:00 AM
00BGF2,AZ,20220708,923,261,APK Zware voertuigen,1,07/08/2022 09:23:00 AM
00BGF3,AZ,20220308,1143,AC4,APK Zware voertuigen,1,03/08/2022 11:43:00 AM
00BGF4,AZ,20200915,1216,259,APK Zware voertuigen,1,09/15/2020 12:16:00 PM
00BGF4,AZ,20200915,1216,516,APK Zware voertuigen,2,09/15/2020 12:16:00 PM
00BGF4,AZ,20200915,1216,656,APK Zware voertuigen,1,09/15/2020 12:16:00 PM
00BGF4,AZ,20210820,1110,516,APK Zware voertuigen,1,08/20/2021 11:10:00 AM
00BGF4,AZ,20210820,1110,AC4,APK Zware voertuigen,1,08/20/2021 11:10:00 AM
00BGF4,AZ,20220920,1649,475,APK Zware voertuigen,1,09/20/2022 04:49:00 PM
00BGF4,AZ,20220920,1649,AC4,APK Zware voertuigen,1,09/20/2022 04:49:00 PM
00BGF7,AZ,20200717,1405,205,APK Zware voertuigen,2,07/17/2020 02:05:00 PM
00BGF7,AZ,20200717,1405,589,APK Zware voertuigen,1,07/17/2020 02:05:00 PM
00BGF7,AZ,20220613,1329,234,APK Zware voertuigen,1,06/13/2022 01:29:00 PM
00BGF8,AZ,20200921,1057,AC4,APK Zware voertuigen,1,09/21/2020 10:57:00 AM
00BGF8,AZ,20200921,1057,RA2,APK Zware voertuigen,1,09/21/2020 10:57:00 AM
00BGF8,AZ,20210916,1140,169,APK Zware voertuigen,1,09/16/2021 11:40:00 AM
00BGF8,AZ,20210916,1140,497,APK Zware voertuigen,1,09/16/2021 11:40:00 AM
00BGF8,AZ,20210916,1445,169,APK Zware voertuigen,1,09/16/2021 02:45:00 PM
00BGF8,AZ,20210916,1445,497,APK Zware voertuigen,1,09/16/2021 02:45:00 PM
00BGF8,AZ,20210916,1445,AC4,APK Zware voertuigen,1,09/16/2021 02:45:00 PM
00BGF8,AZ,20220913,1506,576,APK Zware voertuigen,2,09/13/2022 03:06:00 PM
00BGF8,AZ,20220913,1506,656,APK Zware voertuigen,1,09/13/2022 03:06:00 PM
00BGF9,AZ,20200710,922,497,APK Zware voertuigen,1,07/10/2020 09:22:00 AM
00BGF9,AZ,20200710,922,AC4,APK Zware voertuigen,1,07/10/2020 09:22:00 AM
00BGF9,AZ,20200710,922,RA2,APK Zware voertuigen,1,07/10/2020 09:22:00 AM
00BGF9,AZ,20210923,1602,203,APK Zware voertuigen,1,09/23/2021 04:02:00 PM
00BGF9,AZ,20210923,1602,234,APK Zware voertuigen,2,09/23/2021 04:02:00 PM
00BGF9,AZ,20210923,1602,249,APK Zware voertuigen,2,09/23/2021 04:02:00 PM
00BGF9,AZ,20210923,1602,497,APK Zware voertuigen,1,09/23/2021 04:02:00 PM
00BGF9,AZ,20220909,1455,259,APK Zware voertuigen,2,09/09/2022 02:55:00 PM
00BGF9,AZ,20220909,1455,576,APK Zware voertuigen,2,09/09/2022 02:55:00 PM
00BGF9,AZ,20220909,1455,598,APK Zware voertuigen,2,09/09/2022 02:55:00 PM
00BGF9,AZ,20220909,1455,AC4,APK Zware voertuigen,1,09/09/2022 02:55:00 PM
00BGG1,AZ,20200623,1406,053,APK Zware voertuigen,1,06/23/2020 02:06:00 PM
00BGG1,AZ,20200623,1406,259,APK Zware voertuigen,1,06/23/2020 02:06:00 PM
00BGG1,AZ,20200623,1406,516,APK Zware voertuigen,2,06/23/2020 02:06:00 PM
00BGG1,AZ,20200623,1406,635,APK Zware voertuigen,1,06/23/2020 02:06:00 PM
00BGG1,AZ,20210720,1643,295,APK Zware voertuigen,1,07/20/2021 04:43:00 PM
00BGG1,AZ,20210720,1643,475,APK Zware voertuigen,1,07/20/2021 04:43:00 PM
00BGG1,AZ,20210720,1643,532,APK Zware voertuigen,1,07/20/2021 04:43:00 PM
00BGG1,AZ,20220711,1506,205,APK Zware voertuigen,1,07/11/2022 03:06:00 PM
00BGG1,AZ,20220711,1506,589,APK Zware voertuigen,1,07/11/2022 03:06:00 PM
00BGG1,AZ,20220711,1506,AC2,APK Zware voertuigen,1,07/11/2022 03:06:00 PM
00BGG1,TA,20210520,1552,939,Controleapparaten,1,05/20/2021 03:52:00 PM
00BGG3,AZ,20200819,1128,475,APK Zware voertuigen,2,08/19/2020 11:28:00 AM
00BGG3,AZ,20220301,1131,475,APK Zware voertuigen,1,03/01/2022 11:31:00 AM
00BGG3,AZ,20220301,1131,572,APK Zware voertuigen,1,03/01/2022 11:31:00 AM
00BGG3,AZ,20220301,1131,656,APK Zware voertuigen,1,03/01/2022 11:31:00 AM
00BGG4,AZ,20200817,927,568,APK Zware voertuigen,2,08/17/2020 09:27:00 AM
00BGG4,AZ,20200817,927,584,APK Zware voertuigen,1,08/17/2020 09:27:00 AM
00BGG4,AZ,20200817,927,AC4,APK Zware voertuigen,1,08/17/2020 09:27:00 AM
00BGG4,AZ,20210716,1637,589,APK Zware voertuigen,2,07/16/2021 04:37:00 PM
00BGG4,AZ,20220829,1236,399,APK Zware voertuigen,1,08/29/2022 12:36:00 PM
00BGG4,AZ,20220829,1236,542,APK Zware voertuigen,1,08/29/2022 12:36:00 PM
00BGG4,AZ,20220829,1236,589,APK Zware voertuigen,1,08/29/2022 12:36:00 PM
00BGG4,AZ,20220829,1236,AC4,APK Zware voertuigen,1,08/29/2022 12:36:00 PM
00BGG5,AZ,20200616,1426,584,APK Zware voertuigen,1,06/16/2020 02:26:00 PM
00BGG5,AZ,20210702,1455,289,APK Zware voertuigen,1,07/02/2021 02:55:00 PM
00BGG5,AZ,20210702,1455,475,APK Zware voertuigen,1,07/02/2021 02:55:00 PM
00BGG5,AZ,20210702,1455,576,APK Zware voertuigen,1,07/02/2021 02:55:00 PM
00BGG5,AZ,20220527,1624,115,APK Zware voertuigen,1,05/27/2022 04:24:00 PM
00BGG5,AZ,20220527,1624,172,APK Zware voertuigen,1,05/27/2022 04:24:00 PM
00BGG5,AZ,20220527,1624,259,APK Zware voertuigen,1,05/27/2022 04:24:00 PM
00BGG5,AZ,20220527,1624,391,APK Zware voertuigen,2,05/27/2022 04:24:00 PM
00BGG5,AZ,20220527,1624,393,APK Zware voertuigen,1,05/27/2022 04:24:00 PM
00BGG5,AZ,20220527,1624,516,APK Zware voertuigen,2,05/27/2022 04:24:00 PM
00BGG5,AZ,20220527,1624,576,APK Zware voertuigen,1,05/27/2022 04:24:00 PM
00BGG5,AZ,20220527,1624,598,APK Zware voertuigen,1,05/27/2022 04:24:00 PM
00BGG5,AZ,20220527,1624,610,APK Zware voertuigen,3,05/27/2022 04:24:00 PM
00BGG5,AZ,20220527,1624,619,APK Zware voertuigen,1,05/27/2022 04:24:00 PM
00BGG5,AZ,20220527,1624,AC4,APK Zware voertuigen,1,05/27/2022 04:24:00 PM
00BGG6,AZ,20220805,1458,259,APK Zware voertuigen,1,08/05/2022 02:58:00 PM
00BGG6,AZ,20220805,1458,516,APK Zware voertuigen,1,08/05/2022 02:58:00 PM
00BGG6,AZ,20220805,1458,656,APK Zware voertuigen,1,08/05/2022 02:58:00 PM
00BGG8,AZ,20200923,1501,AC5,APK Zware voertuigen,1,09/23/2020 03:01:00 PM
00BGG8,AZ,20210924,1628,250,APK Zware voertuigen,1,09/24/2021 04:28:00 PM
00BGG8,AZ,20210924,1628,255,APK Zware voertuigen,1,09/24/2021 04:28:00 PM
00BGG8,AZ,20210924,1628,589,APK Zware voertuigen,1,09/24/2021 04:28:00 PM
00BGH1,AZ,20200721,1011,516,APK Zware voertuigen,2,07/21/2020 10:11:00 AM
00BGH1,AZ,20210729,1140,205,APK Zware voertuigen,4,07/29/2021 11:40:00 AM
00BGH1,AZ,20210729,1140,576,APK Zware voertuigen,2,07/29/2021 11:40:00 AM
00BGH1,AZ,20210729,1140,636,APK Zware voertuigen,1,07/29/2021 11:40:00 AM
00BGH1,AZ,20220815,1414,053,APK Zware voertuigen,2,08/15/2022 02:14:00 PM
00BGH1,AZ,20220815,1414,119,APK Zware voertuigen,1,08/15/2022 02:14:00 PM
00BGH1,AZ,20220815,1414,205,APK Zware voertuigen,2,08/15/2022 02:14:00 PM
00BGH1,AZ,20220815,1414,227,APK Zware voertuigen,1,08/15/2022 02:14:00 PM
00BGH1,AZ,20220815,1414,393,APK Zware voertuigen,1,08/15/2022 02:14:00 PM
00BGH1,AZ,20220815,1414,470,APK Zware voertuigen,1,08/15/2022 02:14:00 PM
00BGH1,AZ,20220815,1414,477,APK Zware voertuigen,2,08/15/2022 02:14:00 PM
00BGH1,AZ,20220815,1414,497,APK Zware voertuigen,2,08/15/2022 02:14:00 PM
00BGH1,AZ,20220815,1414,507,APK Zware voertuigen,1,08/15/2022 02:14:00 PM
00BGH1,AZ,20220815,1414,510,APK Zware voertuigen,1,08/15/2022 02:14:00 PM
00BGH1,AZ,20220815,1414,AC4,APK Zware voertuigen,1,08/15/2022 02:14:00 PM
00BGH4,AZ,20210910,857,259,APK Zware voertuigen,4,09/10/2021 08:57:00 AM
00BGH5,AZ,20200811,1306,205,APK Zware voertuigen,1,08/11/2020 01:06:00 PM
00BGH5,AZ,20200811,1306,656,APK Zware voertuigen,1,08/11/2020 01:06:00 PM
00BGH5,AZ,20210830,1451,211,APK Zware voertuigen,2,08/30/2021 02:51:00 PM
00BGH5,AZ,20210830,1451,475,APK Zware voertuigen,1,08/30/2021 02:51:00 PM
00BGH5,AZ,20210830,1451,516,APK Zware voertuigen,1,08/30/2021 02:51:00 PM
00BGH5,AZ,20220919,1218,205,APK Zware voertuigen,2,09/19/2022 12:18:00 PM
00BGH5,AZ,20220919,1218,207,APK Zware voertuigen,1,09/19/2022 12:18:00 PM
00BGH5,AZ,20220919,1218,516,APK Zware voertuigen,2,09/19/2022 12:18:00 PM
00BGH8,AZ,20200817,1612,295,APK Zware voertuigen,2,08/17/2020 04:12:00 PM
00BGH8,AZ,20210927,1428,205,APK Zware voertuigen,4,09/27/2021 02:28:00 PM
00BGH8,AZ,20210927,1428,259,APK Zware voertuigen,1,09/27/2021 02:28:00 PM
00BGH9,AZ,20200813,922,225,APK Zware voertuigen,1,08/13/2020 09:22:00 AM
00BGH9,AZ,20200813,922,637,APK Zware voertuigen,1,08/13/2020 09:22:00 AM
00BGH9,AZ,20210806,1652,311,APK Zware voertuigen,8,08/06/2021 04:52:00 PM
00BGH9,AZ,20210806,1652,638,APK Zware voertuigen,1,08/06/2021 04:52:00 PM
00BGH9,TA,20201028,1051,939,Controleapparaten,1,10/28/2020 10:51:00 AM
00BGJ1,AZ,20200813,1426,234,APK Zware voertuigen,1,08/13/2020 02:26:00 PM
00BGJ1,AZ,20200813,1426,392,APK Zware voertuigen,1,08/13/2020 02:26:00 PM
00BGJ1,AZ,20200813,1426,516,APK Zware voertuigen,1,08/13/2020 02:26:00 PM
00BGJ1,AZ,20200813,1426,AC1,APK Zware voertuigen,1,08/13/2020 02:26:00 PM
00BGJ1,AZ,20200813,1426,AC4,APK Zware voertuigen,1,08/13/2020 02:26:00 PM
00BGJ1,AZ,20210902,1141,392,APK Zware voertuigen,1,09/02/2021 11:41:00 AM
00BGJ1,AZ,20210902,1141,AC1,APK Zware voertuigen,1,09/02/2021 11:41:00 AM
00BGJ1,AZ,20220718,1420,589,APK Zware voertuigen,1,07/18/2022 02:20:00 PM
00BGJ1,AZ,20220718,1420,AC4,APK Zware voertuigen,1,07/18/2022 02:20:00 PM
00BGJ1,AZ,20220718,1420,AC5,APK Zware voertuigen,1,07/18/2022 02:20:00 PM
00BGJ4,AZ,20200729,1044,589,APK Zware voertuigen,2,07/29/2020 10:44:00 AM
00BGJ4,AZ,20200729,1044,AC1,APK Zware voertuigen,1,07/29/2020 10:44:00 AM
00BGJ4,AZ,20210811,919,AC4,APK Zware voertuigen,1,08/11/2021 09:19:00 AM
00BGJ4,AZ,20220915,1030,203,APK Zware voertuigen,1,09/15/2022 10:30:00 AM
00BGJ4,AZ,20220915,1030,234,APK Zware voertuigen,2,09/15/2022 10:30:00 AM
00BGJ4,AZ,20220915,1030,584,APK Zware voertuigen,3,09/15/2022 10:30:00 AM
00BGJ4,AZ,20220915,1030,609,APK Zware voertuigen,2,09/15/2022 10:30:00 AM
00BGJ6,AZ,20210211,1221,226,APK Zware voertuigen,2,02/11/2021 12:21:00 PM
00BGJ6,AZ,20210211,1221,238,APK Zware voertuigen,1,02/11/2021 12:21:00 PM
00BGJ6,AZ,20210211,1221,475,APK Zware voertuigen,3,02/11/2021 12:21:00 PM
00BGJ6,AZ,20220112,1325,475,APK Zware voertuigen,1,01/12/2022 01:25:00 PM
00BGJ7,AZ,20210823,1157,316,APK Zware voertuigen,1,08/23/2021 11:57:00 AM
00BGJ7,AZ,20220804,1047,389,APK Zware voertuigen,1,08/04/2022 10:47:00 AM
00BGJ7,AZ,20220804,1047,AC4,APK Zware voertuigen,1,08/04/2022 10:47:00 AM
00BGK2,AZ,20221019,907,AC4,APK Zware voertuigen,1,10/19/2022 09:07:00 AM
00BGK3,AZ,20201015,1042,516,APK Zware voertuigen,2,10/15/2020 10:42:00 AM
00BGK3,AZ,20201015,1042,589,APK Zware voertuigen,2,10/15/2020 10:42:00 AM
00BGK3,AZ,20211004,1553,656,APK Zware voertuigen,1,10/04/2021 03:53:00 PM
00BGK3,AZ,20211004,1553,AC4,APK Zware voertuigen,1,10/04/2021 03:53:00 PM
00BGK3,AZ,20221017,1004,AC4,APK Zware voertuigen,1,10/17/2022 10:04:00 AM
00BGK4,AZ,20200917,1342,391,APK Zware voertuigen,2,09/17/2020 01:42:00 PM
00BGK4,AZ,20200917,1342,547,APK Zware voertuigen,1,09/17/2020 01:42:00 PM
00BGK4,AZ,20200917,1342,589,APK Zware voertuigen,1,09/17/2020 01:42:00 PM
00BGK4,AZ,20210902,1158,053,APK Zware voertuigen,2,09/02/2021 11:58:00 AM
00BGK4,AZ,20220906,1601,AC4,APK Zware voertuigen,1,09/06/2022 04:01:00 PM
00BGK6,AZ,20200821,1624,475,APK Zware voertuigen,1,08/21/2020 04:24:00 PM
00BGK6,AZ,20210816,1413,430,APK Zware voertuigen,1,08/16/2021 02:13:00 PM
00BGK6,AZ,20210816,1413,576,APK Zware voertuigen,1,08/16/2021 02:13:00 PM
00BGK6,AZ,20210816,1413,AC4,APK Zware voertuigen,1,08/16/2021 02:13:00 PM
00BGK6,AZ,20220808,1355,429,APK Zware voertuigen,1,08/08/2022 01:55:00 PM
00BGK6,AZ,20220808,1355,516,APK Zware voertuigen,2,08/08/2022 01:55:00 PM
00BGK6,AZ,20220808,1355,576,APK Zware voertuigen,1,08/08/2022 01:55:00 PM
00BGK6,AZ,20220808,1355,656,APK Zware voertuigen,1,08/08/2022 01:55:00 PM
00BGK6,AZ,20220808,1355,AC4,APK Zware voertuigen,1,08/08/2022 01:55:00 PM
00BGK7,AZ,20200908,1639,213,APK Zware voertuigen,1,09/08/2020 04:39:00 PM
00BGK7,AZ,20210920,1622,203,APK Zware voertuigen,1,09/20/2021 04:22:00 PM
00BGK7,AZ,20220818,1540,200,APK Zware voertuigen,2,08/18/2022 03:40:00 PM
00BGK7,AZ,20220818,1540,259,APK Zware voertuigen,1,08/18/2022 03:40:00 PM
