Kenteken,Soort erkenning keuringsinstantie,Meld datum door keuringsinstantie,Meld tijd door keuringsinstantie,Gebrek identificatie,Soort erkenning omschrijving,Aantal gebreken geconstateerd,Meld datum door keuringsinstantie DT
00BBL8,AZ,20220114,1040,RA2,APK Zware voertuigen,1,01/14/2022 10:40:00 AM
00BBL8,AZ,20230118,1433,068,APK Zware voertuigen,1,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,205,APK Zware voertuigen,1,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,289,APK Zware voertuigen,2,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,313,APK Zware voertuigen,2,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,330,APK Zware voertuigen,1,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,430,APK Zware voertuigen,1,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,431,APK Zware voertuigen,1,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,433,APK Zware voertuigen,1,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,475,APK Zware voertuigen,1,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,497,APK Zware voertuigen,1,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,589,APK Zware voertuigen,1,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,597,APK Zware voertuigen,1,01/18/2023 02:33:00 PM
00BBL8,AZ,20230118,1433,AC4,APK Zware voertuigen,1,01/18/2023 02:33:00 PM
00BBL8,AZ,20230123,1319,205,APK Zware voertuigen,1,01/23/2023 01:19:00 PM
00BBL8,AZ,20230123,1319,289,APK Zware voertuigen,2,01/23/2023 01:19:00 PM
00BBL8,AZ,20230123,1319,313,APK Zware voertuigen,2,01/23/2023 01:19:00 PM
00BBL8,AZ,20230123,1319,330,APK Zware voertuigen,1,01/23/2023 01:19:00 PM
00BBL8,AZ,20230123,1319,429,APK Zware voertuigen,4,01/23/2023 01:19:00 PM
00BBL8,AZ,20230123,1319,431,APK Zware voertuigen,1,01/23/2023 01:19:00 PM
00BBL8,AZ,20230123,1319,433,APK Zware voertuigen,1,01/23/2023 01:19:00 PM
00BBL8,AZ,20230123,1319,475,APK Zware voertuigen,1,01/23/2023 01:19:00 PM
00BBL8,AZ,20230123,1319,497,APK Zware voertuigen,1,01/23/2023 01:19:00 PM
00BBL8,AZ,20230123,1319,589,APK Zware voertuigen,1,01/23/2023 01:19:00 PM
00BBL8,AZ,20230123,1319,597,APK Zware voertuigen,1,01/23/2023 01:19:00 PM
00BBL8,AZ,20230123,1319,AC4,APK Zware voertuigen,1,01/23/2023 01:19:00 PM
00BBL9,AZ,20210728,1523,392,APK Zware voertuigen,1,07/28/2021 03:23:00 PM
00BBL9,AZ,20210728,1523,AC4,APK Zware voertuigen,1,07/28/2021 03:23:00 PM
00BBL9,AZ,20220804,1120,083,APK Zware voertuigen,1,08/04/2022 11:20:00 AM
00BBL9,AZ,20220804,1120,487,APK Zware voertuigen,1,08/04/2022 11:20:00 AM
00BBL9,AZ,20220804,1120,589,APK Zware voertuigen,1,08/04/2022 11:20:00 AM
00BBL9,AZ,20220804,1120,AC4,APK Zware voertuigen,1,08/04/2022 11:20:00 AM
00BBN1,AZ,20201113,1128,434,APK Zware voertuigen,1,11/13/2020 11:28:00 AM
00BBN1,AZ,20201113,1128,475,APK Zware voertuigen,2,11/13/2020 11:28:00 AM
00BBN1,AZ,20211008,1103,200,APK Zware voertuigen,4,10/08/2021 11:03:00 AM
00BBN1,AZ,20211008,1103,203,APK Zware voertuigen,1,10/08/2021 11:03:00 AM
00BBN1,AZ,20211008,1103,227,APK Zware voertuigen,4,10/08/2021 11:03:00 AM
00BBN1,AZ,20211008,1103,259,APK Zware voertuigen,1,10/08/2021 11:03:00 AM
00BBN1,AZ,20211008,1103,295,APK Zware voertuigen,3,10/08/2021 11:03:00 AM
00BBN1,AZ,20220923,1122,542,APK Zware voertuigen,1,09/23/2022 11:22:00 AM
00BBN1,AZ,20220923,1122,556,APK Zware voertuigen,4,09/23/2022 11:22:00 AM
00BBN1,AZ,20220923,1122,584,APK Zware voertuigen,1,09/23/2022 11:22:00 AM
00BBN1,AZ,20220923,1122,589,APK Zware voertuigen,1,09/23/2022 11:22:00 AM
00BBN1,AZ,20220923,1122,AC4,APK Zware voertuigen,1,09/23/2022 11:22:00 AM
00BBN3,AZ,20201221,1521,AC4,APK Zware voertuigen,1,12/21/2020 03:21:00 PM
00BBN3,AZ,20211110,1615,AC4,APK Zware voertuigen,1,11/10/2021 04:15:00 PM
00BBN3,AZ,20221129,952,AC4,APK Zware voertuigen,1,11/29/2022 09:52:00 AM
00BBN4,AZ,20210305,1527,475,APK Zware voertuigen,1,03/05/2021 03:27:00 PM
00BBN4,AZ,20210305,1527,548,APK Zware voertuigen,2,03/05/2021 03:27:00 PM
00BBN4,AZ,20210305,1527,AC4,APK Zware voertuigen,1,03/05/2021 03:27:00 PM
00BBN4,AZ,20220421,1224,053,APK Zware voertuigen,1,04/21/2022 12:24:00 PM
00BBN4,AZ,20220421,1224,556,APK Zware voertuigen,1,04/21/2022 12:24:00 PM
00BBN4,AZ,20220421,1224,AC4,APK Zware voertuigen,1,04/21/2022 12:24:00 PM
00BBN5,AZ,20210111,1445,496,APK Zware voertuigen,1,01/11/2021 02:45:00 PM
00BBN5,AZ,20210111,1445,AC4,APK Zware voertuigen,1,01/11/2021 02:45:00 PM
00BBN5,AZ,20220103,1410,259,APK Zware voertuigen,1,01/03/2022 02:10:00 PM
00BBN5,AZ,20220103,1410,584,APK Zware voertuigen,1,01/03/2022 02:10:00 PM
00BBN5,AZ,20220103,1410,979,APK Zware voertuigen,1,01/03/2022 02:10:00 PM
00BBN6,AZ,20220201,1643,226,APK Zware voertuigen,1,02/01/2022 04:43:00 PM
00BBN6,AZ,20220201,1643,259,APK Zware voertuigen,1,02/01/2022 04:43:00 PM
00BBN6,AZ,20220201,1643,AC4,APK Zware voertuigen,1,02/01/2022 04:43:00 PM
00BBN7,AZ,20201229,1459,391,APK Zware voertuigen,1,12/29/2020 02:59:00 PM
00BBN7,AZ,20201229,1459,432,APK Zware voertuigen,1,12/29/2020 02:59:00 PM
00BBN7,AZ,20201229,1459,584,APK Zware voertuigen,1,12/29/2020 02:59:00 PM
00BBP2,AZ,20200227,1526,584,APK Zware voertuigen,1,02/27/2020 03:26:00 PM
00BBP2,AZ,20200227,1526,AC4,APK Zware voertuigen,1,02/27/2020 03:26:00 PM
00BBP2,AZ,20200227,1526,RA2,APK Zware voertuigen,1,02/27/2020 03:26:00 PM
00BBP2,AZ,20210113,1554,053,APK Zware voertuigen,1,01/13/2021 03:54:00 PM
00BBP2,AZ,20210113,1554,391,APK Zware voertuigen,2,01/13/2021 03:54:00 PM
00BBP2,AZ,20210113,1554,470,APK Zware voertuigen,1,01/13/2021 03:54:00 PM
00BBP2,AZ,20210113,1554,AC4,APK Zware voertuigen,1,01/13/2021 03:54:00 PM
00BBP2,AZ,20210113,1554,RA2,APK Zware voertuigen,1,01/13/2021 03:54:00 PM
00BBP2,AZ,20220304,1420,589,APK Zware voertuigen,1,03/04/2022 02:20:00 PM
00BBP2,AZ,20220304,1420,AC4,APK Zware voertuigen,1,03/04/2022 02:20:00 PM
00BBP2,AZ,20220304,1420,RA2,APK Zware voertuigen,1,03/04/2022 02:20:00 PM
00BBP6,AZ,20200212,1645,259,APK Zware voertuigen,1,02/12/2020 04:45:00 PM
00BBP6,AZ,20200212,1645,576,APK Zware voertuigen,2,02/12/2020 04:45:00 PM
00BBP6,AZ,20200212,1645,RA2,APK Zware voertuigen,1,02/12/2020 04:45:00 PM
00BBP6,AZ,20210217,1608,556,APK Zware voertuigen,2,02/17/2021 04:08:00 PM
00BBP6,AZ,20210217,1608,RA2,APK Zware voertuigen,1,02/17/2021 04:08:00 PM
00BBP6,AZ,20220324,1631,391,APK Zware voertuigen,1,03/24/2022 04:31:00 PM
00BBP6,AZ,20220324,1631,AC5,APK Zware voertuigen,1,03/24/2022 04:31:00 PM
00BBP6,AZ,20220324,1631,RA2,APK Zware voertuigen,1,03/24/2022 04:31:00 PM
00BBP7,AZ,20210122,1435,250,APK Zware voertuigen,1,01/22/2021 02:35:00 PM
00BBP7,AZ,20210122,1435,391,APK Zware voertuigen,1,01/22/2021 02:35:00 PM
00BBP7,AZ,20210122,1435,AC4,APK Zware voertuigen,1,01/22/2021 02:35:00 PM
00BBP7,AZ,20220225,1450,234,APK Zware voertuigen,2,02/25/2022 02:50:00 PM
00BBP7,AZ,20220225,1450,250,APK Zware voertuigen,2,02/25/2022 02:50:00 PM
00BBP7,AZ,20220225,1450,259,APK Zware voertuigen,1,02/25/2022 02:50:00 PM
00BBP7,AZ,20220225,1450,361,APK Zware voertuigen,1,02/25/2022 02:50:00 PM
00BBP7,AZ,20220225,1450,391,APK Zware voertuigen,1,02/25/2022 02:50:00 PM
00BBP7,AZ,20220225,1450,AC4,APK Zware voertuigen,1,02/25/2022 02:50:00 PM
00BBR4,AZ,20200914,1228,429,APK Zware voertuigen,1,09/14/2020 12:28:00 PM
00BBR4,AZ,20200914,1228,610,APK Zware voertuigen,3,09/14/2020 12:28:00 PM
00BBR4,AZ,20211005,914,475,APK Zware voertuigen,3,10/05/2021 09:14:00 AM
00BBR4,AZ,20211005,914,516,APK Zware voertuigen,2,10/05/2021 09:14:00 AM
00BBR4,AZ,20211005,914,AC4,APK Zware voertuigen,1,10/05/2021 09:14:00 AM
00BBR5,AZ,20200326,951,429,APK Zware voertuigen,1,03/26/2020 09:51:00 AM
00BBR5,AZ,20200326,951,516,APK Zware voertuigen,2,03/26/2020 09:51:00 AM
00BBR5,AZ,20200326,951,556,APK Zware voertuigen,1,03/26/2020 09:51:00 AM
00BBR5,AZ,20210225,1520,654,APK Zware voertuigen,1,02/25/2021 03:20:00 PM
00BBR5,AZ,20210225,1520,656,APK Zware voertuigen,1,02/25/2021 03:20:00 PM
00BBR5,AZ,20220114,925,331,APK Zware voertuigen,1,01/14/2022 09:25:00 AM
00BBR5,AZ,20220114,925,475,APK Zware voertuigen,2,01/14/2022 09:25:00 AM
00BBR5,AZ,20220114,925,RA2,APK Zware voertuigen,1,01/14/2022 09:25:00 AM
00BBR7,AZ,20200226,904,203,APK Zware voertuigen,2,02/26/2020 09:04:00 AM
00BBR7,AZ,20200226,904,571,APK Zware voertuigen,1,02/26/2020 09:04:00 AM
00BBR7,AZ,20200226,904,AC4,APK Zware voertuigen,1,02/26/2020 09:04:00 AM
00BBR7,AZ,20210223,1352,588,APK Zware voertuigen,2,02/23/2021 01:52:00 PM
00BBR7,AZ,20210223,1352,AC4,APK Zware voertuigen,1,02/23/2021 01:52:00 PM
00BBR7,AZ,20220208,1159,516,APK Zware voertuigen,2,02/08/2022 11:59:00 AM
00BBR7,AZ,20220208,1159,AC4,APK Zware voertuigen,1,02/08/2022 11:59:00 AM
00BBS1,AZ,20200310,1434,295,APK Zware voertuigen,1,03/10/2020 02:34:00 PM
00BBS1,AZ,20200310,1434,392,APK Zware voertuigen,2,03/10/2020 02:34:00 PM
00BBS1,AZ,20200310,1434,470,APK Zware voertuigen,1,03/10/2020 02:34:00 PM
00BBS1,AZ,20200310,1434,516,APK Zware voertuigen,1,03/10/2020 02:34:00 PM
00BBS1,AZ,20200310,1434,RA2,APK Zware voertuigen,1,03/10/2020 02:34:00 PM
00BBS1,AZ,20210412,1421,AC4,APK Zware voertuigen,1,04/12/2021 02:21:00 PM
00BBS1,AZ,20220325,1604,AC1,APK Zware voertuigen,1,03/25/2022 04:04:00 PM
00BBS1,AZ,20220325,1604,AC4,APK Zware voertuigen,1,03/25/2022 04:04:00 PM
00BBS2,AZ,20200303,1515,203,APK Zware voertuigen,3,03/03/2020 03:15:00 PM
00BBS2,AZ,20200303,1515,230,APK Zware voertuigen,1,03/03/2020 03:15:00 PM
00BBS2,AZ,20210331,922,115,APK Zware voertuigen,1,03/31/2021 09:22:00 AM
00BBS2,AZ,20220413,1550,203,APK Zware voertuigen,1,04/13/2022 03:50:00 PM
00BBS2,AZ,20220413,1550,259,APK Zware voertuigen,1,04/13/2022 03:50:00 PM
00BBS6,AZ,20200304,900,391,APK Zware voertuigen,3,03/04/2020 09:00:00 AM
00BBS6,AZ,20200304,900,475,APK Zware voertuigen,3,03/04/2020 09:00:00 AM
00BBS6,AZ,20200304,900,576,APK Zware voertuigen,2,03/04/2020 09:00:00 AM
00BBS6,AZ,20210301,1155,115,APK Zware voertuigen,1,03/01/2021 11:55:00 AM
00BBT3,AZ,20200430,1459,401,APK Zware voertuigen,1,04/30/2020 02:59:00 PM
00BBT3,AZ,20200430,1459,516,APK Zware voertuigen,2,04/30/2020 02:59:00 PM
00BBT3,AZ,20200430,1459,589,APK Zware voertuigen,1,04/30/2020 02:59:00 PM
00BBT3,AZ,20210414,1223,475,APK Zware voertuigen,1,04/14/2021 12:23:00 PM
00BBT3,AZ,20210414,1223,497,APK Zware voertuigen,1,04/14/2021 12:23:00 PM
00BBT3,AZ,20210414,1223,589,APK Zware voertuigen,1,04/14/2021 12:23:00 PM
00BBT3,AZ,20220404,1343,475,APK Zware voertuigen,1,04/04/2022 01:43:00 PM
00BBT3,AZ,20220404,1343,516,APK Zware voertuigen,2,04/04/2022 01:43:00 PM
00BBT3,AZ,20220404,1343,589,APK Zware voertuigen,1,04/04/2022 01:43:00 PM
00BBT5,AZ,20200417,1638,203,APK Zware voertuigen,4,04/17/2020 04:38:00 PM
00BBT5,AZ,20200417,1638,227,APK Zware voertuigen,1,04/17/2020 04:38:00 PM
00BBT5,AZ,20200417,1638,259,APK Zware voertuigen,3,04/17/2020 04:38:00 PM
00BBT5,AZ,20200417,1638,400,APK Zware voertuigen,1,04/17/2020 04:38:00 PM
00BBT5,AZ,20200417,1638,497,APK Zware voertuigen,1,04/17/2020 04:38:00 PM
00BBT5,AZ,20200417,1638,507,APK Zware voertuigen,1,04/17/2020 04:38:00 PM
00BBT5,AZ,20200417,1638,AC5,APK Zware voertuigen,1,04/17/2020 04:38:00 PM
00BBT5,AZ,20210325,1620,190,APK Zware voertuigen,1,03/25/2021 04:20:00 PM
00BBT5,AZ,20210325,1620,203,APK Zware voertuigen,3,03/25/2021 04:20:00 PM
00BBT5,AZ,20210325,1620,332,APK Zware voertuigen,1,03/25/2021 04:20:00 PM
00BBT5,AZ,20210325,1620,373,APK Zware voertuigen,1,03/25/2021 04:20:00 PM
00BBT5,AZ,20210325,1620,516,APK Zware voertuigen,1,03/25/2021 04:20:00 PM
00BBT5,AZ,20210325,1620,AC4,APK Zware voertuigen,1,03/25/2021 04:20:00 PM
00BBT5,AZ,20220503,1226,115,APK Zware voertuigen,1,05/03/2022 12:26:00 PM
00BBT5,AZ,20220503,1226,158,APK Zware voertuigen,1,05/03/2022 12:26:00 PM
00BBT5,AZ,20220503,1226,226,APK Zware voertuigen,2,05/03/2022 12:26:00 PM
00BBT5,AZ,20220503,1226,259,APK Zware voertuigen,1,05/03/2022 12:26:00 PM
00BBT5,AZ,20220503,1226,497,APK Zware voertuigen,1,05/03/2022 12:26:00 PM
00BBT5,AZ,20220503,1226,589,APK Zware voertuigen,1,05/03/2022 12:26:00 PM
00BBT5,AZ,20220503,1226,RA2,APK Zware voertuigen,1,05/03/2022 12:26:00 PM
00BBT7,AZ,20200331,953,589,APK Zware voertuigen,1,03/31/2020 09:53:00 AM
00BBT7,AZ,20200331,953,RA2,APK Zware voertuigen,1,03/31/2020 09:53:00 AM
00BBT7,AZ,20210401,908,470,APK Zware voertuigen,1,04/01/2021 09:08:00 AM
00BBT7,AZ,20210401,908,516,APK Zware voertuigen,1,04/01/2021 09:08:00 AM
00BBT7,AZ,20220523,1622,584,APK Zware voertuigen,1,05/23/2022 04:22:00 PM
00BBV1,AZ,20210121,1602,115,APK Zware voertuigen,1,01/21/2021 04:02:00 PM
00BBV1,AZ,20210121,1602,259,APK Zware voertuigen,3,01/21/2021 04:02:00 PM
00BBV1,AZ,20220106,1317,115,APK Zware voertuigen,1,01/06/2022 01:17:00 PM
00BBV1,AZ,20220106,1317,203,APK Zware voertuigen,3,01/06/2022 01:17:00 PM
00BBV1,AZ,20220106,1317,312,APK Zware voertuigen,2,01/06/2022 01:17:00 PM
00BBV1,AZ,20220106,1317,597,APK Zware voertuigen,1,01/06/2022 01:17:00 PM
00BBV1,AZ,20220106,1317,RA2,APK Zware voertuigen,1,01/06/2022 01:17:00 PM
00BBV3,AZ,20200604,1206,AC4,APK Zware voertuigen,1,06/04/2020 12:06:00 PM
00BBV3,AZ,20210614,1348,475,APK Zware voertuigen,3,06/14/2021 01:48:00 PM
00BBV3,AZ,20210614,1348,507,APK Zware voertuigen,1,06/14/2021 01:48:00 PM
00BBV3,AZ,20210614,1348,576,APK Zware voertuigen,1,06/14/2021 01:48:00 PM
00BBV3,AZ,20220617,1221,115,APK Zware voertuigen,1,06/17/2022 12:21:00 PM
00BBV3,AZ,20220617,1221,205,APK Zware voertuigen,1,06/17/2022 12:21:00 PM
00BBV4,AZ,20210519,1150,AC4,APK Zware voertuigen,1,05/19/2021 11:50:00 AM
00BBV9,AZ,20211122,1140,AC4,APK Zware voertuigen,1,11/22/2021 11:40:00 AM
00BBV9,AZ,20221117,957,AC1,APK Zware voertuigen,1,11/17/2022 09:57:00 AM
00BBX3,AZ,20220519,1600,391,APK Zware voertuigen,3,05/19/2022 04:00:00 PM
00BBX4,AZ,20200522,1403,AC5,APK Zware voertuigen,1,05/22/2020 02:03:00 PM
00BBX4,AZ,20220525,1350,516,APK Zware voertuigen,2,05/25/2022 01:50:00 PM
00BBX8,AZ,20200717,1607,330,APK Zware voertuigen,2,07/17/2020 04:07:00 PM
00BBX8,AZ,20200717,1607,524,APK Zware voertuigen,1,07/17/2020 04:07:00 PM
00BBX8,AZ,20200717,1607,578,APK Zware voertuigen,1,07/17/2020 04:07:00 PM
00BBX8,AZ,20210608,1505,391,APK Zware voertuigen,1,06/08/2021 03:05:00 PM
00BBX8,AZ,20210608,1505,475,APK Zware voertuigen,1,06/08/2021 03:05:00 PM
00BBX8,AZ,20210608,1505,584,APK Zware voertuigen,1,06/08/2021 03:05:00 PM
00BBX8,AZ,20210608,1505,AC1,APK Zware voertuigen,1,06/08/2021 03:05:00 PM
00BBX8,AZ,20210608,1505,AC4,APK Zware voertuigen,1,06/08/2021 03:05:00 PM
00BBX9,AZ,20200811,914,AC4,APK Zware voertuigen,1,08/11/2020 09:14:00 AM
00BBX9,AZ,20210802,1617,AC4,APK Zware voertuigen,1,08/02/2021 04:17:00 PM
00BBX9,AZ,20220623,1456,539,APK Zware voertuigen,1,06/23/2022 02:56:00 PM
00BBX9,AZ,20220623,1456,AC4,APK Zware voertuigen,1,06/23/2022 02:56:00 PM
00BBZ1,AZ,20200610,1603,031,APK Zware voertuigen,1,06/10/2020 04:03:00 PM
00BBZ1,AZ,20200610,1603,250,APK Zware voertuigen,3,06/10/2020 04:03:00 PM
00BBZ1,AZ,20200610,1603,435,APK Zware voertuigen,2,06/10/2020 04:03:00 PM
00BBZ1,AZ,20200610,1603,471,APK Zware voertuigen,1,06/10/2020 04:03:00 PM
00BBZ1,AZ,20200610,1603,507,APK Zware voertuigen,1,06/10/2020 04:03:00 PM
00BBZ1,AZ,20200610,1603,516,APK Zware voertuigen,2,06/10/2020 04:03:00 PM
00BBZ1,AZ,20200610,1603,547,APK Zware voertuigen,1,06/10/2020 04:03:00 PM
00BBZ1,AZ,20200610,1603,589,APK Zware voertuigen,2,06/10/2020 04:03:00 PM
00BBZ1,AZ,20200610,1603,598,APK Zware voertuigen,2,06/10/2020 04:03:00 PM
00BBZ1,AZ,20200610,1603,635,APK Zware voertuigen,1,06/10/2020 04:03:00 PM
00BBZ1,AZ,20200610,1603,638,APK Zware voertuigen,1,06/10/2020 04:03:00 PM
00BBZ1,AZ,20210618,1534,115,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,205,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,213,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,227,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,292,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,295,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,375,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,401,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,428,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,470,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,548,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,556,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,572,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,589,APK Zware voertuigen,5,06/18/2021 03:34:00 PM
00BBZ1,AZ,20210618,1534,RA2,APK Zware voertuigen,1,06/18/2021 03:34:00 PM
00BBZ1,AZ,20220629,1658,191,APK Zware voertuigen,1,06/29/2022 04:58:00 PM
00BBZ1,AZ,20220629,1658,195,APK Zware voertuigen,2,06/29/2022 04:58:00 PM
00BBZ1,AZ,20220629,1658,203,APK Zware voertuigen,1,06/29/2022 04:58:00 PM
00BBZ1,AZ,20220629,1658,259,APK Zware voertuigen,1,06/29/2022 04:58:00 PM
00BBZ1,AZ,20220629,1658,375,APK Zware voertuigen,1,06/29/2022 04:58:00 PM
00BBZ1,AZ,20220629,1658,391,APK Zware voertuigen,1,06/29/2022 04:58:00 PM
00BBZ1,AZ,20220629,1658,393,APK Zware voertuigen,1,06/29/2022 04:58:00 PM
00BBZ1,AZ,20220629,1658,547,APK Zware voertuigen,1,06/29/2022 04:58:00 PM
00BBZ1,AZ,20220629,1658,589,APK Zware voertuigen,1,06/29/2022 04:58:00 PM
00BBZ1,AZ,20220629,1658,643,APK Zware voertuigen,1,06/29/2022 04:58:00 PM
00BBZ4,AZ,20200615,1421,259,APK Zware voertuigen,1,06/15/2020 02:21:00 PM
00BBZ4,AZ,20200615,1421,475,APK Zware voertuigen,1,06/15/2020 02:21:00 PM
00BBZ4,AZ,20200615,1421,516,APK Zware voertuigen,1,06/15/2020 02:21:00 PM
00BBZ4,AZ,20200615,1421,656,APK Zware voertuigen,1,06/15/2020 02:21:00 PM
00BBZ4,AZ,20201022,1214,516,APK Zware voertuigen,2,10/22/2020 12:14:00 PM
00BBZ4,AZ,20201022,1214,915,APK Zware voertuigen,1,10/22/2020 12:14:00 PM
00BBZ4,AZ,20210826,1029,391,APK Zware voertuigen,2,08/26/2021 10:29:00 AM
00BBZ4,AZ,20210826,1029,475,APK Zware voertuigen,2,08/26/2021 10:29:00 AM
00BBZ4,AZ,20210826,1029,597,APK Zware voertuigen,1,08/26/2021 10:29:00 AM
00BBZ4,AZ,20221024,1349,259,APK Zware voertuigen,1,10/24/2022 01:49:00 PM
00BDB1,AZ,20200212,1055,516,APK Zware voertuigen,1,02/12/2020 10:55:00 AM
00BDB1,AZ,20200212,1055,AC4,APK Zware voertuigen,1,02/12/2020 10:55:00 AM
00BDB1,AZ,20200212,1055,RA2,APK Zware voertuigen,1,02/12/2020 10:55:00 AM
00BDB1,AZ,20210211,1240,200,APK Zware voertuigen,2,02/11/2021 12:40:00 PM
00BDB1,AZ,20210211,1240,205,APK Zware voertuigen,4,02/11/2021 12:40:00 PM
00BDB1,AZ,20210211,1240,522,APK Zware voertuigen,1,02/11/2021 12:40:00 PM
00BDB1,AZ,20220315,1529,259,APK Zware voertuigen,1,03/15/2022 03:29:00 PM
00BDB1,AZ,20220315,1529,357,APK Zware voertuigen,1,03/15/2022 03:29:00 PM
00BDB1,AZ,20220315,1529,475,APK Zware voertuigen,1,03/15/2022 03:29:00 PM
00BDB1,AZ,20220315,1529,AC4,APK Zware voertuigen,1,03/15/2022 03:29:00 PM
00BDB3,AZ,20200515,1215,AC4,APK Zware voertuigen,1,05/15/2020 12:15:00 PM
00BDB3,AZ,20210520,1559,AC4,APK Zware voertuigen,1,05/20/2021 03:59:00 PM
00BDB3,AZ,20220524,1546,AC4,APK Zware voertuigen,1,05/24/2022 03:46:00 PM
00BDB5,AZ,20200703,1616,176,APK Zware voertuigen,1,07/03/2020 04:16:00 PM
00BDB5,AZ,20200703,1616,256,APK Zware voertuigen,1,07/03/2020 04:16:00 PM
00BDB5,AZ,20200703,1616,391,APK Zware voertuigen,3,07/03/2020 04:16:00 PM
00BDB5,AZ,20200703,1616,470,APK Zware voertuigen,2,07/03/2020 04:16:00 PM
00BDB5,AZ,20200703,1616,548,APK Zware voertuigen,1,07/03/2020 04:16:00 PM
00BDB5,AZ,20200703,1616,639,APK Zware voertuigen,1,07/03/2020 04:16:00 PM
00BDB5,AZ,20210702,1323,205,APK Zware voertuigen,4,07/02/2021 01:23:00 PM
00BDB5,AZ,20210702,1323,234,APK Zware voertuigen,4,07/02/2021 01:23:00 PM
00BDB5,AZ,20210702,1323,428,APK Zware voertuigen,1,07/02/2021 01:23:00 PM
00BDB5,AZ,20210702,1323,475,APK Zware voertuigen,3,07/02/2021 01:23:00 PM
00BDB5,AZ,20220630,1656,475,APK Zware voertuigen,1,06/30/2022 04:56:00 PM
00BDB5,AZ,20220630,1656,AC4,APK Zware voertuigen,1,06/30/2022 04:56:00 PM
00BDB5,AZ,20220630,1656,AC5,APK Zware voertuigen,1,06/30/2022 04:56:00 PM
00BDB5,TA,20210705,1311,940,Controleapparaten,1,07/05/2021 01:11:00 PM
00BDB9,AZ,20210719,1625,RA2,APK Zware voertuigen,1,07/19/2021 04:25:00 PM
00BDB9,AZ,20220715,845,172,APK Zware voertuigen,1,07/15/2022 08:45:00 AM
00BDB9,AZ,20220715,845,493,APK Zware voertuigen,2,07/15/2022 08:45:00 AM
00BDB9,AZ,20220715,845,540,APK Zware voertuigen,2,07/15/2022 08:45:00 AM
00BDB9,AZ,20220715,845,610,APK Zware voertuigen,4,07/15/2022 08:45:00 AM
00BDD2,AZ,20200831,1152,205,APK Zware voertuigen,1,08/31/2020 11:52:00 AM
00BDD2,AZ,20200831,1152,497,APK Zware voertuigen,1,08/31/2020 11:52:00 AM
00BDD2,AZ,20200831,1152,524,APK Zware voertuigen,1,08/31/2020 11:52:00 AM
00BDD2,AZ,20210906,945,475,APK Zware voertuigen,1,09/06/2021 09:45:00 AM
00BDD2,AZ,20210906,945,AC4,APK Zware voertuigen,1,09/06/2021 09:45:00 AM
00BDD2,AZ,20220905,1255,480,APK Zware voertuigen,1,09/05/2022 12:55:00 PM
00BDD2,AZ,20220905,1255,531,APK Zware voertuigen,1,09/05/2022 12:55:00 PM
00BDD2,AZ,20220905,1255,AC4,APK Zware voertuigen,1,09/05/2022 12:55:00 PM
00BDD4,AZ,20200724,1654,AC4,APK Zware voertuigen,1,07/24/2020 04:54:00 PM
00BDD4,AZ,20210730,1633,203,APK Zware voertuigen,1,07/30/2021 04:33:00 PM
00BDD4,AZ,20210730,1633,AC4,APK Zware voertuigen,1,07/30/2021 04:33:00 PM
00BDD4,AZ,20210730,1633,AC5,APK Zware voertuigen,1,07/30/2021 04:33:00 PM
00BDD4,AZ,20220804,945,252,APK Zware voertuigen,1,08/04/2022 09:45:00 AM
00BDD4,AZ,20220804,945,259,APK Zware voertuigen,1,08/04/2022 09:45:00 AM
