gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000000665;5;Westzijde 24 t/m Westzijde 30;1930;Pand in gebruik;30;1506EE;Westzijde;Zaandam;24;1506EE;Westzijde;Zaandam;11;1;MULTIPOLYGON(((116655.49 494967.93,116639.95 494961.2,116627.589 494955.834,116631.391 494945.345,116631.48 494945.07,116634.51 494936.74,116634.67 494936.75,116634.84 494936.28,116635.03 494936.33,116635.81 494934.17,116635.58 494934.1,116635.67 494933.82,116635.9 494933.9,116637.43 494929.69,116637.19 494929.59,116637.3 494929.3,116637.55 494929.4,116638.31 494927.27,116638.12 494927.19,116638.3 494926.71,116638.44 494926.76,116639.32 494924.42,116639.18 494924.38,116639.28 494924.1,116639.41 494924.15,116639.64 494923.47,116640.11 494922.187,116639.994 494922.148,116640.078 494921.896,116640.201 494921.937,116640.915 494919.984,116640.792 494919.94,116640.878 494919.7,116641.003 494919.745,116641.48 494918.44,116641.7 494917.77,116641.43 494917.67,116641.59 494917.23,116656.958 494922.742,116669.58 494927.53,116663.45 494943.69,116667.63 494944,116666.79 494947.41,116680.24 494952.91,116678.66 494956.81,116678.559 494956.769,116677.399 494959.649,116677.5 494959.69,116675.96 494963.47,116675.859 494963.429,116674.699 494966.339,116674.8 494966.38,116673.28 494970.13,116673.179 494970.089,116672.013 494972.99,116672.12 494973.03,116670.39 494977.59,116670.283 494977.55,116669.216 494980.442,116669.29 494980.47,116667.79 494984.44,116651.47 494977.44,116655.49 494967.93)))
0479100000000666;;Pand zonder adres;1992;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((116545.089 493004.478,116544.801 493003.211,116545.093 493003.143,116545.16 493003.436,116550.585 493002.205,116550.52 493001.913,116550.812 493001.846,116551.1 493003.114,116560.54 493001.011,116560.32 493000.026,116565.425 492998.059,116566.891 493001.913,116565.273 493002.235,116573.618 493039.565,116543.858 493046.277,116540.986 493033.648,116539.111 493033.788,116538.705 493028.302,116539.737 493028.063,116534.941 493006.737,116545.089 493004.478)))
0479100000000667;1;Cornelis Ouwejanstraat 11;1997;Pand in gebruik;11;1506SX;Cornelis Ouwejanstraat;Zaandam;11;1506SX;Cornelis Ouwejanstraat;Zaandam;11;1;MULTIPOLYGON(((116836 492894.757,116879.17 492885.25,116879.221 492885.484,116878.86 492885.565,116880.304 492892.132,116880.665 492892.053,116880.769 492892.521,116880.407 492892.601,116881.85 492899.157,116882.212 492899.077,116882.314 492899.545,116881.952 492899.625,116883.391 492906.193,116883.752 492906.114,116883.854 492906.582,116883.494 492906.662,116884.936 492913.242,116885.297 492913.163,116885.346 492913.387,116842.189 492922.891,116836 492894.757)))
0479100000000668;1;Dorpsstraat 476;1945;Pand in gebruik;476;1566BV;Dorpsstraat;Assendelft;476;1566BV;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((111211.458 498236.929,111199.99 498246.52,111202.834 498249.999,111164.51 498281.89,111154.87 498270.4,111191.06 498240.24,111187 498235.25,111196.38 498227.63,111195.56 498226.6,111206.97 498217.47,111210.52 498221.97,111215.75 498217.79,111221.27 498224.77,111216.02 498228.95,111218.02 498231.43,111215.443 498233.508,111217.233 498235.726,111213.146 498239.022,111211.458 498236.929)))
0479100000000669;;Pand zonder adres;2000;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((107351.162 497108.632,107385.07 497145.378,107366.683 497162.346,107332.775 497125.6,107351.162 497108.632)))
0479100000000670;;Pand zonder adres;1969;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((118401.08 493208.76,118420.33 493149.98,118423.44 493140.51,118431.98 493140.818,118432.01 493139.65,118436.03 493139.79,118436 493140.963,118440.62 493141.13,118424.62 493190.07,118425.15 493190.24,118417.31 493214.11,118401.08 493208.76)))
0479100000000671;28;Zamenhofstraat 45 t/m Zamenhofstraat 99;1993;Pand in gebruik;99;1561JR;Zamenhofstraat;Krommenie;45;1561JR;Zamenhofstraat;Krommenie;11;1;MULTIPOLYGON(((112285.577 501242.722,112286.117 501241.253,112287.377 501240.656,112284.488 501234.181,112287.592 501232.776,112288.536 501233.486,112292.506 501231.698,112292.61 501230.528,112298.516 501227.845,112299.455 501228.564,112303.436 501226.76,112303.547 501225.593,112306.652 501224.169,112307.263 501225.532,112311.326 501223.736,112311.794 501222.368,112313.802 501221.475,112315.187 501222.005,112315.919 501223.681,112315.294 501225.363,112319.397 501234.503,112318.308 501237.137,112313.337 501239.371,112311.999 501236.367,112311.799 501236.432,112311.227 501235.314,112307.263 501237.098,112306.194 501236.704,112304.467 501232.919,112303.391 501233.41,112305.118 501237.195,112304.715 501238.24,112296.29 501242.033,112295.226 501241.628,112293.517 501237.831,112292.441 501238.315,112294.15 501242.112,112293.846 501242.981,112297.598 501244.386,112298.957 501247.355,112298.562 501248.423,112294.755 501250.099,112295.23 501251.178,112299.037 501249.502,112300.08 501249.886,112302.047 501254.251,112300.223 501255.072,112302.257 501259.616,112301.726 501260.987,112294.901 501264.065,112295.451 501265.239,112298.044 501266.221,112297.605 501267.464,112298.393 501267.738,112297.556 501270.019,112296.755 501269.735,112296.292 501270.947,112293.676 501269.937,112292.525 501270.469,112295.566 501277.324,112295.071 501278.661,112290.533 501280.719,112291.35 501282.534,112287.017 501284.482,112285.95 501284.094,112284.204 501280.318,112283.146 501280.807,112284.892 501284.583,112284.481 501285.638,112281.472 501286.979,112277.734 501285.556,112277.142 501287.2,112278.969 501287.903,112282.747 501296.283,112282.347 501297.354,112278.571 501299.07,112279.059 501300.144,112282.84 501298.422,112283.899 501298.831,112285.727 501302.856,112286.882 501302.304,112286.978 501302.52,112290.02 501301.143,112290.687 501302.674,112287.705 501310.473,112279.842 501313.647,112278.1 501309.849,112277.46 501310.127,112276.286 501307.488,112274.907 501308.107,112273.501 501305.01,112274.183 501304.064,112272.394 501300.077,112271.235 501299.981,112268.575 501294.073,112269.25 501293.13,112267.472 501289.149,112266.302 501289.048,112264.908 501285.942,112271.372 501283.033,112270.808 501281.762,112271.347 501280.284,112274.824 501278.738,112274.884 501278.875,112275.952 501278.377,112275.182 501276.64,112278.293 501275.262,112279.258 501275.941,112283.216 501274.157,112283.307 501272.988,112286.126 501271.717,112285.282 501269.9,112289.597 501267.937,112289.357 501267.409,112290.436 501264.298,112291.058 501264.022,112289.152 501259.715,112290.965 501258.901,112289.694 501256.089,112290.39 501255.162,112288.594 501251.185,112287.419 501251.046,112286.032 501247.993,112287.745 501247.202,112287.274 501246.104,112287.137 501246.166,112285.577 501242.722)))
0479100000000672;3;Stationsstraat 1 A t/m Westzijde 25;1988;Pand in gebruik;25;1506EA;Westzijde;Zaandam;1;1506DA;Stationsstraat;Zaandam;11;2;MULTIPOLYGON(((116567.935212911 494996.865523652,116589.053 495006.224,116589.43 495005.345,116592.948510652 495006.905366275,116593.092 495006.969,116592.901 495007.06,116592.237676686 495006.796033084,116592.122 495006.75,116589.506 495014.178,116590.044 495014.344,116589.911 495014.679,116590.085 495014.754,116585.403 495025.621,116561.98142592 495014.27569071,116562.090562883 495013.945866606,116566.005 495002.116,116567.837 494996.822,116567.935212911 494996.865523652)))
0479100000000673;11;Kruisbaken 5 t/m Kruisbaken 5 L;1998;Pand in gebruik;5;1505HS;Kruisbaken;Zaandam;5;1505HS;Kruisbaken;Zaandam;11;1;MULTIPOLYGON(((118665.708 492852.39,118665.804 492852.39,118666.225 492841.606,118666.165 492841.613,118666.203 492840.365,118760.205 492844.271,118759.656 492857.489,118665.705 492853.599,118665.708 492852.39)))
0479100000000674;1;Neptunuslaan 1;1975;Pand in gebruik;1;1562XT;Neptunuslaan;Krommenie;1;1562XT;Neptunuslaan;Krommenie;11;1;MULTIPOLYGON(((111830.309062 501592.246782,111822.418255 501583.553951,111824.403209 501581.734259,111820.617361 501577.618874,111822.872784 501575.544052,111821.692675 501574.254415,111820.261458 501575.564079,111814.960555 501569.771189,111826.651648 501559.073768,111827.95927 501560.514917,111839.35456 501550.09387,111841.984332 501552.975845,111844.677254 501550.494927,111845.896869 501551.818762,111852.405785 501545.851469,111862.830672 501557.222575,111864.235347 501555.938873,111869.469832 501561.666261,111870.800868 501560.403188,111873.677143 501563.561635,111872.347538 501564.772455,111877.575946 501570.467519,111871.934854 501575.646378,111873.244017 501577.091575,111867.948214 501581.888889,111861.417188 501574.757958,111855.722429 501579.994974,111850.165107 501573.91074,111857.066022 501567.607464,111854.762402 501565.09885,111852.81327 501566.888706,111848.85389 501562.59514,111844.30411 501566.772822,111845.53311 501568.111822,111839.802978 501573.374334,111842.06357 501575.878079,111833.465534 501583.641112,111836.313574 501586.755123,111830.309062 501592.246782)))
0479100000000675;1;Mauritsstraat 4;1960;Pand in gebruik;4;1506TZ;Mauritsstraat;Zaandam;4;1506TZ;Mauritsstraat;Zaandam;11;1;MULTIPOLYGON(((116018.62 495113.75,116012.704 495111.308,116013.505 495109.368,116012.62 495109,116013.064 495107.967,116009.718 495106.585,115993.783 495144.235,115977.167 495137.203,115978.963 495132.959,115976.22 495131.798,115994.806 495087.887,116014.057 495096.035,116014.299 495095.457,116024.494 495099.727,116023.254 495102.688,116018.62 495113.75)))
0479100000000676;;Pand zonder adres;1964;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((116515.781 498275.878,116554.153 498288.079,116544.834 498317.387,116506.462 498305.186,116515.781 498275.878)))
0479100000000677;1;Grote Tocht 42;1992;Pand in gebruik;42;1507CG;Grote Tocht;Zaandam;42;1507CG;Grote Tocht;Zaandam;11;1;MULTIPOLYGON(((115658.971 493363.358,115659.735 493366.896,115684.34 493361.564,115691.308 493393.657,115655.707 493401.348,115647.978 493365.72,115658.971 493363.358)))
0479100000000678;1;Sluispolderweg 25 B;1975;Pand in gebruik;25;1505HJ;Sluispolderweg;Zaandam;25;1505HJ;Sluispolderweg;Zaandam;11;1;MULTIPOLYGON(((118961.45 492877.46,119000 492878.952,119014.534 492879.515,119015.746 492879.693,119007.014 492901.358,118996.292 492900.975,118955.42 492899.515,118956.205 492877.53,118961.445 492877.609,118961.45 492877.46)))
0479100000000679;1;Kuilpad 2;1990;Pand in gebruik;2;1509AS;Kuilpad;Zaandam;2;1509AS;Kuilpad;Zaandam;11;1;MULTIPOLYGON(((116778.3 497511.7,116737.65 497523.51,116737.114 497523.652,116737.173 497524.51,116736.905 497525.328,116736.35 497525.985,116735.588 497526.385,116734.776 497526.477,116733.987 497526.266,116733.329 497525.781,116732.894 497525.09,116732.863 497524.994,116732.838 497524.897,116731.01 497511.27,116730.65 497509.94,116730.55 497509.97,116729.115 497504.977,116729.01 497504.61,116727.08 497505.15,116725.41 497499.41,116729.319 497498.271,116729.702 497498.159,116730.132 497498.034,116732.41 497497.37,116732.45 497497.51,116770.93 497486.3,116775.211 497501.055,116775.847 497503.244,116776.91 497506.911,116778.3 497511.7),(116737.859 497501.929,116736.448 497496.948,116732.92 497497.947,116734.331 497502.928,116737.859 497501.929)))
0479100000000680;46;Nova Zembla 1 t/m Nova Zembla 93;1995;Pand in gebruik;93;1506VD;Nova Zembla;Zaandam;1;1506VD;Nova Zembla;Zaandam;11;1;MULTIPOLYGON(((116285.414 495114.389,116302.051 495079.291,116301.337 495078.951,116301.569 495078.463,116314.524 495084.609,116313.471 495086.831,116317.157 495088.581,116318.212 495086.358,116331.16 495092.5,116330.929 495092.988,116330.214 495092.65,116313.607 495127.757,116314.312 495128.092,116314.081 495128.58,116301.125 495122.44,116301.621 495121.391,116297.929 495119.646,116297.43 495120.694,116284.47 495114.538,116284.702 495114.049,116285.414 495114.389)))
0479100000000682;79;De Zetter 10 t/m De Zetter 9;1982;Pand in gebruik;80;1521CZ;De Zetter;Wormerveer;2;1521CT;De Zetter;Wormerveer;11;1;MULTIPOLYGON(((115046.92 500167.4,115046.53 500166.58,115071.94 500151.78,115072.18 500152.32,115073.39 500151.78,115086.19 500178.79,115103.86 500216.12,115096.33 500219.64,115089.96 500222.53,115086.76 500215.74,115077.69 500219.78,115070.14 500223.17,115059.03 500198.14,115045.64 500167.96,115046.92 500167.4)))
0479100000000683;1;Penningweg 79;1998;Pand in gebruik;79;1507DG;Penningweg;Zaandam;79;1507DG;Penningweg;Zaandam;11;1;MULTIPOLYGON(((114632.070724401 493654.448277912,114646.714404 493651.238129,114647.999 493657.099,114633.356 493660.309,114632.070724401 493654.448277912)))
0479100000000684;1;Vredeweg 32 B;1987;Pand in gebruik;32;1505HH;Vredeweg;Zaandam;32;1505HH;Vredeweg;Zaandam;11;1;MULTIPOLYGON(((118219.862671 493165.14638,118220.378 493163.603,118191.729 493154.103,118191.584809 493154.055186,118213.185838 493089.566989,118232.803566 493096.138162,118226.152196 493116.078902,118235.839507 493119.335341,118238.302548 493112.008246,118255.060586 493117.641159,118256.315818 493113.883283,118258.604513 493114.050148,118260.026733 493114.268291,118261.950575 493114.662062,118263.354238 493115.028066,118263.684194 493114.037295,118266.514811 493114.985469,118266.187185 493115.969245,118267.510208 493116.495496,118269.638327 493117.514963,118271.1623645 493118.4014605,118272.489212 493119.261291,118271.869598 493121.139435,118293.18413 493128.236646,118274.777248 493183.434065,118219.862671 493165.14638)))
0479100000000685;;Pand zonder adres;1920;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((115510.656 498183.54,115508.619 498183.501,115505.095 498183.434,115495.438 498183.25,115496.056 498150.886,115496.34 498150.891,115504.054 498151.038,115533.109 498151.592,115532.492 498183.957,115520.519 498183.728,115517.205 498183.665,115510.656 498183.54)))
0479100000000686;3;Witte Vlinderweg 16 t/m Witte Vlinderweg 16 B;2003;Pand in gebruik;16;1521PS;Witte Vlinderweg;Wormerveer;16;1521PS;Witte Vlinderweg;Wormerveer;11;1;MULTIPOLYGON(((114340.282 502206.348,114340.407 502206.956,114339.888 502207.064,114342.142 502218.032,114343.062 502217.842,114343.608 502220.494,114342.688 502220.684,114344.956 502231.657,114345.475 502231.55,114345.6 502232.157,114299.031 502241.695,114298.906 502241.088,114299.425 502240.982,114294.387 502216.382,114293.868 502216.488,114293.744 502215.881,114340.282 502206.348)))
0479100000000687;1;Zaandijkerweg 5;1905;Pand in gebruik;5;1521AX;Zaandijkerweg;Wormerveer;5;1521AX;Zaandijkerweg;Wormerveer;11;1;MULTIPOLYGON(((115771.232939406 499931.299718233,115773.334572 499932.466788,115773.389948 499932.371744,115773.933622035 499932.688509057,115773.969979 499932.709692,115773.640158 499933.282433,115773.588499936 499933.252685338,115773.544834 499933.22754,115771.329509 499936.829488,115771.38083206 499936.861593186,115771.422766 499936.887825,115771.080574 499937.434849,115771.044109334 499937.412038887,115770.987317 499937.376513,115768.898964 499940.701228,115768.995999 499940.753036,115768.966283486 499940.808692021,115768.685313 499941.334939,115768.654445528 499941.318458217,115768.588278 499941.28313,115766.541291 499944.621462,115766.608751105 499944.662585629,115766.635215 499944.678718,115766.298018 499945.23187,115766.204094 499945.174614,115764.153145 499948.535268,115764.246717 499948.593097,115763.900442 499949.153398,115763.475113 499948.890538,115763.532942 499948.796966,115761.669930084 499947.665499037,115761.556213 499947.596435,115761.515028845 499947.664246301,115761.499112 499947.690454,115761.225603 499947.524343,115761.059493 499947.797852,115761.038297055 499947.784979193,115760.965474 499947.740752,115759.189421 499950.622393,115759.284951 499950.676927,115759.088091334 499951.021778966,115758.965632 499951.236299,115758.960578791 499951.233414369,115758.870101 499951.181765,115757.12664 499954.084432,115757.212171879 499954.135284172,115757.221192 499954.140647,115756.889183 499954.699077,115756.330471 499954.366901,115756.332764749 499954.363042981,115756.386686 499954.272349,115754.089066 499953.029071,115754.047240444 499953.104045593,115754.035476 499953.125134,115753.467371 499952.80821,115753.477437282 499952.790165452,115753.520961 499952.712146,115751.238326 499951.441945,115751.189843584 499951.530028123,115751.185284 499951.538312,115750.611549 499951.222517,115750.616214605 499951.214040503,115750.664591 499951.12615,115748.280629 499949.809693,115748.231067358 499949.900165105,115748.22778 499949.906166,115748.136200757 499949.855998805,115748.131307 499949.853318,115748.089089393 499949.930385169,115747.943936 499950.195359,115747.37487 499949.883623,115747.397062618 499949.843110806,115747.427718 499949.78715,115745.194478 499948.537726,115745.159276009 499948.601103028,115745.141066 499948.633888,115744.573544 499948.318659,115744.591650351 499948.286061602,115744.626957 499948.222498,115742.380922 499946.973588,115742.34378709 499947.038461119,115742.326275 499947.069054,115741.768247 499946.74963,115741.781541077 499946.726405485,115742.091157 499946.185512,115742.186623 499946.240158,115743.947238 499943.109937,115743.85165 499943.055504,115744.01594 499942.766999,115743.991750049 499942.752589198,115743.73542 499942.599895,115743.749581624 499942.576121735,115743.791715 499942.505392,115741.681482 499941.343292,115741.642912965 499941.412210663,115741.627763 499941.439282,115741.058469 499941.120689,115741.071881485 499941.096722102,115741.112188 499941.024698,115738.763962 499939.723094,115738.72188231 499939.798373618,115738.71029 499939.819112,115738.140279 499939.500491,115738.150292566 499939.482576622,115738.19395 499939.404473,115735.850313 499938.103274,115735.80447494 499938.186538397,115735.797264 499938.199637,115735.225382 499937.884812,115735.233071289 499937.870844216,115735.27843 499937.788449,115732.930582 499936.490326,115732.884471037 499936.573268621,115732.877133 499936.586468,115732.312279 499936.272443,115732.318787986 499936.260735009,115732.365728 499936.176302,115730.01299 499934.884739,115729.970003022 499934.963057362,115729.960062 499934.981169,115729.394219 499934.670596,115729.405022814 499934.650912062,115729.447146 499934.574166,115727.066995 499933.255366,115727.023021642 499933.33488283,115727.013762 499933.351627,115726.445509 499933.03738,115726.454644311 499933.020860657,115726.498742 499932.941119,115724.334658 499931.771748,115724.299014581 499931.829899135,115724.277173 499931.865533,115723.722993 499931.52585,115723.729493328 499931.515244958,115724.06088 499930.9746,115724.154664 499931.032085,115725.810738 499928.392584,115725.717852 499928.333659,115726.068307 499927.78122,115726.161194 499927.840145,115727.838898 499925.170994,115727.745865 499925.112302,115728.093129 499924.56185,115728.186162 499924.620542,115729.845559 499921.969314,115729.752256 499921.911052,115730.097936 499921.357469,115730.191239 499921.415732,115731.86208 499918.748364,115731.768832 499918.690014,115732.111346 499918.142653,115732.204594 499918.201003,115733.880199 499915.5277,115733.786942 499915.469363,115734.1327 499914.916636,115734.225956 499914.974973,115735.899998 499912.283664,115735.806537 499912.225655,115736.147893 499911.675682,115736.700162 499912.018463,115736.642153 499912.111924,115738.348574 499913.016962,115738.401677 499912.920629,115738.974902 499913.236617,115738.921799 499913.33295,115741.289984 499914.658428,115741.343581 499914.562369,115741.914316 499914.880816,115741.860719 499914.976875,115744.205441 499916.279873,115744.258626 499916.183585,115744.832052 499916.500318,115744.778867 499916.596606,115747.122737 499917.903147,115747.176055 499917.806933,115747.748967 499918.124418,115747.695648 499918.220632,115750.04276 499919.52131,115750.096126 499919.425123,115750.667147 499919.741934,115750.61378 499919.838121,115752.959071 499921.140095,115753.012399 499921.043886,115759.425689 499924.59873,115759.372361 499924.694939,115761.730224 499926.006106,115761.78399 499925.910141,115762.350799 499926.2277,115762.297034 499926.323665,115764.635928 499927.627503,115764.689411 499927.53138,115765.261224 499927.849539,115765.207741 499927.945662,115767.689979 499929.328431,115767.743287 499929.232211,115768.157400663 499929.461641446,115768.314827 499929.54886,115768.261519 499929.645079,115770.510022 499930.899253,115770.563299 499930.803016,115771.135635 499931.119861,115771.082358 499931.216098,115771.232939406 499931.299718233)))
