gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000000616;1;Serooskerkestraat 74;1958;Pand in gebruik;74;1561TT;Serooskerkestraat;Krommenie;74;1561TT;Serooskerkestraat;Krommenie;11;1;MULTIPOLYGON(((112946.331 502236.222,112945.119 502235.87,112943.916 502235.521,112945.365 502230.525,112937.97 502228.38,112942.22 502213.731,112944.153 502214.292,112944.164 502214.251,112950.611 502191.326,112955.33 502192.654,112956.265 502189.331,112955.342 502180.77,112982.205 502177.87,112984.39 502177.634,112986.443 502177.412,112987.043 502182.971,112987.347 502185.783,112985.691 502185.962,112986.096 502189.716,112989.105 502189.392,112993.006 502188.971,112992.956 502188.507,112993.287 502188.471,112994.203 502196.648,112982.514 502197.958,112977.218 502198.552,112966.935 502199.704,112965.021 502206.429,112966.506 502206.852,112966.473 502206.968,112958.431 502204.709,112957.847 502206.787,112961.236 502207.741,112958.287 502218.223,112958.243 502218.38,112961.812 502219.413,112959.894 502226.026,112959.275 502228.16,112957.562 502234.064,112955.249 502233.393,112953.307 502240.085,112952.401 502243.208,112947.438 502241.768,112944.933 502241.041,112946.331 502236.222)))
0479100000000617;1;Industrieweg 2;1960;Pand in gebruik;2;1566JP;Industrieweg;Assendelft;2;1566JP;Industrieweg;Assendelft;11;1;MULTIPOLYGON(((112656.07 500601.535,112646.987 500591.826,112644.194 500588.84,112628.165 500571.706,112618.508 500561.383,112624.92 500555.384,112628.742 500551.808,112629.012 500552.096,112631.534 500549.728,112641.763 500560.377,112640.924 500561.195,112642.11 500562.463,112640.297 500564.159,112649.348 500573.835,112651.202 500572.105,112654.019 500575.121,112654.689 500575.838,112652.838 500577.566,112653.333 500578.094,112654.184 500579.004,112656.725 500581.72,112666.305 500591.961,112656.07 500601.535)))
0479100000000618;1;Symon Spiersweg 13 A;2002;Pand in gebruik;13;1506RZ;Symon Spiersweg;Zaandam;13;1506RZ;Symon Spiersweg;Zaandam;11;1;MULTIPOLYGON(((116510.771 493042.782,116519.118 493079.91,116485.897 493087.378,116477.55 493050.249,116510.771 493042.782)))
0479100000000619;2;Dorpsstraat 418 t/m Dorpsstraat 418 A;1970;Pand in gebruik;418;1566BS;Dorpsstraat;Assendelft;418;1566BS;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((111051.727641 497918.156643,111050.28373 497919.602045,111056.661116 497926.043458,111055.525801 497927.184189,111064.511785 497936.115431,111065.659746 497934.958242,111070.848375 497940.105496,111046.064456 497965.078544,111044.76062 497963.778907,111041.494185 497967.584033,111015.492863 497948.519343,111026.020644 497932.233189,111043.220418 497914.954027,111043.309329 497915.041889,111045.918923 497912.40112,111051.727641 497918.156643)))
0479100000000620;3;Sluispolderweg 17 t/m Sluispolderweg 17 C;1972;Pand in gebruik;17;1505HJ;Sluispolderweg;Zaandam;17;1505HJ;Sluispolderweg;Zaandam;11;1;MULTIPOLYGON(((118936.836 493052.85,118936.878 493051.907,118936.378 493051.887,118936.726 493043.022,118937.379 493025.913,118938.463 493000,118938.497 492999.148,118957.28 492999.89,118957.31 492997.94,118965.68 492998.33,118965.23 493006.88,118961.45 493006.79,118959.527 493054.026,118936.836 493052.85)))
0479100000000622;2;Esdoornlaan 8 t/m Esdoornlaan 8 A;1968;Pand in gebruik;8;1521EA;Esdoornlaan;Wormerveer;8;1521EA;Esdoornlaan;Wormerveer;11;1;MULTIPOLYGON(((114520.642 500466.374,114531.367 500460.586,114522.155 500443.518,114521.966 500443.62,114521.638 500443.016,114532.99 500436.83,114533.29 500437.35,114535.47 500436.15,114536.95 500438.9,114534.67 500440.14,114537.86 500446,114540.22 500444.71,114539.15 500442.7,114555.18 500433.98,114568.808 500459.076,114556.96 500465.5,114557.27 500466.07,114528.38 500481.78,114520.642 500466.374)))
0479100000000623;8;Klokbaai 1 t/m Westzijde 67;1920;Pand in gebruik;67;1506VE;Westzijde;Zaandam;1;1506EC;Klokbaai;Zaandam;11;2;MULTIPOLYGON(((116442.097 495253.526,116442.149 495253.369,116459.971 495261.014,116459.769 495261.514,116459.619 495261.463,116445.202 495289.62,116421.29 495278.87,116419.543 495278.066,116419.442 495278.266,116415.199 495276.458,116404.813 495272.685,116412.357 495254.709,116437.419 495265.011,116439.784 495258.969,116442.097 495253.526)))
0479100000000624;1;Samsonweg 18;2000;Pand in gebruik;18;1521RC;Samsonweg;Wormerveer;18;1521RC;Samsonweg;Wormerveer;11;1;MULTIPOLYGON(((114140.41 502315.108,114159.934 502319.441,114161.24 502313.582,114171.002 502315.748,114160.819 502361.619,114131.531 502355.119,114140.41 502315.108)))
0479100000000625;2;Dorpsstraat 1053 t/m Industrieweg 21;1910;Pand in gebruik;1053;1566JN;Industrieweg;Assendelft;21;1566JE;Dorpsstraat;Assendelft;11;2;MULTIPOLYGON(((112738.39 500756.67,112737.03 500754.95,112740.5 500752.21,112740.62 500752.37,112752.48 500743.42,112748.35 500738.24,112756.51 500731.7,112788.41 500771.52,112780.26 500778.04,112769.28 500764.4,112753.57 500778.73,112749.21 500773.88,112742.71 500778.76,112730.67 500762.49,112738.39 500756.67)))
0479100000000626;1;Industrieweg 4 D;1965;Pand in gebruik;4;1566JP;Industrieweg;Assendelft;4;1566JP;Industrieweg;Assendelft;11;1;MULTIPOLYGON(((112790.773 500502.48,112759.327 500527.31,112749.444 500514.46,112781.13 500489.98,112785.977 500496.265,112788.866 500500,112790.773 500502.48)))
0479100000000627;2;Mauritsstraat 8 t/m Mauritsstraat 8 A;1965;Pand in gebruik;8;1506TZ;Mauritsstraat;Zaandam;8;1506TZ;Mauritsstraat;Zaandam;11;1;MULTIPOLYGON(((116034.7 495142.167,116033.271 495145.569,116027.909 495143.316,116042.089 495109.564,116069.62 495121.13,116059.72 495144.58,116051.572 495163.895,116047.91 495162.35,116046.221 495166.37,116037.031 495162.509,116037.981 495160.248,116036.471 495159.613,116036.309 495159.997,116031.73 495158.073,116034.04 495152.576,116039.143 495154.72,116042.95 495145.657,116034.7 495142.167)))
0479100000000628;;Pand zonder adres;2003;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((115211.698 494400.181,115257.068 494405.965,115253.538 494433.736,115208.168 494427.952,115211.698 494400.181)))
0479100000000629;1;Grote Tocht 25;1992;Pand in gebruik;25;1507CG;Grote Tocht;Zaandam;25;1507CG;Grote Tocht;Zaandam;11;1;MULTIPOLYGON(((115850.384 493291.604,115832.053185 493301.8098,115833.694641 493304.758047,115830.733529 493306.379743,115829.120615 493303.442978,115824.297 493306.128,115824.252 493306.047,115816.115 493310.589,115812.439 493304.004,115820.572 493299.466,115817.692 493294.293,115843.79 493279.762,115850.384 493291.604)))
0479100000000630;3;Ebbehout 31 t/m Ebbehout 31 B;1981;Pand in gebruik (niet ingemeten);31;1507EA;Ebbehout;Zaandam;31;1507EA;Ebbehout;Zaandam;10;1;MULTIPOLYGON(((115941.62713 494656.213185,115941.947039 494655.364615,115942.288575 494655.493374,115943.615 494651.82,115943.581644 494651.808053,115943.626 494651.686,115943.311 494651.571,115943.344 494651.482,115938.686 494649.784,115937.206 494646.558,115951.375 494607.946,115954.305 494606.661,115954.538 494606.739,115955.122 494605.16,115954.985611 494605.109959,115955.091 494604.824,115955.863531 494605.107925,115957.668424 494600.192034,115976.485 494607.101,115976.353 494607.475,115976.184 494607.416,115975.431 494609.345,115975.619 494609.414,115975.435 494609.909,115975.233 494609.834,115972.878 494616.233,115973.08 494616.305,115972.849 494616.956,115972.646 494616.884,115971.163 494620.934,115971.366 494621.007,115971.128 494621.66,115970.926 494621.586,115968.577 494627.974,115968.779 494628.049,115968.537 494628.699,115968.336 494628.624,115965.995 494635.018,115966.197 494635.093,115965.956 494635.742,115965.754 494635.667,115963.415 494642.056,115963.616 494642.131,115963.372 494642.779,115963.171 494642.704,115960.833 494649.098,115961.035 494649.172,115960.796 494649.818,115960.594 494649.743,115959.104 494653.792,115959.307 494653.862,115959.078 494654.522,115958.868 494654.452,115955.94 494655.783,115955.863 494656,115951.264 494654.329,115949.494 494659.106,115941.62713 494656.213185)))
0479100000000632;1;Uiterdijk 4;1975;Pand in gebruik;4;1505GW;Uiterdijk;Zaandam;4;1505GW;Uiterdijk;Zaandam;11;1;MULTIPOLYGON(((117830.63 493063.48,117800.2 493061.86,117800.64 493052.91,117801.43 493037.22,117801.47 493037.23,117801.84 493031.09,117832.22 493032.69,117831.94 493038.86,117831.96 493038.87,117831.186 493054.005,117853.391 493055.06,117852.622 493069.99,117830.708 493068.912,117830.996 493063.5,117830.63 493063.48)))
0479100000000633;1;Zuiddijk 412;1975;Pand in gebruik;412;1505HE;Zuiddijk;Zaandam;412;1505HE;Zuiddijk;Zaandam;11;1;MULTIPOLYGON(((117664.103 493224.541,117658.952 493223.152,117665.006 493200.789,117717.868 493215.112,117711.802 493237.5,117705.321 493235.743,117664.103 493224.541)))
0479100000000634;;Pand zonder adres;1983;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((111018.914 501560.608,111027.913 501545.619,111042.411 501554.322,111033.419 501569.3,111036.643 501571.235,111033.158 501577.039,111034.05 501577.574,111039.628 501568.098,111060.402 501580.088,111053.839 501591.405,111042.113 501584.703,111033.038 501579.343,111033.47 501578.586,111032.589 501578.055,111020.345 501598.449,111002.594 501587.792,111018.914 501560.608)))
0479100000000635;2;Kerkstraat 2 t/m Kerkstraat 4;1967;Pand in gebruik;4;1551BN;Kerkstraat;Westzaan;2;1551BN;Kerkstraat;Westzaan;11;1;MULTIPOLYGON(((113105.228 497563.82,113116.457 497567.072,113116.799 497565.891,113124.157 497568.024,113120.846 497575.53,113131.69 497579.24,113131.26 497580.35,113131.612754382 497580.480805139,113125.762180819 497595.067215908,113114.426 497590.59,113115.931 497586.774,113105.525 497582.503,113105.587 497582.242,113102.326 497581.291,113104.527 497573.149,113102.81 497572.68,113105.228 497563.82)))
0479100000000636;;Pand zonder adres;1976;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((115599.4 498129.015,115641.699 498139.133,115641.664 498139.28,115641.995 498139.359,115641.984 498139.404,115642.806 498139.601,115643.542 498136.527,115658.181 498140.029,115656.069 498148.86,115654.145 498156.922,115639.838 498153.497,115638.357 498153.149,115610.093 498146.398,115606.612 498160.951,115592.564 498157.591,115599.4 498129.015)))
0479100000000637;1;Tjotterlaan 2;1973;Pand in gebruik;2;1503LB;Tjotterlaan;Zaandam;2;1503LB;Tjotterlaan;Zaandam;11;1;MULTIPOLYGON(((117406.617 495451.454,117411.19 495434.13,117413.33 495426.025,117419.391 495427.625,117418.543 495430.838,117422.138 495431.787,117422.99 495428.56,117429.05 495430.17,117428.17 495433.41,117431.8 495434.38,117432.67 495431.13,117438.7 495432.74,117437.83 495435.99,117441.48 495436.94,117441.9 495435.3,117447.95 495436.91,117447.46 495438.8,117450.14 495439.43,117453.03 495428.55,117449.13 495427.62,117451.23 495419.71,117461.14 495422.33,117459.97 495426.76,117464.44 495427.91,117465.15 495425.25,117470.02 495426.54,117468.98 495430.41,117472.23 495431.27,117470.62 495437.32,117467.37 495436.45,117466.41 495440.07,117469.66 495440.94,117468.05 495446.98,117464.81 495446.11,117463.84 495449.74,117467.09 495450.62,117465.5 495456.65,117457.69 495454.57,117457.25 495456.26,117457.47 495456.32,117455.37 495464.3,117447.26 495462.14,117443.404 495454.386,117430.97 495453.395,117430.694 495454.442,117424.893 495452.911,117424.616 495453.958,117418.815 495452.426,117418.538 495453.477,117412.737 495451.942,117412.459 495452.996,117406.617 495451.454)))
0479100000000638;1;Kikkertweg 1;2000;Pand in gebruik;1;1521RE;Kikkertweg;Wormerveer;1;1521RE;Kikkertweg;Wormerveer;11;1;MULTIPOLYGON(((114054.387 502192.093,114054.409 502191.884,114054.686 502191.94,114054.577 502191.412,114043.714 502193.65,114043.758 502193.856,114043.346 502193.94,114035.932 502158.044,114065.74 502151.876,114073.172 502187.795,114072.751 502187.882,114072.709 502187.677,114061.837 502189.917,114061.945 502190.445,114062.206 502190.319,114062.307 502190.498,114060.461632 502191.409545,114058.486676 502191.989065,114056.441355 502192.219184,114054.387 502192.093)))
0479100000000639;;Pand zonder adres;1963;Pand in gebruik (niet ingemeten);;;;;;;;;10;;MULTIPOLYGON(((115799.271 498250.114,115804.3 498228.769,115795.894 498226.788,115792.508 498241.157,115782.874 498238.888,115783.478 498236.326,115769.254 498232.975,115768.501328 498236.400807,115761.132309 498234.664245,115764.475982 498219.445438,115765.849 498219.769,115767.384 498213.254,115822.156 498226.158,115815.605 498253.962,115807.915 498252.15,115806.849 498256.676,115796.108 498254.126,115797.169 498249.619,115799.271 498250.114)))
0479100000000640;7;Dorpsstraat 1029 F t/m Dorpsstraat 1029 e;2008;Pand in gebruik;1029;1566JD;Dorpsstraat;Assendelft;1029;1566JD;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((112718.55864 500551.054431,112736.577403 500572.928785,112727.114428 500580.723636,112728.386035 500582.267337,112704.968083 500601.557623,112688.856816 500581.998925,112712.128117 500562.829442,112708.949098 500558.970188,112718.55864 500551.054431)))
0479100000000641;;Pand zonder adres;2005;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((109744.287 496677.969,109773.031 496703.369,109767.701 496709.401,109754.962 496698.144,109729.938 496726.462,109713.933 496712.319,109744.287 496677.969)))
0479100000000642;1;Barndegat 5;1975;Pand in gebruik;5;1505HM;Barndegat;Zaandam;5;1505HM;Barndegat;Zaandam;11;1;MULTIPOLYGON(((119021.463 493449.677,119045.491 493457.457,119044.265 493461.243,119053.606 493464.268,119043.646 493495.027,119024.754 493488.91,119027.178 493481.424,119012.701 493476.736,119021.463 493449.677)))
0479100000000643;;Pand zonder adres;1930;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((115940.627 497647.514,115931.616 497637.258,115925.7 497626.07,115921.735 497617.834,115952.7 497603.06,115956.63 497611.31,115958.24 497610.58,115958.83 497619.74,115958.72 497619.77,115963.85 497636.63,115957.3 497639.7,115940.627 497647.514)))
0479100000000644;5;Noorddijk 96 t/m Noorddijk 96 D;2002;Pand in gebruik;96;1521PD;Noorddijk;Wormerveer;96;1521PD;Noorddijk;Wormerveer;11;1;MULTIPOLYGON(((114623.13 502294.441,114598.231 502290.631,114600.233 502277.59,114606.153 502278.499,114609.104 502259.032,114607.017 502258.71,114607.85 502253.346,114609.945 502253.67,114612.205 502238.978,114631.183 502241.884,114623.13 502294.441)))
0479100000000645;3;Zuiderhoofdstraat 15 t/m Zuiderhoofdstraat 19;1910;Pand in gebruik;19;1561AH;Zuiderhoofdstraat;Krommenie;15;1561AH;Zuiderhoofdstraat;Krommenie;11;1;MULTIPOLYGON(((112886.998 501214.58,112873.854 501217.653,112861.105 501221.19,112860.191 501218.014,112856.972 501218.941,112856.013 501215.61,112849.443 501217.502,112850.085 501219.731,112842.173 501222.01,112840.817 501217.303,112839.092 501217.8,112836.432 501208.563,112832.576 501209.674,112827.723 501202.753,112843.569 501198.115,112845.841 501197.45,112850.151 501196.188,112850.256 501196.545,112850.43 501196.495,112851.544 501200.369,112851.188 501200.472,112852.588 501205.382,112871.625 501200.864,112871.948 501202.164,112884.313 501199.302,112884.304 501199.262,112884.649 501199.179,112884.726 501199.565,112884.668 501199.576,112886.316 501207.25,112886.375 501207.237,112886.467 501207.635,112885.535 501207.844,112886.998 501214.58)))
0479100000000646;1;Krimp 3;1971;Pand in gebruik;3;1506AA;Krimp;Zaandam;3;1506AA;Krimp;Zaandam;11;1;MULTIPOLYGON(((116629.145 494630.604,116629.28 494629.7,116623.96 494628.9,116624.67 494625.34,116625.1 494625.42,116625.07 494625.65,116638.59 494628.31,116640.23 494620.13,116637.95 494619.64,116625.85 494617.23,116629.06 494600.96,116641.61 494603.44,116642.26 494600.15,116641.8 494600.06,116641.93 494599.41,116642.38 494599.5,116643.02 494596.2,116642.57 494596.11,116642.69 494595.48,116643.13 494595.57,116643.79 494592.28,116643.34 494592.2,116643.46 494591.57,116643.91 494591.66,116644.57 494588.37,116644.12 494588.28,116644.25 494587.65,116644.7 494587.74,116645.33 494584.44,116644.89 494584.36,116645.01 494583.73,116645.45 494583.82,116646.11 494580.53,116645.66 494580.43,116645.79 494579.81,116646.24 494579.9,116646.89 494576.6,116646.45 494576.51,116646.57 494575.88,116647.02 494575.97,116647.66 494572.68,116647.21 494572.59,116647.43 494571.48,116647.16 494571.42,116649.42 494559.95,116662.48 494562.57,116660.23 494574.01,116659.55 494573.88,116659.46 494574.37,116659.9 494574.45,116659.77 494575.09,116659.33 494575,116658.68 494578.28,116659.13 494578.37,116659 494579.01,116658.56 494578.92,116657.91 494582.21,116658.35 494582.3,116658.22 494582.93,116657.79 494582.84,116657.12 494586.12,116657.57 494586.2,116657.45 494586.85,116657 494586.76,116656.35 494590.04,116656.8 494590.12,116656.68 494590.76,116656.23 494590.68,116655.59 494593.97,116656.03 494594.07,116655.89 494594.69,116655.45 494594.59,116654.83 494597.89,116655.26 494597.99,116655.12 494598.62,116654.69 494598.52,116654.03 494601.82,116654.47 494601.91,116654.34 494602.54,116653.9 494602.46,116653.27 494605.73,116653.72 494605.82,116653.58 494606.47,116653.13 494606.37,116652.47 494609.66,116652.92 494609.76,116652.78 494610.41,116652.62 494610.38,116652.56 494610.77,116652.83 494610.83,116652.34 494613.3,116652.06 494613.24,116652.01 494613.66,116652.15 494613.71,116652.04 494614.33,116650.81 494614.08,116647.5 494630.71,116648.67 494630.95,116648.46 494632.04,116648.77 494632.1,116648.68 494632.59,116635.66 494630.64,116635.532 494631.696,116629.145 494630.604)))
0479100000000647;1;Industrieweg 31;1976;Pand in gebruik;31;1521NE;Industrieweg;Wormerveer;31;1521NE;Industrieweg;Wormerveer;11;1;MULTIPOLYGON(((113808.454 502727.064,113799.626 502729.527,113802.338 502739.247,113783.343487 502744.546704,113783.222774 502744.114062,113752.546765 502752.681732,113744.22227 502722.83072,113770.161193 502715.59213,113774.461878 502731.003299,113779.114124 502729.705029,113777.727153 502724.734928,113805.631 502716.948,113808.454 502727.064)))
0479100000000648;1;Symon Spiersweg 18;1994;Pand in gebruik;18;1506RZ;Symon Spiersweg;Zaandam;18;1506RZ;Symon Spiersweg;Zaandam;11;1;MULTIPOLYGON(((116292.002 493237.794,116293.754049 493237.419827,116295.401886 493238.122903,116296.344159 493239.646649,116296.237 493241.435,116298.371 493242.801,116319.547 493238.007,116319.791 493238.967,116323.599 493255.885,116327.668 493274.039,116327.919 493275.195,116315.919 493277.896,116317.215 493283.652,116303.865 493286.666,116298.505 493262.919,116294.077 493243.358,116292.366138 493243.269596,116290.984634 493242.256527,116290.386018 493240.651372,116290.76681 493238.981084,116292.002 493237.794)))
0479100000000649;16;Paulus Potterhof 1 t/m Paulus Potterhof 9;2002;Pand in gebruik;17;1506JX;Paulus Potterhof;Zaandam;1;1506JX;Paulus Potterhof;Zaandam;11;1;MULTIPOLYGON(((115923.467 495934.944,115926.751 495920.929,115926.195 495920.799,115926.289 495920.401,115926.845 495920.531,115930.339 495905.737,115930.252 495905.716,115930.687 495903.867,115939.785 495906.023,115939.691 495906.423,115962.24 495911.729,115958.433 495927.93,115958.91 495928.043,115958.797 495928.52,115958.32 495928.407,115954.504 495944.576,115931.971 495939.283,115931.876 495939.683,115922.767 495937.522,115923.379 495934.923,115923.467 495934.944),(115940.597 495929.804,115943.12806 495929.826307,115945.417292 495928.746407,115947.009711 495926.77893,115947.588825 495924.31491,115947.039535 495921.844071,115945.471012 495919.85749,115943.195 495918.75,115937.13 495917.326,115934.532 495928.38,115940.597 495929.804)))
0479100000000650;1;Poelenburg 156;1993;Pand in gebruik;156;1504NH;Poelenburg;Zaandam;156;1504NH;Poelenburg;Zaandam;11;1;MULTIPOLYGON(((118728.135 494757.521,118726.381 494755.088,118733.652 494749.804,118735.421 494752.239,118738.819 494749.77,118741.276 494753.151,118753.402 494744.339,118759.457 494752.671,118760.994 494751.554,118762.816 494754.062,118761.279 494755.179,118767.346 494763.527,118755.212 494772.345,118757.681 494775.742,118754.284 494778.211,118756.036 494780.639,118748.759 494785.918,118746.992 494783.482,118741.17 494787.713,118735.684 494780.203,118733.755 494781.613,118725.835 494770.686,118727.768 494769.279,118722.325 494761.746,118728.135 494757.521)))
0479100000000651;1;Dorpsstraat 203 F;1980;Pand in gebruik;203;1566AH;Dorpsstraat;Assendelft;203;1566AH;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((110489.249 496453.246,110475.800848 496497.131729,110461.420723 496492.691628,110467.544173 496472.708802,110458.890337 496470.070375,110465.032 496449.999,110473.746 496452.666,110474.911 496448.859,110489.249 496453.246)))
0479100000000652;1;Kruisbaken 17 A;1972;Pand in gebruik;17;1505HS;Kruisbaken;Zaandam;17;1505HS;Kruisbaken;Zaandam;11;1;MULTIPOLYGON(((118707.814 492648.335,118674.813 492646.952,118676.209 492613.627,118709.053 492615.003,118707.814 492648.335)))
0479100000000653;1;Zuiddijk 1;1893;Pand in gebruik;1;1501CA;Zuiddijk;Zaandam;1;1501CA;Zuiddijk;Zaandam;11;1;MULTIPOLYGON(((116890.62 494836.42,116889.87 494837.72,116891.2 494839.95,116892.39 494839.65,116892.69 494840.62,116893.05 494840.55,116893.01 494843.33,116892.99 494843.96,116892.368 494843.94,116892.173 494845.081,116890.921 494844.875,116888.902 494848.586,116890.253 494849.295,116889.697 494850.449,116888.397 494849.841,116885.775 494854.253,116886.623 494855.412,116885.818 494856.163,116884.919 494855.205,116882.46 494856.251,116882.656 494857.559,116881.754 494857.455,116881.557 494856.55,116879.404 494855.989,116878.999 494857.093,116877.999 494856.687,116878.404 494855.483,116874.704 494853.41,116874.099 494854.412,116873.199 494853.857,116873.754 494852.854,116869.954 494850.63,116869.249 494851.632,116868.449 494851.227,116869.004 494850.123,116864.254 494847.493,116861.582 494851.755,116856.682 494848.823,116859.154 494844.611,116854.003 494841.829,116853.397 494842.832,116852.497 494842.326,116853.103 494841.273,116848.953 494838.947,116848.398 494839.95,116847.498 494839.444,116848.003 494838.441,116843.803 494836.065,116843.28 494836.86,116842.41 494836.36,116842.96 494835.39,116842.79 494835.26,116843.38 494834.34,116843.55 494834.43,116848.6 494826.26,116854.39 494818.56,116854.22 494818.42,116854.89 494817.54,116855.06 494817.65,116855.75 494816.73,116856.28 494817.14,116859.15 494813.97,116870.373 494821.886,116873.42 494824.06,116871.999 494826.367,116872.999 494826.923,116872.395 494827.926,116875.495 494829.595,116876.05 494828.542,116877.05 494829.149,116876.495 494830.152,116879.545 494831.821,116880.1 494830.818,116881.101 494831.424,116880.596 494832.427,116882.846 494833.591,116883.451 494832.589,116884.3 494833.094,116883.745 494834.148,116885.846 494835.36,116886.301 494834.257,116887.451 494834.864,116886.896 494835.917,116889.097 494837.081,116889.829 494835.865,116890.62 494836.42)))
0479100000000655;1;Zomerdijk 15;1981;Pand in gebruik;15;1505HW;Zomerdijk;Zaandam;15;1505HW;Zomerdijk;Zaandam;11;1;MULTIPOLYGON(((118063.96 493078.58,118077.88 493073.26,118086.88 493069.8,118088.5 493076.69,118092.41 493075.68,118094.36 493083.6,118096.87 493082.97,118100.78 493098.77,118098.24 493099.4,118100.15 493107.2,118072.58 493114.04,118063.96 493078.58)))
0479100000000656;4;Dorpsstraat 625 A t/m Dorpsstraat 631 A;1970;Pand in gebruik;631;1566EB;Dorpsstraat;Assendelft;625;1566EA;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((111626.802 499030.049,111631.723 499025.979,111624.888 499015.112,111639.732 499002.655,111626.648 498986.806,111629.962 498984.114,111625.509 498978.727,111639.667 498967.178,111642.85 498970.711,111638.716 498974.165,111661.9 499001.92,111642.614 499018.03,111643.747219946 499019.385412539,111637.978 499024.099,111633.104 499028.175,111628.202 499032.228,111628.782 499033.424,111618.359 499038.483,111616.656 499034.975,111626.802 499030.049)))
0479100000000658;1;Soldaatweg 30;2007;Pand in gebruik (niet ingemeten);30;1521RL;Soldaatweg;Wormerveer;30;1521RL;Soldaatweg;Wormerveer;10;1;MULTIPOLYGON(((113909.399 502444.126,113909.081 502442.599,113914.52 502441.466,113924.714156 502490.788086,113896.536511 502496.546381,113892.520121 502476.892572,113895.604088 502476.262342,113890.394 502451.016,113900.265 502448.984,113899.694 502446.135,113901.919 502445.686,113901.553 502443.854,113902.082 502443.753,113902.455 502445.565,113909.399 502444.126)))
0479100000000659;12;Lijns Tewisz Roggeplein 11 t/m Lijns Tewisz Roggeplein 9 A;1957;Pand in gebruik;13;1502VL;Lijns Tewisz Roggeplein;Zaandam;3;1502VL;Lijns Tewisz Roggeplein;Zaandam;11;1;MULTIPOLYGON(((116857.817 495239.708,116857.82 495239.691,116863.71 495240.83,116866.58 495226.02,116878.45 495231.07,116878.41 495231.16,116890.16 495233.668,116885.4 495255.67,116880.642 495277.642,116877.024 495276.876,116876.546 495276.775,116875.498 495276.553,116875.14 495278.03,116860.49 495274.92,116861.69 495269.48,116863.9 495269.93,116867.74 495251.99,116867.41 495251.9,116867.57 495251.24,116862.06 495250.07,116860.9 495256.03,116855.308 495254.951,116854.885 495254.869,116857.817 495239.708)))
0479100000000660;;Pand zonder adres;1992;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((116410.7 494251.13,116414.552 494251.848,116409.435 494279.326,116367.983 494271.607,116367.077435 494271.430922,116371.75 494247.4,116380.94 494249.14,116403.27 494253.3,116403.91 494249.89,116409.8 494250.96,116410.7 494251.13)))
0479100000000661;;Pand zonder adres;1978;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((110792.536 500369.923,110809.126 500339.553,110828.377 500350.053,110811.825 500380.402,110804.665 500393.583,110785.375 500383.104,110792.536 500369.923)))
0479100000000662;1;Pieter Ghijsenlaan 9 B;1995;Pand in gebruik;9;1506PW;Pieter Ghijsenlaan;Zaandam;9;1506PW;Pieter Ghijsenlaan;Zaandam;11;1;MULTIPOLYGON(((116837.196 493446.152,116868.15 493457.225,116857.429 493488.601,116826.551 493477.5,116837.196 493446.152)))
0479100000000663;1;Zaandammerweg 25;1980;Pand in gebruik;25;1566PG;Zaandammerweg;Assendelft;25;1566PG;Zaandammerweg;Assendelft;11;1;MULTIPOLYGON(((111270.06 495159.12,111262.34 495155.12,111262.681896 495154.458084,111258.250256 495152.161897,111262.09656 495144.666156,111264.42 495140.21,111269.11 495142.6,111267.72 495145.28,111275.21 495149.14,111270.06 495159.12)))
0479100000000664;4;Zuiderhoofdstraat 129 t/m Zuiderhoofdstraat 133;1963;Pand in gebruik;133;1561AK;Zuiderhoofdstraat;Krommenie;129;1561AK;Zuiderhoofdstraat;Krommenie;11;1;MULTIPOLYGON(((112956.523 501476.946,112989.896 501460.791,112989.752 501460.524,112989.842 501460.48,112990.390012087 501461.499943351,112990.97005544 501462.578491976,112991.75841007 501464.054896609,112992.214574423 501464.925362573,112992.869132605 501466.174409358,112994.153252547 501468.624804034,112994.938258408 501470.126281998,112995.664489798 501471.538835551,112996.235008415 501472.64852058,112997.262950238 501474.647914843,112997.549 501475.14,112989.764290004 501479.136912858,112988.287366094 501479.895211648,112986.716 501480.702,112979.97220678 501484.236539062,112979.521714325 501484.472649976,112979.21690798 501484.632404271,112978.672 501484.918,112977.848157808 501485.349905768,112972.964758844 501487.910066196,112970.072687469 501489.426257428,112966.809518164 501491.136999678,112964.759 501492.212,112964.684 501492.074,112956.883631 501496.226692,112951.822656 501488.486681,112959.899468 501483.205482,112956.523 501476.946)))
