Ministerie;Handelsnaam;5000 - Vervoer en verblijfkosten overig;5110 - Verblijf extern;5210 - Wagenpark;Eindtotaal
I & M;Kasteel Eyckholt Roosteren B.V.;;1;;1
I & M;Kasteelhoeve De Grote Hegge B.V.;;1;;1
I & M;Kees Leijen & Zoon Olieprodukten;;;1;1
I & M;Kemetyl Professional B.V.;;;1;1
I & M;KIT Hotel B.V.;;1;;1
I & M;Kiwa Register B.V.;;;1;1
I & M;KLEIJ Kantoorcatering & Koffieservice;;1;;1
I & M;Kok Party-Catering Service;;1;;1
I & M;Koninklijk Instituut van Ingenieurs;;2;;2
I & M;KONTAKT DER KONTINENTEN;;1;;1
I & M;Kuipers Woudsend B.V.;7;;7;7
I & M;Kunstlinie Almere Flevoland (KAF);;1;;1
I & M;Kurera B.V.;;1;;1
I & M;Kwikstraat B.V.;;;1;1
I & M;L&L Beheer B.V.;;1;;1
I & M;Lagaay International B.V.;1;;;1
I & M;Landgoed de Horst B.V.;;1;;1
I & M;Latalanta;;1;;1
I & M;Lazuli Zaalverhuur;;1;;1
I & M;Le Mariage & The Bounge;;1;;1
I & M;Leaseplan Nederland N.V.;;;9;9
I & M;Leeuwarder Eurohotel B.V.;;1;;1
I & M;Lijm & Cultuur B.V.;;1;;1
I & M;Linde Gas Benelux B.V.;2;;;2
I & M;Lloyd Hotel;;1;;1
I & M;Lloyd's Register Nederland B.V.;3;;;3
I & M;Loetje aan 't IJ B.V.;;1;;1
I & M;Loodgietersbedrijf Klepper B.V.;2;;;2
I & M;Louwman Exclusive Cars B.V.;;;1;1
I & M;Louwman Hellevoetsluis;;;1;1
I & M;Lumenz;;1;;1
I & M;Maastricht Marketing;;1;;1
I & M;Maatschap J.W. de Voogd en A.J.G. Luijk;;1;;1
I & M;Mabi Hotel B.V.;;1;;1
I & M;Madurodam B.V.;;2;;2
I & M;Main B.V.;1;;;1
I & M;Maison van den Boer Mus.kwart. 's-Hertogenb.;;1;;1
I & M;Makeblijde Tuin B.V.;;1;;1
I & M;Mapsup;;1;;1
I & M;Marcus Import;;1;;1
I & M;Mariënhof Amersfoort B.V.;;1;;1
I & M;Mario Verkade t.h.o.d.n. Premio;;;1;1
I & M;Marpol Services B.V.;1;;1;1
I & M;Martens Havenontvangstinst. Vlissingen B.V.;1;;;1
I & M;Me Gusta! Zonnige eetwaren;;1;;1
I & M;MED MAN;;1;;1
I & M;Meet & Connect 's-Hertogenbosch B.V.;;1;;1
I & M;Meet & Discover! - Station033 B.V.;;1;;1
I & M;Meet Berlage B.V.;;1;;1
I & M;Meeting Plaza Utrecht B.V.;;2;;2
I & M;MeetingDistrict;;2;;2
I & M;Meetingmoreminds B.V.;;1;;1
I & M;Melkschapenbedrijf De Zwaakse Weel;;1;;1
I & M;Mercure Den Haag Central;;1;;1
I & M;Mercure Hotel Zwolle;;1;;1
I & M;Metabolic Coöperatief UA;;1;;1
I & M;MK2 Audiovisueel Verhuur B.V.;;1;;1
I & M;Mobility Mixx B.V.;8;;;8
I & M;Molecaten Horeca B.V.;;1;;1
I & M;Mooirivier Congreshotel B.V.;;1;;1
I & M;Moon Horeca Exploitatie B.V.;;1;;1
I & M;Mosella B.V.;;1;;1
I & M;Motel Assen B.V.;;1;;1
I & M;Motel Haarlem Zuid B.V.;;1;;1
I & M;Motocom;1;;;1
I & M;MR Motoren B.V.;;;1;1
I & M;Multraship Ocean Towage B.V.;;;6;6
I & M;Museum Catering Den Haag B.V.;;1;;1
I & M;Museumkwartier B.V.;;1;;1
I & M;Music & Entertainment B.V.;;1;;1
I & M;Muziekburo.nl;;1;;1
I & M;N.B.C. Exploitatie B.V.;;4;;4
I & M;N.V. Golf Exploit. Mij. Schipluid.;;1;;1
I & M;N.V. Port of Den Helder;1;;;1
I & M;Nautica Jansen B.V.;;;2;2
I & M;Nauticashop B.V.;1;;;1
I & M;Netmarketing M.C. Europe B.V.;;1;;1
I & M;Nettenfabriek De Noordzee Holding B.V.;2;;;2
I & M;New Babylon Meeting Center B.V.;;2;;2
I & M;NewLease;;;4;4
I & M;NH Den Haag;;1;;1
I & M;Nico B.V.;;;1;1
I & M;NIOZ Haven B.V.;1;;;1
I & M;Noord Nederlandse Reinigingsdienst B.V.;1;;;1
I & M;Noordzee Services B.V.;1;;;1
I & M;Notra B.V.;1;;;1
I & M;Novotel Den Haag;;1;;1
I & M;NR71;;1;;1
I & M;NS Reizigers B.V.;6;;;6
I & M;NWC Events B.V.;;1;;1
I & M;O Utrecht;;1;;1
I & M;ODS Metering Systems B.V.;;;1;1
I & M;Oerpolder C.V.;;1;;1
I & M;OK-worx;;1;;1
I & M;Oliehandel Anton van Megen B.V.;;;2;2
I & M;Oliehandel Hoekman B.V.;;;4;4
I & M;Oliehandel Klaas de Boer B.V.;1;;1;1
I & M;Oliveira Hydro Marine & Shipping B.V.;1;;;1
I & M;Ons Huis Utrecht B.V.;;1;;1
I & M;Ooghduyne Juliana B.V.;;1;;1
I & M;Op Het Dak;;1;;1
I & M;Op Hodenpijl;;1;;1
I & M;Orange5 Catering & Events B.V.;;1;;1
I & M;Ottenhome B.V.;;1;;1
I & M;Oudaen B.V.;;1;;1
I & M;P!T;;1;;1
I & M;Paagman Den Haag B.V.;1;;;1
I & M;Pageshuis B.V.;;1;;1
I & M;PAK Aanhangwagens Kruiningen;;;1;1
I & M;Papendrecht Vastgoedexploitatie N.V.;;1;;1
I & M;Park Plaza Utrecht;;1;;1
I & M;Partycentrum-Restaurant 'Boerderij Mereveld';;1;;1
I & M;Paviljoen De Leyen;;1;;1
I & M;PB Elektra;2;;1;2
I & M;Peinemann Heftrucks B.V.;;;1;1
I & M;Performa Uitgeverij B.V.;;1;;1
I & M;Plaza BW Den Haag B.V.;;1;;1
I & M;PlaZand;;1;;1
I & M;POL Heteren B.V.;;;1;1
I & M;Pon Power B.V.;;;5;5
I & M;Postillion Haren B.V.;;1;;1
I & M;Postillion Hotels B.V.;;2;;2
I & M;Praxair;1;;;1
I & M;Promenade Hotel B.V.;;1;;1
I & M;PSU B.V.;;1;;1
I & M;Puur Amsterdam;;1;;1
I & M;Q-Park Operations Netherlands I B.V.;1;;;1
I & M;QUA-VAC B.V.;1;;;1
I & M;Raambekleding Nederland B.V.;;;1;1
I & M;Radio Holland Content@Sea;1;;2;2
I & M;Radio Holland Netherlands B.V.;1;;;1
I & M;Radio Tol IJmuiden;1;;;1
I & M;RDM Events B.V.;;1;;1
I & M;Rederij L. De Boer & Zonen B.V.;1;;;1
I & M;Regardz Business Center;;2;;2
I & M;Register Holland;1;;;1
I & M;Regus Amsterdam;;1;;1
I & M;Restaurant Belle van Zuylen B.V.;;1;;1
I & M;Restaurant Boathouse Almere B.V.;;1;;1
I & M;Restaurant De Hucht B.V.;;1;;1
I & M;Restaurant Grevelingen B.V.;;1;;1
I & M;Restaurant in den Weijenborg;;1;;1
I & M;RH Marine Netherlands B.V.;2;;;2
I & M;Rhine Schiedam Opco B.V.;;1;;1
I & M;Rietveld Wines B.V.;;1;;1
I & M;Rijksvastgoedbedrijf;;1;;1
I & M;Roermondse Watersportvereniging 'Nautilus';1;;;1
I & M;ROI B.V.;;1;;1
I & M;Roodenberg Staalkabels B.V.;1;;;1
I & M;Rosco Catering / Party-Service;;1;;1
I & M;Rotterdam Airport Supplies and Services B.V.;;1;;1
I & M;RS Components B.V.;1;;;1
I & M;RuimTeUtrecht B.V.;;1;;1
I & M;S.B.I. Zonheuvel B.V.;;2;;2
I & M;SAB Stg. Afvalst. & Vaardocumenten Binnenv.;2;;;2
I & M;San Blas strandhuis;;1;;1
I & M;Sancy Tres B.V.;;1;;1
I & M;Schuitemaker Industrial B.V.;;;6;6
I & M;Seats2Meet.com Utrecht B.V.;;2;;2
I & M;Seinwezen Beheer B.V.;;1;;1
I & M;Sheraton A'dam Airp. Hotel & Conference Cntr.;;1;;1
I & M;Significant B.V.;;;1;1
I & M;Simako BDM Elst B.V.;;;1;1
I & M;Sleep- en Bergingsbedrijf FBT B.V.;1;;;1
I & M;Sleep- en bergingsbedrijf Veltman V.O.F.;1;;;1
I & M;Sleepdienst Scheveningen B.V.;;;1;1
I & M;Slijterij 'De Gouden Leeuw';;1;;1
I & M;Slurink B.V.;;;5;5
I & M;Smeba Brandbeveiliging Nijmegen B.V.;;;1;1
I & M;Smeding B.V.;1;;;1
I & M;Smyling;;1;;1
I & M;Spaces B.V.;;2;;2
I & M;Special Cargo Services B.V.;1;;;1
I & M;Sportfondsen Welzijn Delft B.V.;;1;;1
I & M;Sporthal 'De Zwake';;1;;1
I & M;Stadscafe De Waag B.V.;;1;;1
I & M;Stadscafe Meesters;;1;;1
I & M;Stadshavens Medemblik B.V.;1;;;1
I & M;Stadsvilla Sonsbeek B.V.;;1;;1
I & M;Stayokay Heeg;;1;;1
I & M;Steengracht Artware;;1;;1
I & M;SternRent;;;1;1
I & M;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;1;;1
I & M;Stg. Cult. Beh. Paleisstraat 8 te 's-Gravenh.;;1;;1
I & M;Stg. Maritiem Research Instituut Nederland;2;;;2
I & M;Stg. Natuurvriendenhuizen en Kampeerterreinen;;1;;1
I & M;Sticht. INT. ARCHITECTUUR BIENNALE ROTTERDAM;;1;;1
I & M;Stichting Arminius;;1;;1
I & M;Stichting Bezoekerscentrum De Grote Rivieren;;1;;1
I & M;Stichting Bunkerbehoud Terschelling;;1;;1
I & M;Stichting Deltares;1;;;1
I & M;Stichting Derdengelden Vlietlaan;;1;;1
I & M;Stichting Dorpscentrum Spaarndam;;1;;1
I & M;Stichting Drakenburg;;1;;1
I & M;Stichting Duurzaamheidcentrum De Papaver;;1;;1
I & M;Stichting Flevo-Landschap;;1;;1
I & M;Stichting Gemeenschapshuis Heijen;;1;;1
I & M;Stichting Haarlemmermeermuseum De Cruquius;;1;;1
I & M;Stichting Het Huis;;2;;2
I & M;Stichting Het Scheepvaartmuseum Enterprise;;1;;1
I & M;Stichting Hoeve Klein Mariëndaal;;1;;1
I & M;Stichting Hogeschool van Arnhem en Nijmegen;;;2;2
I & M;Stichting Humanity House;;1;;1
I & M;Stichting ir.D.F. Woudagemaal;;1;;1
I & M;Stichting Loyalis;;;1;1
I & M;Stichting Luchtvaart College Schiphol;;1;;1
I & M;Stichting Molen De Ster;;1;;1
I & M;Stichting Museum voor Communicatie;;1;;1
I & M;Stichting Nieuwe Erven;;1;;1
I & M;Stichting Sociaal Fonds Buma;;1;;1
I & M;Stichting Steinmetz;;1;;1
I & M;Stichting Zuiderzeemuseum;;1;;1
I & M;Still Intern Transport B.V.;;;1;1
I & M;Stork Asset Management Consultancy B.V.;2;;;2
I & M;Strandclub Doen! Strand noord;;1;;1
I & M;Strandpaviljoen 'Klein Ockenburgh';;1;;1
I & M;'t Oude Tolhuys B.V.;;1;;1
I & M;'t Ulvenhart B.V.;;1;;1
I & M;T.O. Pirovano;4;;;4
I & M;Tas & Company B.V.;1;;;1
I & M;Tauro Beheer B.V.;;1;;1
I & M;Te Werve B.V.;;1;;1
I & M;The Beach Indoor Sport Centre Aalsmeer;;1;;1
I & M;The Box Produktiestudio's;;1;;1
I & M;The Convent Hotel;;1;;1
I & M;The Pool Holding B.V.;;1;;1
I & M;Theaterhotel De Oranjerie B.V.;;1;;1
I & M;Tilkema Horeca B.V.;;1;;1
I & M;TivoliVredenburg;;1;;1
I & M;Tjaarda Oranjewoud B.V.;;1;;1
I & M;TM-CS B.V.;;;1;1
I & M;TNO International Holding B.V.;2;;;2
I & M;Tolsma Tanks B.V.;1;;;1
I & M;tonmosheuvel.nl;;1;;1
I & M;TOTAL Nederland N.V.;1;;;1
I & M;Tower Leisure B.V.;;1;;1
I & M;Toyota Material Handling Nederland B.V.;;;1;1
I & M;Transformotion B.V.;;1;;1
I & M;Transparant;;1;;1
I & M;Transport Service Terschelling B.V.;1;;;1
I & M;Transposafe Systems;;;1;1
I & M;Travelcard Nederland B.V.;;;2;2
I & M;TW-Vorden B.V.;;;1;1
I & M;Tyrilo B.V.;;1;;1
I & M;Uitspanning ''t Engelse Werk';;1;;1
I & M;Unie Services B.V.;;1;;1
I & M;V.O.F. Frank;;1;;1
I & M;V.O.F. Hotel de Nieuwe Doelen;;1;;1
I & M;V.O.F. M.Hellemons & B. Hellemons-Bunk.serv.;;;3;3
I & M;Van Beelen Industrie en Handel B.V.;1;;;1
I & M;Van Berne Hedel;;;1;1
I & M;VAN Bien B.V.;;1;;1
I & M;Van de Gruiter B.V.;1;;;1
I & M;Van der Hoeven Jacht- en Scheepswerf;7;;7;7
I & M;Van der Pol Autoverhuur B.V.;;;1;1
I & M;Van der Valk Hotel Bijhorst;;1;;1
I & M;Van der Valk Hotel Den Haag B.V.;;2;;2
I & M;Van der Valk Hotel Dordrecht B.V.;;1;;1
I & M;Van der Valk Hotel Houten B.V.;;1;;1
I & M;Van der Valk Hotel Middelburg B.V.;;1;;1
I & M;Van der Valk Hotel 's-Hertogenbosch-Vught;;1;;1
I & M;Van der Valk Hotel Zuidbroek;;1;;1
I & M;Van der Werf Jelsum B.V.;;;1;1
I & M;Van Gansewinkel Nederland B.V.;1;;;1
I & M;Van Loen Groentechniek B.V.;;;1;1
I & M;Vas Nederland B.V.;;;1;1
I & M;VCU Store B.V.;1;;;1
I & M;Vechtstaete Evenementen Lokatie;;1;;1
I & M;Veerdienst Afferden V.O.F.;1;;;1
I & M;Vennendal Exploitatie B.V.;;2;;2
I & M;Verbeek Autoverhuur;;;1;1
I & M;Verder Organis.begel./Interim managem. B.V.;;1;;1
I & M;Vereniging Sociëteit Het Meisjeshuis;;1;;1
I & M;Vergadercentrum Vredenburg;;1;;1
I & M;Vergaderlocatie ' TISNIENIX';;1;;1
I & M;Verkoopcoöperatie van 'Den Helder' BA;1;;;1
I & M;Vermaat Leisure B.V.;;1;;1
I & M;VERSENZO B.V.;;1;;1
I & M;Vesper Hotel;;1;;1
I & M;Via Vanessa;;1;;1
