FID,omschr,type_div,hectobord,afritnr,afritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
divergenties_kenmerk.1084,Haarlemmermeer-aansluiting,U,27.6c,9,'HAVENS 6200-7000'VBW. c,R,27.75499916,015,KPK0001134254,I,,POINT (67721.22850000113 439662.1964999996)
divergenties_kenmerk.1085,Halfklaverblad-aansluiting,U,33.0c,11,'HAVENS 5500-5700'VBW. c,R,33.16600037,015,KPK0001134269,I,,POINT (72084.74769999832 437303.0073999986)
divergenties_kenmerk.1086,Pseudo T-knooppunt,D,36.0c,12,'BRIELLE'VBW. c,R,36.10800171,015,KPK0001134326,I,,POINT (74359.28110000119 435455.78009999916)
divergenties_kenmerk.1087,Haarlemmermeer-aansluiting,U,36.0a,9,'NIJKERK'VBW. a,R,35.82300186,028,KPK0001139762,I,,POINT (160991.91930000111 472670.17709999904)
divergenties_kenmerk.1088,Haarlemmermeer-aansluiting,U,36.5c,9,'NIJKERK'VBW. c,R,36.59999847,028,KPK0001139763,I,,POINT (161672.03069999814 473067.3002999984)
divergenties_kenmerk.1089,,U,0.0#,,PPL.'OLDENALLER',R,37.47000122,028,KPK0001139764,I,,POINT (162417.77059999853 473485.90129999816)
divergenties_kenmerk.1090,,U,39.2m,,BS.PPL.'VANENBURG',R,39.16699982,028,KPK0001139774,I,,POINT (163902.93450000137 474303.8258999996)
divergenties_kenmerk.1091,Haarlemmermeer-aansluiting,U,41.1c,10,'STRAND NULDE'VBW. c,R,41.22700119,028,KPK0001139781,I,,POINT (165267.80970000103 475779.35500000045)
divergenties_kenmerk.1092,,U,44.0p,,PPL.'DASSELAAR',R,43.85200119,028,KPK0001139785,I,,POINT (166144.92049999908 478240.71920000017)
divergenties_kenmerk.1093,Halfklaverblad-aansluiting,U,46.6c,11,'HARDERWIJK-ZUID'VBW. c,R,46.68500137,028,KPK0001139790,I,,POINT (167210.1950000003 480857.72349999845)
divergenties_kenmerk.1094,,U,49.2n,,BS.PPL.'DRIELANDER',R,49.27199936,028,KPK0001139791,I,,POINT (168998.64499999955 482627.4517999999)
divergenties_kenmerk.1095,Haarlemmermeer-aansluiting,U,53.4c,13,'LELYSTAD'VBW. c,R,53.55099869,028,KPK0001139799,I,,POINT (172920.11239999905 483553.66120000184)
divergenties_kenmerk.1096,,U,56.6p,,PPL.'LEUVENHORST',R,56.44599915,028,KPK0001139801,I,,POINT (175736.6585999988 483867.4419)
divergenties_kenmerk.1097,,U,61.7m,,BS.PPL.'WILLEMSBOS'+ REST.,R,61.61399841,028,KPK0001139803,I,,POINT (180448.90630000085 485879.9186999984)
divergenties_kenmerk.1098,Haarlemmermeer-aansluiting,U,63.2a,14,'ELSPEET'VBW. a,R,63.00500107,028,KPK0001139807,I,,POINT (181820.34120000154 486048.56159999967)
divergenties_kenmerk.1099,Haarlemmermeer-aansluiting,U,66.1a,15,'EPE'VBW. a,R,65.95500183,028,KPK0001139811,I,,POINT (184433.44729999825 487265.48690000176)
divergenties_kenmerk.1100,,U,69.4p,,PPL.'DE KRAAIENBERG',R,69.29000092,028,KPK0001139815,I,,POINT (186782.37370000035 489472.23750000075)
divergenties_kenmerk.1101,,U,70.6q,,PPL.'DE HAERE',R,70.73600006,028,KPK0001139816,I,,POINT (187945.0267000012 490341.47089999914)
divergenties_kenmerk.1102,Haarlemmermeer-aansluiting,U,72.1a,16,'t HARDE'VBW. a,R,71.89299774,028,KPK0001139819,I,,POINT (188804.73530000076 491114.3493000008)
divergenties_kenmerk.1103,Haarlemmermeer-aansluiting,U,72.7c,16,'t HARDE'VBW. c,R,72.93099976,028,KPK0001139821,I,,POINT (189608.17749999836 491744.2446999997)
divergenties_kenmerk.1104,,U,74.7q,,PPL.'VOSBERGEN',R,74.74900055,028,KPK0001139822,I,,POINT (191061.1906999983 492844.39820000157)
divergenties_kenmerk.1105,,U,79.9m,,BS.PPL.'BORNHEIM',R,79.79000092,028,KPK0001139826,I,,POINT (195007.3909999989 495850.0480000004)
divergenties_kenmerk.1106,Haarlemmermeer-aansluiting,U,81.8a,17,'WEZEP'VBW. a,R,81.62400055,028,KPK0001139831,I,,POINT (195603.23559999838 497579.7492999993)
divergenties_kenmerk.1107,Haarlemmermeer-aansluiting,U,82.3c,17,'WEZEP'VBW. c,R,82.46600342,028,KPK0001139833,I,,POINT (196156.2137000002 498219.2045999989)
divergenties_kenmerk.1108,Haarlemmermeer-aansluiting,U,0.0#,,'HAVENS 7000-7200'VBW. c,R,25.66399956,015,KPK0001135715,I,,POINT (66272.7313000001 439007.21930000186)
divergenties_kenmerk.1109,Haarlemmermeer-aansluiting,U,26.1c,8,'OOSTVOORNE'VBW. c,R,26.16300011,015,KPK0001135718,I,,POINT (66706.08229999989 439087.91910000145)
divergenties_kenmerk.1110,Pseudo Halfklaverblad-aansluiting,U,37.5c,,'ROZENBURG'VBW. c,R,37.52000046,015,KPK0001135738,I,,POINT (75736.8610999994 435249.6732000001)
divergenties_kenmerk.1111,Pseudo T-knooppunt,U,35.6b,12,'BRIELLE'VBW. b,R,35.64899826,015,KPK0001135754,I,,POINT (74032.7520999983 435779.7254999988)
divergenties_kenmerk.1112,Pseudo Haarlemmermeer-aansluiting,D,0.0#,,'SPIJKENISSE'VBW. w,R,45.56800079,015,KPK0001135766,I,,POINT (81248.89600000158 431793.82400000095)
divergenties_kenmerk.1113,Pseudo Haarlemmermeer-aansluiting,U,92.5m,,'ZWOLLE-CENTRUM'RANG.B m,R,92.20800018,028,KPK0001139891,I,,POINT (201337.3126000017 502483.8968000002)
divergenties_kenmerk.1114,Klaverbladknooppunt,D,161.6e,,'KP.RESSEN'KLEVE VBW. e,R,161.522995,015,KPK0001135557,I,,POINT (187456.5416000001 434189.3286000006)
divergenties_kenmerk.1115,Klaverbladknooppunt,U,162.0k,,'KP.RESSEN'NIJMEGEN VBW. k,R,162.08200073,015,KPK0001135572,I,,POINT (187994.2637999989 434369.85179999843)
divergenties_kenmerk.1116,Halfklaverblad-aansluiting,U,190.8a,1,'DIDAM'VBW. a,R,190.57499695,015,KPK0001135586,I,,POINT (207721.5315000005 437583.0725999996)
divergenties_kenmerk.1117,,U,193.2m,,BS.PPL.'STILLE WALD',R,193.00799561,015,KPK0001135614,I,,POINT (209561.41539999843 439163.0621000007)
divergenties_kenmerk.1118,Halfklaverblad-aansluiting,U,195.6a,2,'WEHL'VBW. a,R,195.40600586,015,KPK0001135615,I,,POINT (211824.870099999 439883.10550000146)
divergenties_kenmerk.1119,Halfklaverblad-aansluiting,U,199.4c,3,'DOETINCHEM'VBW. c,R,199.51100159,015,KPK0001135623,I,,POINT (215941.12689999864 439826.1827000007)
divergenties_kenmerk.1120,Halfklaverblad-aansluiting,U,201.7a,4,'DOETINCHEM-OOST'VBW. a,R,201.51100159,015,KPK0001135626,I,,POINT (217918.4679000005 439954.7906000018)
divergenties_kenmerk.1121,Halfklaverblad-aansluiting,U,201.8c,4,'DOETINCHEM-OOST'VBW. c,R,201.95799255,015,KPK0001135628,I,,POINT (218355.7052000016 440063.3574000001)
divergenties_kenmerk.1122,Pseudo Klaverbladknooppunt,U,80.4f,,'KP.RIJNSWEERD'RIJNSWEERD VBW. f,R,80.50900269,027,KPK0001139323,I,,POINT (139377.06960000098 456238.60020000115)
divergenties_kenmerk.1123,Pseudo Haarlemmermeer-aansluiting,U,81.3a,30,'DE BILT'VBW. a,R,81.06199646,027,KPK0001139337,I,,POINT (139183.05539999902 456745.6726000011)
divergenties_kenmerk.1124,,U,0.0#,,'BUSBAAN',R,98.37000275,027,KPK0001139370,I,,POINT (145106.2916000001 471957.15729999915)
divergenties_kenmerk.1125,Pseudo Klaverbladknooppunt,D,1.6u,,'KP.RIJNSWEERD'RING-Z/O BREDA VBW. u,R,1.85000002,028,KPK0001139376,I,,POINT (140385.96159999818 456090.6730000004)
divergenties_kenmerk.1126,T-knooppunt,U,308.8g,,'KP.JOURE'DEN HELDER VBW. g,R,308.65100098,006,KPK0001196183,I,,POINT (182376.30920000002 550575.5903999992)
divergenties_kenmerk.1127,Haarlemmermeer-aansluiting,U,311.7c,24,'JOURE'VBW. c,R,311.72000122,006,KPK0001196198,I,,POINT (184626.62779999897 552525.7873999998)
divergenties_kenmerk.1128,T-knooppunt,U,100.5a,,'KP.ZURICH'ZURICH VBW. a,R,100.5,007,KPK0001196228,I,,POINT (154412.97569999844 567353.190200001)
divergenties_kenmerk.1129,Niet indeelbaar,U,0.0#,,'HOMMERTS' (N354),R,121.73600006,007,KPK0001196230,I,,POINT (172935.0282999985 559495.7584000006)
divergenties_kenmerk.1130,Niet indeelbaar,D,0.0#,,'APELDOORN',R,211.16900635,050,KPK0001197977,I,,POINT (197109.72239999846 473746.45490000024)
divergenties_kenmerk.1131,Halfklaverblad-aansluiting,U,231.7a,10,'GROENLO'VBW. a,R,231.58000183,015,KPK0001135668,I,,POINT (239568.26740000024 450083.2056000009)
divergenties_kenmerk.1132,Halfklaverblad-aansluiting,U,245.1a,13,'NEEDE'VBW. a,R,245.02900696,015,KPK0001135691,I,,POINT (242736.7426000014 461232.5846000016)
divergenties_kenmerk.1133,Halfklaverblad-aansluiting,U,253.6a,14,'HAAKSBERGEN'VBW. a,R,253.51899719,015,KPK0001135692,I,,POINT (248332.09270000085 466877.94110000134)
divergenties_kenmerk.1134,Halfklaverblad-aansluiting,U,235.3c,11,'GROENLO-LAARBERG'VBW. c,R,235.36999512,015,KPK0001135693,I,,POINT (240353.55200000107 453507.0799999982)
divergenties_kenmerk.1135,Halfklaverblad-aansluiting,U,238.3c,12,'EIBERGEN'VBW. c,R,238.41900635,015,KPK0001135694,I,,POINT (240094.9299999997 456367.6160000004)
divergenties_kenmerk.1136,Halfklaverblad-aansluiting,U,245.2c,13,'NEEDE'VBW. c,R,245.32000732,015,KPK0001135695,I,,POINT (242936.88170000166 461448.96609999985)
divergenties_kenmerk.1137,Halfklaverblad-aansluiting,U,253.8c,14,'HAAKSBERGEN'VBW. c,R,253.91700745,015,KPK0001135696,I,,POINT (248732.8145999983 466839.06500000134)
divergenties_kenmerk.1138,,U,0.0#,,PPL.'DE MARK',R,119.94000244,015,KPK0001135347,I,,POINT (148616.44179999828 430045.6827000007)
divergenties_kenmerk.1139,Pseudo Klaverbladknooppunt,U,3.9y,,'KP.RIJNSWEERD'UTRECHT-SCIENCE PARK RANG.BAAN y,R,4.02799988,028,KPK0001139412,I,,POINT (142491.90549999848 456268.13540000096)
divergenties_kenmerk.1140,Halfklaverblad-aansluiting,U,8.5a,3,'DEN DOLDER'VBW. a,R,8.35700035,028,KPK0001139446,I,,POINT (146375.07200000063 457607.53500000015)
divergenties_kenmerk.1141,Halfklaverblad-aansluiting,U,8.6c,3,'DEN DOLDER'VBW. c,R,8.67300034,028,KPK0001139469,I,,POINT (146684.87539999932 457737.4101999998)
divergenties_kenmerk.1142,Halfklaverblad-aansluiting,U,11.2a,4,'SOESTERBERG'VBW. a,R,10.98999977,028,KPK0001139489,I,,POINT (148870.0661999993 458490.65410000086)
divergenties_kenmerk.1143,T-knooppunt,U,100.0g,,'KP.ZURICH'ZURICH VBW. g,R,99.83599854,007,KPK0001196319,I,,POINT (153889.8423999995 566954.3040999994)
divergenties_kenmerk.1144,T-knooppunt,U,102.5f,,'KP.ZURICH'HARLINGEN VBW. f,R,102.70700073,007,KPK0001196323,I,,POINT (156475.5276999995 567636.5628000014)
divergenties_kenmerk.1145,Haarlemmermeer-aansluiting,U,112.4a,18,'BOLSWARD-OOST'VBW. a,R,112.23600006,007,KPK0001196335,I,,POINT (164655.66429999843 563316.7617999986)
divergenties_kenmerk.1146,Haarlemmermeer-aansluiting,U,112.8c,18,'BOLSWARD-OOST'VBW. c,R,112.90299988,007,KPK0001196337,I,,POINT (165304.40729999915 563125.0219999999)
divergenties_kenmerk.1147,Haarlemmermeer-aansluiting,U,115.7c,19,'NIJLAND'VBW. c,R,115.8239975,007,KPK0001196343,I,,POINT (168025.67500000075 562069.7899999991)
divergenties_kenmerk.1148,Haarlemmermeer-aansluiting,U,118.9a,20,'RING-WEST SNEEK-WEST'VBW. a,R,118.81600189,007,KPK0001196344,I,,POINT (170649.12079999968 560969.3636999987)
divergenties_kenmerk.1149,Haarlemmermeer-aansluiting,U,119.2c,20,'RING-WEST SNEEK-WEST'VBW. c,R,119.33300018,007,KPK0001196351,I,,POINT (170871.98369999975 560507.5540999994)
divergenties_kenmerk.1150,Haarlemmermeer-aansluiting,U,121.6a,21,'SNEEK-CENTRUM'VBW. a,R,121.51000214,007,KPK0001196353,I,,POINT (172706.20949999988 559520.0397000015)
divergenties_kenmerk.1151,Haarlemmermeer-aansluiting,U,122.0c,21,'SNEEK-CENTRUM'VBW. c,R,122.0759964,007,KPK0001196354,I,,POINT (173276.91319999844 559501.5698999986)
divergenties_kenmerk.1152,Haarlemmermeer-aansluiting,U,122.3c,21a,'IND.WOUDVAART'VBW. c,R,122.49099731,007,KPK0001196355,I,,POINT (173675.37680000067 559482.0595000014)
divergenties_kenmerk.1153,Haarlemmermeer-aansluiting,U,123.1a,22,'SNEEK-OOST'VBW. a,R,123.01200104,007,KPK0001196359,I,,POINT (174209.35940000042 559452.991799999)
divergenties_kenmerk.1154,Haarlemmermeer-aansluiting,U,123.5c,22,'SNEEK-OOST'VBW. c,R,123.60600281,007,KPK0001196361,I,,POINT (174737.14220000058 559246.4750999995)
divergenties_kenmerk.1155,Halfklaverblad-aansluiting,U,132.9a,23,'JOURE-WEST'VBW. a,R,132.61999512,007,KPK0001196365,I,,POINT (180451.86389999837 553293.818500001)
divergenties_kenmerk.1156,,U,129.7n,,BS.PPL.'BLOKSLOOT',R,129.81100464,007,KPK0001196366,I,,POINT (178448.6992000006 555217.4111000001)
divergenties_kenmerk.1157,T-knooppunt,D,135.2r,,'KP.JOURE'AMSTERDAM VBW. r,R,135.15400696,007,KPK0001196368,I,,POINT (182303.06720000133 551638.9741000012)
divergenties_kenmerk.1158,Halfklaverblad-aansluiting,U,140.1a,25,'OUDEHASKE'VBW. a,R,140.02600098,007,KPK0001196370,I,,POINT (187158.3905000016 552997.7258000001)
divergenties_kenmerk.1159,Pseudo Haarlemmermeer-aansluiting,U,142.4c,26,'HEERENVEEN-WEST'VBW. c,R,142.5019989,007,KPK0001196374,I,,POINT (189548.503800001 553703.9188000001)
divergenties_kenmerk.1160,Klaverbladknooppunt,U,143.3e,,'KP.HEERENVEEN'HEERENVEEN VBW. e,R,143.16200256,007,KPK0001196375,I,,POINT (190083.25649999827 554054.0566999987)
divergenties_kenmerk.1161,Halfklaverblad-aansluiting,U,152.1a,27,'TIJNJE'VBW. a,R,151.8999939,007,KPK0001196390,I,,POINT (196599.56969999894 559135.6064999998)
divergenties_kenmerk.1162,Halfklaverblad-aansluiting,U,152.2c,27,'TIJNJE'VBW. c,R,152.30700684,007,KPK0001196392,I,,POINT (196774.43769999966 559508.7485000007)
divergenties_kenmerk.1163,,U,153.9n,,BS.PPL.'DE VONKEN',R,153.98699951,007,KPK0001196396,I,,POINT (197672.5335999988 560915.4492000006)
divergenties_kenmerk.1164,Halfklaverblad-aansluiting,U,157.7a,28,'BEETSTERZWAAG'VBW. a,R,157.36799622,007,KPK0001196397,I,,POINT (199410.37999999896 563820.9642000012)
divergenties_kenmerk.1165,Halfklaverblad-aansluiting,U,43.6a,31,'ALMELO-WEST'VBW. a,R,43.50799942,035,KPK0001140929,I,,POINT (237360.0357999988 484579.1127999984)
divergenties_kenmerk.1166,Halfklaverblad-aansluiting,U,42.6c,32,'WIERDEN'VBW. c,R,42.70199966,035,KPK0001140930,I,,POINT (236892.3524999991 485221.5247000009)
divergenties_kenmerk.1167,Halfklaverblad-aansluiting,U,47.9a,30,'ALMELO-ZUID'VBW. a,R,47.75799942,035,KPK0001140938,I,,POINT (240827.52050000057 482528.33619999886)
divergenties_kenmerk.1168,Halfklaverblad-aansluiting,U,48.1c,30,'ALMELO-ZUID'VBW. c,R,48.31499863,035,KPK0001140939,I,,POINT (241347.504900001 482379.68780000135)
divergenties_kenmerk.1169,T-knooppunt,D,52.1u,,'KP.AZELO'AMSTERDAM VBW. u,R,52.35499954,035,KPK0001140955,I,,POINT (245001.47839999944 480683.6035999991)
divergenties_kenmerk.1170,T-aansluiting Haarlemmermeer,U,55.0c,29,'BORNE-WEST'VBW. c,R,55.18299866,035,KPK0001140956,I,,POINT (247107.49659999833 478783.80519999936)
divergenties_kenmerk.1171,Haarlemmermeer-aansluiting,D,57.7a,28,'HENGELO-WEST'VBW. a,R,57.52000046,035,KPK0001141008,I,,POINT (248002.81940000132 476666.3663999997)
divergenties_kenmerk.1172,T-knooppunt,U,56.1s,,'KP.BUREN'BORNE VBW. s,R,56.2840004,035,KPK0001141009,I,,POINT (247719.68670000136 477856.73099999875)
divergenties_kenmerk.1173,Haarlemmermeer-aansluiting,U,58.3c,28,'DELDEN'VBW. c,R,58.4679985,035,KPK0001141014,I,,POINT (248145.1697999984 475723.685899999)
divergenties_kenmerk.1174,Haarlemmermeer-aansluiting,U,81.8a,,'MIDDELBURG-DAUWENDAELE'VBW. a,R,81.6760025,057,KPK0001142382,I,,POINT (33584.9990000017 390653.31650000066)
divergenties_kenmerk.1175,T-knooppunt,U,166.4z,,'KP.DE ROODE LEEUW'VLISSINGEN VBW. z,R,82.85900116,057,KPK0001142383,I,,POINT (34318.11389999837 389729.9538999982)
divergenties_kenmerk.1176,Halfklaverblad-aansluiting,U,79.8c,,'MIDDELBURG-CENTRUM'VBW. c,R,79.89600372,057,KPK0001142342,I,,POINT (33244.148499999195 392283.44469999894)
divergenties_kenmerk.1177,Pseudo T-knooppunt,U,13.3u,,'KP.BATADORP'NIJMEGEN VBW. u,R,13.41600037,058,KPK0001142414,I,,POINT (155600.71029999852 388342.80040000007)
divergenties_kenmerk.1178,Halfklaverblad-aansluiting,U,14.1a,7,'BEST'VBW. a,R,13.9460001,058,KPK0001142416,I,,POINT (155104.1854000017 388539.76370000094)
divergenties_kenmerk.1179,Klaverbladknooppunt,U,69.0f,,'KP.ZAARDERHEIKEN'VENRAY VBW. f,R,69.14299774,067,KPK0001143666,I,,POINT (207028.55189999938 378615.1849000007)
divergenties_kenmerk.1180,,U,0.7m,,BS.PPL.'HET GOOR',R,0.56099999,067,KPK0001143670,I,,POINT (142988.7558999993 370184.4880999997)
divergenties_kenmerk.1181,Haarlemmermeer-aansluiting,U,5.7a,29,'HAPERT'VBW. a,R,5.61100006,067,KPK0001143671,I,,POINT (146925.01469999924 373306.5058999993)
divergenties_kenmerk.1182,Haarlemmermeer-aansluiting,U,6.2c,29,'HAPERT'VBW. c,R,6.38600016,067,KPK0001143673,I,,POINT (147495.78990000114 373832.9279999994)
divergenties_kenmerk.1183,Haarlemmermeer-aansluiting,U,9.6a,30,'EERSEL'VBW. a,R,9.47200012,067,KPK0001143678,I,,POINT (150044.58830000088 375561.3680000007)
divergenties_kenmerk.1184,Haarlemmermeer-aansluiting,U,10.3c,30,'EERSEL'VBW. c,R,10.46100044,067,KPK0001143679,I,,POINT (150856.97780000046 376141.1068000011)
divergenties_kenmerk.1185,,U,0.0#,,BS.'BETHLEHEM',R,112.99500275,009,KPK0001130820,I,,POINT (115071.97700000182 547471.1799999997)
divergenties_kenmerk.1186,,U,0.0#,,BS.,R,79.57700348,009,KPK0001130776,I,,POINT (110518.98259999976 517715.2034999989)
divergenties_kenmerk.1187,Pseudo Halfklaverblad-aansluiting,U,65.8e,26b,'DOETINCHEM'VBW. e,R,65.6309967,035,KPK0001141023,I,,POINT (252207.1473999992 470233.81390000135)
divergenties_kenmerk.1188,Halfklaverblad-aansluiting,U,71.1a,25,'ENSCHEDE'VBW. a,R,70.83399963,035,KPK0001141031,I,,POINT (257226.9200000018 469130.6937999986)
divergenties_kenmerk.1189,Pseudo Halfklaverblad-aansluiting,U,66.3a,26,'ENSCHEDE-WEST'VBW. a,R,66.26000214,035,KPK0001141062,I,,POINT (252740.8414000012 469891.6039999984)
divergenties_kenmerk.1190,Halfklaverblad-aansluiting,U,4.6a,,'ALMELO-WEST'VBW. a,R,4.4380002,036,KPK0001141063,I,,POINT (238205.76830000058 485158.84380000085)
divergenties_kenmerk.1191,Halfklaverblad-aansluiting,U,43.4d,,'31 ALMELO-WEST'VBW. d (RW35),R,3.45499992,036,KPK0001141064,I,,POINT (237497.26590000093 484535.6361999996)
divergenties_kenmerk.1192,Halfklaverblad-aansluiting,U,5.1c,,'ALMELO-WEST'VBW. c,R,5.14900017,036,KPK0001141065,I,,POINT (238542.81379999965 485785.77710000053)
divergenties_kenmerk.1193,Haarlemmermeer-aansluiting,U,6.7a,,'IND.TWENTE'VBW. a,R,6.62300014,036,KPK0001141069,I,,POINT (238449.31899999827 487149.0808000006)
divergenties_kenmerk.1194,Haarlemmermeer-aansluiting,U,0.0#,,'IND.TWENTE'VBW. c,R,7.13800001,036,KPK0001141070,I,,POINT (238140.32889999822 487556.83359999955)
divergenties_kenmerk.1195,Halfklaverblad-aansluiting,U,9.6a,,'AADORP'VBW. a,R,9.55700016,036,KPK0001141073,I,,POINT (238756.5898000002 489552.15150000155)
divergenties_kenmerk.1196,Halfklaverblad-aansluiting,U,9.7c,,'AADORP'VBW. c,R,9.80599976,036,KPK0001141074,I,,POINT (238956.02389999852 489704.5001000017)
divergenties_kenmerk.1197,Halfklaverblad-aansluiting,U,12.3a,,'ALMELO-NOORD'VBW. a,R,12.2510004,036,KPK0001141077,I,,POINT (240225.15340000018 491489.6598000005)
divergenties_kenmerk.1198,Haarlemmermeer-aansluiting,U,13.3a,,'VRIEZENVEEN'VBW. a,R,13.16800022,036,KPK0001141078,I,,POINT (239921.98809999973 492349.64719999954)
divergenties_kenmerk.1199,Halfklaverblad-aansluiting,U,12.4c,,'ALMELO-NOORD'VBW. c,R,12.46399975,036,KPK0001141079,I,,POINT (240145.51529999822 491696.07840000093)
divergenties_kenmerk.1200,Haarlemmermeer-aansluiting,U,13.7c,,'VRIEZENVEEN'VBW. c,R,13.77999973,036,KPK0001141080,I,,POINT (239721.73580000177 492925.3980999999)
divergenties_kenmerk.1201,,U,0.0#,,BS.PPL.'HAZEPAD',R,15.36600018,036,KPK0001141085,I,,POINT (239496.15850000083 494484.05900000036)
divergenties_kenmerk.1202,,U,0.0#,,BS.PPL.'SMOKKELPAD',R,15.84399986,036,KPK0001141086,I,,POINT (239460.97100000083 494968.6070000008)
divergenties_kenmerk.1203,Haarlemmermeer-aansluiting,U,19.1a,,'WESTERHAAR'VBW. a,R,18.97900009,036,KPK0001141089,I,,POINT (239142.28130000085 498080.04890000075)
divergenties_kenmerk.1204,Haarlemmermeer-aansluiting,U,19.5c,,'WESTERHAAR'VBW. c,R,19.6590004,036,KPK0001141091,I,,POINT (238985.5300000012 498741.506000001)
divergenties_kenmerk.1205,Pseudo Haarlemmermeer-aansluiting,U,24.0c,,'KP.LEENDERHEIDE'VELDHOVEN VBW. c,R,24.13400078,067,KPK0001143725,I,,POINT (163684.60909999907 379547.4360000007)
divergenties_kenmerk.1206,Pseudo Haarlemmermeer-aansluiting,U,24.2c,,'BEERZERVELD'VBW. c,R,24.26000023,036,KPK0001141094,I,,POINT (235839.54610000178 502020.0493000001)
divergenties_kenmerk.1207,Halfklaverblad-aansluiting,U,3.8a,1,'HOOGEVEEN-OOST'VBW. a,R,3.63400006,037,KPK0001141106,I,,POINT (230884.27849999815 525920.5861000009)
divergenties_kenmerk.1208,Klaverbladknooppunt,U,0.3s,,'KP.HOOGEVEEN'HOOGEVEEN VBW. s,R,0.454,037,KPK0001141107,I,,POINT (227877.79569999874 525099.7522)
divergenties_kenmerk.1209,Halfklaverblad-aansluiting,U,10.1a,2,'NIEUWLANDE'VBW. a,R,9.93000031,037,KPK0001141112,I,,POINT (237134.65940000117 525699.4673999995)
divergenties_kenmerk.1210,Haarlemmermeer-aansluiting,U,18.5a,3,'OOSTERHESSELEN'VBW. a,R,18.29700089,037,KPK0001141114,I,,POINT (245242.88819999993 527036.9858999997)
divergenties_kenmerk.1211,Klaverbladknooppunt,U,22.3r,,'KP.HOLSLOOT'COEVORDEN VBW. r,R,22.18799973,037,KPK0001141122,I,,POINT (249000.91750000045 527854.1816999987)
divergenties_kenmerk.1212,Haarlemmermeer-aansluiting,U,19.2c,3,'OOSTERHESSELEN'VBW. c,R,19.44400024,037,KPK0001141123,I,,POINT (246338.35810000077 527379.0232999995)
divergenties_kenmerk.1213,Klaverbladknooppunt,U,23.1v,,'KP.HOLSLOOT'EMMEN VBW. v,R,22.97299957,037,KPK0001141125,I,,POINT (249738.98939999938 527627.2950000018)
divergenties_kenmerk.1214,Klaverbladknooppunt,U,22.8w,,'KP.HOLSLOOT'COEVORDEN VBW. w,R,22.89800072,037,KPK0001141126,I,,POINT (249682.81109999865 527663.4070999995)
divergenties_kenmerk.1215,Klaverbladknooppunt,U,23.5s,,'KP.HOLSLOOT'EMMEN VBW. s,R,23.66300011,037,KPK0001141127,I,,POINT (250394.81340000033 527401.7368000001)
divergenties_kenmerk.1216,Halfklaverblad-aansluiting,U,26.2a,4,'VEENOORD'VBW. a,R,26,037,KPK0001141132,I,,POINT (252698.86850000173 527510.3090999983)
divergenties_kenmerk.1217,Halfklaverblad-aansluiting,U,26.4c,4,'VEENOORD'VBW. c,R,26.53100014,037,KPK0001141134,I,,POINT (253232.8863000013 527496.2177999988)
divergenties_kenmerk.1218,Pseudo Haarlemmermeer-aansluiting,U,35.5a,6,'EMMEN-OOST'VBW. a,R,35.35499954,037,KPK0001141140,I,,POINT (261708.81049999967 528675.9611999989)
divergenties_kenmerk.1219,Pseudo Haarlemmermeer-aansluiting,U,36.3c,6,'EMMEN-OOST'VBW. c,R,36.4090004,037,KPK0001141143,I,,POINT (262760.27699999884 528714.2811000012)
divergenties_kenmerk.1220,Pseudo Overig volledig knooppunt,U,20.9w,,'KP.RIDDERKERK-NOORD'ROTTERDAM-OOST VBW. w,R,20.9659996,038,KPK0001141173,I,,POINT (98918.00059999898 432154.0874999985)
divergenties_kenmerk.1221,,U,31.9p,,PPL.'BREHEES',R,31.76499939,058,KPK0001142576,I,,POINT (138859.96130000055 395056.8836000003)
divergenties_kenmerk.1222,,U,32.1q,,PPL.'KERKEIND',R,32.20000076,058,KPK0001142577,I,,POINT (138479.24769999832 395271.9268999994)
divergenties_kenmerk.1223,T-knooppunt,U,33.6e,,'KP.DE BAARS'RING-NOORD TILBURG-NOORD'VBW. e,R,33.48899841,058,KPK0001142597,I,,POINT (137362.8115000017 395903.60649999976)
divergenties_kenmerk.1224,Halfklaverblad-aansluiting,U,35.1a,10,'TILBURG-CENTRUM OOST'VBW. a,R,34.93199921,058,KPK0001142621,I,,POINT (136272.4737999998 395299.82559999824)
divergenties_kenmerk.1225,,U,35.5n,,BS.PPL.'OEIJENBRAAK',R,35.68000031,067,KPK0001143830,I,,POINT (174822.8900000006 381641.69629999995)
divergenties_kenmerk.1226,Halfklaverblad-aansluiting,U,37.2a,35,'SOMEREN'VBW. a,R,37.04299927,067,KPK0001143850,I,,POINT (176171.77439999953 381561.000500001)
divergenties_kenmerk.1227,Halfklaverblad-aansluiting,U,37.1c,35,'SOMEREN'VBW. c,R,37.32400131,067,KPK0001143851,I,,POINT (176465.10979999974 381536.29740000144)
divergenties_kenmerk.1228,Haarlemmermeer-aansluiting,U,41.6a,36,'ASTEN'VBW. a,R,41.47299957,067,KPK0001143872,I,,POINT (180571.3883999996 381136.0795999989)
divergenties_kenmerk.1229,,U,45.7m,,BS.PPL.'HET GEVLOCHT',R,45.59999847,067,KPK0001143877,I,,POINT (184397.1228 379662.0753999986)
divergenties_kenmerk.1230,,U,0.0#,,PPL.'DE SLENK',R,56.90499878,067,KPK0001143886,I,,POINT (195127.52969999984 376707.52109999955)
