BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;POSTCODE LEERLING;PLAATSNAAM LEERLING;GEMEENTENUMMER LEERLING;GEMEENTENAAM LEERLING;LEER- OF VERBLIJFSJAAR 1;LEER- OF VERBLIJFSJAAR 2;LEER- OF VERBLIJFSJAAR 3;LEER- OF VERBLIJFSJAAR 4;LEER- OF VERBLIJFSJAAR 5;LEER- OF VERBLIJFSJAAR 6;TOTAAL
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9408;ASSEN;0106;Assen;2;2;0;0;0;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9418;WIJSTER;1731;Midden-Drenthe;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9421;BOVENSMILDE;1731;Midden-Drenthe;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9441;ORVELTE;1731;Midden-Drenthe;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9446;AMEN;1680;Aa en Hunze;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9447;PAPENVOORT;1680;Aa en Hunze;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9451;ROLDE;1680;Aa en Hunze;1;1;0;0;0;1;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9454;EKEHAAR;1680;Aa en Hunze;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9461;GIETEN;1680;Aa en Hunze;0;7;0;1;0;0;8
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9467;ANLOO;1680;Aa en Hunze;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9468;ANNEN;1680;Aa en Hunze;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9471;ZUIDLAREN;1730;Tynaarlo;1;2;0;4;0;2;9
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9472;ZUIDLAREN;1730;Tynaarlo;1;1;3;1;0;0;6
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9473;DE GROEVE;1730;Tynaarlo;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9474;ZUIDLAARDERVEEN;1730;Tynaarlo;0;0;0;3;0;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9475;MIDLAREN;1730;Tynaarlo;0;0;0;0;2;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9479;NOORDLAREN;0014;Groningen;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9481;VRIES;1730;Tynaarlo;0;2;0;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9483;ZEEGSE;1730;Tynaarlo;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9485;TAARLO;1730;Tynaarlo;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9493;DE PUNT;1730;Tynaarlo;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9494;YDE;1730;Tynaarlo;0;1;0;0;0;1;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9496;BUNNE;1730;Tynaarlo;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9497;DONDEREN;1730;Tynaarlo;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9515;GASSELTERNIJVEENSCHEMOND;1680;Aa en Hunze;0;0;0;1;1;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9528;BUINEN;1681;Borger-Odoorn;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9531;BORGER;1681;Borger-Odoorn;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9534;WESTDORP;1681;Borger-Odoorn;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9545;BOURTANGE;1950;Westerwolde;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9591;ONSTWEDDE;0037;Stadskanaal;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9601;HOOGEZAND;1952;Midden-Groningen;4;0;0;4;3;0;11
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9602;HOOGEZAND;1952;Midden-Groningen;1;0;2;1;1;0;5
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9603;HOOGEZAND;1952;Midden-Groningen;2;1;1;1;2;0;7
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9606;KROPSWOLDE;1952;Midden-Groningen;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9607;FOXHOL;1952;Midden-Groningen;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9608;WESTERBROEK;1952;Midden-Groningen;1;0;1;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;3;5;3;5;0;0;16
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;1;0;3;1;0;0;5
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9614;HARKSTEDE GN;0014;Groningen;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9615;KOLHAM;1952;Midden-Groningen;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;1;0;1;3;0;1;6
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9619;FROOMBOSCH;1952;Midden-Groningen;1;1;0;0;2;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9621;SLOCHTEREN;1952;Midden-Groningen;1;0;1;1;1;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9622;LAGELAND GN;0014;Groningen;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9625;OVERSCHILD;1952;Midden-Groningen;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9626;SCHILDWOLDE;1952;Midden-Groningen;3;0;0;0;1;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9628;SIDDEBUREN;1952;Midden-Groningen;1;1;1;2;0;0;5
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9635;NOORDBROEK;1952;Midden-Groningen;0;0;0;4;0;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9636;ZUIDBROEK;1952;Midden-Groningen;2;0;1;2;0;0;5
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9641;VEENDAM;0047;Veendam;2;1;0;0;1;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9642;VEENDAM;0047;Veendam;1;1;0;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9648;WILDERVANK;0047;Veendam;0;3;0;0;0;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9649;MUNTENDAM;1952;Midden-Groningen;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9651;MEEDEN;1952;Midden-Groningen;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9658;EEXTERVEEN;1680;Aa en Hunze;1;0;0;3;0;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9665;OUDE PEKELA;0765;Pekela;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9679;SCHEEMDA;1895;Oldambt;0;0;1;1;1;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9686;BEERTA;1895;Oldambt;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9693;BAD NIEUWESCHANS;1895;Oldambt;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9695;BELLINGWOLDE;1950;Westerwolde;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;0;0;0;0;3;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9712;GRONINGEN;0014;Groningen;1;1;4;2;0;0;8
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;4;4;2;7;4;0;21
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9714;GRONINGEN;0014;Groningen;0;1;0;1;1;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;2;2;0;1;1;2;8
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;0;1;1;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9717;GRONINGEN;0014;Groningen;1;3;0;1;4;1;10
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9718;GRONINGEN;0014;Groningen;3;3;2;3;1;1;13
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;4;1;4;8;3;0;20
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9722;GRONINGEN;0014;Groningen;1;2;6;4;1;1;15
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9723;GRONINGEN;0014;Groningen;1;1;4;5;2;1;14
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9724;GRONINGEN;0014;Groningen;1;3;1;0;1;0;6
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9725;GRONINGEN;0014;Groningen;4;3;3;6;0;0;16
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9726;GRONINGEN;0014;Groningen;0;0;2;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9727;GRONINGEN;0014;Groningen;0;2;5;1;2;0;10
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;4;3;1;8;5;1;22
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;2;5;1;2;1;1;12
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;0;3;1;2;0;0;6
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;0;2;1;2;1;0;6
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9734;GRONINGEN;0014;Groningen;0;1;0;0;1;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9735;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;1;4;4;2;5;2;18
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;2;3;2;4;2;1;14
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9738;GRONINGEN;0014;Groningen;0;0;0;1;1;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;1;0;2;2;2;0;7
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;2;2;3;4;1;0;12
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;2;0;1;4;2;0;9
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;1;6;0;3;0;0;10
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;1;1;0;1;1;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;3;3;5;5;2;1;19
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9751;HAREN GN;0014;Groningen;4;8;3;9;5;1;30
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9752;HAREN GN;0014;Groningen;0;6;4;8;1;0;19
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9753;HAREN GN;0014;Groningen;4;5;1;8;5;0;23
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9755;ONNEN;0014;Groningen;0;1;0;1;1;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9756;GLIMMEN;0014;Groningen;3;0;1;1;0;0;5
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9761;EELDE;1730;Tynaarlo;2;1;2;3;1;1;10
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9765;PATERSWOLDE;1730;Tynaarlo;3;3;4;3;6;0;19
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9766;EELDERWOLDE;1730;Tynaarlo;4;1;1;1;2;0;9
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9771;SAUWERD;1966;Het Hogeland;0;0;0;1;1;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9773;WETSINGE;1966;Het Hogeland;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9774;ADORP;1966;Het Hogeland;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;1;2;2;2;0;0;7
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9784;NOORDWOLDE GN;1966;Het Hogeland;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9785;ZUIDWOLDE GN;1966;Het Hogeland;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;1;0;1;0;1;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9795;WOLTERSUM;0014;Groningen;2;0;0;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9797;THESINGE;0014;Groningen;3;0;0;2;1;1;7
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9798;GARMERWOLDE;0014;Groningen;1;0;2;1;0;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;2;0;4;12;6;2;26
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;1;0;1;1;1;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9805;BRILTIL;1969;Westerkwartier;1;0;1;2;1;1;6
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9811;ENUMATIL;1969;Westerkwartier;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9812;ENUMATIL;1969;Westerkwartier;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9822;NIEKERK WESTERKWARTIER;1969;Westerkwartier;0;0;2;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;1;1;1;5;0;0;8
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9832;DEN HORN;1969;Westerkwartier;0;2;0;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9842;NIEZIJL;1969;Westerkwartier;0;1;0;2;0;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9844;PIETERZIJL;1969;Westerkwartier;0;1;2;0;1;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9851;BURUM;1970;Noardeast-Fryslハ;1;0;1;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9852;WARFSTERMOLEN;1970;Noardeast-Fryslハ;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;1;0;0;1;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9882;KOMMERZIJL;1969;Westerkwartier;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9884;NIEHOVE;1969;Westerkwartier;0;2;0;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9891;EZINGE;1969;Westerkwartier;0;0;0;2;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9892;FEERWERD;1969;Westerkwartier;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9893;GARNWERD;1969;Westerkwartier;0;2;2;0;0;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9901;APPINGEDAM;1979;Eemsdelta;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9902;APPINGEDAM;1979;Eemsdelta;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9919;LOPPERSUM;1979;Eemsdelta;0;1;2;0;0;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9921;STEDUM;1979;Eemsdelta;0;3;0;0;2;0;5
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9922;WESTEREMDEN;1979;Eemsdelta;0;0;1;1;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9923;GARSTHUIZEN;1979;Eemsdelta;0;0;1;0;1;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9932;DELFZIJL;1979;Eemsdelta;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9934;DELFZIJL;1979;Eemsdelta;0;1;0;1;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;0;3;3;1;1;0;8
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9953;BAFLO;1966;Het Hogeland;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9956;DEN ANDEL;1966;Het Hogeland;1;1;0;1;0;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9957;SAAXUMHUIZEN;1966;Het Hogeland;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9961;MENSINGEWEER;1966;Het Hogeland;1;1;1;0;0;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9962;SCHOUWERZIJL;1966;Het Hogeland;1;0;0;0;1;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9964;WEHE-DEN HOORN;1966;Het Hogeland;1;0;0;1;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9965;LEENS;1966;Het Hogeland;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9968;PIETERBUREN;1966;Het Hogeland;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9969;WESTERNIELAND;1966;Het Hogeland;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9971;ULRUM;1966;Het Hogeland;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9977;KLOOSTERBUREN;1966;Het Hogeland;0;0;0;1;0;1;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9978;HORNHUIZEN;1966;Het Hogeland;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;1;0;0;1;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;0;0;1;1;1;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9983;ROODESCHOOL;1966;Het Hogeland;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9984;OUDESCHIP;1966;Het Hogeland;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9986;OLDENZIJL;1966;Het Hogeland;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9988;USQUERT;1966;Het Hogeland;0;2;1;1;0;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9989;WARFFUM;1966;Het Hogeland;1;1;0;3;1;0;6
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9991;MIDDELSTUM;1979;Eemsdelta;0;3;0;1;2;0;6
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9999;STITSWERD;1966;Het Hogeland;0;0;0;1;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;0;0;1;0;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9421;BOVENSMILDE;1731;Midden-Drenthe;0;0;0;0;0;1;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;1;0;0;0;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;0;2;1;0;0;0;3
17SG;00;Heyerdahl College;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;1;0;0;0;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9626;SCHILDWOLDE;1952;Midden-Groningen;1;0;0;0;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;1;0;0;0;1;0;2
17SG;00;Heyerdahl College;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;2;2;0;2;1;1;8
17SG;00;Heyerdahl College;0014;GRONINGEN;9714;GRONINGEN;0014;Groningen;1;0;1;1;0;0;3
17SG;00;Heyerdahl College;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;4;3;2;3;1;1;14
17SG;00;Heyerdahl College;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;1;0;0;2;0;2;5
17SG;00;Heyerdahl College;0014;GRONINGEN;9717;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9718;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;0;0;1;0;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9722;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9723;GRONINGEN;0014;Groningen;1;1;1;0;1;0;4
17SG;00;Heyerdahl College;0014;GRONINGEN;9726;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;4;1;0;0;1;0;6
17SG;00;Heyerdahl College;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;2;1;4;0;1;2;10
17SG;00;Heyerdahl College;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;3;1;1;3;1;2;11
17SG;00;Heyerdahl College;0014;GRONINGEN;9734;GRONINGEN;0014;Groningen;0;0;1;0;0;1;2
17SG;00;Heyerdahl College;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;4;5;7;5;1;1;23
17SG;00;Heyerdahl College;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;0;2;3;2;1;1;9
17SG;00;Heyerdahl College;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;3;3;4;2;5;1;18
17SG;00;Heyerdahl College;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;7;4;1;1;2;1;16
17SG;00;Heyerdahl College;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;7;3;2;3;4;2;21
17SG;00;Heyerdahl College;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;2;1;0;0;1;0;4
17SG;00;Heyerdahl College;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;0;0;0;1;1;0;2
17SG;00;Heyerdahl College;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;1;0;0;1;0;1;3
17SG;00;Heyerdahl College;0014;GRONINGEN;9753;HAREN GN;0014;Groningen;2;0;0;0;0;0;2
17SG;00;Heyerdahl College;0014;GRONINGEN;9761;EELDE;1730;Tynaarlo;0;0;0;1;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;0;0;0;0;1;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;0;0;0;1;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9844;PIETERZIJL;1969;Westerkwartier;0;1;0;0;0;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;1;0;1;0;0;0;2
17SG;00;Heyerdahl College;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;2;0;0;0;0;0;2
17SG;00;Heyerdahl College;0014;GRONINGEN;9964;WEHE-DEN HOORN;1966;Het Hogeland;0;0;0;0;1;0;1
17SG;00;Heyerdahl College;0014;GRONINGEN;9965;LEENS;1966;Het Hogeland;0;1;0;0;0;0;1
20BV;00;Praedinius Gymnasium;0014;GRONINGEN;9201;DRACHTEN;0090;Smallingerland;1;0;0;0;0;0;1
20BV;00;Praedinius Gymnasium;0014;GRONINGEN;9212;BOORNBERGUM;0090;Smallingerland;0;1;0;0;0;0;1
20BV;00;Praedinius Gymnasium;0014;GRONINGEN;9285;BUITENPOST;0059;Achtkarspelen;0;0;0;0;1;0;1
20BV;00;Praedinius Gymnasium;0014;GRONINGEN;9286;TWIJZEL;0059;Achtkarspelen;0;0;0;0;1;0;1
20BV;00;Praedinius Gymnasium;0014;GRONINGEN;9288;KOOTSTERTILLE;0059;Achtkarspelen;1;0;0;0;0;0;1
20BV;00;Praedinius Gymnasium;0014;GRONINGEN;9291;KOLLUM;1970;Noardeast-Fryslハ;0;0;0;0;1;0;1
20BV;00;Praedinius Gymnasium;0014;GRONINGEN;9293;KOLLUMERPOMP;1970;Noardeast-Fryslハ;0;0;0;1;0;0;1
20BV;00;Praedinius Gymnasium;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;0;2;0;1;1;1;5
20BV;00;Praedinius Gymnasium;0014;GRONINGEN;9302;RODEN;1699;Noordenveld;1;0;1;1;0;0;3
