BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;POSTCODE LEERLING;PLAATSNAAM LEERLING;GEMEENTENUMMER LEERLING;GEMEENTENAAM LEERLING;LEER- OF VERBLIJFSJAAR 1;LEER- OF VERBLIJFSJAAR 2;LEER- OF VERBLIJFSJAAR 3;LEER- OF VERBLIJFSJAAR 4;LEER- OF VERBLIJFSJAAR 5;LEER- OF VERBLIJFSJAAR 6;TOTAAL
02UV;08;Gomarus College;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;1;2;0;0;0;0;3
02UV;08;Gomarus College;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;5;1;5;0;0;0;11
02UV;08;Gomarus College;0014;GRONINGEN;9771;SAUWERD;1966;Het Hogeland;5;5;0;0;0;0;10
02UV;08;Gomarus College;0014;GRONINGEN;9773;WETSINGE;1966;Het Hogeland;0;0;1;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;16;14;8;0;0;0;38
02UV;08;Gomarus College;0014;GRONINGEN;9785;ZUIDWOLDE GN;1966;Het Hogeland;3;1;1;0;0;0;5
02UV;08;Gomarus College;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;9;12;6;0;0;0;27
02UV;08;Gomarus College;0014;GRONINGEN;9792;TEN POST;0014;Groningen;1;1;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9796;SINT ANNEN;0014;Groningen;1;1;2;0;0;0;4
02UV;08;Gomarus College;0014;GRONINGEN;9798;GARMERWOLDE;0014;Groningen;0;2;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;5;10;0;0;0;0;15
02UV;08;Gomarus College;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;0;1;1;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9805;BRILTIL;1969;Westerkwartier;0;0;1;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;1;3;1;0;0;0;5
02UV;08;Gomarus College;0014;GRONINGEN;9833;DEN HAM GN;1969;Westerkwartier;0;1;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9853;MUNNEKEZIJL;1970;Noardeast-Fryslハ;0;0;1;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;0;2;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9862;SEBALDEBUREN;1969;Westerkwartier;0;1;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9866;LUTJEGAST;1969;Westerkwartier;0;1;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;1;0;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9901;APPINGEDAM;1979;Eemsdelta;1;1;1;0;0;0;3
02UV;08;Gomarus College;0014;GRONINGEN;9902;APPINGEDAM;1979;Eemsdelta;1;4;1;0;0;0;6
02UV;08;Gomarus College;0014;GRONINGEN;9903;APPINGEDAM;1979;Eemsdelta;0;1;1;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9904;KREWERD;1979;Eemsdelta;1;1;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9905;HOLWIERDE;1979;Eemsdelta;1;0;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9906;BIERUM;1979;Eemsdelta;0;1;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9907;LOSDORP;1979;Eemsdelta;1;0;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9908;GODLINZE;1979;Eemsdelta;0;0;1;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9912;LEERMENS;1979;Eemsdelta;1;0;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9913;EENUM;1979;Eemsdelta;0;0;1;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9914;ZEERIJP;1979;Eemsdelta;0;1;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9918;GARRELSWEER;1979;Eemsdelta;0;0;1;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9919;LOPPERSUM;1979;Eemsdelta;1;6;2;0;0;0;9
02UV;08;Gomarus College;0014;GRONINGEN;9921;STEDUM;1979;Eemsdelta;1;0;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9932;DELFZIJL;1979;Eemsdelta;0;1;1;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9933;DELFZIJL;1979;Eemsdelta;0;1;1;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9934;DELFZIJL;1979;Eemsdelta;1;0;1;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;11;19;8;0;0;0;38
02UV;08;Gomarus College;0014;GRONINGEN;9953;BAFLO;1966;Het Hogeland;1;1;1;0;0;0;3
02UV;08;Gomarus College;0014;GRONINGEN;9956;DEN ANDEL;1966;Het Hogeland;1;0;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9959;ONDERDENDAM;1966;Het Hogeland;0;1;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9965;LEENS;1966;Het Hogeland;6;5;4;0;0;0;15
02UV;08;Gomarus College;0014;GRONINGEN;9968;PIETERBUREN;1966;Het Hogeland;0;1;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9971;ULRUM;1966;Het Hogeland;4;1;1;0;0;0;6
02UV;08;Gomarus College;0014;GRONINGEN;9974;ZOUTKAMP;1966;Het Hogeland;1;2;0;0;0;0;3
02UV;08;Gomarus College;0014;GRONINGEN;9978;HORNHUIZEN;1966;Het Hogeland;0;1;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;3;3;1;0;0;0;7
02UV;08;Gomarus College;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;8;7;2;0;0;0;17
02UV;08;Gomarus College;0014;GRONINGEN;9983;ROODESCHOOL;1966;Het Hogeland;2;3;2;0;0;0;7
02UV;08;Gomarus College;0014;GRONINGEN;9988;USQUERT;1966;Het Hogeland;1;1;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9989;WARFFUM;1966;Het Hogeland;1;1;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9991;MIDDELSTUM;1979;Eemsdelta;2;2;2;0;0;0;6
02UV;08;Gomarus College;0014;GRONINGEN;9995;KANTENS;1966;Het Hogeland;1;1;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9999;STITSWERD;1966;Het Hogeland;1;0;1;0;0;0;2
02UV;10;Gomarus College;0014;GRONINGEN;9101;DOKKUM;1970;Noardeast-Fryslハ;0;0;0;1;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9202;DRACHTEN;0090;Smallingerland;0;0;0;0;1;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9248;SIEGERSWOUDE;0086;Opsterland;0;0;0;1;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9286;TWIJZEL;0059;Achtkarspelen;0;1;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9297;VEENKLOOSTER;1970;Noardeast-Fryslハ;0;1;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;0;1;0;0;1;0;2
02UV;10;Gomarus College;0014;GRONINGEN;9367;DE WILP;1969;Westerkwartier;0;0;0;0;1;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9403;ASSEN;0106;Assen;0;0;2;0;0;0;2
02UV;10;Gomarus College;0014;GRONINGEN;9405;ASSEN;0106;Assen;0;0;1;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9421;BOVENSMILDE;1731;Midden-Drenthe;0;0;1;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9422;SMILDE;1731;Midden-Drenthe;0;0;0;0;1;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9501;STADSKANAAL;0037;Stadskanaal;0;0;0;1;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9581;MUSSELKANAAL;0037;Stadskanaal;0;0;1;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9584;MUSSEL;0037;Stadskanaal;1;0;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9585;VLEDDERVEEN GN;0037;Stadskanaal;0;0;0;0;1;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9601;HOOGEZAND;1952;Midden-Groningen;0;0;0;0;0;1;1
02UV;10;Gomarus College;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;0;0;0;0;1;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9626;SCHILDWOLDE;1952;Midden-Groningen;1;0;0;1;0;0;2
02UV;10;Gomarus College;0014;GRONINGEN;9642;VEENDAM;0047;Veendam;1;0;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9663;NIEUWE PEKELA;0765;Pekela;0;0;0;0;0;1;1
02UV;10;Gomarus College;0014;GRONINGEN;9678;WESTERLEE GN;1895;Oldambt;1;0;1;0;0;0;2
02UV;10;Gomarus College;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;0;0;0;0;1;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;0;0;0;1;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9717;GRONINGEN;0014;Groningen;0;0;0;1;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;0;0;1;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;0;0;0;1;1;0;2
02UV;10;Gomarus College;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;1;1;1;0;1;0;4
02UV;10;Gomarus College;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;0;1;1;1;1;0;4
02UV;10;Gomarus College;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;1;1;0;0;0;0;2
02UV;10;Gomarus College;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;1;0;2;0;1;0;4
02UV;10;Gomarus College;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;1;0;0;2;0;0;3
02UV;10;Gomarus College;0014;GRONINGEN;9785;ZUIDWOLDE GN;1966;Het Hogeland;0;1;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;0;0;1;0;1;0;2
02UV;10;Gomarus College;0014;GRONINGEN;9794;LELLENS;0014;Groningen;0;1;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;0;2;0;1;0;1;4
02UV;10;Gomarus College;0014;GRONINGEN;9822;NIEKERK WESTERKWARTIER;1969;Westerkwartier;0;0;1;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9843;GRIJPSKERK;1969;Westerkwartier;0;1;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9865;OPENDE;1969;Westerkwartier;0;0;0;0;1;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9917;WIRDUM GN;1979;Eemsdelta;1;0;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9931;DELFZIJL;1979;Eemsdelta;0;0;0;0;1;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9933;DELFZIJL;1979;Eemsdelta;0;0;0;0;1;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9934;DELFZIJL;1979;Eemsdelta;0;1;0;1;0;0;2
02UV;10;Gomarus College;0014;GRONINGEN;9948;TERMUNTERZIJL;1979;Eemsdelta;1;0;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;2;0;0;0;0;1;3
02UV;10;Gomarus College;0014;GRONINGEN;9965;LEENS;1966;Het Hogeland;0;0;0;1;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9971;ULRUM;1966;Het Hogeland;0;1;0;0;0;0;1
02UV;10;Gomarus College;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;1;0;1;0;0;0;2
02UV;10;Gomarus College;0014;GRONINGEN;9988;USQUERT;1966;Het Hogeland;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;8044;ZWOLLE;0193;Zwolle;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;8332;STEENWIJK;1708;Steenwijkerland;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;8926;LEEUWARDEN;0080;Leeuwarden;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9051;STIENS;0080;Leeuwarden;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9062;OENTSJERK;0737;Tytsjerksteradiel;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9084;GOUTUM;0080;Leeuwarden;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9171;BLIJE;1970;Noardeast-Fryslハ;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9202;DRACHTEN;0090;Smallingerland;0;0;2;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9203;DRACHTEN;0090;Smallingerland;0;0;2;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9205;DRACHTEN;0090;Smallingerland;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9207;DRACHTEN;0090;Smallingerland;0;0;1;1;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9231;SURHUISTERVEEN;0059;Achtkarspelen;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9247;URETERP;0086;Opsterland;0;0;5;1;0;0;6
02UV;17;Gomarus College;0014;GRONINGEN;9269;FEANWALDEN;1891;Dantumadiel;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9285;BUITENPOST;0059;Achtkarspelen;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9288;KOOTSTERTILLE;0059;Achtkarspelen;1;0;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9291;KOLLUM;1970;Noardeast-Fryslハ;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;2;1;5;4;0;0;12
02UV;17;Gomarus College;0014;GRONINGEN;9302;RODEN;1699;Noordenveld;1;3;3;2;0;0;9
02UV;17;Gomarus College;0014;GRONINGEN;9305;RODERESCH;1699;Noordenveld;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9311;NIEUW-RODEN;1699;Noordenveld;0;2;0;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9312;NIETAP;1699;Noordenveld;0;1;0;1;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9321;PEIZE;1699;Noordenveld;0;2;0;2;0;0;4
02UV;17;Gomarus College;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;3;4;5;5;0;0;17
02UV;17;Gomarus College;0014;GRONINGEN;9355;MIDWOLDE;1969;Westerkwartier;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9356;TOLBERT;1969;Westerkwartier;0;3;2;0;0;0;5
02UV;17;Gomarus College;0014;GRONINGEN;9361;BOERAKKER;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9363;MARUM;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9402;ASSEN;0106;Assen;0;0;0;2;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9403;ASSEN;0106;Assen;0;1;3;2;0;0;6
02UV;17;Gomarus College;0014;GRONINGEN;9404;ASSEN;0106;Assen;0;0;1;1;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9405;ASSEN;0106;Assen;0;0;1;1;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9406;ASSEN;0106;Assen;0;0;4;0;0;0;4
02UV;17;Gomarus College;0014;GRONINGEN;9407;ASSEN;0106;Assen;0;2;1;2;0;0;5
02UV;17;Gomarus College;0014;GRONINGEN;9408;ASSEN;0106;Assen;0;0;4;2;0;0;6
02UV;17;Gomarus College;0014;GRONINGEN;9421;BOVENSMILDE;1731;Midden-Drenthe;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9422;SMILDE;1731;Midden-Drenthe;0;0;2;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9433;ZWIGGELTE;1731;Midden-Drenthe;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9444;GROLLOO;1680;Aa en Hunze;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9468;ANNEN;1680;Aa en Hunze;0;1;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9471;ZUIDLAREN;1730;Tynaarlo;1;4;2;3;0;0;10
02UV;17;Gomarus College;0014;GRONINGEN;9482;TYNAARLO;1730;Tynaarlo;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9501;STADSKANAAL;0037;Stadskanaal;2;0;0;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9502;STADSKANAAL;0037;Stadskanaal;0;1;1;1;0;0;3
02UV;17;Gomarus College;0014;GRONINGEN;9503;STADSKANAAL;0037;Stadskanaal;0;1;1;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9515;GASSELTERNIJVEENSCHEMOND;1680;Aa en Hunze;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9521;NIEUW-BUINEN;1681;Borger-Odoorn;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9523;DROUWENERMOND;1681;Borger-Odoorn;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9601;HOOGEZAND;1952;Midden-Groningen;0;2;1;1;0;0;4
02UV;17;Gomarus College;0014;GRONINGEN;9602;HOOGEZAND;1952;Midden-Groningen;1;2;2;2;0;0;7
02UV;17;Gomarus College;0014;GRONINGEN;9603;HOOGEZAND;1952;Midden-Groningen;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9607;FOXHOL;1952;Midden-Groningen;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9608;WESTERBROEK;1952;Midden-Groningen;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;4;2;3;4;0;0;13
02UV;17;Gomarus College;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9614;HARKSTEDE GN;0014;Groningen;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9615;KOLHAM;1952;Midden-Groningen;0;1;1;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;2;2;2;1;0;0;7
02UV;17;Gomarus College;0014;GRONINGEN;9619;FROOMBOSCH;1952;Midden-Groningen;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9621;SLOCHTEREN;1952;Midden-Groningen;1;4;1;2;0;0;8
02UV;17;Gomarus College;0014;GRONINGEN;9625;OVERSCHILD;1952;Midden-Groningen;1;0;1;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9626;SCHILDWOLDE;1952;Midden-Groningen;4;4;3;3;0;0;14
02UV;17;Gomarus College;0014;GRONINGEN;9627;HELLUM;1952;Midden-Groningen;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9628;SIDDEBUREN;1952;Midden-Groningen;0;1;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9635;NOORDBROEK;1952;Midden-Groningen;0;1;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9636;ZUIDBROEK;1952;Midden-Groningen;0;1;0;2;0;0;3
02UV;17;Gomarus College;0014;GRONINGEN;9641;VEENDAM;0047;Veendam;0;1;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9642;VEENDAM;0047;Veendam;1;0;2;2;0;0;5
02UV;17;Gomarus College;0014;GRONINGEN;9645;VEENDAM;0047;Veendam;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9648;WILDERVANK;0047;Veendam;0;1;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9649;MUNTENDAM;1952;Midden-Groningen;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9651;MEEDEN;1952;Midden-Groningen;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9655;OUD ANNERVEEN;1680;Aa en Hunze;0;1;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9663;NIEUWE PEKELA;0765;Pekela;1;0;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9671;WINSCHOTEN;1895;Oldambt;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9672;WINSCHOTEN;1895;Oldambt;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9673;WINSCHOTEN;1895;Oldambt;0;1;1;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9675;WINSCHOTEN;1895;Oldambt;0;1;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9685;BLAUWESTAD;1895;Oldambt;1;0;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;0;0;1;1;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;0;0;1;1;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;1;0;1;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9718;GRONINGEN;0014;Groningen;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;4;2;0;1;0;0;7
02UV;17;Gomarus College;0014;GRONINGEN;9727;GRONINGEN;0014;Groningen;1;4;2;0;0;0;7
02UV;17;Gomarus College;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;1;2;3;2;0;0;8
02UV;17;Gomarus College;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;0;0;0;2;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9734;GRONINGEN;0014;Groningen;0;0;1;1;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;0;1;1;4;0;0;6
02UV;17;Gomarus College;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;1;0;2;1;0;0;4
02UV;17;Gomarus College;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;0;0;4;4;0;0;8
02UV;17;Gomarus College;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;0;0;1;6;0;0;7
02UV;17;Gomarus College;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;0;1;0;2;0;0;3
02UV;17;Gomarus College;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;3;1;5;2;0;0;11
02UV;17;Gomarus College;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;1;0;2;2;0;0;5
02UV;17;Gomarus College;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;0;1;4;3;0;0;8
02UV;17;Gomarus College;0014;GRONINGEN;9751;HAREN GN;0014;Groningen;0;2;3;0;0;0;5
02UV;17;Gomarus College;0014;GRONINGEN;9752;HAREN GN;0014;Groningen;0;1;1;1;0;0;3
02UV;17;Gomarus College;0014;GRONINGEN;9753;HAREN GN;0014;Groningen;3;3;2;2;0;0;10
02UV;17;Gomarus College;0014;GRONINGEN;9755;ONNEN;0014;Groningen;1;1;0;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9765;PATERSWOLDE;1730;Tynaarlo;2;0;0;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9766;EELDERWOLDE;1730;Tynaarlo;0;0;2;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9771;SAUWERD;1966;Het Hogeland;0;0;5;0;0;0;5
02UV;17;Gomarus College;0014;GRONINGEN;9773;WETSINGE;1966;Het Hogeland;0;0;2;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;0;1;7;9;0;0;17
02UV;17;Gomarus College;0014;GRONINGEN;9784;NOORDWOLDE GN;1966;Het Hogeland;0;0;0;2;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9785;ZUIDWOLDE GN;1966;Het Hogeland;0;0;4;3;0;0;7
02UV;17;Gomarus College;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;4;3;13;10;0;0;30
02UV;17;Gomarus College;0014;GRONINGEN;9792;TEN POST;0014;Groningen;0;0;0;3;0;0;3
02UV;17;Gomarus College;0014;GRONINGEN;9795;WOLTERSUM;0014;Groningen;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9796;SINT ANNEN;0014;Groningen;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;4;3;7;8;0;0;22
02UV;17;Gomarus College;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;1;0;3;0;0;0;4
02UV;17;Gomarus College;0014;GRONINGEN;9811;ENUMATIL;1969;Westerkwartier;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9821;OLDEKERK;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9822;NIEKERK WESTERKWARTIER;1969;Westerkwartier;0;2;1;0;0;0;3
02UV;17;Gomarus College;0014;GRONINGEN;9828;OOSTWOLD WESTERKWARTIER;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;2;0;0;2;0;0;4
02UV;17;Gomarus College;0014;GRONINGEN;9833;DEN HAM GN;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9843;GRIJPSKERK;1969;Westerkwartier;1;1;0;1;0;0;3
