OBJECTID_1,PC5CODE,OBJECTID,pc5,TotaalVastgoedbjecten,TotaalVastgoedobjectenElektra,TotaalVastgoedobjectenGas,TotaalCO2uitstootKg,TotaalVerbruikElektrakWh,TotaalVerbruikGasM3,AantalVastgoedobjectenParticuli,AantalVastgoedobjectenElektraPa,AantalVastgoedobjectenGasPartic,CO2uitstootParticulierKg,VerbruikElektraParticulierkWh,VerbruikGasParticulierM3,GemiddeldeCO2UitstootParticulie,GemiddeldVerbruikElektraParticu,GemiddeldVerbruikGasParticulier,AantalVastgoedobjectenZakelijk,AantalVastgoedobjectenElektraZa,AantalVastgoedobjectenGasZakeli,CO2UitstootZakelijkKg,VerbruikElektraZakelijkkWh,VerbruikGasZakelijkM3,GemiddeldeCO2uitstootZakelijkKg,GemiddeldVerbruikElektraZakelij,GemiddeldVerbruikGasZakelijkm3,AantalVastgoedobjectenOpwekZonn,OpwekZonneenergieKVkWh,AantalVastgoedobjectenOpwekOver,OpwekOverigkWh,ElektraverbruikPerHuishoudenkWh,GasverbruikPerHuishoudenKg,GasverbruikPerHuishouden_Jaar_G,GasverbruikPerZakelijkeAansluit,MaxSimpTol,MinSimpTol,Shape__Area,Shape__Length
428,2552B,6374,2552B,289,268,275,2736372,1975840,882374,240,222,236,688027,491189,223722,2867,2213,948,49,46,39,2048345,1484651,658652,41803,32275,16889,2,,0,,1637.29666666667,745.74,30.0042,534.53685,25,25,99098.3901500702,2654.91046141265
429,2552C,6375,2552C,516,508,498,1731780,1436231,496856,429,423,427,1375810,1089107,411931,3207,2575,965,87,85,71,355970,347124,84925,4092,4084,1196,6,5894.75,0,,2393.64175824176,905.342857142857,30.54225,37.8534,25,25,90812.346660614,1307.75522039243
430,2552D,6376,2552D,357,335,325,2298134,2415670,490387,217,198,202,775682,648651,220774,3575,3276,1093,140,137,123,1522452,1767019,269613,10875,12898,2192,19,17335.75,0,,2820.22173913043,959.886956521739,34.59345,69.3768,25,25,105766.718856812,1696.34291527942
431,2552E,6377,2552E,452,442,433,1939294,1602007,558489,393,387,384,1062821,855835,313415,2704,2211,816,59,55,49,876473,746172,245074,14855,13567,5002,5,,0,,2252.19736842105,824.776315789474,25.8264,158.3133,25,3.125,62256.3261222839,1782.23501976681
432,2552G,6378,2552G,404,380,389,3814536,4818330,545911,324,304,320,1071913,770174,346916,3308,2533,1084,80,76,69,2742623,4048156,198995,34283,53265,2884,4,,0,,2200.49714285714,991.188571428571,34.3086,91.2786,25,25,78574.7533226013,2104.80434953987
433,2552H,6379,2552H,396,387,320,1712325,1496088,466086,292,286,246,1189994,994423,338924,4075,3477,1378,104,101,74,522331,501665,127162,5022,4967,1718,10,11089.1,0,,2582.91688311688,880.322077922078,43.6137,54.3747,25,25,87724.2357254028,2210.48410600305
434,2552J,6380,2552J,396,384,380,1622333,1277054,488130,316,309,307,1197765,929138,364929,3790,3007,1189,80,75,73,424568,347916,123201,5307,4639,1688,11,11262.5,0,,2477.70133333333,973.144,37.63185,53.4252,25,1.5625,262831.829353333,4603.63368389138
435,2552K,6381,2552K,394,391,380,1745760,1259498,563290,344,343,333,1201574,878544,383839,3493,2561,1153,50,48,47,544186,380954,179451,10884,7937,3818,1,,0,,2224.16202531646,971.744303797468,36.49245,120.8397,25,25,98460.1641960144,1871.29809917756
436,2552L,6382,2552L,503,475,494,2169738,1621103,681622,406,386,399,1672371,1253483,524054,4119,3247,1313,97,89,95,497367,367620,157568,5127,4131,1659,27,26933.1,0,,2611.42291666667,1091.77916666667,41.55645,52.50735,25,25,176435.681056976,1895.45290209421
437,2552M,6383,2552M,314,300,304,1188714,890737,372573,261,253,254,971401,719253,307327,3722,2843,1210,53,47,50,217313,171484,65246,4100,3649,1305,13,12369.2,1,,2438.14576271186,1041.78644067797,38.2965,41.30325,25,25,35276.7232017517,1127.85313010906
438,2552N,6384,2552N,393,382,383,1624318,1252508,497381,320,310,318,1228390,881706,397856,3839,2844,1251,73,72,65,395928,370802,99525,5424,5150,1531,11,12806.1,0,,2449.18333333333,1105.15555555556,39.59415,48.45615,25,25,109855.148792267,2048.80281860286
439,2552P,6385,2552P,472,443,442,2048609,1426678,678016,397,372,372,1566413,1164054,494169,3946,3129,1328,75,71,70,482196,262624,183847,6429,3699,2626,29,51086.7,0,,2707.1023255814,1149.23023255814,42.0312,83.1129,25,25,105010.965587616,2509.80902290963
440,2552R,6386,2552R,308,303,292,1434686,877810,515044,247,244,238,847240,537882,297691,3430,2204,1251,61,59,54,587446,339928,217353,9630,5761,4025,3,,0,,2151.528,1190.764,39.59415,127.39125,25,25,49544.0508003235,1148.80367901969
441,2552S,6387,2552S,219,217,176,961987,957272,223144,206,205,169,496808,349379,163300,2412,1704,966,13,12,7,465179,607893,59844,35783,50658,8549,0,,0,,1704.28780487805,796.585365853659,30.5739,270.57585,25,25,29558.5166854858,802.399894884141
442,2552T,6388,2552T,284,281,279,1942733,1406337,625278,221,220,218,791463,541839,265044,3581,2463,1216,63,61,61,1151270,864498,360234,18274,14172,5905,0,,0,,1970.32363636364,963.796363636364,38.4864,186.89325,25,1.5625,33039.5437011719,1074.13398589739
443,2552V,6389,2552V,268,262,260,1263361,1216685,306470,211,206,203,706777,476327,239182,3350,2312,1178,57,56,57,556584,740358,67288,9765,13221,1180,5,,0,,1984.69583333333,996.591666666667,37.2837,37.347,25,25,51250.6031112671,1238.08139460352
444,2552W,6390,2552W,441,431,424,1516873,1162445,466871,372,363,367,1165297,878081,363612,3133,2419,991,69,68,57,351576,284364,103259,5095,4182,1812,0,,0,,2168.1012345679,897.807407407407,31.36515,57.3498,25,25,53895.3200874329,1245.04523195008
445,2552Z,6391,2552Z,391,370,322,2515711,3016121,413595,323,305,260,1117242,953353,311665,3459,3126,1199,68,65,62,1398469,2062768,101930,20566,31735,1644,16,15559.25,1,,2611.92602739726,853.876712328767,37.94835,52.0326,25,25,238391.168857574,2161.70565994777
446,2553A,6392,2553A,64,63,61,1150627,740023,401131,53,52,51,142514,113769,42354,2689,2188,830,11,11,10,1008113,626254,358777,91647,56932,35878,0,,0,,1083.51428571429,403.371428571429,26.2695,1135.5387,25,25,373942.91334343,3804.95203768645
447,2553B,6393,2553B,340,338,307,1491474,931878,529026,300,300,274,928402,678259,296758,3095,2261,1083,40,38,33,563072,253619,232268,14077,6674,7038,0,,0,,2299.18305084746,1005.9593220339,34.27695,222.7527,25,25,50955.3960208893,1061.77820227401
448,2553C,6394,2553C,260,258,227,2423594,2471001,542530,203,202,182,546692,447632,158758,2693,2216,872,57,56,45,1876902,2023369,383772,32928,36132,8528,0,,0,,2238.16,793.79,27.5988,269.9112,25,25,30941.4461669922,865.914081373584
449,2553E,6395,2553E,249,215,218,5119432,3021617,1874538,124,101,108,698344,554467,208544,5632,5490,1931,125,114,110,4421088,2467150,1665994,35369,21642,15145,13,47009.25,0,,3577.2064516129,1345.44516129032,61.11615,479.33925,25,25,2418992.39227295,8995.68500153563
450,2553G,6396,2553G,266,260,263,1369532,1007854,435336,197,194,196,854081,636736,268768,4335,3282,1371,69,66,67,515451,371118,166568,7470,5623,2486,6,27506,0,,2894.25454545455,1221.67272727273,43.39215,78.6819,25,25,77966.4510421753,1574.93345644662
451,2553H,6397,2553H,463,461,241,2887625,1414489,1153414,412,410,213,689636,750077,138815,1674,1829,652,51,51,28,2197989,664412,1014599,43098,13028,36236,0,,0,,1785.89761904762,330.511904761905,20.6358,1146.8694,25,25,35092.7468395233,1479.61070145861
452,2553J,6398,2553J,239,238,205,1482566,658846,614521,209,209,178,650363,480321,206165,3112,2298,1158,30,29,27,832203,178525,408356,27740,6156,15124,0,,0,,2001.3375,859.020833333333,36.6507,478.6746,25,25,23216.9247932434,670.725357129711
453,2553K,6399,2553K,264,262,224,1840902,1053711,684951,233,233,200,825381,752220,214366,3542,3228,1072,31,29,24,1015521,301491,470585,32759,10396,19608,0,,0,,2893.15384615385,824.484615384615,33.9288,620.5932,25,25,18361.8695449829,1036.97840285358
454,2553L,6400,2553L,158,155,121,1458845,1252883,404294,132,131,109,419822,372991,112223,3180,2847,1030,26,24,12,1039023,879892,292071,39962,36662,24339,0,,0,,2664.22142857143,801.592857142857,32.5995,770.32935,25,25,30846.0181484222,973.673586922479
455,2553N,6401,2553N,253,249,246,1151380,890213,351772,193,190,188,750534,585368,227622,3889,3081,1211,60,59,58,400846,304845,124150,6681,5167,2141,2,,1,,2545.07826086957,989.660869565217,38.32815,67.76265,25,25,70517.4631328583,1542.77641540242
456,2553P,6402,2553P,280,276,278,1632205,1351768,468911,189,187,189,999641,767108,307330,5289,4102,1626,91,89,89,632564,584660,161581,6951,6569,1816,2,,1,,3652.89523809524,1463.47619047619,51.4629,57.4764,25,25,193001.377977371,2164.91252073851
457,2553R,6403,2553R,176,168,162,8190355,4270975,3185663,129,123,121,691786,467820,233580,5363,3803,1930,47,45,41,7498569,3803155,2952083,159544,84515,72002,5,,0,,2599,1297.66666666667,61.0845,2278.8633,25,25,1386061.09343719,11458.9981568559
458,2553S,6404,2553S,258,257,252,855694,546768,299495,240,239,235,767427,460265,278579,3198,1926,1185,18,18,17,88267,86503,20916,4904,4806,1230,0,,0,,1917.77083333333,1160.74583333333,37.50525,38.9295,25,25,31403.9189395905,1208.64958591982
459,2553T,6405,2553T,398,391,295,1982653,1350368,666256,329,323,229,1212381,944223,368140,3685,2923,1608,69,68,66,770272,406145,298116,11163,5973,4517,7,4574.7,0,,2452.52727272727,956.207792207792,50.8932,142.96305,25,25,89060.8141002655,1445.99311302297
460,2553V,6406,2553V,248,247,242,946992,665062,311576,221,221,216,737327,480131,255084,3336,2173,1181,27,26,26,209665,184931,56492,7765,7113,2173,0,,0,,2000.54583333333,1062.85,37.37865,68.77545,25,25,37842.7428855896,1036.13491644022
461,2554A,6407,2554A,247,241,196,1737223,828101,701485,198,197,161,553285,559226,125473,2794,2839,779,49,44,35,1183938,268875,576012,24162,6111,16457,1,,0,,2943.29473684211,660.384210526316,24.65535,520.86405,25,25,42901.1405620575,1251.67767602921
462,2554B,6408,2554B,168,162,156,3730620,3089479,1071813,122,119,115,652698,517519,195147,5350,4349,1697,46,43,41,3077922,2571960,876666,66911,59813,21382,4,,0,,3833.47407407407,1445.53333333333,53.71005,676.7403,25,25,782853.094848633,6833.0934412192
463,2554E,6409,2554E,203,196,173,3187834,2436361,983360,144,141,120,600992,438794,192193,4174,3112,1602,59,55,53,2586842,1997567,791167,43845,36319,14928,4,,1,,3250.32592592593,1423.65185185185,50.7033,472.4712,25,25,500075.265136719,12856.3997409177
464,2554G,6410,2554G,146,141,67,2643418,3239773,411209,70,67,27,443645,519440,77065,6338,7753,2854,76,74,40,2199773,2720333,334144,28944,36761,8354,1,,0,,10388.8,1541.3,90.3291,264.4041,25,25,126669.178520203,1619.5848163003
465,2554H,6411,2554H,284,279,281,1748659,1316949,545876,196,195,194,834380,680979,243035,4257,3492,1253,88,84,87,914279,635970,302841,10390,7571,3481,4,,1,,2522.14444444444,900.12962962963,39.65745,110.17365,25,25,265171.179431915,2301.02547605886
466,2555A,6412,2555A,94,94,87,463764,279076,168039,81,81,76,143542,154464,29443,1772,1907,387,13,13,11,320222,124612,138596,24632,9586,12600,0,,0,,1817.22352941176,346.388235294118,12.24855,398.79,25,25,5442.60981750488,307.383091101729
467,2555B,6413,2555B,348,348,300,1145068,716685,405744,258,258,253,900377,505680,338217,3490,1960,1337,90,90,47,244691,211005,67527,2719,2345,1437,0,,0,,1838.83636363636,1229.88,42.31605,45.48105,25,25,23783.3109970093,824.316858950975
468,2555C,6414,2555C,344,344,292,1170326,736309,413429,247,247,237,887870,496301,334299,3595,2009,1411,97,97,55,282456,240008,79130,2912,2474,1439,0,,0,,1838.15185185185,1238.14444444444,44.65815,45.54435,25,25,29586.8168334961,1135.99658200914
469,2555D,6415,2555D,234,231,178,1264915,1031315,368786,185,184,140,551711,381065,183642,2982,2071,1312,49,47,38,713204,650250,185144,14555,13835,4872,1,,0,,2381.65625,1147.7625,41.5248,154.1988,25,25,55311.3073921204,1060.3491406709
470,2555E,6416,2555E,211,210,190,945509,544783,350611,157,156,149,707475,392077,267500,4506,2513,1795,54,54,41,238034,152706,83111,4408,2828,2027,0,,0,,2240.44,1528.57142857143,56.81175,64.15455,25,25,36856.1371765137,944.592181428697
471,2555G,6417,2555G,202,198,189,1133044,711636,400662,150,147,148,651766,344435,251994,4345,2343,1703,52,51,41,481278,367201,148668,9255,7200,3626,3,,0,,2087.48484848485,1527.23636363636,53.89995,114.7629,25,25,72136.6634292603,1582.24107564874
472,2555H,6418,2555H,361,357,269,2534808,1486170,931443,267,267,222,631049,509340,185696,2363,1908,836,94,90,47,1903759,976830,745747,20253,10854,15867,0,,0,,2369.02325581395,863.702325581395,26.4594,502.19055,25,25,47880.4805755615,956.779630771706
473,2555J,6419,2555J,304,296,271,2253535,1976666,610844,233,227,216,829407,576195,274973,3560,2538,1273,71,69,55,1424128,1400471,335871,20058,20297,6107,6,8045.25,0,,2351.81632653061,1122.3387755102,40.29045,193.28655,25,25,81374.3982868195,2216.33872320224
474,2555K,6420,2555K,383,380,340,2447367,1297417,944883,323,322,302,652391,732844,123603,2020,2276,409,60,58,38,1794976,564573,821280,29916,9734,21613,0,,0,,2187.59402985075,368.964179104478,12.94485,684.05145,25,25,30768.3148403168,1039.67559815814
475,2555L,6421,2555L,396,394,352,1901289,1123117,695871,345,344,322,620690,676606,124434,1799,1967,386,51,50,30,1280599,446511,571437,25110,8930,19048,0,,0,,2218.38032786885,407.980327868852,12.2169,602.8692,25,25,41704.2813796997,1373.04489006784
476,2555M,6422,2555M,344,338,313,1797732,915499,706510,293,291,275,430983,539818,63197,1471,1855,230,51,47,38,1366749,375681,643313,26799,7993,16929,2,,0,,1799.39333333333,210.656666666667,7.2795,535.80285,25,25,347722.463979721,4232.79201537313
477,2555N,6423,2555N,159,157,149,4054100,2561865,1428427,111,110,106,555297,330545,202402,5003,3005,1909,48,47,43,3498803,2231320,1226025,72892,47475,28512,2,,0,,1944.38235294118,1190.6,60.41985,902.4048,25,25,1114090.15048599,7212.4534947276
478,2555P,6424,2555P,221,212,210,946300,543383,351519,157,152,153,591675,357209,214001,3769,2350,1399,64,60,57,354625,186174,137518,5541,3103,2413,6,7893.1,0,,1742.48292682927,1043.90731707317,44.27835,76.37145,25,25,51426.4414825439,1108.28571251632
479,2555R,6425,2555R,304,297,272,1156393,637889,438224,224,220,201,822505,456291,310839,3672,2074,1546,80,77,71,333888,181598,127385,4174,2358,1794,4,,0,,1941.66382978723,1322.71914893617,48.9309,56.7801,25,25,16284.8321495056,820.574600261034
480,2555S,6426,2555S,373,373,311,1791134,1742138,428805,334,334,289,1149706,822358,373323,3442,2462,1292,39,39,22,641428,919780,55482,16447,23584,2522,0,,0,,3356.56326530612,1523.76734693878,40.8918,79.8213,25,25,38522.7154216766,1041.7293458118
481,2555T,6427,2555T,195,179,177,723676,393372,276172,135,127,125,487679,245392,192639,3612,1932,1541,60,52,52,235997,147980,83533,3933,2846,1606,14,5449.35,0,,1533.7,1203.99375,48.77265,50.8299,25,25,46554.8389778137,916.352142784854
482,2555V,6428,2555V,363,362,307,1549794,983118,544806,274,274,241,687341,695693,155552,2509,2539,645,89,88,66,862453,287425,389254,9690,3266,5898,0,,0,,2782.772,622.208,20.41425,186.6717,25,25,31334.8815002441,732.157428935825
483,2555W,6429,2555W,229,225,213,1064807,594011,401315,171,168,158,746744,395173,288535,4367,2352,1826,58,57,55,318063,198838,112780,5484,3488,2051,4,,0,,2079.85789473684,1518.60526315789,57.7929,64.91415,25,25,45426.636505127,1072.90465003007
484,2555Z,6430,2555Z,403,398,387,1377668,813485,504332,323,318,310,1061627,623140,389873,3287,1960,1258,80,80,77,316041,190345,114459,3951,2379,1486,2,,0,,1755.32394366197,1098.2338028169,39.8157,47.0319,25,25,38081.4911384583,1069.44782253485
485,2561A,6431,2561A,375,363,360,1720047,1026494,626076,251,241,241,1020444,590282,377628,4066,2449,1567,124,122,119,699603,436212,248448,5642,3576,2088,2,,0,,1553.37368421053,993.757894736842,49.59555,66.0852,25,25,26878.2626571655,812.715547506158
486,2561B,6432,2561B,185,172,179,835503,481483,309791,138,127,133,560663,313428,211090,4063,2468,1587,47,45,46,274840,168055,98701,5848,3735,2146,3,,0,,1457.80465116279,981.813953488372,50.22855,67.9209,25,25,39483.0076255798,855.770559526425
487,2561D,6433,2561D,462,451,437,3218950,3430323,671382,315,307,301,1086610,691277,381324,3450,2252,1267,147,144,136,2132340,2739046,290058,14506,19021,2133,1,,0,,2094.77878787879,1155.52727272727,40.10055,67.50945,25,25,30866.950630188,856.589940425662
488,2561E,6434,2561E,252,242,249,1645165,1592433,396421,185,177,183,705560,426424,255039,3814,2409,1394,67,65,66,939605,1166009,141382,14024,17939,2142,3,,0,,1705.696,1020.156,44.1201,67.7943,25,25,17308.577796936,743.843082829863
489,2561R,6435,2561R,29,29,29,,,,25,25,25,85212,74141,23297,3408,2966,932,4,4,4,,,,,,,0,,0,,4942.73333333333,1553.13333333333,29.4978,,25,25,3319.08193206787,273.469343685208
490,2561S,6436,2561S,303,292,297,1204150,758490,425079,235,228,232,855486,514559,310054,3640,2257,1336,68,64,65,348664,243931,115025,5127,3811,1770,2,,0,,1715.19666666667,1033.51333333333,42.2844,56.0205,25,25,33640.7903747559,1063.81350107251
491,2561T,6437,2561T,411,372,401,2099778,1142697,800891,285,259,280,1257347,685012,479320,4412,2645,1712,126,113,121,842431,457685,321571,6686,4050,2658,16,20863.25,1,,1427.10833333333,998.583333333333,54.1848,84.1257,25,25,33038.3575820923,787.931004359528
492,2561V,6438,2561V,399,388,380,1850394,1222824,634229,254,247,239,1056458,668289,372004,4159,2706,1557,145,141,141,793936,554535,262225,5475,3933,1860,5,,0,,1782.104,992.010666666667,49.27905,58.869,25,25,38910.0450553894,1178.76601425263
493,2562A,6439,2562A,411,392,391,2439432,1563878,852103,275,260,264,1044685,611739,384134,3799,2353,1455,136,132,127,1394747,952139,467969,10255,7213,3685,2,,0,,1747.82571428571,1097.52571428571,46.05075,116.63025,25,25,110101.049823761,2965.85446934582
494,2562B,6440,2562B,216,200,198,1295831,790369,466019,140,132,132,562800,344004,202156,4020,2606,1531,76,68,66,733031,446365,263863,9645,6564,3998,11,12835,0,,1463.84680851064,860.23829787234,48.45615,126.5367,25,25,63540.8809051514,2405.8609473183
495,2562C,6441,2562C,403,379,386,2219151,1501183,749131,289,273,277,1318811,758063,489637,4563,2777,1768,114,106,109,900340,743120,259494,7898,7011,2381,8,8223.75,0,,1612.9,1041.78085106383,55.9572,75.35865,25,25,42958.6463394165,1080.41427913618
496,2562E,6442,2562E,428,400,352,2131291,1505348,698391,302,280,230,1095375,698579,383828,3627,2495,1669,126,120,122,1035916,806769,314563,8222,6723,2578,3,,0,,1174.08235294118,645.089075630252,52.82385,81.5937,25,25,59382.4677009583,1923.57402733761
497,2562G,6443,2562G,426,407,402,2792344,2087879,876683,280,264,263,1066121,654345,382055,3808,2479,1453,146,143,139,1726223,1433534,494628,11823,10025,3558,1,,0,,1470.43820224719,858.550561797753,45.98745,112.6107,25,25,37053.2079353333,1033.52022850086
498,2562H,6444,2562H,392,372,377,2934551,2734967,742090,230,214,224,1040958,588652,389693,4526,2751,1740,162,158,153,1893593,2146315,352397,11689,13584,2303,0,,0,,1528.96623376623,1012.18961038961,55.071,72.88995,25,25,34698.4009895325,1386.90301816389
499,2562J,6445,2562J,313,297,247,1846635,1193792,641740,253,239,196,977969,656940,331671,3865,2749,1692,60,58,51,868666,536852,310069,14478,9256,6080,6,8857.85,0,,2479.01886792453,1251.58867924528,53.5518,192.432,25,25,26527.8728179932,671.028342989854
500,2562K,6446,2562K,489,470,467,1978880,1202717,713077,364,347,351,1067177,681109,373777,2932,1963,1065,125,123,116,911703,521608,339300,7294,4241,2925,2,,0,,1513.57555555556,830.615555555556,33.70725,92.57625,25,25,17152.6511726379,651.184350841199
501,2562L,6447,2562L,350,331,245,1326115,1014381,408781,292,278,193,787015,607044,240932,2695,2184,1248,58,53,52,539100,407337,167849,9295,7686,3228,8,14739,0,,2168.01428571429,860.471428571429,39.4992,102.1662,25,25,103771.34589386,1505.56069439058
502,2562N,6448,2562N,372,361,358,1378158,896834,476981,287,277,281,920275,573207,327013,3207,2069,1164,85,84,77,457883,323627,149968,5387,3853,1948,2,,0,,1614.6676056338,921.16338028169,36.8406,61.6542,25,25,26325.1766090393,919.314769585536
503,2562P,6449,2562P,107,104,101,397276,295905,125108,88,87,82,313439,231109,99486,3562,2656,1213,19,17,19,83837,64796,25622,4412,3812,1349,2,,0,,2311.09,994.86,38.39145,42.69585,25,25,32215.4423027039,994.109721930449
504,2562R,6450,2562R,241,234,233,877451,613403,289631,205,198,199,662042,458647,219910,3229,2316,1105,36,36,34,215409,154756,69721,5984,4299,2051,1,,0,,1994.11739130435,956.130434782609,34.97325,64.91415,25,25,24072.7450790405,898.958415891024
505,2562S,6451,2562S,311,299,302,1305744,841672,454583,224,213,219,761847,429239,285728,3401,2015,1305,87,86,83,543897,412433,168855,6252,4796,2034,4,,0,,1430.79666666667,952.426666666667,41.30325,64.3761,25,25,12130.1537780762,585.06123962682
506,2562T,6452,2562T,342,336,335,1450528,846446,534340,259,253,255,833892,524813,294524,3220,2074,1155,83,83,80,616636,321633,239816,7429,3875,2998,2,,0,,1543.56764705882,866.247058823529,36.55575,94.8867,25,25,48768.1963233948,1229.10960486239
507,2562V,6453,2562V,386,363,367,1572234,955087,566704,306,287,292,1016417,691349,341866,3322,2409,1171,80,76,75,555817,263738,224838,6948,3470,2998,3,,0,,1772.68974358974,876.579487179487,37.06215,94.8867,25,25,11064.1948738098,534.23787022618
508,2563A,6454,2563A,333,311,328,2600066,2056661,779009,196,182,193,1033760,569730,391921,5274,3130,2031,137,129,135,1566306,1486931,387088,11433,11527,2867,8,7786,0,,1808.66666666667,1244.19365079365,64.28115,90.74055,25,25,23806.1784286499,947.747204364944
509,2563B,6455,2563B,352,331,339,1841253,1161172,649529,228,213,219,1006186,548295,383535,4413,2574,1751,124,118,120,835067,612877,265994,6734,5194,2217,12,20060,0,,1797.68852459016,1257.49180327869,55.41915,70.16805,25,25,96670.269618988,1966.21468105053
510,2563C,6456,2563C,389,371,377,2588283,2211320,721126,271,257,263,1251131,708786,467948,4617,2758,1779,118,114,114,1337152,1502534,253178,11332,13180,2221,7,9073.75,0,,1707.91807228916,1127.58554216867,56.30535,70.29465,25,25,41819.2693061829,1011.96986974218
511,2563E,6457,2563E,207,199,196,1025322,642830,362951,135,129,130,539888,319727,197331,3999,2479,1518,72,70,66,485434,323103,165620,6742,4616,2509,4,,0,,1453.30454545455,896.959090909091,48.0447,79.40985,25,25,18894.5622520447,986.95909366681
512,2563G,6458,2563G,425,419,412,1618683,977819,585264,299,295,295,1063714,630679,388547,3558,2138,1317,126,124,117,554969,347140,196717,4405,2800,1681,2,,0,,1557.23209876543,959.375308641975,41.68305,53.20365,25,25,91212.3794326782,1867.32231488364
513,2563H,6459,2563H,345,341,338,1412945,846502,513207,264,261,257,987978,586938,360497,3742,2249,1403,81,80,81,424967,259564,152710,5247,3245,1885,2,,0,,1752.05373134328,1076.11044776119,44.40495,59.66025,25,25,65154.2055358887,1305.39560595701
514,2563J,6460,2563J,295,292,289,1314211,830730,462966,182,180,177,758077,424689,285118,4165,2359,1611,113,112,112,556134,406041,177848,4922,3625,1588,2,,0,,1490.13684210526,1000.41403508772,50.98815,50.2602,25,25,66985.4410438538,1513.17870698941
515,2563K,6461,2563K,359,354,347,2935393,1926251,1010621,270,267,264,921113,551677,334620,3412,2066,1268,89,87,83,2014280,1374574,676001,22632,15800,8145,1,,0,,1671.74848484848,1014,40.1322,257.78925,25,25,146868.714427948,2153.05059631026
516,2563N,6462,2563N,194,186,189,895013,947878,188632,164,157,160,452330,286362,159200,2758,1824,995,30,29,29,442683,661516,29432,14756,22811,1015,4,,0,,1789.7625,995,31.49175,32.12475,25,25,17367.2543067932,629.881302557238
517,2563P,6463,2563P,400,393,387,1174358,717140,422048,342,337,333,978947,583150,356679,2862,1730,1071,58,56,54,195411,133990,65369,3369,2393,1211,3,,0,,1576.08108108108,963.997297297297,33.89715,38.32815,25,25,33046.262424469,992.128438083821
518,2563R,6464,2563R,420,414,406,1434203,954864,489232,343,338,334,1087739,667809,389737,3171,1976,1167,77,76,72,346464,287055,99495,4500,3777,1382,1,,0,,1734.56883116883,1012.3038961039,36.93555,43.7403,25,25,27954.125617981,1074.85250737873
519,2563S,6465,2563S,338,330,331,1074112,651063,387632,269,264,264,829451,482675,305996,3083,1828,1159,69,66,67,244661,168388,81636,3546,2551,1218,3,,0,,1608.91666666667,1019.98666666667,36.68235,38.5497,25,25,13018.5037689209,515.322855268544
520,2563T,6466,2563T,332,331,323,1226503,843033,409614,265,264,256,889744,601254,300564,3358,2277,1174,67,67,67,336759,241779,109050,5026,3609,1628,0,,0,,1908.74285714286,954.171428571429,37.1571,51.5262,25,25,54993.1983680725,1257.42708617692
521,2563V,6467,2563V,315,310,307,1253976,764860,450960,236,231,229,911077,529297,336400,3860,2291,1469,79,79,78,342899,235563,114560,4340,2982,1469,3,,0,,1857.18245614035,1180.35087719298,46.49385,46.49385,25,25,56985.5376281738,1440.96270640508
522,2563Z,6468,2563Z,286,266,273,1230584,684061,464600,204,190,193,817120,436952,314224,4005,2300,1628,82,76,80,413464,247109,150376,5042,3251,1880,10,9333,0,,1481.19322033898,1065.16610169492,51.5262,59.502,25,25,40043.636051178,981.435618156871
523,2564A,6469,2564A,432,402,415,2990200,1831620,1072778,281,264,273,1607473,920628,597923,5721,3487,2190,151,138,142,1382727,910992,474855,9157,6601,3344,25,22896.45,0,,2422.70526315789,1573.48157894737,69.3135,105.8376,25,25,232698.610309601,4586.05510999096
524,2564B,6470,2564B,439,438,422,2538542,2246212,681616,321,320,314,1314335,820050,466576,4095,2563,1486,118,118,108,1224207,1426162,215040,10375,12086,1991,0,,0,,2102.69230769231,1196.34871794872,47.0319,63.01515,25,25,112860.917633057,2652.21306274098
525,2564C,6471,2564C,447,438,435,2273619,1447831,797415,304,297,299,1504950,886258,551718,4950,2984,1845,143,141,136,768669,561573,245697,5375,3983,1807,9,5202,0,,2161.60487804878,1345.65365853659,58.39425,57.19155,25,25,32371.8147850037,1088.33559409341
526,2564E,6472,2564E,431,427,420,2168661,1600558,687827,286,284,277,1199785,719885,435423,4195,2535,1572,145,143,143,968876,880673,252404,6682,6159,1765,3,,0,,2056.81428571429,1244.06571428571,49.7538,55.86225,25,25,98120.0339698792,1717.18022583604
527,2564G,6473,2564G,235,224,226,1297676,913745,426161,173,166,166,735910,425860,272277,4254,2565,1640,62,58,60,561766,487885,153884,9061,8412,2565,8,6732,0,,2241.36842105263,1433.03684210526,51.906,81.18225,25,25,142360.937301636,2907.2789097979
528,2564H,6474,2564H,330,326,321,1177437,724603,421304,274,271,266,834251,505620,301087,3045,1866,1132,56,55,55,343186,218983,120217,6128,3982,2186,0,,0,,1580.0625,940.896875,35.8278,69.1869,25,25,17421.8241729736,707.549420535391
529,2564J,6475,2564J,322,316,311,1531612,1228749,453174,216,211,208,734851,447017,264669,3402,2119,1272,106,105,103,796761,781732,188505,7517,7445,1830,2,,0,,1655.61851851852,980.255555555556,40.2588,57.9195,25,25,57171.2799453735,1195.42707166827
530,2564K,6476,2564K,373,364,362,1436076,980374,481829,297,290,288,1016706,670388,348976,3423,2312,1212,76,74,74,419370,309986,132853,5518,4189,1795,5,,0,,2001.15820895522,1041.71940298507,38.3598,56.81175,25,25,35210.8120765686,945.560607969826
