OBJECTID_1,PC5CODE,OBJECTID,pc5,TotaalVastgoedbjecten,TotaalVastgoedobjectenElektra,TotaalVastgoedobjectenGas,TotaalCO2uitstootKg,TotaalVerbruikElektrakWh,TotaalVerbruikGasM3,AantalVastgoedobjectenParticuli,AantalVastgoedobjectenElektraPa,AantalVastgoedobjectenGasPartic,CO2uitstootParticulierKg,VerbruikElektraParticulierkWh,VerbruikGasParticulierM3,GemiddeldeCO2UitstootParticulie,GemiddeldVerbruikElektraParticu,GemiddeldVerbruikGasParticulier,AantalVastgoedobjectenZakelijk,AantalVastgoedobjectenElektraZa,AantalVastgoedobjectenGasZakeli,CO2UitstootZakelijkKg,VerbruikElektraZakelijkkWh,VerbruikGasZakelijkM3,GemiddeldeCO2uitstootZakelijkKg,GemiddeldVerbruikElektraZakelij,GemiddeldVerbruikGasZakelijkm3,AantalVastgoedobjectenOpwekZonn,OpwekZonneenergieKVkWh,AantalVastgoedobjectenOpwekOver,OpwekOverigkWh,ElektraverbruikPerHuishoudenkWh,GasverbruikPerHuishoudenKg,GasverbruikPerHuishouden_Jaar_G,GasverbruikPerZakelijkeAansluit,MaxSimpTol,MinSimpTol,Shape__Area,Shape__Length
311,2541T,6257,2541T,444,439,428,1216231,757127,432318,400,395,386,1092263,673313,390454,2731,1705,1012,44,44,42,123968,83814,41864,2817,1905,997,0,,0,,1603.12619047619,929.652380952381,32.0298,31.55505,25,25,15648.7204017639,800.495082236125
312,2541V,6258,2541V,400,397,313,1085460,909411,308375,352,349,291,966827,764617,289721,2747,2191,996,48,48,22,118633,144794,18654,2472,3017,848,3,,0,,1887.94320987654,715.36049382716,31.5234,26.8392,25,25,71737.5849456787,1227.8776705983
313,2542A,6259,2542A,455,453,444,3148971,2220256,1033157,412,411,408,1346064,891314,460780,3267,2169,1129,43,42,36,1802907,1328942,572377,41928,31641,15899,0,,1,,2025.71363636364,1047.22727272727,35.73285,503.20335,25,25,77195.1887397766,2115.33781217797
314,2542B,6260,2542B,220,219,209,901318,645402,292433,172,171,166,585780,372020,205780,3406,2176,1240,48,48,43,315538,273382,86653,6574,5695,2015,0,,0,,2066.77777777778,1143.22222222222,39.246,63.77475,25,25,55060.7087440491,1028.80242134241
315,2542C,6261,2542C,293,290,283,1132298,758701,384643,243,241,238,899902,593687,308779,3703,2463,1297,50,49,45,232396,165014,75864,4648,3368,1686,0,,0,,1946.51475409836,1012.39016393443,41.05005,53.3619,25,25,77035.3280906677,1496.44548249316
316,2542E,6262,2542E,277,259,261,1719043,1760524,382210,205,193,202,669305,544997,195369,3265,2824,967,72,66,59,1049738,1215527,186841,14580,18417,3167,6,6630,0,,2018.50740740741,723.588888888889,30.60555,100.23555,25,25,47339.2229423523,893.833152935138
317,2542G,6263,2542G,87,87,81,237668,172588,76315,72,72,71,191092,123625,66378,2654,1717,935,15,15,10,46576,48963,9937,3105,3264,994,0,,0,,1545.3125,829.725,29.59275,31.4601,25,25,3807.75147628784,361.520277052709
318,2542H,6264,2542H,135,135,131,440458,328230,138653,116,116,114,378022,276189,120826,3259,2381,1060,19,19,17,62436,52041,17827,3286,2739,1049,0,,0,,2124.53076923077,929.430769230769,33.549,33.20085,25,25,34271.7399940491,1250.98989062442
319,2542J,6265,2542J,488,481,403,2979484,1838970,1064321,403,399,344,1030056,820496,306721,2556,2056,892,85,82,59,1949428,1018474,757600,22934,12420,12841,1,,0,,2378.24927536232,889.046376811594,28.2318,406.41765,25,25,85889.8110046387,2070.93992763993
320,2542K,6266,2542K,199,198,149,1261140,1070659,353624,157,157,114,471168,389428,135621,3001,2480,1190,42,41,35,789972,681231,218003,18809,16615,6229,0,,0,,2049.62105263158,713.794736842105,37.6635,197.14785,25,25,33146.0054664612,1157.96137491089
321,2542L,6267,2542L,385,385,358,1471410,808699,558583,344,344,322,1072152,649352,387098,3117,1888,1202,41,41,36,399258,159347,171485,9738,3887,4763,0,,0,,1803.75555555556,1075.27222222222,38.0433,150.74895,25,25,122947.776603699,3047.08122051647
322,2542N,6268,2542N,331,330,313,1107235,731752,379495,278,277,262,880079,551560,311606,3166,1991,1189,53,53,51,227156,180192,67889,4286,3400,1331,0,,0,,1838.53333333333,1038.68666666667,37.63185,42.12615,25,25,124107.779052734,2388.76843815394
323,2542P,6269,2542P,413,412,399,1626326,1178901,522907,346,346,337,1208809,839261,400924,3494,2426,1190,67,66,62,417517,339640,121983,6232,5146,1967,0,,0,,2124.71139240506,1014.99746835443,37.6635,62.25555,25,25,63773.9900588989,1159.26856569401
324,2542R,6270,2542R,139,138,133,697844,763381,139016,117,116,113,331404,216574,114396,2833,1867,1012,22,22,20,366440,546807,24620,16656,24855,1231,0,,0,,1546.95714285714,817.114285714286,32.0298,38.96115,25,25,178866.656066895,2264.91368883173
325,2542T,6271,2542T,407,404,333,2854744,1566541,1084542,352,350,284,1050434,691007,361090,2984,1974,1271,55,54,49,1804310,875534,723452,32806,16214,14764,0,,0,,2002.91884057971,1046.63768115942,40.22715,467.2806,25,25,49403.4044113159,1409.37447654995
326,2542V,6272,2542V,191,191,188,933254,693867,294310,163,163,161,676589,455888,228997,4151,2797,1422,28,28,27,256665,237979,65313,9167,8499,2419,0,,0,,2681.69411764706,1347.04117647059,45.0063,76.56135,25,25,44826.6222038269,981.140974483093
327,2542W,6273,2542W,34,34,34,160103,141644,42996,25,25,25,116712,102759,31508,4668,4110,1260,9,9,9,43391,38885,11488,4821,4321,1276,0,,0,,5137.95,1575.4,39.879,40.3854,25,25,5523.66207504272,308.607151568982
328,2543A,6274,2543A,283,279,272,1736030,1027589,634692,221,217,213,815926,493640,294763,3692,2275,1384,62,62,59,920104,533949,339929,14840,8612,5762,0,,0,,1828.2962962963,1091.71481481481,43.8036,182.3673,25,25,95363.3620491028,1924.75912556667
329,2543B,6275,2543B,362,356,337,2817327,3545023,407732,297,293,289,933764,734164,281240,3144,2506,973,65,63,48,1883563,2810859,126492,28978,44617,2635,4,,1,,1984.22702702703,760.108108108108,30.79545,83.39775,25,25,59244.7348251343,2206.02706954819
330,2543C,6276,2543C,404,400,385,1371928,1009685,436075,347,344,338,1109729,746711,375938,3198,2171,1112,57,56,47,262199,262974,60137,4600,4696,1280,3,,0,,2408.74516129032,1212.70322580645,35.1948,40.512,25,25,44871.1952896118,1224.52822176638
331,2543E,6277,2543E,227,226,212,711463,477191,241528,208,207,199,636117,398062,225427,3058,1923,1133,19,19,13,75346,79129,16101,3966,4165,1239,0,,0,,1809.37272727273,1024.66818181818,35.85945,39.21435,25,25,42176.9176254272,1257.29125812357
332,2543G,6278,2543G,272,265,196,1626123,802656,647503,220,220,163,674706,446349,231101,3067,2029,1418,52,45,33,951417,356307,416402,18296,7918,12618,0,,0,,1859.7875,962.920833333333,44.8797,399.3597,25,25,75758.2135543823,1961.47685378521
333,2543R,6279,2543R,263,262,244,851079,459255,325909,228,227,214,630640,380525,228163,2766,1676,1066,35,35,30,220439,78730,97746,6298,2249,3258,0,,0,,1492.25490196078,894.756862745098,33.7389,103.1157,25,25,67787.047290802,1636.08815403427
334,2543S,6280,2543S,295,294,284,2178428,2308141,458778,260,260,253,714131,551840,218284,2747,2122,863,35,34,31,1464297,1756301,240494,41837,51656,7758,0,,0,,2207.36,873.136,27.31395,245.5407,25,25,118723.075237274,2274.59868935673
335,2543T,6281,2543T,428,424,417,1329060,1124894,373805,375,371,366,1102994,887809,325386,2941,2393,889,53,53,51,226066,237085,48419,4265,4473,949,3,,0,,2650.17611940299,971.301492537313,28.13685,30.03585,25,25,41102.8480110168,1116.64448247703
336,2543V,6282,2543V,235,233,218,1483783,1053466,484403,202,201,188,612077,464098,190033,3030,2309,1011,33,32,30,871706,589368,294370,26415,18418,9812,0,,0,,2109.53636363636,863.786363636364,31.99815,310.5498,25,25,72911.5642433167,1514.74454089977
337,2544A,6283,2544A,450,444,417,1792844,1120503,635813,396,395,375,884526,835250,220072,2234,2115,587,54,49,42,908318,285253,415741,16821,5821,9899,0,,0,,2037.19512195122,536.760975609756,18.57855,313.30335,25,25,119817.643409729,2095.67164704691
338,2544B,6284,2544B,401,399,314,2066814,2510461,329012,360,359,283,872491,709530,254982,2424,1976,901,41,40,31,1194323,1800931,74030,29130,45023,2388,0,,0,,1773.825,637.455,28.51665,75.5802,25,25,142456.192756653,1796.82878837835
339,2544C,6285,2544C,424,418,406,7423418,7328183,1741455,359,356,345,907841,711665,274134,2529,1999,795,65,62,61,6515577,6616518,1467321,100240,106718,24054,0,,1,,1779.1625,685.335,25.16175,761.3091,25,25,199920.93662262,2377.85729114767
340,2544E,6286,2544E,250,226,219,13589429,16027906,2321890,30,22,24,134819,73526,51370,4494,3342,2140,220,204,195,13454610,15954380,2270520,61157,78208,11644,0,,1,,7352.6,5137,67.731,368.5326,25,25,485838.611549377,4282.66571548924
341,2544G,6287,2544G,440,432,396,1837607,1247006,619030,358,352,326,1093806,807534,346832,3055,2294,1064,82,80,70,743801,439472,272198,9071,5493,3889,4,,0,,2044.38987341772,878.055696202532,33.6756,123.08685,25,25,46797.4527702332,1219.68092146271
342,2544H,6288,2544H,259,257,242,1048013,719399,350319,194,193,187,630795,494775,190381,3252,2564,1018,65,64,55,417218,224624,159938,6419,3510,2908,1,,0,,2105.42553191489,810.131914893617,32.2197,92.0382,25,25,60703.6020774841,1235.55861308243
343,2544J,6289,2544J,410,399,395,2009127,1177730,738352,341,331,331,1109435,678525,398374,3253,2050,1204,69,68,64,899692,499205,339978,13039,7341,5312,0,,0,,1696.3125,995.935,38.1066,168.1248,25,25,22311.797706604,941.219621887642
344,2544K,6290,2544K,436,433,416,1719254,1247448,552393,392,389,375,1394767,877350,492770,3558,2255,1314,44,44,41,324487,370098,59623,7375,8411,1454,1,,0,,1907.28260869565,1071.23913043478,41.5881,46.0191,25,25,112219.599262238,2701.78357044809
345,2544L,6291,2544L,525,525,506,2948096,1679452,1099561,502,502,488,769335,1207137,32092,1533,2405,66,23,23,18,2178761,472315,1067469,94729,20535,59304,0,,0,,2463.54489795918,65.4938775510204,2.0889,1876.9716,25,25,206537.182674408,3082.18220085403
346,2544M,6292,2544M,158,153,157,1738799,964423,657185,132,128,132,455075,327240,147193,3448,2557,1115,26,25,25,1283724,637183,509992,49374,25487,20400,3,,1,,1392.51063829787,626.353191489362,35.28975,645.66,25,25,783784.753721237,4551.04047401502
347,2544N,6293,2544N,122,111,104,4007261,2312062,1484913,68,63,61,434201,354655,126379,6385,5629,2072,54,48,43,3573060,1957407,1358534,66168,40779,31594,7,20850.5,1,,4172.41176470588,1486.81176470588,65.5788,999.9501,25,25,474406.367040634,3323.89539711619
348,2544R,6294,2544R,433,428,361,3693107,2154211,1360743,398,394,332,1116401,746314,379818,2805,1894,1144,35,34,29,2576706,1407897,980925,73620,41409,33825,2,,1,,1820.27804878049,926.385365853659,36.2076,1070.56125,25,25,124661.966011047,2018.30945093339
349,2544S,6295,2544S,305,305,288,1053228,623792,384939,279,279,264,947961,540965,353254,3398,1939,1338,26,26,24,105267,82827,31685,4049,3186,1320,0,,0,,1932.01785714286,1261.62142857143,42.3477,41.778,25,25,35619.8506813049,1044.59758598253
350,2544T,6296,2544T,282,277,271,940001,581462,335359,246,241,235,795699,487853,285318,3235,2024,1214,36,36,36,144302,93609,50041,4008,2600,1390,0,,0,,1711.7649122807,1001.11578947368,38.4231,43.9935,25,25,30324.6202468872,1095.4261973374
351,2544V,6297,2544V,430,424,401,1668063,1257743,520222,366,364,351,730168,825992,136423,1995,2269,389,64,60,50,937895,431751,383799,14655,7196,7676,0,,0,,2091.11898734177,345.374683544304,12.31185,242.9454,25,25,73492.621799469,1395.23817959088
352,2544W,6298,2544W,124,124,65,,,,122,122,64,213920,228956,44290,1753,1877,692,2,2,1,,,,,,,0,,0,,5723.9,1107.25,21.9018,,25,25,27888.7141876221,1049.38465135618
353,2545A,6299,2545A,395,387,329,2377141,1927203,696680,337,329,279,824768,665592,242735,2447,2023,870,58,58,50,1552373,1261611,453945,26765,21752,9079,5,,0,,1986.84179104478,724.582089552239,27.5355,287.35035,25,25,40577.3519210815,1679.33545352364
354,2545B,6300,2545B,434,433,425,1258237,1014110,370737,401,400,399,1001893,700075,330814,2498,1750,829,33,33,26,256344,314035,39923,7768,9516,1536,0,,0,,1666.84523809524,787.652380952381,26.23785,48.6144,25,25,68474.317111969,1741.47454532537
355,2545C,6301,2545C,296,291,270,18060391,19343573,3734653,252,248,235,586348,644136,115903,2327,2597,493,44,43,35,17474043,18699437,3618750,397137,434871,103393,5,,0,,2111.92131147541,380.009836065574,15.60345,3272.38845,25,25,135271.956577301,2709.193078894
356,2545D,6302,2545D,508,502,489,2836988,3362736,479199,426,420,418,1300117,1041894,385056,3052,2481,921,82,82,71,1536871,2320842,94143,18742,28303,1326,2,,0,,2216.79574468085,819.268085106383,29.14965,41.9679,25,25,228138.856826782,4251.26712262879
357,2545E,6303,2545E,366,349,356,1500392,1106631,476112,283,273,277,1124927,797043,367793,3975,2920,1328,83,76,79,375465,309588,108319,4524,4074,1371,16,13752.15,0,,2344.24411764706,1081.74411764706,42.0312,43.39215,25,25,62594.6636314392,1164.26532679889
358,2545G,6304,2545G,543,537,452,6110488,7696968,881616,332,327,291,916548,762300,262242,2761,2331,901,211,210,161,5193940,6934668,619374,24616,33022,3847,0,,0,,2088.49315068493,718.471232876712,28.51665,121.75755,25,25,187711.273620605,3578.0839927666
359,2545H,6305,2545H,474,470,413,4603361,6447052,449214,423,419,370,1174347,903038,360424,2776,2155,974,51,51,43,3429014,5544014,88790,67236,108706,2065,0,,0,,2315.48205128205,924.164102564103,30.8271,65.35725,25,25,76769.6043739319,1994.41147031188
360,2545J,6306,2545J,463,459,440,2409800,1709165,787299,390,388,381,1044125,663273,366738,2677,1709,963,73,71,59,1365675,1045892,420561,18708,14731,7128,0,,0,,1637.71111111111,905.525925925926,30.47895,225.6012,25,25,75835.3148231506,1821.94057806031
361,2545K,6307,2545K,208,207,202,771873,652964,217205,182,181,181,585754,455754,178011,3218,2518,983,26,26,21,186119,197210,39194,7158,7585,1866,1,,0,,3038.36,1186.74,31.11195,59.0589,25,25,11331.1295509338,561.161795554107
362,2545L,6308,2545L,131,130,129,396690,347204,107775,115,115,115,315988,269689,88130,2748,2345,766,16,15,14,80702,77515,19645,5044,5168,1403,0,,0,,2074.53076923077,677.923076923077,24.2439,44.40495,25,25,19637.0521888733,663.245882392608
363,2545N,6309,2545N,555,550,469,3029359,2225046,964372,511,508,435,1334065,924571,443016,2611,1820,1018,44,42,34,1695294,1300475,521356,38529,30964,15334,3,,0,,1651.01964285714,791.1,32.2197,485.3211,25,25,98979.4396247864,2026.08662681185
364,2545P,6310,2545P,282,280,277,815647,573180,268242,249,247,245,681042,437044,237745,2735,1769,970,33,33,32,134605,136136,30497,4079,4125,953,2,,0,,2570.84705882353,1398.5,30.7005,30.16245,25,25,18005.1032028198,593.043940229903
365,2545R,6311,2545R,188,182,180,670823,442332,230251,167,162,160,478126,358118,149908,2863,2211,937,21,20,20,192697,84214,80343,9176,4211,4017,0,,0,,2469.77931034483,1033.84827586207,29.65605,127.13805,25,25,19745.3440208435,701.637541190661
366,2545S,6312,2545S,112,111,107,542120,481382,145003,82,82,82,287031,229109,85313,3500,2794,1040,30,29,25,255089,252273,59690,8503,8699,2388,0,,0,,4582.18,1706.26,32.916,75.5802,25,25,24251.6383094788,832.483282953119
367,2545T,6313,2545T,297,293,293,1234679,1003054,361167,229,226,227,792815,648969,230294,3462,2872,1015,68,67,66,441864,354085,130873,6498,5285,1983,0,,0,,2060.21904761905,731.092063492064,32.12475,62.76195,25,25,84549.6866912842,2130.9983283787
368,2545V,6314,2545V,211,207,155,1084535,1145760,229515,181,178,137,463122,416513,122123,2559,2340,891,30,29,18,621413,729247,107392,20714,25146,5966,3,,0,,2192.17368421053,642.752631578947,28.20015,188.8239,25,25,30067.3442382813,944.980758079864
369,2545W,6315,2545W,240,233,199,984527,939789,241602,189,183,154,739017,708848,180223,3910,3873,1170,51,50,45,245510,230941,61379,4814,4619,1364,7,4522,0,,3296.96744186047,838.246511627907,37.0305,43.1706,25,25,64613.80651474,1323.17512978963
370,2546A,6316,2546A,391,389,375,1508506,943317,534803,318,318,304,1214422,749126,433954,3819,2356,1427,73,71,71,294084,194191,100849,4029,2735,1420,2,,0,,1997.66933333333,1157.21066666667,45.16455,44.943,25,25,44472.4853477478,1572.55267402501
371,2546B,6317,2546B,340,339,328,1417872,1003939,463791,264,263,256,902670,591244,311144,3419,2248,1215,76,76,72,515202,412695,152647,6779,5430,2120,0,,0,,1938.50491803279,1020.14426229508,38.45475,67.098,25,25,15324.0815505981,658.630545063518
372,2546C,6318,2546C,443,439,435,1781383,1134149,624851,374,372,368,1348665,809495,489361,3606,2176,1330,69,67,67,432718,324654,135490,6271,4846,2022,2,,0,,1974.37804878049,1193.56341463415,42.0945,63.9963,25,25,34963.8243904114,1443.60652349722
373,2546E,6319,2546E,263,262,246,997970,684634,333728,219,218,210,772657,479463,275154,3528,2199,1310,44,44,36,225313,205171,58574,5121,4663,1627,1,,0,,2040.26808510638,1170.86808510638,41.4615,51.49455,25,25,49432.3978157043,1068.28962357464
374,2546R,6320,2546R,275,272,259,1100098,684136,391268,230,227,222,871032,526215,314924,3787,2318,1419,45,45,37,229066,157921,76344,5090,3509,2063,3,,0,,2063.58823529412,1234.99607843137,44.91135,65.29395,25,25,64839.8472824097,1870.57442881452
375,2546S,6321,2546S,317,308,305,1742186,1156753,595338,234,228,226,955852,632930,327204,4085,2776,1448,83,80,79,786334,523823,268134,9474,6548,3394,6,6652.1,0,,2388.41509433962,1234.7320754717,45.8292,107.4201,25,25,35856.0233840942,1014.17280207922
376,2546T,6322,2546T,311,310,304,1324062,812769,474454,238,238,232,914560,574734,323296,3843,2415,1394,73,72,72,409502,238035,151158,5610,3306,2099,0,,0,,2210.51538461538,1243.44615384615,44.1201,66.43335,25,25,12332.4115409851,468.881157649806
377,2546V,6323,2546V,365,362,353,1254454,817459,433794,309,307,300,1028405,659067,359301,3328,2147,1198,56,55,53,226049,158392,74493,4037,2880,1406,2,,0,,2126.02258064516,1159.03548387097,37.9167,44.4999,25,25,72902.7891921997,1411.46911002012
378,2547A,6324,2547A,424,423,410,1537253,990998,535148,364,363,355,1275100,835101,439545,3503,2301,1238,60,60,55,262153,155897,95603,4369,2598,1738,1,,0,,2169.09350649351,1141.67532467532,39.1827,55.0077,25,25,52375.4197006226,1606.27505899591
379,2547B,6325,2547B,139,138,136,467360,316773,157564,122,121,121,415736,279085,141054,3408,2306,1166,17,17,15,51624,37688,16510,3037,2217,1101,0,,0,,2146.80769230769,1085.03076923077,36.9039,34.84665,25,25,9680.12299728394,613.66687248006
380,2547C,6326,2547C,474,469,378,2055457,2216461,420081,393,390,328,792733,915440,141923,2017,2347,433,81,79,50,1262724,1301021,278158,15589,16469,5563,0,,0,,2260.34567901235,350.427160493827,13.70445,176.06895,25,25,71981.4904823303,2208.22768920647
381,2547D,6327,2547D,80,80,76,,167666,,72,72,72,222776,150821,75164,3094,2095,1044,8,8,4,,16845,,,2106,,0,,0,,3016.42,1503.28,33.0426,,25,25,9081.8263168335,440.613851142658
382,2547E,6328,2547E,430,426,362,1421491,2147649,86729,385,381,331,635683,932129,48161,1651,2447,146,45,45,31,785808,1215520,38568,17462,27012,1244,0,,0,,2589.24722222222,133.780555555556,4.6209,39.3726,25,25,196724.307991028,2638.08776863599
383,2547G,6329,2547G,454,448,441,3104305,1760829,1160346,380,377,371,1106729,775612,364673,2912,2057,983,74,71,70,1997576,985217,795673,26994,13876,11367,3,,0,,2124.96438356164,999.104109589041,31.11195,359.76555,25,25,36666.9533195496,1201.52163876803
384,2547H,6330,2547H,189,186,185,604210,455686,188402,164,162,164,473492,284392,171742,2887,1756,1047,25,24,21,130718,171294,16660,5229,7137,793,0,,0,,1537.25405405405,928.335135135135,33.13755,25.09845,25,25,111019.438083649,3822.63709077731
385,2547J,6331,2547J,420,418,384,1685014,2675465,59826,372,370,342,738607,1150067,33746,1986,3108,99,48,48,42,946407,1525398,26080,19717,31779,621,0,,0,,3026.49210526316,88.8052631578947,3.13335,19.65465,25,25,110028.978492737,2470.46842300944
386,2547K,6332,2547K,421,420,328,1301474,1583836,206186,328,328,299,609382,925469,35593,1858,2822,119,93,92,29,692092,658367,170593,7442,7156,5883,1,,0,,2762.59402985075,106.24776119403,3.76635,186.19695,25,25,16577.6987876892,528.578359907094
387,2547L,6333,2547L,247,247,139,,428492,,148,148,135,189593,246424,24833,1281,1665,184,99,99,4,,182068,,,1839,,4,,0,,1642.82666666667,165.553333333333,5.8236,,25,25,26824.2705993652,897.190099114619
388,2547S,6334,2547S,286,283,235,1083092,625174,401258,245,245,201,513380,438093,143205,2095,1788,712,41,38,34,569712,187081,258053,13895,4923,7590,1,,0,,1825.3875,596.6875,22.5348,240.2235,25,25,21758.3326377869,804.006585942283
389,2547T,6335,2547T,295,292,287,1159306,752302,401937,222,221,219,862176,555524,300234,3884,2514,1371,73,71,68,297130,196778,101703,4070,2772,1496,2,,0,,2020.08727272727,1091.76,43.39215,47.3484,25,25,56256.6923561096,1088.82447194798
390,2547V,6336,2547V,239,236,206,862729,701351,252209,214,214,189,550569,494310,145464,2573,2310,770,25,22,17,312160,207041,106745,12486,9411,6279,0,,0,,2353.85714285714,692.685714285714,24.3705,198.73035,25,25,31909.3462181091,808.976728774329
391,2548A,6337,2548A,286,260,261,20622765,2595879,10725391,169,157,152,981083,742456,305075,5805,4729,2007,117,103,109,19641682,1853423,10420316,167878,17994,95599,13,53222,1,,3093.56666666667,1271.14583333333,63.52155,3025.70835,25,1.5625,650922.104892731,6958.06129660731
392,2548B,6338,2548B,634,632,231,1896882,2496275,238247,523,521,205,1187177,1427295,193861,2270,2740,946,111,111,26,709705,1068980,44386,6394,9630,1707,1,,0,,5489.59615384615,745.619230769231,29.9409,54.02655,25,25,55958.2018661499,1624.91787036379
393,2548C,6339,2548C,711,711,335,3464674,4968612,299547,573,573,290,1287902,1449450,243105,2248,2530,838,138,138,45,2176772,3519162,56442,15774,25501,1254,0,,0,,2565.3982300885,430.274336283186,26.5227,39.6891,25,25,49532.524307251,1500.57214507251
394,2548D,6340,2548D,52,37,50,487307,594498,76715,32,25,32,119092,96752,34836,3722,3870,1089,20,12,18,368215,497746,41879,18411,41479,2327,16,5176.5,0,,1759.12727272727,633.381818181818,34.46685,73.64955,25,25,4334.8556098938,512.381659806614
395,2548E,6341,2548E,414,410,260,1546667,1718674,299241,296,294,178,938136,1071055,172030,3169,3643,966,118,116,82,608531,647619,127211,5157,5583,1551,8,23103,0,,2677.6375,430.075,30.5739,49.08915,25,25,152027.474567413,2542.20664258509
