OBJECTID,GUID,REF_FYSIEKE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,PRORAIL_GEBIED,REF_FUNC_SPOORTAK_NAAM_LANG
1172,284fd81c-afbf-f8fb-e4f8-4c787755a9ff,5a7ae98d-7254-4e59-9ab2-aa079013df74,301R,455.777923,203869.8565108,501536.72633557,3.298,203479.093,501771.272,3.298,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,4.048258,"4,048258",3.594556,"3,594556",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,204_301R_12.6
1173,84902f8d-5e45-578a-8021-7d5afa87799d,606f7b61-1aad-4f58-9b0f-c1af63cdb78e,801R,11.039169,61594.55,440310.987,5.117,61592.105,440321.752,5.184,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",41.665682,"41,665682",41.676602,"41,676602",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_801R_41.6
1174,147f66b0-ad87-decb-c2ac-271c2dd1fb0e,d9d5ff97-82cb-4d74-814d-f862b3f21f98,1199V,170.759863,106700.592,477414.423,-3.446,106586.653,477287.235,-1.954,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,20.763654,"20,763654",20.934184,"20,934184",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,133_1199V_20.8
1175,a29aaa5e-bd86-4d77-b622-a204833f3e05,f24b2ef8-d705-402d-99dd-6cb0a935b3a8,1GL,287.204322,261091.186,554756.241,7.885,261237.281,554508.993,7.811,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,3.684036,"3,684036",3.971201,"3,971201",Derden - Overig - STAR,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,463_1GL_3.6
1176,7a239264-2325-5987-dcea-e60a37accdf8,3d3d0bec-02bf-41aa-8a6c-a7b90263196b,921V,1.158939,203012.53,501997.548,1.934,203011.468,501998.012,1.936,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,3.072911,"3,072911",3.071774,"3,071774",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,603_921V_3.1
1177,535ebcf7-cfd7-6792-9a5b-090926380b69,1cca9616-2c3e-4e1e-b780-5efd3b0e3ff5,1013L,252.270741,257090.913,471440.517,40.639,257338.851,471487.071,40.646,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,52.890406,"52,890406",53.13984,"53,139840",ProRail,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,Oost,028_1013L_52.9
1178,3f797ba8-cf0e-9de7-77d2-a273a4a8988a,3997c43e-bd98-4807-8d43-9ced7d22ce32,2V,11.639089,43816.787,360202.258,1.699,43813.732,360213.489,1.68,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,Fsz-Tnz,Zelzate (B) - Terneuzen ,16.684521,"16,684521",16.69618,"16,696180",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,131_2V_16.7
1179,12868be5-79cf-3b9b-19d9-8473c12ae2f7,ecaecfde-76c9-4f56-9b4f-bcd977edcfb5,72R,202.432962,261566.037,591844.221,0.681,261753.644,591768.177,0.653,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,106.332715,"106,332715",106.537357,"106,537357",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,803_72R_106.3
1180,bd7ef919-5771-46f7-8fbd-505db7473860,87f367dd-9322-42d8-a58d-997bd76056f1,841R,103.960535,238216.965,575055.786,2.769,238186.775,575155.134,2.743,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,68.814473,"68,814473",68.920394,"68,920394",Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,011_841R_68.8
1181,45a11627-145a-d529-6665-5cc9401dfe6e,18f585a6-0044-4d13-bcc3-05d3fc78ea7f,3207R,799.314324,124719.892,481085.305,5.179,125102.318,480383.502,5.52,535,a,535,535_a,Amsterdam Bijlmer Arena,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,5.2,"5,200000",6,"6,000000",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,Midden,589_3207R_4.9
1182,058cd27d-b161-7f25-f0a2-d816efd105b8,1a328e2b-1562-4018-a513-a5589fd8758f,1175L,78.593205,105689.894,424468.116,-0.03,105611.725,424476.268,-0.013,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,29.136349,"29,136349",29.213806,"29,213806",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,542_1175L_29.1
1183,3dcf8f37-67dd-473d-ae88-dee15ca9df88,602d80c5-0406-414a-8bc8-24e23369991f,ST_X0592,11.376933,62902.756,442707.265,4.856,62909.607,442698.185,4.841,478,c,478,478_c,Rotterdam Europoort 4,Mvtyz-Mvtn,Maasvlakte Yangtzehaven Zuid - Maasvlakte Noordwesthoek ,102.508669,"102,508669",102.51862,"102,518620",Derden - Overig - Rhenus Logistics,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,478_ST_X0592_102.5
1184,91a8d04b-8ffc-c063-f0d6-42f83c539343,d0bdc9be-38f9-44f2-8899-b81fbf96f485,101L,335.9929,245428.706,595137.414,1.14,245762.312,595100.722,1.009,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,25.751253,"25,751253",26.087187,"26,087187",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,201_101L_25.7
1185,a5f89b43-b34b-e1ff-f7de-c886d005f37c,f0ac246a-7397-4471-a31a-23a801390b99,31L,105.937256,101752.955,424977.975,3.637,101692.187,424891.338,3.665,822,b,822,822_b,Zwijndrecht Groote Lindt,Lindk-Zwdmww,Lindtsedijk - Zwijndrecht Merwedeweg ,200.248871,"200,248871",200.354481,"200,354481",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,822_31L_200.2
1186,51c3593a-d099-4d1a-9a28-6ca28f04adac,84f8252b-a8cd-4996-8f87-d0f0071f1d29,11V,5.846161,61598.707,438982.776,5.037,61603.85550724,438980.0064394,5.09975547,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,0.716798,"0,716798",0.712409,"0,712409",Derden - Overig - Locomotive Workshop Rotterdam B.V.,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,478_1201L_0.6
1187,3ab91dce-f3c5-43e6-b93b-697b5a001066,27300710-28e5-4276-922e-264cedde55e2,ST_X0401,130.397877,196160.178,463617.976,22.765,196067.492,463709.302,22.765,209,,209,209__,Dieren - Apeldoorn,Dr-Apd,Dieren - Apeldoorn ,15.624984,"15,624984",15.753441,"15,753441",Derden - Overig - VSM Apeldoorn- Dieren,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,Oost,209_ST_X0401_15.6
1188,cbedd6c3-0e83-460d-a4ff-cbed4fc229a6,15c891fa-63e7-488c-a039-b2a86ead8d13,942L,473.641954,139901.102,474648.186,3.64,139791.182,475108.787,4.32,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,24.508003,"24,508003",24.036455,"24,036455",Derden - Overig - Railpro Crailoo,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,087_942L_24.5
1189,99a24843-8c34-4a9b-af05-f25a62b4741c,29dfbf68-34cf-4fb8-a213-ebfbb558315a,1135R,70.990634,61725.357,438928.918,5.178,61686.589,438988.118,5.165,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,0.624006,"0,624006",0.69342,"0,693420",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,478_1135R_0.6
1190,0de8655b-5ae4-4bf5-fe70-406aef33fbc4,f9a030a8-de81-4444-8b20-0bc2d2770ee8,139R,678.912383,256860.878,595171.677,1.28,257530.184,595283.084,1.264,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,37.346806,"37,346806",38.023325,"38,023325",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,201_139R_37.3
1191,3fbb282b-61de-6e57-2a0d-aa9db598bc8d,b9cb0df8-1f52-4092-a734-fdb9aa077e1a,4221R,12554.286336,202122.62571327,502590.0458905,1.70420031,191233.274,508150.666,1.414,015,,15,015__,Zwolle - Kampen,Zl-Kpn,Zwolle - Kampen ,88.399967,"88,399967",100.945178,"100,945178",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,603_4221R_2.4
1192,f28b2be9-5c76-57ed-0ec3-4f3a0d003862,f7f63806-545b-46b7-b8cf-fda12fe33e1f,639V,70.119861,89687.81,431871.141,3.93,89618.727,431882.836,3.867,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",7.239634,"7,239634",7.308171,"7,308171",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_639V_7.2
1193,fc4aaef3-a3cb-bb62-d934-4b4e08f02e39,d40cf768-abb5-4f5f-b88e-76976eeb5c1e,980L,2.099762,116820.668,491719.872,1.276,116821.858,491718.142,1.225,081,,81,081__,Zaandam - Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,74.461414,"74,461414",74.4635,"74,463500",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,081_980L_74.4
1194,8ba4599a-c527-7c2b-4067-a2e1771bd0cc,ef15ee64-f5d2-45f2-a067-18999b7f0d49,875L,1503.961933,96489.029,431919.573,-0.347,97167.45059992,430577.61998313,0.21407386,663,a,663,663_a,Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,41.3,"41,300000",39.8,"39,800000",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,664_875L_41.9
1195,117a70fb-cc5a-a81d-a819-ff3e98dc2d0f,416853c8-6497-4d4c-93ee-47c579439247,425V,444.219751,83653.708,454152.927,0.231,84040.289,453934.171,0.369,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,23.40036,"23,400360",22.956481,"22,956481",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,564_425V_23.5
1196,dc4b734e-0baf-4d27-ba33-6308fbf5dbde,ca45cd32-0820-4404-86fa-bdd744a802d8,936V,53.49075,103486.723,499604.576,5.632,103433.982,499613.288,5.818,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder",Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,202.043437,"202,043437",202.097025,"202,097025",Strukton Rail Short Line,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,804_936V_202.0
1197,b3c94bc7-0f2f-e2e4-3696-b6b9970f9f7f,782c4691-d2ad-4515-8f45-79c0db01ef8b,5051AR,168.400059,116646.849,489215.638,5.783,116813.973,489196.021,4.421,523,b,523,523_b,Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,177.673954,"177,673954",177.842998,"177,842998",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,523_5051AR_177.6
1198,4c80c59b-727c-6a11-b90d-1535dfff7848,cd2d3f4d-e136-46ee-ba5b-ae3229617efc,267BV,680.655256,115817.967,495153.528,0.644,116038.83,494509.904,0.596,524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,70.679046,"70,679046",71.36233,"71,362330",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,524_267BV_70.7
1199,a904eebc-5998-c09b-2054-227fe624e0a3,e535336e-8d5d-4f17-8aab-6950c520fa67,677V,49.809317,89582.269,431841.828,3.675,89532.773,431847.406,3.721,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",7.340196,"7,340196",7.389893,"7,389893",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_677V_7.3
1200,5a97a5d5-8527-05c2-deec-ed66143ccaff,78d97648-544b-42b1-9a3f-9fabea8f5d7c,455Q,32.404198,94937.15,440139.164,0.398,94907.218,440126.75,0.542,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,48.773924,"48,773924",48.805714,"48,805714",ProRail,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,132_455Q_48.7
1201,2c9cb597-418e-456b-be4a-93bdbe0faf69,ce718bbf-908e-4502-b6dd-31c3a629abbd,967L,182.02308,181229.991,578773.746,0.959,181402.772,578830.956,0.959,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,25.379207,"25,379207",25.560871,"25,560871",ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,Noord,550_967L_25.3
1202,528f7a9f-fd42-2aec-1c7e-9891ade400c7,673568e6-48f9-48d3-b3b4-53b563b25d1b,4127R,255.138755,201910.04,501849.72,1.875,201984.581,502093.681,1.875,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,1.54095,"1,540950",1.798005,"1,798005",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,926_4127R_1.5
1203,e9b467ac-d229-c517-6879-7a20acf6443b,7a1c73a8-f035-4def-8c17-c30627e63e9d,185BV,1.450893,102913.026,488907.627,4.45,102912.065,488906.54,4.443,527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,18.061174,"18,061174",18.062632,"18,062632",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,527_185BV_18.1
1204,870263f5-67ea-4b98-a59f-bf1ced5b1bb3,bb2d5730-1690-4673-9693-0304532388a5,31V,529.866224,275316.164,481605.463,53.583,274800.563,481483.43,53.307,777,,777,777__,Oldenzaal Grens - Bad Bentheim (D),Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,14.121488,"14,121488",14.651387,"14,651387",Derden - Overig - DB Netz,,,Baan,,,,,,,777_31V_14.1
1205,a18710d6-c235-b70e-f341-b29be7df745f,93e028af-2b9f-4b9b-995f-2fdb381cfca8,1631BR,201.900989,105435.093,499311.746,2.386,105285.518,499177.594,2.054,076,,76,076__,Santpoort Noord - Uitgeest,Hlm-Utg,Haarlem - Uitgeest ,11.78137,"11,781370",11.585395,"11,585395",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,076_1631BR_11.8
1206,dd865a6e-08ae-bff1-93c8-c706e471618d,f2ba429b-d277-48e8-a911-8b544f0d7e09,31BL,108.23226,210011.435,374563.332,21.942,210002.366,374455.733,22.3,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,68.972794,"68,972794",68.862294,"68,862294",ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,Zuid-Oost,517_31BL_69.0
1207,02594c32-88dc-9b8f-62db-e858a9fb3951,13cee7f6-9247-45b2-a9c6-7c39fec41bb3,173BV,5.816883,91288.753,437694.121,2.357,91294.504,437694.994,2.359,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.330598,"83,330598",83.336606,"83,336606",ProRail,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,555_173BV_83.3
1208,3a411506-25ec-299d-fdff-47551c02d33d,3b3608be-5207-465e-aeda-5a32691a880d,1259BQ,73.363854,40421.009,386383.046,2.427,40455.613,386318.356,2.461,817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,200.244127,"200,244127",200.170543,"200,170543",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_1259BQ_200.3
1209,16bc33dd-9524-3cb0-54b3-d83c5e8f2609,fdcd9c6f-8efb-4cb7-9bd6-dcbab331d0fc,25BS,65.678216,160396.756,383929.772,21.892,160354.461,383980.019,22.102,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,57.8,"57,800000",57.734387,"57,734387",ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,Zuid-West,618_25BS_58.6
1210,aa1ce6d5-9cb0-426f-9317-c6f916c0c6e6,124fbf91-33e8-4b23-b9de-11f98620f2c0,131AR,666.189249,162112.43,383931.107,17.996,162769.111,384019.633,17.838,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,50.878967,"50,878967",50.21425,"50,214250",ProRail,Zuid,Z,Baan,De Peel,300,Eindhoven,24,ASSET Rail,Zuid-Oost,618_131AR_50.9
1211,37a832fe-8115-5c42-6438-81fa541be9e5,0ae4974c-f707-45b0-8815-d0cf6783ea16,303BV,788.85684,80882.556,431768.695,4.389,80098.119,431687.422,4.179,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",16.277172,"16,277172",17.066956,"17,066956",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_303BV_16.3
1212,ea319e6c-f0af-050e-10eb-aa0c1de4e8bd,89dbd837-3792-44d8-9b36-2fa601e9538a,1013R,564.293716,117068.9562203,483557.61630061,1.94332748,117626.576,483489.385,7.501,558,b,558,558_b,Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,158.15921,"158,159210",157.600051,"157,600051",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,Midden,133_1013R_8.6
1213,ab9872c9-d243-688a-2626-3b42905b9bb8,21c25d7b-10f0-4b62-b67b-9955191eda8f,95L,140.823658,79940.474,433327.339,4.557,80075.064,433368.773,4.495,470,e,470,470_e,Botlek,Bot-Wplw,"Rotterdam, Botlek - Welplaatweg ",202.653833,"202,653833",202.794838,"202,794838",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,470_95L_202.6
1214,6fdfbcc5-c3b6-77eb-9d38-d6fa52e524cc,9aa6619f-cfba-47f6-bf30-88c040215757,3649V,4.025659,127890.121,464378.736,1.964,127890.44,464374.723,1.979,529,,529,529__,Breukelen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,23.080164,"23,080164",23.084194,"23,084194",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,Midden,529_3649V_23.1
1215,b5b65c6b-2b80-f50d-2d1d-82d07dfb4889,c736beaf-e7cd-4ef4-9ee8-7086ee2d6cb4,103R,67.102358,146504.104,453007.908,5.001,146571.161,453005.67,5.001,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,46.751654,"46,751654",46.819143,"46,819143",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Driebergen,15,ASSET Rail,Midden,035_103R_46.7
1216,fdfcd781-1c58-718e-ac2f-aea7a2d6cdf1,1c5f84a9-8595-48fa-bf4e-5e16b91c179d,65S,44.574976,82687.451,454675.226,0.211,82726.063,454652.954,0.199,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,24.500152,"24,500152",24.455442,"24,455442",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,560_65S_24.6
1217,f7ac6a71-821c-4c1f-862e-3543e8074e23,118ebc4e-9460-41ea-8a2c-d6cacc7c9dfd,60AQ,1.611904,176697.983,306381.641,55.95,176698.335,306383.214,55.97,784,,784,784__,Visé (B) - Eijsden Grens,Fvs-Mt,Visé (B) - Maastricht ,16.739481,"16,739481",16.741082,"16,741082",Derden - Overig - Infrabel,,,Baan,,,,,,,784_60AQ_16.7
1218,2c4a781e-e257-4823-8bb8-7d517a1cceea,63c87d55-7925-48b7-9b78-ab48a866a85e,1509V,655.204528,124180.3463415,481477.96145645,5.06070325,124678.79655497,481062.67334695,5.03498005,589,b,589,589_b,Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,4.588838,"4,588838",5.201163,"5,201163",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,Midden,144_1509V_151.7
1219,0176f054-2ac5-439d-9658-b974342d79a4,1780298c-87cc-4cd0-9364-ffb5dd008f24,922L,141.29273,215495.765,427508.759,18.134,215354.881,427516.127,18.093,779,,779,779__,Emmerich (D) - Zevenaar Grens,Zvg-Em,Zevenaar Grens - Emmerich (D) ,60.132495,"60,132495",60.274651,"60,274651",Derden - Overig - DB Netz,,,Baan,,,,,,,779_922L_60.1
1220,0cb3dfea-6d0c-c678-b846-9698947222d7,554868c8-d74b-4870-8b1f-aec3e41ca2de,843L,317.805641,134774.538,456739.146,2.067,134457.046,456738.968,2.023,531,d,531,531_d,Utrecht Centraal,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,1.513916,"1,513916",1.828948,"1,828948",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,Midden,531_843L_1.5
1221,9b228b25-b31b-d127-26a8-1329fbc5256b,1c08306e-417d-4e7f-91df-3269de46afff,353AQ,719.73766,79566.661,431672.08,4.339,78847.983,431633.039,5.07,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",17.600416,"17,600416",18.324571,"18,324571",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_353AQ_17.6
1222,481176ef-4d28-9700-6c01-49f3871bc382,bf3005ee-bfce-4eca-aeb7-2c7f5cc6499a,1R,862.462724,212414.28,464327.028,9.905,211653.97383128,463964.47367972,12.94623677,031,a,31,031_a,Zutphen - Hengelo,Zp-Esg,Zutphen - Enschede Grens ,3.261521,"3,261521",2.400039,"2,400039",ProRail,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,Oost,031_1R_3.3
1223,58f8fc58-5fb6-34e6-8f2a-0542e5b50ca3,600486a0-6faf-48b1-896a-e8da79161d94,945L,57.824561,84270.819,432586.814,3.715,84214.452,432574.032,3.715,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",12.769841,"12,769841",12.826268,"12,826268",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_945L_12.7
1224,d5ecee10-dafa-bff8-c30e-b00f54426e1c,6631a2c6-b1f0-42e2-ada8-4a7d8572a141,51AR,37.283502,161286.77,383708.468,19.83,161323.786,383712.917,19.659,618,c,618,618_c,Eindhoven,Bd-Ehv,Breda - Eindhoven ,58.758242,"58,758242",58.796013,"58,796013",ProRail,Zuid,Z,Baan,De Peel,300,Eindhoven,24,ASSET Rail,Zuid-Oost,618_51AR_58.7
1225,5109e0e6-a6ca-4976-8b5b-1506ec915f2c,b92d17a9-b82c-468e-b4a8-71eba58efff2,2R,116.786429,48167.392,366698.575,1.318,48060.665,366745.564,1.438,130,d,130,130_d,Axel Aansl. - Terneuzen Aansl.,Axa-Sluo2,Axel Aansl. - Sluiskil Oost 2 ,300.202405,"300,202405",300.31954,"300,319540",Derden - Overig - Yara,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,130_2R_300.2
1226,ff088187-1df7-ea34-feee-1480d6c0e8ca,e09a9445-1537-40df-bb26-effc36d4f294,51R,214.30216,39387.965,387071.289,6.405,39202.312,387135.845,5.686,817,h,817,817_h,Vlissingen Sloehaven,Frkw-Qh,Frankrijkweg - Quarleshaven ,310.004664,"310,004664",310.216241,"310,216241",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_51R_300.5
1227,8375ffed-83c7-781f-7592-92e837ec0dc7,d3fad087-bbfb-4f43-ba27-0c6d7b295476,74V,20.351068,238118.67,575159.214,3.063,238113.809,575178.976,3.14,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,68.948072,"68,948072",68.968335,"68,968335",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,011_74V_68.9
1228,81836fe4-77ec-4d0c-9369-be7aeeb00402,dc9aa5de-b7c0-4409-bfbf-278afd880c74,65L,57.260989,78895.891,432774.531,4.554,78887.384,432830.609,4.533,470,e,470,470_e,Botlek,Bot-Wplw,"Rotterdam, Botlek - Welplaatweg ",201.383551,"201,383551",201.436251,"201,436251",Derden - Overig - Rubis,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,470_65L_201.3
