OBJECTID,GUID,REF_FYSIEKE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,PRORAIL_GEBIED,REF_FUNC_SPOORTAK_NAAM_LANG
1114,4de287a5-9679-960e-c660-dd92c6b2f4c9,485a1d8b-2243-44da-aba5-1e435c856e79,43AV,344.494214,104327.961,489071.348,4.679,104586.84349837,488854.27380715,4.71604523,527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,16.548034,"16,548034",16.199973,"16,199973",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,527_43AV_16.6
1115,40dbeabd-c63a-13e9-9cb4-399f1f56f2c1,66210677-04cb-4c48-a56c-48f092c0dcde,179R,206.608909,217215.181,441493.062,13.233,217421.585,441484.175,13.067,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,33.840482,"33,840482",33.634477,"33,634477",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,Oost,212_179R_33.9
1116,5e50b7c7-cfec-c98f-944e-b865b983542e,3d6dd82f-dd25-4763-b4e8-b2448e508c8e,1081V,74.365601,136826.677,457918.48,2.594,136757.178,457892.02,2.949,094,,94,094__,Utrecht Centraal - Blauwkapel,Ut-Amf,Utrecht - Amersfoort ,2.793066,"2,793066",2.719037,"2,719037",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,Midden,094_1081V_2.8
1117,65016d6b-7455-f0b3-89cb-6652b45cfa61,23af0f98-cf37-4464-94e4-2abe5b8c9dd1,227BV,755.173619,90144.492,394316.126,2.84,89900.324,393601.556,2.915,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,23.842027,"23,842027",24.600022,"24,600022",ProRail,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,545_227BV_23.8
1118,2d13e74c-c1cc-920c-2034-fd466fd3b59d,21498fab-f243-4d96-bcb2-0008ec62806e,33T,173.075684,152684.354,463268.904,5.509,152570.486,463399.131,5.459,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,43.114662,"43,114662",42.941357,"42,941357",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_33T_43.1
1119,f7d7f0c1-602b-7f19-753f-bad91945bff4,b29f8f22-79b9-4464-a710-e057bd0c58c5,323L,118.56935,80029.033,431686.407,4.204,80147.103,431696.497,4.253,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",17.136524,"17,136524",17.017158,"17,017158",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_323L_17.2
1120,99914512-73de-244b-99e8-6db7f76c695f,9810b90a-3dcf-40fd-99ea-998fe659fb34,217AP,110.741603,177400.416,318712.439,46.796,177461.511,318804.796,46.878,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,1.188493,"1,188493",1.298625,"1,298625",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,520_217AP_1.2
1121,9aa5ab23-8f2a-cea2-eb1a-5a06defa38f8,aeb90bbb-0090-45d0-82d2-11481df27476,913R,154.023474,115719.706,495372.909,0.534,115753.612,495222.664,0.879,524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,70.439978,"70,439978",70.593129,"70,593129",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,524_913R_70.4
1122,a9fca93e-a19e-4116-9dc9-04abdccc3f05,0f783c3f-0c42-4575-ad52-ec195d8aa182,281BV,67.854368,104923.899,446521.709,-3.603,104887.118,446464.689,-3.738,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,36.000021,"36,000021",36.068271,"36,068271",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Rijn en Gouwe,81,BAM Rail,Zuid-Holland Noord,537_281BV_36.0
1123,5d21b417-b7fb-2730-4c5e-40499f3c9e6f,3f0186a5-5099-49e1-8ede-93047592b0a9,2821V,936.903343,200672.618,500396.188,13.88,201476.15656244,500855.4708237,5.02634561,604,a,604,604_a,Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,45.934965,"45,934965",46.878327,"46,878327",ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderland,33,Strukton Rail,Oost,604_2821V_45.9
1124,27f8fb5f-6dfe-df11-5498-9fc8773eba6e,fe58a293-05db-4db2-8ee7-fd7a73613d06,1633L,1367.152941,60379,441275.188,5.105,59532.346,440201.743,5.063,479,a,479,479_a,Maasvlakte 2,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,300.571429,"300,571429",301.938694,"301,938694",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,479_1633L_300.5
1125,efa2d1da-1bab-4cc0-9876-837ab41ce836,d136c576-5085-4d5a-9d98-8483832057a6,7L,40.156029,99513.758,411465.066,2.867,99547.822,411486.13,2.785,801,f,801,801_f,Moerdijk Industrieterrein,Mdw-Cih,Middenweg - Centrale Insteekhaven ,500.251624,"500,251624",500.290656,"500,290656",Derden - Overig - Coatex en Omya,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,801_7L_500.2
1126,edd86657-de49-47aa-9a00-ce23c9280239,4c02ac4a-c777-45f8-a3c9-82eb8be86a9c,1BR,258.563831,254268.103,566972.585,3.956,254356.714,567215.449,4.012,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,11.994294,"11,994294",12.254057,"12,254057",Derden - Overig - STAR,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,305_1BR_12.0
1127,ecab4b22-2ac1-e377-478e-c946b9da4262,f65b70fa-7ec3-4b58-9c31-250c87f27fa1,163AV,473.405624,92163.047,463573.316,4.64200076,92469.268,463934.335,5.404,534,b,534,534_b,Leiden Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,47.000122,"47,000122",46.52664,"46,526640",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,Zuid-Holland Noord,104_163AV_56.4
1128,4a5e8db2-0354-5405-30aa-aa6c3d07fc77,00c69516-535e-44bc-aed4-53472af2c0ab,163P,806.28668,153726.066,462860.035,5.343,154474.362,463068.904,4.717,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.253257,"44,253257",45.063105,"45,063105",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_163P_44.2
1129,7a993177-9323-1713-7eb9-7aeb2a5a9eba,286c6dd7-5c7b-4d0d-b03a-246643826050,5AR,6578.137732,143784.775,440140.448,7.091,146629.803,434219.631,3.334,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,17.617873,"17,617873",24.199997,"24,199997",ProRail,Zuid,Z,Baan,Betuwe,320,Geldermalsen,22,Strukton Rail,Zuid-West,117_5AR_17.6
1130,c91c95aa-a4dd-4485-ae96-c16f95331138,b0c3922b-ec49-4cf8-b55e-d07f92ec1c69,K921T,228.579596,249882.293,607955.83,4.772,250104.463,607902.08,4.7,815,a,815,815_a,Roodeschool Eemshaven,Rda-Eem,Rodeschool Aansl. - Eemshaven ,6.408232,"6,408232",6.643465,"6,643465",Derden - Overig - Eems Terminal B.V.,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,815_K921T_6.4
1131,60680dff-2726-551d-a6bf-dd453c4b8b6d,0f564afd-5655-498f-8b6d-0a4656bfe97a,263AR,94.837949,193090.301,443601.803,17.604,193180.507,443573.673,18.097,507,b,507,507_b,Velperbroek Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,94.840071,"94,840071",94.932965,"94,932965",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,Oost,437_263AR_1.1
1132,6f45cfd5-07b1-3058-965b-0b33438a830e,64c6112e-a3fa-4dd1-ae4c-4d5da0e3d868,31R,117.41219,254544.832,575855.246,2.617,254661.18852679,575869.66011622,2.36106174,653,a,653,653_a,Zuidbroek,Hlg-Nscg,Harlingen - Nieuweschans Grens ,102.682179,"102,682179",102.799107,"102,799107",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,653_31R_102.6
1133,65dde42d-7247-4d75-afd8-6da49fb8a11d,953c519a-c39c-483f-b9ac-0742a35ed1c9,ST_X0878,286.532567,89482.771,431947.965,3.705,89320.36133874,432179.90951511,3.66204619,468,a,468,468_a,Rotterdam Eemhaven,Whz-Rol,"Rotterdam, Emplacement Waalhaven Zuid - Rondolaan ",100.102667,"100,102667",100.397111,"100,397111",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,468_ST_X0878_100.1
1134,7cfeab5e-0b6d-6ba5-27aa-9028ed59f5df,29b1b3ab-4932-478c-a805-d1ca7183a7c6,919R,218.838407,251384.276,475716.595,21.51,251586.717,475634.32,21.557,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,45.47878,"45,478780",45.69624,"45,696240",ProRail,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,Oost,543_919R_45.4
1135,1a199447-7764-4ee6-91ca-3abaa0348a4a,a8012272-d4c7-458f-a035-1e666e5f3caf,ST_X0444,58.502193,153562.143,463166.23,0,153619.609,463155.268,0,900,,900,900__,Amersfoort Hoofdwerkplaats,Amf-Amfwph,Amersfoort - Amersfoort Hoofdwerkplaats ,200.997053,"200,997053",201.056158,"201,056158",Derden - Overig - Railcenter,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,900_ST_X0444_201.0
1136,fb160695-2784-32c1-bb5f-2465e0cf4d93,0ca44578-e757-486e-ab97-effc897230ff,2321V,3786.07083,134527.953,457315.438,6.968,131781.576,459921.077,1.902,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,32.9,"32,900000",29.111665,"29,111665",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,Midden,531_2321V_33.6
1137,eb0ceae4-723b-42d9-b696-afdf68a0bd17,c5694d98-7cca-44a0-891e-a3e8a61d92c4,803L,21.650432,92516.33,397629.285,4.179,92519.678,397650.675,4.179,120,b,120,120_b,Lage Zwaluwe - Roosendaal,Rsd-Rsdbw2,Roosendaal - Roosendaal Borchwerf 2 ,201.847624,"201,847624",201.86926,"201,869260",Derden - Overig - Gemeente Roosendaal,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,120_803L_201.8
1138,4d9c5ed1-32fd-62a2-2738-328ed517f817,860887f4-9172-4d25-b3c8-34cb9158afa6,903R,1623.424149,95730.095,433354.754,0.039,96466.053,431907.801,-0.25,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,42.924688,"42,924688",41.299821,"41,299821",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,664_903R_43.0
1139,9440587f-52a3-011a-3573-0ba0622f6f57,dbcaac74-0d27-4db4-ae51-50c5c44ee44e,44V,28.392019,37162.715,385303.081,4.653,37185.62,385286.304,4.709,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,119.921171,"119,921171",119.892783,"119,892783",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_44V_119.9
1140,7cb344d5-5b65-6ca8-79d8-88558eba78a4,4b0fa769-8cb5-4a15-8f98-7686096119cf,395R,18.79363,152792.373,463010.937,5.143,152802.898,462995.367,5.13,940,,940,940__,Amersfoort Bokkeduinen,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,43.377977,"43,377977",43.395917,"43,395917",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,940_395R_43.3
1141,4303a338-47c6-2ee9-de93-ab195a77e3cf,3dfbf1d2-1b0d-40d3-a495-7d07b0f11e03,908R,294.352696,208023.692,376628.449,20.398,207817.11659929,376838.10188756,20.52173681,516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,1.9797,"1,979700",2.267617,"2,267617",ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,Zuid-Oost,516_908R_1.9
1142,08059d92-999b-13ab-c078-c84c503f4f9e,60ff58b6-a0f0-44d7-90ee-f7b008320611,97BV,1.965504,61614.636,440267.937,5.158,61614.189,440269.851,5.138,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",41.618516,"41,618516",41.620462,"41,620462",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_97BV_41.6
1143,5d79c85c-d3eb-90dd-81d8-16e93d5d842f,05633c20-b7c6-49fc-9bcd-01707521db79,913V,128.071767,117842.43,490775.095,0.82,117946.65,490700.66,0.778,486,b,486,486_b,Amsterdam Westhaven (gebied),Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,75.863168,"75,863168",75.992344,"75,992344",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,486_913V_75.9
1144,5295955e-28df-f97e-48b1-6137c9ad58f9,b297874f-e677-4ed6-86ef-51e2bf06bac0,461R,303.844879,257039.396,534523.289,21.17,257029.166,534826.43,21.365,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,75.071694,"75,071694",75.376413,"75,376413",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,203_461R_75.0
1145,3c6517d4-3b86-5e3f-4df5-8803ab7e2f91,be01fc9f-b858-4358-88d4-6a39a7bede28,2551V,182.897845,135645.03396763,456453.6785024,2.25988653,135610.857,456631.21,2.324,531,a,531,531_a,Utrecht Centraal,Ut-Amf,Utrecht - Amersfoort ,0.7,"0,700000",0.892353,"0,892353",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,Midden,531_2551V_34.5
1146,18d995b0-75cc-4de4-ad1b-02f298e523eb,f7778be7-4145-4acf-bf67-7062192ff3e2,29L,1238.131879,177287.12701561,307698.33404715,54.986,176761.939,306589.076,56.6,784,,784,784__,Visé (B) - Eijsden Grens,Fvs-Mt,Visé (B) - Maastricht ,18.195023,"18,195023",16.956355,"16,956355",Derden - Overig - Infrabel,,,Baan,,,,,,,071_29L_27.9
1147,4247ede7-c129-43d0-9e9c-cb5d8726b9f1,d1c938be-a6c3-408f-94e6-b77d000c5313,982V,53.318133,181428.93,578825.579,0.999,181480.21,578840.092,0.916,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,25.586325,"25,586325",25.639189,"25,639189",ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,Noord,550_982V_25.6
1148,3855970a-880c-6201-598d-8f06b826b03e,444cb0d6-29a1-49f6-b029-0be124ad4965,2517V,18.827384,177415.514,505290.437,3.344,177433.994,505286.837,3.324,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,20.370236,"20,370236",20.389062,"20,389062",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,161_2517V_20.4
1149,39f595cc-6d6a-414f-9fba-bb0c91e0d3ef,e96900e4-5d14-456b-9674-d42763642221,X0041V,154.420031,99393.721,410149.738,3.519,99244.676,410109.351,3.399,801,e,801,801_e,Moerdijk Industrieterrein,Mdw-Wstlih,Middenweg - Westelijke Insteekhaven ,400.378331,"400,378331",400.533411,"400,533411",Derden - Overig - Gentenaar,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,801_X0041V_400.4
1150,4388c50c-dfb7-f2cc-883d-32aed2c84631,2ab556cb-97de-41ae-8353-332e612e50ea,508R,1.950846,153007.00316594,463100.62863725,5.56585148,153008.607,463099.518,5.552,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,43.458488,"43,458488",43.460407,"43,460407",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,900_508R_200.4
1151,73a4a16a-3a6c-5c7f-5ddf-a5b468dc06da,91f875a0-c2ec-49bb-9f1f-cf869c2275ca,1107V,8016.734543,157809.055,575990.41,1.077,165600.955,577279.888,1.01,001,a,1,001_a,Harlingen Haven - Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,1.359591,"1,359591",9.364878,"9,364878",ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,Noord,001_1107V_1.4
1152,4bc2023f-ed96-4e25-87fe-486e6cc801c7,24367077-674d-4e09-b74e-e67083bd084d,447R,443.308024,238332.238,573775.683,0,238377.605,574215.012,3.128,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,67.534598,"67,534598",67.97374,"67,973740",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,011_447R_67.5
1153,663203da-9016-e226-3ee6-e464e76b5b49,5415b635-ddf8-46ea-bc0d-c437531582e3,2169V,297.621675,148475.837,411239.426,6.59,148409.049,410949.504,6.417,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.997807,"47,997807",48.302793,"48,302793",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,Zuid-West,614_2169V_48.0
1154,12c28b40-7033-b1bd-3e40-d2de24fb1822,751c447f-9208-4aa5-a649-4dcd2cc1b748,927R,348.54502,99732.877,410004.223,3.016,99670.266,410344.643,3.069,801,d,801,801_d,Moerdijk Industrieterrein,Mdk-Mdnw,Moerdijk (Racc.) - Industrie en Havenschap Moerdijk Middenweg ,300.865605,"300,865605",301.211033,"301,211033",ProRail,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,801_927R_300.8
1155,bfe4ad57-5810-40b1-6077-ed1902aec6eb,be427caa-89d0-46d8-a54d-9b28d16310ea,1263BV,686.383141,117158.465,520655.618,-1.5,116599.615,520257.484,-1.084,619,,619,619__,Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,34.854278,"34,854278",35.539464,"35,539464",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,Noord-West,619_1263BV_34.9
1156,15d22882-198f-650a-5550-64f31a8e706b,efa3b38b-a93f-404d-888a-01529edd76b0,93AL,345.449201,116500.686,449658.726,0.048,116212.929,449467.595,0.02,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,23.19837,"23,198370",23.544962,"23,544962",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,Midden,105_93AL_23.2
1157,90f92bb1-abc9-c390-a2b5-c97189e89e40,8f8ec5f4-e9eb-4a47-8269-8a87beeb6e7d,1345L,9.466421,103231.07,425670.538,3.062,103222.909,425675.335,2.987,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,31.906541,"31,906541",31.915903,"31,915903",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,116_1345L_31.8
1158,cd3998be-be2f-92c1-c3ac-d3d15a203736,8d3f54a5-f782-4de5-9256-a39fd6d97cd6,3BV,65.399037,131825.688,517531.706,-0.723,131887.496,517553.079,-0.488,626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,31.807224,"31,807224",31.872371,"31,872371",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,Noord-West,626_3BV_31.8
1159,98825b8b-2417-f5e9-bb83-c56087c4647b,ea64bd74-c78d-4676-a36e-7296e5182942,15V,80.11618,255577.136,569997.398,2.737,255618.042,570066.239,2.634,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,15.306306,"15,306306",15.388092,"15,388092",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,305_15V_15.3
1160,2ae7756f-cb77-4f2a-a03d-0bfd203be20a,d1dd7843-81bb-4230-a96e-13b03d0fd9df,96L,56.052125,260106.798,592971.758,1.852,260160.911,592957.983,1.9,803,k,803,803_k,Delfzijl Stamlijn Havenschap,Dzsh-Oho2,Delfzijl Stamlijn Havenschap - Oosterhorn Oost 2 ,140.023415,"140,023415",140.079342,"140,079342",Derden - Overig - FMC,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,803_96L_104.2
1161,cce18504-9d0b-932a-c999-eca4b144ad0f,24c3ed9f-ceac-45b7-a614-67bcfd3ee78b,1503L,829.709504,61660.83,439197.126,5.239,61381.908,439978.488,5.219,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,0.898152,"0,898152",1.728529,"1,728529",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,478_1503L_0.9
1162,c17f6119-49f9-4b0a-8b4c-998e15e3dd96,60f3d3b4-8321-4229-97a3-18dee3f0f29e,1Q,41.586034,158459.662,358917.991,39.862,158465.415,358959.177,39.844,786,,786,786__,Neerpelt (B) - Budel Grens,Lnp-Bdl,Neerpelt (B) - Budel ,22.965286,"22,965286",23.006447,"23,006447",Derden - Overig - Infrabel,,,Baan,,,,,,,786_1Q_22.9
1163,0731ca6a-7f90-cc12-3f79-5e8cbd108492,59793d70-9ff9-4553-8c23-d34df7ba7b92,931R,202.475242,127550.22690706,483459.01076596,3.34670317,127699.433,483322.143,4.601,585,,585,585__,Diemen Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,8.102423,"8,102423",8.302066,"8,302066",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,Midden,027_931R_147.6
1164,dbdb8c7d-d08a-46bc-aad1-d345b728f74e,609700fb-15fa-463a-a3ff-c1e1631fc429,877R,18.515809,238031.407,575631.134,2.805,238027.355,575649.201,2.749,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,69.420664,"69,420664",69.43897,"69,438970",Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,011_877R_69.4
1165,75adec2c-d588-4e1e-81be-d3bbe0753614,e16fb5bf-7500-483f-a665-0e36a9da589b,69AL,247.195784,260162.617,592989.695,2.051,260408.931,592968.867,2.131,803,j,803,803_j,Delfzijl Stamlijn Havenschap,Dzsh-Oho1,Delfzijl Stamlijn Havenschap - Oosterhorn Oost 1 ,130.023232,"130,023232",130.270133,"130,270133",Derden - Overig - Chemcom voorheen Dynea,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,803_69AL_120.1
1166,41d59828-f0dd-f02a-7543-178979b36d2f,ce4871ca-9507-43a0-baeb-d24820af8152,251AV,60.449313,91442.973,437732.34,2.663,91384.292,437718.239,2.662,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.489656,"83,489656",83.430838,"83,430838",ProRail,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,555_251AV_83.5
1167,d4bef10d-26e7-9046-1128-4c068fb5910b,622b6f75-8b37-49e6-a9fa-9bfd659f4ae0,853V,0.443181,162363.854,383937.498,17.661,162363.426,383937.383,17.691,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,50.630429,"50,630429",50.630876,"50,630876",ProRail,Zuid,Z,Baan,De Peel,300,Eindhoven,24,ASSET Rail,Zuid-Oost,618_853V_50.6
1168,a34b8506-3407-c19a-b1f3-f48291e20046,645599d9-13e8-4483-b1c6-7873e9c7137a,35V,8.16377,184365.458,339255.421,34.032,184368.595,339247.884,34.093,433,,433,433__,Sittard - Born,Std-Bon,Sittard - Born ,5.810047,"5,810047",5.801748,"5,801748",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,Zuid-Oost,433_35V_5.8
1169,fb52ad27-b9cd-6b5f-9429-96fa5ce16102,735f657e-946a-432b-9cd5-36230a0b1a92,227BV,928.013586,107071.371,447991.77,5.242,106173.128,447774.113,4.358,134,,134,134__,Gouda - Moordrecht Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,33.299723,"33,299723",34.199891,"34,199891",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Rijn en Gouwe,81,BAM Rail,Zuid-Holland Noord,624_227BV_32.9
1170,d6a1928a-39f9-c572-d679-82f273594318,90f660da-de3a-4bc0-850f-fd67e3189c5e,45L,452.587513,124788.475,485427.335,2.371,125161.504,485172.209,2.427,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,904.73403,"904,734030",905.208408,"905,208408",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,927_45L_904.7
1171,9f3de9c1-12ca-4058-af33-aa4b2c3e5570,dc8794f3-2dc2-4496-a796-8a0f4d7ab6f9,X0263L,236.994536,110070.111,425578.359,3.697,110106.233,425810.26,3.697,810,b,810,810_b,Dordrecht Industrieterrein Aansl. De Staart,Ddri-Ddrbhh,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Baanhoekhaven ,100.424896,"100,424896",100.665655,"100,665655",Derden - Overig - Chemours,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,810_X0263L_100.4
