OBJECTID_1,OBJECTID,IDENT,TYPEINFRAS,TYPEWATER,BREEDTEKLA,BREEDTE,HOOFDAFWAT,FYSIEKVOOR,FUNCTIE,VOORKOMEN,STROOMRICH,SCHEEPSLAA,STATUS,NAAMNL,NAAMFR,SLUISNAAM,BRUGNAAM,HOOGTENIVE,GEOMSOORT,OBJ_BEGIN,OBJ_EIND,VER_BEGIN,VER_EIND,BRONTYPE,BRONDATUM,BRONNAUWK,BRONBESCHR,DIMENSIE,AREA,PERIMETER,ACRES,HECTARES,Shape__Area,Shape__Length
351,19358,NL.TOP10NL.111064170,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik,Asserwijk, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,5602.592,1510.731,1.384,0.56,5602.59199523926,1510.73131944627
352,19359,NL.TOP10NL.111064389,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Asserwijk, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3552.983,1019.514,0.878,0.355,3552.98253631592,1019.51399444129
353,19360,NL.TOP10NL.111064312,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Asserwijk, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2341.522,583.914,0.579,0.234,2341.5217590332,583.913672391555
354,19361,NL.TOP10NL.111064303,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,230.496,85.242,0.057,0.023,230.496215820313,85.2422959506151
355,19392,NL.TOP10NL.111064069,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4540.409,968.847,1.122,0.454,4540.40915679932,968.846664402908
356,19393,NL.TOP10NL.111064174,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Asserwijk, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,6704.287,1349.378,1.657,0.67,6704.2868270874,1349.37769506202
357,19394,NL.TOP10NL.111064470,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1458.525,233.402,0.36,0.146,1458.52508544922,233.402278083475
358,19395,NL.TOP10NL.111064102,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,289.54,71.246,0.072,0.029,289.540344238281,71.2460310151592
359,19396,NL.TOP10NL.111064420,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Asserwijk, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2051.935,417.99,0.507,0.205,2051.93508911133,417.990272375772
360,19397,NL.TOP10NL.111064116,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,415.857,97.095,0.103,0.042,415.856758117676,97.0947345806732
361,19398,NL.TOP10NL.111064383,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1823.203,294.83,0.451,0.182,1823.20319366455,294.829915663449
362,19399,NL.TOP10NL.111064253,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,170.115,57.974,0.042,0.017,170.11531829834,57.9742693972953
363,19401,NL.TOP10NL.111064481,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,801.475,117.616,0.198,0.08,801.474739074707,117.616351976948
364,19403,NL.TOP10NL.111064402,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,866.262,157.097,0.214,0.087,866.262145996094,157.097032386515
365,19404,NL.TOP10NL.111064418,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1008.059,137.702,0.249,0.101,1008.05864715576,137.701915847072
366,19405,NL.TOP10NL.111064073,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,56.647,32.24,0.014,0.006,56.6467590332031,32.2396217078991
367,19406,NL.TOP10NL.111064118,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,679.177,114.693,0.168,0.068,679.177421569824,114.693054208138
368,19407,NL.TOP10NL.111064151,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,337.243,85.768,0.083,0.034,337.243255615234,85.7677130788028
369,19408,NL.TOP10NL.111064388,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3521.537,363.718,0.87,0.352,3521.53733062744,363.717936717771
370,19409,NL.TOP10NL.111064319,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik,Meeuwenmeer, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,17979.732,606.444,4.443,1.798,17979.7317428589,606.443736458972
371,19410,NL.TOP10NL.111064454,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1519.56,181.207,0.375,0.152,1519.55987548828,181.207444329665
372,19411,NL.TOP10NL.111064417,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,948.677,145.429,0.234,0.095,948.676574707031,145.429329627158
