KADAAND;KADAAND_ID;KADAAND_VOLGNUMMER;EIGENDOMSSITUATIE;APARTEMENTSSITUATIE;OBJECTID;OPPERVL_GROND;SOORT_GROOTTE
GVH46 BG 04453 G 0000;21162;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321208;246;vastgesteld
GVH06 I 01686 G 0000;171788;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;321217;58;vastgesteld
GVH11 P 01875 G 0000;190295;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321219;20;vastgesteld
LDN03 M 06451 G 0000;438658;9;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;292917;253;vastgesteld
GVH42 BC 03056 G 0000;8757;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;292941;152;vastgesteld
GVH11 P 08535 G 0000;192578;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;173180;179;vastgesteld
GVH11 P 00588 G 0000;190068;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;134126;232;vastgesteld
GVH39 AY 03279 G 0000;5853;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;3388;151;vastgesteld
GVH27 AK 08058 G 0000;88442;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;118524;160;vastgesteld
GVH43 BD 05520 G 0000;12675;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;104898;157;vastgesteld
GVH27 AK 08552 G 0000;88760;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;118525;3643;vastgesteld
GVH44 BE 04438 G 0000;15388;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;101945;164;vastgesteld
GVH39 AY 02529 G 0000;4859;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2797;117;vastgesteld
GVH08 L 12257 G 0000;177672;7;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;322559;1486;vastgesteld
GVH16 X 02662 G 0000;220919;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;168593;240;vastgesteld
GVH47 BH 02073 G 0000;21677;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;118428;145;vastgesteld
GVH49 BK 02303 G 0000;25171;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;118439;503;vastgesteld
GVH49 BK 02828 G 0000;25789;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;118445;385;vastgesteld
GVH37 AW 00416 G 0000;148769;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;190270;354;vastgesteld
GVH46 BG 04206 G 0000;20934;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;101973;401;vastgesteld
GVH15 W 04070 G 0000;218998;8;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;322570;303;vastgesteld
GVH17 Y 00607 G 0000;228657;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;152550;45;vastgesteld
GVH43 BD 04102 G 0000;11284;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;101924;148;vastgesteld
GVH12 R 12804 G 0000;202971;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;255404;2000;vastgesteld
GVH48 BI 02713 G 0000;24024;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;322575;238;vastgesteld
GVH43 BD 06560 G 0000;14895;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;101939;530;vastgesteld
GVH01 D 01879 G 0000;165806;6;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;298714;547;vastgesteld
GVH34 AS 01424 G 0000;132251;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203663;1282;vastgesteld
GVH35 AU 00303 G 0000;137843;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;109048;159;vastgesteld
GVH38 AX 08043 G 0000;2921;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;152559;127;vastgesteld
GVH34 AS 01428 G 0000;132255;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203664;24;vastgesteld
GVH43 BD 02424 G 0000;9045;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203665;213;vastgesteld
GVH43 BD 02667 G 0000;9060;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203666;944;vastgesteld
GVH34 AS 01460 G 0000;132281;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203667;24;vastgesteld
GVH34 AS 00868 G 0000;131650;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203629;180;vastgesteld
GVH34 AS 00882 G 0000;131664;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203630;138;vastgesteld
GVH34 AS 00893 G 0000;131675;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203631;22;vastgesteld
GVH34 AS 00942 G 0000;131724;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203632;10;vastgesteld
LDN03 L 01158 G 0000;446620;15;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;285395;411;vastgesteld
LDN03 M 05737 G 0000;54708;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;285398;165;vastgesteld
GVH23 AF 02925 G 0000;251946;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321242;179;vastgesteld
GVH44 BE 05154 G 0000;16220;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102365;107;vastgesteld
GVH41 BB 01704 G 0000;8667;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;312963;337;vastgesteld
LDN03 L 01043 G 0000;261361;8;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;285414;365;vastgesteld
GVH49 BK 03121 G 0000;26887;4;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203782;21;vastgesteld
GVH45 BF 04309 G 0000;19070;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102390;113;vastgesteld
GVH37 AW 03756 G 0000;158409;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;189517;157;vastgesteld
GVH43 BD 02748 G 0000;9849;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103267;13;vastgesteld
GVH38 AX 04154 G 0000;42;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321263;259;vastgesteld
GVH10 O 04339 G 0000;187479;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321270;299;vastgesteld
GVH37 AW 03233 G 0000;156822;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;189518;1320;vastgesteld
GVH05 H 02660 G 0000;171135;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;180767;342;vastgesteld
GVH16 X 05055 G 0000;223134;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103407;544;vastgesteld
LDN03 L 01226 G 0000;628669;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;312961;733;vastgesteld
GVH49 BK 02342 G 0000;25205;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;113485;320;vastgesteld
GVH49 BK 02806 G 0000;25769;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;113489;513;vastgesteld
GVH06 I 00625 G 0000;171675;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;180769;52;vastgesteld
GVH07 K 02557 G 0000;173120;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;320613;28;vastgesteld
GVH36 AV 01304 G 0000;145193;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;320615;188;vastgesteld
GVH39 AY 02589 G 0000;4888;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2826;158;vastgesteld
GVH37 AW 03274 G 0000;156948;3;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;189520;890;vastgesteld
GVH39 AY 02594 G 0000;4893;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2831;229;vastgesteld
GVH39 AY 02598 G 0000;4897;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2835;158;vastgesteld
GVH39 AY 02600 G 0000;4899;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2837;229;vastgesteld
GVH03 F 02020 G 0000;168357;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;109095;68;vastgesteld
GVH03 F 02260 G 0000;168533;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;109098;227;vastgesteld
GVH37 AW 03787 G 0000;158437;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;189521;132;vastgesteld
LDN03 M 06432 G 0000;394638;9;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;292916;49;vastgesteld
GVH30 AN 00801 G 0000;118912;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;292921;121;vastgesteld
LDN03 H 03055 G 0000;30443;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312993;337;vastgesteld
GVH34 AS 00947 G 0000;131729;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203633;21;vastgesteld
GVH34 AS 01026 G 0000;131808;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203634;18;vastgesteld
GVH17 Y 01108 G 0000;228885;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132374;158;vastgesteld
GVH17 Y 01044 G 0000;228848;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132372;119;vastgesteld
GVH17 Y 01196 G 0000;228917;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132375;97;vastgesteld
GVH34 AS 01028 G 0000;131810;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203635;2633;vastgesteld
GVH09 N 08900 G 0000;372383;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;292994;78;vastgesteld
GVH47 BH 03651 G 0000;991765;14;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;312995;208;
GVH34 AS 01756 G 0000;136038;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203672;3650;vastgesteld
GVH43 BD 03925 G 0000;11117;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102280;165;vastgesteld
GVH43 BD 03962 G 0000;11154;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102284;163;vastgesteld
GVH26 AI 02267 G 0000;69306;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133008;173;vastgesteld
GVH02 E 03165 G 0000;166933;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;180761;990;vastgesteld
GVH43 BD 03869 G 0000;11062;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;203673;115;vastgesteld
GVH43 BD 04171 G 0000;11389;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;203674;1364;vastgesteld
GVH34 AS 01787 G 0000;136257;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203675;162;vastgesteld
GVH34 AS 00723 G 0000;131510;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203704;138;vastgesteld
GVH43 BD 06099 G 0000;14398;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103293;1362;vastgesteld
GVH27 AK 07350 G 0000;88045;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;323922;140;vastgesteld
GVH22 AE 03929 G 0000;248735;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;109261;336;vastgesteld
GVH26 AI 02944 G 0000;69755;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133016;154;vastgesteld
GVH10 O 07776 G 0000;187891;5;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;293745;2325;vastgesteld
LDN03 L 01166 G 0000;446642;21;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;285418;301;vastgesteld
GVH36 AV 01612 G 0000;145405;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;285420;184;vastgesteld
GVH17 Y 01317 G 0000;228969;7;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;285399;103;vastgesteld
LDN03 L 01195 G 0000;461620;9;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;285410;430;vastgesteld
LDN03 L 00923 G 0000;50276;9;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;320630;290;vastgesteld
LDN03 H 03436 G 0000;30590;6;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;293748;225;vastgesteld
GVH02 E 02555 G 0000;166700;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;323925;162;vastgesteld
GVH44 BE 04323 G 0000;15276;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;168999;194;vastgesteld
LDN03 H 03396 G 0000;30563;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;169013;752;vastgesteld
GVH44 BE 04157 G 0000;15121;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;116482;161;vastgesteld
GVH43 BD 04738 G 0000;11929;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103777;196;vastgesteld
LDN03 H 08240 G 0000;556631;8;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;323927;486;
GVH47 BH 03205 G 0000;22657;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;101977;189;vastgesteld
GVH43 BD 04398 G 0000;11642;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103774;169;vastgesteld
GVH38 AX 09912 G 0000;998682;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;323944;171;
GVH38 AX 07770 G 0000;2143;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;290001;194;vastgesteld
GVH44 BE 04158 G 0000;15122;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;116483;164;vastgesteld
GVH44 BE 04159 G 0000;15123;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;116484;168;vastgesteld
GVH44 BE 04165 G 0000;15129;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;116490;312;vastgesteld
GVH23 AF 03261 G 0000;252148;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;113418;69;vastgesteld
GVH48 BI 02549 G 0000;23874;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;290003;98;vastgesteld
GVH13 U 04322 G 0000;843644;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;312998;32;
LDN03 H 03296 G 0000;30528;6;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313010;306;vastgesteld
LDN03 H 04427 G 0000;31355;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313009;203;vastgesteld
LDN03 N 02358 G 0000;57171;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;112949;143;vastgesteld
GVH29 AM 03793 G 0000;109863;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;134076;138;vastgesteld
GVH30 AN 03884 G 0000;120252;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;134083;134;vastgesteld
GVH34 AS 00726 G 0000;131513;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203705;13;vastgesteld
GVH39 AY 02780 G 0000;5098;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2975;386;vastgesteld
GVH39 AY 02784 G 0000;5102;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2979;514;vastgesteld
GVH34 AS 00728 G 0000;131515;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203706;7;vastgesteld
LDN03 G 02122 G 0000;28500;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313011;135;vastgesteld
GVH49 BK 03340 G 0000;27802;3;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203708;21;vastgesteld
GVH49 BK 03345 G 0000;27807;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203709;22;vastgesteld
LDN03 H 03970 G 0000;30989;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313015;3;vastgesteld
GVH05 H 02081 G 0000;170720;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203710;5345;vastgesteld
GVH05 H 02578 G 0000;170984;4;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;203711;2876;vastgesteld
LDN03 G 03108 G 0000;29412;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312916;9;vastgesteld
LDN03 L 01005 G 0000;50333;7;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;285406;596;vastgesteld
GVH26 AI 09895 G 0000;82014;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;312942;113;vastgesteld
GVH38 AX 06989 G 0000;1211;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;312941;177;vastgesteld
GVH44 BE 05129 G 0000;16195;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103048;129;vastgesteld
GVH27 AK 03706 G 0000;86032;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;118515;150;vastgesteld
GVH05 H 02628 G 0000;171045;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203713;5707;vastgesteld
GVH05 H 02700 G 0000;171364;5;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203714;111;vastgesteld
GVH05 H 02707 G 0000;171370;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203715;37;vastgesteld
GVH06 I 00364 G 0000;171636;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203716;14;vastgesteld
GVH06 I 01300 G 0000;171737;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203717;27;vastgesteld
GVH06 I 02349 G 0000;171972;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203720;10;vastgesteld
GVH06 I 02536 G 0000;172010;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203721;730;vastgesteld
GVH19 AB 01583 G 0000;234504;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;296586;97;vastgesteld
GVH44 BE 06351 G 0000;942816;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;296581;1699;vastgesteld
GVH39 AY 02611 G 0000;4910;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2848;158;vastgesteld
GVH39 AY 02612 G 0000;4911;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2849;182;vastgesteld
GVH39 AY 02616 G 0000;4915;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2853;158;vastgesteld
GVH39 AY 02617 G 0000;4916;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2854;158;vastgesteld
GVH39 AY 02622 G 0000;4921;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2859;158;vastgesteld
GVH36 AV 00266 G 0000;144410;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;322602;129;vastgesteld
LDN03 M 02908 G 0000;51217;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;322649;115;vastgesteld
GVH31 AO 00970 G 0000;126718;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203513;199;vastgesteld
GVH26 AI 09636 G 0000;81455;8;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;322655;134;vastgesteld
GVH04 G 05000 G 0000;168975;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;322670;2240;vastgesteld
GVH26 AI 11416 G 0000;988715;20;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;322677;146;
LDN03 I 04886 G 0000;43173;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313042;284;vastgesteld
LDN03 I 05421 G 0000;43536;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313044;347;vastgesteld
GVH31 AO 01006 G 0000;126737;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203515;403;vastgesteld
GVH43 BD 02737 G 0000;9842;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;313071;1906;vastgesteld
GVH27 AK 06128 G 0000;87553;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;313070;246;vastgesteld
GVH43 BD 05162 G 0000;12342;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;313074;266;vastgesteld
GVH31 AO 01039 G 0000;126758;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203519;100;vastgesteld
GVH34 AS 01581 G 0000;132491;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203668;9314;vastgesteld
GVH11 P 07641 G 0000;192187;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;104472;2650;vastgesteld
GVH34 AS 01794 G 0000;136264;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203676;265;vastgesteld
GVH43 BD 03934 G 0000;11126;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;104876;261;vastgesteld
GVH27 AK 06008 G 0000;87473;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;108967;146;vastgesteld
GVH47 BH 03107 G 0000;22567;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102423;486;vastgesteld
LDN03 I 05896 G 0000;43892;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313089;253;vastgesteld
GVH29 AM 02509 G 0000;109027;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;156286;130;vastgesteld
GVH47 BH 03662 G 0000;991774;14;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;313087;21;
GVH30 AN 04612 G 0000;120678;4;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313088;5;vastgesteld
GVH03 F 02082 G 0000;168374;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;125069;970;vastgesteld
GVH15 W 03161 G 0000;217210;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132328;137;vastgesteld
GVH15 W 02981 G 0000;217068;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132304;152;vastgesteld
GVH48 BI 01946 G 0000;23221;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;124973;129;vastgesteld
GVH15 W 02966 G 0000;217062;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132301;124;vastgesteld
GVH15 W 02967 G 0000;217063;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132302;140;vastgesteld
GVH15 W 02970 G 0000;217064;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132303;169;vastgesteld
GVH15 W 02983 G 0000;217070;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132305;152;vastgesteld
GVH44 BE 06007 G 0000;17093;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;104384;530;vastgesteld
GVH48 BI 02778 G 0000;24096;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;174125;53;vastgesteld
GVH26 AI 05148 G 0000;71438;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133054;149;vastgesteld
GVH18 Z 01147 G 0000;231737;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;125182;167;vastgesteld
GVH26 AI 05163 G 0000;71453;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133055;133;vastgesteld
GVH39 AY 03071 G 0000;5652;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;3230;225;vastgesteld
GVH26 AI 05365 G 0000;71627;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133056;135;vastgesteld
GVH28 AL 04020 G 0000;99677;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;174129;27;vastgesteld
LDN03 H 04349 G 0000;31305;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313102;329;vastgesteld
GVH07 K 02025 G 0000;173019;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;190032;67;vastgesteld
GVH07 K 02196 G 0000;173038;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;190033;31;vastgesteld
GVH07 K 02198 G 0000;173040;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;190034;31;vastgesteld
GVH31 AO 01080 G 0000;126786;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203520;175;vastgesteld
GVH15 W 03255 G 0000;217282;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132339;64;vastgesteld
GVH27 AK 04872 G 0000;86763;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;174107;151;vastgesteld
GVH15 W 03278 G 0000;217305;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132342;289;vastgesteld
GVH15 W 03285 G 0000;217308;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132343;110;vastgesteld
GVH15 W 03309 G 0000;217361;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132344;162;vastgesteld
GVH15 W 03326 G 0000;217390;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132346;43;vastgesteld
GVH15 W 03377 G 0000;217485;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132347;129;vastgesteld
GVH15 W 03325 G 0000;217389;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132345;108;vastgesteld
GVH15 W 03464 G 0000;217673;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132348;111;vastgesteld
GVH14 V 05080 G 0000;209024;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;160933;22;vastgesteld
GVH46 BG 04109 G 0000;20841;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;160962;389;vastgesteld
GVH31 AO 01127 G 0000;126827;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203523;77;vastgesteld
GVH41 BB 01587 G 0000;8491;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;203217;5;vastgesteld
GVH04 G 01213 G 0000;168680;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203218;36;vastgesteld
GVH04 G 02930 G 0000;168708;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203219;21;vastgesteld
