Ministerie;Leverancier;9100 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9520 - BZK specifiek;9530 - DEF specifiek;9540 - EZ specifiek;9550 - Fin specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS specifiek;Eindtotaal
DEF;Harry's Stoffenmarkt;;;;;;;;;1;;;;;;;;1
DEF;Hartech Meet- & Testapparatuur B.V.;;;;;;;;;2;;;;;;;;2
DEF;Hartepad;;;;;;;;;1;;;;;;;;1
DEF;Harting-Bank B.V.;;;;;;;;;4;;;;;;;;4
DEF;Hateha B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hatz-Nederland B.V.;;;;;;;;;1;;;;;;;;1
DEF;Have Digitap B.V.;;;;;;;;;1;;;;;;;;1
DEF;HBM Machines B.V.;;;;;;;;;1;;;;;;;;1
DEF;Health Angels B.V.;;;;;;;;;1;;;;;;;;1
DEF;Health2Work B.V.;;;;;;;;;1;;;;;;;;1
DEF;Heerlijkheid Marienwaerdt;;;;;;;;;1;;;;;;;;1
DEF;Heidenhain Nederland B.V.;;;;;;;;;1;;;;;;;;1
DEF;Heijneman Medical B.V.;;;;;;;;;1;;;;;;;;1
DEF;Heijnen B.V.;;;;;;;;;3;;;;;;;;3
DEF;Heikoop Gereedschappen;;;;;;;;;1;;;;;;;;1
DEF;Hemimex B.V.;;;;;;;;;3;;;;;;;;3
DEF;Henkel Nederland B.V.;;;;;;;;;1;;;;;;;;1
DEF;Herzog Medical B.V.;;;;;;;;;2;;;;;;;;2
DEF;Het Boekenschap B.V.;;;;;;;;;1;;;;;;;;1
DEF;Het NIC B.V.;;;;;;;;;7;;;;;;;;7
DEF;Hettich Benelux B.V.;;;;;;;;;1;;;;;;;;1
DEF;HHF Consult;;;;;;;;;2;;;;;;;;2
DEF;Hiab Benelux B.V.;;;;;;;;;1;;;;;;;;1
DEF;HighCare;;;;;;;;;1;;;;;;;;1
DEF;Hiltex Technische Weefsels B.V.;;;;;;;;;2;;;;;;;;2
DEF;Hilti Nederland B.V.;;;;;;;;;2;;;;;;;;2
DEF;Hiltra Barneveld B.V.;;;;;;;;;2;;;;;;;;2
DEF;Historia Militum;;;;;;;;;2;;;;;;;;2
DEF;Hi-Tech Electronic Components B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hitma Instrumentatie B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hitma UltraPure B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hittech MPP B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hobrand B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hoco Parts;;;;;;;;;;;;;;;;;
DEF;Hoegen Fietsverhuur;;;;;;;;;1;;;;;;;;1
DEF;Hoffmann Quality Tools B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hogrefe Uitgevers B.V.;;;;;;;;;1;;;;;;;;1
DEF;Holland Marine Lifts B.V.;;;;;;;;;1;;;;;;;;1
DEF;Holland Mineraal B.V.;;;;;;;;;1;;;;;;;;1
DEF;Holland Optical Company B.V.;;;;;;;;;1;;;;;;;;1
DEF;Holland Safety B.V.;;;;;;;;;1;;;;;;;;1
DEF;Holland Technical;;;;;;;;;3;;;;;;;;3
DEF;Hollandlamp;;;;;;;;;1;;;;;;;;1
DEF;Hollandse Hoogte B.V.;;;;;;;;;1;;;;;;;;1
DEF;Holmatro Rescue Equipment;;;;;;;;;3;;;;;;;;3
DEF;Holvo Lettele B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hoogduin Papierrestauratoren;;;;;;;;;2;;;;;;;;2
DEF;Hooghiemstra Hardegarijp B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hostnet B.V.;;;;;;;;;1;;;;;;;;1
DEF;HPS Industrial B.V.;;;;;;;;;1;;;;;;;;1
DEF;HSK Interventie B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hug Engineering B.V.;;;;;;;;;;;;;;;;;
DEF;Hugen Brandbeveiliging en Adviesbureau B.V.;;;;;;;;;5;;;;;;;;5
DEF;Hugen Maintenance for Aircraft B.V.;;;;;;;;;4;;;;;;;;4
DEF;Huijkman & Duyvestein Orth. Schoentechn. B.V.;;;;;;;;;1;;;;;;;;1
DEF;Huisman Mediap B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hulkenberg B.V.;;;;;;;;;1;;;;;;;;1
DEF;Humeca B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hunter;;;;;;;;;1;;;;;;;;1
DEF;Husqvarna Nederland B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hycom B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hydac B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hydrasun Instrumentation B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hygiënepapier.nl B.V.;;;;;;;;;1;;;;;;;;1
DEF;Hytorc Nederland B.V.;;;;;;;;;3;;;;;;;;3
DEF;I.C.S. (Industrial Cryogenic Services) B.V.;;;;;;;;;1;;;;;;;;1
DEF;Iconoco;;;;;;;;;2;;;;;;;;2
DEF;IFM Electronic B.V.;;;;;;;;;1;;;;;;;;1
DEF;I-FourC;;;;;;;;;2;;;;;;;;2
DEF;IJsvogel Retail B.V.;;;;;;;;;1;;;;;;;;1
DEF;Imhotep Medical Products B.V.;;;;;;;;;1;;;;;;;;1
DEF;iMove Medical B.V.;;;;;;;;;1;;;;;;;;1
DEF;Inbody Europe B.V.;;;;;;;;;2;;;;;;;;2
DEF;Incassobureau Plaggemars;;;;;;;;;1;;;;;;;;1
DEF;Indapp B.V.;;;;;;;;;1;;;;;;;;1
DEF;Indigo Midden-Nederland B.V.;;;;;;;;;1;;;;;;;;1
DEF;Indonesisch Restaurant Warung Adinda;;;;;;;;;1;;;;;;;;1
DEF;Indufil B.V.;;;;;;;;;1;;;;;;;;1
DEF;Infratel B.V.;;;;;;;;;1;;;;;;;;1
DEF;Ing.bur. en Techn. Hand.ondernem. Autron B.V.;;;;;;;;;4;;;;;;;;4
DEF;Ingressus B.V.;;;;;;;;;3;;;;;;;;3
DEF;Innovative Fire Fighting Solutions B.V.;;;;;;;;;3;;;;;;;;3
DEF;Innoventa B.V.;;;;;;;;;7;;;;;;;;7
DEF;Innovi B.V.;;;;;;;;;3;;;;;;;;3
DEF;InSpine Netherlands B.V.;;;;;;;;;1;;;;;;;;1
DEF;Instituut voor Veiligheid en Milieu B.V.;;;;;;;;;2;;;;;;;;2
DEF;Int. Handelsonderneming 'Explora' B.V.;;;;;;;;;2;;;;;;;;2
DEF;Integra NeuroSciences Holdings B.V.;;;;;;;;;1;;;;;;;;1
DEF;Intercédé B.V.;;;;;;;;;1;;;;;;;;1
DEF;Interflon Holland B.V.;;;;;;;;;1;;;;;;;;1
DEF;International Paint (Nederland) B.V.;;;;;;;;;;;;;;;;;
DEF;Intersafe Netherlands B.V.;;;;;;;;;2;;;;;;;;2
DEF;Interspiro B.V.;;;;;;;;;6;;;;;;;;6
DEF;Interster;;;;;;;;;1;;;;;;;;1
DEF;Intersurgical Benelux B.V.;;;;;;;;;1;;;;;;;;1
DEF;Ipar Industrial Partners B.V.;;;;;;;;;1;;;;;;;;1
DEF;IPO Medical B.V.;;;;;;;;;1;;;;;;;;1
DEF;i-psy PsyQ Brijder B.V.;;;;;;;;;1;;;;;;;;1
DEF;Iscar Nederland B.V.;;;;;;;;;1;;;;;;;;1
DEF;Istec International B.V.;;;;;;;;;2;;;;;;;;2
DEF;IT4Success B.V.;;;;;;;;;1;;;;;;;;1
DEF;Ita Vita;;;;;;;;;1;;;;;;;;1
DEF;itsme B.V.;;;;;;;;;7;;;;;;;;7
DEF;ITW Welding Products B.V.;;;;;;;;;1;;;;;;;;1
DEF;Jalema B.V.;;;;;;;;;1;;;;;;;;1
DEF;James Walker Benelux B.V.;;;;;;;;;1;;;;;;;;1
DEF;Janssen-Cilag B.V.;;;;;;;;;1;;;;;;;;1
DEF;Janssen-Fritsen B.V.;;;;;;;;;1;;;;;;;;1
DEF;JB Bedrijfskleding;;;;;;;;;2;;;;;;;;2
DEF;Jeveka B.V.;;;;;;;;;1;;;;;;;;1
DEF;Jobarco B.V.;;;;;;;;;1;;;;;;;;1
DEF;Joerns Healthcare B.V.;;;;;;;;;1;;;;;;;;1
DEF;Johnson & Johnson Medical B.V.;;;;;;;;;4;;;;;;;;4
DEF;Jongsma Containers B.V.;;;;;;;;;6;;;;;;;;6
DEF;Jörg Machines B.V.;;;;;;;;;2;;;;;;;;2
DEF;Jungheinrich Nederland B.V.;;;;;;;;;2;;;;;;;;2
DEF;K.M. A. Logistics and Textiles B.V.;;;;;;;;;1;;;;;;;;1
DEF;K2-Publisher B.V.;;;;;;;;;1;;;;;;;;1
DEF;Kabeldirect;;;;;;;;;1;;;;;;;;1
DEF;Kabel-Zaandam B.V.;;;;;;;;;1;;;;;;;;1
DEF;Kaeser Compressoren B.V.;;;;;;;;;1;;;;;;;;1
DEF;Kalmar Netherlands B.V.;;;;;;;;;2;;;;;;;;2
DEF;Kamera Express;;;;;;;;;1;;;;;;;;1
DEF;Karcher B.V.;;;;;;;;;2;;;;;;;;2
