Ministerie;Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
BZK;De Rijtuigenloods B.V.;2;;;;;;;;;2
BZK;De Roo Taxi B.V.;;;;;;;;;1;1
BZK;De Ruijter Strategie B.V.;;;;;;1;;;;1
BZK;De Schenker;;;;1;;;;;;1
BZK;De Smelt B.V.;;;;1;;;;;;1
BZK;De Spijker B.V.;1;;;;;;;;;1
BZK;De Streng;;;;1;;;;;;1
BZK;De Toekomstbus;;;;;;1;;;;1
BZK;De Tuinkamer;;;;;;1;;;;1
BZK;De Vlaggenproducent B.V.;;;;1;;;;;;1
BZK;De Vreugd Consultancy;;;;;;1;;;;1
BZK;De Watertuin Holding B.V.;;;;1;;;;;;1
BZK;De Wijkplaats B.V.;;;;;;1;;;;1
BZK;De Winkel van Sinkel B.V.;;;;1;;;1;;;1
BZK;De Witte Vosch B.V.;;;;;;1;;;;1
BZK;De Zus van Tante Til!;;;;1;;;;;;1
BZK;De Zwarte Vosch B.V.;;;;1;;;;;;1
BZK;Debatrix;;;;;;2;;;;2
BZK;DéBlé-Venlo;1;;;;;;;;;1
BZK;Decora;;;;1;;;;;;1
BZK;Defensiemusea Stichting;;;;;;2;;;;2
BZK;Dekkers & van Amersfoort B.V.;;;;1;;;;;;1
BZK;Dekxels B.V.;;;;1;;1;;;;1
BZK;Delftse Sportvereniging CONCORDIA;;;;1;;;;;;1
BZK;Deloitte Consulting B.V.;;;;;;1;;;;1
BZK;Delta 3;;;;1;;;;;;1
BZK;Delta Hotel B.V.;;;;;;;;;1;1
BZK;Delta International Promotioneel B.V.;;;;;;1;;;;1
BZK;Deltion College Stichting;;;;;;1;;;;1
BZK;Dendy B.V.;;;;1;;;;;;1
BZK;Denk Producties B.V.;;;;;;1;;;;1
BZK;Denkschets.nl;;;;;;1;;;;1
BZK;Detron Telecom Enterprise;;;;;;2;;;;2
BZK;Devoteam Nederland B.V.;;;;;;1;;;;1
BZK;DFG;;;;;;1;;;;1
BZK;DGB B.V.;;;;;;1;;;;1
BZK;Die Port van Cleve;;;;;;;;;1;1
BZK;Digiforce B.V.;;;;1;;;;;;1
BZK;Digital Action;;;;;;1;;;;1
BZK;Diner Thuis;;;;1;;1;;;;1
BZK;Dining56;1;;;;;;;;;1
BZK;Discountoffice.nl B.V.;;;;1;;;;;;1
BZK;Ditverzinjeniet.nl;;;;1;;;;;;1
BZK;d'n Hut;;;;1;;;;;;1
BZK;Docos Tafeltennis;;;;1;;;;;;1
BZK;Domino's Pizza Torenstraat;;;;;;;1;;;1
BZK;Domino's Pizza Voorburg;;;;1;;;;;;1
BZK;Domstad Evenementen B.V.;1;;;;;;;;;1
BZK;Donkergroen B.V.;1;;;;;;;;;1
BZK;Door de Wind Advies B.V.;;;;;;1;;;;1
BZK;Dopper;;;;1;;;;;;1
BZK;Dos Mundos;;;;;;;;;1;1
BZK;Dosha Ayurvedische Praktijk Bergstraat;;;;;;1;;;;1
BZK;Double Healix Educational Media B.V.;;;;;;1;;;;1
BZK;Double U Facility;;;;;;1;;;;1
BZK;DoubleTree by Hilton Hotel A'dam Centr. Stat.;;;;;;;;;1;1
BZK;Douwe Egberts Professional Netherlands B.V.;1;;;;;;;;;1
BZK;DownUnderBeach Events;;;;1;;;;;;1
BZK;Doxis;;;;;;1;;;;1
BZK;DPA Finance B.V.;;;;;;;;;1;1
BZK;DSP-Groep B.V.;;;;;;2;;;;2
BZK;Dudok Den Haag B.V.;1;;;1;;;;;;1
BZK;DuizendpootPercussie;;;;;;1;;;;1
BZK;Duodecima;;;;;;1;;;;1
BZK;Dusecon;;;;;;2;;;;2
BZK;Duthler Associates;;;;;;1;;;;1
BZK;DynaVision B.V.;;;;;;2;;;;2
BZK;Easy Ergonomics B.V.;;;1;;;;;;;1
BZK;Ebbinge & Company;;;;;;2;;;;2
BZK;Echte Bakker Keurhorst;1;;;;;;;;;1
BZK;E-Democracy B.V.;;;;;;1;;;;1
BZK;Eden Oranje Hotel B.V.;;;;;;;;;1;1
BZK;Edi van Gelder training en coaching;;;;;;2;;;;2
BZK;EDV Holding B.V.;;;;;;1;;;;1
BZK;EEN! B.V.;;;;1;;;;;;1
BZK;Eerst doen, dan denken;;;;;;1;;;;1
BZK;Eetcafé Lokaal Duinoord;;;;1;;;;;;1
BZK;EHM Hotel Breda B.V.;1;;;;;;;;;1
BZK;EHP Exploitatie Hotel De Veluwe B.V.;;;;;;;;;1;1
BZK;EHP Exploitatie Hotel De Wipselberg B.V.;;;;;;;;;1;1
BZK;Elektroraad Opleidingen B.V.;;;;;;1;;;;1
BZK;Element Catering;;;;1;;;;;;1
BZK;Elycio Talen B.V.;;;;;;1;;;;1
BZK;Encounter;;;;;;1;;;;1
BZK;Enneagram Nederland;;;;;;1;;;;1
BZK;ENTERTAINIT!;;;;;;1;;;;1
BZK;Entopic B.V.;;;;;;1;;;;1
BZK;EPC;;;;;;1;;;;1
BZK;Epiphany Mindfulness;;;;;;1;;;;1
BZK;EPI-USE B.V.;;;;;;1;;;;1
BZK;Equrion Services B.V.;;;;;;;;1;;1
BZK;Ergatis B.V.;;;1;;;1;;;;1
BZK;Ergonomie Opleidingen Nederland;;;;;;1;;;;1
BZK;Ermé;;;;;;1;;;;1
BZK;ESAA;;;;;;1;;;;1
BZK;Esri Nederland;;;;;;2;;;;2
BZK;ESSENZA;;;;;;1;;;;1
BZK;Eten & Zo Zoetermeer B.V.;1;;;1;;;;;;1
BZK;Eten en zo...;;;;1;;;;;;1
BZK;Etop;;;;;;1;;;;1
BZK;Etuconsult;;;;;;2;;;;2
BZK;Euroforum;;;;;;2;;;;2
BZK;European Language Centre B.V.;;;;;;1;;;;1
BZK;European Leadership Platform B.V.;;;;;;1;;;;1
BZK;European Management Development Centre;;;;;;2;;;;2
BZK;EURS B.V.;;;;;;1;;;;1
BZK;Evite Services B.V.;;;;;;3;;;;3
BZK;EVW Creations;;;;1;;;;;;1
BZK;eX:plain;;;;;;1;;;;1
BZK;Expereans Financiële Diensten B.V.;;;3;;;;;;;3
BZK;Explainit Company;;;;;;1;;;;1
BZK;Exploitatie Maatschappij De Nieuwe Poort B.V.;;;;;;2;;;;2
BZK;Exploitatie Maatschappij Komfort B.V.;1;;;;;;;;;1
BZK;Exploitatie Schimmelpenninckhuys B.V.;1;;;;;;;;1;1
BZK;Exploitatiemaatschappij Hotel Naarden B.V.;;;;;;;;;2;2
BZK;Exploitatiemij. Grand Hotel Karel V B.V.;1;;;;;1;;;;1
BZK;Expo Display Service;;;;1;;;;;;1
BZK;Fabius Opleidingen B.V.;;;;;;1;;;;1
BZK;Face Two B.V.;;;;;;3;;;;3
BZK;Facility Service;;;;;;;1;;;1
BZK;Family Naarden-Vesting Cafetaria Brasserie;1;;;;;;;;;1
BZK;FaMo;;;;;;1;;;;1
BZK;Fashion Hotel Amsterdam B.V.;;;;;;;;;2;2
BZK;Federatie NVB;;;;;;;;1;;1
BZK;Fepa Horeca B.V.;;;;1;;;;;;1
BZK;Festina Lente;;;;1;;;;;;1
BZK;Fine Fresh Food;;;;1;;;;;;1
BZK;Firebrand Training BeNeLux B.V.;;;;;;1;;;;1
BZK;Firma Hof der Muzen;;;;1;;;;;;1
BZK;Firma Quakernaat;;;;1;;;;;;1
BZK;Firoozi Food B.V.;;;;1;;;;;;1
BZK;First Choice Events;;;;1;;;;;;1
BZK;First Priority Music;;;;1;;;;;;1
BZK;First Service B.V.;1;;;;;;;;;1
BZK;Fish & Meat B.V.;;;;1;;;1;;;1
BZK;Fitland Groep B.V.;;;;;;;;;1;1
BZK;Fletcher Hotel Paleis Het Stadhouderlijk Hof;;;;;;;;;1;1
BZK;Fletcher Hotel Restaurant Apeldoorn;;;;;;;;;1;1
BZK;Fletcher Hotel-Restaurant De Zeegser Du;;;;;;;;;1;1
BZK;Fleurtiek Amsterdam B.V.;;;;1;;;;;;1
BZK;Flex Project Service;;;;;;2;;;;2
BZK;Flirt Incompany;;;;;;1;;;;1
BZK;FloraHolland;1;;;;;;;;;1
BZK;Flowers4u;;;;1;;;;;;1
BZK;Focus Conferences B.V.;;;;;;2;;;;2
BZK;Fontana Resort Bad Nieuweschans;;;;;;;;;1;1
BZK;Foodzie;;;;;;1;;;;1
BZK;For Conference B.V.;;;;;;1;;;;1
BZK;Fort Voordorp B.V.;;;;2;;;;;;2
BZK;Fortune Factory B.V.;;;;1;;;;;;1
BZK;Forzes;;;;;;1;;;;1
BZK;Frame B.V.;;;;;;1;;;;1
BZK;Franke Interim Management B.V.;;;;;;1;;;;1
BZK;Frankwatching;;;;;;1;;;;1
BZK;Freedom Scientific Benelux B.V.;;;1;;;;;;;1
BZK;FREZON;;;;1;;;;;;1
BZK;Friends of the Brands B.V.;;;;1;;;;;;1
BZK;Fruitful Office Nederland B.V.;;;;1;;;;;;1
BZK;Fujitsu Technology Solutions B.V.;;;;;;;;;1;1
BZK;Full House Casino's;;;;1;;;;;;1
BZK;Future Produkties;;;;1;;;;;;1
BZK;Gaertner Ergonomische Meubelen B.V.;;;1;;;;;;;1
BZK;Gajes in de Bajes;;;;1;;;;;;1
BZK;Gartner Nederland B.V.;;;;;;2;;;;2
BZK;Gasterij De Gelegenheid;;;;1;;;;;;1
BZK;Gastheeren Catering & Events;;;;;;1;;;;1
BZK;Gastvrijheid & Meer;;;;;;1;;;;1
BZK;Gattopardo;;;;;;1;;;;1
BZK;gefeliciTAART B.V.;;;;1;;;1;;;1
BZK;Gemaco B.V.;;;;1;;;;;;1
BZK;Geoplan Nederland B.V.;;;;;;1;;;;1
BZK;George Royal B.V.;;;;1;;;;;;1
BZK;Geschenkbezorgen.nl B.V.;1;;;1;;;;;;1
BZK;Geschenkbezorgen.nl BV;;;;1;;;;;;1
BZK;Get Events;;;;;;;1;;;1
BZK;GIOIA Consultancy;;;2;;;;;;;2
BZK;GITP;;;;;;2;;;;2
BZK;GITP Training & Opleiding B.V.;;;;;;2;;;;2
BZK;GL events World Forum Convention Center B.V.;;;;2;;;;;;2
BZK;Global Knowledge Network Netherlands B.V.;;;;;;1;;;;1
BZK;Global Project Performance;;;;;;1;;;;1
BZK;Golden Elephant;;;;1;;;;;;1
BZK;Golden Palace;;;;1;;;;;;1
BZK;Gommers Wijnimport;;;;1;;;;;;1
BZK;Gooische Catering;;;;1;;;;;;1
BZK;GradusGroep B.V.;;;;;1;1;;;;2
BZK;Grand Café Carras;1;;;;;;;;;1
BZK;Grand Café De Wildeman Eindhoven B.V.;1;;;;;;;;;1
BZK;Grand Cafe Lubeck;1;;;1;;;;;;1
BZK;Grand Kasteel Woerden;;;;;;1;;;;1
BZK;Grandcafé De Wens B.V.;;;;1;;;;;;1
BZK;Grandcafé restaurant Opium;1;;;;;;;;;1
BZK;Granny's Corner;1;;;1;;;;;;1
BZK;Greenbean;;;;1;;;;;;1
BZK;GreenHorse Holding B.V.;;;;;;1;;;;1
BZK;Grieks Specialiteitenrestaurant Athene Palace;;;;1;;;;;;1
BZK;Grieks Specialiteitenrestaurant Parthenon;;;;1;;;;;;1
BZK;Groenendijk Bedrijfskleding B.V.;1;;;;;;;;;1
BZK;Groeneveld Horeca B.V.;1;;;;;;;;;1
BZK;Groengrijs;;;;;;;;;1;1
BZK;Grontmij Nederland B.V.;;;;;;2;;;;2
BZK;Groote Sociëteit Haagsche Club-Plaats Royaal;;;;1;;;;;;1
BZK;GroupSupport.com B.V.;;;;;;1;;;;1
BZK;Gusto Mangia e Bevi;;;;1;;1;;;;1
BZK;Haagse Beek organisatieadvies B.V.;;;;;;1;;;;1
BZK;Habana Beach;;;;;;;1;;;1
BZK;Habilis;;;;;;2;;;;2
BZK;Habitat Solutions B.V.;;;;;;1;;;;1
BZK;Halmans&Bakker,opleiden en coachen met lef;;;;;;1;;;;1
BZK;Hamled;;;;;;1;;;;1
BZK;Hamminkpro;;;;;;1;;;;1
BZK;Hampshire Exploitatie I B.V.;;;;1;;1;;;1;1
BZK;Hampshire Exploitatie III B.V.;;;;;;;;;1;1
BZK;Hampshire Hotel Plaza Groningen;;;;;;;;;1;1
BZK;Handelsonderneming Maessen B.V.;;;;1;;;;;;1
BZK;Hartelijk Gefaciliteerd;;;;;;1;;;;1
BZK;HaskoningDHV Nederland B.V.;;;;;;2;;;;2
BZK;Hatchfund.nl;;;;;;1;;;;1
BZK;Havenbedrijf Rotterdam N.V.;;;;1;;;;;;1
BZK;Hay Group B.V.;;;;;;1;;;;1
BZK;HBO-I. Stichting;;;;;;1;;;;1
BZK;HCM Support;;;;;;1;;;;1
BZK;HD Support B.V.;;;2;;;;;;;2
BZK;HeadFirst B.V.;;;;;;5;;;;5
BZK;Health & Employebility, van Bennekom;;;3;;;;;;;3
BZK;Health Center Lansingerland Plus;;;;;;1;;;;1
BZK;Health2Work B.V.;;;1;;;1;;;;1
BZK;HEC B.V.;;;;;;4;;;;4
BZK;Heeren van Noortwyck;;;;1;;;;;1;1
BZK;Heijde v.d. B.V.;1;;;;;;;;;1
BZK;Helder Graveertechniek en Naamplaat-Ind. B.V.;;;;;;1;;;;1
BZK;Helder Werk B.V.;;;;;;1;;;;1
BZK;Helemaal Jij;;;;;;1;;;;1
BZK;HELIVIEW CONFERENCES EN TRAINING B.V.;;;;;;1;;;;1
BZK;Hemelaar-van Campenhout;;;;;;;;1;;1
BZK;Hennekes Preventie en Reïntegratie;;;1;;;;;;;1
BZK;Hesbak 2 B.V.;;;;1;;;;;;1
BZK;Het Effectieve Werken B.V.;;;;;;1;;;;1
BZK;Het Heden;;;;1;;;;;;1
BZK;Het Kasteel;;;;;;1;;;;1
BZK;HET KLOOSTER;;;;;;;;;1;1
BZK;Het Kookplein;1;;;1;;;;;;1
BZK;Het NIC B.V.;;;;;;2;;;;2
BZK;Het Nieuws van Apeldoorn;;;;1;;;;;;1
BZK;Het Nutshuis;;;;1;;;;;;1
BZK;Het Ontwikkelaarsgilde OT&C B.V.;;;;;;1;;;;1
BZK;het ooievaarsnest;1;;;;;;;;;1
BZK;Het Pleidooi;;;;1;;;;;;1
BZK;Het Tiende Huis;;;;;;2;;;;2
BZK;Hiemstra & De Vries B.V.;;;;;;1;;;;1
BZK;High Five Health Promotion B.V.;;;3;;;;;;;3
BZK;HIOMA Herrera Interim Office Managem. & Adv.;;;;;;1;;;;1
BZK;Hippefruitmand.nl;;;;1;;;;;;1
BZK;Hipsch;;;;;;1;;;;1
BZK;Hoezee B.V.;;;;;;1;;;;1
BZK;Hoezo Proj.manag. & Congresorganisatie B.V.;;;;;;1;;;;1
BZK;Hof van Wageningen;;;;;;;;;1;1
BZK;Hofje van Pauw;;;1;;;;;;;1
BZK;Hofje van Pauw: praktijk voor haptonomie;;;;;;1;;;;1
BZK;Hofstad Events B.V.;;;;2;;;;;;2
BZK;Hofstad Tours B.V.;;;;1;;;;;;1
BZK;Hogenkamp Klompen en Souvenirs B.V.;;;;1;;;;;;1
BZK;Hogeschool Utrecht;;;;;;1;;;;1
BZK;Hogeschool van Amsterdam;;;;;;1;;;;1
BZK;Hogeschool voor Recruitment;;;;;;1;;;;1
BZK;Hogeschool voor Toegepaste Filosofie (HTF);;;;;;1;;;;1
BZK;Holding Beheermaatschappij Ropeni B.V.;1;;;2;;1;;;;2
BZK;Holiday Inn Leiden;;;;;;;;;2;2
BZK;Holle Bolle Gijs;1;;;1;;;;;;1
BZK;Hollegien Training en Advies;;;;;;1;;;;1
BZK;Horeca IJsseldelta Stadion B.V.;;;;;;2;;;;2
BZK;Horecabedrijf De Witte Raaf B.V.;;;;1;;;;;;1
BZK;Horecabedrijf De Woerd;;;;1;;;;;;1
BZK;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;1;;;;;;;;1;1
BZK;Hotel 96 B.V.;;;;;;;;;1;1
BZK;Hotel aan de Dam;;;;;;;;;1;1
BZK;Hotel Café Restaurant 'De Watergeus';1;;;;;;;;;1
BZK;Hotel Contact B.V.;;;;;;;;;1;1
BZK;Hotel de Bosrand;;;;;;1;;;;1
BZK;Hotel de Doelen;;;;;;;;;1;1
BZK;Hotel Den Helder;;;;1;;;;;;1
BZK;Hotel Des Indes B.V.;1;;;;;;;;;1
BZK;Hotel Drachten B.V.;;;;;;;;;1;1
BZK;Hotel Fidder;;;;;;;;;1;1
BZK;Hotel 'Het Spinnewiel';;;;1;;;;;;1
BZK;Hotel Het Wapen van Delden B.V.;;;;;;;;;1;1
BZK;Hotel Molendal;;;;;;;;;1;1
BZK;Hotel New York B.V.;;;;;;1;;;;1
BZK;Hotel Park Handelskade B.V.;;;;;;;;;1;1
BZK;Hotel Restaurant Victoria;;;;;;;;;1;1
BZK;Hotel Rotterdam-Blijdorp B.V.;;;;;;;;;1;1
BZK;Hotel Royal York Exploitatie B.V.;;;;;;;;;1;1
BZK;Hotel Spoorzicht & Spa B.V.;;;;;;;;;1;1
BZK;Hotel/Restaurant Corona;;;;;;1;;;;1
BZK;Hotel-Café-Restaurant De Witte Bergen;;;;;;1;;;;1
BZK;Hotel-Café-Restaurant Haarhuis;;;;;;;;;1;1
BZK;Hotellerie De Holtweijde;;;;;;;1;;;1
BZK;HotelRebel B.V.;;;;;;2;;;;2
BZK;Hotelschool The Hague;;;;;;1;;;;1
BZK;HR-ICT;;;;;;1;;;;1
BZK;HSK Groep;;;;1;;;;;;1
BZK;HSK Interventie B.V.;;;2;;;;;;;2
BZK;HTM Specials;;;;1;;;;;;1
BZK;HTM Specials B.V.;;;;1;;;;;1;1
BZK;Hudson Danzig B.V.;;;;1;;;;;;1
BZK;Huis ten Haghe;1;;;;;;;;;1
BZK;Huis van Oorsprong;;;;1;;;;;;1
BZK;Huiswerk;;;;;;1;;;;1
BZK;Huize Molenaar B.V.;;;;;;1;;;;1
BZK;HumanCapitalCare B.V.;;;3;;;;;;;3
BZK;HumanDimensions Training & Development;;;;;;1;;;;1
BZK;Humphrey's Arnhem B.V.;1;;;;;;;;;1
BZK;Huszár;;;;1;;;;;;1
BZK;HVR Show Equipment B.V.;;;;;;3;;;;3
BZK;iBabs B.V.;;;;;;1;;;;1
BZK;IBG Advies;1;;;;;;;;;1
BZK;IBIS Den Haag Scheveningen;;;;;;;;;1;1
BZK;Ibis Utrecht;;;;;;;;;1;1
BZK;Ibiza Tilburg;;;;1;;;;;;1
BZK;ICM administratie B.V;;;;;;1;;;;1
BZK;ICM Holding B.V.;;;;;;2;;;;2
BZK;ICM Opleidingen & Trainingen B.V.;;;;;;2;;;;2
BZK;Ictivity;;;;;;1;;;;1
BZK;Id Network Nederland;;;;;;1;;;;1
BZK;Idefix Advies;;;;;;2;;;;2
BZK;Ifmec;;;;;;1;;;;1
BZK;Igluu Den Haag;;;;;;1;;;;1
BZK;Igo-Post B.V.;;;;1;;;;;;1
BZK;Igor Design B.V.;;;;1;;;;;;1
BZK;IJKX;;;;;;1;;;;1
BZK;IJmond Tours;;;;1;;;;;;1
BZK;Ikos Consult;;;;;;2;;;;2
BZK;Imago B.V.;;;;;;2;;;;2
BZK;Imago Su Misura;;;;;;1;;;;1
BZK;IMK-BPO Medezeggenschap B.V.;;;;;;1;;;;1
BZK;IMPULS Inzicht & Inspiratie;;;;;;1;;;;1
BZK;Impulsus Personal Quality & Results;;;;;;2;;;;2
BZK;In Den Stallen V.O.F.;;;;1;;;;;1;1
BZK;In Touch Women Resource Management B.V.;;;;;;1;;;;1
BZK;In2Content B.V.;;;;1;;;;;;1
BZK;Indisch Restaurant Garoeda;;;;1;;;;;;1
BZK;Indonesisch Restaurant Poentjak;;;;1;;;;;;1
BZK;Indonesisch Restaurant Soeboer;;;;1;;;;;;1
BZK;Industrieel Toerisme B.V.;;;;1;;;;;;1
BZK;Infopact Netwerkdiensten B.V.;;;;;;1;;;;1
BZK;Information Security Academy B.V.;;;;;;3;;;;3
BZK;ING Bank N.V.;;;;;;1;;;;1
BZK;INK;;;;;;1;;;;1
BZK;Inner Dynamics Holding B.V.;;;;;;1;;;;1
BZK;Innerself;;;;;;1;;;;1
BZK;InnoTony Management B.V.;;;;;;1;;;;1
BZK;Innova;;;;;;2;;;;2
BZK;InnoValor B.V.;;;;;;1;;;;1
BZK;Innovation Booster B.V.;;;;;;2;;;;2
BZK;Innovero Software Solutions B.V.;1;;;;;1;;;;1
BZK;InsightsWorld B.V.;;;;;;4;;;;4
BZK;Inspearit;;;;;;1;;;;1
BZK;Institute of Protocol The Hague B.V.;;;;;;1;;;;1
BZK;Instituut van Internal Auditors Nederland;;;;;;1;;;;1
BZK;Instituut voor Publieke Waarden B.V.;;;;;;1;;;;1
BZK;Instituut voor vastgoed en duurzaamheid B.V.;;;;;;1;;;;1
BZK;Instituut voor Veiligheid en Milieu B.V.;;;1;;;;;;;1
BZK;Instituut voor Wijsbegeerte B.V.;;;;;;2;;;;2
BZK;Int. Ass. for Organ. and Soc. Developm. B.V.;;;;;;1;;;;1
BZK;Interactive Acts;;;;;;1;;;;1
BZK;Interexcellent Holding B.V.;;;;;2;;;;;2
BZK;Interim Masters;;;;;;2;;;;2
BZK;Internet New Business Concepts B.V.;;;;;;1;;;;1
BZK;Investico E-Commerce;;;;1;;;;;;1
BZK;Invorm;;;;;;1;;;;1
BZK;INZICHT;;;;;;1;;;;1
BZK;Iona Des Indes B.V.;;;;1;;1;;;;1
BZK;IPMA Certificering B.V.;;;;;;1;;;;1
BZK;IPMA Zelfstudie;;;;;;1;;;;1
BZK;Iroko B.V.;;;;;;2;;;;2
BZK;ISBW;;;;;;1;;;;1
BZK;ISBW Opleiding & Training;;;;;;1;;;;1
BZK;Iscreen B.V.;1;;;;;;;;;1
BZK;Istana Indonesisch Restaurant;;;;1;;;;;;1
BZK;IT Management Group;;;;;;2;;;;2
BZK;IT-Staffing Nederland B.V.;;;;;;;;;1;1
BZK;Jaarbeurs B.V.;1;;;1;;2;;;1;2
BZK;Ja-maar® B.V.;;;;;;1;;;;1
BZK;Jamin Winkelbedrijf B.V.;;;;1;;;;;;1
BZK;Japans restaurant Sumo Den Haag B.V.;;;;1;;;;;;1
BZK;JeBesteZelfZijn;;;;;;1;;;;1
BZK;Jezoektietsleuks.nl;;;;;;1;;;;1
BZK;Jmt International;;;;;;1;;;;1
BZK;JoJotours B.V.;;;;;;;;;1;1
BZK;JonkersenKo;;;;;;1;;;;1
BZK;JR Horeca Company B.V.;;;;1;;;;;;1
BZK;JR's Cuisine;;;;1;;;;;;1
BZK;Juliana Bloemen;;;;1;;;;;;1
BZK;Jumble;;;;;;1;;;;1
BZK;Jumbo Supermarkten;;;;1;;;;;;1
BZK;Kaap Doorn B.V.;;;;;;1;;;;1
BZK;Kade23;;;;;;2;;;;2
BZK;Kafkabrigade B.V.;;;;;;1;;;;1
BZK;Kalteren Advies;;;4;;;;;;;4
BZK;Kartbaan Duiven B.V.;;;;1;;;;;;1
BZK;Kassing Tours;;;;1;;;;;;1
BZK;Kasteel Engelenburg B.V.;;;;;;;1;;;1
BZK;Kasteel Oud-Poelgeest B.V.;;;;;;1;;;;1
BZK;Keek Training & Advies;;;;;;2;;;;2
BZK;Keijser B.V.;1;;;;;;;;;1
BZK;Keizer Culinair;;;;;;1;;;;1
BZK;Kessels & Smit Leertrajecten B.V.;;;;;;1;;;;1
BZK;Kessels & Smit Something B.V.;;;;;;4;;;;4
BZK;Kessels & Smit, the Learning Company B.V.;;;;;;1;;;;1
BZK;KIT Intercultural Professionals;;;;;;2;;;;2
BZK;Kite-Extreme;;;;1;;;;;;1
BZK;Kiwa Training B.V.;;;;;;2;;;;2
BZK;Kjenning Opleidingen;;;;;;2;;;;2
BZK;KLM;;;;;;;;;1;1
BZK;Kloosterhof Neer B.V.;;;;;;1;;;;1
BZK;Kloosterhof Neer Beheer B.V.;;;;;;1;;;;1
BZK;Kloosterhotel ZIN B.V.;;;;;;1;;;;1
BZK;Kluwer Opleidingen;;;;;;1;;;;1
BZK;Kniest Financieel Forensisch Onderzoek;;;;;;1;;;;1
BZK;Knock on Entertainment B.V.;1;;;;;;;;;1
BZK;Knus;;;;1;;;;;;1
BZK;Koetsenruijter Conflictmanagement en Bemid.;;;;;;3;;;;3
BZK;Kok Party-Catering Service;1;;;;;;;;;1
BZK;Koken-op-maat;;;;1;;;;;;1
BZK;Kolibrie Organisatie advies;;;;;;1;;;;1
BZK;Koninklijk Instituut van Ingenieurs;2;;;;;1;;;;2
BZK;Koninklijke Academie van Beeldende Kunsten;1;;;;;;;;;1
BZK;Kook en Proefstudio Den Haag;;;;1;;;;;;1
BZK;Kookstudio Improvisaties;;;;1;;;;;;1
BZK;Kookstudio Udo V.O.F.;1;;;;;;;;;1
BZK;Kookworkshop.com;;;;1;;;;;;1
BZK;Korte Poten 1-3 B.V.;1;;;1;;;;;;1
BZK;KPE Holding B.V.;;;;;;1;;;;1
BZK;KPN Corporate Market;;;;;;1;;;;1
BZK;Kramenverhuur Van Zessen;;;;1;;;;;;1
BZK;krav maga den haag;;;;;;1;;;;1
BZK;Kruimels;1;;;;;;;;;1
BZK;Kruisherenhotel Maastricht;;;;;;;;;1;1
BZK;KSG B.V.;;;;;;1;;;;1
BZK;Kuijpers t.h.o.d.n. Run2Day Den Haag;;;1;1;;;;;;1
BZK;Kulturhus;;;;;;1;;;;1
BZK;La Galleria;;;;1;;;;;;1
BZK;La Galleria Plein DM B.V.;;;;1;;;;;;1
BZK;La Meridiana;;;;1;;;;;;1
BZK;La Place;;;;;;1;;;;1
BZK;La Red B.V.;;;;;2;1;;;;2
BZK;Lagant Management Consultants B.V.;;;;;;1;;;;1
BZK;Lagerweij & Partner Consultants B.V.;;;;;1;2;;;;2
BZK;Lagerweij Beheer B.V.;;;;;2;;;;;2
BZK;Lammers Geluidservice;;;;1;;;;;;1
BZK;Landelijke Vereniging van Vertrouwenspersonen;;;;;;1;;;;1
BZK;Landgoed de Horst;1;;;;;2;;;1;2
BZK;Landgoed ISVW B.V.;;;;;;1;;;;1
BZK;Language Partners;;;;;;1;;;;1
BZK;Lautenschutz Keurslager;;;;1;;;;;;1
BZK;Le Connaisseur Den Haag B.V.;;;;1;;;;;;1
BZK;Le Strasbourg;;;;2;;2;;;;2
BZK;Leadingwise;;;;;;1;;;;1
BZK;Lean Consultancy Group;;;;;;1;;;;1
BZK;Lean Six Sigma College B.V.;;;;;;1;;;;1
BZK;Lean Six Sigma Partners B.V.;;;;;;2;;;;2
BZK;Learn it B.V.;;;;;;2;;;;2
BZK;Learning Vision;;;;;;1;;;;1
BZK;Lebkov;;;;;;1;;;;1
BZK;Lectric Trainingen B.V.;;;;;;1;;;;1
BZK;Lediberg Benelux B.V.;;;;1;;;;;;1
BZK;Leeuwendaal Advies B.V.;;;;;;3;;;;3
BZK;Leeuwenhorst Congres Center B.V.;;;;;;1;;;;1
BZK;Leiders In Duurzame Ontwikkeling;;;;;;1;;;;1
BZK;Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
BZK;Les Ombrelles;;;;;;1;;;;1
BZK;Letterop;;;;;;;;;1;1
BZK;Levendig Uitgever B.V.;;;;1;;;;;;1
BZK;Libereaux B.V.;;;;;2;;;;;2
BZK;Lichttonen;;;;;;2;;;1;2
BZK;LifeGuard Academy B.V.;;;;;;1;;;;1
BZK;Lifeguard Health Services;;;;;;2;;;;2
BZK;Like2 Organize;;;;1;;;;;;1
BZK;Lionfish B.V.;;;;;;1;;;;1
BZK;Little V;1;;;;;;;;;1
BZK;Little V Rotterdam;;;;1;;;;;;1
BZK;Local Experts Amsterdam;1;;;;;;;;;1
