OBJECTID,GEOCODE,SUBCODE,GEOSUBCODE,GEOCODE_NR,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_TOT,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT_T,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,Shape__Length
358,074,,074__,74,Heerhugowaard - Alkmaar,35.6,41.3,"35,600","41,300",5707.10113428,Hdr-Zd,Den Helder - Zaandam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5707.10113428963
359,468,c,468_c,468,Rotterdam Eemhaven,110.1,110.4,"110,100","110,400",289.85338865,Rol-Rhpw,Rondolaan - Rotterdam Heijplaatweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,289.853388650859
360,852,c,852_c,852,Axel Axelse Vlakte,200,201.615,"200,000","201,615",1614.99917616,Axia-Axah,Axel Industrie Aansluiting - Axel Autrichehaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1614.99917616508
361,541,a,541_a,541,Weesp Aansl.,0.022,2.4,"0,022","2,400",2370.88522211,Wp-Llso,Weesp - Lelystad Opstel. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2370.88522211966
362,801,r,801_r,801,Moerdijk Industrieterrein,950,950.727,"950,000","950,727",726.78564778,Vlw-Cihn,Vlasweg - Centrale Insteekhaven Noord ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,726.785647787029
363,152,a,152_a,152,Kijfhoek - Meteren Aansl.,0,20.769,"0,000","20,769",20775.69692748,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,20775.6969274898
364,801,a,801_a,801,Moerdijk Industrieterrein,0.4,12.591,"0,400","12,591",12174.94691168,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,12174.946911681
365,552,a,552_a,552,Groningen Losplaats,73.8,74,"73,800","74,000",200.64348011,Mp-Gn,Meppel - Groningen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.643480116265
366,801,p,801_p,801,Moerdijk Industrieterrein,900,906.505,"900,000","906,505",6511.11366041,Mdk-Chwg,Moerdijk (Racc) - Chemieweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6511.11366041832
367,078,,078__,78,Uitgeest - Zaandam,58.4,69.6,"58,400","69,600",11213.07780912,Hdr-Zd,Den Helder - Zaandam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,11213.0778091208
368,618,a,618_a,618,Eindhoven,1.7,2,"1,700","2,000",300.68030419,Ehv-Wt,Eindhoven - Weert ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300.680304194532
369,513,c,513_c,513,Geldermalsen,46.1,46.3,"46,100","46,300",200.51921758,Gdm-Ddr,Geldermalsen - Dordrecht ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.519217588536
370,924,a,924_a,924,Kijfhoek,33.2,37.4,"33,200","37,400",4221.17652955,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4221.17652955142
371,541,b,541_b,541,Weesp Aansl.,13.6,16.4,"13,600","16,400",2779.74398843,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2779.74398843372
372,653,a,653_a,653,Zuidbroek,101.8,103,"101,800","103,000",1211.75790932,Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1211.75790932156
373,540,d,540_d,540,Rotterdam Westelijke Splitsing,80.8,82.5,"80,800","82,500",1655.4502171,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1655.45021710892
374,512,c,512_c,512,Ressen = Bemmel,189.9,190.455,"189,900","190,455",554.01787037,Brvalo-Ebtwa,Betuweroute Valburg Oost - Elst Betuweroute Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,554.017870378894
375,775,,775__,775,Nieuweschans Grens - Weener (D),7.143,17.491,"7,143","17,491",10347.95961175,Nscg-Wr,Nieuweschans Grens - Weener (D) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10347.9596117516
376,538,,538__,538,Rotterdam Kleiweg,51.9,52.6,"51,900","52,600",700.91189595,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,700.911895959256
377,152,b,152_b,152,Kijfhoek - Meteren Aansl.,21,46.5,"21,000","46,500",25622.98905612,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,25622.98905613
378,801,i,801_i,801,Moerdijk Industrieterrein,725,725.65,"725,000","725,650",653.00775656,Zdlrw-Zhw,Zuidelijke Randweg - Zeehavenweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,653.007756560993
379,756,,756__,756,Beugen,34.7,36.4,"34,700","36,400",1701.11708365,Ah-Vl,Arnhem - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1701.11708365126
380,817,i,817_i,817,Vlissingen Sloehaven,400,403.13,"400,000","403,130",3128.56260409,Frkws-Bww,Frankrijkweg Sloegebied - Belgiëweg West ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3128.56260409178
381,817,e,817_e,817,Vlissingen Sloehaven,200.1,206.945,"200,100","206,945",6854.50097621,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6854.50097621486
382,614,c,614_c,614,s Hertogenbosch,46.7,48.7,"46,700","48,700",2002.75378002,Ut-Btl,Utrecht Centraal - Boxtel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2002.7537800237
383,437,b,437_b,437,Arnhem Goederenstation - Velperbroek Aansl.,100,100.3,"100,000","100,300",297.18296908,Ahg-Ahi,Arnhem Goederenstation - Arnhem Industrie ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,297.182969083688
384,548,,548__,548,Waterhuizen Aansl.,86.1,87,"86,100","87,000",901.37045126,Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,901.370451263839
385,405,,405__,405,Hengelo - Hengelo Zoutindustrie,0.08,2.36,"0,080","2,360",2282.45306314,Hgl-Hglz,Hengelo - Hengelo Zoutindustrie ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2282.45306314121
386,216,,216__,216,Heerhugowaard - Hoorn,7.4,22.5,"7,400","22,500",15113.48265837,Hwd-Hn,Heerhugowaard - Hoorn ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,15113.4826583788
387,033,,033__,33,Dieren - Zutphen,15,26.4,"15,000","26,400",11457.76749533,Ah-Zl,Arnhem - Zwolle ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,11457.7674953304
388,559,,559__,559,Warmond,41.2,42.8,"41,200","42,800",1603.55358233,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1603.55358233596
389,626,b,626_b,626,Hoorn,22.5,22.6,"22,500","22,600",100.68763241,Hwd-Hn,Heerhugowaard - Hoorn ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.68763241973
390,513,b,513_b,513,Geldermalsen,43.9,44.2,"43,900","44,200",300.81712014,Est-Gdm,Elst - Geldermalsen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300.817120145782
391,534,a,534_a,534,Leiden Centraal,31.5,31.8,"31,500","31,800",300.40401966,Wd-Ledn,Woerden - Leiden Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300.404019662617
392,047,,047__,47,s Hertogenbosch - Nijmegen,23.6,64.5,"23,600","64,500",40922.32218077,Ht-Nm,s-Hertogenbosch - Nijmegen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,40922.3221807743
393,801,b,801_b,801,Moerdijk Industrieterrein,100,103.147,"100,000","103,147",3148.4147499,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3148.41474990395
394,787,,787__,787,Hazeldonk Grens - Noorderkempen (B),48.8,83.781,"48,800","83,781",34981.17408697,Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,34981.1740869701
395,780,,780__,780,Venlo Grens - Keulen (D),16.804,19.33,"16,804","19,330",2525.90151338,Kn-Vlgr,Kaldenkirchen (D) - Venlo Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2525.90151338367
396,130,c,130_c,130,Axel Aansl. - Terneuzen Aansl.,200,202,"200,000","202,000",1986.04312927,Axa-Sluo1,Axel Aansl. - Sluiskil Oost 1 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1986.04312927536
397,519,a,519_a,519,Roermond,45.6,47.8,"45,600","47,800",2196.04887033,Mt-Vl,Maastricht - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2196.0488703318
398,104,,104__,104,Leiden Centraal - Den Haag Mariahoeve,47,56.7,"47,000","56,700",9700.65899023,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9700.65899023195
399,801,h,801_h,801,Moerdijk Industrieterrein,700,700.7,"700,000","700,700",699.76761499,Zhw-Cih,Zeehavenweg - Centrale Insteekhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,699.767614994284
400,115,d,115_d,115,Schiedam Centrum - Vlaardingen Vulcaanhaven,501.204,505.2,"501,204","505,200",3995.83403466,Sdmga-Vdgvch,Schiedam Goederenoverdrachtspoor Aansluiting -  Vlaardingen Vulcaanhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3995.83403466804
401,131,,131__,131,Sas van Gent Grens - Terneuzen Aansl.,15.585,26.4,"15,585","26,400",10818.90146842,Fsz-Tnz,Zelzate (B) - Terneuzen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10818.9014684207
402,512,d,512_d,512,Ressen = Bemmel,289.9,290.515,"289,900","290,515",612.11927246,Brvalo-Rsa,Betuweroute Valburg Oost - Ressen Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,612.119272468327
403,124,a,124_a,124,Tilburg - Vught Aansl.,1.9,18.8,"1,900","18,800",16924.60695251,Tb-Vga,Tilburg - Vught Aansluiting ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16924.6069525115
404,512,a,512_a,512,Ressen = Bemmel,10.5,11.6,"10,500","11,600",1102.54933817,Ah-Vl,Arnhem - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1102.54933817227
405,851,d,851_d,851,Born Franciscushaven,130,131.32,"130,000","131,320",1322.19646501,Bon-Bonfh,Born-Born Franciscushaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1322.19646501917
406,951,,951__,951,Waalhaven Zuid aansl. Noord - Waalhaven Zuid,304.3,307.3,"304,300","307,300",2999.6003026,Whzan-Whz,"Rotterdam, Waalhaven Aansl. Noord - Rotterdam, Emplacement Waalhaven Zuid ",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2999.60030260702
407,922,,922__,922,Leidschendam Lijnwerkplaats,17.9,18.456,"17,900","18,456",560.1311723,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,560.131172304344
408,490,b,490_b,490,Amsterdam Houtrakpolder (gebied),4.5,9.9,"4,500","9,900",5455.6499994,Hmta-Law,Hemtunnel Aansl. - Latexweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5455.64999940157
409,161,,161__,161,Lelystad Industrieterrein - Hattemerbroek,3.195,44.2,"3,195","44,200",41011.16997131,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,41011.1699713123
410,125,,125__,125,Tilburg - Boxtel,24.2,38.4,"24,200","38,400",14214.88048655,Bd-Ehv,Breda - Eindhoven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,14214.880486551
411,128,,128__,128,Diemen Aansl. - Weesp Aansl.,9.8,13.6,"9,800","13,600",3824.30809013,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3824.30809013
412,514,b,514_b,514,Nijmegen,64.5,65.4,"64,500","65,400",903.04550296,Ht-Nm,s-Hertogenbosch - Nijmegen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,903.045502962264
413,837,,837__,837,Alphen a/d Rijn Industrieterrein Rijnhaven,300,301.208,"300,000","301,208",1207.65707221,Apn-Apnir,Alphen a/d Rijn - Alphen a/d Rijn Industrieterrein Rijnhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1207.65707221495
414,857,a,857_a,857,Almelo Gem. Stamlijn,0,2.737,"0,000","2,737",2773.0991183,Aml-Amlbp,Almelo - Almelo Racc. Bedrijvenpark N.W. Twente  ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2773.09911830716
415,064,,064__,64,Sittard - Heerlen,1,16.9,"1,000","16,900",15926.19243957,Std-Hz,Sittard - Herzogenrath (D) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,15926.1924395738
416,850,,850__,850,Roosendaal Borchwerf,100.2,101.5,"100,200","101,500",1273.07321478,Rsd-Rsdbw1,Roosendaal - Roosendaal Borchwerf 1 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1273.07321478865
417,789,,789__,789,Zelzate (B) - Sas van Gent Grens,14.372,15.585,"14,372","15,585",1212.99988765,Fsz-Tnz,Zelzate (B) - Terneuzen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1212.99988765442
418,103,,103__,103,Alphen a/d Rijn - Leiden Centraal,18,31.5,"18,000","31,500",13509.29316756,Wd-Ledn,Woerden - Leiden Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13509.2931675672
419,517,b,517_b,517,Venlo,68.6,69.95,"68,600","69,950",1354.5618374,Mt-Vl,Maastricht - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1354.56183740373
420,228,,228__,228,Lage Zwaluwe - s Hertogenbosch,1.1,12,"1,100","12,000",10900.67409792,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10900.6740979223
421,040,,040__,40,Leusden - Amersfoort,44.1,50.4,"44,100","50,400",6300.0808294,Lsd-Amf,Leusden - Amersfoort ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6300.08082940866
422,123,,123__,123,Breda - Tilburg,2.6,21.5,"2,600","21,500",18941.04303226,Bd-Ehv,Breda - Eindhoven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,18941.0430322662
423,038,,038__,38,Velperbroek Aansl. - Zevenaar,95.1,105,"95,100","105,000",9908.60107117,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9908.6010711788
424,158,,158__,158,Ressen = Bemmel - Zevenaar,91.5,104.1,"91,500","104,100",12588.76566608,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,12588.7656660835
425,485,b,485_b,485,Amsterdam Hemhaven (gebied),50,50.45,"50,000","50,450",450.05030778,Ahwusl-Ahwbzw,Usselincxhaven - Benzolweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,450.050307786291
426,485,e,485_e,485,Amsterdam Hemhaven (gebied),150,151.36,"150,000","151,360",1359.93402269,Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1359.93402269057
427,485,j,485_j,485,Amsterdam Hemhaven (gebied),375.1,375.67,"375,100","375,670",567.64383661,Chw-Chv,Coenhavenweg - Amsterdam Coenhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,567.643836617325
428,485,d,485_d,485,Amsterdam Hemhaven (gebied),100,101.4,"100,000","101,400",1400.29500162,Awhv-Chv,Amsterdam Westhaven (gebied) - Amsterdam Coenhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1400.29500162967
429,544,b,544_b,544,Breda,21.5,23.486,"21,500","23,486",1992.35645237,Rsd-Bd,Roosendaal - Breda ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1992.35645237624
430,032,,032__,32,Blauwkapel - Lunetten,14,16.67,"14,000","16,670",2666.74686735,Hvs-Utm,Hilversum - Utrecht Maliebaan ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2666.7468673569
431,510,a,510_a,510,Elst,1.3,1.8,"1,300","1,800",501.50552219,Est-Gdm,Elst - Geldermalsen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,501.505522196405
432,530,b,530_b,530,Den Dolder,11.1,13.3,"11,100","13,300",2200.87709401,Ut-Amf,Utrecht - Amersfoort ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2200.87709401459
433,005,,005__,5,Zuidbroek - Nieuweschans Grens,103,127.642,"103,000","127,642",24682.52625738,Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,24682.5262573862
434,805,b,805_b,805,Dordrecht Zeehaventerrein,600,600.7,"600,000","600,700",709.39142013,Ddrz-Ddrmg,Dordrecht Zeehaventerrein - Dordrecht Malle Gat ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,709.391420139297
435,587,c,587_c,587,Diemen,146.4,147.5,"146,400","147,500",1102.56168841,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1102.56168841008
436,534,b,534_b,534,Leiden Centraal,44.5,47,"44,500","47,000",2500.23972451,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2500.23972451442
437,550,,550__,550,Leeuwarden,24.6,27,"24,600","27,000",2404.46201673,Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2404.46201673257
438,468,f,468_f,468,Rotterdam Eemhaven,300,300.6,"300,000","300,600",632.93718268,Whz-Prmat,"Rotterdam, Emplacement Waalhaven Zuid - Prinses Margriet Terminal ",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,632.93718268375
439,007,,007__,7,Sauwerd - Winsum,0.4,5.1,"0,400","5,100",4702.96129068,Swd-Rd,Sauwerd - Roodeschool ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4702.96129068414
440,801,d,801_d,801,Moerdijk Industrieterrein,300,302.75,"300,000","302,750",2758.22721892,Mdk-Mdnw,Moerdijk (Racc.) - Industrie en Havenschap Moerdijk Middenweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2758.2272189287
441,121,c,121_c,121,Breda - Lage Zwaluwe,300,302.509,"300,000","302,509",2508.65809681,Zha-Hszha,Zevenbergschen Hoek Aansl. - HSL - Zevenbergschen Hoek Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2508.65809681046
442,114,a,114_a,114,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,52.6,54,"52,600","54,000",1395.76206838,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1395.76206838201
443,130,d,130_d,130,Axel Aansl. - Terneuzen Aansl.,300,301.4,"300,000","301,400",1398.99080527,Axa-Sluo2,Axel Aansl. - Sluiskil Oost 2 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1398.99080527097
444,088,,088__,88,Hilversum - Baarn,29.2,35,"29,200","35,000",5817.8028235,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5817.80282350802
445,107,,107__,107,Moordrecht Aansl. - Den Haag Binckhorst,0.8,23.4,"0,800","23,400",22624.2589917,Gd-Gvc,Gouda - Den Haag Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,22624.2589917092
446,525,b,525_b,525,Amsterdam Singelgracht Aansl.,77.7,79.8,"77,700","79,800",2127.42304602,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2127.42304602107
447,486,e,486_e,486,Amsterdam Westhaven (gebied),300,301.023,"300,000","301,023",1022.90394961,Awhv-Awhvm,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Maltaweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1022.90394961089
448,081,,081__,81,Zaandam - Amsterdam Singelgracht Aansl.,74.3,74.8,"74,300","74,800",499.57542899,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,499.575428997026
449,523,f,523_f,523,Amsterdam Sloterdijk,1.3,1.8,"1,300","1,800",498.69086556,Awhv-Ass,Amsterdam Westhaven (gebied) - Amsterdam Sloterdijk ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,498.690865561899
450,777,,777__,777,Oldenzaal Grens - Bad Bentheim (D),12.5,21.779,"12,500","21,779",9278.75352269,Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9278.75352269276
451,001,a,001_a,1,Harlingen Haven - Leeuwarden,0.4,24.6,"0,400","24,600",24252.87341371,Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,24252.8734137197
452,486,b,486_b,486,Amsterdam Westhaven (gebied),74.8,77.7,"74,800","77,700",2850.11424905,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2850.11424905597
453,478,a,478_a,478,Rotterdam Europoort 4,0,5.146,"0,000","5,146",5198.35731972,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5198.35731972635
454,475,b,475_b,475,Rotterdam Maasvlakte,100.3,102,"100,300","102,000",1697.9250727,Ecta-Ect,Rotterdam Waalhaven Racc. ECT Aansl. - Rotterdam Waalhaven Racc. ECT ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1697.92507270941
455,475,a,475_a,475,Rotterdam Maasvlakte,0,2.9,"0,000","2,900",2800.91554273,Mvt-Mvtm,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Missouriweg ",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2800.9155427334
456,479,b,479_b,479,Maasvlakte 2,500,502.7,"500,000","502,700",2700.0176697,Mvtah-Mvtahw,Maasvlakte Prinses Amaliahaven - Maasvlakte Prinses Amaliahaven west ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2700.01766970263
457,852,a,852_a,852,Axel Axelse Vlakte,156.435,160.742,"156,435","160,742",4298.55304599,Axa-Axi,Axel Aansl. - Axel Industrie ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4298.55304599646
458,127,a,127_a,127,Roosendaal - Vlissingen,0.7,74.35,"0,700","74,350",73731.46836671,Rsd-Vs,Roosendaal - Vlissingen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,73731.4683667147
459,019,,019__,19,Wierden - Almelo,34.2,37.2,"34,200","37,200",3001.50166066,Dv-Aml,Deventer - Almelo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3001.50166066938
460,818,a,818_a,818,Terneuzen Dow Chemical,100,110.68,"100,000","110,680",10693.82303432,Slua-Sludow,Sluiskil Aansl. - Sluiskil Racc. DOW CHEMICAL ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10693.8230343296
461,586,,586__,586,Amsterdam Centraal,79.8,81.7,"79,800","81,700",1896.9875951,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1896.98759510995
462,817,h,817_h,817,Vlissingen Sloehaven,310,310.85,"310,000","310,850",853.38053488,Frkw-Qh,Frankrijkweg - Quarleshaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,853.380534886822
463,012,,012__,12,Meppel - Assen,0.8,48.1,"0,800","48,100",47409.85340094,Mp-Gn,Meppel - Groningen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,47409.8534009429
464,042,,042__,42,Vork - Kesteren,2.9,21.5,"2,900","21,500",18616.60563517,Est-Gdm,Elst - Geldermalsen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,18616.6056351748
465,817,m,817_m,817,Vlissingen Sloehaven,800,800.65,"800,000","800,650",656.21781798,Sloe-Blvh,Sloehaven Emplacement - Bijleveldhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,656.217817989614
466,127,b,127_b,127,Roosendaal - Vlissingen,700,700.3,"700,000","700,300",298.8733883,Lwd-Sloe,Lewedorp - Sloehaven Emplacement ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,298.873388302389
467,557,b,557_b,557,Terneuzen Aansl.,63.4,63.5,"63,400","63,500",98.70463278,Axa-Tnzz,Axel Aansl. - Terneuzen Zuidzijde (Racc.)  ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,98.7046327837348
468,051,,051__,51,s Hertogenbosch - Vught Aansl.,48.7,50.9,"48,700","50,900",2208.53151968,Ut-Btl,Utrecht Centraal - Boxtel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2208.53151968696
469,059,,059__,59,Weert - Roermond,65.1,87.1,"65,100","87,100",22013.65570399,Bdl-Rm,Budel - Roermond ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,22013.6557039984
470,804,b,804_b,804,"Beverwijk Hoogovens, Van Gelder",200.6,202.259,"200,600","202,259",1661.8348721,Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1661.83487210655
471,924,b,924_b,924,Kijfhoek,524.831,525.735,"524,831","525,735",899.79233166,Kfhz-Brppd,Kijfhoek Zuid - Betuweroute Papendrecht ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,899.792331668735
472,056,,056__,56,Venlo Grens - Venlo,0,2,"0,000","2,000",1999.2761705,Vlgr-Vl,Venlo Grens - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1999.27617050736
473,614,a,614_a,614,s Hertogenbosch,23.5,23.6,"23,500","23,600",99.60101276,Ht-Nm,s-Hertogenbosch - Nijmegen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,99.6010127604458
474,839,b,839_b,839,Tilburg de Loven,200,200.2,"200,000","200,200",199.93424189,Tbio-Tbih,Tilburg de Loven - Tilburg Industriehaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,199.934241896678
