Ministerie;Leverancier;9100 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9500 - AZ specifiek;9510 - BZ specifiek;9520 - BZK specifiek;9530 - DEF specifiek;9540 - EZ specifiek;9550 - Fin specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS specifiek;Eindtotaal
BZK;De Roo B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;De Smelt B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Dé Vastgoedbeschermer B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;De Vlieg Techniek B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;De VriesVellenga Leenknegt Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;De Waard & Wagener Notariskantoor B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;De Waard Grondverzet B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;De Wijde Blik B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;De Zee Schilderwerken;;;;;;;;;;3;;;;;;;;;3
BZK;Debuco Advies B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Decos Software Engineering B.V.;;;;;;;;;;4;;;;;;;;;4
BZK;Deerns Nederland B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Dekker Notaris(sen) Rotterdam B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;DELA Natura- en levensverzekeringen N.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Deloitte Finacial Advisory Services;;;;;;;;;;2;;;;;;;;;2
BZK;Delta Plus Systems Nederland B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Demton B.V.;;;;;;;;;;4;;;;;;;;;4
BZK;Den Engelsen Milieudiensten;;;;;;;;;;1;;;;;;;;;1
BZK;Den Hartog Heuff Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Deutsche Rentenversicherung;;;;;;;;;;1;;;;;;;;;1
BZK;DGF Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Dgi Dak & Gevel Ingenieurs B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;DGMR Bouw B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;dh.architectuur B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Dialogic Innovatie & Interactie;;;;;;;;;;2;;;;;;;;;2
BZK;Dirkzwager N.V.;;;;;;;;;;1;;;;;;;;;1
BZK;DJEU Scheepvaart B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;DKC Service & Onderhoud B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;DLA Piper Nederland N.V.;;;;;;;;;;1;;;;;;;;;1
BZK;DOOK;;;;;;;;;;;1;;;;;;;;1
BZK;dormakaba Nederland B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;DPA Cauberg-Huygen B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;DPI;;;;;;;;;;2;;;;;;;;;2
BZK;Drent Techniek B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Drost Juten Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Dudink & Mossel Projectstoffering B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Dujardin Remmers Solutions;;;;;;;;;;;2;;;;;;;;2
BZK;Dura Vermeer Bouw Zuid B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Dura Vermeer Infra Regio Zuid Oost;;;;;;;;;;;4;;;;;;;;4
BZK;DuretTrip Notarissen N.V.;;;;;;;;;;1;;;;;;;;;1
BZK;DURO Ruimtelijke Ontwikkeling;;;;;;;;;;2;;;;;;;;;2
BZK;Dusseldorp Infra, Sloop en Mil.techn. B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Dutch Special Solutions B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;DuurzaamNL B.V.;;;;;;;;;;6;6;;;;;;;;7
BZK;DWA B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;Dynaf Caribbean;;;;;;;;;;;5;;;;;;;;5
BZK;Dynamic Design Floors;;;;;;;;;;;2;;;;;;;;2
BZK;Dynamis Taxaties Nederland B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;E.M.N.;;;;;;;;;;1;;;;;;;;;1
BZK;Eaton Industries (Netherlands) B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Ebbenhage fiscaal adviseurs;;;;;;;;;;1;;;;;;;;;1
BZK;Eco Assist;;;;;;;;;;;2;;;;;;;;2
BZK;Eco Reest B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Ecogroen B.V.;;;;;;;;;;1;4;;;;;;;;4
BZK;Ecologica B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Ecologisch Adviesbureau Viridis B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Econsultancy B.V.;;;;;;;;;;4;2;;;;;;;;4
BZK;Ecoresult B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Eekhoff C S Notariaat;;;;;;;;;;1;;;;;;;;;1
BZK;Eelerwoude B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Eijkelboom B.V.;;;;;;;;;;2;6;;;;;;;;6
BZK;Elan Notarissen Praktijkvennootschap B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Elektro Service Doetinchem B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Elektrotechniek Schuurmans B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Elinex Power Solutions B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Ellen Mouthaan Makelaardij o.g.;;;;;;;;;;1;;;;;;;;;1
BZK;Ellens & Lentze Notariaat en Mediation B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Elro Dakbedekking B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;Elsenga Installatietechniek B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Emmius Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Endenburg Elektrotechniek B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Eneco Services B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Enerdeco B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Engelen-Groen Uden B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Engelsman Hoveniers B.V.;;;;;;;;;;2;3;;;;;;;;3
BZK;ENGIE Services West B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;ENGIE Services Zuid B.V.;;;;;;;;;;;;;;;;;;;
BZK;Ennatuurlijk B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;ERESDE B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Erik Jansen Fotografie;;;;;;;;;;1;;;;;;;;;1
BZK;ERIKS Servicecenter Gelderland;;;;;;;;;;;1;;;;;;;;1
BZK;Eurofiber Holding B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Eurosafe Solutions B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;EV Consult B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Excalibur B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Explicit Solutions;;;;;;;;;;;1;;;;;;;;1
BZK;Exploitatiebedrijf Wierts B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Exploitatiemij. Oostelijk Zwembad B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Explosive Clearance Group B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Eyecatcher B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;F. Michielsen Beheer B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Fa. Van Effrink & Malestein;;;;;;;;;;;2;;;;;;;;2
BZK;FAAD Electrical;;;;;;;;;;;3;;;;;;;;3
BZK;Facilicom Solutions B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Fakton Energy B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Falco B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;FCX Systems INC;;;;;;;;;;;6;;;;;;;;6
BZK;Feddes/Olthof Landschapsarchitecten B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Feld Technische Dienst en Groen Onderhoud;;;;;;;;;;3;;;;;;;;;3
BZK;Feuerstein Holding B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Fewiro Wijchen B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Fibrecount B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Fieten & Roos B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;FIMBLE;;;;;;2;;;;;;;;;;;;;2
BZK;Fin2ition B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Fire Safety First B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Firejob B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Firma Schuurmans;;;;;;;;;;;2;;;;;;;;2
BZK;Flanderijn Invordering B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;FMF;;;;;;;;;;;1;;;;;;;;1
BZK;Fokkema Linssen;;;;;;;;;;1;;;;;;;;;1
BZK;Formatique;;;;;;;;;;;2;;;;;;;;2
BZK;Fotografie Hans Morren;;;;;;;;;;1;;;;;;;;;1
BZK;Fratersgoed B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Frensly J.E. Constancia Jefcon Airconditioning;;;;;;;;;;;1;;;;;;;;1
BZK;Fugro NL Land B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;G. Bras & Zoon B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;G. Hellinga B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;G.H. Kromhof Beheer B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Gaari General Contractor;;;;;;;;;;;1;;;;;;;;1
BZK;Galjema B.V. Technisch Adviesbureau;;;;;;;;;;2;;;;;;;;;2
BZK;Gannexion B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Garnet Bonaire B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Gebr. Dijkhoff B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Gebr. Griekspoor B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Gebr. van Kessel B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Gebr. Van Kessel Spec. Techn. en Prod. B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;General Security Services Bonaire N.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Generation Energy B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;GeO Architecten B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Geofox-Lexmond B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Geomaat B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Geonius Geodesie B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Geonius Geotechniek B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Geonius Milieu B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Geosonda B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Gerco Brandpreventie B.V.;;;;;;;;;;;9;;;;;;;;9
BZK;Gerco-Willems VGO;;;;;;;;;;;7;;;;;;;;7
BZK;Gerecht Incasso;;;;;;;;;;1;;;;;;;;;1
BZK;Gerritse Makelaardij B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Geurts Civiele Techniek;;;;;;;;;;;1;;;;;;;;1
BZK;GGN Mastering Credit N.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Giesbers Servicebouw B.V.;;;;;;;;;;5;6;;;;;;;;7
BZK;GKB Realisatie B.V.;;;;;;;;;;4;;;;;;;;;4
BZK;GMB Rioleringstechnieken B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;GMB Services B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Goedhart Bewind B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Gouwenberg vloeren.gordijnen.zonwering;;;;;;;;;;;2;;;;;;;;2
BZK;Gppc Fons Bergmans;;;;;;;;;;;2;;;;;;;;2
BZK;Graafmelding.nl B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Gradiënt natuurontwikkeling;;;;;;;;;;2;;;;;;;;;2
BZK;Graphorn Groen- en Infraprojekten B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;GrausBouw B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Grimbergen & Van Putten Elektrotechniek B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Groenendijk Microfilm- en Scanservice B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Groenewegen Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Grond- en Straatwerken Gebr. Brand;;;;;;;;;;;1;;;;;;;;1
BZK;Grondbank De Bree;;;;;;;;;;;3;;;;;;;;3
BZK;Grondboorbedrijf Haitjema B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;GrondRR;;;;;;;;;;;2;;;;;;;;2
BZK;Grondslag Milieukundig Adviesbureau;;;;;;;;;;1;3;;;;;;;;3
BZK;Gunters en Meuser B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;H.O.D. Nederland B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;H.O.D. Presentie B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Haarsma Infra & Milieu B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Habenu-van de Kreeke Bouw B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Hafkamp Installatietechniek B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Halvermuhlen Onr. Goed & Exploit. Mij.;;;;;;;;;;;5;;;;;;;;5
BZK;Hamer B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Handel Bouw Advies B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Handelsonderneming Bechtold;;;;;;;;;;;1;;;;;;;;1
BZK;Hans Jungerius;;;;;;;;;;;1;;;;;;;;1
BZK;Hanze Luchttechniek B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;HaskoningDHV Nederland B.V.;;;;;;;;;;1;6;;;;;;;;6
BZK;Hassell Enterprises N.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Haver Zonwering;;;;;;;;;;;2;;;;;;;;2
BZK;HB Adviesbureau regio Amsterdam;;;;;;;;;;2;;;;;;;;;2
BZK;HBK 2000 Besturingstechniek B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;HEBB;;;;;;;;;;;1;;;;;;;;1
BZK;Heemskerk & Feijen Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Heerkens van Bavel Bouw B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Hefas Branddetectie B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Hegeman Bouw & Infra B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Heijdra Milieu Services B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Heijmans Infra B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Heijmans Utiliteit;;;;;;;;;;;8;;;;;;;;8
BZK;Heijmans Wegen;;;;;;;;;;5;;;;;;;;;5
BZK;Heijmans Wegen B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Hekkelman Advocaten Holding B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Hekkelman Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Helders Klusbedrijf;;;;;;;;;;3;;;;;;;;;3
BZK;Hellema Notaris B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Heras B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Hereditatis Petitio B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Herruer Grond- Weg- en Waterbouw;;;;;;;;;;1;2;;;;;;;;2
BZK;Herruer Holding B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Hertek B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Het Notarieel;;;;;;;;;;1;;;;;;;;;1
BZK;Het Notarieel Meppel B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Het Notarieel Rijssen-Holten B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Het Stille Verzet;;;;;;;;;;;3;;;;;;;;3
BZK;Hexta Hekwerk B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Hilgen Netwerk Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Hoek Voorhout B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Hoekstra & Partners Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Hoekstra Verkeersmaterialen B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Hofsteenge & Wesseling Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Hoge van Gerven Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Holland Conditioning Parkeersystemen B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Hollandse Hoogte B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Hollema Bouw B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Holstein Restauratie Architectuur;;;;;;;;;;2;;;;;;;;;2
BZK;Holtman Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Homij Technische Installaties B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Honeywell Building Solutions;;;;;;;;;;;7;;;;;;;;7
BZK;Hoogesteijn & Potma Notariaat;;;;;;;;;;1;;;;;;;;;1
BZK;Hoogveld Geo;;;;;;;;;;;1;;;;;;;;1
BZK;Hoppenbrouwers Techniek;;;;;;;;;;;4;;;;;;;;4
BZK;Hotel De Essenburgh B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Hotel-Café-Restaurant Haarhuis;;;;;;;;;;;1;;;;;;;;1
BZK;Hoveniersbedrijf Hendrickx;;;;;;;;;;1;;;;;;;;;1
BZK;Hoving Taxaties B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;HR Groep Streetcare B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Huenges Wajer & Joosten Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Huijbregts Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Huizinga Services B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;HulstFlier Installateurs Elburg B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Hunneman Milieu-Advies Raalte B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;HV Advies en Opleidingen;;;;;;;;;;;1;;;;;;;;1
BZK;HVAC-Techniek;;;;;;;;;;;1;;;;;;;;1
BZK;HVB Constructie B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;HydroLogic B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Hydroscope B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;ICOP B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;IDDS;;;;;;;;;;;1;;;;;;;;1
BZK;IEO Transformatoren B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;If Technology B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;IHC Hytech B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;IJB Geotechniek B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;IJsseloevers Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;IJzerman Gerechtsdeurwaarders & Incasso;;;;;;;;;;1;;;;;;;;;1
BZK;IKA Nederland;;;;;;;;;;1;;;;;;;;;1
BZK;IMD Raadgevende Ingenieurs;;;;;;;;;;;2;;;;;;;;2
BZK;Immocert;;;;;;;;;;1;;;;;;;;;1
BZK;Inbo;;;;;;;;;;;2;;;;;;;;2
BZK;Inbraakpreventie 'M.I.B.' B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Inbraakpreventiebureau Lijten;;;;;;;;;;1;;;;;;;;;1
BZK;Incendio B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Industrial Design & Development Services Oost;;;;;;;;;;;2;;;;;;;;2
BZK;Industrial Solutions Zuid-Oost B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Infrabouw B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Infrasoil B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Ing.bur. Beton en Staalkonstr. A. Palte B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Ing.bur. en Techn. Hand.ondernem. Autron B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Ingenieursbureau Haboldt B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Ingenieursbureau Inpijn-Blokpoel Son B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Ingenieursbureau International N.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Ingenieursburo Kok;;;;;;;;;;3;;;;;;;;;3
BZK;Inpijn-Blokpoel Ingenieursbureau;;;;;;;;;;;2;;;;;;;;2
BZK;Inprevo;;;;;;;;;;;2;;;;;;;;2
BZK;Instacom Electrotech B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;Installatie Buro IBS Oele Schoo B.V.;;;;;;;;;;3;1;;;;;;;;4
BZK;Installatiebedrijf Hoogenboom Brielle B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Installatiebedrijf Peters Didam B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Installatietechniek Raalte Projecten B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Int. Verhuisbedr. Joh. van Buuren & Zn. B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Integrix B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;InterActie - Sportbedrijf Ermelo;;;;;;;;;;;1;;;;;;;;1
BZK;Intergarde Beveiligingstechniek B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Interplan Bouwsupport B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Interveste Beheer B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Int'l Airconditioning Supplies & Services;;;;;;;;;;;2;;;;;;;;2
BZK;Isocool N.V.;;;;;;;;;;;3;;;;;;;;3
BZK;ITN Installatietechniek B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Iv-Industrie B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;J. van Esch B.V.;;;;;;;;;;2;2;;;;;;;;2
BZK;J.E. van Reekum, restauratie metalen kunstv.;;;;;;;;;;;2;;;;;;;;2
BZK;Jac. Boiten B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Jacobse Hulsebosch & Doorduyn Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Jan Brouwer Architect;;;;;;;;;;;1;;;;;;;;1
BZK;Jansen Bartels Installatietechniek;;;;;;;;;;;1;;;;;;;;1
BZK;Jansma en Van Dijk B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Jongewaard Heemskerk NVM Makelaars;;;;;;;;;;1;;;;;;;;;1
BZK;Joulz Infradiensten B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Julisaemi;;;;;;;;;;1;;;;;;;;;1
BZK;Junior Construction;;;;;;;;;;;2;;;;;;;;2
BZK;Jurriëns Midden B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Jurriëns Noord;;;;;;;;;;2;;;;;;;;;2
BZK;JUST Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;K_Dekker bouw & infra B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Kalisvaart Technisch Beheer B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Kampschöer & Verroen Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Kantelingen B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;KCAP Partners;;;;;;;;;;4;;;;;;;;;4
BZK;Kennelbouw Exclusief V.O.F.;;;;;;;;;;;1;;;;;;;;1
BZK;Kerkhof & Kakkenberg Rentmeesters;;;;;;;;;;1;;;;;;;;;1
BZK;Kerkhof Technische Installaties Leersum B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Klein Poelhuis Emmeloord B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Klimaatservice Holland B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Klimwandspecialist;;;;;;;;;;;7;;;;;;;;7
BZK;Knol Bouwgroep B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Koenders & Partners;;;;;;;;;;1;;;;;;;;;1
BZK;Koenders & Partners advis. en procesman. B.V.;;;;;;;;;;1;4;;;;;;;;4
BZK;Koers Gouda;;;;;;;;;;5;;;;;;;;;5
BZK;Koers Groep B.V.;;;;;;;;;;5;;;;;;;;;5
BZK;Kolpa Architecten;;;;;;;;;;2;;;;;;;;;2
BZK;Kone Gevelliftinstallaties;;;;;;;;;;;1;;;;;;;;1
BZK;Koning & Hartman B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Konings Grondboorbedrijf B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Koninklijke Van Twist B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Konstruktiebedrijf Roodenburg;;;;;;;;;;;1;;;;;;;;1
BZK;Kooijman Autar Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Koolstra Advies;;;;;;;;;;;1;;;;;;;;1
BZK;Koopmans Bouw B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Koopmans Bouwgroep B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Korbee van der Kroft Architecten B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;KPN B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Kraaijvanger B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Kraan Van der Kolk Vastgoed B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Krachtwijken;;;;;;;;;;2;;;;;;;;;2
BZK;Kragten B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Kropman Installatietechniek;;;;;;;;;;1;2;;;;;;;;2
BZK;Kropman Installatietechniek B.V.;;;;;;;;;;4;;;;;;;;;4
BZK;Kruidenier Recreatie Bedr.makelaar/taxaties;;;;;;;;;;1;;;;;;;;;1
BZK;Kuijpers Installaties;;;;;;;;;;;3;;;;;;;;3
BZK;Kunstwacht B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;KWS Infra Rotterdam;;;;;;;;;;;7;;;;;;;;7
BZK;Laarberg Notarissen en Scheidingsbemiddelaars;;;;;;;;;;1;;;;;;;;;1
BZK;Laco Zwembad Hoogerheide;;;;;;;;;;;3;;;;;;;;3
BZK;Lammertink Bouwbedrijf B.V.;;;;;;;;;;2;6;;;;;;;;6
BZK;Landal Heideheuvel;;;;;;;;;;1;;;;;;;;;1
BZK;Landgoed Den Treek-Henschoten N.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Landman Notariaat Meppel B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;LANDSADVOCAAT DE;;;;;;;;;;;2;;;;;;;;2
BZK;Lara Voerman;;;;;;;;;;;2;;;;;;;;2
BZK;LAUDY Bouw & Ontwikkeling B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Laurax Notariaat B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;LCON B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Leemans Speciaalwerken B.V.;;;;;;;;;;5;4;;;;;;;;5
BZK;Leyten & v.d. Linde Rentmeest. en Makel. B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Liander N.V.;;;;;;;;;;1;4;;;;;;;;4
BZK;Liemers Wegenbouw B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Lievense Milieu B.V.;;;;;;;;;;3;4;;;;;;;;4
