FID,bladnr,se_anno_cad_data,gdb_geomattr_data,shape
dtb_kaartbladen.435,d02cz,,,"POLYGON ((190000 603250, 180000 603250, 180000 603750, 180000 610000, 193500 610000, 193500 606250, 190000 606250, 190000 603250))"
dtb_kaartbladen.436,d02gz,,,"POLYGON ((210000 600000, 200000 600000, 200000 606250, 210000 606250, 210000 600000))"
dtb_kaartbladen.437,d02hz,,,"POLYGON ((220000 600000, 210000 600000, 210000 606250, 220000 606250, 220000 600000))"
dtb_kaartbladen.438,d03dz,,,"POLYGON ((240000 600000, 230000 600000, 230000 606250, 240000 606250, 240000 600000))"
dtb_kaartbladen.439,d03hz,,,"POLYGON ((260000 600000, 250000 600000, 250000 606250, 260000 606250, 260000 600000))"
dtb_kaartbladen.440,d06an,,,"POLYGON ((190000 593750, 180000 593750, 180000 600000, 180000 601000, 190000 601000, 190000 600000, 190000 593750))"
dtb_kaartbladen.441,d05an,,,"POLYGON ((150000 593750, 139000 593750, 139000 600000, 140000 600000, 150000 600000, 150000 599000, 150000 593750))"
dtb_kaartbladen.442,d07fn,,,"POLYGON ((260000 593750, 250000 593750, 250000 600000, 260000 600000, 260000 594000, 260000 593750))"
dtb_kaartbladen.443,d08az,,,"POLYGON ((270000 587500, 260000 587500, 260000 593750, 260000 594500, 270000 594500, 270000 587500))"
dtb_kaartbladen.444,d07fz,,,"POLYGON ((260000 587500, 250000 587500, 250000 593750, 260000 593750, 260000 587500))"
dtb_kaartbladen.445,d04fz,,,"POLYGON ((139000 586000, 128000 586000, 128000 589000, 128000 592250, 139000 592250, 139000 586000))"
dtb_kaartbladen.446,d58an,,,"POLYGON ((190000 368750, 180000 368750, 180000 375000, 190000 375000, 190000 368750))"
dtb_kaartbladen.447,d58bn,,,"POLYGON ((200000 368750, 190000 368750, 190000 375000, 200000 375000, 200000 368750))"
dtb_kaartbladen.448,d58en,,,"POLYGON ((210000 368750, 200000 368750, 200000 375000, 210000 375000, 210000 368750))"
dtb_kaartbladen.449,d54ez,,,"POLYGON ((50000 362500, 40000 362500, 40000 368750, 50000 368750, 50000 362500))"
dtb_kaartbladen.450,d54fz,,,"POLYGON ((60000 362500, 50000 362500, 50000 368750, 60000 368750, 60000 362500))"
dtb_kaartbladen.451,d57fz,,,"POLYGON ((180000 362500, 170000 362500, 170000 368750, 180000 368750, 180000 362500))"
dtb_kaartbladen.452,d58az,,,"POLYGON ((190000 362500, 180000 362500, 180000 368750, 190000 368750, 190000 362500))"
dtb_kaartbladen.453,d58bz,,,"POLYGON ((200000 362500, 190000 362500, 190000 368750, 200000 368750, 200000 362500))"
dtb_kaartbladen.454,d58ez,,,"POLYGON ((210000 362500, 200000 362500, 200000 368750, 210000 368750, 210000 362500))"
dtb_kaartbladen.455,d54gn,,,"POLYGON ((50000 356250, 40000 356250, 40000 362500, 50000 362500, 50000 356250))"
dtb_kaartbladen.456,d57gn,,,"POLYGON ((170000 356250, 160000 356250, 160000 362500, 170000 362500, 170000 356250))"
dtb_kaartbladen.457,d57hn,,,"POLYGON ((180000 356250, 170000 356250, 170000 362500, 180000 362500, 180000 356250))"
dtb_kaartbladen.458,d58cn,,,"POLYGON ((190000 356250, 180000 356250, 180000 362500, 190000 362500, 190000 356250))"
dtb_kaartbladen.459,d58dn,,,"POLYGON ((200000 356250, 190000 356250, 190000 362500, 200000 362500, 200000 356250))"
dtb_kaartbladen.460,d58gn,,,"POLYGON ((210000 356250, 200000 356250, 200000 362500, 210000 362500, 210000 356250))"
dtb_kaartbladen.461,d58cz,,,"POLYGON ((190000 350000, 180000 350000, 180000 356250, 190000 356250, 190000 350000))"
dtb_kaartbladen.462,d58dz,,,"POLYGON ((200000 350000, 190000 350000, 190000 356250, 200000 356250, 200000 350000))"
dtb_kaartbladen.463,d58gz,,,"POLYGON ((210000 350000, 200000 350000, 200000 356250, 210000 356250, 211000 356250, 211000 350000, 210000 350000))"
dtb_kaartbladen.464,d60an,,,"POLYGON ((190000 343750, 180000 343750, 180000 350000, 190000 350000, 190000 343750))"
dtb_kaartbladen.465,d60bn,,,"POLYGON ((200000 343750, 190000 343750, 190000 350000, 200000 350000, 200000 343750))"
dtb_kaartbladen.466,d60az,,,"POLYGON ((180000 337500, 178000 337500, 178000 343750, 180000 343750, 190000 343750, 190000 337500, 180000 337500))"
dtb_kaartbladen.467,d59hn,,,"POLYGON ((180000 331250, 170000 331250, 170000 337500, 178000 337500, 180000 337500, 180000 331250))"
dtb_kaartbladen.468,d60cn,,,"POLYGON ((190000 331250, 180000 331250, 180000 337500, 190000 337500, 190000 331250))"
dtb_kaartbladen.469,d59hz,,,"POLYGON ((178000 325000, 170000 325000, 170000 331250, 180000 331250, 180000 325000, 178000 325000))"
dtb_kaartbladen.470,d60cz,,,"POLYGON ((190000 325000, 180000 325000, 180000 331250, 190000 331250, 190000 325000))"
dtb_kaartbladen.471,d60dz,,,"POLYGON ((200000 325000, 190000 325000, 190000 331250, 200000 331250, 200000 325000))"
dtb_kaartbladen.472,d61fn,,,"POLYGON ((180000 318750, 170000 318750, 170000 325000, 178000 325000, 180000 325000, 180000 318750))"
dtb_kaartbladen.473,d10cz,,,"POLYGON ((150000 550000, 140000 550000, 140000 556250, 150000 556250, 150000 550000))"
dtb_kaartbladen.474,d15cn,,,"POLYGON ((150000 531250, 140000 531250, 140000 537500, 150000 537500, 150000 531250))"
dtb_kaartbladen.475,d15gn,,,"POLYGON ((168000 531250, 160000 531250, 160000 537500, 169000 537500, 169000 531250, 168000 531250))"
dtb_kaartbladen.476,d31bz,,,"POLYGON ((120000 462500, 110000 462500, 110000 468750, 120000 468750, 120000 462500))"
dtb_kaartbladen.477,d30dn,,,"POLYGON ((80000 456250, 70000 456250, 70000 462500, 80000 462500, 80000 456250))"
dtb_kaartbladen.478,d31dn,,,"POLYGON ((120000 456250, 110000 456250, 110000 462500, 120000 462500, 120000 456250))"
dtb_kaartbladen.479,d32hn,,,"POLYGON ((180000 456250, 170000 456250, 170000 462500, 180000 462500, 180000 456250))"
dtb_kaartbladen.480,d33cn,,,"POLYGON ((190000 456250, 180000 456250, 180000 462500, 190000 462500, 190000 456250))"
dtb_kaartbladen.481,d34cn,,,"POLYGON ((230000 456250, 220000 456250, 220000 462500, 230000 462500, 230000 456250))"
dtb_kaartbladen.482,d34dn,,,"POLYGON ((240000 456250, 230000 456250, 230000 462500, 240000 462500, 240000 456250))"
dtb_kaartbladen.483,d34hn,,,"POLYGON ((260000 456250, 250000 456250, 250000 462500, 260000 462500, 260000 456250))"
dtb_kaartbladen.484,d30dz,,,"POLYGON ((80000 450000, 70000 450000, 70000 456250, 80000 456250, 80000 450000))"
dtb_kaartbladen.485,d33cz,,,"POLYGON ((190000 450000, 180000 450000, 180000 456250, 190000 456250, 190000 450000))"
dtb_kaartbladen.486,d34cz,,,"POLYGON ((230000 450000, 220000 450000, 220000 456250, 230000 456250, 230000 450000))"
dtb_kaartbladen.487,d40fn,,,"POLYGON ((220000 443750, 210000 443750, 210000 450000, 220000 450000, 220000 443750))"
dtb_kaartbladen.488,d41an,,,"POLYGON ((230000 443750, 220000 443750, 220000 450000, 230000 450000, 230000 443750))"
dtb_kaartbladen.489,d41en,,,"POLYGON ((250000 443750, 240000 443750, 240000 450000, 250000 450000, 250000 443750))"
dtb_kaartbladen.490,d41fn,,,"POLYGON ((256000 443750, 250000 443750, 250000 450000, 260000 450000, 260000 443750, 256000 443750))"
dtb_kaartbladen.491,d41ez,,,"POLYGON ((250000 437500, 240000 437500, 240000 443750, 250000 443750, 250000 437500))"
dtb_kaartbladen.492,d41fz,,,"POLYGON ((256000 435000, 250000 435000, 250000 437500, 250000 443750, 256000 443750, 256000 435000))"
dtb_kaartbladen.493,d37cn,,,"POLYGON ((70000 431250, 60000 431250, 60000 437500, 70000 437500, 70000 431250))"
dtb_kaartbladen.494,d40hn,,,"POLYGON ((220000 431250, 210000 431250, 210000 437500, 220000 437500, 220000 431250))"
dtb_kaartbladen.495,d41cn,,,"POLYGON ((230000 431250, 220000 431250, 220000 437500, 230000 437500, 230000 431250))"
dtb_kaartbladen.496,d41dn,,,"POLYGON ((240000 430000, 230000 430000, 230000 431250, 230000 437500, 240000 437500, 240000 431250, 240000 430000))"
dtb_kaartbladen.497,d41gn,,,"POLYGON ((250000 431250, 240000 431250, 240000 437500, 250000 437500, 250000 435000, 250000 431250))"
dtb_kaartbladen.498,d41cz,,,"POLYGON ((230000 425000, 220000 425000, 220000 431250, 230000 431250, 230000 430000, 230000 425000))"
dtb_kaartbladen.499,d46bn,,,"POLYGON ((201000 418750, 190000 418750, 190000 425000, 200000 425000, 201000 425000, 201000 418750))"
dtb_kaartbladen.500,d45hz,,,"POLYGON ((180000 400000, 170000 400000, 170000 406250, 180000 406250, 180000 400000))"
dtb_kaartbladen.501,d46cz,,,"POLYGON ((190000 400000, 180000 400000, 180000 406250, 190000 406250, 190000 400000))"
dtb_kaartbladen.502,d52an,,,"POLYGON ((190000 393750, 180000 393750, 180000 400000, 190000 400000, 190000 393750))"
dtb_kaartbladen.503,d62an,,,"POLYGON ((190000 318750, 180000 318750, 180000 325000, 190000 325000, 190000 318750))"
dtb_kaartbladen.504,d62bn,,,"POLYGON ((200000 318750, 190000 318750, 190000 325000, 200000 325000, 200000 318750))"
dtb_kaartbladen.505,d61fz,,,"POLYGON ((180000 312500, 170000 312500, 170000 318750, 180000 318750, 180000 312500))"
dtb_kaartbladen.506,d62bz,,,"POLYGON ((200000 312500, 190000 312500, 190000 318750, 200000 318750, 200000 317000, 200000 312500))"
dtb_kaartbladen.507,d61hn,,,"POLYGON ((180000 306250, 170000 306250, 170000 312500, 180000 312500, 180000 306250))"
dtb_kaartbladen.508,d62ez,,,"POLYGON ((210000 312500, 200000 312500, 200000 318750, 210000 318750, 210000 312500))"
dtb_kaartbladen.509,d20cz,,,"POLYGON ((150000 500000, 140000 500000, 140000 506250, 150000 506250, 150000 500000))"
dtb_kaartbladen.510,d20cn,,,"POLYGON ((150000 506250, 140000 506250, 140000 512500, 150000 512500, 150000 506250))"
dtb_kaartbladen.511,d15an,,,"POLYGON ((150000 543750, 140000 543750, 140000 550000, 150000 550000, 150000 543750))"
dtb_kaartbladen.512,d07dn,,,"POLYGON ((240000 581250, 230000 581250, 230000 587500, 240000 587500, 240000 581250))"
dtb_kaartbladen.513,d07hn,,,"POLYGON ((260000 581250, 250000 581250, 250000 587500, 260000 587500, 260000 581250))"
dtb_kaartbladen.514,d05dz,,,"POLYGON ((160000 575000, 150000 575000, 150000 582000, 160000 582000, 160000 581250, 160000 575000))"
dtb_kaartbladen.515,d05gz,,,"POLYGON ((170000 575000, 160000 575000, 160000 581250, 170000 581250, 170000 575000))"
dtb_kaartbladen.516,d05hz,,,"POLYGON ((180000 575000, 170000 575000, 170000 581250, 180000 581250, 180000 575000))"
dtb_kaartbladen.517,d06cz,,,"POLYGON ((190000 575000, 180000 575000, 180000 581250, 190000 581250, 190000 575000))"
dtb_kaartbladen.518,d06dz,,,"POLYGON ((200000 575000, 190000 575000, 190000 581250, 200000 581250, 200000 575000))"
dtb_kaartbladen.519,d06hz,,,"POLYGON ((220000 575000, 210000 575000, 210000 581250, 220000 581250, 220000 575000))"
dtb_kaartbladen.520,d07cz,,,"POLYGON ((230000 575000, 220000 575000, 220000 581250, 230000 581250, 230000 575000))"
dtb_kaartbladen.521,d07dz,,,"POLYGON ((240000 575000, 230000 575000, 230000 581250, 240000 581250, 240000 575000))"
dtb_kaartbladen.522,d07gz,,,"POLYGON ((250000 575000, 240000 575000, 240000 581250, 250000 581250, 250000 575000))"
dtb_kaartbladen.523,d07hz,,,"POLYGON ((260000 575000, 250000 575000, 250000 581250, 260000 581250, 260000 575000))"
dtb_kaartbladen.524,d08cz,,,"POLYGON ((270000 575000, 260000 575000, 260000 581250, 270000 581250, 270000 575000))"
dtb_kaartbladen.525,d08dz,,,"POLYGON ((280000 575000, 270000 575000, 270000 581250, 280000 581250, 280000 575000))"
dtb_kaartbladen.526,d10bn,,,"POLYGON ((160000 568750, 150000 568750, 150000 575000, 160000 575000, 160000 568750))"
dtb_kaartbladen.527,d11an,,,"POLYGON ((190000 568750, 180000 568750, 180000 575000, 190000 575000, 190000 568750))"
dtb_kaartbladen.528,d11bn,,,"POLYGON ((200000 568750, 190000 568750, 190000 575000, 200000 575000, 200000 568750))"
dtb_kaartbladen.529,d11en,,,"POLYGON ((210000 568750, 200000 568750, 200000 575000, 210000 575000, 210000 568750))"
dtb_kaartbladen.530,d11fn,,,"POLYGON ((220000 568750, 210000 568750, 210000 575000, 220000 575000, 220000 568750))"
dtb_kaartbladen.531,d12bn,,,"POLYGON ((240000 568750, 230000 568750, 230000 575000, 240000 575000, 240000 568750))"
dtb_kaartbladen.532,d12fn,,,"POLYGON ((260000 568750, 250000 568750, 250000 575000, 260000 575000, 260000 568750))"
dtb_kaartbladen.533,d13an,,,"POLYGON ((270000 568750, 260000 568750, 260000 575000, 270000 575000, 270000 568750))"
dtb_kaartbladen.534,d13bn,,,"POLYGON ((280000 568750, 270000 568750, 270000 575000, 280000 575000, 280000 568750))"
dtb_kaartbladen.535,d09bz,,,"POLYGON ((120000 562500, 109000 562500, 109000 568750, 112000 568750, 120000 568750, 120000 562500))"
dtb_kaartbladen.536,d10bz,,,"POLYGON ((160000 562500, 150000 562500, 150000 565000, 150000 568750, 160000 568750, 160000 562500))"
dtb_kaartbladen.537,d10ez,,,"POLYGON ((170000 562500, 160000 562500, 160000 568750, 170000 568750, 170000 562500))"
dtb_kaartbladen.538,d11az,,,"POLYGON ((190000 562500, 180000 562500, 180000 568750, 190000 568750, 190000 562500))"
dtb_kaartbladen.539,d11bz,,,"POLYGON ((200000 562500, 190000 562500, 190000 568750, 200000 568750, 200000 562500))"
dtb_kaartbladen.540,d11ez,,,"POLYGON ((210000 562500, 200000 562500, 200000 568750, 210000 568750, 210000 562500))"
dtb_kaartbladen.541,d12bz,,,"POLYGON ((240000 562500, 230000 562500, 230000 568750, 240000 568750, 240000 562500))"
dtb_kaartbladen.542,d12fz,,,"POLYGON ((260000 562500, 250000 562500, 250000 568750, 260000 568750, 260000 562500))"
dtb_kaartbladen.543,d10cn,,,"POLYGON ((150000 556250, 140000 556250, 140000 557000, 140000 565000, 150000 565000, 150000 562500, 150000 556250))"
dtb_kaartbladen.544,d09dn,,,"POLYGON ((110000 556250, 109000 556250, 109000 562500, 120000 562500, 120000 556250, 110000 556250))"
dtb_kaartbladen.545,d50ez,,,"POLYGON ((130000 387500, 120000 387500, 120000 393750, 130000 393750, 130000 387500))"
dtb_kaartbladen.546,d52az,,,"POLYGON ((190000 387500, 180000 387500, 180000 393750, 190000 393750, 190000 387500))"
dtb_kaartbladen.547,d49hn,,,"POLYGON ((100000 381250, 90000 381250, 90000 387500, 100000 387500, 100000 381250))"
dtb_kaartbladen.548,d50cn,,,"POLYGON ((110000 381250, 100000 381250, 100000 387500, 110000 387500, 110000 381250))"
dtb_kaartbladen.549,d50dn,,,"POLYGON ((120000 380000, 110000 380000, 110000 381250, 110000 387500, 120000 387500, 120000 381250, 120000 380000))"
dtb_kaartbladen.550,d50gn,,,"POLYGON ((130000 381250, 120000 381250, 120000 387500, 130000 387500, 130000 381250))"
dtb_kaartbladen.551,d50hn,,,"POLYGON ((140000 381250, 130000 381250, 130000 387500, 140000 387500, 140000 381250))"
dtb_kaartbladen.552,d51cn,,,"POLYGON ((150000 381250, 140000 381250, 140000 387500, 150000 387500, 150000 381250))"
dtb_kaartbladen.553,d51dn,,,"POLYGON ((160000 381250, 150000 381250, 150000 387500, 160000 387500, 160000 381250))"
dtb_kaartbladen.554,d51gn,,,"POLYGON ((170000 381250, 160000 381250, 160000 387500, 170000 387500, 170000 381250))"
dtb_kaartbladen.555,d52dn,,,"POLYGON ((200000 381250, 190000 381250, 190000 387500, 200000 387500, 200000 381250))"
dtb_kaartbladen.556,d49gz,,,"POLYGON ((90000 374500, 80000 374500, 80000 375000, 80000 381250, 90000 381250, 90000 374500))"
dtb_kaartbladen.557,d50gz,,,"POLYGON ((130000 375000, 120000 375000, 120000 380000, 120000 381250, 130000 381250, 130000 375000))"
dtb_kaartbladen.558,d50hz,,,"POLYGON ((140000 375000, 130000 375000, 130000 381250, 140000 381250, 140000 375000))"
dtb_kaartbladen.559,d53fn,,,"POLYGON ((20000 368750, 10000 368750, 10000 375000, 20000 375000, 20000 368750))"
dtb_kaartbladen.560,d56fn,,,"POLYGON ((140000 368750, 130000 368750, 130000 375000, 140000 375000, 140000 368750))"
dtb_kaartbladen.561,d57bn,,,"POLYGON ((160000 368750, 150000 368750, 150000 375000, 160000 375000, 160000 368750))"
dtb_kaartbladen.562,d03az,,,"POLYGON ((230000 612500, 220000 612500, 220000 614000, 220000 619500, 230000 619500, 230000 612500))"
dtb_kaartbladen.563,d03bz,,,"POLYGON ((240000 612500, 230000 612500, 230000 619500, 240000 619500, 240000 612500))"
dtb_kaartbladen.564,d03dn,,,"POLYGON ((240000 606250, 230000 606250, 230000 612500, 240000 612500, 240000 606250))"
dtb_kaartbladen.565,d01hz,,,"POLYGON ((180000 603750, 169500 603750, 169500 608000, 169500 610000, 180000 610000, 180000 603750))"
dtb_kaartbladen.566,d01gz,,,"POLYGON ((169500 602000, 160000 602000, 160000 606250, 160000 608000, 169500 608000, 169500 603750, 169500 602000))"
dtb_kaartbladen.567,d01cz,,,"POLYGON ((150000 600000, 140000 600000, 140000 606250, 150000 606250, 150000 600000))"
dtb_kaartbladen.568,d01dz,,,"POLYGON ((160000 599000, 150000 599000, 150000 600000, 150000 606250, 160000 606250, 160000 602000, 160000 599000))"
dtb_kaartbladen.569,d02dz,,,"POLYGON ((200000 600000, 190000 600000, 190000 601000, 190000 603250, 190000 606250, 193500 606250, 200000 606250, 200000 600000))"
dtb_kaartbladen.570,d04gn,,,"POLYGON ((126000 582000, 118000 582000, 118000 589000, 128000 589000, 128000 586000, 128000 582000, 126000 582000))"
dtb_kaartbladen.571,d03cz,,,"POLYGON ((230000 600000, 220000 600000, 220000 606250, 230000 606250, 230000 600000))"
dtb_kaartbladen.572,d03gz,,,"POLYGON ((250000 600000, 240000 600000, 240000 606250, 250000 606250, 250000 600000))"
dtb_kaartbladen.573,d05fn,,,"POLYGON ((180000 593750, 170000 593750, 170000 600000, 180000 600000, 180000 593750))"
dtb_kaartbladen.574,d06bn,,,"POLYGON ((200000 593750, 190000 593750, 190000 600000, 200000 600000, 200000 593750))"
dtb_kaartbladen.575,d06en,,,"POLYGON ((210000 593750, 200000 593750, 200000 600000, 210000 600000, 210000 593750))"
dtb_kaartbladen.576,d06fn,,,"POLYGON ((220000 593750, 210000 593750, 210000 600000, 220000 600000, 220000 593750))"
dtb_kaartbladen.577,d07an,,,"POLYGON ((230000 593750, 220000 593750, 220000 600000, 230000 600000, 230000 593750))"
dtb_kaartbladen.578,d07bn,,,"POLYGON ((240000 593750, 230000 593750, 230000 600000, 240000 600000, 240000 593750))"
dtb_kaartbladen.579,d07en,,,"POLYGON ((250000 593750, 240000 593750, 240000 600000, 250000 600000, 250000 593750))"
dtb_kaartbladen.580,d05ez,,,"POLYGON ((170000 587500, 160000 587500, 160000 593750, 170000 593750, 170000 587500))"
dtb_kaartbladen.581,d05fz,,,"POLYGON ((180000 587500, 170000 587500, 170000 593750, 180000 593750, 180000 587500))"
dtb_kaartbladen.582,d06az,,,"POLYGON ((190000 587500, 180000 587500, 180000 593750, 190000 593750, 190000 587500))"
dtb_kaartbladen.583,d06bz,,,"POLYGON ((200000 587500, 190000 587500, 190000 593750, 200000 593750, 200000 587500))"
dtb_kaartbladen.584,d06ez,,,"POLYGON ((210000 587500, 200000 587500, 200000 593750, 210000 593750, 210000 587500))"
dtb_kaartbladen.585,d06fz,,,"POLYGON ((220000 587500, 210000 587500, 210000 593750, 220000 593750, 220000 587500))"
dtb_kaartbladen.586,d10dn,,,"POLYGON ((160000 556250, 150000 556250, 150000 562500, 160000 562500, 160000 556250))"
dtb_kaartbladen.587,d10gn,,,"POLYGON ((170000 556250, 160000 556250, 160000 562500, 170000 562500, 170000 556250))"
dtb_kaartbladen.588,d10hn,,,"POLYGON ((180000 556250, 170000 556250, 170000 562500, 180000 562500, 180000 556250))"
dtb_kaartbladen.589,d11cn,,,"POLYGON ((190000 556250, 180000 556250, 180000 562500, 190000 562500, 190000 556250))"
dtb_kaartbladen.590,d11dn,,,"POLYGON ((200000 556250, 190000 556250, 190000 562500, 200000 562500, 200000 556250))"
dtb_kaartbladen.591,d12dn,,,"POLYGON ((240000 556250, 230000 556250, 230000 562500, 240000 562500, 240000 556250))"
dtb_kaartbladen.592,d12gn,,,"POLYGON ((250000 556250, 240000 556250, 240000 562500, 250000 562500, 250000 556250))"
dtb_kaartbladen.593,d12hn,,,"POLYGON ((260000 556250, 250000 556250, 250000 562500, 260000 562500, 260000 556250))"
dtb_kaartbladen.594,d09hz,,,"POLYGON ((140000 550750, 130000 550750, 130000 557000, 140000 557000, 140000 556250, 140000 550750))"
dtb_kaartbladen.595,d09dz,,,"POLYGON ((110000 550000, 109000 550000, 109000 556250, 110000 556250, 120000 556250, 120000 550000, 110000 550000))"
dtb_kaartbladen.596,d10dz,,,"POLYGON ((160000 550000, 150000 550000, 150000 556250, 160000 556250, 160000 550000))"
dtb_kaartbladen.597,d10hz,,,"POLYGON ((180000 550000, 170000 550000, 170000 556250, 180000 556250, 180000 550000))"
dtb_kaartbladen.598,d11cz,,,"POLYGON ((190000 550000, 180000 550000, 180000 556250, 190000 556250, 190000 550000))"
dtb_kaartbladen.599,d11dz,,,"POLYGON ((200000 550000, 190000 550000, 190000 556250, 200000 556250, 200000 550000))"
dtb_kaartbladen.600,d12dz,,,"POLYGON ((240000 550000, 230000 550000, 230000 556250, 240000 556250, 240000 550000))"
dtb_kaartbladen.601,d12gz,,,"POLYGON ((250000 550000, 240000 550000, 240000 556250, 250000 556250, 250000 550000))"
dtb_kaartbladen.602,d14fn,,,"POLYGON ((140000 543750, 130000 543750, 130000 550000, 130000 550750, 140000 550750, 140000 550000, 140000 543750))"
dtb_kaartbladen.603,d14bn,,,"POLYGON ((110000 543750, 109000 543750, 109000 550000, 110000 550000, 120000 550000, 120000 543750, 110000 543750))"
dtb_kaartbladen.604,d14en,,,"POLYGON ((130000 543750, 120000 543750, 120000 550000, 130000 550000, 130000 543750))"
dtb_kaartbladen.605,d15bn,,,"POLYGON ((160000 543750, 150000 543750, 150000 550000, 160000 550000, 160000 543750))"
dtb_kaartbladen.606,d15fn,,,"POLYGON ((180000 543750, 170000 543750, 170000 550000, 180000 550000, 180000 543750))"
dtb_kaartbladen.607,d16an,,,"POLYGON ((190000 543750, 180000 543750, 180000 550000, 190000 550000, 190000 543750))"
dtb_kaartbladen.608,d16bn,,,"POLYGON ((200000 543750, 190000 543750, 190000 550000, 200000 550000, 200000 543750))"
dtb_kaartbladen.609,d17bn,,,"POLYGON ((240000 543750, 230000 543750, 230000 550000, 240000 550000, 240000 543750))"
dtb_kaartbladen.610,d14bz,,,"POLYGON ((120000 537500, 110000 537500, 110000 543750, 120000 543750, 120000 537500))"
dtb_kaartbladen.611,d14fz,,,"POLYGON ((140000 537500, 130000 537500, 130000 543750, 140000 543750, 140000 537500))"
dtb_kaartbladen.612,d15bz,,,"POLYGON ((160000 537500, 150000 537500, 150000 543750, 160000 543750, 160000 537500))"
dtb_kaartbladen.613,d15ez,,,"POLYGON ((169000 537500, 160000 537500, 160000 543750, 170000 543750, 170000 537500, 169000 537500))"
dtb_kaartbladen.614,d15fz,,,"POLYGON ((180000 537500, 170000 537500, 170000 543750, 180000 543750, 180000 537500))"
dtb_kaartbladen.615,d16bz,,,"POLYGON ((200000 537500, 190000 537500, 190000 543750, 200000 543750, 200000 537500))"
dtb_kaartbladen.616,d16ez,,,"POLYGON ((210000 537500, 200000 537500, 200000 543750, 210000 543750, 210000 537500))"
dtb_kaartbladen.617,d17az,,,"POLYGON ((230000 537500, 220000 537500, 220000 543750, 230000 543750, 230000 537500))"
dtb_kaartbladen.618,d17bz,,,"POLYGON ((240000 537500, 230000 537500, 230000 543750, 240000 543750, 240000 537500))"
dtb_kaartbladen.619,d14cn,,,"POLYGON ((110000 531250, 100000 531250, 100000 537500, 110000 537500, 110000 531250))"
dtb_kaartbladen.620,d14dn,,,"POLYGON ((120000 531250, 110000 531250, 110000 537500, 120000 537500, 120000 531250))"
dtb_kaartbladen.621,d14gn,,,"POLYGON ((130000 531250, 120000 531250, 120000 537500, 130000 537500, 130000 531250))"
dtb_kaartbladen.622,d14hn,,,"POLYGON ((140000 531250, 130000 531250, 130000 537500, 140000 537500, 140000 531250))"
dtb_kaartbladen.623,d15hn,,,"POLYGON ((180000 531250, 169000 531250, 169000 537500, 170000 537500, 180000 537500, 180000 531250))"
dtb_kaartbladen.624,d16cn,,,"POLYGON ((190000 531250, 180000 531250, 180000 537500, 190000 537500, 190000 531250))"
dtb_kaartbladen.625,d16gn,,,"POLYGON ((210000 531250, 200000 531250, 200000 537500, 210000 537500, 210000 531250))"
dtb_kaartbladen.626,d17cn,,,"POLYGON ((230000 531250, 220000 531250, 220000 537500, 230000 537500, 230000 531250))"
dtb_kaartbladen.627,d14cz,,,"POLYGON ((110000 525000, 100000 525000, 100000 531250, 110000 531250, 110000 525000))"
dtb_kaartbladen.628,d07az,,,"POLYGON ((230000 587500, 220000 587500, 220000 593750, 230000 593750, 230000 587500))"
dtb_kaartbladen.629,d07bz,,,"POLYGON ((240000 587500, 230000 587500, 230000 593750, 240000 593750, 240000 587500))"
dtb_kaartbladen.630,d07ez,,,"POLYGON ((250000 587500, 240000 587500, 240000 593750, 250000 593750, 250000 587500))"
dtb_kaartbladen.631,d58fn,,,"POLYGON ((220000 368750, 210000 368750, 210000 375000, 220000 375000, 220000 368750))"
dtb_kaartbladen.632,d53fz,,,"POLYGON ((20000 362500, 10000 362500, 10000 368750, 20000 368750, 20000 362500))"
dtb_kaartbladen.633,d54az,,,"POLYGON ((30000 362500, 20000 362500, 20000 368750, 30000 368750, 30000 362500))"
dtb_kaartbladen.634,d54bz,,,"POLYGON ((40000 362500, 30000 362500, 30000 368750, 40000 368750, 40000 362500))"
dtb_kaartbladen.635,d55az,,,"POLYGON ((70500 362000, 60000 362000, 60000 362500, 60000 368750, 70000 368750, 70500 368750, 70500 362000))"
dtb_kaartbladen.636,d57az,,,"POLYGON ((150000 362500, 140000 362500, 140000 368750, 150000 368750, 150000 362500))"
dtb_kaartbladen.637,d57bz,,,"POLYGON ((160000 362500, 150000 362500, 150000 368750, 160000 368750, 160000 362500))"
dtb_kaartbladen.638,d57ez,,,"POLYGON ((170000 362500, 160000 362500, 160000 368750, 170000 368750, 170000 362500))"
dtb_kaartbladen.639,d54hn,,,"POLYGON ((60000 356250, 50000 356250, 50000 362500, 60000 362500, 60000 362000, 60000 356250))"
dtb_kaartbladen.640,d57hz,,,"POLYGON ((180000 350000, 170000 350000, 170000 356250, 180000 356250, 180000 350000))"
dtb_kaartbladen.641,d60en,,,"POLYGON ((210000 343750, 200000 343750, 200000 350000, 210000 350000, 210000 343750))"
dtb_kaartbladen.642,d60bz,,,"POLYGON ((200000 337500, 190000 337500, 190000 343750, 200000 343750, 200000 337500))"
dtb_kaartbladen.643,d60dn,,,"POLYGON ((200000 331250, 190000 331250, 190000 337500, 200000 337500, 200000 331250))"
dtb_kaartbladen.644,d60gz,,,"POLYGON ((206000 325000, 200000 325000, 200000 331250, 210000 331250, 210000 325000, 206000 325000))"
dtb_kaartbladen.645,d15dz,,,"POLYGON ((160000 525000, 150000 525000, 150000 531250, 160000 531250, 160000 525000))"
dtb_kaartbladen.646,d15dn,,,"POLYGON ((160000 531250, 150000 531250, 150000 537500, 160000 537500, 160000 531250))"
