Kenteken,Brandstof volgnummer,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,Brandstofverbruik stad,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Geluidsniveau rijdend,Geluidsniveau stationair,Emissieklasse,Milieuklasse EG Goedkeuring (licht),Milieuklasse EG Goedkeuring (zwaar),Uitstoot deeltjes (licht),Uitstoot deeltjes (zwaar),Nettomaximumvermogen,Nominaal continu maximumvermogen,Roetuitstoot,Toerental geluidsniveau,Emissie deeltjes type1 wltp,Emissie co2 gecombineerd wltp,Emissie co2 gewogen gecombineerd wltp,Brandstof verbruik gecombineerd wltp,Brandstof verbruik gewogen gecombineerd wltp,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch,Klasse hybride elektrisch voertuig,Opgegeven maximum snelheid,Uitlaatemissieniveau
00AE32,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00AG02,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00AH40,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00AH46,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AJ79,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AK86,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AL02,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AL48,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AM24,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AM50,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AM72,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00AM88,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00AR09,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AR20,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AS77,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AS86,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00AU18,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00AU19,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AU23,1,Benzine,,,,,,,,0,,,,,92.00,,,,,,,,,,,,,,,,,,,,
00AU42,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AU45,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00AV51,1,LPG,,,,,,,,0,,,,,96.00,,,,,,,,,,,,,,,,,,,,
00AV51,2,Benzine,,,,,,,,0,,,,,96.00,,,,,,,,,,,,,,,,,,,,
00AV62,1,LPG,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00AV62,2,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BA02,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BA09,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BA10,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BA23,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BA26,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BA28,1,LPG,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BA28,2,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BA29,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BA32,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BA34,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BA35,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BA36,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BA48,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BB03,1,Benzine,,,,,,,,0,,,,,21.00,,,,,,,,,,,,,,,,,,,,
00BB29,1,Diesel,,,,,,,,0,,,,,59.00,,,,,,,,,,,,,,,,,,,,
00BBB2,1,Diesel,,,,,,,,5,,,,,225.00,,,,,,,,,,,,,,,,,,,,EURO V
00BBB3,1,Diesel,,,,,,,,5,,,,,294.00,,,,,,,,,,,,,,,,,,,,EEV
00BBB4,1,LPG,,,,,,,,2,,,,,173.00,,,,,,,,,,,,,,,,,,,,
00BBB4,2,Benzine,,,,,,,,2,,,,,173.00,,,,,,,,,,,,,,,,,,,,
00BBB6,1,Diesel,,,,,,,,5,,,,,309.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BBB7,1,Diesel,,,,,,,,5,,,,,228.00,,,,,,,,,,,,,,,,,,,,EEV K
00BBB9,1,Diesel,,,,,,,,6,,,,,323.00,,,,,,,,,,,,,,,,,,,,EURO 6
00BBD9,1,Diesel,,,,,,,,5,,,,,324.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BBF2,1,Diesel,,,,,,,,5,,R/49K-05,,,340.00,,,,,,,,,,,,,,,,,,,,EEV K
00BBF3,1,Diesel,,,,,,,,5,,,,,345.00,,,,,,,,,,,,,,,,,,,,EEV
00BBF6,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,0.00700,231.00,,0.57,,,,,,,,,,,,,,,,,,EEV K
00BBG3,1,Diesel,,,,,,79,85,5,,2005/55*2008/74K,,0.00800,345.00,,0.56,1425,,,,,,,,,,,,,,,,,EEV K
00BBG6,1,Diesel,,,,,,79,91,5,,2005/55*2008/74K,,0.00700,162.00,,0.85,1725,,,,,,,,,,,,,,,,,EEV K
00BBG7,1,Diesel,,,,,,79,91,5,,2005/55*2008/74K,,0.00700,162.00,,0.85,1725,,,,,,,,,,,,,,,,,EEV K
00BBG8,1,Diesel,,,,,,,,5,,2005/55*2006/81G,,,353.00,,0.62,,,,,,,,,,,,,,,,,,EURO V
00BBH1,1,Diesel,,,,,,,,5,,2005/55*2008/74G,,0.02000,265.00,,0.67,,,,,,,,,,,,,,,,,,EURO V
00BBH5,1,Diesel,,,,,,74,91,5,,2005/55*2008/74K,,,213.00,,,1575,,,,,,,,,,,,,,,,,EEV K
00BBH6,1,Diesel,,,,,,,,5,,2005/55*2008/74G,,0.01500,300.00,,0.80,,,,,,,,,,,,,,,,,,EURO V
00BBH7,1,CNG,,,,,,77,90,5,,2005/55*2008/74K,,,200.00,,0.60,1500,,,,,,,,,,,,,,,,,EEV K
00BBH9,1,Diesel,,,,,,,,5,,R/49G-05,,0.01500,340.00,,0.66,,,,,,,,,,,,,,,,,,EURO V
00BBJ1,1,Diesel,,,,,,79,91,5,,2005/55*2008/74K,,0.00700,162.00,,0.85,1725,,,,,,,,,,,,,,,,,EEV K
00BBJ2,1,CNG,,,,,,77,90,5,,2005/55*2008/74K,,,200.00,,0.60,1500,,,,,,,,,,,,,,,,,EEV K
00BBJ4,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,,100.00,,,,,,,,,,,,,,,,,,,,EEV K
00BBJ5,1,Diesel,,,,,,79,91,5,,2005/55*2008/74K,,0.00700,162.00,,0.85,1725,,,,,,,,,,,,,,,,,EEV K
00BBJ7,1,Diesel,,,,,,,,5,,2005/55*2006/51g,,,95.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BBJ8,1,Diesel,,,,,,79,91,5,,2005/55*2008/74K,,0.00700,162.00,,0.85,1725,,,,,,,,,,,,,,,,,EEV K
00BBK3,1,Diesel,,,,,,,,5,,2005/55*2006/51G,,0.01700,247.00,,1.00,,,,,,,,,,,,,,,,,,EURO V
00BBK4,1,Diesel,,,,,,78,88,5,,2005/55*2008/74G,,0.00100,248.00,,0.65,1350,,,,,,,,,,,,,,,,,EURO V
00BBK5,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,0.00800,375.00,,0.56,,,,,,,,,,,,,,,,,,EEV K
00BBK6,1,Diesel,,,,,,79,91,5,,2005/55*2008/74K,,0.00700,162.00,,0.85,1725,,,,,,,,,,,,,,,,,EEV K
00BBK9,1,Diesel,,,,,,80,88,5,,R/49G-05,,0.01800,228.00,,0.57,1425,,,,,,,,,,,,,,,,,EURO V
00BBL2,1,LNG,,,,,,,,5,,2005/55*2008/74J,,,224.00,,,,,,,,,,,,,,,,,,,,EEV
00BBL8,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,310.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BBL9,1,Diesel,,,,,,80,88,5,,2005/55*2008/74G,,0.01700,332.00,,0.63,1575,,,,,,,,,,,,,,,,,EURO V
00BBN1,1,Diesel,,,,,,,,5,,2005/55*2006/51G,,0.01700,247.00,,1.00,,,,,,,,,,,,,,,,OVC-HEV,,EURO V
00BBN1,2,Elektriciteit,,,,,,,,Z,,,,,,,,,,,,,,,,,,,,,,,OVC-HEV,,EURO 5
00BBN3,1,Diesel,,,,,,80,87,6,,595/2009*64/2012A,,,340.00,,0.55,1275,,,,,,,,,,,,,,,,,EURO VI A
00BBN4,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,0.01100,160.00,,1.05,,,,,,,,,,,,,,,,,,EEV K
00BBN5,1,Diesel,,,,,,79,91,5,,R/49G-05,,0.01500,300.00,,0.66,1425,,,,,,,,,,,,,,,,,EURO V
00BBN6,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,0.00100,95.00,,0.60,,,,,,,,,,,,,,,,,,EEV K
00BBN7,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,0.01300,151.00,,0.80,,,,,,,,,,,,,,,,,,EEV K
00BBP2,1,Diesel,,,,,,79,86,5,,2005/55*2008/74K,,0.00800,286.00,,0.65,1350,,,,,,,,,,,,,,,,,EEV K
00BBP4,1,Diesel,,,,,,75,87,5,,,,0.00700,166.00,,0.85,1350,,,,,,,,,,,,,,,,,EEV
00BBP6,1,Diesel,,,,,,79,91,5,,R/49G-05,,0.01500,300.00,,0.66,1425,,,,,,,,,,,,,,,,,EURO V
00BBP7,1,Diesel,,,,,,,,5,,2005/55*2008/74G,,0.00880,235.00,,0.90,,,,,,,,,,,,,,,,,,EURO V
00BBR4,1,Diesel,,,,,,80,88,5,,2005/55*2008/74G,,0.02000,353.00,,0.62,1425,,,,,,,,,,,,,,,,,EURO V
00BBR5,1,Diesel,,,,,,77,88,6,,595/2009*64/2012A,,,265.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BBR7,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,0.01000,206.00,,0.57,,,,,,,,,,,,,,,,,,EEV K
00BBS1,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,220.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BBS2,1,Diesel,,,,,,,,5,,R/49G-05,,0.01800,183.00,,0.57,,,,,,,,,,,,,,,,,,EURO V
00BBS6,1,Diesel,,,,,,,,5,,,,,340.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BBT3,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,0.01100,163.00,,0.59,,,,,,,,,,,,,,,,,,EEV K
00BBT5,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,206.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI A
00BBT7,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,330.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BBV1,1,Diesel,,,,,,,,5,,R/49G-05,,0.01500,340.00,,0.66,,,,,,,,,,,,,,,,,,EURO V
00BBV3,1,Diesel,,,,,,,,5,,R/49K-05,,0.00700,265.00,,0.63,,,,,,,,,,,,,,,,,,EEV K
00BBV4,1,Diesel,,,,,,,,5,,R/49G-05,,0.01500,340.00,,0.60,,,,,,,,,,,,,,,,,,EURO V
00BBV5,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,345.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI B
00BBV9,1,Diesel,,,,,,80,87,6,,595/2009*64/2012A,,,340.00,,0.53,1275,,,,,,,,,,,,,,,,,EURO VI A
00BBX3,1,Diesel,,,,,,79,91,5,,R/49G-05,,0.01500,340.00,,0.60,1425,,,,,,,,,,,,,,,,,EURO V
00BBX4,1,Diesel,,,,,,79,91,5,,R/49G-05,,0.01500,340.00,,0.60,1425,,,,,,,,,,,,,,,,,EURO V
00BBX8,1,Diesel,,,,,,76,89,6,,595/2009*64/2012A,,,310.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BBX9,1,Diesel,,,,,,,,2,,,,,90.00,,,,,,,,,,,,,,,,,,,,
00BBZ1,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,0.00800,345.00,,0.56,,,,,,,,,,,,,,,,,,EEV K
00BBZ4,1,Diesel,,,,,,79,89,5,,2005/55*2008/74G,,0.02000,265.00,,0.67,1425,,,,,,,,,,,,,,,,,EURO V
00BDB1,1,Diesel,,,,,,,,5,,,,,95.00,,,,,,,,,,,,,,,,,,,,
00BDB3,1,Diesel,,,,,,77,89,6,,595/2009*64/2012B,,,278.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BDB5,1,Diesel,,,,,,,,5,,R/49G-05,,0.01500,340.00,,0.60,,,,,,,,,,,,,,,,,,EURO V
00BDB9,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,0.00800,375.00,,0.56,,,,,,,,,,,,,,,,,,EEV K
00BDD2,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,162.00,,0.65,,,,,,,,,,,,,,,,,,EURO VI B
00BDD4,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,206.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI A
00BDD5,1,Diesel,,,,,,,,5,,2005/55*2008/74G,,0.01000,345.00,,0.69,,,,,,,,,,,,,,,,,,EURO V
00BDD6,1,Diesel,,,,,,,,5,,R/49K-05,,0.00700,183.00,,0.57,,,,,,,,,,,,,,,,,,EEV K
00BDD7,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,345.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI B
00BDF5,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,175.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDF6,1,Diesel,,,,,,77,90,6,,595/2009*64/2012B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BDF8,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,175.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDG1,1,Diesel,,,,,,,,5,,R/49K-05,,0.02000,340.00,,0.60,,,,,,,,,,,,,,,,,,EEV K
00BDG4,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,345.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI B
00BDG7,1,Diesel,,,,,,80,87,6,,595/2009*64/2012A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BDG8,1,Diesel,,,,,,80,85,6,,595/2009*64/2012B,,,294.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BDG9,1,Diesel,,,,,,80,84,6,,595/2009*64/2012B,,,324.00,,0.60,1350,,,,,,,,,,,,,,,,,EURO VI B
00BDH1,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BDH5,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,0.01300,135.00,,0.80,,,,,,,,,,,,,,,,,,EEV K
00BDH6,1,Diesel,,,,,,79,91,5,,R/49G-05,,0.01500,300.00,,0.66,1425,,,,,,,,,,,,,,,,,EURO V
00BDH7,1,Diesel,,,,,,79,91,5,,2005/55*2008/74K,,0.00700,162.00,,0.85,1725,,,,,,,,,,,,,,,,,EEV K
00BDH9,1,Diesel,,,,,,80,89,5,,2005/55*2008/74G,,0.00880,265.00,,0.90,1425,,,,,,,,,,,,,,,,,EURO V
00BDJ7,1,Diesel,,,,,,,,5,,R/49K-05,,0.01000,551.00,,0.50,,,,,,,,,,,,,,,,,,EEV K
00BDJ8,1,Diesel,,,,,,77,89,6,,595/2009*64/2012B,,0.00380,345.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BDK1,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,315.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI B
00BDK2,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,170.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDK5,1,Diesel,,,,,,,,5,,2005/55*2008/74G,,0.00880,324.00,,0.90,,,,,,,,,,,,,,,,,,EURO V
00BDK6,1,Diesel,,,,,,,,5,,2005/55*2008/74G,,0.00700,210.00,,0.60,,,,,,,,,,,,,,,,,,EURO V
00BDK7,1,Diesel,,,,,,79,91,5,,R/49K-05,,0.02000,340.00,,0.60,1425,,,,,,,,,,,,,,,,,EEV K
00BDK8,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,206.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDK9,1,CNG,,,,,,,,5,,2005/55*2008/74K,,,200.00,,,,,,,,,,,,,,,,,,,,EEV K
00BDL2,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,175.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDL3,1,Benzine,,,,,,,,0,,,,,171.00,,,,,,,,,,,,,,,,,,,,
00BDL3,2,LPG,,,,,,,,0,,,,,171.00,,,,,,,,,,,,,,,,,,,,
00BDL4,1,Diesel,,,,,,77,88,6,,595/2009*64/2012A,,,315.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BDL5,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,294.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI B
00BDL6,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,240.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDL8,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,184.00,,0.65,,,,,,,,,,,,,,,,,,EURO VI B
00BDL9,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,291.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDN1,1,Diesel,,,,,,,,5,,2005/55*2008/74G,,0.00880,294.00,,0.90,,,,,,,,,,,,,,,,,,EURO V
00BDN2,1,CNG,,,,,,,,5,,2005/55*2008/74K,,,100.00,,,,,,,,,,,,,,,,,,,,EEV K
00BDP2,1,Diesel,,,,,,,,5,,2005/55*2008/74K,,0.01400,302.00,,0.62,,,,,,,,,,,,,,,,,,EEV K
00BDP3,1,Diesel,,,,,,77,89,6,,595/2009*64/2012B,,,278.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BDP9,1,Diesel,,,,,,77,95,6,,595/2009*64/2012A,,,265.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BDR1,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,315.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDR5,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,235.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDR6,1,Diesel,,,,,,80,82,6,,595/2009*64/2012A,,,228.00,,,1650,,,,,,,,,,,,,,,,,EURO VI A
00BDR7,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BDS1,1,Diesel,,,,,,,,5,,715/2007*195/2013M,,,130.00,,,,,,,,,,,,,,,,,,,,EURO 5 M
00BDS2,1,Diesel,,,,,,,,5,,,,,265.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BDS4,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BDS5,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,184.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDS7,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,302.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDS8,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,210.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDS9,1,Diesel,,,,,,76,89,6,,,,,310.00,,,1350,,,,,,,,,,,,,,,,,EURO 6
00BDT1,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,210.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BDT6,1,Diesel,,,,,,80,88,6,,595/2009*64/2012A,,,271.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BDT7,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,331.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDT9,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,345.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI B
00BDV1,1,Diesel,,,,,,80,87,6,,595/2009*64/2012A,,,375.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BDV2,1,Diesel,,,,,,77,89,6,,595/2009*64/2012B,,,323.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BDV3,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,250.00,,0.55,,,,,,,,,,,,,,,,,,EURO VI B
00BDV4,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,158.00,,0.55,,,,,,,,,,,,,,,,,,EURO VI B
00BDV6,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,320.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDX1,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,250.00,,0.55,,,,,,,,,,,,,,,,,,EURO VI B
00BDX2,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,303.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BDX3,1,Diesel,,,,,,80,87,6,,595/2009*64/2012A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BDX4,1,Diesel,,,,,,80,87,6,,595/2009*64/2012A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BDX6,1,Diesel,,,,,,,,0,,,,,96.00,,,,,,,,,,,,,,,,,,,,
00BDX7,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BDZ5,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,315.00,,,,,,,,,,,,,,,,,,,,EURO VI B
00BDZ6,1,Diesel,,,,,,77,89,6,,595/2009*64/2012B,,,323.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BDZ8,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,131.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI A
00BDZ9,1,Diesel,,,,,,75,77,6,,595/2009*64/2012B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BE91,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BE99,1,LPG,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BE99,2,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BFB2,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,302.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFB3,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,303.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFB7,1,Diesel,,,,,,,,4,,,,,279.00,,,,,,,,,,,,,,,,,,,,EURO 4
00BFD2,1,Diesel,,,,,,75,77,6,,595/2009*64/2012B,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BFD4,1,Diesel,,,,,,77,88,6,,595/2009*64/2012A,,,240.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BFD6,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,330.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFD7,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,162.00,,0.65,,,,,,,,,,,,,,,,,,EURO VI B
00BFD8,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,210.00,,0.55,,,,,,,,,,,,,,,,,,EURO VI B
00BFD9,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,175.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFF2,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,210.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFF7,1,Diesel,,,,,,,,5,715/2007*195/2013M,,0.00200,,96.00,,0.52,,,,,,,,,,,,,,,,,,EURO 5 M
00BFF9,1,Diesel,,,,,,80,84,6,,595/2009*64/2012B,,,324.00,,0.60,1350,,,,,,,,,,,,,,,,,EURO VI B
00BFG2,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,137.00,,0.56,,,,,,,,,,,,,,,,,,EURO VI A
00BFG4,1,Diesel,,,,,,80,87,6,,595/2009*64/2012A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFG5,1,Diesel,,,,,,80,89,6,,595/2009*64/2012A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFG6,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,324.00,,0.60,,,,,,,,,,,,,,,,,,EURO VI B
00BFG7,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,302.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFH3,1,Diesel,,,,,,75,77,6,,595/2009*136/2014B,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BFH5,1,Diesel,,,,,,80,82,6,,595/2009*64/2012A,,,228.00,,,1650,,,,,,,,,,,,,,,,,EURO VI A
00BFH7,1,Diesel,,,,,,77,89,6,,595/2009*136/2014B,,,278.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BFH8,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,210.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFH9,1,Diesel,,,,,,78,90,6,,595/2009*64/2012A,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BFJ1,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFJ2,1,Diesel,,,,,,,,5,,2005/55*2008/74G,,,300.00,,,,,,,,,,,,,,,,,,,,EURO V
00BFJ3,1,Diesel,,,,,,78,90,6,,595/2009*64/2012A,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BFJ5,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,110.00,,0.65,,,,,,,,,,,,,,,,,,EURO VI B
00BFJ6,1,Diesel,,,,,,75,77,6,,595/2009*136/2014B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BFJ8,1,Diesel,,,,,,80,84,6,,595/2009*64/2012B,,,353.00,,0.60,1350,,,,,,,,,,,,,,,,,EURO VI B
