ELEMENTNUMMER,SRT_NAAM,Nederlandse naam,HOOGTE,DIAMETER,AANLEGJAAR,STANDPLAATS,BOOMVORM,EIGENDOM,EINDBEELD,STATUS,COORD_X,COORD_Y,longitude,latitude
"01-05-601-0110","Platanus x hispanica","plataan","16","65","1970","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","106150.165","424828.236","4.67917871951627","51.8108873505267"
"01-05-601-0140","Ulmus x hollandica","","16","55","1970","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","106193.725","424846.246","4.67980787404715","51.8110530529126"
"01-05-601-0150","Sorbus intermedia","Zweedse meelbes","7","35","1970","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106196.42","424851.603","4.67984620033122","51.8111014420812"
"01-05-601-0160","Sorbus intermedia","Zweedse meelbes","7","40","1970","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106205.046","424857.928","4.67997040053391","51.8111590512888"
"01-05-601-0170","Crataegus monogyna 'Stricta'","","4","15","1985","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106230.213","424872.541","4.68033330744058","51.8112926065031"
"01-05-601-0200","Sorbus intermedia","Zweedse meelbes","7","40","1970","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106287.398","424917.616","4.68115624791041","51.8117027765251"
"01-05-601-0210","Sorbus intermedia","Zweedse meelbes","7","35","1970","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106298.754","424919.108","4.68132072276372","51.8117171794718"
"01-05-601-0240","Sorbus intermedia","Zweedse meelbes","7","35","1970","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106338.397","424949.939","4.6818912877166","51.811997775063"
"01-05-506-0030","Pyrus calleryana 'Chanticleer'","","7","15","2002","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105761.199","425590.803","4.67342942522603","51.8177077602822"
"01-05-506-0040","Pyrus calleryana 'Chanticleer'","","7","15","2002","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105771.665","425584.22","4.67358216098856","51.8176495105291"
"01-05-261-0240","Tilia x europaea","Hollandse linde","5","15","2002","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","106003.946","425507.643","4.67696200204985","51.8169816244074"
"01-05-261-0250","Tilia x europaea","Hollandse linde","5","15","2002","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","106008.612","425505.804","4.67702993701509","51.8169655037644"
"01-05-261-0260","Tilia x europaea","Hollandse linde","5","15","2002","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","106018.09","425501.845","4.67716796415815","51.8169307493121"
"01-05-536-0300","Tilia tomentosa","Zilverlinde","6","15","2007","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105983.842","425681.186","4.676645809971","51.8185398116378"
"01-05-261-0270","Tilia x europaea","Hollandse linde","5","15","2002","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","106022.602","425500.135","4.67723364712719","51.8169157745894"
"01-05-261-0280","Tilia x europaea","Hollandse linde","5","15","2002","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","106039.723","425492.963","4.67748298068637","51.8168528096549"
"01-05-261-0300","Tilia x europaea","Hollandse linde","5","15","2002","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","106049.88","425488.737","4.67763089293312","51.8168157142336"
"01-05-261-0310","Tilia x europaea","Hollandse linde","5","15","2002","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","106054.884","425486.684","4.67770375994751","51.8167976992469"
"00-01-131-0060","Sophora japonica","","6","15","2005","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104821.49","425213.493","4.65985474191239","51.8142324306501"
"01-03-241-1130","Rhus typina","","3","15","1990","BEPLANTING","","Gemeente Dordrecht","Vrijuitgroeiende boom","Bomenlijst","104734.925","424785.385","4.65866154631516","51.8103764437346"
"00-01-266-0020","Gleditsia triacanthos","Valse christusdoorn","9","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105371.581","425197.374","4.66783491707799","51.8141367540407"
"00-01-266-0030","Gleditsia triacanthos","Valse christusdoorn","8","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105380.541","425206.756","4.6679635153868","51.8142218845539"
"01-05-061-0100","Tilia cordata 'Rancho'","Kleinbladige linde","10","25","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106093.638","425672.437","4.67823955294867","51.8184708068755"
"00-01-266-0040","Gleditsia triacanthos","Valse christusdoorn","10","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105390.264","425216.945","4.66810306403764","51.8143143367895"
"00-01-266-0050","Gleditsia triacanthos","Valse christusdoorn","12","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105399.946","425227.158","4.66824201520018","51.8144070009459"
"00-01-266-0060","Gleditsia triacanthos","Valse christusdoorn","8","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105413.176","425240.014","4.66843204410336","51.8145237378945"
"00-01-266-0070","Gleditsia triacanthos","Valse christusdoorn","8","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105422.206","425247.836","4.66856188356459","51.8145948513691"
"00-01-266-0080","Gleditsia triacanthos","Valse christusdoorn","8","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105433.111","425256.676","4.66871877050374","51.8146752819731"
"00-01-266-0010","Gleditsia triacanthos","Valse christusdoorn","8","14","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105361.621","425186.929","4.66769196913251","51.8140419792501"
"00-01-371-0030","Tilia x europaea","Hollandse linde","8","20","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105643.052","425449.467","4.6717360098629","51.816426868866"
"00-01-371-0360","Tilia x europaea","Hollandse linde","8","20","1980","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105650.847","425446.457","4.6718494945194","51.8164005021591"
"00-01-371-0370","Tilia x europaea","Hollandse linde","8","25","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105658.193","425443.583","4.67195644755754","51.8163753181058"
"00-01-371-0380","Tilia x europaea","Hollandse linde","8","20","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105665.743","425440.689","4.67206636204435","51.8163499722217"
"01-05-056-0010","Pyrus calleryana 'Chanticleer'","","7","15","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106067.61","425693.031","4.677859122285","51.8186536404814"
"00-01-366-0010","Gleditsia triacanthos","Valse christusdoorn","8","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105445.062","425266.005","4.66889075802169","51.8147602008461"
"00-01-366-0020","Gleditsia triacanthos","Valse christusdoorn","7","10","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105455.819","425274.402","4.66904556316665","51.8148366358042"
"00-01-161-0260","Tilia x europaea","Hollandse linde","15","25","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105642.149","425325.599","4.67174059914576","51.8153133576128"
"00-01-166-0130","Fagus sylvatica 'Atropunicea'","bruine beuk","20","95","1980","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","105639.5","425300.78","4.67170572404993","51.815090028795"
"00-01-166-0120","Fagus sylvatica","Beuk","20","95","1980","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","105651.291","425295.222","4.67187752335283","51.8150411120649"
"00-01-336-0060","Tilia x europaea 'Euchlora'","Krimlinde","15","40","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104913.081","425353.293","4.6611628121828","51.8154973021525"
"01-05-576-0070","Acer platanoides","Noorse esdoorn","9","30","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106086.539","425289.762","4.67819073679688","51.8150303711565"
"01-05-576-1020","Acer platanoides","Noorse esdoorn","10","30","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106094.571","425304.455","4.67830514703893","51.8151631488471"
"00-01-061-0030","Tilia x europaea","Hollandse linde","10","35","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/8 beide zijde verschil.","Bomenlijst en -structuur","104768.531","425283.335","4.65907654114556","51.8148554621867"
"01-05-576-1030","Acer platanoides","Noorse esdoorn","10","30","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106108.259","425329.744","4.67850008933176","51.8153916682466"
"00-01-366-0030","Gleditsia triacanthos","Valse christusdoorn","7","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105492.763","425304.387","4.66957706810157","51.8151094467939"
"01-05-276-0650","Magnolia kobus","Magnolia kobus","5","5","2011","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","106298.201","425135.83","4.68128217566708","51.8136652175773"
"01-05-396-0080","Tilia x europaea","Hollandse linde","5","20","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105829.836","425513.1","4.67443598530807","51.8170153544658"
"00-01-166-0070","Fagus sylvatica","Beuk","20","100","1980","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","105652.337","425317.106","4.67188956969238","51.8152379167157"
"00-01-066-0390","Tilia cordata","Winterlinde","8","25","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104880.817","425137.973","4.66072609673532","51.8135589274501"
"01-03-216-0270","Prunus serrulata","Japanse sierkers","7","25","1985","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105121.155","424909.198","4.66424462116879","51.8115240472645"
"01-03-216-0380","Prunus serrulata","Japanse sierkers","6","25","1985","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105125.313","424908.075","4.66430508215707","51.8115143245627"
"01-03-216-0310","Prunus x eminens 'Umbraculifera'","","6","25","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105174.092","424925.181","4.66501000643798","51.8116724468772"
"01-05-451-0140","Tilia x europaea","Hollandse linde","5","20","1990","GRAS INTENSIEF","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105651.992","425737.148","4.67182460034677","51.8190135818486"
"00-01-161-0090","Tilia x europaea","Hollandse linde","12","20","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105634.421","425315.94","4.67162989799671","51.8152258503577"
"01-05-536-0190","Tilia platyphyllos","Zomerlinde","7","20","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106072.944","425649.737","4.67794261638369","51.8182649447011"
"00-01-366-0050","Gleditsia triacanthos","Valse christusdoorn","8","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105513.843","425324.965","4.66987984761286","51.8152962900071"
"01-05-276-0640","Magnolia kobus","Magnolia kobus","5","5","2011","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","106293.566","425146.287","4.68121348266186","51.8137588094983"
"00-01-366-0060","Gleditsia triacanthos","Valse christusdoorn","8","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105524.357","425335.267","4.67003085936658","51.8153898258697"
"01-05-491-0130","Tilia tomentosa 'Brabant'","","6","15","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106062.866","425418.074","4.67782924112562","51.8161816737722"
"00-01-366-0070","Gleditsia triacanthos","Valse christusdoorn","10","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105535.001","425345.691","4.67018373970814","51.8154844697069"
"00-01-366-0080","Gleditsia triacanthos","Valse christusdoorn","10","15","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105461.207","425336.964","4.66911474029786","51.8153994748229"
"00-01-366-0090","Gleditsia triacanthos","Valse christusdoorn","9","10","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105473.169","425345.569","4.66928699458182","51.8154778861639"
"00-01-366-0100","Gleditsia triacanthos","Valse christusdoorn","9","10","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105485.23","425354.248","4.66946067468678","51.8155569712158"
"00-01-366-0110","Gleditsia triacanthos","Valse christusdoorn","9","10","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105497.251","425362.912","4.66963377741934","51.8156359176282"
"00-01-366-0120","Gleditsia triacanthos","Valse christusdoorn","8","10","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105509.453","425371.73","4.66980948380668","51.8157162641288"
"00-01-369-0010","Aesculus hippocastanum","witte paardenkastanje","21","60","1950","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105390.923","425295.932","4.66810128687835","51.8150243976419"
"01-03-241-0530","Crataegus laevigata","Tweestijlige meidoorn","8","30","1960","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104706.758","424837.579","4.65824548996311","51.8108430684482"
"01-05-106-0980","Prunus 'Mahogany Lustre'","","5","20","1995","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105933.425","425361.646","4.67595990887861","51.8156630783279"
"00-01-341-0110","Acer platanoides 'Globosum'","Bolesdoorn","4","15","2006","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105280.733","425572.883","4.66646336142793","51.8175040560126"
"00-01-196-0100","Aesculus","Paardenkastanje","5","10","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Boomstructuur","104552.858","425190.339","4.65596221578042","51.8140000716523"
"00-01-196-0110","Aesculus","Paardenkastanje","5","10","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Boomstructuur","104616.992","425259.287","4.65688227907725","51.8146256312189"
"01-05-276-0600","Magnolia kobus","Magnolia kobus","5","5","2011","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","106254.168","425159.002","4.68064031309463","51.8138696613896"
"01-05-276-0610","Magnolia kobus","Magnolia kobus","5","5","2011","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","106266.382","425149.804","4.68081874588835","51.8137880490089"
"01-05-276-0620","Magnolia kobus","Magnolia kobus","5","5","2011","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","106275.245","425152.436","4.68094691234021","51.8138124819883"
"01-05-276-0630","Magnolia kobus","Magnolia kobus","5","5","2011","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","106283.034","425144.307","4.68106101937157","51.8137400917892"
"01-03-386-0100","Crataegus monogyna 'Stricta'","","7","15","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104809.809","424867.984","4.6597354906046","51.8111256552993"
"01-05-426-0130","Crataegus monogyna 'Stricta'","","6","20","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105758.6","425662.788","4.67338147453627","51.8183545934909"
"01-05-396-0090","Tilia x europaea","Hollandse linde","5","20","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105828.054","425509.367","4.67441067070712","51.8169816419614"
"01-05-396-0100","Tilia x europaea","Hollandse linde","5","15","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105826.422","425505.782","4.67438751064449","51.816949273027"
"01-05-556-0060","Salix babylonica 'Tortuosa'","kronkelwilg","13","30","1985","GRAS INTENSIEF","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst","105875.794","425267.445","4.67513745607916","51.8148112459832"
"01-03-161-0230","Quercus robur 'Fastigiata'","Zuileik","8","15","2004","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105289.42","424916.222","4.66668377859681","51.8116022050238"
"00-01-341-0030","Platanus x hispanica","plataan","15","25","2006","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105314.759","425548.412","4.66696038705047","51.8172871221911"
