MAATREGEL;OPMERKING;PLAATSINGSDATUM;BOUWJAAR;LEEFTIJD;OMSCHRIJVING;UITGEVOERD;JAAR_GEREALISEERD;ECO_CODE;IMGEO_KUNSTWERK_TYPE_CODE;IMGEO_KUNSTWERK_TYPE_OMSC;GEBIED_ID;GEBIED_CODE;GEBIED_OMSC;IMGEO_KUNSTWERKDEELTYPE_P_CODE;IMGEO_KUNSTWERKDEELTYPE_P_OMSC;BUURT_ID;BUURT_CODE;BUURT_OMSC;IMGEO_PLUS_STATUS_CODE;IMGEO_PLUS_STATUS_OMSC;STRAAT_CODE;STRAAT_OMSC;BEHEERDER_CODE;BEHEERDER_OMSC;EIGENAAR_CODE;EIGENAAR_OMSC;FAUNAVOORZIENINGTYPE_CODE;FAUNAVOORZIENINGTYPE_OMSC;COUNTER;ID;GUID
Stobbenwal aanleggen voor afscherming en geleiding. Opening aan kant caravandealer vrijmaken. ;"droge, ronde betonnen tunnel, Code groenbedrijf: 13; ";;;;Ecotunnel nabij de kruising Erasmusweg/Laan van Wateringse Veld;Ja;;GA EP8 / EZ C;NBGT;niet BGT;117642;;Erasmuszone;NBGT_FVZ;faunavoorziening;30236;101;Erasmus Veld;;;;;;;;;ET;Ecotunnel;100;2492017;{C92C7042-B438-4F0E-AE3E-6627D85100D3}
Ecotunnel en geleiding aanleggen;droge, ronde betonnen tunnel, Code Groenbedrijf: 10;;2009;8;Ecotunnel onder de Berensteinlaan in het stuk tussen de Erasmusweg en de grens  met Wateringen;Ja;2009;EZ 1;NBGT;niet BGT;117644;;Erasmuszone;NBGT_FVZ;faunavoorziening;30233;98;Dreven en Gaarden;;;;;;;;;ET;Ecotunnel;101;2492018;{A613EFF9-2C98-425B-8677-00CB7522B0A7}
Ecotunnel en geleiding aanleggen;"ronde betonnen tunnel, Code Groenbedrijf: 15; ";;;;Ecotunnel onder de Wippolderlaan nabij de kruising met de Lozerlaan en de eindhalte van bus 25;Ja;;EZ B;NBGT;niet BGT;117645;;Erasmuszone;NBGT_FVZ;faunavoorziening;30233;98;Dreven en Gaarden;;;;;;;;;ET;Ecotunnel;102;2492019;{24087E4C-339B-4A55-9230-B6E02CCEE6CE}
;"ronde betonnen tunnel, geintegreerd in brug, Code Groenbedrijf: 34; kan onderdeel zijn van WV 4";;;;Ecotunnel onder de Laan van Wateringse Veld waar de sloot tussen de Noordweg en de Bostonsingel de weg kruist;Ja;;WV 4;NBGT;niet BGT;117720;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;103;2492020;{094E1194-F238-4700-A9F7-C215CD7D0228}
;halfronde, betonnen tunnel, plafond met gaten voor lichtinval die onderdeel is van de weg, Code Groenbedrijf: 25;;;;Ecotunnel onder de Tomatenlaan op het punt waar de sloot langs de Havannasingel de weg kruist;Ja;;WV BN1;NBGT;niet BGT;117720;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;104;2492021;{EE9C5396-1ABC-462A-B6F4-88C405B66C1F}
;;;;;Ecotunnel onder het Havannapad;Ja;;WV BN8;NBGT;niet BGT;117728;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;105;2492134;{71047E8B-26CD-4CE3-8394-21BC36FEB4FC}
;;;;;Ecotunnel onder het Havannapad;Ja;;WV BN8;NBGT;niet BGT;117728;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;106;2492135;{4E6E7F50-6EE6-431B-86FC-594E1778672E}
;droge, ronde betonnen tunnel, Code Groenbedrijf: 27.1;;;;Ecotunnel onder de Reiderlandlaan nabij de kruising met de Tomatenlaan ter verbinding van delen van de groenzone langs de laan;Ja;;WV BN3;NBGT;niet BGT;117726;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;107;2492136;{D97FF74E-B5E8-4EF8-B61C-DF61A11B6882}
;droge, ronde betonnen tunnel, Code Groenbedrijf: 27.2;;;;Ecotunnel onder de Meierijlaan nabij de kruising met de Tomatenlaan ter verbinding van delen van de groenzone langs de laan;Ja;;WV BN4;NBGT;niet BGT;117719;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;108;2492137;{C5E9C5A3-D7DB-48C6-A09C-C9E8C8F88156}
;halfronde betonnen tunnel, Code Groenbedrijf: 26;;;;Ecotunnel onder de Zuidenveldlaan nabij de kruising met de Tomatenlaan ter verbinding van delen van de groenzone langs de laan;Ja;;WV BN2;NBGT;niet BGT;117719;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;109;2492138;{7ED70C48-B0A6-407C-BD38-58F992D7D6E4}
Bedekking (zand) en dekking (hout) op looprichel aanbrengen. Geleiding naar looprichels aanleggen.;U-vormig roestvrij staal, Code Groenbedrijf: 31;;;;Ecorichel onder de brug van het Oosteinde bij de grens naar Rijswijk op het punt waar de sloot het Oosteinde kruist;Ja;;WV 8;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;LR;Looprichel;110;2492139;{79499880-70F0-4AD3-AC64-8ECDB533E6C6}
;rechthoekige betonnen tunnel, plafond is rooster dat onderdeel is van de weg, Code Groenbedrijf: 20.4.9;;;;Ecotunnel onder de Berkebroeklaan nabij de kruising met de Middelweg;Ja;;YB BN12;NBGT;niet BGT;117449;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;111;193836;{DA3443BA-90C1-4CDA-BC7D-A1D7A567F115}
;halfronde betonnen tunnel, Code Groenbedrijf: 20.3;;;;Ecotunnel onder de Middelweg tussen de kruisingen met de Berkebroeklaan en de Rijsbes;Ja;;YB BN3;NBGT;niet BGT;117449;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;112;193843;{485F9366-7252-4B4D-8B3D-B824EE9ACC84}
;rechthoekige betonnen tunnel, plafond is rooster dat onderdeel van de weg is, Code Groenbedrijf: 20.4.8;;;;Ecotunnel onder de Rijsbes nabij de kruising met de Middelweg;Ja;;YB BN11;NBGT;niet BGT;117449;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;113;193849;{8B34B32F-A8B0-4B40-BCBA-882FCF7CAE9D}
tunnel en geleiding aanleggen;"Code Groenbedrijf: 20.4.7; Rechthoekige betonnen tunnel, plafond is rooster dat onderdeel van de weg is";;;;Ecotunnel onder de Middelweg rechts van lichtmast 12;Ja;;YB BN10;NBGT;niet BGT;1199151;;Groen gemeente Delft;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;114;193855;{3B6A2681-2721-421D-863A-D84D90592F68}
;Rechthoekige betonnen tunnel, plafond is rooster dat ondedeel is van de weg, Code Groenbedrijf: 20.4.6;;;;Ecotunnel onder het Wollegras nabij de kruising met de Middelweg;Ja;;YB BN9;NBGT;niet BGT;117449;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;115;194628;{9D1062A2-42ED-4D3D-8716-8866F8837099}
tunnel en geleiding aanleggen;"Code Groenbedrijf: 20.4.5; halfronde betonnen tunnel, plafond is rooster dat onderdeel is van het Groen";;;;Ecotunnel onder de Middelweg links van lichtmast 15;Ja;;YB BN8;NBGT;niet BGT;1199151;;Groen gemeente Delft;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;116;194646;{799E417E-E9A8-4A19-BA57-ED21F8AC7359}
Ecotunnel en geleiding aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2014;3;Ecotunnel onder de Segbroeklaan nabij de T-kruising met de Ieplaan;Ja;2014;HB 5 Extra B;NBGT;niet BGT;15720;850;Functioneel gebied IMGeo;NBGT_FVZ;faunavoorziening;30191;52;Bomenbuurt;;;;;;;;;ET;Ecotunnel;117;194648;{13063FFA-7C03-47E8-B6FF-F71E448D9650}
Ecotunnel en geleiding aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2014;3;Ecotunnel onder de Houtrustweg ter verbinding van de Haagse Beek  met de groenstrook langs het Verversingskanaal;Ja;2014;HB 5 extra A;NBGT;niet BGT;117536;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30191;52;Bomenbuurt;;;;;;;;;ET;Ecotunnel;118;195123;{663B75B5-D5FC-45A4-B46A-33AC05C708AE}
Ecotunnel en geleiding aanleggen;Code Groenbedrijf: 50.2;;;;Ecotunnel onder de rotonde aan het einde van de Machiel Vrijenhoeklaan, kant Wijndalerduin;Ja;;HB BNx;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;119;195182;{D62B8AB8-E112-4D18-9F6B-337B166DF1CA}
Ecotunnel en geleiding aanleggen;Code Groenbedrijf: 50.1;;;;Ecotunnel onder de rotonde aan het einde van de Machiel Vrijenhoeklaan, kant strand;Ja;;HB BNx;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;120;195184;{7C0A5B07-FBF1-4A83-B370-A7BFA703409A}
Ecotunnel en geleiding aanleggen;droge vierkante metalen tunnel (metaal gecoat), Code Groenbedrijf: 50.3, niet ingemeten door het IbDH;;;;Ecotunnel onder de Machiel Vrijenhoeklaan nabij de kruising met de Hoek van Hollandlaan;Ja;;HB BNx;NBGT;niet BGT;117529;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;121;195185;{586960E4-5677-47AE-A813-8C3B447ADF63}
Ecotunnel en geleiding aanleggen;"ronde betonnen tunnel, Code Groenbedrijf: 15; ";;;;Ecotunnel onder de Wippolderlaan nabij de kruising met de Lozerlaan en de eindhalte van bus 25;Ja;;EZ B;NBGT;niet BGT;15172;186;Functioneel gebied IMGeo;NBGT_FVZ;faunavoorziening;30233;98;Dreven en Gaarden;;;;;;;;;ET;Ecotunnel;122;195191;{0663E5F7-5A01-4F54-9873-0E30AE5B661A}
;"ronde betonnen tunnel, geintegreerd in brug, Code Groenbedrijf: 34; kan onderdeel zijn van WV 4";;;;Ecotunnel onder de Laan van Wateringse Veld waar de sloot tussen de Noordweg en de Bostonsingel de weg kruist;Ja;;WV 4;NBGT;niet BGT;1136525;;Lijn 16;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;123;197259;{6DD79468-520B-4400-BD98-5CA7D2406E96}
;halfronde, betonnen tunnel, plafond met gaten voor lichtinval die onderdeel is van de weg, Code Groenbedrijf: 25;;;;Ecotunnel onder de Tomatenlaan op het punt waar de sloot langs de Havannasingel de weg kruist;Ja;;WV BN1;NBGT;niet BGT;117728;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;124;197261;{DAF96105-97B1-4E2E-B144-A5006EFAF434}
;droge, ronde betonnen tunnel, Code Groenbedrijf: 27.1;;;;Ecotunnel onder de Reiderlandlaan nabij de kruising met de Tomatenlaan ter verbinding van delen van de groenzone langs de laan;Ja;;WV BN3;NBGT;niet BGT;117726;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;125;197262;{B8833053-114E-4561-91E1-EEBEEE750EB7}
;droge, ronde betonnen tunnel, Code Groenbedrijf: 27.2;;;;Ecotunnel onder de Meierijlaan nabij de kruising met de Tomatenlaan ter verbinding van delen van de groenzone langs de laan;Ja;;WV BN4;NBGT;niet BGT;117719;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;126;197263;{E6A43EEC-949D-4402-8520-9C4342F55CAD}
;halfronde betonnen tunnel, Code Groenbedrijf: 26;;;;Ecotunnel onder de Zuidenveldlaan nabij de kruising met de Tomatenlaan ter verbinding van delen van de groenzone langs de laan;Ja;;WV BN2;NBGT;niet BGT;117719;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;127;198075;{14874C96-4159-4D7D-8153-F723B801ADCC}
Bedekking (zand) en dekking (hout) op looprichel aanbrengen. Geleiding naar looprichels aanleggen.;U-vormig roestvrij staal, Code Groenbedrijf: 31;;;;Ecorichel onder de brug van het Oosteinde bij de grens naar Rijswijk op het punt waar de sloot het Oosteinde kruist;Ja;;WV 8;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;LR;Looprichel;128;198083;{D70C4F4A-09E7-475E-9A62-2B208AFC6806}
looprichels met geleidende elementen;"U-vormig metalen richel, Code Groenbedrijf: 38.2;";;2011;6;Ecorichel op het punt waar de sloot naast de Singel kruist met de Anthony Fokkersingel;Ja;2011;YB 38;NBGT;niet BGT;117563;;Ypenburgzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;LR;Looprichel;129;198220;{CAB35FE1-3D84-4202-A0CB-3195D36AF83F}
looprichels met geleidende elementen;"U-vormig metalen richel, Code Groenbedrijf: 38.2; ";;2011;6;Ecorichel op het punt waar de sloot naast de Singel kruist met de Anthony Fokkersingel;Ja;2011;YB 38;NBGT;niet BGT;117562;;Ypenburgzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;LR;Looprichel;130;198635;{773437DC-0A17-4769-A8BA-A8279F0383B6}
 looprichels met geleidende elementen;U-vormig metalen richel, Code GHroenberijf: 39.1;;2011;6;Ecorichel op het punt waar de sloot naast de Singel kruist met de Koolhovenlaan;Ja;2011;YB 37;NBGT;niet BGT;117561;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30248;113;Singels;;;;;;;;;LR;Looprichel;131;198636;{20099F25-BB39-46E2-9BD1-8E50D70B16BD}
looprichels met geleidende elementen;"U-vormig metalen richel, Code Groenbedrijf: 39.2;";;2011;6;Ecorichel op het punt waar de sloot naast de Singel kruist met de Koolhovenlaan;Ja;2011;YB 37;NBGT;niet BGT;117561;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30248;113;Singels;;;;;;;;;LR;Looprichel;132;198665;{A0F86B86-7B25-4402-BA87-0F7406F2AD3B}
aanplanten bosschages aan de kop van de singel en langs de singelgracht;U-vormig metalen richel, Code Groenbedrijf: 36.2;;2012;5;Ecorichel op het punt waar de sloot naast de Sperwersingel kruist met de Torenvalklaan;Ja;2012;YB 19;NBGT;niet BGT;345037;;Gazon;NBGT_FVZ;faunavoorziening;30247;112;Morgenweide;;;;;;;;;LR;Looprichel;133;198719;{B7BB34E4-1888-47C5-914D-3082F389014D}
aanplanten bosschages aan de kop van de singel en langs de singelgracht;U-vormig metalen richel, Code Groenbedrijf: 36.2;;2012;5;Ecorichel op het punt waar de sloot naast de Sperwersingel kruist met de Torenvalklaan;Ja;2012;YB 19;NBGT;niet BGT;345037;;Gazon;NBGT_FVZ;faunavoorziening;30247;112;Morgenweide;;;;;;;;;LR;Looprichel;134;198735;{39F6E17E-33D6-46C6-AE38-FD37288956C9}
aanplanten bosschages aan de kop van de singel en langs de singelgracht;U-vormig metalen richel, Code Groenbedrijf: 37.2;;2012;8;Ecorichel op het punt waar de sloot naast de Karekietsingel kruist met de Knobbelzwaansingel;Ja;2012;YB 21;NBGT;niet BGT;117638;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30247;112;Morgenweide;;;;;;;;;LR;Looprichel;135;198802;{6C626A0F-4753-4C55-8087-DDCDC6536E47}
aanplanten bosschages aan de kop van de singel en langs de singelgracht;U-vormig metalen richel, Code Groenbedrijf: 37.2;;2012;5;Ecorichel op het punt waar de sloot naast de Karekietsingel kruist met de Knobbelzwaansingel;Ja;2012;YB 21;NBGT;niet BGT;117638;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30247;112;Morgenweide;;;;;;;;;LR;Looprichel;136;198803;{A5F39C00-BA19-4A6A-9BAE-9D95BCB579B3}
ecotunnel met geleiding (stobbenwallen) aanleggen;droge, vierkante metalen tunnel (metaal met coating), Code Groenbedrijf: 24.2;;2011;6;Ecotunnel op het punt waar de sloot naast de Bob Oosthoeklaan kruist met de Oude Polderweg;Ja;2011;LV 7;NBGT;niet BGT;15698;650;Functioneel gebied IMGeo;NBGT_FVZ;faunavoorziening;30253;118;De Lanen;;;;;;;;;ET;Ecotunnel;137;203777;{DDF9A4E0-D5A6-48E2-967A-2E56A08C5B17}
Ecotunnel en geleiding aanleggen;vierkante metalen tunnel (metaal gecoat), lichtroosters zichtbaar, Code Groenbedrijf: 18.2;;2011;6;Ecotunnel onder de Bezuidenhiutseweg nabij de T-kruising met de Reigersbergenweg;Ja;2011;SZ BN5;NBGT;niet BGT;15575;561;Functioneel gebied IMGeo;NBGT_FVZ;faunavoorziening;30202;67;Kampen;;;;;;;;;ET;Ecotunnel;138;203910;{5C20FD17-2BD4-4D69-8411-F1E48896246B}
Ecotunnel en geleiding aanleggen;vierkante metalen tunnel (metaal gecoat), lichtroosters zichtbaar, Code Groenbedrijf: 18.3;;2011;6;Ecotunnel onder de Bezuidenhoutseweg ter hoogte van de Robijnhorst;Ja;2011;SZ 4;NBGT;niet BGT;15575;561;Functioneel gebied IMGeo;NBGT_FVZ;faunavoorziening;30204;69;Burgen en Hosten;;;;;;;;;ET;Ecotunnel;139;203911;{ECF27253-BD81-4C6E-BF3C-697BA611046A}
Ecotunnel en geleiding;Vierkante metalen tunnel (metaal gecoat), lichtroosters zichtbaar, Code Groenbedrijf: 18.4;;2011;6;Ecotunnel onder de Bezuidenhoutseweg tussen huisnr. 452  en 429 in;Ja;2011;SZ BN5;NBGT;niet BGT;15679;549;Functioneel gebied IMGeo;NBGT_FVZ;faunavoorziening;30204;69;Burgen en Hosten;;;;;;;;;ET;Ecotunnel;140;203912;{DB064FCC-C877-495D-A209-AB5B62777F8A}
;;;2013;4;Ecobrug waar Park Oosterbeek grenst aan de Benoordenhoutseweg, nabij de grens met Wassenaar;Ja;2013;SZ 17a;NBGT;niet BGT;15755;587;Functioneel gebied IMGeo;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;EB;Ecobrug;141;203915;{154309B0-DAAB-4CA0-84EB-F26081DECF65}
Twee ecotunnels aanleggen op het punt waar de Laak kruist met de Laakkade;uitvoering wenselijlk, wacht op herinrichting Station Moerwijk;;;;Ecotunnels onder het Hildebrandplein en de Hildebrandstraat gewenst;Nee;;LZ 7;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;142;234279;{C9CEBEE6-6DD7-4BF5-AAF9-55D026559503}
Ecotunnel met geleiding aanleggen;uitvoering wenselijk, maar door zeer complexe ondergrondse infrastructuur alleen uitvoerbaar in combinatie met andere projecten (herinrichting e.d.);;;;Ecotunnel onder de Machiel Vrijenhoeklaan op het punt waar de beek de weg kruist gwenst;Ja;;HB 13;NBGT;niet BGT;117528;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30227;92;Bohemen en Meer en Bos;;;;;;;;;ET;Ecotunnel;143;344222;{DDCE723A-5661-42DA-9C7F-310C20196096}
;vervangen 2017;;2017;1;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30156;14;Zuidwal;;;;;;;;;KMV;Kademuur-vervangen traditioneel;225;2828843;{2D0D9C12-3970-4492-8640-362370FA6554}
;;;;;;Ja;;KMW;NBGT;niet BGT;2391454;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30158;16;Schildersbuurt-noord;;;;;;;;;KMW;Kademuur-waardevol;226;2828844;{20B92016-0DFE-42B6-AB9D-E8091E716E1E}
;;;;;;Ja;;KMW;NBGT;niet BGT;2340065;;Bestrating;NBGT_FVZ;faunavoorziening;30156;14;Zuidwal;;;;;;;;;KMW;Kademuur-waardevol;227;2828845;{7D7851D4-238E-44E4-8AB6-2F48C0CED7B9}
;vervangen in 2012;;2012;6;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30158;16;Schildersbuurt-noord;;;;;;;;;KMV;Kademuur-vervangen traditioneel;228;2828846;{BB082223-9DF8-4806-95C9-C9CE9A4D4994}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30156;14;Zuidwal;;;;;;;;;KML;Kademuur-laag;229;2828848;{C1CEC986-58D7-4830-887E-D8C3A2357171}
;te vervangen in 2020;;;;;Ja;;KML;NBGT;niet BGT;2391457;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30158;16;Schildersbuurt-noord;;;;;;;;;KML;Kademuur-laag;230;2828849;{A6006C99-E29C-4352-B97F-DFEC368BCF4C}
;;;;;;Ja;;KML;NBGT;niet BGT;2391457;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KML;Kademuur-laag;231;2828851;{AF14B66F-87F5-4C6D-8791-0D38331C6343}
;te vervangen 2019;;;;;Ja;;KML;NBGT;niet BGT;2391457;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KML;Kademuur-laag;232;2828852;{649AB185-7131-4E57-846F-2002778B5878}
;;;;;;Ja;;KML;NBGT;niet BGT;2391457;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KML;Kademuur-laag;233;2828855;{1A015371-F314-40D5-92B2-4311A76D5275}
;;;;;;Ja;;KML;NBGT;niet BGT;2391457;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KML;Kademuur-laag;234;2828857;{4E92C336-E7D6-42CB-8AF3-E550F85881C5}
;;;;;;Ja;;KML;NBGT;niet BGT;2391457;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30152;10;Rond de Energiecentrale;;;;;;;;;KML;Kademuur-laag;235;2828862;{708674C8-9654-400A-9A18-FB6F132829A3}
;;;;;;Ja;;KML;NBGT;niet BGT;2391457;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30152;10;Rond de Energiecentrale;;;;;;;;;KML;Kademuur-laag;236;2828863;{439F063F-95FF-46A4-92C7-65CCC91A7B65}
Ecotunnel van Barbeeldam naar bosjes langs de Spiegelkarpersingel aanleggen;"droge, vierkant emetalen tunnel (metaal met coating), Code Groenbedrijf: 49.1;";;2013;4;Ecotunnel op het punt waar de Barbeeldam kruist met de Spiegelkarpersingel;Ja;2013;LV 29;NBGT;niet BGT;117459;;Leidschenveenzone;NBGT_FVZ;faunavoorziening;30255;120;De Vissen;;;;;;;;;ET;Ecotunnel;237;2493323;{932CEA47-2BCF-4648-825E-54A369A717B3}
ecotunnel met rooster, geleiding en afscherming aanleggen;droge, vierkante metalen tunnel (metaal met coating), Code Groenbedrijf: 49.2;;2011;6;Ecotunnel op het punt waar de Barbeeldam kruist met de Zoetermeerse Rijweg;Ja;2011;LV 18;NBGT;niet BGT;117545;;Leidschenveenzone;NBGT_FVZ;faunavoorziening;30255;120;De Vissen;;;;;;;;;ET;Ecotunnel;238;2493324;{EFBA8BE3-F315-4A15-982E-BD6790C55AC9}
ecotunnel met rooster, geleiding en afscherming aanleggen;droge, vierkant emetalen tunnel (metaal met coating), Code Groenbedrijf: 49.5;;2011;6;Ecotunnel op het punt waar de Houtkade kruist met de Zoetermeerse Rijweg;Ja;2011;LV 19;NBGT;niet BGT;117545;;Leidschenveenzone;NBGT_FVZ;faunavoorziening;30255;120;De Vissen;;;;;;;;;ET;Ecotunnel;239;2493325;{5EF9449D-0A50-4FCB-8223-7D4FC74AC24E}
ecotunnel met geleiding en afscherming aanleggen;droge, vierkante metalen tunnel (metaal met coating), Code Groenbedrijf: 49.3;;2013;4;Ecotunnel op het punt waar het Eendplein kruist met de Mosselsingel;Ja;;LV 25;NBGT;niet BGT;117677;;Leidschenveenzone;NBGT_FVZ;faunavoorziening;30255;120;De Vissen;;;;;;;;;ET;Ecotunnel;240;2493326;{CD26E377-08DB-4DA4-88A7-3D52CC1C0F63}
ecotunnel met geleiding en afscherming aanleggen;droge, vierkante metalen tunnel (metaal met coating), Code Groenbedrijf: 49.4;;2013;4;Ecotunnel op het punt waar de Mosselsingel kruist met de Parelduikersingel;Ja;2013;LV 26;NBGT;niet BGT;344797;;Gazon en Plantsoen;NBGT_FVZ;faunavoorziening;30255;120;De Vissen;;;;;;;;;ET;Ecotunnel;241;2493327;{42414E15-936E-45BA-8138-620CA5CB56BD}
ecotunnel met geleiding (stobbenwallen) aanleggen;droge, vierkante metalen tunnel (metaal met coating), Code Groenbedrijf: 24.2;;2011;6;Ecotunnel op het punt waar de sloot naast de Bob Oosthoeklaan kruist met de Oude Polderweg;Ja;2011;LV 7;NBGT;niet BGT;345352;;Gazon en Haag;NBGT_FVZ;faunavoorziening;30253;118;De Lanen;;;;;;;;;ET;Ecotunnel;242;2493547;{CB5A340D-9183-46A8-BD0E-E315396DE97A}
ecotunnel met geleiding (stobbenwallen) aanleggen;"vierkante metalen tunnel (metaal met coating), Code Groenbedrijf: 24.1;";;2011;6;Ecotunnel onder de Oude Polderweg nabij de kruising met Gorterlaan;Ja;2011;LV 4;NBGT;niet BGT;345352;;Gazon en Haag;NBGT_FVZ;faunavoorziening;30253;118;De Lanen;;;;;;;;;ET;Ecotunnel;243;2493548;{F1426032-85EB-4EA1-8D96-DF9B4C4861D4}
Ecotunnel aanleggen aan de kant van Zoetermeer;vierkante metalen tunnel (metaal met coating);;2011;6;Op  de Tiber ter hoogte van de kruising Oude Polderweg - Gorterlaan;Ja;2011;LV 3;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30252;117;De Rivieren;;;;;;;;;ET;Ecotunnel;244;2493549;{7AA95652-F10C-402F-9DF7-D6EEF964EDB7}
Ecotunnel aanleggen aan de kant van Zoetermeer;vierkante metalen tunnel (metaal met coating);;2011;6;Op  de Tiber ter hoogte van de kruising Oude Polderweg - Gorterlaan;Ja;2011;LV 3;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30252;117;De Rivieren;;;;;;;;;ET;Ecotunnel;245;2493550;{F839230B-59E4-45E1-8C5D-666DA53D98FD}
;;;;;;Ja;;KMW;NBGT;niet BGT;2391453;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30186;47;Willemspark;;;;;;;;;KMW;Kademuur-waardevol;246;2816361;{1B7A1D71-7935-485D-90A5-21AF02D80257}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KMW;Kademuur-waardevol;247;2816377;{A777B269-25A9-4B88-BC3B-0E70B900EBA3}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30186;47;Willemspark;;;;;;;;;KMW;Kademuur-waardevol;248;2816380;{DBA3D409-FC56-4C5F-B8B1-6BB74881434A}
;Vervaning gepland 2019;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30186;47;Willemspark;;;;;;;;;KMW;Kademuur-waardevol;249;2816381;{93659952-1DDB-4328-A715-9AA28478501A}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;KML;Kademuur-laag;250;2828997;{BF7B95C9-54FB-4113-83F8-E1ECA84C3648}
