FID,gdb_geomattr_data,shape
water_nacht.1300,,"POLYGON ((52079.34569999948 364662.8359000012, 52106.06450000033 364647.70430000126, 52069.83949999884 364619.9800999984, 52020.216099999845 364606.66530000046, 52013.68710000068 364615.7597000003, 52016.84549999982 364626.0318999998, 52012.53830000013 364631.8495000005, 52010.39009999856 364639.04509999976, 52033.548099998385 364654.35069999844, 52033.544500000775 364672.21770000085, 52076.341099999845 364658.53009999916, 52079.34569999948 364662.8359000012))"
water_nacht.1301,,"POLYGON ((52168.455699998885 364670.1583000012, 52234.04710000008 364644.10069999844, 52340.816700000316 364617.9147000015, 52330.51850000024 364590.1372999996, 52254.31509999931 364607.5465000011, 52137.03750000149 364663.8924999982, 52121.03590000048 364660.7476999983, 52106.06450000033 364647.70430000126, 52079.34569999948 364662.8359000012, 52100.87929999828 364684.22890000045, 52120.0736999996 364691.98889999837, 52262.987700000405 364679.2485000007, 52271.7248999998 364676.9637000002, 52304.659899998456 364664.0445000008, 52296.41809999943 364652.9640999995, 52279.772500000894 364655.13369999826, 52263.30970000103 364658.28610000014, 52248.68609999865 364663.9935000017, 52233.476300001144 364667.99010000005, 52217.294300001115 364666.3931000009, 52200.99450000003 364667.42130000144, 52184.694899998605 364668.44949999824, 52168.455699998885 364670.1583000012), (52165.96009999886 364671.1488999985, 52168.455699998885 364670.1583000012, 52161.24269999936 364676.3291000016, 52165.96009999886 364671.1488999985))"
water_nacht.1302,,"POLYGON ((52330.51850000024 364590.1372999996, 52340.816700000316 364617.9147000015, 52296.41809999943 364652.9640999995, 52304.659899998456 364664.0445000008, 52341.651299998164 364654.11569999903, 52408.252099998295 364619.2140999995, 52465.28130000085 364621.0604999997, 52512.79270000011 364631.060899999, 52566.923099998385 364646.59589999914, 52586.77549999952 364657.45329999924, 52631.406100001186 364703.2905000001, 52659.50429999828 364768.1871000007, 52663.865499999374 364765.9422999993, 52687.420299999416 364753.3029000014, 52686.41569999978 364753.8178999983, 52686.35929999873 364753.77650000155, 52676.13149999827 364720.33769999817, 52651.52189999819 364670.4250999987, 52611.04369999841 364634.21649999917, 52561.71970000118 364612.09010000154, 52490.67170000076 364595.51309999824, 52330.51850000024 364590.1372999996))"
water_nacht.1303,,"POLYGON ((174469.2949000001 355639.13709999993, 174496.0593000017 355622.10770000145, 174557.129900001 355624.0500999987, 174521.1532999985 355594.4224999994, 174464.7879000008 355580.1079000011, 174417.7008999996 355581.4578999989, 174382.24670000002 355566.90569999814, 174358.16950000077 355581.98690000176, 174363.06670000032 355609.19889999926, 174387.53830000013 355627.2309000008, 174416.9070999995 355627.75989999995, 174432.87249999866 355636.85489999875, 174469.2949000001 355639.13709999993))"
water_nacht.1304,,"POLYGON ((177127.89550000057 355612.36089999974, 177103.94170000032 355632.20749999955, 177103.9343000017 355637.3112999983, 177110.86690000072 355634.6149000004, 177149.5612999983 355623.90790000185, 177145.35810000077 355612.8370999992, 177127.89550000057 355612.36089999974))"
water_nacht.1305,,"POLYGON ((173895.2901000008 355737.997299999, 173869.37209999934 355734.7402999997, 173856.3044999987 355749.7824999988, 173831.65289999917 355750.7767000012, 173840.28810000047 355758.17709999904, 173841.2351000011 355776.9241000004, 173818.88910000026 355785.26209999993, 173792.64730000123 355784.52430000156, 173786.65249999985 355791.20369999856, 173787.75769999996 355803.02329999954, 173797.6041000001 355826.04729999974, 173874.50470000133 355851.7377000004, 173891.72049999982 355855.7269000001, 173925.1887000017 355851.7028999999, 173944.91310000047 355832.15210000053, 173947.2591000013 355793.2190999985, 173942.02409999818 355780.74909999967, 173905.66010000184 355765.6281000003, 173909.23369999975 355741.05530000106, 173895.2901000008 355737.997299999))"
water_nacht.1306,,"POLYGON ((173661.56230000034 356474.90569999814, 173691.86149999872 356456.47470000014, 173692.17069999874 356450.1625000015, 173684.433699999 356440.77430000156, 173666.12269999832 356445.71449999884, 173642.38850000128 356469.20969999954, 173661.56230000034 356474.90569999814))"
water_nacht.1307,,"POLYGON ((173797.83210000023 356493.10909999907, 173791.0331000015 356501.34530000016, 173789.67969999835 356552.35909999907, 173854.71730000153 356599.1356999986, 173858.49130000174 356603.91589999944, 173843.82250000164 356577.6257000007, 173840.35009999946 356560.064100001, 173870.1561000012 356524.12110000104, 173872.45809999853 356513.49109999835, 173860.07510000095 356499.79410000145, 173836.73409999907 356527.0800999999, 173811.42009999976 356537.05110000074, 173802.21510000154 356523.1350999996, 173809.1191000007 356496.17709999904, 173797.83210000023 356493.10909999907))"
water_nacht.1308,,"POLYGON ((173917.14970000088 356911.46189999953, 173912.41189999878 356973.34970000014, 173930.38650000095 356971.9400999993, 173957.18510000035 356959.3509000018, 174239.879900001 356792.4855000004, 174241.83190000057 356766.62249999866, 174186.20190000162 356751.98310000077, 174182.78610000014 356729.0478999987, 174165.70690000057 356721.24010000005, 174133.61850000173 356723.17229999974, 174106.66090000048 356730.9998999983, 174088.11769999936 356750.0311000012, 174064.69469999894 356798.82930000126, 174044.68730000034 356816.3966999985, 174005.6673000008 356830.76110000163, 173968.6865000017 356885.1009000018, 173931.4598999992 356876.49069999903, 173917.14970000088 356911.46189999953))"
water_nacht.1309,,"POLYGON ((176190.24010000005 357032.120099999, 176185.7291000001 357043.7210999988, 176194.10709999874 357044.36609999835, 176197.3300999999 357034.91310000047, 176190.24010000005 357032.120099999))"
water_nacht.1310,,"POLYGON ((172939.43809999898 357117.2060999982, 172937.56309999898 357132.21009999886, 172946.314100001 357134.91910000145, 172950.27309999987 357121.7910999991, 172939.43809999898 357117.2060999982))"
water_nacht.1311,,"POLYGON ((171517.06670000032 357300.80629999936, 171580.67309999838 357274.1143000014, 171591.48649999872 357273.83790000156, 171632.48310000077 357198.4611000009, 171696.4534999989 357128.79850000143, 171709.78170000017 357117.1292999983, 171707.0251000002 357101.8636999987, 171685.2210999988 357080.7681000009, 171647.14510000125 357057.16010000184, 171601.39710000157 357109.4283000007, 171537.78909999877 357176.96449999884, 171468.07690000162 357212.2862999998, 171465.40089999884 357201.1328999996, 171443.81709999964 357205.79129999876, 171435.82009999827 357218.0582999997, 171435.2153000012 357237.25349999964, 171420.39950000122 357254.9642999992, 171415.1050999984 357267.7690999992, 171429.29549999908 357280.8786999993, 171444.1794999987 357286.07990000024, 171453.1046999991 357301.2357000001, 171480.3850999996 357300.3936999999, 171500.92990000173 357308.9818999991, 171517.06670000032 357300.80629999936))"
water_nacht.1312,,"POLYGON ((172992.34450000152 357328.9864999987, 172995.4637000002 357314.3227000013, 172997.8412999995 357303.4129000008, 172991.78229999915 357323.7767000012, 172992.34450000152 357328.9864999987))"
water_nacht.1313,,"POLYGON ((170940.1270999983 357430.76110000163, 170939.495099999 357416.8051000014, 170934.25710000098 357399.63709999993, 170903.86609999835 357383.5780999996, 170825.26810000092 357415.3990999982, 170897.59310000017 357392.0720999986, 170940.1270999983 357430.76110000163))"
water_nacht.1314,,"POLYGON ((172192.22250000015 357400.4855000004, 172209.2025000006 357442.7595000006, 172237.53869999945 357405.0795000009, 172251.42390000075 357395.41369999945, 172327.9017000012 357359.5714999996, 172340.94209999964 357340.68389999866, 172288.94249999896 357342.14449999854, 172207.76929999888 357399.195700001, 172192.22250000015 357400.4855000004))"
water_nacht.1315,,"POLYGON ((172176.07389999926 357410.4895000011, 172112.9624999985 357435.5318999998, 172143.4362999983 357494.17709999904, 172136.4620999992 357431.7221000008, 172157.0822999999 357448.32229999825, 172183.75569999963 357487.3614999987, 172200.37810000032 357495.7767000012, 172173.93450000137 357438.92969999835, 172173.62590000033 357416.2597000003, 172176.07389999926 357410.4895000011))"
water_nacht.1316,,"POLYGON ((176402.57710000128 357499.03610000014, 176415.58309999853 357500.32009999827, 176416.495099999 357490.0500999987, 176403.9461000003 357488.7661000006, 176402.57710000128 357499.03610000014))"
water_nacht.1317,,"POLYGON ((170989.68389999866 357603.15769999847, 170964.02290000021 357635.8361000009, 170931.4576999992 357639.5918999985, 170910.12409999967 357634.9919000007, 170895.5560999997 357622.8231000006, 170893.35610000044 357628.78510000184, 170912.12249999866 357673.78649999946, 170969.82669999823 357650.2879000008, 171122.73270000145 357588.0212999992, 171140.85709999874 357566.37209999934, 171114.3770999983 357570.4461000003, 171091.3563000001 357581.3156999983, 171028.82809999958 357398.47309999913, 171023.2991000004 357401.96510000154, 171027.36609999835 357432.1479000002, 171037.95309999958 357465.93829999864, 171039.00290000066 357487.3528999984, 171053.85209999979 357509.9211000018, 171050.07770000026 357540.3742999993, 171068.4384999983 357560.33850000054, 171015.32809999958 357586.0405000001, 170989.68389999866 357603.15769999847))"
water_nacht.1318,,"POLYGON ((51857.89229999855 364609.59209999815, 51836.01069999859 364741.16310000047, 51846.9541000016 364738.28069999814, 51851.227299999446 364761.6552999988, 51909.28730000183 364766.53290000185, 51938.65370000154 364762.3927000016, 51968.10429999977 364746.76089999825, 52037.61430000141 364734.45650000125, 52064.98330000043 364709.7958999984, 52077.57889999822 364671.6057000011, 52076.46009999886 364669.1281000003, 52074.99989999831 364665.9103000015, 52079.34569999948 364662.8359000012, 52076.341099999845 364658.53009999916, 52033.544500000775 364672.21770000085, 52033.548099998385 364654.35069999844, 52010.39009999856 364639.04509999976, 52012.53830000013 364631.8495000005, 52016.84549999982 364626.0318999998, 52013.68710000068 364615.7597000003, 51992.023899998516 364611.2584999986, 51986.46429999918 364621.84050000086, 51985.773499999195 364628.7523000017, 51923.134100001305 364614.4550999999, 51890.82409999892 364618.0960999988, 51889.98910000175 364612.1788999997, 51857.89229999855 364609.59209999815))"
water_nacht.1319,,"POLYGON ((50090.65430000052 364308.43090000004, 50104.94929999858 364314.34270000085, 50219.4422999993 364360.65769999847, 50326.14070000127 364472.57189999893, 50385.40069999918 364549.13369999826, 50479.97830000147 364710.22470000014, 50540.91349999979 364754.9164999984, 50631.82589999959 364807.6565000005, 50741.737900000066 364897.73409999907, 50751.581099998206 364920.30490000173, 50760.406100001186 364945.60489999875, 50768.4541000016 364974.50510000065, 50788.47049999982 364999.5417000018, 50782.6708999984 364975.5839000009, 50774.169900000095 364940.42350000143, 50756.02129999921 364892.6966999993, 50646.434099998325 364802.17330000177, 50573.4215000011 364750.126699999, 50537.60049999878 364722.72309999913, 50506.30930000171 364689.09369999915, 50432.57829999924 364554.22129999846, 50363.39389999956 364458.91589999944, 50231.37970000133 364348.91010000184, 50121.35790000111 364289.13390000165, 50129.137299999595 364277.67229999974, 50041.08669999987 364225.2479000017, 50058.25789999962 364220.30249999836, 50014.3936999999 364219.15370000154, 50012.82389999926 364220.310899999, 50000.00549999997 364226.5758999996, 49997.71750000119 364227.9109000005, 49997.47349999845 364228.05310000107, 49997.37810000032 364228.1088999994, 50000.488499999046 364229.6708999984, 50007.09650000185 364231.66310000047, 50017.31010000035 364249.6420999989, 50095.156100001186 364292.74650000036, 50090.65430000052 364308.43090000004))"
water_nacht.1320,,"POLYGON ((52876.75589999929 365039.6334999986, 52879.270500000566 365035.9177000001, 52879.44269999862 365035.6612999998, 52893.65029999986 365014.6862999983, 52869.64990000054 365003.1484999992, 52835.82389999926 364969.4545000009, 52828.93769999966 364956.75670000166, 52834.24210000038 364937.49709999934, 52815.666700001806 364950.25549999997, 52756.16490000114 364879.7325000018, 52745.48589999974 364865.0144999996, 52757.477699998766 364851.45430000126, 52752.16010000184 364844.6449000016, 52738.73930000141 364849.2072999999, 52732.24529999867 364842.306499999, 52697.89330000058 364766.1484999992, 52687.420299999416 364753.3029000014, 52663.865499999374 364765.9422999993, 52672.78550000116 364784.86829999834, 52828.33889999986 365005.2283000015, 52876.75589999929 365039.6334999986))"
water_nacht.1345,,"POLYGON ((53391.18430000171 365139.68769999966, 53391.09490000084 365140.0471000001, 53420.75690000132 365147.29949999973, 54896.1072999984 365498.76370000094, 54970.523499999195 365503.6689000018, 55073.604499999434 365480.54509999976, 55137.12150000036 365456.8022999987, 55165.13949999958 365446.40949999914, 55165.316700000316 365446.46229999885, 55162.55370000005 365443.1568999998, 55158.29910000041 365438.0293000005, 55158.191700000316 365437.9272999987, 55155.46389999986 365434.76669999957, 55127.84490000084 365444.0397000015, 55067.69029999897 365468.5362999998, 55047.975900001824 365472.54670000076, 54989.590700000525 365484.9745000005, 54911.07809999958 365486.6590999998, 54557.66750000045 365390.9208999984, 53722.02730000019 365202.9679000005, 53692.69249999896 365197.4783000015, 53695.172499999404 365182.66910000145, 53494.50670000166 365145.2949000001, 53451.87209999934 365143.62530000135, 53451.50490000099 365144.67969999835, 53428.73970000073 365141.42269999906, 53394.82869999856 365134.8060999997, 53393.19009999931 365130.49109999835, 53393.366099998355 365129.64350000024, 53392.59789999947 365133.2921000011, 53391.18430000171 365139.68769999966))"
water_nacht.1321,,"POLYGON ((50850.127099998295 364980.27710000053, 50846.9160999991 364946.748300001, 50825.14409999922 365019.98530000076, 50813.67210000008 365023.9404999986, 50820.57829999924 365060.29949999973, 50825.729499999434 365059.2831000015, 50891.32290000096 365034.21609999985, 50926.77870000154 365015.6832999997, 50969.51330000162 365014.0615000017, 51005.976700000465 364997.2430999987, 51056.80330000073 364982.7254999988, 51073.96049999818 364951.8889000006, 51154.3834999986 364875.5324999988, 51185.476300001144 364870.52809999883, 51175.490699999034 364888.82449999824, 51337.433100000024 364774.6480999999, 51427.2751000002 364709.7652999982, 51439.77129999921 364691.8654999994, 51471.71049999818 364667.9809000008, 51553.30409999937 364605.4068999998, 51590.14050000161 364589.11389999837, 51630.25829999894 364579.79509999976, 51658.55950000137 364580.82550000027, 51664.91809999943 364582.617899999, 51663.280900001526 364592.45910000056, 51677.501699998975 364589.6686999984, 51668.463300000876 364581.1695000008, 51743.93629999831 364597.7699000016, 51857.874099999666 364609.67330000177, 51862.73330000043 364580.4327000007, 51807.76949999854 364576.45710000023, 51799.76909999922 364576.806499999, 51642.52809999883 364548.04890000075, 51599.6501000002 364554.75290000066, 51580.67350000143 364553.69249999896, 51571.862100001425 364568.04989999905, 51553.048099998385 364573.3559000008, 51544.476900000125 364584.6616999991, 51518.65269999951 364594.3467000015, 51510.05990000069 364607.9710999988, 51470.90410000086 364644.9979000017, 51436.82449999824 364664.9134999998, 51409.83909999952 364658.5500999987, 51401.7041000016 364663.6660999991, 51397.50389999896 364685.622299999, 51365.86430000141 364715.74329999834, 51354.49549999833 364719.92610000074, 51348.62249999866 364738.9422999993, 51277.20089999959 364791.16849999875, 51253.55649999902 364817.7644999996, 51234.0362999998 364825.7104999982, 51234.013099998236 364815.54410000145, 51225.71049999818 364812.8445000015, 51167.70789999887 364841.0254999995, 51102.634100001305 364861.2740999982, 51080.24749999866 364873.5273000002, 51039.01009999961 364885.95710000023, 51037.8339000009 364889.50569999963, 51038.901099998504 364907.4800999984, 51051.022900000215 364915.63529999927, 51085.90729999915 364892.35069999844, 51092.94970000163 364893.0612999983, 51075.851100001484 364908.7655000016, 51049.681099999696 364916.4519000016, 51046.73270000145 364939.2595000006, 51037.39310000092 364955.4902999997, 51033.376299999654 364948.69790000096, 51030.009700000286 364958.67009999976, 51009.24130000174 364964.87590000033, 50996.987500000745 364961.1085000001, 50970.97569999844 364974.39130000025, 50963.86630000174 364983.9417000003, 50942.509300000966 364984.6011000015, 50908.298099998385 364978.9010999985, 50900.87929999828 364991.7804999985, 50870.68710000068 365009.68389999866, 50843.3022999987 365004.1488999985, 50859.56010000035 364984.60009999946, 50850.127099998295 364980.27710000053))"
water_nacht.1322,,"POLYGON ((53391.18430000171 365139.68769999966, 53392.59789999947 365133.2921000011, 53294.145100001246 365109.15790000185, 52941.976700000465 365028.97349999845, 52899.57829999924 365020.8889000006, 52890.8013000004 365018.9151000008, 52893.74450000003 365014.5491000004, 52893.65029999986 365014.6862999983, 52879.44269999862 365035.6612999998, 53278.6063000001 365137.19110000134, 53277.67770000175 365149.28390000015, 53277.25030000135 365154.37689999864, 53286.399099998176 365157.1433000006, 53382.384300000966 365178.49390000105, 53387.44810000062 365156.74230000004, 53391.09490000084 365140.0471000001, 53391.18430000171 365139.68769999966))"
water_nacht.1323,,"POLYGON ((50172.282900001854 365363.21829999983, 50202.71950000152 365348.15349999815, 50208.23429999873 365345.78009999916, 50243.75409999862 365329.58210000023, 50229.77710000053 365309.64510000125, 50213.34690000117 365309.91629999876, 50206.354699999094 365309.97190000117, 50176.44889999926 365315.2734999992, 50174.91250000149 365315.3911000006, 50172.282900001854 365363.21829999983))"
water_nacht.1324,,"POLYGON ((50813.67210000008 365023.9404999986, 50815.115899998695 365031.5971000008, 50814.952700000256 365030.7404999994, 50810.3610999994 365031.6121000014, 50803.60709999874 365029.98110000044, 50788.47049999982 364999.5417000018, 50768.4541000016 364974.50510000065, 50766.4541000016 364981.4860999994, 50739.444099999964 364974.78709999844, 50720.74309999868 364953.5036999993, 50720.97030000016 364944.38170000166, 50732.694299999624 364941.1909000017, 50751.581099998206 364920.30490000173, 50741.737900000066 364897.73409999907, 50736.319699998945 364907.3709000014, 50712.39409999922 364915.252700001, 50702.9001000002 364928.1596999988, 50693.0960999988 364925.5221000016, 50678.54309999943 364908.4340999983, 50720.17850000039 364884.9477000013, 50698.06309999898 364886.8601000011, 50684.56810000166 364898.9310999997, 50659.13010000065 364893.45809999853, 50602.376299999654 364927.0011, 50556.691700000316 364972.1568999998, 50477.73990000039 365008.2696999982, 50468.034499999136 365011.2655000016, 50463.17909999937 365003.56010000035, 50447.251099999994 365005.38109999895, 50400.37909999862 365033.14609999955, 50364.969099998474 365042.7905000001, 50331.162099998444 365048.1015000008, 50304.81410000101 365060.91110000014, 50303.47810000181 365070.8830999993, 50269.319099999964 365063.6420999989, 50260.217099998146 365077.2971000001, 50206.78909999877 365108.78810000047, 50184.62510000169 365103.3271000013, 50172.555900000036 365108.66369999945, 50131.94310000166 365105.25510000065, 50102.39110000059 365111.35810000077, 50066.55270000175 365106.71290000156, 50033.648099999875 365106.8610999994, 49988.53929999843 365097.49909999967, 49782.295499999076 365102.06610000134, 49778.69629999995 365095.1807000004, 49761.645500000566 365089.1592999995, 49755.99549999833 365075.52149999887, 49760.708299998194 365093.2003000006, 49776.91770000011 365098.6671000011, 49752.93710000068 365101.4266999997, 49740.058499999344 365094.11030000076, 49733.16750000045 365100.32829999924, 49699.72129999846 365089.87249999866, 49721.352299999446 365102.376699999, 49731.00329999998 365111.40769999847, 49758.11690000072 365143.500500001, 49783.58269999921 365192.0795000009, 49838.33130000159 365186.95490000024, 49886.76649999991 365175.87150000036, 49897.81089999899 365184.7034999989, 49907.726100001484 365182.43510000035, 49900.70109999925 365198.4710999988, 49845.36910000071 365217.3511000015, 49829.64310000092 365237.36609999835, 49821.726100001484 365279.2751000002, 49840.41809999943 365286.16110000014, 49847.79610000178 365299.9340999983, 49874.85009999946 365287.63709999993, 49903.87110000104 365293.78510000184, 49948.30009999871 365326.71609999985, 49978.887499999255 365359.60810000077, 49977.759700000286 365373.0225000009, 49933.98250000179 365383.5340999998, 49923.55029999837 365392.7914999984, 49983.295499999076 365387.9400999993, 50010.519900001585 365387.4279000014, 50020.16789999977 365367.6462999992, 50099.82070000097 365327.08570000157, 50112.95690000057 365316.2853000015, 50121.39209999889 365299.2793000005, 50152.15469999984 365284.6042999998, 50161.833099998534 365286.2778999992, 50176.44889999926 365315.2734999992, 50206.354699999094 365309.97190000117, 50204.71409999952 365300.3262999989, 50219.773099999875 365293.3211000003, 50218.75010000169 365281.9640999995, 50237.645500000566 365267.3471000008, 50491.17889999971 365205.17170000076, 50517.151099998504 365192.52010000125, 50572.490899998695 365180.04509999976, 50761.53209999949 365109.7181000002, 50821.95870000124 365067.29670000076, 50821.58669999987 365065.72410000116, 50820.57829999924 365060.29949999973, 50813.67210000008 365023.9404999986))"
water_nacht.1325,,"POLYGON ((172045.7072999999 357681.1019000001, 172049.97690000013 357683.71269999817, 172050.3515000008 357669.79190000147, 172060.06329999864 357656.8154999986, 172036.1079000011 357601.33989999816, 172046.6453000009 357587.24130000174, 172035.45569999889 357585.58949999884, 172021.02589999884 357476.2712999992, 171987.9397 357488.6402999982, 171976.8812999986 357502.20490000024, 171992.09109999985 357574.3742999993, 171987.77149999887 357583.01370000094, 171964.57449999824 357595.42449999973, 171906.5612999983 357509.1149000004, 171883.55889999866 357500.4202999994, 171440.34230000153 357713.4285000004, 171480.08150000125 357715.6568999998, 171491.3093000017 357720.8322999999, 171514.1673000008 357702.42229999974, 171528.45169999823 357697.2738999985, 171537.79549999908 357734.1759000011, 171546.31769999862 357732.34970000014, 171571.88489999995 357693.3902999982, 171616.93149999902 357691.564100001, 171654.06450000033 357682.4331, 171729.54809999838 357693.99909999967, 171853.12209999934 357696.4340999983, 171881.7329000011 357717.13109999895, 171911.560899999 357718.34870000184, 171917.64829999954 357729.9147000015, 171914.2991000004 357747.5192999989, 171924.94090000167 357747.6545000002, 171958.7060999982 357744.4189000018, 171973.97890000045 357736.7006999999, 171977.6977000013 357725.37150000036, 171976.08729999885 357715.91369999945, 171959.65129999816 357628.2553000003, 171956.3249000013 357617.42969999835, 171972.73189999908 357619.1645000018, 171985.38809999824 357620.3156999983, 172019.7175000012 357663.5397000015, 172045.7072999999 357681.1019000001))"
water_nacht.1326,,"POLYGON ((171959.316300001 357767.23910000175, 171949.4899000004 357797.5064999983, 171948.01509999856 357805.14609999955, 171948.16589999944 357901.3447000012, 171953.1347000003 357909.3709000014, 171978.83929999918 357816.84690000117, 171967.6501000002 357772.4155000001, 171959.316300001 357767.23910000175))"
water_nacht.1327,,"POLYGON ((171182.0011 358661.3361000009, 171193.1341000013 358633.4761000015, 171161.7441000007 358620.6270999983, 171150.59310000017 358646.27910000086, 171177.72709999979 358663.0091000013, 171182.0011 358661.3361000009))"
water_nacht.1328,,"POLYGON ((172522.47450000048 358688.2047000006, 172519.00549999997 358687.41750000045, 172511.750500001 358695.6801000014, 172522.47450000048 358688.2047000006))"
water_nacht.1329,,"POLYGON ((170713.9250999987 358733.88610000163, 170718.18250000104 358729.7921000011, 170726.54989999905 358711.8220999986, 170727.58790000156 358698.4497000016, 170714.6372999996 358691.9759000018, 170705.2884999998 358709.3326999992, 170706.1436999999 358723.55889999866, 170713.9250999987 358733.88610000163))"
water_nacht.1330,,"POLYGON ((172192.61609999835 358754.7795000002, 172201.66330000013 358750.9593000002, 172206.27650000155 358742.306499999, 172193.89130000025 358749.8145000003, 172192.61609999835 358754.7795000002))"
water_nacht.1331,,"POLYGON ((173601.00169999897 358842.060899999, 173586.21049999818 358848.21269999817, 173604.53770000115 358842.0500999987, 173601.00169999897 358842.060899999))"
water_nacht.1332,,"POLYGON ((173324.50250000134 358929.81069999933, 173289.13529999927 358866.9882999994, 173274.6794999987 358891.27849999815, 173298.58410000056 358919.2360999994, 173324.50250000134 358929.81069999933))"
water_nacht.1333,,"POLYGON ((172895.6651000008 359184.9701000005, 172911.56909999996 359172.86410000175, 172896.38210000098 359178.007100001, 172895.6651000008 359184.9701000005))"
water_nacht.1334,,"POLYGON ((172777.8850999996 359292.20010000095, 172852.0234999992 359275.34589999914, 172854.0918999985 359265.22949999943, 172843.31650000066 359247.74450000003, 172835.51590000093 359251.11769999936, 172821.33509999886 359251.7131000012, 172813.34209999815 359263.37310000136, 172785.81109999865 359269.2030999996, 172764.49610000104 359283.56909999996, 172757.16910000145 359296.27010000125, 172777.8850999996 359292.20010000095))"
water_nacht.1335,,"POLYGON ((174316.47309999913 359258.1788999997, 174295.96449999884 359289.2699000016, 174302.16710000113 359295.0967000015, 174318.63309999928 359292.1041000001, 174328.21609999985 359282.97509999946, 174334.62790000066 359260.0084999986, 174328.29690000042 359253.74650000036, 174316.47309999913 359258.1788999997))"
water_nacht.1336,,"POLYGON ((170121.41950000077 359291.60649999976, 170122.9422999993 359283.3451000005, 170119.19729999825 359274.9967, 170111.9717000015 359266.8786999993, 170098.01570000127 359279.78449999914, 170127.0234999992 359295.11410000175, 170121.41950000077 359291.60649999976))"
water_nacht.1337,,"POLYGON ((170177.67489999905 359306.30310000107, 170206.84589999914 359311.308699999, 170176.08949999884 359273.9704999998, 170157.6024999991 359268.250500001, 170145.17529999837 359302.0566999987, 170177.67489999905 359306.30310000107))"
water_nacht.1338,,"POLYGON ((173633.7322999984 359442.0245000012, 173623.58989999816 359433.3000999987, 173598.15309999883 359428.0650999993, 173590.85209999979 359441.30110000074, 173605.43510000035 359458.4241000004, 173623.13109999895 359466.36510000005, 173633.7322999984 359442.0245000012))"
water_nacht.1339,,"POLYGON ((172929.01509999856 359512.9340999983, 172957.39609999955 359498.47410000116, 172950.84310000017 359478.9371000007, 172947.78610000014 359482.1281000003, 172915.8300999999 359496.3781000003, 172916.65210000053 359512.88709999993, 172929.01509999856 359512.9340999983))"
water_nacht.1340,,"POLYGON ((172306.0091000013 359602.995099999, 172397.42289999872 359540.7692999989, 172368.12110000104 359546.78709999844, 172358.26209999993 359560.5931000002, 172308.51089999825 359590.34109999985, 172306.0091000013 359602.995099999))"
water_nacht.1341,,"POLYGON ((172044.5650999993 359593.439100001, 172073.90370000154 359602.2558999993, 172178.41970000044 359614.68129999936, 172194.97309999913 359621.73209999874, 172209.8476999998 359621.8057000004, 172234.58529999852 359632.2373000011, 172265.97989999875 359634.57009999827, 172274.33810000122 359625.1831, 172283.7041000016 359616.80110000074, 172246.24010000005 359625.67610000074, 172224.1411000006 359611.49909999967, 172150.8300999999 359595.5571000017, 172066.66910000145 359586.8546999991, 172044.5650999993 359593.439100001))"
water_nacht.1342,,"POLYGON ((172684.09109999985 359644.64510000125, 172711.72410000116 359625.53830000013, 172728.92229999974 359599.94790000096, 172726.1191000007 359593.2740999982, 172708.35009999946 359587.1011000015, 172695.17009999976 359607.37310000136, 172679.97289999947 359615.6554999985, 172675.3863000013 359634.50890000165, 172684.09109999985 359644.64510000125))"
water_nacht.1343,,"POLYGON ((55160.12469999865 365436.00470000133, 55158.29910000041 365438.0293000005, 55162.55370000005 365443.1568999998, 55203.2041000016 365408.9899000004, 55282.89689999819 365332.39510000125, 55363.841499999166 365283.68930000067, 55468.55649999902 365245.62689999864, 55589.723700001836 365229.8211000003, 55597.57149999961 365231.1981000006, 55594.02070000023 365225.4684999995, 55596.32090000063 365206.6149000004, 55564.055700000376 365201.8911000006, 55546.15689999983 365203.25769999996, 55477.71790000051 365213.42130000144, 55413.48490000144 365234.1226999983, 55363.251499999315 365252.2952999994, 55248.31309999898 365323.1757000014, 55178.30270000175 365411.72890000045, 55160.12469999865 365436.00470000133))"
water_nacht.1344,,"POLYGON ((50372.7098999992 365447.76889999956, 50381.770300000906 365437.32609999925, 50379.761500000954 365415.08790000156, 50358.99489999935 365387.3440999985, 50334.64589999989 365364.0417000018, 50316.93530000001 365360.14009999856, 50315.71810000017 365389.2815000005, 50309.704700000584 365408.1638999991, 50326.6110999994 365440.55590000004, 50352.99190000072 365449.1810999997, 50372.7098999992 365447.76889999956))"
water_nacht.1346,,"POLYGON ((56138.85330000147 365305.16429999843, 55757.36950000003 365210.02690000087, 55597.6101000011 365196.37409999967, 55595.672699999064 365212.02050000057, 55596.32090000063 365206.6149000004, 55594.02129999921 365225.4681000002, 55673.10390000045 365228.5810999982, 55731.04890000075 365234.55530000106, 56413.18290000036 365405.068500001, 56450.51350000128 365420.92130000144, 56505.909099999815 365450.03170000017, 56513.920299999416 365441.5033, 56511.41110000014 365454.52849999815, 56649.21009999886 365524.0896999985, 56668.66250000149 365522.3172999993, 56679.112100001425 365493.00769999996, 56693.918900001794 365474.2520999983, 56694.319299999624 365474.0443000011, 56645.05669999868 365453.1398999989, 56526.0251000002 365373.4070999995, 56518.18210000172 365413.5912999995, 56517.35770000145 365419.0769000016, 56469.64649999887 365392.9343000017, 56427.387099999934 365377.4825000018, 56138.85330000147 365305.16429999843))"
