FID,omschr,type_conv,doseerinst,hectobord,toeritnr,toeritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
convergenties_kenmerk.902,Pseudo Klaverbladknooppunt,C,N,205.1v,,'KP.BEEKBERGEN'AMSTERDAM VBW. v (RW.50),R,203.56500244,050,KPK0001142179,I,,POINT (197856.28119999915 466552.08260000125)
convergenties_kenmerk.903,T-aansluiting Haarlemmermeer,I,N,122.3d,42,'HEUSDEN'VBW. d,R,122.11199951,059,KPK0001143403,I,,POINT (139053.80710000172 412179.09870000184)
convergenties_kenmerk.904,T-aansluiting Haarlemmermeer,I,N,123.1b,42,'HEUSDEN'VBW. b,R,123.3010025,059,KPK0001143406,I,,POINT (140238.2899999991 412091.9404999986)
convergenties_kenmerk.905,Haarlemmermeer-aansluiting,I,N,124.3d,43,'NIEUWKUIJK'VBW. d,R,124.13400269,059,KPK0001143407,I,,POINT (141057.15720000118 411928.624400001)
convergenties_kenmerk.906,Haarlemmermeer-aansluiting,I,N,125.1b,43,'NIEUWKUIJK'VBW. b,R,125.27700043,059,KPK0001143412,I,,POINT (142168.64609999955 411674.9642999992)
convergenties_kenmerk.907,Pseudo T-aansluiting Haarlemmermeer,I,N,127.6t,44,'VLIJMEN'VBW. t,R,127.69999695,059,KPK0001143414,I,,POINT (144500.92570000142 411786.85179999843)
convergenties_kenmerk.908,T-knooppunt,I,N,128.8b,45,'RING-WEST 's-HERTOGENBOSCH-WEST'VBW. b,R,128.93299866,059,KPK0001143419,I,,POINT (145593.11609999835 412319.6042000018)
convergenties_kenmerk.909,Haarlemmermeer-aansluiting,I,N,130.6b,46,'ENGELEN'VBW. b,R,130.76800537,059,KPK0001143421,I,,POINT (146794.72700000182 413694.83999999985)
convergenties_kenmerk.910,Haarlemmermeer-aansluiting,I,N,130.0d,46,'ENGELEN'VBW. d,R,129.80400085,059,KPK0001143422,I,,POINT (146105.89279999956 413022.4572999999)
convergenties_kenmerk.911,Haarlemmermeer-aansluiting,I,N,132.5d,47,''s-HERTOGENBOSCH-MAASPOORT'VBW. d,R,132.38499451,059,KPK0001143430,I,,POINT (148288.57679999992 414262.25140000135)
convergenties_kenmerk.912,Haarlemmermeer-aansluiting,I,N,133.1b,47,''s-HERTOGENBOSCH-MAASPOORT'VBW. b,R,133.25,059,KPK0001143435,I,,POINT (149141.01330000162 414435.682599999)
convergenties_kenmerk.913,Pseudo T-knooppunt,I,N,112.1e,,'KP.EMPEL'UTRECHT VBW. e(RW2),R,134.38200378,059,KPK0001143441,I,,POINT (150227.0086000003 414740.3344999999)
convergenties_kenmerk.914,T-knooppunt,I,N,115.5f,,'KP.HINTHAM'NIJMEGEN VBW. f(RW2),R,140.24499512,059,KPK0001143449,I,,POINT (152872.1228 412227.56639999896)
convergenties_kenmerk.915,Halfklaverblad-aansluiting,I,N,141.0d,48,'ROSMALEN'VBW. d,R,140.89100647,059,KPK0001143457,I,,POINT (153325.78979999945 412673.0425999984)
convergenties_kenmerk.916,Halfklaverblad-aansluiting,I,N,141.1b,48,'ROSMALEN'VBW. b,R,141.19900513,059,KPK0001143462,I,,POINT (153590.73690000176 412857.0190999992)
convergenties_kenmerk.917,Haarlemmermeer-aansluiting,I,N,142.0d,49,'ROSMALEN-OOST'VBW. d,R,141.80099487,059,KPK0001143469,I,,POINT (154122.19860000163 413120.5747999996)
convergenties_kenmerk.918,Haarlemmermeer-aansluiting,I,N,144.1d,50,'KRUISSTRAAT'VBW. d,R,143.90400696,059,KPK0001143472,I,,POINT (156113.94460000098 413778.28489999846)
convergenties_kenmerk.919,Halfklaverblad-aansluiting,I,N,53.9b,8,'BEVERWIJK-OOST'VBW. b,R,54.11399841,009,KPK0001130525,I,,POINT (107287.7622999996 498951.2804999985)
convergenties_kenmerk.920,Halfklaverblad-aansluiting,I,N,53.6d,8,'BEVERWIJK-OOST'VBW. d,R,53.43899918,009,KPK0001130526,I,,POINT (106918.42419999838 498386.131000001)
convergenties_kenmerk.921,Pseudo T-knooppunt,C,N,16.9#,,'KP.BEVERWIJK'HEEMSKERK (RW22),R,55.86000061,009,KPK0001130575,I,,POINT (108057.69579999894 500516.3365000002)
convergenties_kenmerk.922,,I,N,57.1m,,BS.PPL.+ REST.'TWAALFMAAT',R,57.21500015,009,KPK0001130583,I,,POINT (108476.70030000061 501805.2404999994)
convergenties_kenmerk.923,T-aansluiting halfklaverblad,I,N,58.2b,9,'HEEMSKERK'VBW. b,R,58.33599854,009,KPK0001130584,I,,POINT (109005.00710000098 502793.0133000016)
convergenties_kenmerk.924,,C,N,56.6n,,BS.PPL.'AKERMAAT',R,56.45100021,009,KPK0001130585,I,,POINT (108242.47549999878 501072.70329999924)
convergenties_kenmerk.925,T-aansluiting halfklaverblad,I,N,58.0d,9,'HEEMSKERK'VBW. d,R,57.86399841,009,KPK0001130586,I,,POINT (108731.71379999816 502401.873300001)
convergenties_kenmerk.926,Pseudo T-knooppunt,C,N,50.3d,,'KP.WERPSTERHOEK'LEEUWARDEN-ZUID VBW. d,R,50.13999939,031,KPK0001140716,I,,POINT (182080.97940000147 574794.2697999999)
convergenties_kenmerk.927,Niet indeelbaar,C,N,0.0#,,'NIJEGA' (N356),R,66.51699829,031,KPK0001140725,I,,POINT (197606.4070999995 573326.3698000014)
convergenties_kenmerk.928,Niet indeelbaar,I,N,0.0#,,'BLAKENSTEIN',R,9.33300018,032,KPK0001140734,I,,POINT (210388.90630000085 523358.2291000001)
convergenties_kenmerk.929,T-knooppunt,I,N,114.6f,,'KP.LANKHORST'LEEUWARDEN VBW. f(RW28),R,6.13100004,032,KPK0001140744,I,,POINT (209684.64660000056 520499.5366999991)
convergenties_kenmerk.930,Haarlemmermeer-aansluiting,I,N,7.3b,1,'MEPPEL-ZUID'VBW. b,R,7.47700024,032,KPK0001140756,I,,POINT (209668.621199999 521751.80739999935)
convergenties_kenmerk.931,Haarlemmermeer-aansluiting,C,N,6.9d,1,'MEPPEL-ZUID'VBW. d,R,6.78200006,032,KPK0001140757,I,,POINT (209440.3612000011 521096.32510000095)
convergenties_kenmerk.932,Halfklaverblad-aansluiting,I,N,8.9b,2,'MEPPEL'VBW. b,R,9.17000008,032,KPK0001140777,I,,POINT (210470.809799999 523194.37779999897)
convergenties_kenmerk.933,Halfklaverblad-aansluiting,I,N,9.3d,2,'MEPPEL'VBW. d,R,9.18299961,032,KPK0001140778,I,,POINT (210460.01819999889 523205.3495000005)
convergenties_kenmerk.934,Halfklaverblad-aansluiting,I,N,10.2d,3,'MEPPEL-NOORD'VBW. d,R,10.07600021,032,KPK0001140784,I,,POINT (210487.02659999952 524098.3471000008)
convergenties_kenmerk.935,Halfklaverblad-aansluiting,I,N,10.4b,3,'MEPPEL-NOORD'VBW. b,R,10.52400017,032,KPK0001140792,I,,POINT (210389.09970000014 524529.1642999984)
convergenties_kenmerk.936,Haarlemmermeer-aansluiting,I,N,13.5b,4,'DIEVER'VBW. b,R,13.74600029,032,KPK0001140793,I,,POINT (209855.2415000014 527687.6867999993)
convergenties_kenmerk.937,Halfklaverblad-aansluiting,I,N,18.5b,5,'STEENWIJK-ZUID'VBW. b,R,18.63500023,032,KPK0001140795,I,,POINT (208028.00890000165 532217.9690999985)
convergenties_kenmerk.938,Haarlemmermeer-aansluiting,I,N,12.9d,4,'DIEVER'VBW. d,R,12.64000034,032,KPK0001140796,I,,POINT (210167.28489999846 526626.5465000011)
convergenties_kenmerk.939,,I,N,15.8q,,BS.PPL.'BOVENBOER',R,15.67800045,032,KPK0001140797,I,,POINT (209161.86710000038 529489.2591999993)
convergenties_kenmerk.940,Halfklaverblad-aansluiting,I,N,18.8d,5,'STEENWIJK-ZUID'VBW. d,R,18.6420002,032,KPK0001140798,I,,POINT (208011.66189999878 532221.3537999988)
convergenties_kenmerk.941,Haarlemmermeer-aansluiting,I,N,22.7d,6,'STEENWIJK'VBW. d,R,22.42200089,032,KPK0001140800,I,,POINT (205365.78700000048 534758.4523000009)
convergenties_kenmerk.942,Haarlemmermeer-aansluiting,I,N,23.4b,6,'STEENWIJK'VBW. b,R,23.55999947,032,KPK0001140802,I,,POINT (204297.2232999988 535139.3202)
convergenties_kenmerk.943,Haarlemmermeer-aansluiting,I,N,25.5b,7,'STEENWIJK-NOORD'VBW. b,R,25.69599915,032,KPK0001140805,I,,POINT (202309.3585000001 535878.7399000004)
convergenties_kenmerk.944,Haarlemmermeer-aansluiting,I,N,25.0d,7,'STEENWIJK-NOORD'VBW. d,R,24.78300095,032,KPK0001140806,I,,POINT (203116.43609999865 535466.0945000015)
convergenties_kenmerk.945,Halfklaverblad-aansluiting,I,N,35.1b,8,'WOLVEGA'VBW. b,R,35.27299881,032,KPK0001140809,I,,POINT (197922.54679999873 544093.0910999998)
convergenties_kenmerk.946,Halfklaverblad-aansluiting,I,N,34.9d,8,'WOLVEGA'VBW. d,R,34.72100067,032,KPK0001140810,I,,POINT (197923.77109999955 543542.3513000011)
convergenties_kenmerk.947,T-aansluiting halfklaverblad,I,N,38.9d,9,'TER IDZARD'VBW. d,R,38.72200012,032,KPK0001140812,I,,POINT (196197.72630000114 547032.1693999991)
convergenties_kenmerk.948,T-aansluiting halfklaverblad,I,N,38.9b,9,'TER IDZARD'VBW. b,R,39.08800125,032,KPK0001140814,I,,POINT (195915.7120999992 547263.3548999988)
convergenties_kenmerk.949,Niet indeelbaar,I,N,0.0#,,'ZUTPHENSESTRAAT'(N345),R,206.21800232,050,KPK0001142207,I,,POINT (198177.82499999925 468968.57499999925)
convergenties_kenmerk.950,Pseudo Haarlemmermeer-aansluiting,I,N,0.0#,,'BRIELSE MAAS-NOORD'VBW. b,R,3.33299994,057,KPK0001142219,I,,POINT (73948.90150000155 435338.27849999815)
convergenties_kenmerk.951,Haarlemmermeer-aansluiting,I,N,5.1b,,'BRIELLE'VBW. b,R,5.24900007,057,KPK0001142225,I,,POINT (72900.02519999817 433781.71189999953)
convergenties_kenmerk.952,Haarlemmermeer-aansluiting,C,N,4.3d,,'BRIELLE'VBW. d,R,4.23199987,057,KPK0001142226,I,,POINT (73318.75059999898 434702.9270000011)
convergenties_kenmerk.953,Pseudo Haarlemmermeer-aansluiting,I,N,18.5d,,'HAVENS STELLENDAM'VBW. d,R,18.32799911,057,KPK0001142234,I,,POINT (62319.64189999923 427397.7659999989)
convergenties_kenmerk.954,Halfklaverblad-aansluiting,I,N,2.9d,1,'RING 's-HERTOGENBOSCH-WEST'VBW. d,R,2.79099989,065,KPK0001143511,I,,POINT (149201.02690000087 408671.692400001)
convergenties_kenmerk.955,Halfklaverblad-aansluiting,I,N,59.3d,10,'UITGEEST'VBW. d,R,59.0019989,009,KPK0001130634,I,,POINT (109396.17080000043 503329.13809999824)
convergenties_kenmerk.956,Halfklaverblad-aansluiting,I,N,59.3b,10,'UITGEEST'VBW. b,R,59.47900009,009,KPK0001130637,I,,POINT (109620.71350000054 503740.5647)
convergenties_kenmerk.957,Haarlemmermeer-aansluiting,I,N,42.7b,10,'HEERENVEEN-ZUID'VBW. b,R,42.85400009,032,KPK0001140821,I,,POINT (193461.41330000013 549848.3751999997)
convergenties_kenmerk.958,Klaverbladknooppunt,I,N,144.2j,,'KP.HEERENVEEN'LEEUWARDEN VBW. j(RW 7),R,48.18600082,032,KPK0001140834,I,,POINT (190648.05700000003 554270.5181999989)
convergenties_kenmerk.959,Klaverbladknooppunt,I,N,144.0e,,'KP.HEERENVEEN'HEERENVEEN VBW. e(RW 7),R,47.57500076,032,KPK0001140835,I,,POINT (191108.65150000155 553871.1695000008)
convergenties_kenmerk.960,Klaverbladknooppunt,I,N,143.4k,,'KP.HEERENVEEN'LEEUWARDEN VBW. k(RW 7),R,48.47800064,032,KPK0001140836,I,,POINT (190417.65150000155 554446.0808999985)
convergenties_kenmerk.961,Klaverbladknooppunt,I,N,143.4f,,'KP.HEERENVEEN'HEERENVEEN VBW. f(RW 7),R,48.95199966,032,KPK0001140839,I,,POINT (190057.70059999824 554769.8159999996)
convergenties_kenmerk.962,,I,N,0.0#,,BS.PPL.'SMARPOT',R,56.45700073,032,KPK0001140843,I,,POINT (186114.8830000013 560903.253899999)
convergenties_kenmerk.963,Haarlemmermeer-aansluiting,I,N,63.3b,14,'GROU'VBW. b,R,63.49000168,032,KPK0001140852,I,,POINT (184109.92449999973 567627.4701000005)
convergenties_kenmerk.964,Haarlemmermeer-aansluiting,I,N,65.8b,15,'SNEEK'VBW. b,R,65.98899841,032,KPK0001140853,I,,POINT (183357.24080000073 570009.8306999989)
convergenties_kenmerk.965,,I,N,0.0#,,BS.PPL.'MANDELAN',R,67.81300354,032,KPK0001140854,I,,POINT (182796.19350000098 571745.8016999997)
convergenties_kenmerk.966,Haarlemmermeer-aansluiting,I,N,62.7d,14,'GROU'VBW. d,R,62.54600143,032,KPK0001140855,I,,POINT (184331.2164000012 566710.5023000017)
convergenties_kenmerk.967,Haarlemmermeer-aansluiting,I,N,65.1d,15,'SNEEK'VBW. d,R,64.85299683,032,KPK0001140856,I,,POINT (183670.79919999838 568920.4180000015)
convergenties_kenmerk.968,Halfklaverblad-aansluiting,I,N,69.2b,16,'WIRDUM'VBW. b,R,69.33399963,032,KPK0001140858,I,,POINT (182370.7151999995 573208.3891999982)
convergenties_kenmerk.969,Halfklaverblad-aansluiting,I,N,69.2d,16,'WIRDUM'VBW. d,R,69.06300354,032,KPK0001140859,I,,POINT (182429.46719999984 572937.8368000016)
convergenties_kenmerk.970,Pseudo T-knooppunt,I,N,71.1b,,'KP.WERPSTERHOEK'HARLINGEN VBW. b,R,71.17500305,032,KPK0001140864,I,,POINT (181816.03130000085 574763.4197999984)
convergenties_kenmerk.971,Pseudo T-knooppunt,I,N,6.0b,,'KP.ASSEN'ASSEN VBW. b,R,6.17700005,033,KPK0001140867,I,,POINT (232925.71339999884 554499.1143999994)
convergenties_kenmerk.972,Pseudo T-knooppunt,C,N,171.2r,,'KP.ASSEN'EEMSHAVEN VBW. r (RW28),R,6.71799994,033,KPK0001140868,I,,POINT (233441.7685999982 554308.6548999995)
convergenties_kenmerk.973,Pseudo T-knooppunt,I,N,6.0d,,'KP.ASSEN'ASSEN VBW. d,R,5.88000011,033,KPK0001140869,I,,POINT (232653.00250000134 554634.5980999991)
convergenties_kenmerk.974,,I,N,0.0#,,BS.PPL.'BAARVELD',R,11.18200016,033,KPK0001140876,I,,POINT (237853.51300000027 554460.6064000018)
convergenties_kenmerk.975,,I,N,0.0#,,BS.PPL.'NIJLANDERVELD',R,10.47999954,033,KPK0001140877,I,,POINT (237151.36089999974 554401.811999999)
convergenties_kenmerk.976,Halfklaverblad-aansluiting,I,N,13.1b,33,'ROLDE'VBW. b,R,13.27200031,033,KPK0001140881,I,,POINT (239857.73220000044 554964.7221999988)
convergenties_kenmerk.977,Pseudo Haarlemmermeer-aansluiting,I,N,21.1d,34,'GIETEN'VBW. d,R,20.89299965,033,KPK0001140885,I,,POINT (246121.33069999889 558929.7100000009)
convergenties_kenmerk.978,Halfklaverblad-aansluiting,I,N,27.5d,35,'GIETERVEEN'VBW. d,R,27.30699921,033,KPK0001140890,I,,POINT (251311.42859999835 562576.621100001)
convergenties_kenmerk.979,Halfklaverblad-aansluiting,I,N,29.8d,36,'BAREVELD'VBW. d,R,29.62199974,033,KPK0001140891,I,,POINT (253293.3478000015 563674.0362000018)
convergenties_kenmerk.980,Haarlemmermeer-aansluiting,I,N,33.4b,37,'VEENDAM-ZUID'VBW. b,R,33.53900146,033,KPK0001140896,I,,POINT (255279.38419999927 566967.4433000013)
convergenties_kenmerk.981,Haarlemmermeer-aansluiting,I,N,33.0d,37,'VEENDAM-ZUID'VBW. d,R,32.85200119,033,KPK0001140897,I,,POINT (255045.99590000138 566320.0938000008)
convergenties_kenmerk.982,Haarlemmermeer-aansluiting,I,N,35.6b,38,'VEENDAM'VBW. b,R,35.73699951,033,KPK0001140900,I,,POINT (256123.36340000108 568988.1651000008)
convergenties_kenmerk.983,Haarlemmermeer-aansluiting,I,N,35.5d,38,'VEENDAM'VBW. d,R,35.34500122,033,KPK0001140901,I,,POINT (255888.07919999957 568673.5621000007)
convergenties_kenmerk.984,,I,N,0.0#,,BUSH.,R,59.88800049,057,KPK0001142311,I,,POINT (39049.66800000146 406977.0155999996)
convergenties_kenmerk.985,Halfklaverblad-aansluiting,I,N,0.0#,,'DELTAPARK NEELTJE JANS'VBW. b,R,60.65299988,057,KPK0001142318,I,,POINT (38496.57490000129 406462.1726000011)
convergenties_kenmerk.986,Halfklaverblad-aansluiting,I,N,0.0#,,'DELTAPARK NEELTJE JANS'VBW. d,R,60.7120018,057,KPK0001142319,I,,POINT (38456.52169999853 406423.7012999989)
convergenties_kenmerk.987,Halfklaverblad-aansluiting,I,N,79.6d,,'MIDDELBURG-CENTRUM'VBW. d,R,79.41500092,057,KPK0001142340,I,,POINT (33187.89460000023 392753.0186999999)
convergenties_kenmerk.988,Haarlemmermeer-aansluiting,I,N,18.1b,2,'BERKEL-ENSCHOT'VBW. b,R,18.23500061,065,KPK0001143606,I,,POINT (138113.690200001 398244.5346000008)
convergenties_kenmerk.989,T-aansluiting halfklaverblad,I,N,19.4b,3,'RING-NOORD TILBURG-NOORD'VBW. b,R,19.61199951,065,KPK0001143611,I,,POINT (137563.90069999918 396996.6068999991)
convergenties_kenmerk.990,T-knooppunt,I,N,34.5f,,'KP.DE BAARS'OISTERWIJK VBW. f (RW58),R,21.20899963,065,KPK0001143614,I,,POINT (136628.8949000016 395692.8759999983)
convergenties_kenmerk.991,Pseudo Haarlemmermeer-aansluiting,C,N,69.4s,,'KP.KOOIMEER'RING-WEST AMSTERDAM VBW. s,R,69.28199768,009,KPK0001130758,I,,POINT (110643.74190000072 513312.38109999895)
convergenties_kenmerk.992,,I,N,0.0#,,BS.,R,78.34400177,009,KPK0001130773,I,,POINT (109861.86059999838 516663.5128999986)
convergenties_kenmerk.993,,I,N,0.0#,,BS.,R,79.45800018,009,KPK0001130777,I,,POINT (110452.56509999931 517598.75549999997)
convergenties_kenmerk.994,Haarlemmermeer-aansluiting,I,N,0.0#,,'WARMENHUIZEN'VBW. d,R,87.70300293,009,KPK0001130783,I,,POINT (109464.38030000031 524555.5954999998)
convergenties_kenmerk.995,Haarlemmermeer-aansluiting,I,N,101.5b,,''t ZAND'VBW. b,R,101.65899658,009,KPK0001130812,I,,POINT (111408.61719999835 536758.3469999991)
convergenties_kenmerk.996,Haarlemmermeer-aansluiting,I,N,40.0b,39,'VEENDAM-NOORD'VBW. b,R,40.17300034,033,KPK0001140904,I,,POINT (256156.65579999983 573398.8418999985)
convergenties_kenmerk.997,Haarlemmermeer-aansluiting,I,N,39.5d,39,'VEENDAM-NOORD'VBW. d,R,39.38399887,033,KPK0001140905,I,,POINT (256198.5438000001 572616.1152000017)
convergenties_kenmerk.998,Pseudo Klaverbladknooppunt,I,N,224.3j,,'KP.ZUIDBROEK'EEMSHAVEN VBW. j (RW7),R,43.79399872,033,KPK0001140908,I,,POINT (255767.57730000094 576985.9915999994)
convergenties_kenmerk.999,Halfklaverblad-aansluiting,I,N,160.2d,38,'ELST'VBW. d,R,159.91900635,015,KPK0001135530,I,,POINT (185860.51289999858 434036.0967000015)
convergenties_kenmerk.1000,Haarlemmermeer-aansluiting,I,N,11.3b,17,'OOSTERHOUT-ZUID'VBW. b,R,11.43400002,027,KPK0001138279,I,,POINT (119422.43609999865 404564.7142999992)
convergenties_kenmerk.1001,Pseudo Haarlemmermeer-aansluiting,I,N,11.9b,18,'OOSTERHOUT-OOST'VBW. b,R,11.99699974,027,KPK0001138301,I,,POINT (119750.33100000024 405021.7395000011)
convergenties_kenmerk.1002,T-knooppunt,C,J,182.0w,,'KP.WATERBERG'OBERHAUSEN VBW. w(RW 50),R,128.3999939,012,KPK0001196741,I,,POINT (191863.7798999995 447620.6625000015)
convergenties_kenmerk.1003,Pseudo Klaverbladknooppunt,I,N,223.6k,,'KP.ZUIDBROEK'ZWOLLE VBW. k (RW7),R,43.92100143,033,KPK0001197732,I,,POINT (255742.685899999 577108.7410999984)
convergenties_kenmerk.1004,Haarlemmermeer-aansluiting,I,N,52.9b,,'SIDDEBUREN'VBW. b,R,53.05099869,033,KPK0001197747,I,,POINT (254364.47239999846 586057.1121999994)
convergenties_kenmerk.1005,Halfklaverblad-aansluiting,I,N,63.2b,,'DELFZIJL'VBW. b,R,63.26800156,033,KPK0001197762,I,,POINT (254314.72470000014 594123.5436000004)
convergenties_kenmerk.1006,Klaverbladknooppunt,C,N,12.7r,,'KP.RESSEN'ARNHE VBW. r(RW325),R,161.38699341,015,KPK0001135558,I,,POINT (187316.49799999967 434208.1532999985)
convergenties_kenmerk.1007,Klaverbladknooppunt,I,N,12.4v,,'KP.RESSEN'ARNHEM VBW. v(RW325),R,161.90400696,015,KPK0001135573,I,,POINT (187848.3476999998 434285.9268999994)
convergenties_kenmerk.1008,Klaverbladknooppunt,I,N,13.4w,,'KP.RESSEN'NIJMEGEN VBW. w(RW325),R,162.32000732,015,KPK0001135574,I,,POINT (188222.9032999985 434428.62319999933)
convergenties_kenmerk.1009,Klaverbladknooppunt,I,N,13.2s,,'KP.RESSEN'NIJMEGEN VBW. s(RW325),R,162.6519928,015,KPK0001135578,I,,POINT (188555.9926000014 434486.5436999984)
convergenties_kenmerk.1010,Halfklaverblad-aansluiting,I,N,190.7d,1,'DIDAM'VBW. d,R,190.57899475,015,KPK0001135587,I,,POINT (207717.2076999992 437597.06230000034)
convergenties_kenmerk.1011,,I,N,193.5m,,BS.PPL.'STILLE WALD',R,193.63999939,015,KPK0001135618,I,,POINT (210125.58040000126 439459.2430999987)
convergenties_kenmerk.1012,Halfklaverblad-aansluiting,I,N,199.9b,3,'DOETINCHEM'VBW. b,R,200.05799866,015,KPK0001135624,I,,POINT (216470.95580000058 439848.4409000017)
convergenties_kenmerk.1013,Halfklaverblad-aansluiting,I,N,201.7d,4,'DOETINCHEM-OOST'VBW. d,R,201.46800232,015,KPK0001135627,I,,POINT (217877.15410000086 439963.0493000001)
convergenties_kenmerk.1014,Halfklaverblad-aansluiting,I,N,201.8b,4,'DOETINCHEM-OOST'VBW. b,R,201.94299316,015,KPK0001135629,I,,POINT (218338.87849999964 440045.14820000157)
convergenties_kenmerk.1015,Pseudo Haarlemmermeer-aansluiting,I,N,81.3d,30,'VEEMARKT'VBW. d,R,81.05599976,027,KPK0001139324,I,,POINT (139146.3936999999 456735.99219999835)
convergenties_kenmerk.1016,Pseudo Haarlemmermeer-aansluiting,C,N,0.0#,,MAARSEN VBW,R,84.3030014,027,KPK0001139360,I,,POINT (137861.17049999908 458964.15940000117)
convergenties_kenmerk.1017,Pseudo Klaverbladknooppunt,I,N,1.2y,,'KP.RIJNSWEERD'UTRECHT-SCIENCE PARK y,R,1.051,028,KPK0001139378,I,,POINT (139577.0784999989 456003.4978)
convergenties_kenmerk.1018,Haarlemmermeer-aansluiting,I,N,310.6d,24,'JOURE'VBW. d,R,310.60299683,006,KPK0001196196,I,,POINT (183675.0502000004 552032.0632999986)
convergenties_kenmerk.1019,Haarlemmermeer-aansluiting,I,N,311.6b,24,'JOURE'VBW. b,R,311.70401001,006,KPK0001196199,I,,POINT (184606.65819999948 552505.760400001)
convergenties_kenmerk.1020,Niet indeelbaar,I,N,0.0#,,'HOMMERTS' (N354),R,121.85500336,007,KPK0001196232,I,,POINT (173053.63199999928 559490.0229000002)
convergenties_kenmerk.1021,Halfklaverblad-aansluiting,I,N,245.3b,13,'NEEDE'VBW. b,R,245.36799622,015,KPK0001135699,I,,POINT (242974.32229999825 461477.4780000001)
convergenties_kenmerk.1022,Halfklaverblad-aansluiting,I,N,254.2b,14,'HAAKSBERGEN'VBW. b,R,254.33000183,015,KPK0001135700,I,,POINT (249131.27629999816 466742.41059999913)
convergenties_kenmerk.1023,Niet indeelbaar,I,N,260.3d,,'ENSCHEDE-WEST'VBW. d,R,260.23498535,015,KPK0001135712,I,,POINT (253009.8172999993 469393.47040000185)
convergenties_kenmerk.1024,Halfklaverblad-aansluiting,I,N,8.2d,3,'DEN DOLDER'VBW. d,R,8.07999992,028,KPK0001139447,I,,POINT (146113.24439999834 457530.88439999893)
convergenties_kenmerk.1025,Halfklaverblad-aansluiting,I,N,11.7b,4,'SOESTERBERG'VBW. b,R,11.89999962,028,KPK0001139497,I,,POINT (149765.08619999886 458645.08199999854)
convergenties_kenmerk.1026,Halfklaverblad-aansluiting,I,J,11.6d,4,'SOESTERBERG'VBW. d,R,11.47799969,028,KPK0001139498,I,,POINT (149346.4990000017 458611.70699999854)
convergenties_kenmerk.1027,T-knooppunt,I,N,101.4b,,'KP.ZURICH'ZURICH VBW. b,R,101.52600098,007,KPK0001196320,I,,POINT (155328.061999999 567789.7608999982)
convergenties_kenmerk.1028,T-knooppunt,I,N,4.9u,,'KP.ZURICH'HARLINGEN VBW. u(RW31),R,102.56800079,007,KPK0001196326,I,,POINT (156329.9134999998 567662.1526999995)
convergenties_kenmerk.1029,,I,N,103.9n,,BS.PPL.'WILDINGHE',R,103.70300293,007,KPK0001196329,I,,POINT (157420.9871999994 567331.9193999991)
convergenties_kenmerk.1030,Haarlemmermeer-aansluiting,I,N,112.3d,18,'BOLSWARD-OOST'VBW. d,R,112.18099976,007,KPK0001196336,I,,POINT (164615.2670999989 563342.4706999995)
convergenties_kenmerk.1031,Haarlemmermeer-aansluiting,I,N,112.8b,18,'BOLSWARD-OOST'VBW. b,R,112.91100311,007,KPK0001196338,I,,POINT (165305.56769999862 563111.9895000011)
convergenties_kenmerk.1032,Haarlemmermeer-aansluiting,I,N,114.9d,19,'NIJLAND'VBW. d,R,114.76799774,007,KPK0001196342,I,,POINT (167043.49639999866 562453.4276)
convergenties_kenmerk.1033,Haarlemmermeer-aansluiting,I,N,0.0#,20,'RING-WEST SNEEK-WEST'VBW. b,R,119.34400177,007,KPK0001196352,I,,POINT (170865.89990000054 560497.0419999994)
convergenties_kenmerk.1034,Haarlemmermeer-aansluiting,I,N,122.0b,21,'SNEEK-CENTRUM'VBW. b,R,122.08000183,007,KPK0001196356,I,,POINT (173276.43310000002 559491.9992999993)
convergenties_kenmerk.1035,Haarlemmermeer-aansluiting,I,N,0.0#,21a,'IND.WOUDVAART'VBW. b,R,122.41799927,007,KPK0001196357,I,,POINT (173614.43059999868 559475.4849999994)
convergenties_kenmerk.1036,Haarlemmermeer-aansluiting,I,N,121.7d,21,'SNEEK-CENTRUM'VBW. d,R,121.51499939,007,KPK0001196358,I,,POINT (172717.38419999927 559529.1710000001)
convergenties_kenmerk.1037,Haarlemmermeer-aansluiting,I,N,123.1d,22,'SNEEK-OOST'VBW. d,R,123.04000092,007,KPK0001196360,I,,POINT (174242.90190000087 559464.5604000017)
convergenties_kenmerk.1038,,I,N,129.1n,,BS.PPL.'BLOKSLOOT',R,128.91000366,007,KPK0001196367,I,,POINT (177681.93809999898 555697.2419999987)
convergenties_kenmerk.1039,Halfklaverblad-aansluiting,I,N,140.1d,25,'OUDEHASKE'VBW. d,R,140.02999878,007,KPK0001196373,I,,POINT (187160.77710000053 553020.0265000015)
convergenties_kenmerk.1040,Pseudo Haarlemmermeer-aansluiting,I,N,142.4b,26,'HEERENVEEN-WEST'VBW. b,R,142.61799622,007,KPK0001196376,I,,POINT (189643.92229999974 553737.7553000003)
convergenties_kenmerk.1041,Klaverbladknooppunt,I,N,47.9w,,'KP.HEERENVEEN'DRACHTEN VBW. w(RW32),R,143.63999939,007,KPK0001196382,I,,POINT (190489.17049999908 554321.8445000015)
convergenties_kenmerk.1042,Halfklaverblad-aansluiting,I,N,152.2b,27,'TIJNJE'VBW. b,R,152.37600708,007,KPK0001196393,I,,POINT (196823.41090000048 559557.2457000017)
