FID,omschr,type_conv,doseerinst,hectobord,toeritnr,toeritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
convergenties_kenmerk.541,Halfklaverblad-aansluiting,I,N,87.8d,15,'GELDERMALSEN'VBW. d,R,87.65000153,002,KPK0001124329,I,,POINT (142681.23530000076 432313.9519999996)
convergenties_kenmerk.542,Pseudo T-knooppunt,C,N,0.0#,,'KP.BENELUX'HOOGVLIET VBW. q  (RW.15),R,76.26699829,004,KPK0001127165,I,,POINT (85499.8220999986 432348.4213999994)
convergenties_kenmerk.543,Pseudo Klaverbladknooppunt,I,N,37.1w,,'KP.RAASDORP'AMSTERDAM-WESTPOORT VBW. w,R,9.65699959,005,KPK0001128434,I,,POINT (111771.30970000103 486679.60830000043)
convergenties_kenmerk.544,Halfklaverblad-aansluiting,I,N,13.6d,2,'IJMUIDEN'VBW. d,R,13.41100025,005,KPK0001128486,I,,POINT (113582.05029999837 489650.8685999997)
convergenties_kenmerk.545,Halfklaverblad-aansluiting,I,J,14.8b,3,'AMSTERDAM-WESTPOORT'VBW. b,R,14.95100021,005,KPK0001128497,I,,POINT (115132.48970000073 489660.45490000024)
convergenties_kenmerk.546,Halfklaverblad-aansluiting,I,N,14.7d,3,'AMSTERDAM-WESTPOORT'VBW. d,R,14.55000019,005,KPK0001128498,I,,POINT (114731.18239999935 489676.35440000147)
convergenties_kenmerk.547,Halfklaverblad-aansluiting,C,N,88.1b,15,'GELDERMALSEN'VBW. b,R,88.27500153,002,KPK0001124355,I,,POINT (142979.25930000097 431766.3563000001)
convergenties_kenmerk.548,Klaverbladknooppunt,C,N,89.9n,,'KP.DEIL'ROTTERDAM RANG.BAAN n,R,89.15100098,002,KPK0001124363,I,,POINT (143451.2613000013 431034.6272)
convergenties_kenmerk.549,Klaverbladknooppunt,I,N,113.7w,,'KP.DEIL''S-HERTOGENBOSCH VBW. w (RW015),R,91.8690033,002,KPK0001124391,I,,POINT (144753.08320000023 428638.67240000144)
convergenties_kenmerk.550,Halfklaverblad-aansluiting,I,N,93.6b,16,'WAARDENBURG'VBW. b,R,93.78700256,002,KPK0001124392,I,,POINT (145735.16420000046 426994.5441999994)
convergenties_kenmerk.551,T-aansluiting halfklaverblad,I,N,102.8d,17,'ZALTBOMMEL'VBW. d,R,102.56600189,002,KPK0001124462,I,,POINT (146108.67240000144 422847.4554999992)
convergenties_kenmerk.552,Haarlemmermeer-aansluiting,I,N,25.4n,8,'OOSTVOORNE'VBW. n,R,25.26499939,015,KPK0001191788,I,,POINT (65879.27299999818 439085.1070000008)
convergenties_kenmerk.553,Pseudo T-knooppunt,I,N,21.9v,,'KP.HOLENDRECHT'UTRECHT VBW. v(RW9),R,36.20899963,002,KPK0001125891,I,,POINT (124911.52499999851 477836.34600000083)
convergenties_kenmerk.554,Haarlemmermeer-aansluiting,I,N,56.4d,6,'MAARSSEN'VBW. d,R,56.02600098,002,KPK0001125910,I,,POINT (130305.73259999976 459326.0709999986)
convergenties_kenmerk.555,Haarlemmermeer-aansluiting,I,N,58.0d,7,'UTRECHT-LEIDSCHE RIJN'VBW. d,R,57.73799896,002,KPK0001125919,I,,POINT (131677.96950000152 458343.6988000013)
convergenties_kenmerk.556,Haarlemmermeer-aansluiting,I,N,27.3d,9,'HAVENS 6200-7000'VBW. d,R,27.13299942,015,KPK0001191810,I,,POINT (67171.18219999969 439883.2870000005)
convergenties_kenmerk.557,Halfklaverblad-aansluiting,I,N,32.4b,11,'HAVENS 5500-5700'VBW. b,R,32.69499969,015,KPK0001191818,I,,POINT (71741.04540000111 437629.0267999992)
convergenties_kenmerk.558,,I,N,0.0#,,BS.PPL.'STAALDIEP',R,34.38499832,015,KPK0001191834,I,,POINT (73010.26300000027 436520.8969999999)
convergenties_kenmerk.559,Pseudo T-knooppunt,C,N,36.0b,12,'BRIELLE'VBW. b,R,36.20100021,015,KPK0001191856,I,,POINT (74429.26339999959 435388.41519999877)
convergenties_kenmerk.560,Pseudo T-knooppunt,I,N,37.8x,,'BRIELLE'RANG.BAAN x,R,38.04000092,015,KPK0001191887,I,,POINT (76223.63369999826 435062.28759999946)
convergenties_kenmerk.561,Halfklaverblad-aansluiting,I,N,62.0d,8,'UTRECHT-LANGERAK'VBW. d,R,61.84999847,002,KPK0001125942,I,,POINT (133688.0773999989 454947.01850000024)
convergenties_kenmerk.562,Haarlemmermeer-aansluiting,I,N,2.7b,1,'OUDE-WETERING'VBW. b,R,2.72199988,044,KPK0001141212,I,,POINT (102745.14559999853 471717.45219999924)
convergenties_kenmerk.563,Haarlemmermeer-aansluiting,I,N,39.9b,14,'ROZENBURG-CENTRUM'VBW. b,R,40.04999924,015,KPK0001191921,I,,POINT (77294.18569999933 433857.96730000153)
convergenties_kenmerk.564,Haarlemmermeer-aansluiting,I,N,42.6d,15,'HAVENS 4100-5200'VBW. d,R,42.41500092,015,KPK0001191960,I,,POINT (78133.90940000117 431725.89460000023)
convergenties_kenmerk.565,Haarlemmermeer-aansluiting,I,N,43.2b,15,'HAVENS 4000-5225'VBW. b,R,43.36500168,015,KPK0001191971,I,,POINT (79048.44530000165 431573.3938000016)
convergenties_kenmerk.566,Pseudo T-knooppunt,C,N,21.0s,,'KP.HOLENDRECHT'AMSTELVEEN VBW. s(RW9),R,37.29999924,002,KPK0001201609,I,,POINT (125381.79089999944 476879.5447999984)
convergenties_kenmerk.567,Pseudo Haarlemmermeer-aansluiting,C,N,78.2d,23,'PAPENDRECHT'VBW. d,R,77.9280014,015,KPK0001192054,I,,POINT (107996.94040000066 428265.9679999985)
convergenties_kenmerk.568,Haarlemmermeer-aansluiting,I,N,80.7b,24,'SLIEDRECHT-WEST'VBW. b,R,80.84200287,015,KPK0001192079,I,,POINT (110704.06549999863 427175.35610000044)
convergenties_kenmerk.569,Pseudo Halfklaverblad-aansluiting,I,N,36.2b,,'HAVENS 5500-5600'VBW. b,R,36.4090004,015,KPK0001192249,I,,POINT (74605.92980000004 435299.90949999914)
convergenties_kenmerk.570,Pseudo T-knooppunt,C,N,36.6p,12,'BRIELLE'VBW. p,R,36.75500107,015,KPK0001192252,I,,POINT (74898.49599999934 435340.5859000012)
convergenties_kenmerk.571,Pseudo Halfklaverblad-aansluiting,I,N,37.4b,,'ROZENBURG'VBW. b,R,37.44300079,015,KPK0001192254,I,,POINT (75596.20129999891 435276.8515999988)
convergenties_kenmerk.572,Pseudo T-knooppunt,I,N,93.1#,,'KP.EKKERSWEIJER'NIJMEGEN (RW50),R,155.02200317,002,KPK0001201738,I,,POINT (157098.21200000122 388499.98790000007)
convergenties_kenmerk.573,Haarlemmermeer-aansluiting,I,N,0.0#,,BS,R,48.64699936,015,KPK0001192296,I,,POINT (84312.70219999924 432482.62370000035)
convergenties_kenmerk.574,Pseudo Haarlemmermeer-aansluiting,C,N,53.2d,18,'ROTTERDAM-HEIJPLAAT'VBW. d,R,52.92300034,015,KPK0001192327,I,,POINT (88411.63720000163 432001.99920000136)
convergenties_kenmerk.575,Pseudo Haarlemmermeer-aansluiting,C,N,54.2d,19,'ROTTERDAM-CHARLOIS'VBW. d,R,53.94800186,015,KPK0001192335,I,,POINT (89431.79179999977 431677.6510999985)
convergenties_kenmerk.576,Overig volledig knooppunt,I,N,0.0#,,'KP.BADHOEVEDORP'ROTTERDAM VBW. p,R,4.48400021,004,KPK0001202192,I,,POINT (114015.59939999878 482405.66910000145)
convergenties_kenmerk.577,Overig volledig knooppunt,I,N,34.8s,,'KP.BADHOEVEDORP'ROTTERDAM VBW. s,R,5.57200003,004,KPK0001202200,I,,POINT (113029.76080000028 482044.3354999982)
convergenties_kenmerk.578,Haarlemmermeer-aansluiting,I,N,108.8d,14,'EMMELOORD-WEST'VBW. d,R,108.68199921,006,KPK0001202369,I,,POINT (178638.31810000166 521591.8013000004)
convergenties_kenmerk.579,Halfklaverblad-aansluiting,I,N,95.1d,27,'GORINCHEM'VBW. d,R,94.91400146,015,KPK0001192404,I,,POINT (124123.85889999941 428352.007100001)
convergenties_kenmerk.580,Niet indeelbaar,I,N,0.0#,,'BANNEWEG' (N216),R,95.20700073,015,KPK0001192431,I,,POINT (124014.26799999923 428422.34600000083)
convergenties_kenmerk.581,Niet indeelbaar,I,N,0.0#,,'BUSBAAN',R,6.72200012,001,KPK0001122362,I,,POINT (127740.31199999899 483539.63489999995)
convergenties_kenmerk.582,Niet indeelbaar,C,N,0.0#,,'WETERINGWEG',R,7.05299997,001,KPK0001122364,I,,POINT (127931.01700000092 483264.0879999995)
convergenties_kenmerk.583,Pseudo T-knooppunt,I,N,4.5u,,'KP.DIEMEN'ZAANSTAD VBW. u,R,7.71700001,001,KPK0001122369,I,,POINT (128530.56100000069 482980.44949999824)
convergenties_kenmerk.584,Pseudo T-knooppunt,I,N,4.0z,,WISSELSTROOK z(RW9),R,9.94799995,001,KPK0001122401,I,,POINT (130701.23600000143 482660.94209999964)
convergenties_kenmerk.585,Pseudo T-knooppunt,C,N,5.3b,,'KP.DIEMEN'AMSTERDAM-IJBURG VBW. b,R,8.38000011,001,KPK0001122457,I,,POINT (128966.84259999916 482503.18499999866)
convergenties_kenmerk.586,T-aansluiting Haarlemmermeer,I,N,10.9d,3,'MUIDEN'VBW. d,R,10.68900013,001,KPK0001122464,I,,POINT (131446.7509999983 482488.5219999999)
convergenties_kenmerk.587,,I,N,302.5q,,PPL.'DE WIEL',R,302.42700195,006,KPK0001202393,I,,POINT (180162.34059999883 544884.7754999995)
convergenties_kenmerk.588,Pseudo T-knooppunt,C,N,9.8s,,'KP.DIEMEN'MUIDEN VBW. s,R,9.93799973,001,KPK0001122480,I,,POINT (130701.28979999945 482611.8134999983)
convergenties_kenmerk.589,T-aansluiting Haarlemmermeer,I,N,11.2b,3,'MUIDEN'VBW. b,R,11.38099957,001,KPK0001122485,I,,POINT (132064.28500000015 482164.73800000176)
convergenties_kenmerk.590,Halfklaverblad-aansluiting,C,N,31.3d,10,'SOEST'VBW. d,R,31.01799965,001,KPK0001122543,I,,POINT (146002.3936999999 470766.4083000012)
convergenties_kenmerk.591,Pseudo Klaverbladknooppunt,I,N,0.0#,,'BUSBAAN',R,29.27700043,001,KPK0001122558,I,,POINT (144806.38830000162 471804.6827000007)
convergenties_kenmerk.592,T-aansluiting halfklaverblad,I,N,70.6#,,'KP.PRINCEVILLE'RW 58 L.RIJB.,R,60.25799942,016,KPK0001202649,I,,POINT (109019.41070000082 400407.8911000006)
convergenties_kenmerk.593,Klaverbladknooppunt,I,N,27.4s,,'KP.HOEVELAKEN'AMERSFOORT-NOORD VBW. s(R28),R,44.20299911,001,KPK0001122585,I,,POINT (157565.37359999865 465599.10350000113)
convergenties_kenmerk.594,Klaverbladknooppunt,I,N,27.9v,,'KP.HOEVELAKEN'AMSTERDAM VBW. v(RW28),R,44.66500092,001,KPK0001122586,I,,POINT (157877.52820000052 465250.42749999836)
convergenties_kenmerk.595,T-knooppunt,C,N,24.8a,,'AMERSFOORT'VBW.a (RW30),R,54.80799866,001,KPK0001122614,I,,POINT (167242.18499999866 464604.6270000003)
convergenties_kenmerk.596,Pseudo Klaverbladknooppunt,I,N,29.5e,,'KP.EEMNES'HILVERSUM VBW. e,R,28.82699966,001,KPK0001122554,I,,POINT (144588.64059999958 471453.61730000004)
convergenties_kenmerk.597,Pseudo Haarlemmermeer-aansluiting,I,N,7.1b,2,'DIEMEN'VBW. b,R,7.25500011,001,KPK0001122673,I,,POINT (128108.04239999875 483166.0560000017)
convergenties_kenmerk.598,Niet indeelbaar,I,N,0.0#,,'WISSELSTROOK q,R,7.19799995,001,KPK0001122674,I,,POINT (128080.8909999989 483217.47569999844)
convergenties_kenmerk.599,Halfklaverblad-aansluiting,I,J,14.7d,5,'PURMEREND'VBW. d,R,14.60299969,007,KPK0001118065,I,,POINT (124270.26779999956 502853.14119999856)
convergenties_kenmerk.600,Niet indeelbaar,I,N,0.0#,,'LEERDAM' (N484),R,79.35600281,002,KPK0001190255,I,,POINT (138340.4459999986 439213.70699999854)
convergenties_kenmerk.601,Haarlemmermeer-aansluiting,I,N,1.2d,1,'PAPENDRECHT'VBW. d,R,0.98799998,003,KPK0001190342,I,,POINT (108229.07169999927 427432.6317999996)
convergenties_kenmerk.602,Haarlemmermeer-aansluiting,I,N,1.5b,1,'PAPENDRECHT'VBW. b,R,1.56900001,003,KPK0001190344,I,,POINT (107984.78390000015 426921.13430000097)
convergenties_kenmerk.603,Halfklaverblad-aansluiting,I,N,3.0d,2,'DORDRECHT-STAART'VBW. d,R,2.96700001,003,KPK0001190346,I,,POINT (108162.73050000146 425526.1013999991)
convergenties_kenmerk.604,Halfklaverblad-aansluiting,I,N,3.0b,2,'DORDRECHT-STAART'VBW. b,R,3.079,003,KPK0001190348,I,,POINT (108158.58350000158 425426.0309000015)
convergenties_kenmerk.605,Halfklaverblad-aansluiting,I,N,0.0#,3,'DORDRECHT-STADSPOLDERS'VBW. d,R,4.69199991,003,KPK0001190351,I,,POINT (107391.5399999991 424019.7531000003)
convergenties_kenmerk.606,Halfklaverblad-aansluiting,I,N,4.9b,3,'DORDRECHT-STADSPOLDERS'VBW. b,R,5.0619998,003,KPK0001190354,I,,POINT (107165.98950000107 423719.44900000095)
convergenties_kenmerk.607,Haarlemmermeer-aansluiting,I,N,5.9d,4,'DORDRECHT-KRISPIJN'VBW. d,R,5.77699995,003,KPK0001190356,I,,POINT (106544.7611999996 423424.55050000176)
convergenties_kenmerk.608,Niet indeelbaar,C,N,0.0#,,'CENTRUM',R,1.36699998,003,KPK0001190366,I,,POINT (108009.3814000003 427119.50290000066)
convergenties_kenmerk.609,Niet indeelbaar,I,N,0.0#,,'LAAN DER VERENIGDE NATIES',R,6.23600006,003,KPK0001190371,I,,POINT (106097.6948999986 423230.0729999989)
convergenties_kenmerk.610,Niet indeelbaar,C,N,0.0#,,'LAAN DER VERENIGDE NATIES',R,6.30800009,003,KPK0001190372,I,,POINT (106042.5260999985 423184.9840000011)
convergenties_kenmerk.611,Pseudo T-knooppunt,C,N,4.0#,,'KP.DIEMEN' RW9,R,10.00199986,001,KPK0001122762,I,,POINT (130765.70800000057 482621.4389999993)
convergenties_kenmerk.612,Niet indeelbaar,I,N,11.7m,,'MUIDEN'RANG.BAAN m,R,11.82600021,001,KPK0001122790,I,,POINT (132480.29830000177 482010.40729999915)
convergenties_kenmerk.613,,C,N,13.7p,,BS.PPL.'HONSWIJCK',R,13.81900024,001,KPK0001122814,I,,POINT (134363.88870000094 481420.1041000001)
convergenties_kenmerk.614,Niet indeelbaar,C,J,257.4b,54,'MAASTRICHT-CENTRUM ZUID'VBW. b,B,257.54299927,002,KPK0001190178,I,,POINT (178306.35689999908 316488.30700000003)
convergenties_kenmerk.615,Pseudo Haarlemmermeer-aansluiting,C,N,17.7d,4,'NIEUW-VENNEP'VBW. d,R,17.20999908,004,KPK0001190447,I,,POINT (105668.35069999844 473222.2776999995)
convergenties_kenmerk.616,Haarlemmermeer-aansluiting,I,N,31.8d,23,'WERKENDAM'VBW. d,R,31.59199905,027,KPK0001192649,I,,POINT (123550.72850000113 423619.4059000015)
convergenties_kenmerk.617,Niet indeelbaar,C,N,16.3p,,WISSELSTROOK p,R,16.4829998,001,KPK0001122847,I,,POINT (136781.68320000172 480295.28180000186)
convergenties_kenmerk.618,,I,J,21.2p,,PPL.'RONDUIT',R,21.40699959,001,KPK0001122911,I,,POINT (140840.13109999895 478265.95050000027)
convergenties_kenmerk.619,Halfklaverblad-aansluiting,I,J,22.6b,7,'NAARDEN'VBW. b,R,22.72699928,001,KPK0001122943,I,,POINT (141123.04039999843 477029.2611999996)
convergenties_kenmerk.620,Pseudo Haarlemmermeer-aansluiting,I,N,19.2b,4,'NIEUW-VENNEP'VBW. b,R,19.40099907,004,KPK0001190476,I,,POINT (104202.97230000049 471598.7862999998)
convergenties_kenmerk.621,Haarlemmermeer-aansluiting,I,N,2.1d,1,'OUDE-WETERING'VBW. d,R,2.00500011,044,KPK0001193240,I,,POINT (103469.66200000048 471795.5898000002)
convergenties_kenmerk.622,Haarlemmermeer-aansluiting,I,N,5.7d,2,'KAAG (DORP)'VBW. d,R,5.63000011,044,KPK0001193247,I,,POINT (99905.92330000177 471402.0802000016)
convergenties_kenmerk.623,Haarlemmermeer-aansluiting,I,N,0.0#,6,'NOORDWIJK'VBW. b,R,13.27200031,044,KPK0001193261,I,,POINT (92950.95389999822 468592.3271000013)
convergenties_kenmerk.624,Pseudo Halfklaverblad-aansluiting,I,N,17.5d,8b,'LEIDEN'VBW. d,R,17.31999969,044,KPK0001193268,I,,POINT (91205.68699999899 465117.9679999985)
convergenties_kenmerk.625,Pseudo Halfklaverblad-aansluiting,I,N,18.2b,8a,'KATWIJK'VBW. b,R,18.29999924,044,KPK0001193272,I,,POINT (90806.8900000006 464250.05999999866)
convergenties_kenmerk.626,T-aansluiting halfklaverblad,I,N,0.0#,,'KP.OMMEDIJK',R,19.21199989,044,KPK0001193273,I,,POINT (90370.49650000036 463441.6284000017)
convergenties_kenmerk.627,T-aansluiting halfklaverblad,I,N,0.0#,,'KP.OMMEDIJK',R,19.63699913,044,KPK0001193274,I,,POINT (90076 463130)
convergenties_kenmerk.628,Niet indeelbaar,I,N,0.0#,,BUSBAAN,R,21.72699928,044,KPK0001193277,I,,POINT (88381.68699999899 461913.0179999992)
convergenties_kenmerk.629,Halfklaverblad-aansluiting,I,N,34.2b,11,'BAARN'VBW. b,R,34.80400085,001,KPK0001123091,I,,POINT (149673.1240000017 470019.5892999992)
convergenties_kenmerk.630,,I,N,37.4p,,BS.PPL.'DE SLAAG',R,37.55199814,001,KPK0001123105,I,,POINT (152310.7199999988 469221.8995000012)
convergenties_kenmerk.631,Halfklaverblad-aansluiting,C,N,39.0d,12,'BUNSCHOTEN-SPAKENBURG'VBW. d,R,38.42300034,001,KPK0001123122,I,,POINT (153149.2276000008 469000.3995999992)
convergenties_kenmerk.632,Halfklaverblad-aansluiting,I,N,39.2b,12,'AMERSFOORT-WEST'VBW. b,R,39.40599823,001,KPK0001123130,I,,POINT (154119.30249999836 468787.6328999996)
convergenties_kenmerk.633,T-aansluiting halfklaverblad,I,N,41.5d,13,'AMERSFOORT-NOORD'VBW. d,R,41.29100037,001,KPK0001123155,I,,POINT (155674.57429999858 467808.7906000018)
convergenties_kenmerk.634,Klaverbladknooppunt,I,N,44.0n,,'KP.HOEVELAKEN'HOEVELAKEN RANG.BAAN n,R,43.79999924,001,KPK0001123171,I,,POINT (157292.23039999977 465896.0384999998)
convergenties_kenmerk.635,Pseudo Haarlemmermeer-aansluiting,I,N,3.4d,,'BRIELSE MAAS-NOORD'VBW. d,R,3.31100011,057,KPK0001193330,I,,POINT (73971.98519999906 435350.12209999934)
convergenties_kenmerk.636,,I,N,0.0#,,BS.,R,49.42399979,057,KPK0001193353,I,,POINT (44600.93100000173 413804.1262000017)
convergenties_kenmerk.637,,I,N,0.0#,,BS.,R,49.5019989,057,KPK0001193355,I,,POINT (44526.737700000405 413793.1559000015)
convergenties_kenmerk.638,Klaverbladknooppunt,I,N,28.3r,,'KP.HOEVELAKEN'HENGELO VBW. r(RW28),R,45.97100067,001,KPK0001123213,I,,POINT (158894.33839999884 464449.8942999989)
convergenties_kenmerk.639,T-aansluiting Haarlemmermeer,I,N,55.0b,29,'BORNE-WEST'VBW. b,R,55.18600082,035,KPK0001193182,I,,POINT (246992.83150000125 478689.4754000008)
convergenties_kenmerk.640,Pseudo Haarlemmermeer-aansluiting,I,N,0.0#,,REST.,R,27.15800095,044,KPK0001193222,I,,POINT (84617.68690000102 458043.7093999982)
convergenties_kenmerk.641,Pseudo Klaverbladknooppunt,C,N,16.3t,,'KP.AMSTEL'EINDHOVEN VBW. t,R,15.82800007,010,KPK0001191357,I,,POINT (122640.87629999965 482072.4959000014)
convergenties_kenmerk.642,Klaverbladknooppunt,I,N,5.1w,,'KP.ZAANDAM'BEVERWIJK VBW. w(RW8),R,4.75699997,007,KPK0001129117,I,,POINT (117871.26159999892 496537.96489999816)
convergenties_kenmerk.643,Klaverbladknooppunt,C,N,5.4r,,'KP.ZAANDAM'LEEUWARDEN VBW. r(RW8),R,5.41099977,007,KPK0001129124,I,,POINT (118319.15469999984 497015.124400001)
convergenties_kenmerk.644,T-aansluiting Haarlemmermeer,I,N,7.0d,2,'ZAANSTAD-'T KALF'VBW. d,R,6.92500019,007,KPK0001129125,I,,POINT (118686.71840000153 498477.4433999993)
convergenties_kenmerk.645,T-aansluiting Haarlemmermeer,I,N,7.6b,2,'ZAANSTAD-'T KALF'VBW. b,R,7.72800016,007,KPK0001129160,I,,POINT (119061.40830000117 499172.8269000016)
convergenties_kenmerk.646,Pseudo Halfklaverblad-aansluiting,I,N,0.0#,3,'WIJDEWORMER'VBW. d,R,10.7840004,007,KPK0001129200,I,,POINT (121632.96029999852 500821.4657999985)
convergenties_kenmerk.647,Haarlemmermeer-aansluiting,I,N,14.0b,4,'PURMEREND-ZUID'VBW. b,R,14.07499981,007,KPK0001129242,I,,POINT (124369.84899999946 502361.63369999826)
convergenties_kenmerk.648,Halfklaverblad-aansluiting,I,N,14.9b,5,'PURMEREND'VBW. b,R,15.03899956,007,KPK0001129253,I,,POINT (124264.04190000147 503324.5971999988)
convergenties_kenmerk.649,Halfklaverblad-aansluiting,I,N,16.7b,6,'PURMEREND-NOORD'VBW. b,R,16.87599945,007,KPK0001129265,I,,POINT (125145.77270000055 504880.4855000004)
convergenties_kenmerk.650,,I,N,0.0#,,BS.PPL.'KRUISOORD',R,22.29400063,007,KPK0001129324,I,,POINT (127069.40980000049 509943.77650000155)
convergenties_kenmerk.651,Halfklaverblad-aansluiting,I,N,42.6b,32,'WIERDEN'VBW. b,R,42.7480011,035,KPK0001140932,I,,POINT (236913.78350000083 485186.31489999965)
convergenties_kenmerk.652,Halfklaverblad-aansluiting,I,N,43.8b,31,'ALMELO-WEST'VBW. b,R,44.02000046,035,KPK0001140933,I,,POINT (237611.64119999856 484127.85830000043)
convergenties_kenmerk.653,Halfklaverblad-aansluiting,I,N,43.4d,31,'ALMELO-WEST'VBW. d,R,43.25,035,KPK0001140935,I,,POINT (237243.25789999962 484808.6103999987)
convergenties_kenmerk.654,Halfklaverblad-aansluiting,I,N,47.6d,30,'ALMELO-ZUID'VBW. d,R,47.45500183,035,KPK0001140941,I,,POINT (240539.46070000157 482609.1759000011)
convergenties_kenmerk.655,T-aansluiting Haarlemmermeer,I,N,54.1d,29,'BORNE-WEST'VBW. d,R,53.9129982,035,KPK0001140960,I,,POINT (246142.6719999984 479631.8933000006)
convergenties_kenmerk.656,Haarlemmermeer-aansluiting,I,N,57.7d,28,'DELDEN'VBW. d,R,57.52500153,035,KPK0001141011,I,,POINT (248021.61080000177 476668.38340000063)
convergenties_kenmerk.657,Haarlemmermeer-aansluiting,I,N,82.2b,,'MIDDELBURG-DAUWENDAELE'VBW. b,R,82.31800079,057,KPK0001142385,I,,POINT (34027.80189999938 390175.93499999866)
convergenties_kenmerk.658,T-knooppunt,C,N,166.5r,,'KP.DE ROODE LEEUW'MIDDELBURG-OOST VBW. r,R,82.69599915,057,KPK0001142387,I,,POINT (34244.30539999902 389880.1997999996)
convergenties_kenmerk.659,Halfklaverblad-aansluiting,I,N,79.7b,,'MIDDELBURG-CENTRUM'VBW. b,R,79.85600281,057,KPK0001142343,I,,POINT (33235.259100001305 392319.2958999984)
convergenties_kenmerk.660,Pseudo T-knooppunt,C,N,156.7q,,'KP.BATADORP'BREDA VBW. q (RW2),R,12.33899975,058,KPK0001142395,I,,POINT (156144.76220000163 387501.3841000013)
convergenties_kenmerk.661,Pseudo T-knooppunt,I,N,156.4e,,'KP.BATADORP'BREDA VBW. e (RW2),R,13.45600033,058,KPK0001142415,I,,POINT (155560.84299999848 388380.59490000084)
convergenties_kenmerk.662,Haarlemmermeer-aansluiting,I,N,6.2b,29,'HAPERT'VBW. b,R,6.34700012,067,KPK0001143675,I,,POINT (147479.08839999884 373792.2272000015)
convergenties_kenmerk.663,Haarlemmermeer-aansluiting,I,N,5.8d,29,'HAPERT'VBW. d,R,5.59100008,067,KPK0001143677,I,,POINT (146895.53269999847 373308.47780000046)
convergenties_kenmerk.664,Haarlemmermeer-aansluiting,I,N,9.5d,30,'EERSEL'VBW. d,R,9.39400005,067,KPK0001143682,I,,POINT (149971.5474999994 375539.3447000012)
convergenties_kenmerk.665,Pseudo T-knooppunt,I,N,165.2e,,'KP.DE HOGT'ANTWERPEN VBW. e (RW2),R,18.20000076,067,KPK0001143686,I,,POINT (157758.34279999882 379499.9048999995)
convergenties_kenmerk.666,,I,N,0.0#,,BS.'BETHLEHEM',R,112.89700317,009,KPK0001130821,I,,POINT (115054.2162999995 547376.1301999986)
convergenties_kenmerk.667,Haarlemmermeer-aansluiting,I,N,0.0#,,'SCHAGERBRUG'VBW. d,R,100.85399628,009,KPK0001130813,I,,POINT (110928.70749999955 536111.9004000016)
convergenties_kenmerk.668,Haarlemmermeer-aansluiting,I,J,58.3b,28,'HENGELO-WEST'VBW. b,R,58.58599854,035,KPK0001141016,I,,POINT (248142.5186999999 475609.7993000001)
convergenties_kenmerk.669,Haarlemmermeer-aansluiting,I,J,60.8d,27,'HENGELO-ZUID'VBW. d,R,60.51800156,035,KPK0001141018,I,,POINT (248591.86070000008 473732.70980000123)
convergenties_kenmerk.670,Pseudo Halfklaverblad-aansluiting,I,N,66.3d,26,'ENSCHEDE-WEST'VBW. d,R,66.10800171,035,KPK0001141024,I,,POINT (252621.39799999818 469994.1904999986)
convergenties_kenmerk.671,,I,N,0.0#,,LIJN BUS,R,67.78900146,035,KPK0001141028,I,,POINT (254194.64029999822 469427.2221000008)
convergenties_kenmerk.672,Halfklaverblad-aansluiting,I,N,71.1b,25,'ENSCHEDE'VBW. b,R,71.30400085,035,KPK0001141033,I,,POINT (257694.56980000064 469082.3971000016)
convergenties_kenmerk.673,Halfklaverblad-aansluiting,I,N,43.9c,,'31 ALMELO-WEST'VBW. c (RW35),R,3.57500005,036,KPK0001141066,I,,POINT (237607.54670000076 484580.6966000013)
