FID,hoogte,soort,jaar,se_anno_cad_data,gdb_geomattr_data,shape
tophoogte.1052,2.4,nat,1977,,,POINT (100521.47700000182 399425.375)
tophoogte.1053,1,nat,1977,,,POINT (100328.1409999989 399424.8440000005)
tophoogte.1054,5.1,nat,1977,,,POINT (101629.72700000182 398819.7809999995)
tophoogte.1055,3,nat,1977,,,POINT (101325 398819.5940000005)
tophoogte.1056,6.5,nat,1977,,,POINT (101828.56199999899 398819.3440000005)
tophoogte.1057,5.4,nat,1977,,,POINT (106508.42199999839 398819.0940000005)
tophoogte.1058,3.6,nat,1977,,,POINT (100812.06199999899 398818.875)
tophoogte.1059,2.2,nat,1977,,,POINT (100996.9059999995 398818.061999999)
tophoogte.1060,1.2,nat,1977,,,POINT (105055.61699999869 398818)
tophoogte.1061,6.5,nat,1978,,,POINT (102712.77299999818 398817.7809999995)
tophoogte.1062,4.2,nat,1977,,,POINT (104698.0700000003 398816.875)
tophoogte.1063,1.6,nat,1977,,,POINT (100114.39799999818 398816.5940000005)
tophoogte.1064,1.7,nat,1977,,,POINT (100014.29699999839 398815.5940000005)
tophoogte.1065,4.6,nat,1977,,,POINT (107777.85200000182 398815.436999999)
tophoogte.1066,2.6,nat,1977,,,POINT (100909.86699999869 398813.7809999995)
tophoogte.1067,4.5,nat,1977,,,POINT (108513.5 398813.25)
tophoogte.1068,3.3,nat,1977,,,POINT (105735.1409999989 398812.0940000005)
tophoogte.1069,5.6,nat,1965,,,POINT (106847.89799999818 398810.938000001)
tophoogte.1070,6.5,nat,1977,,,POINT (109308.0700000003 398810.938000001)
tophoogte.1071,5.5,kunst,1978,,,POINT (103207.6559999995 398810.186999999)
tophoogte.1072,7.4,nat,1978,,,POINT (102340.9690000005 398810.125)
tophoogte.1073,6,kunst,1978,,,POINT (103120.29699999839 398807.938000001)
tophoogte.1074,4.4,kunst,1979,,,POINT (109884.22700000182 398806.936999999)
tophoogte.1075,4.3,nat,1977,,,POINT (109177.77299999818 398806.9059999995)
tophoogte.1076,4.5,nat,1977,,,POINT (107892.3200000003 398804.813000001)
tophoogte.1077,1.5,nat,1977,,,POINT (105349.8590000011 398802.5)
tophoogte.1078,3.3,nat,1977,,,POINT (104882.0940000005 398801.7809999995)
tophoogte.1079,5.3,nat,1977,,,POINT (106608.38300000131 398801.7190000005)
tophoogte.1080,6.8,nat,1978,,,POINT (102567.1799999997 398801.4059999995)
tophoogte.1081,0.9,nat,1977,,,POINT (105140.0940000005 398800.4690000005)
tophoogte.1082,2.2,nat,1977,,,POINT (100285.0940000005 398800.1559999995)
tophoogte.1083,4.5,nat,1977,,,POINT (108726.97700000182 398798.2190000005)
tophoogte.1084,5.3,nat,1977,,,POINT (106029.36699999869 398796.8440000005)
tophoogte.1085,4.6,nat,1977,,,POINT (108264.54699999839 398796.4690000005)
tophoogte.1086,4.8,nat,1977,,,POINT (100537.1090000011 398793.938000001)
tophoogte.1087,3.5,nat,1977,,,POINT (109041.3440000005 398793.5309999995)
tophoogte.1088,1.5,nat,1977,,,POINT (100153.2190000005 398793.4059999995)
tophoogte.1089,4.8,nat,1965,,,POINT (107551.9690000005 398792.4059999995)
tophoogte.1090,4.5,nat,1977,,,POINT (108140.0940000005 398792.1559999995)
tophoogte.1091,5.1,nat,1977,,,POINT (106382.06300000101 398791.9059999995)
tophoogte.1092,6.6,nat,1977,,,POINT (103987.4059999995 398790.7190000005)
tophoogte.1093,0.9,nat,1977,,,POINT (105222.8200000003 398790.313000001)
tophoogte.1094,5.3,nat,1977,,,POINT (106299.27299999818 398789.125)
tophoogte.1095,4.4,nat,1977,,,POINT (104644.3440000005 398788.5)
tophoogte.1096,7,nat,1978,,,POINT (102103.1559999995 398788.4690000005)
tophoogte.1097,5.8,kunst,1978,,,POINT (103397.72700000182 398786.936999999)
tophoogte.1098,2.2,nat,1977,,,POINT (105452.1090000011 398786.9059999995)
tophoogte.1099,2.5,nat,1978,,,POINT (101058.17199999839 398783.6559999995)
tophoogte.1100,4.2,nat,1977,,,POINT (100654.7190000005 398781.436999999)
tophoogte.1101,4.2,nat,1977,,,POINT (104441.3909999989 398779.3440000005)
tophoogte.1102,4,nat,1977,,,POINT (104796.3909999989 398777.938000001)
tophoogte.1103,4.8,nat,1965,,,POINT (107223.54699999839 398777.4059999995)
tophoogte.1104,5.2,nat,1977,,,POINT (105932.50800000131 398776.625)
tophoogte.1105,4.8,nat,1977,,,POINT (108051.63300000131 398775.4059999995)
tophoogte.1106,2,nat,1977,,,POINT (104980.7190000005 398772)
tophoogte.1107,5.2,nat,1977,,,POINT (106480.47700000182 398770.25)
tophoogte.1108,3,nat,1978,,,POINT (101189.63300000131 398770.1559999995)
tophoogte.1109,5.6,nat,1977,,,POINT (104162.25800000131 398770.125)
tophoogte.1110,2.8,nat,1977,,,POINT (105634.3440000005 398769.2809999995)
tophoogte.1111,1.7,nat,1977,,,POINT (100215.4059999995 398768.875)
tophoogte.1112,8,kunst,1978,,,POINT (102788.2109999992 398035.688000001)
tophoogte.1113,2.1,nat,1977,,,POINT (100120.29699999839 398035.125)
tophoogte.1114,4.2,nat,1978,,,POINT (100920.0940000005 398034.5940000005)
tophoogte.1115,3.7,nat,1977,,,POINT (100222.4299999997 398034.375)
tophoogte.1116,3.2,nat,1977,,,POINT (105270.9690000005 398033.7809999995)
tophoogte.1117,5.2,nat,1977,,,POINT (100521.20300000161 398033.0940000005)
tophoogte.1118,2.2,nat,1977,,,POINT (105405.0390000008 398031.9690000005)
tophoogte.1119,7.3,nat,1977,,,POINT (103956.31300000101 398031.125)
tophoogte.1120,5.3,nat,1977,,,POINT (105742.77299999818 398029.9059999995)
tophoogte.1121,7.2,nat,1978,,,POINT (101930.88300000131 398029.7190000005)
tophoogte.1122,2.8,nat,1977,,,POINT (108732.9059999995 398029.5)
tophoogte.1123,4.6,nat,1977,,,POINT (100631.4609999992 398029.25)
tophoogte.1124,6.4,nat,1977,,,POINT (104348.88300000131 398028.2190000005)
tophoogte.1125,6.4,nat,1978,,,POINT (102231.7809999995 398027.375)
tophoogte.1126,4.6,nat,1977,,,POINT (100315.64799999818 398026.25)
tophoogte.1127,5.5,nat,1977,,,POINT (104450.70300000161 398026.0940000005)
tophoogte.1128,5.6,nat,1977,,,POINT (104683.56300000101 398024.9059999995)
tophoogte.1129,2.2,nat,1977,,,POINT (100078.60200000182 398024.5940000005)
tophoogte.1130,5.6,nat,1977,,,POINT (106531.72700000182 398024.0940000005)
tophoogte.1131,6.7,kunst,1978,,,POINT (102326.22700000182 398023.75)
tophoogte.1132,7.8,kunst,1978,,,POINT (102664.4690000005 398022.9690000005)
tophoogte.1133,4.8,nat,1977,,,POINT (107918.72700000182 398021.75)
tophoogte.1134,3.8,nat,1977,,,POINT (109157.9609999992 398021.5940000005)
tophoogte.1135,4.9,nat,1977,,,POINT (105005.52299999818 398018.9059999995)
tophoogte.1136,3.8,nat,1979,,,POINT (109933.97700000182 398018.1559999995)
tophoogte.1137,5.9,nat,1977,,,POINT (106371.18699999899 398015.1559999995)
tophoogte.1138,3.6,kunst,1977,,,POINT (100721.88300000131 398015.063000001)
tophoogte.1139,5.1,nat,1977,,,POINT (106702.8200000003 398012.125)
tophoogte.1140,5.2,nat,1977,,,POINT (100430.70300000161 398008.938000001)
tophoogte.1141,4.4,nat,1977,,,POINT (105159.60200000182 398007.0309999995)
tophoogte.1142,4,nat,1977,,,POINT (108056.27299999818 398003.9059999995)
tophoogte.1143,2.5,nat,1977,,,POINT (105474.4609999992 398003.3440000005)
tophoogte.1144,3.1,nat,1977,,,POINT (109011.07800000161 398001.9059999995)
tophoogte.1145,5.1,nat,1977,,,POINT (104590.22700000182 398001.625)
tophoogte.1146,3.5,nat,1977,,,POINT (109402.1409999989 398000.813000001)
tophoogte.1147,6,nat,1977,,,POINT (105969.88300000131 397999.8440000005)
tophoogte.1148,2.3,nat,1977,,,POINT (105325.38300000131 397998.4059999995)
tophoogte.1149,6.2,nat,1977,,,POINT (106293.63300000131 397996.3440000005)
tophoogte.1150,5.3,nat,1977,,,POINT (105644.81300000101 397995.7190000005)
tophoogte.1151,5.5,nat,1977,,,POINT (105882.75800000131 397995.5309999995)
tophoogte.1152,5.9,nat,1977,,,POINT (106891.9059999995 397995.25)
tophoogte.1153,5.1,nat,1977,,,POINT (105712.86699999869 397994.5309999995)
tophoogte.1154,6.4,nat,1977,,,POINT (104244.8440000005 397994.313000001)
tophoogte.1155,7.3,kunst,1978,,,POINT (103543.20300000161 397994.2809999995)
tophoogte.1156,7.3,nat,1978,,,POINT (102074.1409999989 397992.0309999995)
tophoogte.1157,7.6,kunst,1978,,,POINT (102524.3590000011 397988.5309999995)
tophoogte.1158,8.6,kunst,1978,,,POINT (103006.5940000005 397988.375)
tophoogte.1159,4.6,nat,1977,,,POINT (107096.2890000008 397986.625)
tophoogte.1160,6.1,nat,1977,,,POINT (104905.79699999839 397986.5)
tophoogte.1161,3.6,nat,1977,,,POINT (105542.9299999997 397986.186999999)
tophoogte.1162,4.6,nat,1977,,,POINT (107489.11699999869 397985)
tophoogte.1163,4.9,nat,1977,,,POINT (108199.11699999869 397982.9690000005)
tophoogte.1164,2.8,nat,1977,,,POINT (109504.88300000131 397981.9059999995)
tophoogte.1165,5,nat,1977,,,POINT (107614.79699999839 397981.7190000005)
tophoogte.1166,6.7,nat,1978,,,POINT (103773.9609999992 397981.436999999)
tophoogte.1167,5.8,nat,1977,,,POINT (106792.7890000008 397979.5940000005)
tophoogte.1168,6.8,nat,1977,,,POINT (104075.36699999869 397977.561999999)
tophoogte.1169,5,nat,1977,,,POINT (106613.75 397977.375)
tophoogte.1170,2.5,nat,1977,,,POINT (104221.9059999995 399992.25)
tophoogte.1171,2.8,nat,1977,,,POINT (103775.85200000182 399990.813000001)
tophoogte.1172,2.9,kunst,1978,,,POINT (104439.3440000005 399989.8440000005)
tophoogte.1173,4.6,nat,1965,,,POINT (107048.3440000005 399988.5309999995)
tophoogte.1174,2.4,nat,1977,,,POINT (101598.9059999995 399987.5940000005)
tophoogte.1175,3.2,nat,1977,,,POINT (109656.29699999839 399985.688000001)
tophoogte.1176,2.6,nat,1977,,,POINT (100913.54699999839 399985.4059999995)
tophoogte.1177,3.2,nat,1977,,,POINT (109559.27299999818 399984.5309999995)
tophoogte.1178,3.3,nat,1977,,,POINT (102956.3440000005 399982.6559999995)
tophoogte.1179,4.2,nat,1977,,,POINT (102543.54699999839 399981)
tophoogte.1180,4.8,nat,1965,,,POINT (107348.5309999995 399981)
tophoogte.1181,3.2,nat,1977,,,POINT (103281.4690000005 399980.311999999)
tophoogte.1182,2.9,nat,1977,,,POINT (109796.47700000182 399979.7190000005)
tophoogte.1183,6.1,kunst,1977,,,POINT (109039.25800000131 399979.25)
tophoogte.1184,5,nat,1977,,,POINT (102341.0940000005 399978.25)
tophoogte.1185,4.8,nat,1977,,,POINT (102208.99199999869 399978.061999999)
tophoogte.1186,2.7,nat,1977,,,POINT (103675.4299999997 399978.0309999995)
tophoogte.1187,3,nat,1977,,,POINT (101737.5309999995 399977.313000001)
tophoogte.1188,2.4,nat,1977,,,POINT (101493.17199999839 399977.0940000005)
tophoogte.1189,4.1,nat,1977,,,POINT (105382.1559999995 399976.936999999)
tophoogte.1190,3,nat,1977,,,POINT (102838.95300000161 399976.811999999)
tophoogte.1191,3,nat,1977,,,POINT (109901.38300000131 399976.75)
tophoogte.1192,1.6,nat,1977,,,POINT (101276.49199999869 399976.7190000005)
tophoogte.1193,2.9,nat,1977,,,POINT (109990.02299999818 399976.688000001)
tophoogte.1194,5.2,nat,1977,,,POINT (105051.6799999997 399976.25)
tophoogte.1195,1.7,nat,1977,,,POINT (100473.6559999995 399976.1559999995)
tophoogte.1196,4,nat,1977,,,POINT (103032.24199999869 399974.5309999995)
tophoogte.1197,4.7,nat,1977,,,POINT (102129.20300000161 399973.75)
tophoogte.1198,3.8,nat,1977,,,POINT (108538.54699999839 399973.5940000005)
tophoogte.1199,3.5,nat,1977,,,POINT (109131.93800000101 399973.3440000005)
tophoogte.1200,2.4,nat,1977,,,POINT (103881.6559999995 399973.125)
tophoogte.1201,4,nat,1965,,,POINT (108346.77299999818 399972.563000001)
tophoogte.1202,5.6,nat,1977,,,POINT (105127.6090000011 399972.2190000005)
tophoogte.1203,4.5,nat,1977,,,POINT (108979.25 399970.5)
tophoogte.1204,0.9,nat,1977,,,POINT (101068.6559999995 399970.438000001)
tophoogte.1205,2,nat,1977,,,POINT (101372.2109999992 399969.5)
tophoogte.1206,4.2,nat,1977,,,POINT (106081.17199999839 399969.375)
tophoogte.1207,5.2,nat,1977,,,POINT (104963.72700000182 399967.436999999)
tophoogte.1208,5.1,nat,1977,,,POINT (104789.72700000182 399967.2809999995)
tophoogte.1209,2,nat,1977,,,POINT (104020.5700000003 399966.9059999995)
tophoogte.1210,5,nat,1977,,,POINT (100378.88300000131 399966.5)
tophoogte.1211,3.4,nat,1977,,,POINT (103549.1090000011 399966.1559999995)
tophoogte.1212,4.6,nat,1977,,,POINT (105740.5 399964.7190000005)
tophoogte.1213,4.9,nat,1977,,,POINT (102045.06300000101 399964.1559999995)
tophoogte.1214,3.3,nat,1977,,,POINT (101839.04699999839 399963.688000001)
tophoogte.1215,4.6,nat,1977,,,POINT (106172.0700000003 399963.4690000005)
tophoogte.1216,4.7,nat,1977,,,POINT (102435.72700000182 399963.4059999995)
tophoogte.1217,4.2,nat,1977,,,POINT (101948.5309999995 399962.75)
tophoogte.1218,5.1,nat,1965,,,POINT (106684.92199999839 399961.938000001)
tophoogte.1219,3.5,nat,1977,,,POINT (108624.8440000005 399960.875)
tophoogte.1220,3.6,nat,1977,,,POINT (108767.5940000005 399960.7190000005)
tophoogte.1221,4.5,nat,1977,,,POINT (100672.8200000003 399960.4059999995)
tophoogte.1222,4.6,nat,1965,,,POINT (106404.97700000182 399959.438000001)
tophoogte.1223,5.1,nat,1965,,,POINT (106504.79699999839 399959.2809999995)
tophoogte.1224,3.4,nat,1977,,,POINT (103149.24199999869 399959.063000001)
tophoogte.1225,1.4,nat,1977,,,POINT (100067.63300000131 399958.688000001)
tophoogte.1226,2.5,nat,1977,,,POINT (109461.54699999839 399958.2809999995)
tophoogte.1227,3.9,nat,1977,,,POINT (101194.0700000003 399958.2190000005)
tophoogte.1228,3.4,nat,1977,,,POINT (101922.79699999839 399424.688000001)
tophoogte.1229,3.6,nat,1977,,,POINT (108879.49199999869 399424.0309999995)
tophoogte.1230,3.1,nat,1977,,,POINT (101430.4059999995 399423.5940000005)
tophoogte.1231,3.8,nat,1977,,,POINT (109153.72700000182 399422.875)
tophoogte.1232,4.7,nat,1977,,,POINT (102034.27299999818 399421.9690000005)
tophoogte.1233,3.8,nat,1977,,,POINT (108688.00800000131 399421.9059999995)
tophoogte.1234,3.3,nat,1977,,,POINT (109968.88300000131 399421.4690000005)
tophoogte.1235,2.2,nat,1977,,,POINT (100113.45300000161 399421.3440000005)
tophoogte.1236,4.6,nat,1977,,,POINT (103016.25 399420.813000001)
tophoogte.1237,5,nat,1977,,,POINT (106115.07800000161 399420.5309999995)
tophoogte.1238,4.7,nat,1977,,,POINT (102721.9299999997 399420.311999999)
tophoogte.1239,5.8,nat,1977,,,POINT (102332.11699999869 399419.125)
tophoogte.1240,1.8,nat,1977,,,POINT (101237.13300000131 399418.438000001)
tophoogte.1241,5.5,nat,1977,,,POINT (102228.77299999818 399418)
tophoogte.1242,4.1,nat,1977,,,POINT (104966.22700000182 399417.3440000005)
tophoogte.1243,6,nat,1977,,,POINT (106437.04699999839 399417.2809999995)
tophoogte.1244,3,nat,1977,,,POINT (100806.27299999818 399417.0309999995)
tophoogte.1245,4.7,nat,1965,,,POINT (106854.02299999818 399416.7809999995)
tophoogte.1246,2.3,nat,1977,,,POINT (101024.06300000101 399415.6559999995)
tophoogte.1247,3.1,nat,1977,,,POINT (100005.45300000161 399415.5309999995)
tophoogte.1248,3.5,kunst,1978,,,POINT (104698.82800000161 399415.4059999995)
tophoogte.1249,4.2,nat,1977,,,POINT (103117.79699999839 399415.375)
tophoogte.1250,1.7,nat,1978,,,POINT (104620.3590000011 399414.875)
tophoogte.1251,1,nat,1977,,,POINT (101126.64799999818 399414.5309999995)
tophoogte.1252,4.2,kunst,1978,,,POINT (103768.6409999989 399413.9690000005)
tophoogte.1253,3.9,nat,1977,,,POINT (109258.54699999839 399412.0940000005)
tophoogte.1254,1.5,nat,1978,,,POINT (104529.6799999997 399411.625)
tophoogte.1255,5.1,nat,1977,,,POINT (105763.3200000003 399411.2190000005)
tophoogte.1256,5.2,nat,1977,,,POINT (105987.54699999839 399410.625)
tophoogte.1257,2.2,nat,1977,,,POINT (101334.60200000182 399410.4690000005)
tophoogte.1258,3.5,nat,1977,,,POINT (109387.0390000008 399409.5309999995)
tophoogte.1259,3.4,nat,1977,,,POINT (104878.32800000161 399409)
tophoogte.1260,5,nat,1965,,,POINT (106749.86699999869 399408.7809999995)
tophoogte.1261,5.7,nat,1977,,,POINT (105429.61699999869 399408.188000001)
tophoogte.1262,5.1,nat,1977,,,POINT (105849.89799999818 399407.9059999995)
tophoogte.1263,5.3,nat,1977,,,POINT (105316.61699999869 399407.3440000005)
tophoogte.1264,6.4,nat,1977,,,POINT (102419.4059999995 399406.938000001)
tophoogte.1265,2.8,nat,1977,,,POINT (109582.79699999839 399406.0309999995)
tophoogte.1266,4.7,nat,1977,,,POINT (105082.97700000182 399405.4690000005)
tophoogte.1267,4.8,nat,1977,,,POINT (102777.45300000161 399404)
tophoogte.1268,5.2,nat,1965,,,POINT (106660.18800000101 399401.9690000005)
tophoogte.1269,1,nat,1977,,,POINT (100207.4059999995 399401.811999999)
tophoogte.1270,5.6,nat,1977,,,POINT (102649.70300000161 399399.438000001)
tophoogte.1271,4.6,nat,1965,,,POINT (107731.79699999839 399398.75)
tophoogte.1272,4.4,nat,1977,,,POINT (108390.25 399396.5309999995)
tophoogte.1273,2.8,nat,1977,,,POINT (101780.68800000101 399394.063000001)
tophoogte.1274,4.1,nat,1977,,,POINT (108638.5940000005 399393.25)
tophoogte.1275,2.6,kunst,1978,,,POINT (104387.11699999869 399392.686999999)
tophoogte.1276,6.5,nat,1977,,,POINT (102458.4299999997 399390.438000001)
tophoogte.1277,3.1,nat,1977,,,POINT (101501.32800000161 399389.4059999995)
tophoogte.1278,3.2,nat,1977,,,POINT (109496.11699999869 399389.061999999)
tophoogte.1279,4.4,nat,1977,,,POINT (108733.5309999995 399388.875)
tophoogte.1280,4,nat,1977,,,POINT (100703.8200000003 399387.8440000005)
tophoogte.1281,0.7,nat,1977,,,POINT (100316.11699999869 399386.811999999)
tophoogte.1282,5.5,nat,1977,,,POINT (102259.3200000003 399386.061999999)
tophoogte.1283,3.9,nat,1977,,,POINT (108231.2190000005 399385.311999999)
tophoogte.1284,5.4,nat,1977,,,POINT (105914.02299999818 399384.936999999)
tophoogte.1285,4.9,nat,1977,,,POINT (102069.3590000011 399384.436999999)
tophoogte.1286,4.7,nat,1977,,,POINT (105813.35200000182 398765.9059999995)
tophoogte.1287,4.6,nat,1977,,,POINT (108835.47700000182 398764.061999999)
tophoogte.1288,4.4,nat,1977,,,POINT (108946.43699999899 398760.5940000005)
tophoogte.1289,4.8,nat,1977,,,POINT (108622.14799999818 398759.75)
tophoogte.1290,4.6,nat,1977,,,POINT (107588.8590000011 398758.938000001)
tophoogte.1291,4.5,nat,1977,,,POINT (106133.27299999818 398756.8440000005)
tophoogte.1292,5.2,kunst,1978,,,POINT (103693.4059999995 398756.7190000005)
tophoogte.1293,4.3,kunst,1979,,,POINT (109871.99199999869 398751.4059999995)
tophoogte.1294,5,nat,1977,,,POINT (100507.7890000008 398747.2809999995)
tophoogte.1295,4,nat,1977,,,POINT (108394.5390000008 398745.4059999995)
tophoogte.1296,6.9,nat,1978,,,POINT (102035.61699999869 398744.686999999)
tophoogte.1297,7,nat,1978,,,POINT (102521.89799999818 398741.2190000005)
tophoogte.1298,5.3,nat,1977,,,POINT (106030.8440000005 398740.9690000005)
tophoogte.1299,5,nat,1977,,,POINT (104318.77299999818 398739.188000001)
tophoogte.1300,2.8,nat,1977,,,POINT (105536.6559999995 398738.6559999995)
tophoogte.1301,3.6,nat,1977,,,POINT (104916.02299999818 398737.0940000005)
tophoogte.1302,6.4,kunst,1978,,,POINT (103046.50800000131 398735.25)
tophoogte.1303,5,nat,1977,,,POINT (106354.07800000161 398735.188000001)
tophoogte.1304,3.9,nat,1977,,,POINT (100428.22700000182 398733.5309999995)
tophoogte.1305,4.2,nat,1977,,,POINT (100605.06300000101 398732.563000001)
tophoogte.1306,3.4,nat,1977,,,POINT (109418.8590000011 398732.561999999)
tophoogte.1307,3.6,nat,1978,,,POINT (101485.02299999818 398732.0309999995)
tophoogte.1308,1.7,nat,1977,,,POINT (100218.11699999869 398731.5309999995)
tophoogte.1309,3.8,nat,1977,,,POINT (109291.11699999869 398731.311999999)
tophoogte.1310,6.3,nat,1977,,,POINT (103925.36699999869 398731.188000001)
tophoogte.1311,5.4,kunst,1978,,,POINT (103329.88300000131 398730.9690000005)
tophoogte.1312,6.6,nat,1977,,,POINT (104035.57800000161 398730.75)
tophoogte.1313,2.7,nat,1978,,,POINT (101229.79699999839 398730.5309999995)
tophoogte.1314,2.9,nat,1977,,,POINT (100326.60200000182 398730.5)
tophoogte.1315,4.8,nat,1977,,,POINT (104509.9299999997 398729.4059999995)
tophoogte.1316,5.2,nat,1977,,,POINT (105938.85200000182 398728.8440000005)
tophoogte.1317,1.8,nat,1977,,,POINT (105051.8440000005 398728.6559999995)
tophoogte.1318,4.1,kunst,1979,,,POINT (109674.54699999839 398727.7190000005)
tophoogte.1319,4.5,nat,1977,,,POINT (106202.4299999997 398727.5)
tophoogte.1320,5.9,nat,1977,,,POINT (104129.25800000131 398726.875)
tophoogte.1321,3.1,nat,1978,,,POINT (101433.93800000101 398726.75)
tophoogte.1322,1.8,nat,1977,,,POINT (100012.5700000003 398726.7190000005)
tophoogte.1323,5.1,nat,1965,,,POINT (107134.8909999989 398726.125)
tophoogte.1324,5.5,nat,1977,,,POINT (104602.8440000005 398724.7809999995)
tophoogte.1325,5.6,nat,1977,,,POINT (104222.70300000161 398724.5309999995)
tophoogte.1326,3.9,nat,1977,,,POINT (100714.79699999839 398723.6559999995)
tophoogte.1327,4.3,nat,1977,,,POINT (100518.9059999995 398723.1559999995)
tophoogte.1328,4.3,nat,1979,,,POINT (109533.8440000005 398722.9690000005)
tophoogte.1329,4.8,nat,1977,,,POINT (104702.11699999869 398720.3440000005)
tophoogte.1330,3.6,nat,1977,,,POINT (100808.79699999839 398720.125)
tophoogte.1331,1.5,nat,1977,,,POINT (100120.7890000008 398719.5940000005)
tophoogte.1332,1,nat,1977,,,POINT (105249.35200000182 398719.561999999)
tophoogte.1333,4.5,nat,1977,,,POINT (104411.3440000005 398719.3440000005)
tophoogte.1334,6.7,kunst,1978,,,POINT (102949.6559999995 398718.563000001)
tophoogte.1335,7.2,nat,1978,,,POINT (102817.10200000182 398717.8440000005)
tophoogte.1336,6.1,kunst,1978,,,POINT (103816.6090000011 398717.0940000005)
tophoogte.1337,2.4,nat,1977,,,POINT (100916.00800000131 398716.2809999995)
tophoogte.1338,0.9,nat,1977,,,POINT (105329.82800000161 398716.2809999995)
tophoogte.1339,1.8,nat,1977,,,POINT (101020.97700000182 398716.061999999)
tophoogte.1340,2.5,nat,1978,,,POINT (101332.29699999839 398714.686999999)
tophoogte.1341,2.9,nat,1977,,,POINT (105716.82800000161 398714.686999999)
tophoogte.1342,2.2,nat,1977,,,POINT (104989.5390000008 398713.5309999995)
tophoogte.1343,4.7,nat,1977,,,POINT (105800.86699999869 398712.4059999995)
tophoogte.1344,2.4,nat,1977,,,POINT (100094.75 397974.5309999995)
tophoogte.1345,4.7,nat,1977,,,POINT (107827.56199999899 397973.311999999)
tophoogte.1346,7.1,nat,1978,,,POINT (101969.92199999839 397972.8440000005)
tophoogte.1347,6.6,nat,1977,,,POINT (104140.60200000182 397972.0940000005)
tophoogte.1348,5,nat,1977,,,POINT (107742.97700000182 397970)
tophoogte.1349,4.4,nat,1977,,,POINT (104501.4299999997 397969.4059999995)
tophoogte.1350,3.8,nat,1977,,,POINT (109260.77299999818 397969.4059999995)
tophoogte.1351,6.1,nat,1977,,,POINT (106349.3440000005 397967.313000001)
tophoogte.1352,3.6,nat,1977,,,POINT (105212.70300000161 397966.5940000005)
tophoogte.1353,5.7,nat,1977,,,POINT (106197.97700000182 397965.936999999)
tophoogte.1354,5.3,nat,1977,,,POINT (108470.74199999869 397965.061999999)
tophoogte.1355,7.6,kunst,1978,,,POINT (102415.7890000008 397962.7809999995)
tophoogte.1356,4.6,nat,1977,,,POINT (107353.6409999989 397961.7190000005)
tophoogte.1357,4.5,nat,1977,,,POINT (108358.2190000005 397959.4059999995)
tophoogte.1358,5.3,nat,1978,,,POINT (101620.42199999839 397958.9690000005)
tophoogte.1359,6.4,nat,1977,,,POINT (104796.95300000161 397957.436999999)
tophoogte.1360,6.1,kunst,1978,,,POINT (101745.3440000005 397955.1559999995)
tophoogte.1361,3.5,nat,1977,,,POINT (108593.5940000005 397954.188000001)
tophoogte.1362,3.8,nat,1977,,,POINT (105764.95300000161 397952.563000001)
tophoogte.1363,2.9,nat,1977,,,POINT (105570.6799999997 397951.9690000005)
tophoogte.1364,7.4,nat,1978,,,POINT (102223.47700000182 397948.7190000005)
tophoogte.1365,6.2,nat,1977,,,POINT (106254.77299999818 397948.061999999)
tophoogte.1366,3.2,nat,1977,,,POINT (109631.1559999995 397947.875)
tophoogte.1367,5.1,nat,1977,,,POINT (108110.04699999839 397946.436999999)
tophoogte.1368,7.4,nat,1978,,,POINT (103827.3440000005 397945.811999999)
tophoogte.1369,4.6,nat,1977,,,POINT (105112.5309999995 397945.375)
tophoogte.1370,5.3,nat,1977,,,POINT (104724.25800000131 397944.936999999)
tophoogte.1371,6,nat,1977,,,POINT (106864.45300000161 397943.0940000005)
tophoogte.1372,4.8,nat,1977,,,POINT (107963.5 397942.75)
tophoogte.1373,3.8,nat,1979,,,POINT (109994.50800000131 397941.8440000005)
tophoogte.1374,4.1,kunst,1978,,,POINT (100823.07800000161 397939.9059999995)
tophoogte.1375,4.3,nat,1977,,,POINT (107235.95300000161 397938.561999999)
tophoogte.1376,6.5,nat,1978,,,POINT (103670.61699999869 397938.375)
tophoogte.1377,5.7,nat,1977,,,POINT (105872.7890000008 397937.936999999)
tophoogte.1378,5,nat,1977,,,POINT (106647.54699999839 397936.811999999)
tophoogte.1379,4.5,kunst,1978,,,POINT (100725.00800000131 397936.5940000005)
tophoogte.1380,7.5,nat,1978,,,POINT (102142.9059999995 397936.5)
tophoogte.1381,5,nat,1977,,,POINT (106509.4059999995 397935.875)
tophoogte.1382,2.5,nat,1977,,,POINT (100123.11699999869 397935.625)
tophoogte.1383,8.5,kunst,1978,,,POINT (103107.36699999869 397935.4690000005)
tophoogte.1384,6.7,nat,1977,,,POINT (104175.43800000101 397935.061999999)
tophoogte.1385,4.7,nat,1978,,,POINT (100604.5700000003 397933.625)
tophoogte.1386,4.6,nat,1977,,,POINT (109159.25800000131 397933.2190000005)
tophoogte.1387,2.8,nat,1977,,,POINT (100022.25 397933.063000001)
tophoogte.1388,5.9,nat,1977,,,POINT (106947.1799999997 397932.436999999)
tophoogte.1389,2.8,nat,1977,,,POINT (109821.52299999818 397931.7190000005)
tophoogte.1390,6.4,nat,1977,,,POINT (104385.9299999997 397931)
tophoogte.1391,5.9,nat,1977,,,POINT (105949.18800000101 397930.875)
tophoogte.1392,3.3,nat,1977,,,POINT (100223.97700000182 397930.7809999995)
tophoogte.1393,2.2,nat,1977,,,POINT (105447.9059999995 397930.375)
