OBJECTID,MATERIAAL,DIEPTE,KWKSTATU,KWKOPME,KWKPLAAN,OSMOMSCH,IWS_MEMO,KWKNAAM,KSMIDENT,VERANKERING,KERIDENT,IWS_EIGENAAR,KSM_TYPE,Shape__Length,GlobalID
49928,,0,300,Landhoofd Brug,brug Zutphenseweg,brug Zutphenseweg,NWO brug Zutphenseweg,brug Zutphenseweg,113,,,,,15.2538206381554,4065a0d7-b0fe-45b4-9110-3bed0dd68767
49929,,0,300,Landhoofd Brug,fietsbrug Schipbeek,fietsbrug Schipbeek,NWO fietsbrug Schipbeek,fietsbrug Schipbeek,114,,,,,7.75147779531127,55ecef8d-e0d6-4a64-94b0-a79cd21a07cc
49930,,0,300,Landhoofd Brug,Wilhelminabrug,Wilhelminabrug,NWO Wilhelminabrug,Wilhelminabrug,115,,,,,22.1470873257616,5cce8f48-17ba-48b4-a682-af548b2870bb
49931,,0,300,Landhoofd Brug,spoorbrug,spoorbrug,NWO spoorbrug,spoorbrug,116,,,,,21.402833922688,32ad90ba-8ea2-4256-bfd8-c560c31f123d
49932,,0,300,Landhoofd Brug,spoorbrug,spoorbrug,NWO spoorbrug,spoorbrug,117,,,,,11.2317393576178,0615aee4-693f-4d3d-9e5d-9fc1edfb306e
49933,7,0,300,"GEOLON PET 200, op min. 0,5m zand aangebracht",,Geotextiel horizontaal,,,18429,3,,,4,269.990615210969,342ab17a-2cb1-496f-952e-3561245a4140
49934,,,300,,,drainage,,,18445,,,,4,362.160954615984,745915be-379b-42ba-b8a9-15d302c03350
49935,4,-9.55,300,,,damwand Gemaal Kamperveen,"Groutankel 45graden ±24meter, betonnen deksloof op damwand ±80cm breed.",,18446,2,,,2,25.2458379754429,42bf45ef-9da3-4a7e-bdf1-ab958a96e1c8
49936,22,,300,,,in-/uittredepunt gestuurde boring,"ingetekend op basis van coordinaten 201870,15x504072,76 maar lijkt op tekening noordelijker te liggen. Kunststof scherm met meerdere doorlaten ingegraven.",,20991,,IWK,gem zwolle,4,3.06595363676177,b08fb50e-7707-49e8-b1bb-b8cc0103dbde
49937,,,300,,,in-/uittredepunt gestuurde boring,,,20669,,IWK,,4,6.72037030879234,ab93cc02-3447-45f7-8289-f438dd98d788
49938,8,,300,,,in-/uittredepunt gestuurde boring,,,20670,,IWK,,4,10.8883181040607,1eb494ee-6165-465f-8592-9dc824b61c88
49939,,,300,,,in-/uittredepunt gestuurde boring,volgens handhaver is er een kwelscherm aangebracht,,21949,,,,4,4.00897148441491,1922eace-0783-4b64-a370-9749c4d50f55
49940,,,300,,,in-/uittredepunt gestuurde boring,volgens handhaver is er een kwelscherm aangebracht,,21950,,,,4,8.52718165736631,9613253c-598e-40c5-9506-1597d3b45cd1
49941,,,300,,,in-/uittredepunt gestuurde boring,volgens handhaver is er een kwelscherm aangebracht,,22269,,,,4,5.08251890523433,0285d615-290c-4638-863e-0031f6c4a55c
49942,,,300,,,in-/uittredepunt gestuurde boring,volgens handhaver is er een kwelscherm aangebracht,,22270,,,,4,5.68084430921052,bbed0835-4ad0-4f0a-8ba1-fd0ff2ca74af
49943,,0,300,Landhoofd Brug,brug Rijksweg,brug Rijksweg,NWO brug Rijksweg,brug Rijksweg,118,,,,,34.9518157752632,b6d4d6b7-d0d7-4779-a8ae-d7ac75b410ac
49944,,0,300,Landhoofd Brug,brug bij Spooldersluis,brug bij Spooldersluis,"aan de buitenteen van de primaire kering, eigenaar=RWS",brug bij Spooldersluis,119,,,,,12.0773428377993,36752bb4-5d67-4aa6-b9e2-2974eea7f74c
49945,8,,300,,,in-/uittredepunt gestuurde boring,join Z/20/033621,,16189,,iwk,,4,4.25633434963187,63122e90-112f-4487-a305-bee45ef471c9
49946,8,,300,,,in-/uittredepunt gestuurde boring,join Z/20/033621,,16190,,iwk,,4,3.17101532843945,9070eaf4-93d3-4a6c-865b-6f6b8831cafb
49947,,,300,,,,,keermuur bij  nabij het bastion,16509,,,,6,25.7635612983076,2d55bd01-648a-4f6b-af34-269f56c84788
49948,4,14,300,constr.1A Type damwand: AZ26,,Pothoofdkade,Y:\GEO\GISProducten\Keringen\Constructies en Damwanden\Dijkring53a\Damwand_PothoofdkadeDeventer,Pothoofdkade,16510,3,,,2,54.5976832256561,417d443d-1c09-414c-84cd-b715b7ffd958
49949,4,15,300,constr.1 Type damwand: AZ26,,Pothoofdkade,Y:\GEO\GISProducten\Keringen\Constructies en Damwanden\Dijkring53a\Damwand_PothoofdkadeDeventer,Pothoofdkade,16511,2,,,2,53.5278439141417,5547571d-9cd6-453d-9f2e-934592469288
49950,4,16,300,constr.2 Type damwand: AZ26,,Pothoofdkade,Y:\GEO\GISProducten\Keringen\Constructies en Damwanden\Dijkring53a\Damwand_PothoofdkadeDeventer,Pothoofdkade,16512,2,,,2,13.4043040539331,f05e6e64-6980-433a-822b-764afe63ca35
49951,4,14.5,300,constr.3 Type damwand: AZ26,,Pothoofdkade,Y:\GEO\GISProducten\Keringen\Constructies en Damwanden\Dijkring53a\Damwand_PothoofdkadeDeventer,Pothoofdkade,16513,2,,,2,64.0093383278424,e276ee62-de6f-4c44-bc0e-2988859403b7
49952,4,14,300,constr.4A Type damwand: AZ26,,Pothoofdkade,Y:\GEO\GISProducten\Keringen\Constructies en Damwanden\Dijkring53a\Damwand_PothoofdkadeDeventer,Pothoofdkade,16516,3,,,2,24.2992589686107,556dfc80-0737-41fa-8bee-621472d6561b
49953,4,17.5,300,constr.4 Type damwand: AZ26,,Pothoofdkade,Y:\GEO\GISProducten\Keringen\Constructies en Damwanden\Dijkring53a\Damwand_PothoofdkadeDeventer,Pothoofdkade,16514,2,,,2,29.9618521480674,14f54c04-a643-484a-89ad-0b45fac0d54a
49954,8,,300,,,in-/uittrede gestuurde boring,join Z/20/032199,,15872,3,iwk,,4,6.67359438821285,85d0896c-b0c7-4cad-984d-c2e966512b97
49955,,,300,,,in-/uittredepunten gestuurde boring,join Z/20/032566,,15887,3,iwk,,20,1.04453729737716,32044141-d1ec-4ca7-a387-3ff2080860ec
49956,,,300,,,in-/uittredepunten gestuurde boring,join Z/20/032566,,15888,3,iwk,,20,1.29554363293274,557b2dac-d9e5-4468-8a65-3e957e1ef9bc
49957,,,300,,,in-/uittrede gestuurde boring,join Z/20/032566,,15889,3,iwk,,20,15.9655759380224,13776579-5330-4837-85b4-e3a0c53854f6
49958,,,300,,,in-/uittrede gestuurde boring,join Z/20/032566,,15890,3,iwk,,20,10.4268195170732,e8e6ce8a-d816-4822-bd21-71a9ca8cc453
49959,,,300,,,in-/uittredepunt gestuurde boring,join z/19/029234,,15891,3,iwk,,20,5.11275493101452,52d74d6c-e35e-421b-a341-3b58e71beb2d
49960,,,300,,,in-/uittredepunt gestuurde boring,join z/19/029234,,15892,3,iwk,,20,4.65585294170148,370819dc-b930-4828-abf4-8eb7babbb34c
49961,,,300,,,in-/uittrede gestuurde boring,join Z/20/031958,,15893,3,iwk,,20,14.1373008588021,ce3cf369-a809-4b34-bd04-1fb1cafe81c9
49962,,,300,,,in-/uittrede gestuurde boring,join Z/20/031958,,15894,3,iwk,,20,13.8043651158955,eec355cf-d193-4227-9852-c32574a5f98f
49963,,,300,,,in-/uittredepunt gestuurde boring,join z/19/027499,,15895,3,iwk,,20,11.3265906947312,13bcff05-0174-4578-a4ab-214e976ce430
49964,,,300,,,in-/uittredepunt gestuurde boring,join z/19/027499,,15896,3,iwk,,20,9.3349171619432,60547397-1f4f-4b3f-8591-0e9f6e8d11ec
