Gemeente,CBS Gemeentecode,Besluit,Besluitdatum,Bouwjaar,Status Pand,Status VBO,Gebruiksdoel,Wijknaam,CBS Wijknummer,Buurtnaam,CBS Buurtnummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Extra adresaanduiding,Postcode,(Woon)plaats,X,Y,latitude,longitude,BAG Pand nummer,BAG Verblijfsobject nummer,BAG Adresnummer,GEOMETRIE
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,e,,3621VG,Breukelen,128287.11,464954.65,4.99671,52.172095,1904100000042440,1904010000033670,1904200000034106,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
Stichtse Vecht,1904,116528,20220828220000,2019,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Tienhoven,WK190407,Molenpolder,BK19040701,Oudedijk,15,,,3612AD,Tienhoven,134171.97,462387,5.082892,52.149271,1904100000041731,1904010000033330,1904200000033765,"POLYGON ((134161.841 462387.128,134164.888 462384.346,134162.106 462381.565,134166.477 462377.327,134183.298 462393.353,134175.484 462401.168,134173.099 462398.121,134175.881 462395.34,134171.642 462391.101,134168.993 462393.486,134161.841 462387.128))"
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,f,,3621VG,Breukelen,128284.78,464964.82,4.996675,52.172187,1904100000042440,1904010000033671,1904200000034107,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
Stichtse Vecht,1904,BAG/AV-2830,20200301230000,2019,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Vreeland,WK190406,Vreeland Dorp,BK19040603,Kleizuwe,1,,,3633AE,Vreeland,131276.32,471445.05,5.039951,52.230566,1904100000041936,1904010000033463,1904200000033898,"POLYGON ((131318.865 471421.086,131298.33 471404.042,131271.789 471432.344,131274.594 471435.145,131271.538 471438.507,131273.833 471440.331,131275.217 471438.193,131280.248 471442.092,131282.615 471439.739,131285.406 471442.344,131282.638 471444.734,131283.645 471445.363,131276.318 471452.973,131267.921 471445.111,131272.198 471440.834,131270.689 471439.576,131268.802 471441.715,131263.267 471437.186,131269.808 471430.646,131265.657 471427.627,131298.613 471392.407,131324.148 471415.3,131318.865 471421.086))"
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,g,,3621VG,Breukelen,128283.36,464970.07,4.996654,52.172234,1904100000042440,1904010000033672,1904200000034108,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,h,,3621VG,Breukelen,128283.44,464976.15,4.996655,52.172288,1904100000042440,1904010000033673,1904200000034109,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,k,,3621VG,Breukelen,128290.44,464952.57,4.996759,52.172077,1904100000042440,1904010000033674,1904200000034110,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,l,,3621VG,Breukelen,128289.28,464960.32,4.996741,52.172146,1904100000042440,1904010000033675,1904200000034111,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,m,,3621VG,Breukelen,128288.36,464967.15,4.996727,52.172208,1904100000042440,1904010000033676,1904200000034112,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
Stichtse Vecht,1904,130220,20220920220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Midden,BK19040215,Wilhelminastraat,31,n,,3621VG,Breukelen,128287.19,464974.15,4.99671,52.172271,1904100000042440,1904010000033677,1904200000034113,"POLYGON ((128280.461 464978.086,128280.659 464976.703,128283.86 464949.898,128291.952 464951.093,128288.486 464979.044,128280.461 464978.086))"
Stichtse Vecht,1904,BAG/WFS-1686,20160202230000,2014,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Kockengen,WK190405,Kockengen Dorp,BK19040505,Sportweg,24,,,3628AZ,Kockengen,125217.66,462189.87,4.952084,52.147089,1904100000039674,1904010000031907,1904200000032338,"POLYGON ((125208.257 462193.257,125212.111 462183.952,125214.366 462184.704,125213.966 462185.885,125215.87 462186.396,125219.254 462179.535,125220.569 462180.193,125221.885 462178.877,125225.738 462180.381,125225.363 462181.415,125226.584 462181.979,125225.832 462184.422,125227.524 462184.892,125223.013 462195.325,125219.16 462193.821,125217.844 462197.11,125212.487 462194.855,125212.769 462193.915,125212.017 462193.445,125211.547 462194.385,125208.257 462193.257))"
Stichtse Vecht,1904,BAG/WFS-1686,20160202230000,2014,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Kockengen,WK190405,Kockengen Dorp,BK19040505,Sportweg,26,,,3628AZ,Kockengen,125201.49,462184.7,4.951848,52.147042,1904100000039673,1904010000031908,1904200000032339,"POLYGON ((125194.441 462186.772,125200.081 462174.554,125202.336 462175.776,125202.712 462173.896,125203.464 462174.272,125204.028 462172.862,125207.505 462174.46,125207.129 462175.4,125208.257 462175.776,125205.72 462182.731,125207.473 462183.467,125207.405 462182.304,125210.325 462183.294,125206.66 462191.941,125203.652 462191.001,125204.028 462190.437,125202.242 462189.873,125201.678 462191.377,125196.979 462189.403,125197.637 462187.994,125194.441 462186.772))"
Stichtse Vecht,1904,220015,20221212230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,17,,,3621BE,Breukelen,129040.1,464445.26,5.007756,52.167553,1904100000042471,1904010000033742,1904200000034179,"POLYGON ((129021.069 464447.327,129029.064 464434.601,129029.281 464434.259,129027.582 464433.18,129031.547 464426.932,129031.627 464426.806,129029.603 464425.521,129028.077 464427.926,129025.649 464426.385,129031.824 464419.785,129034.656 464416.758,129040.719 464410.725,129051.143 464414.611,129060.744 464417.932,129056.596 464424.55,129048.601 464437.277,129048.253 464437.826,129044.143 464444.171,129036.09 464456.86,129032.56 464454.62,129031.937 464455.603,129030.064 464454.411,129026.875 464459.436,129022.315 464456.543,129026.127 464450.537,129021.069 464447.327))"
Stichtse Vecht,1904,133492,20220928220000,2020,Bouw gestart,Verblijfsobject gevormd,industriefunctie,Maarssenbroek,WK190412,Industrieterrein Maarssenbroek,BK19041202,Nijverheidsweg,9,,,3606AH,Maarssen,131146.38,460291.34,5.038834,52.130313,1904100000042443,1904010000033683,1904200000034119,"POLYGON ((131028.075 460374.615,131138.939 460273.107,131238.576 460379.761,131115.082 460493.899,131030.414 460407.828,131028.075 460374.615))"
Stichtse Vecht,1904,112795,20220803220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Vreeland,WK190406,Polder Dorssewaard,BK19040602,Vecht en Veld,15,,,3633AH,Vreeland,131259.77,471628.68,5.039696,52.232215,1904100000042043,1904010000033562,1904200000033998,"POLYGON ((131256.203 471626.247,131259.581 471624.491,131263.498 471630.435,131258.905 471632.866,131257.689 471629.894,131258.635 471629.489,131256.203 471626.247))"
Stichtse Vecht,1904,112795,20220803220000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Vreeland,WK190406,Polder Dorssewaard,BK19040602,Vecht en Veld,21,,,3633AH,Vreeland,131202.27,471663.14,5.038852,52.232523,1904100000042049,1904010000033565,1904200000034001,"POLYGON ((131197.172 471660.222,131202.728 471656.705,131207.919 471665.14,131203.001 471668.237,131197.172 471660.222))"
Stichtse Vecht,1904,220015,20221212230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,19,,,3621BE,Breukelen,129045.48,464424.21,5.007836,52.167364,1904100000042471,1904010000033744,1904200000034181,"POLYGON ((129021.069 464447.327,129029.064 464434.601,129029.281 464434.259,129027.582 464433.18,129031.547 464426.932,129031.627 464426.806,129029.603 464425.521,129028.077 464427.926,129025.649 464426.385,129031.824 464419.785,129034.656 464416.758,129040.719 464410.725,129051.143 464414.611,129060.744 464417.932,129056.596 464424.55,129048.601 464437.277,129048.253 464437.826,129044.143 464444.171,129036.09 464456.86,129032.56 464454.62,129031.937 464455.603,129030.064 464454.411,129026.875 464459.436,129022.315 464456.543,129026.127 464450.537,129021.069 464447.327))"
Stichtse Vecht,1904,220015,20221212230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,20,,,3621BE,Breukelen,129044.08,464426.78,5.007816,52.167387,1904100000042471,1904010000033745,1904200000034182,"POLYGON ((129021.069 464447.327,129029.064 464434.601,129029.281 464434.259,129027.582 464433.18,129031.547 464426.932,129031.627 464426.806,129029.603 464425.521,129028.077 464427.926,129025.649 464426.385,129031.824 464419.785,129034.656 464416.758,129040.719 464410.725,129051.143 464414.611,129060.744 464417.932,129056.596 464424.55,129048.601 464437.277,129048.253 464437.826,129044.143 464444.171,129036.09 464456.86,129032.56 464454.62,129031.937 464455.603,129030.064 464454.411,129026.875 464459.436,129022.315 464456.543,129026.127 464450.537,129021.069 464447.327))"
Stichtse Vecht,1904,124708,20220905220000,2021,Bouw gestart,Verblijfsobject gevormd,sportfunctie,Maarssen,WK190401,Centrum ten zuiden van de Vecht,BK19040110,Harmonieweg,4,,,3603BN,Maarssen,131062.81,461293.69,5.037543,52.139319,1904100000042535,1904010000033802,1904200000034239,"POLYGON ((131015.767 461277.909,131037.76 461270.319,131061.141 461262.629,131063.767 461270.603,131063.176 461270.816,131064.784 461277.247,131065.467 461280.585,131062.325 461281.739,131064.689 461293.749,131068.756 461292.709,131070.647 461303.112,131071.499 461302.639,131072.917 461310.961,131026.199 461318.905,131024.402 461310.961,131025.821 461310.867,131024.946 461305.086,131024.863 461304.46,131025.122 461304.296,131025.553 461304.082,131025.258 461302.248,131024.67 461302.32,131024.378 461302.19,131023.527 461297.083,131019.743 461285.405,131018.279 461285.829,131015.767 461277.909))"
Stichtse Vecht,1904,124708,20220905220000,2021,Bouw gestart,Verblijfsobject gevormd,onderwijsfunctie,Maarssen,WK190401,Centrum ten zuiden van de Vecht,BK19040110,Harmonieweg,6,,,3603BN,Maarssen,131060.79,461283.39,5.037514,52.139226,1904100000042535,1904010000033803,1904200000034240,"POLYGON ((131015.767 461277.909,131037.76 461270.319,131061.141 461262.629,131063.767 461270.603,131063.176 461270.816,131064.784 461277.247,131065.467 461280.585,131062.325 461281.739,131064.689 461293.749,131068.756 461292.709,131070.647 461303.112,131071.499 461302.639,131072.917 461310.961,131026.199 461318.905,131024.402 461310.961,131025.821 461310.867,131024.946 461305.086,131024.863 461304.46,131025.122 461304.296,131025.553 461304.082,131025.258 461302.248,131024.67 461302.32,131024.378 461302.19,131023.527 461297.083,131019.743 461285.405,131018.279 461285.829,131015.767 461277.909))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,2,,,3621BE,Breukelen,129131.32,464464.44,5.009088,52.16773,1904100000042459,1904010000033726,1904200000034163,"POLYGON ((129116.085 464475.569,129118.84 464451.304,129118.107 464446.344,129125.612 464447.179,129124.876 464453.477,129142.361 464456.873,129141.648 464460.158,129140.441 464466.098,129139.424 464472.421,129138.012 464481.962,129118.546 464475.469,129118.164 464476.416,129116.085 464475.569))"
Stichtse Vecht,1904,BAG/AV-3320,20220109230000,2021,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Breukelen,WK190402,Breukelen Zuid,BK19040213,Hof van Vreedenoord,1,,,3621BE,Breukelen,129136,464447.37,5.009158,52.167576,1904100000042460,1904010000033725,1904200000034162,"POLYGON ((129124.876 464453.477,129125.612 464447.179,129126.741 464437.512,129142.768 464439.304,129146.308 464439.679,129145.307 464443.303,129142.361 464456.873,129124.876 464453.477))"
Stichtse Vecht,1904,234651,20230118230000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Vreeland,WK190406,Vreeland Dorp,BK19040603,Vecht en Veld,49,,,3633AH,Vreeland,131036.39,471689.27,5.036422,52.23275,1904100000042077,1904010000033579,1904200000034015,"POLYGON ((131029.687 471686.197,131033.668 471681.797,131042.329 471690.527,131038.836 471694.019,131037.327 471696.061,131034.436 471693.67,131033.668 471692.413,131032.481 471691.714,131031.084 471689.689,131029.687 471686.197))"
Stichtse Vecht,1904,234651,20230118230000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Vreeland,WK190406,Vreeland Dorp,BK19040603,Vecht en Veld,1,,,3633AH,Vreeland,131255.59,471557.28,5.03964,52.231574,1904100000042029,1904010000033555,1904200000033991,"POLYGON ((131248.492 471557.277,131253.551 471553.789,131252.445 471551.421,131257.496 471547.834,131264.377 471556.326,131252.405 471563.941,131248.492 471557.277))"
Stichtse Vecht,1904,234651,20230118230000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Vreeland,WK190406,Vreeland Dorp,BK19040603,Vecht en Veld,3,,,3633AH,Vreeland,131260.35,471569.36,5.039709,52.231682,1904100000042031,1904010000033556,1904200000033992,"POLYGON ((131252.225 471568.771,131264.67 471561.523,131268.843 471568.844,131256.985 471576.437,131252.225 471568.771))"
Stichtse Vecht,1904,234651,20230118230000,2020,Bouw gestart,Verblijfsobject gevormd,woonfunctie,Vreeland,WK190406,Vreeland Dorp,BK19040603,Vecht en Veld,75,,,3633AH,Vreeland,131199.24,471576.46,5.038814,52.231744,1904100000042104,1904010000033592,1904200000034028,"POLYGON ((131182.715 471570.866,131192.472 471562.02,131196.961 471567.772,131199.496 471565.793,131204.44 471571.647,131203.529 471573.208,131207.562 471576.07,131199.912 471583.769,131182.715 471570.866))"
Stichtse Vecht,1904,236057,20230122230000,2012,Bouw gestart,Verblijfsobject gevormd,logiesfunctie,Maarssen,WK190401,Bethunepolder-zuid,BK19040102,Maarsseveensevaart,3,,26,3601CC,Maarssen,132526.34,462093.29,5.058868,52.146567,1904100000038668,1904010000031368,1904200000031779,"POLYGON ((132520.858 462092.915,132522.322 462089.194,132522.782 462088.148,132523.533 462086.848,132527.925 462088.608,132531.145 462090.992,132528.092 462097.097,132523.493 462094.839,132523.743 462094.003,132520.858 462092.915))"
Stichtse Vecht,1904,236057,20230122230000,2012,Bouw gestart,Verblijfsobject gevormd,logiesfunctie,Maarssen,WK190401,Bethunepolder-zuid,BK19040102,Maarsseveensevaart,3,,27,3601CC,Maarssen,132537.79,462098.56,5.059035,52.146614,1904100000038669,1904010000031369,1904200000031780,"POLYGON ((132530.643 462101.195,132535.716 462092.68,132541.892 462096.093,132541.215 462097.242,132542.807 462098.248,132544.169 462096.886,132550.978 462100.193,132545.92 462108.17,132540.084 462105.252,132539.216 462104.833,132538.003 462104.164,132536.163 462103.621,132530.643 462101.195))"
Stichtse Vecht,1904,236057,20230122230000,2012,Bouw gestart,Verblijfsobject gevormd,logiesfunctie,Maarssen,WK190401,Bethunepolder-zuid,BK19040102,Maarsseveensevaart,3,,25,3601CC,Maarssen,132515.13,462087.02,5.058705,52.14651,1904100000038667,1904010000031367,1904200000031778,"POLYGON ((132510.78 462088.524,132513.707 462082.168,132519.604 462085.765,132518.976 462086.935,132517.304 462090.03,132516.844 462090.824,132515.653 462090.422,132515.505 462090.992,132510.78 462088.524))"
Stichtse Vecht,1904,236057,20230122230000,2012,Bouw gestart,Verblijfsobject gevormd,logiesfunctie,Maarssen,WK190401,Bethunepolder-zuid,BK19040102,Maarsseveensevaart,3,,24,3601CC,Maarssen,132503.34,462082.28,5.058533,52.146467,1904100000038666,1904010000031366,1904200000031777,"POLYGON ((132499.991 462081.906,132501.143 462079.611,132501.873 462080.066,132503.201 462077.662,132508.564 462080.192,132505.595 462086.297,132500.159 462083.746,132500.409 462082.701,132499.991 462081.906))"
Stichtse Vecht,1904,236057,20230122230000,2012,Bouw gestart,Verblijfsobject gevormd,logiesfunctie,Maarssen,WK190401,Bethunepolder-zuid,BK19040102,Maarsseveensevaart,3,,23,3601CC,Maarssen,132493.34,462074.88,5.058387,52.1464,1904100000038665,1904010000031365,1904200000031776,"POLYGON ((132482.261 462072.916,132483.766 462070.532,132485.272 462066.81,132487.237 462068.065,132490.122 462069.863,132489.127 462071.479,132491.251 462072.163,132492.422 462070.49,132497.482 462073.083,132494.513 462079.021,132489.495 462076.512,132489.997 462075.592,132487.906 462074.588,132487.404 462075.508,132482.261 462072.916))"
Stichtse Vecht,1904,236057,20230122230000,2012,Bouw gestart,Verblijfsobject gevormd,logiesfunctie,Maarssen,WK190401,Bethunepolder-zuid,BK19040102,Maarsseveensevaart,3,,22,3601CC,Maarssen,132486.73,462071.54,5.058291,52.146369,1904100000038665,1904010000031364,1904200000031775,"POLYGON ((132482.261 462072.916,132483.766 462070.532,132485.272 462066.81,132487.237 462068.065,132490.122 462069.863,132489.127 462071.479,132491.251 462072.163,132492.422 462070.49,132497.482 462073.083,132494.513 462079.021,132489.495 462076.512,132489.997 462075.592,132487.906 462074.588,132487.404 462075.508,132482.261 462072.916))"
Stichtse Vecht,1904,236057,20230122230000,2012,Bouw gestart,Verblijfsobject gevormd,logiesfunctie,Maarssen,WK190401,Bethunepolder-zuid,BK19040102,Maarsseveensevaart,3,,21,3601CC,Maarssen,132474.57,462066.13,5.058113,52.14632,1904100000038664,1904010000031363,1904200000031774,"POLYGON ((132470.51 462064.754,132470.677 462063.709,132471.555 462062.831,132474.231 462060.949,132480.88 462063.834,132477.2 462070.274,132472.433 462068.769,132470.928 462067.514,132470.51 462064.754))"
