OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,GELDIG_VANAF,PUBLICATIEDATUM,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
898,e32b78e3-7bf1-43e2-ab0f-6800134d6d19,52418_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,432990",-18.780512,"-18,780512",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189844.66899999,444289.55499999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9859075,5.89445348,91.43299
899,7ce77498-e63e-458f-95b9-4378fc34fe90,52391_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,526314",1.847077,"1,847077",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189929.56,444244.869,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98550053,5.89568468,91.526314
900,681ade03-6d41-4ce7-813c-19b205b7a46b,52469_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,528990",-4.923024,"-4,923024",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189933.82999999,444250.777,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98555336,5.89574744,91.52899
901,8df2bb33-90b1-475f-a0fb-635cb1d4271d,52401_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,462881",-13.616814,"-13,616814",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189872.117,444276.4,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98578754,5.8948517,91.462881
902,0aa0e557-b075-4d9b-98d4-1fc2e99df20e,52460_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,794872",11.319498,"11,319498",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190195.206,444181.75599999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9849165,5.89954515,91.794872
903,306ac610-7377-402c-9351-8e35ec7485c2,52381_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,881859",37.959512,"37,959512",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190274.47899999,444135.628,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98449687,5.90069435,91.881859
904,1372e51f-7a41-4c0c-bc65-a4ff6cc7ca32,52382_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,882242",37.924078,"37,924078",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190274.86499999,444135.57199999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98449635,5.90069996,91.882242
905,a4800f6b-8975-4f57-9542-f1bc74b198d1,52409_2012_BOB,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,015815",4.057545,"4,057545",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190405.75899999,444148.321,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9846026,5.90260663,92.015815
906,585d7a6c-520c-4938-ba3b-0625de17346c,52417_2012_BOB,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,068110",-7.746383,"-7,746383",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190455.70999999,444160.89199999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9847124,5.90333505,92.06811
907,b7b6ea2d-db0b-4799-86ec-377ce12ce619,52473_2012_BEB,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,037,,37,037__,Arnhem - Velperbroek Aansl.,"92,353060",-4.891032,"-4,891032",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190739.76699999,444214.194,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98517326,5.90747549,92.35306
908,9e484ae7-9c45-4cbd-a9b7-7825f0739f5d,52472_2012_BOB,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,037,,37,037__,Arnhem - Velperbroek Aansl.,"92,353472",-4.891745,"-4,891745",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190740.16899999,444214.282,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98517402,5.90748135,92.353472
909,9cc83eb7-5be3-4303-aa3b-98f5caf5541a,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,120546",-47.475983,"-47,475983",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189535.764,444376.384,29.125,Arnhem Berg,AHB,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98670721,5.88996552,91.120546
910,197e0c38-5b86-4c01-99ec-0b7185958cba,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,026813",8.823392,"8,823392",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190416.314,444143.477,28.84,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98455839,5.90275978,92.026813
911,cf714fe7-63a4-40ec-9531-79237d858893,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,020797",10.032248,"10,032248",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190410.51199999,444142.31099999,28.88299999,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98454828,5.9026752,92.020797
912,a0aa94cb-a31f-4457-b898-b955ef5d9d78,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,069426",21.401606,"21,401606",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189477.886,444313.683,29.416,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98614726,5.88911667,91.069426
913,4f27e35a-1aec-4b37-8f42-0814fa809c27,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,025941",-41.391252,"-41,391252",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189444.527,444380.96799999,29.18199999,Arnhem Berg,AHB,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98675408,5.88863782,91.025941
914,7c077b79-bad6-4911-b4ad-81803f02a607,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,037,,37,037__,Arnhem - Velperbroek Aansl.,"92,462032",4.81007,"4,810070",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190848.679,444228.25099999,27.768,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98529258,5.90906236,92.462032
915,3a8657ef-dbb8-4642-a827-e18247ffb531,,60,Bestaand,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,"0,791805",-22.63194,"-22,631940",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,192524.339,443273.793,15.88299999,Velperbroek Aansl.,VA,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.97660329,5.93334991,0.791805
916,840dafbb-8157-43a9-bfed-d8d51ba2d555,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,095113",-3.122741,"-3,122741",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189504.98999999,444335.108,29.227,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98633814,5.88951338,91.095113
917,732a0988-1ee7-4a66-80d2-0d03abebeb6e,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,274375",13.19614,"13,196140",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189687.817,444297.59899999,28.209,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98598962,5.89217101,91.274375
918,2f3aa314-430f-4c37-896c-09d30c02fbbe,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,058969",-11.155434,"-11,155434",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189471.95999999,444347.194,28.68199999,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98644882,5.88903377,91.058969
919,52ccbba5-b2cc-456d-a2ff-38039ca28ee3,,60,Bestaand,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,"1,159897",7.029609,"7,029609",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,192830.293,443431.39399999,16.402,Velperbroek Aansl.,VA,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.97799902,5.93782011,1.159897
920,26a11938-9ff8-4c2c-b2a5-c455fe8730cd,,60,Bestaand,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,507,a,507,507_a,Velperbroek Aansl.,"1,448939",-2.852931,"-2,852931",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,192779.284,443702.79599999,17.74299999,Velperbroek Aansl.,VA,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98044182,5.93710762,1.448939
921,a767b513-3e22-4220-9989-5b60b1e85ba6,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,178241",7.050409,"7,050409",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189590.568,444315.75599999,28.83299999,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98615888,5.89075719,91.178241
922,68553b09-be1b-4dcd-9188-463d41d5dfdc,,60,Bestaand,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,"0,791399",-22.683987,"-22,683987",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,192523.929,443273.80699999,15.88299999,Velperbroek Aansl.,VA,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.97660344,5.93334395,0.791399
923,04629bde-a276-4faf-8283-418039435251,,60,Bestaand,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,"1,197087",3.176824,"3,176824",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,192839.439,443467.098,17.01699999,Velperbroek Aansl.,VA,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9783193,5.93795716,1.197087
924,4351b28d-8e8f-4605-baef-2d9b360832be,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,388869",-5.587821,"-5,587821",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189798.973,444288.753,28.622,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98590316,5.89378821,91.388869
925,ae52b0d0-99de-44bf-8e5f-d6076ed6582b,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,308814",11.982727,"11,982727",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189720.764,444292.29499999,28.213,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98593989,5.89265008,91.308814
926,e32d4a9e-261c-455f-95e5-47fa271fc244,,60,Bestaand,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,"0,977957",1.049543,"1,049543",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,192705.168,443301.23999999,16.35399999,Velperbroek Aansl.,VA,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.97683772,5.93598469,0.977957
927,3456b919-6869-437f-a5ae-9476579a86aa,,60,Bestaand,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,"1,197070",3.54697,"3,546970",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,192839.78,443466.95299999,17.01699999,Velperbroek Aansl.,VA,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.97831797,5.93796211,1.19707
928,b2dcd1a8-2b99-4a0b-abe1-cff79db5d71e,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,427197",-9.080251,"-9,080251",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189836.428,444281.81,28.815,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9858384,5.89433273,91.427197
929,6fbd2a12-e3cc-4d66-95fe-5900defa76f3,,60,Bestaand,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,"0,978348",1.066296,"1,066296",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,192705.52799999,443301.40299999,16.35399999,Velperbroek Aansl.,VA,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.97683917,5.93598994,0.978348
930,07303b87-e669-48d5-a760-5b048a0ec18a,,60,Bestaand,Ahg-IJbw,Arnhem Goederenstation - IJsselbrug Westervoort Westzijde ,507,c,507,507_c,Velperbroek Aansl.,"201,446673",-2.618974,"-2,618974",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,193036.831,443605.81699999,18.138,Velperbroek Aansl.,VA,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9795526,5.94084548,201.446673
931,b3c0b382-e281-49ce-957b-8697b9f5f407,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,543616",-10.360104,"-10,360104",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189949.47899999,444252.45299999,28.468,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98556744,5.89597541,91.543616
932,3ffde22f-bba0-4db9-9253-80dba7611970,,60,Bestaand,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,"1,198254",3.733495,"3,733495",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,192840.361,443467.982,17.01699999,Velperbroek Aansl.,VA,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.97832718,5.93797068,1.198254
933,d1a69cbc-04e4-4484-987f-b604412e9f2b,,60,Bestaand,Ahg-IJbw,Arnhem Goederenstation - IJsselbrug Westervoort Westzijde ,507,c,507,507_c,Velperbroek Aansl.,"201,446186",-2.6242,"-2,624200",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,193036.36199999,443605.788,18.138,Velperbroek Aansl.,VA,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.97955237,5.94083865,201.446186
934,9b010e11-02c2-4e45-b8dc-764ab35fcce7,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,058583",-11.106165,"-11,106165",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189471.59099999,444347.189,28.725,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9864488,5.8890284,91.058583
935,db677744-acae-47a9-a945-153e3086c306,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,015247",3.974584,"3,974584",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190405.21299999,444148.408,29.03399999,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98460342,5.9025987,92.015247
936,ee208bc2-3bd7-4212-94fc-85b2f58c7cb3,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,021221",9.934227,"9,934227",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190410.921,444142.406,28.84,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98454911,5.90268116,92.021221
937,a3ee2e1d-826f-4f19-9404-eea74660ad89,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,069864",21.377589,"21,377589",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189478.301,444313.657,29.44699999,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.986147,5.88912271,91.069864
938,992706c4-3e5e-4fce-b8fd-47b65e9c4eaf,,60,Bestaand,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,507,a,507,507_a,Velperbroek Aansl.,"1,449366",-2.859885,"-2,859885",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,192779.00599999,443703.12599999,17.74299999,Velperbroek Aansl.,VA,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9804448,5.93710361,1.449366
939,31f03507-d8e3-424b-99ad-ad6c4c0d09bc,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,023479",-41.33074,"-41,330740",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189442.204,444381.188,29.18199999,Arnhem Berg,AHB,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9867562,5.88860403,91.023479
940,681251ca-c01b-45c3-9b33-3fc249e8dcc2,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,071478",-42.925106,"-42,925106",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189487.53899999,444377.31099999,29.097,Arnhem Berg,AHB,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98671854,5.88926359,91.071478
941,bb93c766-72cd-4a4e-a59c-3c112bf8affd,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,027272",8.769126,"8,769126",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190416.75599999,444143.52799999,28.84,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98455882,5.90276622,92.027272
942,9ac846ee-2caf-4095-857f-3bac11dc3ecb,,120,Bestaand,Mvt-Ecta,"Rotterdam, Emplacement Maasvlakte - Rotterdam Waalhaven Racc. ECT Aansl. ",478,b,478,478_b,Rotterdam Europoort 4,"602,724240",-8.011849,"-8,011849",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,61353.95999999,440972.68599999,6.333,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.94929982,4.02501508,602.72424
943,486638dc-a1bd-45cc-9d75-050237bd265a,,120,Bestaand,Mvt-Mvtm,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Missouriweg ",475,a,475,475_a,Rotterdam Maasvlakte,"0,465747",7.035818,"7,035818",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,61758.417,440999.613,6.383,"Rotterdam, Emplacement Maasvlakte",MVT_791-794,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.94960982,4.03088952,0.465747
944,74d9c52a-a4ec-437c-ad19-4b50deb27db3,,120,Bestaand,Mvt-Mvtm,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Missouriweg ",475,a,475,475_a,Rotterdam Maasvlakte,"0,467531",7.082461,"7,082461",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,61759.084,440999.44199999,6.394,"Rotterdam, Emplacement Maasvlakte",MVT_791-794,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.94960839,4.03089926,0.467531
945,85b0b240-c862-4cec-bf04-cab8a66fcd09,,120,Bestaand,Mvt-Mvtm,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Missouriweg ",475,a,475,475_a,Rotterdam Maasvlakte,"0,117731",-7.645542,"-7,645542",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,61490.9,440933.564,6.32,"Rotterdam, Emplacement Maasvlakte",MVT_791-794,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zee-Zevenaar,51.94897133,4.02701716,0.117731
946,86585c85-9735-4166-b901-8c9847e1a86f,52459_2012_BEB,60,Bestaand,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,"42,553599",-6.805846,"-6,805846",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,166227.29199999,419775.597,9.94999999,Oss,OSS,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.76655005,5.54984699,42.553599
947,91b0bc7a-6f22-4d6b-96fd-404f527a4327,52455_2012_BOB,60,Bestaand,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,"42,553203",-6.799572,"-6,799572",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,166226.894,419775.57299999,9.94999999,Oss,OSS,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.76654984,5.54984123,42.553203
948,ff19462f-25db-400c-8db8-4e067fdd3473,52456_2012_BEB,60,Bestaand,O-Oelz,Oss - Oss Racc. Elzenburg ,831,a,831,831_a,Oss Racc. Elzenburg,"100,329814",4.009469,"4,009469",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,166383.51699999,420024.78899999,9.06099999,Oss Racc. Elzenburg,OELZ,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.76878671,5.55211834,100.329814
949,14254be3-07ed-4f21-9717-fa45452196be,52458_2012_BOB,60,Bestaand,O-Oelz,Oss - Oss Racc. Elzenburg ,831,a,831,831_a,Oss Racc. Elzenburg,"100,329430",4.02966,"4,029660",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,166383.53899999,420024.405,9.06099999,Oss Racc. Elzenburg,OELZ,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.76878326,5.55211865,100.32943
950,7fe57b70-d202-41ed-9eaf-08b492425ce1,,60,Bestaand,Ah-Vl,Arnhem - Venlo ,514,a,514,514_a,Nijmegen,"16,212717",4.892778,"4,892778",ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,187279.45499999,429194.705,25.18199999,Nijmegen,NM,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Oost,51.85038963,5.85569407,16.212717
951,f0e9737f-28d9-4e26-b6eb-790aaa4a6c7d,,60,Bestaand,Ah-Vl,Arnhem - Venlo ,514,a,514,514_a,Nijmegen,"16,214002",4.938521,"4,938521",ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,187279.033,429193.482,25.18199999,Nijmegen,NM,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Oost,51.85037866,5.85568783,16.214002
952,f1db6501-877c-4ece-a0bf-fba7c0514f23,,60,Bestaand,Ah-Vl,Arnhem - Venlo ,514,a,514,514_a,Nijmegen,"16,306140",-5.846627,"-5,846627",ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,187262.07999999,429101.62,24.771,Nijmegen,NM,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Onbekend,Oost,51.84955398,5.85543319,16.30614
