OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,GELDIG_VANAF,PUBLICATIEDATUM,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
842,e49f7a05-19b5-41bd-999c-fe6460bcf757,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,542665",-71.904302,"-71,904302",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135785.586,456241.949,4.796,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09409788,5.10681394,34.542665
843,9d48ec62-4c29-4d88-8541-920be3dc50e3,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,578298",12.117201,"12,117201",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135731.47899999,456168.318,4.85299999,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09343421,5.10602854,34.578298
844,30dabf7b-3a25-45b0-acf4-0eefd9171ac9,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,471566",-63.704472,"-63,704472",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135738.427,456301.61099999,3.992,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09463248,5.10612241,34.471566
845,018f2d98-b958-4b5b-8a04-1f0e4d50795c,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"35,427172",15.289133,"15,289133",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,136173.744,455442.55099999,4.19399999,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.08692625,5.1125222,35.427172
846,493d3121-f102-47a8-9496-e638453c3b81,,60,Bestaand,Ut-Amf,Utrecht - Amersfoort ,531,a,531,531_a,Utrecht Centraal,"0,783981",10.525628,"10,525628",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135610.69399999,456525.798,3.968,Utrecht Landstraat,UT_Landstraat,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09664301,5.10424571,0.783981
847,dcd512e5-bfbe-4b6a-b319-23acc4b859ae,,60,Bestaand,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,"1,052995",60.242375,"60,242375",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135231.416,456567.803,2.40799999,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09700716,5.09870838,1.052995
848,c40a3583-9263-4ea0-af3e-d5ee268db976,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,620413",-46.927319,"-46,927319",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135803.874,456161.443,5.21,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09337493,5.10708533,34.620413
849,dc684946-af50-46a3-b98a-493f668f71f4,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"35,160581",48.762433,"48,762433",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,136000.559,455651.117,3.636,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.08879492,5.10998381,35.160581
850,32aece18-a410-4062-bc1d-85da77fbcfb7,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"35,967225",25.784658,"25,784658",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,136429.43599999,454966.663,4.109,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.08265762,5.11627866,35.967225
851,3ec1dd0b-c698-4ca5-b05a-bba2a82a6eeb,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,316004",-44.815873,"-44,815873",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135601.152,456415.64799999,9.20299999,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09565266,5.10411273,34.316004
852,365078f3-0a7c-4164-ba9b-c563141ffd1e,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,295112",33.836453,"33,836453",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135541.295,456360.727,3.684,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09515693,5.10324237,34.295112
853,8b928c0a-6a4b-41e6-996a-5c5d711e26aa,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,850538",-20.069659,"-20,069659",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135901.66,455952.325,5.28399999,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09149877,5.10852395,34.850538
854,be1aa2ba-8765-4bef-8b2b-501c13e434f9,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,726154",-21.257184,"-21,257184",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135835.103,456057.94,5.09199999,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09244573,5.10754684,34.726154
855,db5c1c20-ecc0-4064-9b34-9e42f95496e8,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,574768",-35.00942,"-35,009420",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135770.25599999,456195.335,5.28,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09367839,5.10659286,34.574768
856,9efbe833-aa72-43e9-9d84-efaa9cd063c9,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"36,377266",11.913496,"11,913496",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,136672.427,454634.58299999,7.09499999,,,,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.07968098,5.11984142,36.377266
857,5bed1e17-b7e7-43e9-b10e-b882f08ea095,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"35,647218",5.830789,"5,830789",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,136290.725,455255.771,4.23299999,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.08525144,5.1142392,35.647218
858,e87cd5af-8223-45d2-ac84-0895c37efa75,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,327215",-78.255142,"-78,255142",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135632.605,456434.098,3.648,Blauwkapel - Utrecht Centraal,BKP-UT,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09581958,5.10457067,34.327215
859,d9ca1143-4fd1-4886-a024-ac541dc74c27,,60,Bestaand,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,"1,407685",169.236708,"169,236708",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,134876.54699999,456733.48999999,2.778,Utrecht Cartesiusweg,UTCTW,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09848358,5.09351988,1.407685
860,835cc018-31f3-4ea0-b657-9950232e71d5,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,810079",0.711189,"0,711189",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135861.79,455974.558,5.03599999,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09169722,5.10794093,34.810079
861,b6a0b632-2e54-4576-ba8b-d3e7d0c867c2,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,584407",1.853631,"1,853631",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135743.44699999,456168.233,4.434,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09343387,5.10620319,34.584407
862,b0aed580-0cea-4e8e-aa42-313c76e42f43,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"35,430888",-5.694712,"-5,694712",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,136193.798,455449.776,4.165,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.08699187,5.11281439,35.430888
863,f3c5a039-80b5-4cb0-b38c-b734cef4f726,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"35,634365",6.989225,"6,989225",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,136283.393,455266.379,4.23299999,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.08534653,5.11413165,35.634365
864,5648b5d0-b8ca-4a74-ac40-da6e6e42e816,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"34,652125",6.240674,"6,240674",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,135773.696,456107.39199999,5.214,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.09288808,5.10664802,34.652125
865,441cca09-b9c3-4a30-8d94-c12fc9c25ac0,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"36,375265",11.838262,"11,838262",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,136671.014,454635.976,7.125,,,,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.07969345,5.11982073,36.375265
866,5e7dc1e0-ad60-4302-b38d-b6e031c56a2b,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"36,099003",38.217297,"38,217297",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,136473.84299999,454860.913,4.293,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.08170863,5.11693224,36.099003
867,a2c85053-6596-4f04-865c-0b5bc0338fd3,,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,"35,812926",76.774664,"76,774664",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,136309.613,455076.667,5.035,Utrecht Centraal,UT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Midden,52.0836423,5.11452458,35.812926
868,3e2465a2-4fbc-4765-8a43-a90258c390bd,,60,Bestaand,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,"86,265102",4.42131,"4,421310",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,110715.875,427124.462,10.484,Dordrecht Stadspolders - Sliedrecht,DDRS-SDT,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Zuid,51.83096023,4.74475292,86.265102
869,d791f2cb-554c-4654-9d81-1cd298fa5597,,60,Bestaand,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,"70,997509",2.795461,"2,795461",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,125537.73699999,427242.161,3.495,Gorinchem - Boven - Hardinxveld,GR-BHDV,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Zuid,51.83299783,4.95976246,70.997509
870,6831f8a1-0aea-44fb-8930-7b0127ae5116,52399_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,213876",-3.893643,"-3,893643",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189628.818,444322.66999999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98621864,5.8913147,91.213876
871,b1129533-d9da-4207-86db-83784dd61936,52420_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,268344",-7.523279,"-7,523279",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189685.31,444319.07,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98618275,5.89213669,91.268344
872,892a4723-1e6b-41c8-a24a-b13a5d7b40be,52402_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,296965",-26.728842,"-26,728842",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189717.42999999,444332.956,0,Arnhem Berg,AHB,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98630555,5.89260567,91.296965
873,a7fa641d-edc1-4e1d-8a69-13afc689287a,52423_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,387425",-11.992528,"-11,992528",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189799.366,444295.292,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9859619,5.89379459,91.387425
874,0cb68893-dad2-4042-928b-9b209acc8670,52424_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,459832",-2.482779,"-2,482779",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189866.13399999,444266.52399999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98569915,5.8947636,91.459832
875,6c2a1a81-bec2-4283-b361-3fd0eb2e4f74,52386_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,477546",0.329953,"0,329953",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189882.46799999,444258.966,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98563019,5.8950006,91.477546
876,c2fb231f-9e1b-4446-a827-4512792f74f8,52410_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,543873",-4.179357,"-4,179357",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189948.226,444246.395,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98551307,5.89595655,91.543873
877,961723f2-6ded-4f0d-8692-06764d0c2fcd,52465_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,567913",-22.462007,"-22,462007",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189976.225,444258.21399999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98561754,5.89636533,91.567913
878,54b035fb-8431-4902-9561-603b18cd9569,52462_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,777735",8.5943,"8,594300",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190178.46299999,444187.68699999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98497087,5.89930204,91.777735
879,2bd02367-f381-4a30-8d23-5184ef0d4f1e,52416_2012_BEB,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,068484",-7.736516,"-7,736516",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190456.068,444160.89199999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98471238,5.90334026,92.068484
880,85146615-efa3-4db6-8f6d-5f99413c085b,52415_2012_BEB,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,075120",-19.358943,"-19,358943",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190462.094,444172.685,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98481799,5.9034292,92.07512
881,969922ce-0656-4c66-8eda-9fec7869fc23,52466_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,611583",-41.494153,"-41,494153",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190020.95999999,444267.34999999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98569683,5.89701747,91.611583
882,447f9d7b-947f-45f8-a130-6afbd9c1ef98,52463_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,611193",-41.504446,"-41,504446",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190020.573,444267.429,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98569756,5.89701184,91.611193
883,8a8626e4-37c6-4271-b8f5-4d4287c7513d,52393_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,159101",-3.247242,"-3,247242",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189571.568,444328.12099999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9862712,5.89048186,91.159101
884,202dac05-7863-4430-ac6c-443a4cefcdff,52389_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,135134",-25.940772,"-25,940772",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189548.806,444353.34899999,0,Arnhem Berg,AHB,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98649936,5.89015305,91.135134
885,25db7442-1434-4618-acf7-71ce57da721d,52387_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,134773",-26.035316,"-26,035316",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189548.43799999,444353.483,0,Arnhem Berg,AHB,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98650059,5.89014771,91.134773
886,4d4cc3d4-3f08-4c31-bc8b-8b974526feb9,52404_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,140033",-16.242817,"-16,242817",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189552.927,444343.161,0,Arnhem Berg,AHB,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98640754,5.89021201,91.140033
887,6f5add34-1d1c-43d0-82ae-3a72794a0d93,52405_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,140396",-16.257147,"-16,257147",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189553.309,444343.135,0,Arnhem Berg,AHB,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98640728,5.89021757,91.140396
888,4fe7da10-c1cd-41e7-84ab-a73c8ad01a38,52392_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,214518",9.552526,"9,552526",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189628.022,444309.231,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.9860979,5.89130175,91.214518
889,13a79d79-c24e-4654-85bf-3a28e6e21698,52414_2012_BOB,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,074699",-19.355029,"-19,355029",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190461.692,444172.66999999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98481788,5.90342334,92.074699
890,67c2101d-d618-4e67-8031-1bd4b15683e8,52413_2012_BEB,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,022402",-7.357651,"-7,357651",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190412.18599999,444159.689,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98470436,5.90270136,92.022402
891,ea848aaa-5424-4703-bd75-82e6f71a47f0,52412_2012_BOB,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,022842",-7.369785,"-7,369785",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190412.60999999,444159.69799999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98470442,5.90270754,92.022842
892,21b2b570-e7bf-4b85-bb11-5094407582d8,52476_2012_BEB,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,254678",-4.455396,"-4,455396",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190640.17499999,444191.933,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98497958,5.90602345,92.254678
893,10a2b344-192a-4e78-87fb-9b61e55fb285,52477_2012_BOB,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"92,255064",-4.451046,"-4,451046",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,190640.584,444192.01899999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98498033,5.90602941,92.255064
894,502a6255-a365-4a02-af10-33fd327f70b6,52398_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,213475",-3.929984,"-3,929984",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189628.41,444322.75099999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98621939,5.89130877,91.213475
895,0f2f4d89-e94a-46b5-a1d1-c95057f061df,52422_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,299390",2.97267,"2,972670",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189714.761,444303.271,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98603891,5.89256381,91.29939
896,faf79f49-bf54-4c88-a306-a7075062df1f,52403_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,281000",-31.050923,"-31,050923",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189702.101,444340.021,0,Arnhem Berg,AHB,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98637001,5.89238324,91.281
897,0c04905b-5800-49d0-9a95-824292800a74,52421_2012_BOB-F,60,Bestaand,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,"91,339671",-0.477459,"-0,477459",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,189752.435,444296.40899999,0,Arnhem,AH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Oost,51.98597488,5.89311153,91.339671
