OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,NAAM,HOEKVERHOUDING,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,REF_WISSEL_KRUISING_NAAM,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
518,746aab3b-894c-4645-9565-752bd3b219ba,4db2f2a0-044a-4afe-9d1e-33190c622746,1259B/1263,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"1,749877",19.269705,"19,269705",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61451.99199999,440029.179,5.12399999,1259B/1263,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94083793,4.0266977,1.749877
519,59f1d34f-9b7b-4184-b1a0-a9562ed30cd6,b24dccc6-27c4-4b16-b7a7-5016cac14c05,1653/1655,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"2,169457",-25.759748,"-25,759748",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61249.19299999,440401.55099999,5.032,1653/1655,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94414991,4.02364745,2.169457
520,8419f777-3528-4222-a631-37f57fbab673,0b5b6c6f-60d1-4176-8917-f7ef399c436e,355/357,01:12:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"84,152679",-32.275056,"-32,275056",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,92067.081,437875.29599999,3.273,355/357,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92578983,4.47227233,84.152679
521,28e2bcb4-9baa-4a37-99ce-a389e6757f5b,80489cb4-d0dc-4cd5-aba2-8f7b08db50cf,87/89A,01:09:00,60,Bestaand,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,"69,418635",9.931708,"9,931708",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,209921.489,374992.06,20.972,87/89A,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.36145239,6.17576767,69.418635
522,340b3e75-938e-4c8a-89c3-b7fb952fbda2,370d1375-30f7-474c-adae-6a2e92113626,950/951,01:08:00,60,Bestaand,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"20,870608",-66.823118,"-66,823118",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Hoofddorp Opstelterrein,HFDO,NCBG,106677.282,477291.13299999,-3.474,950/951,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord-West,52.2814986,4.67907069,20.870608
523,8d28bdd5-a0bf-48c1-8dbc-1d55bf9e50af,b2d151c6-fcf2-4d4b-93e2-e29e2dae2f83,177/181A,01:09:00,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"42,208926",0.204853,"0,204853",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,PPLG,209120.535,474706.965,9.96499999,177/181A,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.25773256,6.17987814,42.208926
524,b99f7b46-4732-4768-aed0-a1bbff63d138,56e81dad-79db-44cf-ac6d-2ab3f2e02cfe,225B/227A,01:09:00,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"23,790717",0.014885,"0,014885",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,90156.732,394366.026,2.91999999,225B/227A,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.53453176,4.45262442,23.790717
525,f265eedb-3f03-47c7-8354-b878323b0ba8,33516bef-89dc-46fb-8967-fb3569c2ccf1,2239/2243,01:09:00,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"15,486171",-3.507969,"-3,507969",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Almere Centrum,ALM,PPLG,143824.201,487568.031,0.95,2239/2243,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.37587012,5.22308374,15.486171
526,25ca0e76-ffe7-4087-b11c-df54c4f2c1e8,eb6c2ffc-be25-4fb3-a3d8-1a4b48b975bb,143/145A,01:09:00,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"80,722927",20.144269,"20,144269",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen,GN,PPLG,233933.46299999,581090.805,2.13899999,143/145A,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.21062104,6.56871256,80.722927
527,a1af841d-c8bd-440f-8291-4bc5b353aabf,d71bd1cf-9daf-41ec-bd32-2f44c7748bfd,83A/83B,01:09:00,60,Bestaand,469,f,469,469_f,Pernis,Ps1phv-Pspw,Pernis 1e Petroleumhaven - Pernis Petroleumweg ,"501,535832",1.757014,"1,757014",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Strukton Rail Short Line,"Rotterdam, Emplacement Pernis",PS,NCBG,83610.225,433950.41399999,3.508,83A/83B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.88949572,4.35015705,501.535832
528,81c201bc-447a-4e45-ab65-8dbf3fd45db6,3d2dd913-a05a-4b1f-9cb4-e22858aecf14,183B/185,01:09:00,60,Bestaand,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,"45,364937",-17.862244,"-17,862244",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Hengelo,HGL,PPLG,251276.187,475767.75099999,21.51099999,183B/185,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.26150836,6.79747182,45.364937
529,59a67b57-5511-436b-993b-26528ceeac51,5fb79260-2a9b-4ad8-bdbe-33f3d07dc94b,1657/1659,01:09:00,60,Bestaand,076,,76,076__,Santpoort Noord - Uitgeest,Hlm-Utg,Haarlem - Uitgeest ,"12,298241",-5.339016,"-5,339016",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Beverwijk,BV,PPLG,105915.695,499559.965,1.56,1657/1659,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Noord-West,52.48156016,4.6646571,12.298241
530,55674f17-9468-4c9e-8f20-0c645e3a5900,3cfef706-becf-4376-8e56-0b384dafbccb,505/507A,01:09:00,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"35,663901",28.173262,"28,173262",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,136279.48699999,455230.26,3.63399999,505/507A,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.08502177,5.11407664,35.663901
531,717142c5-c94d-4a32-825a-dab13473df5b,b52e1a40-4b77-47d6-8c0e-62c755123c1e,W4-5A/W4-5B,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","8,925473",13.795407,"13,795407",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Derden - Overig - Havenbedrijf Rotterdam,Rail Service Center,RSC,NCBG,88057.303,432230.862,3.411,W4-5A/W4-5B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87459411,4.41508262,8.925473
532,1dee8950-6601-40bb-bd76-94b612d9c9eb,e3580341-6e50-4e0e-a3b5-cb09ef305441,3031/3033,01:09:00,60,Bestaand,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,"905,061325",141.76162,"141,761620",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Watergraafsmeer,WGM,NCBG,125006.36,485176.50199999,2.55399999,3031/3033,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.35367126,4.94695745,905.061325
533,263bf5b7-0184-4fc4-8670-88c5596a0422,e07734d2-24f3-4056-b4db-cf5fdc327631,1311/1313,01:09:00,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,536480",-35.024805,"-35,024805",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Grote Binckhorst,BKHG,NCBG,83510.883,454180.60499999,0.358,1311/1313,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07129096,4.34449697,23.53648
534,02c3c111-a640-4a4e-ac93-c6bb43415de6,5670f675-be67-4cbd-8944-19b5f7787c9f,523A/523B,01:09:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,284892",6.347789,"6,347789",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD_5m-8m,NCBG,91245.68799999,437657.965,2.15399999,523A/523B,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92374312,4.4603725,83.284892
535,069aa5da-03f8-4e90-818e-6c9528d99562,5d3a01ca-626c-417e-bdc3-66fb2ddaab15,139B/141A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,790295",-10.234079,"-10,234079",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121856.94,488020.19699999,5.59799999,139B/141A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.3790475,4.90045168,80.790295
536,551ab93b-d030-4234-a552-fe60ffd7cb59,9b7aac1e-385d-4a6b-aad2-a02aa0acbcc7,155B/157A,01:09:00,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,808810",-16.602102,"-16,602102",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177263.71799999,318359.4,46.764,155B/157A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85463155,5.70335567,0.80881
537,3f9dbb9c-d6d6-44fb-91d6-f66cd2bd4e8e,773f6c3e-1788-4485-974d-de0fe72066a2,125/127A,01:09:00,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,609378",10.402101,"10,402101",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177344.677,318173.879,46.79699999,125/127A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.8529608,5.7044939,0.609378
538,63b3e982-d884-4dff-a5ff-370273e419be,c85ef7d6-227b-48b8-9c7b-29b4ee622efd,9/11,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","6,386462",77.173944,"77,173944",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,PPLG,90512.171,431912.75599999,3.854,9/11,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87202466,4.45078637,6.386462
539,8f18108a-a32f-424b-a68a-0de9b8da44ee,c5c18c76-a74b-4b91-b8cb-422bdb3579c5,1339B/1345,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"2,054599",2.542879,"2,542879",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61316.065,440304.211,5.19899999,1339B/1345,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94328648,4.02464636,2.054599
540,d1a20a57-3415-46cd-a37e-9a12bf731fc6,71a1d994-c6df-431d-b903-38132540db36,407B/413,01:09:00,120,Bestaand,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte","26,932484",23.642611,"23,642611",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Europoort",ERP,PPLG,73075.40499999,436542.13099999,5.405,407B/413,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.91133573,4.19653606,26.932484
541,7b6fff9c-be90-4e9c-9b51-bba70864cf1e,d2a0c5a4-63b9-4416-a53a-b04f8326ebe7,147B/149A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,789953",10.536919,"10,536919",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121846.263,488002.37699999,5.58399999,147B/149A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.3788867,4.90029664,80.789953
542,5cd415c7-06b7-42bd-a877-157936a861b5,0f178d1b-39d6-4caa-8d7c-56b75d9bcf9e,18A/18B,01:09:00,60,Bestaand,823,a,823,823_a,Oosterhout Weststad,Hzl-Otw,Hooge Zwaluwe - Oosterhout Weststad ,"5,064554",73.99779,"73,997790",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Oosterhout Weststad,OTW,NCBG,116925.03,408942.92599999,0.665,18A/18B,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.66800115,4.83682193,5.064554
543,c74ec985-b359-4cca-b12e-b669b98d4341,a52612d7-c934-4685-93dd-b679366938ab,357A/357B,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"36,420650",47.648618,"47,648618",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH_270-289,NCBG,99474.629,428174.607,-0.161,357A/357B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.83939262,4.58151706,36.42065
544,73d17079-6ea5-4d23-a906-9211d60223f3,9bef3233-68e3-4d25-bf4a-8b915bf02351,201/203,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","11,731672",11.204332,"11,204332",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Pernis",PS,PPLG,85313.67399999,432618.389,3.596,201/203,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87774048,4.37516796,11.731672
545,3ab2735f-017f-44a8-8830-9ce07cf3c0a2,417a47e0-5761-427a-88f1-249446784a49,25/27A,01:09:00,60,Bestaand,608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,"87,696593",-7.158549,"-7,158549",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Apeldoorn,APD,PPLG,194386.638,469181.50599999,17.132,25/27A,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.2093242,5.963448,87.696593
546,2901483b-5c36-420b-8524-637a8f3a9542,5b77eed5-439d-465c-961a-3568db9ef60c,61B/65,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,353869",25.576955,"25,576955",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121461.587,488210.97999999,5.431,61B/65,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38073812,4.89462654,80.353869
547,2622ee2b-e2ae-4cba-8883-86833c18bb48,f9feb9ad-2eb0-438d-a43d-539e8870e48c,263B/265A,01:09:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,449953",-36.622499,"-36,622499",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,91404.35499999,437711.674,2.611,263B/265A,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92424397,4.46266892,83.449953
548,8d8d3b13-8c13-4c3e-8a69-385500f95755,9abf940b-634e-4dc2-ab7f-f5c36cef2b46,155B/157A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,784934",29.886841,"29,886841",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121832.25999999,487988.117,5.58399999,155B/157A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.3787577,4.9000924,80.784934
549,13d9ddb8-7051-47ec-aa7e-eed31decdd14,75681d56-1724-4349-8a04-af90e065b861,12/13,01:09:00,60,Bestaand,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,Fsz-Tnz,Zelzate (B) - Terneuzen ,"17,306805",-4.730918,"-4,730918",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Sas van Gent,SVG,NCBG,43697.495,360811.293,1.479,12/13,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.22574082,3.79377501,17.306805
550,c414ecc2-4886-4adf-9b23-bcf4038e842f,06126a6b-681b-494b-9af3-e25849cadf4a,67B/69A,01:09:00,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,737578",-13.481656,"-13,481656",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82493.721,454811.814,0.535,67B/69A,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07683131,4.32952944,24.737578
551,367ee1a3-4a35-4752-ba74-ef417aa35bac,5f9ff834-bae7-414a-b092-de3a6e8d0bf6,103B/105,01:09:00,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"43,615560",31.437278,"31,437278",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,PPLG,207814.946,474680.96999999,10.279,103B/105,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.25762579,6.16075362,43.61556
552,42eeb4c0-2ca2-448e-a246-37dd7e794511,b8e01f52-2873-4d34-8d2b-706e12ee5180,908/909,01:09:00,60,Bestaand,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"18,030221",71.263102,"71,263102",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen REP,NMREP,NCBG,187163.62,427447.33799999,23.82199999,908/909,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.83469082,5.85385005,18.030221
553,f9a14557-a16f-460c-92de-2f2c14c7373f,db9e8c54-8e40-4c8e-8cc9-6ae9762a8ecd,105/109A,01:09:00,120,Bestaand,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte","41,774681",11.894733,"11,894733",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte",MVT,PPLG,61578.877,440420.722,5.22499999,105/109A,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94437771,4.02843605,41.774681
554,0f320c4b-35e3-4a27-b845-f3e7a9409997,3a41732c-6ce7-4102-8920-cbf63d1708f1,901A/901B,01:09:00,283,Bestaand,486,b,486,486_b,Amsterdam Westhaven (gebied),Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"75,380230",-2.568108,"-2,568108",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Westhaven (gebied),AWHV,NCBG,117453.825,491063.07299999,1.187,901A/901B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.40611103,4.83544835,75.38023
555,540ba070-117a-4ffc-bc33-ad04fe6b9e57,e7117370-f99e-4cad-b7dd-498b1f893b89,103B/105A,01:09:00,60,Bestaand,606,a,606,606_a,Almelo,Aml-Hgl,Almelo - Hengelo ,"0,916944",-0.448685,"-0,448685",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Almelo,AML,PPLG,241484.649,486106.96999999,11.43399999,103B/105A,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.35604085,6.65673213,0.916944
556,c337d00d-7526-4889-aea0-163346614ec1,0387b9b7-57d6-40b6-ba43-2b71f65f11ac,257B/387A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"81,113354",-5.671685,"-5,671685",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,122130.77099999,487847.085,5.921,257B/387A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37750815,4.90449005,81.113354
557,df1c71c2-2f4e-4646-8b7e-96ad2fe680e3,4ba43b37-a867-4496-8795-3a45049486cd,35B/41A,01:09:00,60,Bestaand,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,"69,033214",1.035997,"1,035997",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,210017.008,374624.411,21.85699999,35B/41A,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.35813868,6.17708186,69.033214
558,9d1afd14-32b4-4ce8-9700-066dfa6e0cb0,9757a328-2c04-4940-9003-0fd4cf38e859,85/87A,01:09:00,60,Bestaand,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,"20,731337",7.508317,"7,508317",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Tilburg Universiteit,TBU,PPLG,132556.439,397178.522,14.73,85/87A,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.56310112,5.06352701,20.731337
559,22289529-f102-480a-976a-3ce2895b9aef,cbf10d43-5848-4a3e-a4d7-9a01181e5d0d,1003/1005,01:09:00,60,Bestaand,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,"52,630604",-1.608902,"-1,608902",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Enschede,ES,PPLG,256837.79999999,471400.33899999,40.073,1003/1005,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.22126539,6.87759891,52.630604
560,8ec311bc-487f-48c4-a645-4c1f194e43d4,158325a1-4af0-4412-a5b2-a617d26b3f13,41B/43A,01:09:00,60,Bestaand,606,b,606,606_b,Almelo,Dv-Aml,Deventer - Almelo ,"37,578259",0.115662,"0,115662",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Almelo,AML,PPLG,240800.133,486775.212,11.564,41B/43A,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.36215301,6.64685684,37.578259
561,056689d5-a205-43a6-9354-47df9f2eab61,b63cb361-cfda-4f90-8892-7f0cb547a9fc,215B/217A,01:09:00,60,Bestaand,553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,"21,231442",-0.552588,"-0,552588",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Sittard,STD,PPLG,187813.62599999,334284.498,51.40999999,215B/217A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.99726831,5.85461201,21.231442
562,547b2c46-a492-44a2-ba6e-c7537af13c64,9d7c27f1-a6b9-475e-bfa1-e3bac64fe2b0,121B/159A,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,181805",-52.43583,"-52,435830",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153658.22,462856.15399999,5.301,121B/159A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15387841,5.3675973,44.181805
563,fcdaf812-0d16-4449-a4aa-38b9cf2cd82c,15131acc-2df1-4c60-b39b-a8f121cc8a86,927B/933A,01:09:00,60,Bestaand,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,"43,625313",27.115271,"27,115271",Randstad Zuid,RZ,Dordrecht,5,Baan,Dordrecht,ProRail,Rotterdam Stadion,RTST,PPLG,95430.125,434002.84399999,-0.112,927B/933A,140,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Holland Zuid,51.89135653,4.52183002,43.625313
