OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,NAAM,HOEKVERHOUDING,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,REF_WISSEL_KRUISING_NAAM,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
287,39cf32a5-3cc9-4ab5-af57-1fbbde1286db,2d98efe6-67f8-414f-a021-6de3d77e8836,957A/957B,01:09:00,60,Bestaand,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"25,194161",-13.113536,"-13,113536",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Leeuwarden,LW_TRS31,NCBG,181048.961,578723.631,1.00499999,957A/957B,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.19453488,5.7769622,25.194161
288,1781a3ad-73c8-4d75-b9c6-42f5ae2fa272,dcb700cc-2b30-44ac-8401-529cd7825a55,1467/1471,01:09:00,60,Bestaand,531,d,531,531_d,Utrecht Centraal,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"1,140663",101.405237,"101,405237",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,135144.31299999,456626.949,2.02099999,1467/1471,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09753565,5.09743381,1.140663
289,2a61670f-13a6-41ac-bea9-1fc1ec4a1240,2d6a302f-518c-49aa-b1d2-cbee7e1523b2,1111/1113A,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,663175",-26.584675,"-26,584675",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61779.13599999,438991.34499999,5.14599999,1111/1113A,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93156686,4.03173582,0.663175
290,efaadd41-f860-4f47-b502-d35ccab49ae1,c2e29be5-7d22-4ebe-9c2c-91b1562fdcad,141B/149A,01:09:00,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,730003",-1.160777,"-1,160777",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177300.476,318286.28899999,46.74199999,141B/149A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85397295,5.70387316,0.730003
291,c815bdf7-c159-4b5f-aa48-b9a772ec75e4,829f4c1a-cd9e-4360-8f2c-3c5d1708de2f,61/63A,01:09:00,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,819913",-8.562357,"-8,562357",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82441.61599999,454874.623,0.571,61/63A,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07738894,4.32875613,24.819913
292,c9563fa9-2a95-4723-880b-f56ad0d37c79,0fba8da2-76e4-4ab4-894e-181d801458c8,2525B/2541A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,298852",-9.012377,"-9,012377",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121433.844,488269.292,5.57399999,2525B/2541A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38126049,4.89421327,80.298852
293,82044141-a0ef-4f5a-9741-ef297f88e154,807fc1fb-dd5b-44bd-8e56-abc020adc850,93B/95,01:09:00,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,446686",-9.644977,"-9,644977",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,90981.55999999,395387.367,4.23599999,93B/95,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54380578,4.46432475,22.446686
294,00e34c62-049d-4009-9847-13a6f58f8912,c7b60fa8-b904-438c-96e4-86da0a3ce202,58A/58B,01:08:00,60,Bestaand,485,d,485,485_d,Amsterdam Hemhaven (gebied),Awhv-Chv,Amsterdam Westhaven (gebied) - Amsterdam Coenhaven ,"100,896330",-2.688686,"-2,688686",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Hemhaven (gebied),ASDH,NCBG,119043.965,490877.51899999,1.048,58A/58B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.40454993,4.85883495,100.89633
295,d444b548-7c5d-4dea-8d28-9b13ff47e142,b79e5198-3064-49ac-9b12-ac57cfeb838e,2231/2235,01:09:00,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"15,432512",-3.427898,"-3,427898",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Almere Centrum,ALM,PPLG,143771.956,487555.23599999,1.74,2231/2235,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.37575406,5.22231694,15.432512
296,d0607a04-ab3d-4e14-abe5-46280ba1455b,c6b89b13-b590-4fb7-a270-831969fdd7d7,901A/901B,01:09:00,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,197234",12.625288,"12,625288",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,NCBG,91139.47199999,395580.685,4.238,901A/901B,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54556122,4.46656571,22.197234
297,74fef20f-409c-49fb-9fbb-89b31a5d9cd7,f0a27f2a-c2f3-42fa-a276-3158fd73c3d8,63B/65A,01:09:00,60,Bestaand,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,"19,983706",3.331219,"3,331219",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Tilburg Universiteit,TBU,PPLG,131831.975,397361.248,14.566,63B/65A,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.56471416,5.05306712,19.983706
298,006be25c-f45d-43b4-a112-aa322328bbd4,956905d5-bad8-4dc5-9c73-912e8e2f651d,221B/223A,01:09:00,60,Bestaand,536,,536,536__,Den Haag HS,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"60,582100",-6.540665,"-6,540665",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag HS,GV,PPLG,82407.53999999,454311.45899999,4.064,221B/223A,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07232342,4.32837894,60.5821
299,fa2ca381-af69-4a79-b42c-412b486f0b7e,556c370c-b8e9-45f9-b624-a5a6bf64b19f,99B/103A,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,034915",-23.899236,"-23,899236",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153512.70499999,462831.369,5.346,99B/103A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15365527,5.36547111,44.034915
300,d497eca7-9365-4993-a299-0651b419ca41,a312f906-5a49-4e0b-bb16-f280f75645fe,1023B/1027,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,142100",0.535441,"0,535441",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte",MVT,PPLG,62184.89699999,438699.293,5.25499999,1023B/1027,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.92901036,4.03771309,0.1421
301,07b4fa77-8ab3-45ea-baf3-94f6f029c33b,5718c7e1-018b-4516-a784-0e09485c8d25,65/83B,01:09:00,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,550748",-6.04926,"-6,049260",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82645.678,454703.65299999,0.474,65/83B,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07587916,4.33176866,24.550748
302,56491592-6c6e-448d-9627-6c1f73a9bf1e,df70c306-e7bc-4e4c-beca-1e7b754331d9,265B/267A,01:09:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,489837",-34.561773,"-34,561773",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,91444.861,437713.211,2.62599999,265B/267A,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92426241,4.46325743,83.489837
303,795ff46c-f9cf-4377-993a-89e373053065,805040d6-df2b-46b1-a141-9810b69585a8,143B/145A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,826428",-10.177334,"-10,177334",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121887.594,488001.61499999,5.59799999,143B/145A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37888235,4.90090369,80.826428
304,65c287e0-a63d-4294-b8c5-7e051272f928,bc5da377-fede-41cc-a579-b2704513654c,265B/267,01:09:00,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,599752",47.862713,"47,862713",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,90831.65399999,395322.20199999,4.61399999,265B/267,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54320301,4.46217593,22.599752
305,e9066ae0-51de-4b1a-97db-15e9d7750f24,f1393ab6-13fd-43a5-8f8f-d0bb2008d1ad,359/361,01:12:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"84,238542",-12.874865,"-12,874865",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,92156.36199999,437887.234,3.099,359/361,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92590722,4.47356797,84.238542
306,c199e5f7-ed2f-481a-ad89-174217ac606b,83899d64-76ff-478a-8829-9f14dc2529be,2581/2583,01:09:00,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"34,591056",-63.464645,"-63,464645",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,135803.10399999,456195.663,4.52799999,2581/2583,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09368247,5.10707217,34.591056
307,902b2395-22dc-4c52-b8c5-15da3cd32853,77059115-f30f-417d-bba3-9bc5b011ed7d,267B/269,01:09:00,60,Bestaand,625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,"15,494579",18.510533,"18,510533",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Lage Zwaluwe,ZLW,PPLG,104762.40399999,412067.28,0.702,267B/269,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.69512435,4.66057099,15.494579
308,2c1027de-c505-4816-b0af-fe0ee04d506b,687d9dea-47d0-4d3a-9481-88b96c98f196,81B/91A,01:09:00,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,361107",-2.21663,"-2,216630",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,91036.38899999,395453.43199999,4.341,81B/91A,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54440579,4.46510301,22.361107
309,4f2c60c7-eb10-4688-bcc4-1114e36fd549,de76c5d4-affe-49a6-846e-5f3d448c4a96,347A/347B,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"36,031797",71.585223,"71,585223",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH_270-289,NCBG,99791.35,427947.445,-0.351,347A/347B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.83738243,4.58614861,36.031797
310,be3b3337-587d-446a-8e5a-067867ca27d0,975c3efe-43f2-47b4-8b7c-3e728a615462,251B/253,01:09:00,60,Bestaand,536,,536,536__,Den Haag HS,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"61,016235",-23.686988,"-23,686988",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag HS,GV,PPLG,82069.778,454036.287,3.55799999,251B/253,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.06980613,4.323512,61.016235
311,f7f432fd-6d3d-440c-84fc-ded9e9c66796,f4a1a8bc-11cc-469c-810c-cc93303c4b0f,1043A/1043B,01:09:00,60,Bestaand,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,"44,415213",-20.598529,"-20,598529",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,Rotterdam Stadion,RTST,NCBG,95032.869,434686.31099999,0.796,1043A/1043B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.89745655,4.51594066,44.415213
312,08c1a6d7-5cb4-4aa3-bc70-3ea4ef501fc1,f3b26dd4-7d68-443a-a3ab-bb147701f663,525A/525B,01:09:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,214218",3.521512,"3,521512",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD_5m-8m,NCBG,91172.83,437656.53899999,1.78,525A/525B,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92372195,4.45931372,83.214218
313,4c28f109-8b70-4a6f-9bfe-93ff84a677d9,17419ae9-81b2-44d5-b27b-62122308438f,155B/157A,01:09:00,60,Bestaand,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,"69,904668",1.887386,"1,887386",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,209606.022,375366.19099999,21.55699999,155B/157A,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.36484565,6.1712963,69.904668
314,3aa73684-6f98-4945-89c6-0d02a51422ea,e6769d8a-ec62-4a48-ab97-9d8c6942f7c0,2553/2555,01:09:00,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"34,501753",-63.800095,"-63,800095",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,135757.651,456273.336,3.729,2553/2555,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09437902,5.10640453,34.501753
315,47870195-b47d-4595-a9ce-636fc00ce6ca,3bb09c10-cc29-4ad5-b81b-b80cd94eb9b5,103B/121A,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,113919",-40.796939,"-40,796939",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153589.44,462844.58299999,5.325,103B/121A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15377424,5.36659232,44.113919
316,db07ee25-032a-48e7-b397-f6b0999a6fbb,26533cab-1050-44f4-84a2-e7d5de020b89,2711/2713,01:09:00,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"35,496662",10.080307,"10,080307",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,136213.226,455384.43199999,3.67799999,2711/2713,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.08640522,5.11310144,35.496662
317,78bd50f9-506d-48cc-bed3-9b73dbf0c4a1,a0c560c9-d7a6-4c08-9d25-ff073108df2f,101B/103,01:10:00,60,Bestaand,527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"17,346365",5.6292,"5,629200",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Haarlem,HLM,PPLG,103523.952,489218.699,4.644,101B/103,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord-West,52.38840541,4.63104142,17.346365
318,d81f5306-25a6-4c5b-b1bc-0c63650686ca,42403013-fba2-4fa3-be1b-fec2f1217a88,82A/83,01:09:00,60,Bestaand,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,"103,756091",-1.764151,"-1,764151",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Delfzijl Stamlijn Havenschap,DZSH,NCBG,259655.094,593022.41,2.099,82A/83,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.31339065,6.95749312,103.756091
319,484af97f-227f-4591-86d5-ef46a42b8b2a,aaaae9d8-1e86-4f04-9048-5b4c60c07d5f,5/7,01:09:00,120,Bestaand,475,b,475,475_b,Rotterdam Maasvlakte,Ecta-Ect,Rotterdam Waalhaven Racc. ECT Aansl. - Rotterdam Waalhaven Racc. ECT ,"100,964212",-2.760577,"-2,760577",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Derden - Overig - ECT,Maasvlakte Europahaven Zuid,MVTEZ,NCBG,62235.80999999,441244.59,4.98899999,5/7,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.95189113,4.0377658,100.964212
320,257f0f87-ef79-462b-92d8-ac42a592c6ea,1104cf52-6938-4fd5-8bbd-8faf5d196515,255B/257,01:09:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,449658",-41.63482,"-41,634820",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,91403.61199999,437716.64,2.68,255B/257,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92428851,4.4626572,83.449658
321,5ac99e81-5eed-4db7-8c2e-c0354a9b7104,5aeaa4c9-abbb-4280-bb8d-99cc31f2ff94,89B/93A,01:09:00,60,Bestaand,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,"69,457456",3.814213,"3,814213",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,209892.818,375019.72999999,20.966,89B/93A,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.36170387,6.17536033,69.457456
322,183e51a5-2ee1-4620-8c23-b5b165b08cf7,7b856bd5-af26-4d25-81ae-cefc39ebce19,33A/33B,01:09:00,60,Bestaand,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,"16,503278",33.03152,"33,031520",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,Derden - Overig - Nedmag Vdm/ RSCG,Veendam Aansl.,VDMA,NCBG,255832.42199999,571150.952,2.05399999,33A/33B,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,53.11765534,6.8932959,16.503278
323,8051e201-1b49-46e4-b779-6c4bbd6cddef,28e9a1c7-baaa-41f6-b233-108be5d5434c,1145/1147,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,720114",36.833861,"36,833861",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61818.552,439066.55599999,5.16099999,1145/1147,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93224932,4.03228841,0.720114
324,0ad2295d-a26a-457e-aac3-31adc4995046,e6e42499-6133-47d8-94ff-723ed41c9b2c,831/835,01:09:00,60,Bestaand,531,d,531,531_d,Utrecht Centraal,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"1,407287",166.154278,"166,154278",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Cartesiusweg,UTCTW,NCBG,134876.628,456730.38299999,2.18299999,831/835,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09845565,5.09352124,1.407287
325,fb26aec0-1508-47e1-a00b-8ecc3fb8d9ef,f3a1ef29-35a0-493e-b91d-2ca67a717b0b,3071B/3075A,01:09:00,60,Bestaand,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,"905,439394",2.179135,"2,179135",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Watergraafsmeer,WGM,NCBG,125360.369,485030.09499999,2.66999999,3071B/3075A,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.35237466,4.95216632,905.439394
326,f634a2a9-ca33-49a2-a2b1-7773b4f99e28,f5a5c4e9-62b9-42a9-b335-5d6bdcc87399,231B/233A,01:09:00,60,Bestaand,026,,26,026__,Hengelo - Oldenzaal Grens,Hgl-Odzg,Hengelo - Oldenzaal Grens ,"25,984514",-0.769597,"-0,769597",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Oldenzaal,ODZ,PPLG,260273.138,480901.13799999,45.319,231B/233A,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.30598615,6.93081822,25.984514
327,3b2d54a1-63d3-4744-9029-af4dcd57e807,7ab0cba6-7419-47a6-9b84-d3ea9c4ecf50,509B/511A,01:09:00,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"35,751004",37.275912,"37,275912",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,136313.937,455150.114,3.632,509B/511A,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.08430258,5.11458364,35.751004
328,dac86c36-4bd8-46ac-ae2d-4c3a7f75a991,bcb868fc-77ad-49f6-9021-4d464d51740a,915/916,01:09:00,60,Bestaand,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"17,934859",42.19685,"42,196850",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen REP,NMREP,NCBG,187118.981,427537.712,23.71,915/916,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.83550569,5.85321083,17.934859
329,5c24cdc9-3d25-4f0b-bcdc-325c7c01fa25,b50ef798-9d10-447a-b43b-5abc1927e465,47B/57A,01:09:00,60,Bestaand,618,c,618,618_c,Eindhoven,Bd-Ehv,Breda - Eindhoven ,"58,851571",28.97409,"28,974090",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV,PPLG,161378.472,383723.395,19.579,47B/57A,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44256923,5.47894432,58.851571
330,4651b40b-2625-4850-ad8e-d1d7287e1f3a,7db17f21-2f21-4fa0-bedb-587fd71b5acf,105B/107,01:09:00,60,Bestaand,551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,"21,789762",-5.123946,"-5,123946",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Tilburg,TB,PPLG,133591.003,396955.59899999,17.76399999,105B/107,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.56113773,5.07846055,21.789762
331,bdc73f5a-d6d1-4999-88ad-2df1016f3f9b,12dbfaca-b457-4831-99e9-46d0169ecaf3,111B/113A,01:09:00,120,Bestaand,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte","41,856200",22.38449,"22,384490",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte",MVT,PPLG,61560.358,440500.03499999,5.184,111B/113A,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94508731,4.0281452,41.8562
332,820a03d2-8314-43dd-b8e8-30ce30f36178,043a899c-78b9-4f40-b9c9-f03f7e18c50f,3781B/3785A,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"37,054913",-2.954004,"-2,954004",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH,PPLG,98958.59799999,428552.12099999,1.90399999,3781B/3785A,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.84273392,4.57396883,37.054913
