FID,DD_BIJGEWERKT,ID,INVASIEVE_SOORT,EIGENDOM,OPPERVLAKTE_2021,GEOMETRIE
GRN_INV_SOORTEN.336,2023-02-02,336,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (187466.466 431667.512)
GRN_INV_SOORTEN.337,2023-02-02,337,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (187470.696 431578.126)
GRN_INV_SOORTEN.26,2023-02-02,26,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,800,POINT (187516.95641038 432046.19880117)
GRN_INV_SOORTEN.158,2023-02-02,158,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187328.75 433866.492)
GRN_INV_SOORTEN.308,2023-02-02,308,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,260,POINT (187309.69862516 433842.09251346)
GRN_INV_SOORTEN.134,2023-02-02,134,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,50,POINT (187824.815 424698.29)
GRN_INV_SOORTEN.190,2023-02-02,190,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (187799.89287725 424919.22445666)
GRN_INV_SOORTEN.284,2023-02-02,284,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (187941.624 424923.509)
GRN_INV_SOORTEN.338,2023-02-02,338,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187895.05677559 425411.78865224)
GRN_INV_SOORTEN.195,2023-02-02,195,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187546.89427192 425428.94442109)
GRN_INV_SOORTEN.407,2023-02-02,407,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187990.18107569 425901.97807521)
GRN_INV_SOORTEN.406,2023-02-02,406,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187942.55610141 425952.51346459)
GRN_INV_SOORTEN.402,2023-02-02,402,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187651.77917509 425909.12182135)
GRN_INV_SOORTEN.410,2023-02-02,410,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187615.002 426399.13)
GRN_INV_SOORTEN.405,2023-02-02,405,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187720.04163823 426046.17591401)
GRN_INV_SOORTEN.404,2023-02-02,404,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187673.7395799 426102.26755039)
GRN_INV_SOORTEN.149,2023-02-02,149,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,12,POINT (187579.73418579 426489.8172236)
GRN_INV_SOORTEN.505,2023-02-02,505,Japanse duizendknoop_Fallopia japonica,Particulier,1,POINT (187654.93950064 426885.57450016)
GRN_INV_SOORTEN.140,2023-02-02,140,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (187750.891 427015.63)
GRN_INV_SOORTEN.409,2023-02-02,409,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187778.779 426527.717)
GRN_INV_SOORTEN.265,2023-02-02,265,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187827.78305078 426849.69331304)
GRN_INV_SOORTEN.245,2023-02-02,245,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (187637.30283569 427050.33253364)
GRN_INV_SOORTEN.597,2023-02-02,597,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (187614.08166667 427977.32541311)
GRN_INV_SOORTEN.130,2023-02-02,130,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (187659.54156777 427584.25101608)
GRN_INV_SOORTEN.324,2023-02-02,324,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187618.94304709 427979.67867326)
GRN_INV_SOORTEN.427,2023-02-02,427,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (187962.68100254 428945.97865555)
GRN_INV_SOORTEN.483,2023-02-02,483,Hemelboom_Ailanthus altissima,Gemeente Nijmegen,,POINT (187726.88337346 428837.5744137)
GRN_INV_SOORTEN.296,2023-02-02,296,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (187845.557 429628.7)
GRN_INV_SOORTEN.295,2023-02-02,295,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (187838.67227315 429629.89022921)
GRN_INV_SOORTEN.469,2023-02-02,469,Hooikoortsplant_Ambrosia artemisiifolia,Waterschap,,POINT (187658.2359024 429709.79907972)
GRN_INV_SOORTEN.185,2023-02-02,185,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (187672.268 430480.04)
GRN_INV_SOORTEN.174,2023-02-02,174,Japanse duizendknoop_Fallopia japonica,Prorail,,POINT (187561.41022296 430478.11922783)
GRN_INV_SOORTEN.162,2023-02-02,162,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,10,POINT (187588.742 430500.653)
GRN_INV_SOORTEN.187,2023-02-02,187,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,110,POINT (187611.69122833 430490.58310043)
GRN_INV_SOORTEN.150,2023-02-02,150,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,4,POINT (187623.744 430681.608)
GRN_INV_SOORTEN.388,2023-02-02,388,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,63,POINT (187596.8963167 430836.81771275)
GRN_INV_SOORTEN.590,2023-02-02,590,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (187559.36500427 430687.25)
GRN_INV_SOORTEN.554,2023-02-02,554,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (187613.90106484 430832.51578702)
GRN_INV_SOORTEN.251,2023-02-02,251,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,2,POINT (187633.56382406 430765.03456003)
GRN_INV_SOORTEN.139,2023-02-02,139,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,110,POINT (187561.675 430873.426)
GRN_INV_SOORTEN.138,2023-02-02,138,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (187547.75267144 430867.06361879)
GRN_INV_SOORTEN.525,2023-02-02,525,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (187635.63 430711.882)
GRN_INV_SOORTEN.493,2023-02-02,493,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,200,POINT (187552.44052255 430917.76217062)
GRN_INV_SOORTEN.524,2023-02-02,524,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (187632.6375 430718.085)
GRN_INV_SOORTEN.219,2023-02-02,219,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,2,POINT (187662.878 430702.125)
GRN_INV_SOORTEN.522,2023-02-02,522,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,2,POINT (187583.34 430733.73)
GRN_INV_SOORTEN.197,2023-02-02,197,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,62,POINT (187560.56335591 431006.6673034)
GRN_INV_SOORTEN.175,2023-02-02,175,Japanse duizendknoop_Fallopia japonica,Prorail,,POINT (187556.43817564 430568.30187913)
GRN_INV_SOORTEN.539,2023-02-02,539,Hemelboom_Ailanthus altissima,Gemeente Nijmegen,1,POINT (187661.05399561 430641.38333495)
GRN_INV_SOORTEN.360,2023-02-02,360,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,5,POINT (187984.11144327 431203.95733395)
GRN_INV_SOORTEN.575,2023-02-02,575,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (187571.348 431035.848)
GRN_INV_SOORTEN.169,2023-02-02,169,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (188402.69 424692.1)
GRN_INV_SOORTEN.340,2023-02-02,340,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (188042.288 424897.131)
GRN_INV_SOORTEN.408,2023-02-02,408,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (188048.65396078 426282.1841199)
GRN_INV_SOORTEN.305,2023-02-02,305,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (188253.65676453 427990.18195744)
GRN_INV_SOORTEN.287,2023-02-02,287,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (188368.951 427716.969)
GRN_INV_SOORTEN.209,2023-02-02,209,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (188375.33832475 427953.83391795)
GRN_INV_SOORTEN.492,2023-02-02,492,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (188515.2168861 427741.95847459)
GRN_INV_SOORTEN.306,2023-02-02,306,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (188453.81020944 428137.21481362)
GRN_INV_SOORTEN.564,2023-02-02,564,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (188498.46775539 428236.6823838)
GRN_INV_SOORTEN.325,2023-02-02,325,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (188381.328 428872.864)
GRN_INV_SOORTEN.9,2023-02-02,9,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (188409.08849083 428897.77041883)
GRN_INV_SOORTEN.268,2023-02-02,268,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,2,POINT (188204.94155799 428952.84928185)
GRN_INV_SOORTEN.628,2023-02-02,628,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (188532.33 428993.04)
GRN_INV_SOORTEN.458,2023-02-02,458,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (188507.04633718 429036.89337847)
GRN_INV_SOORTEN.584,2023-02-02,584,Hemelboom_Ailanthus altissima,Gemeente Nijmegen,,POINT (188098.09543594 429041.77874257)
GRN_INV_SOORTEN.457,2023-02-02,457,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (188501.75467339 429026.57463403)
GRN_INV_SOORTEN.627,2023-02-02,627,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (188521.2 429033.78)
GRN_INV_SOORTEN.248,2023-02-02,248,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (188392.26981845 429100.50931981)
GRN_INV_SOORTEN.442,2023-02-02,442,Japanse duizendknoop_Fallopia japonica,Waterschap,,POINT (188528.17454532 429953.09771823)
GRN_INV_SOORTEN.598,2023-02-02,598,Hooikoortsplant_Ambrosia artemisiifolia,Gemeente Nijmegen,,POINT (188323.99750687 429776.9463577)
GRN_INV_SOORTEN.468,2023-02-02,468,Hooikoortsplant_Ambrosia artemisiifolia,Waterschap,,POINT (188489.02712044 429797.64069895)
GRN_INV_SOORTEN.467,2023-02-02,467,Hooikoortsplant_Ambrosia artemisiifolia,Waterschap,,POINT (188477.121 429881.249)
GRN_INV_SOORTEN.465,2023-02-02,465,Hooikoortsplant_Ambrosia artemisiifolia,Gemeente Nijmegen,,POINT (188329.74114877 430124.70092824)
GRN_INV_SOORTEN.466,2023-02-02,466,Hooikoortsplant_Ambrosia artemisiifolia,Waterschap,,POINT (188415.46610248 430065.43429357)
GRN_INV_SOORTEN.541,2023-02-02,541,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (188524.08812543 430901.12016054)
GRN_INV_SOORTEN.7,2023-02-02,7,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (188353.81404436 430940.88847633)
GRN_INV_SOORTEN.222,2023-02-02,222,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,2,POINT (188340.36753305 431445.89652757)
GRN_INV_SOORTEN.221,2023-02-02,221,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,4,POINT (188346.78308261 431428.73693333)
GRN_INV_SOORTEN.588,2023-02-02,588,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (188390.95 431453.533)
GRN_INV_SOORTEN.322,2023-02-02,322,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,3,POINT (188186.77790986 431378.01743981)
GRN_INV_SOORTEN.321,2023-02-02,321,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,4,POINT (188202.87727162 431381.86624242)
GRN_INV_SOORTEN.503,2023-02-02,503,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (188340.57900032 431421.42750032)
GRN_INV_SOORTEN.401,2023-02-02,401,Japanse duizendknoop_Fallopia japonica,Prorail,,POINT (188641.84602827 426031.37695829)
GRN_INV_SOORTEN.323,2023-02-02,323,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (188559.59983001 426965.35225149)
GRN_INV_SOORTEN.488,2023-02-02,488,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (188913.3166387 427497.99024338)
GRN_INV_SOORTEN.581,2023-02-02,581,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (188900.50929467 427723.6711127)
GRN_INV_SOORTEN.292,2023-02-02,292,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (188885.27458743 427829.02616997)
GRN_INV_SOORTEN.294,2023-02-02,294,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (188907.77254041 427722.89783026)
GRN_INV_SOORTEN.383,2023-02-02,383,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (188565.01231522 428209.37083424)
GRN_INV_SOORTEN.297,2023-02-02,297,Japanse duizendknoop_Fallopia japonica,Woningbouw vereniging,,POINT (188711.22108561 428508.60285395)
GRN_INV_SOORTEN.379,2023-02-02,379,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,10,POINT (188829.74591595 428696.72284918)
GRN_INV_SOORTEN.148,2023-02-02,148,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1750,POINT (188762.7728349 428639.53654094)
GRN_INV_SOORTEN.126,2023-02-02,126,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (188687.49420444 428680.69891421)
GRN_INV_SOORTEN.578,2023-02-02,578,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (188558.71311479 428936.34860581)
GRN_INV_SOORTEN.274,2023-02-02,274,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (188659.84806933 428746.49616935)
GRN_INV_SOORTEN.166,2023-02-02,166,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (188829.369 428714.928)
GRN_INV_SOORTEN.51,2023-02-02,51,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,15,POINT (188797.98265731 428696.07076443)
GRN_INV_SOORTEN.52,2023-02-02,52,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,35,POINT (188782.98960985 428694.83604287)
GRN_INV_SOORTEN.501,2023-02-02,501,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (188832.14496879 428973.83913982)
GRN_INV_SOORTEN.145,2023-02-02,145,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (188620.59250234 428766.30188579)
GRN_INV_SOORTEN.423,2023-02-02,423,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,30,POINT (188771.54510246 428605.12312726)
GRN_INV_SOORTEN.41,2023-02-02,41,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,400,POINT (188943.25066064 428588.05554891)
GRN_INV_SOORTEN.8,2023-02-02,8,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,200,POINT (188827.33298132 428679.73778637)
GRN_INV_SOORTEN.484,2023-02-02,484,Hooikoortsplant_Ambrosia artemisiifolia,Gemeente Nijmegen,,POINT (188644.44356118 430218.34000612)
GRN_INV_SOORTEN.330,2023-02-02,330,Japanse duizendknoop_Fallopia japonica,Waterschap,,POINT (188742.57615614 430584.91963663)
GRN_INV_SOORTEN.329,2023-02-02,329,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (188678.007 430685.256)
GRN_INV_SOORTEN.603,2023-02-02,603,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (188831.58 430777.62)
GRN_INV_SOORTEN.254,2023-02-02,254,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen (Ontwikkelbureau),,POINT (188952.58882028 430895.55967156)
GRN_INV_SOORTEN.486,2023-02-02,486,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (188712.82855108 431238.78065351)
GRN_INV_SOORTEN.485,2023-02-02,485,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (188746.69519946 431284.81812865)
GRN_INV_SOORTEN.293,2023-02-02,293,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (188586.74131192 431823.79275669)
GRN_INV_SOORTEN.411,2023-02-02,411,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (188586.375 431919.405)
GRN_INV_SOORTEN.339,2023-02-02,339,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (188671.35231589 432010.37632274)
GRN_INV_SOORTEN.332,2023-02-02,332,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (188657.34103538 431801.31612572)
GRN_INV_SOORTEN.577,2023-02-02,577,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (189118.17578668 426401.36111731)
GRN_INV_SOORTEN.600,2023-02-02,600,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (189448.56 426650.112)
GRN_INV_SOORTEN.109,2023-02-02,109,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (189320.26955957 426557.88104608)
GRN_INV_SOORTEN.280,2023-02-02,280,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (189536.534 426942.91)
GRN_INV_SOORTEN.599,2023-02-02,599,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (189169.575 427340.05124968)
GRN_INV_SOORTEN.418,2023-02-02,418,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (189172.52798607 427338.62503374)
GRN_INV_SOORTEN.367,2023-02-02,367,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (189212.96097984 427499.37914406)
GRN_INV_SOORTEN.304,2023-02-02,304,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (189467.71462867 427423.84979355)
GRN_INV_SOORTEN.128,2023-02-02,128,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (VSA),,POINT (189138.544 427333.759)
GRN_INV_SOORTEN.450,2023-02-02,450,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (189504.00613537 427900.58775824)
GRN_INV_SOORTEN.285,2023-02-02,285,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,2,POINT (189460.15325397 428292.96771903)
GRN_INV_SOORTEN.553,2023-02-02,553,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (189076.33054236 428060.05342138)
GRN_INV_SOORTEN.358,2023-02-02,358,Japanse duizendknoop_Fallopia japonica,Waterschap,,POINT (189364.3027653 428373.15103932)
GRN_INV_SOORTEN.357,2023-02-02,357,Japanse duizendknoop_Fallopia japonica,Waterschap,,POINT (189296.56946854 428447.76349903)
GRN_INV_SOORTEN.196,2023-02-02,196,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (189054.13075405 428390.38972747)
GRN_INV_SOORTEN.263,2023-02-02,263,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,9,POINT (189050.29546663 428033.46566521)
GRN_INV_SOORTEN.53,2023-02-02,53,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,50,POINT (189098.97772617 428504.09716997)
GRN_INV_SOORTEN.568,2023-02-02,568,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (189206.82148393 431176.45350232)
GRN_INV_SOORTEN.567,2023-02-02,567,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (189211.488 431215.42)
GRN_INV_SOORTEN.384,2023-02-02,384,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (VSA),,POINT (189686.00711789 426528.88168124)
GRN_INV_SOORTEN.246,2023-02-02,246,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (189561.40079344 426593.61545796)
GRN_INV_SOORTEN.601,2023-02-02,601,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (189669.879 427225.302)
GRN_INV_SOORTEN.120,2023-02-02,120,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (189724.09804828 427455.05947296)
GRN_INV_SOORTEN.464,2023-02-02,464,Hooikoortsplant_Ambrosia artemisiifolia,Gemeente Nijmegen,,POINT (189695.90611618 427092.63067441)
GRN_INV_SOORTEN.456,2023-02-02,456,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (189760.26184635 427688.02590461)
GRN_INV_SOORTEN.206,2023-02-02,206,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (189807.978 427816.274)
GRN_INV_SOORTEN.262,2023-02-02,262,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,10,POINT (189798.11058426 427836.34703459)
GRN_INV_SOORTEN.455,2023-02-02,455,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (189733.8035273 427707.6050607)
GRN_INV_SOORTEN.454,2023-02-02,454,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (189753.91184978 427745.70504013)
GRN_INV_SOORTEN.453,2023-02-02,453,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (189781.95766797 427733.00504698)
GRN_INV_SOORTEN.452,2023-02-02,452,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (189805.24098873 427780.10085489)
GRN_INV_SOORTEN.451,2023-02-02,451,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (189779.84100244 427793.85918079)
GRN_INV_SOORTEN.207,2023-02-02,207,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (189819.61122397 427743.89603749)
GRN_INV_SOORTEN.461,2023-02-02,461,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,6,POINT (189611.4269107 428205.38759364)
GRN_INV_SOORTEN.377,2023-02-02,377,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,15,POINT (189780.96011832 428148.87086911)
GRN_INV_SOORTEN.376,2023-02-02,376,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,80,POINT (189711.63932242 428181.94376792)
GRN_INV_SOORTEN.380,2023-02-02,380,Japanse duizendknoop_Fallopia japonica,Waterschap,,POINT (189614.94946965 428257.3454159)
GRN_INV_SOORTEN.359,2023-02-02,359,Japanse duizendknoop_Fallopia japonica,Waterschap,,POINT (189760.6483846 428197.99696724)
GRN_INV_SOORTEN.164,2023-02-02,164,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,150,POINT (190206.87 426469.274)
GRN_INV_SOORTEN.580,2023-02-02,580,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (190117.53175305 427048.87878439)
GRN_INV_SOORTEN.10,2023-02-02,10,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,9,POINT (190115.0979561 427126.71942738)
GRN_INV_SOORTEN.328,2023-02-02,328,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,3,POINT (190574.282 425931.297)
GRN_INV_SOORTEN.495,2023-02-02,495,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (190887.2928417 425595.57440884)
GRN_INV_SOORTEN.253,2023-02-02,253,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (190901.81349243 425641.08755269)
