OBJECTID,BEHEERCODE,BEHEERTYPE,HOOFDSOORT,BEHEERDER,PARKNAAM_LANDGOED,OPPERVLAKTE,OMTREK,MAAIFREQUENTIE,BEHEERKLASSE,MATERIAAL_ONDERGROND,GEBIEDSNAAM,SHAPESTArea,SHAPESTLength
1526,05.19.G.1259,Haag,Ligustrum sp.,Stadsdeel 5,,1.037,4.145,,,,VKR,1.0368505,4.14548093008112
1527,06.24.G.0626,Gazon,,Stadsdeel 6,,174.999,101.976,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",174.98555664,101.972668982838
1528,05.17.G.0882,Gras/kruiden,,Stadsdeel 5,,103.569,66.809,2 x per jaar | Machinaal,,,Malburgen,103.5690775,66.809219389759
1529,05.23.G.0411,Gazon,,Stadsdeel 5,,112.321,209.685,16 x per jaar | Machinaal,,,VKR,112.3207515,209.684706712919
1530,02.13.G.0263,Gras/kruiden,,Stadsdeel 2,,5.204,9.126,2 x per jaar | Machinaal,,,Noord-West,5.204288,9.12550242338694
1531,03.09.G.0822,Gras/kruiden,,Stadsdeel 3,,45.629,50.008,2 x per jaar | Machinaal,,,Noord-Oost,45.629067,50.0076445414539
1532,03.07.G.0859,Heesters laag,Spiraea japonica 'Anthony Waterer',Stadsdeel 3,,43.82,47.684,,Onkruid beheersen,,Noord-West,43.8196405,47.6836567745331
1533,03.09.G.3553,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,31.077,27.786,,Graven onkruidvrij,,Noord-Oost,31.07683,27.7861997810012
1534,04.03.G.1630,Vaste planten,,Stadsdeel 4,,35.455,31.44,,,,CSA,35.4551505,31.4402613921575
1535,05.23.G.0378,Gazon,,Stadsdeel 5,,123.44,102.853,16 x per jaar | Machinaal,,,VKR,123.4397275,102.853103597591
1536,03.11.G.1533,Vaste planten,Geranium 'Tiny Monster',Stadsdeel 3,,7.209,12.869,,,,Noord-Oost,7.2089925,12.8692214077657
1537,04.05.G.1503,Gazon,,Stadsdeel 4,,200.698,293.184,16 x per jaar | Machinaal,,,Presikhaaf,200.697745,293.184488637577
1538,02.12.G.1096,Gras/kruiden,,Stadsdeel 2,,31.72,22.853,3 x per jaar | Machinaal,,,Noord-West,31.6675798,22.8492011590911
1539,06.21.G.2837,Vaste planten,,Stadsdeel 6,,47.804,28.704,,,,"Schuytgraaf, Elderveld",47.804364,28.7036640292006
1540,03.08.G.0769,Gazon,,Stadsdeel 3,,52.916,36.64,16 x per jaar | Machinaal,,,Noord-Oost,52.915963,36.6397130672298
1541,04.04.G.1263,Blokhaag,,Stadsdeel 4,,7.372,11.906,,,,Presikhaaf,7.371956,11.9059571917497
1542,03.09.G.3142,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,54.749,62.791,,Graven 3 x maaien handmatig,,Noord-Oost,54.7488415,62.7905008673497
1543,06.20.G.0004,Blokhaag,,Stadsdeel 6,,50.518,28.762,,,,Elden en De Laar,50.404042585,28.7493248679641
1544,06.21.G.0137,Blokhaag,,Stadsdeel 6,,110.365,57.772,,,,"Schuytgraaf, Elderveld",110.365465,57.7720067844048
1545,06.22.G.4648,Vlak onderhoud derden,,Derden,,9.784,14.342,,,,Elden en De Laar,9.7836,14.3418444505994
1546,02.14.G.0491,Vlak onderhoud derden,,Derden,,4.332,8.329,16 x per jaar,,,Noord-West,4.331596,8.32944367135956
1547,05.23.G.1387,Struweel,,Stadsdeel 5,,488.268,154.999,,,,VKR,488.28307709,154.994972821985
1548,05.16.G.1349,Gras/kruiden,,Afdeling Bossen & Parken,Meinerswijk,373.622,789.98,2 x per jaar | Handmatig,,,Malburgen,373.6215015,789.98029347448
1549,05.16.G.0245,Gazon,,Stadsdeel 5,,39.658,33.703,16 x per jaar | Machinaal,,,Malburgen,39.656027655,33.7014192977733
1550,04.05.G.0545,Vlak onderhoud derden,,Derden,,196.162,108.24,,Onkruid beheersen,,Presikhaaf,196.162014,108.239589656957
1551,06.24.G.2258,Gras/kruiden,,Stadsdeel 6,,47.986,55,1 x per jaar | Op Talud | Machinaal,,,"Schuytgraaf, Elderveld",47.985976,55.0001065031704
1552,04.04.G.1744,Gazon,,Stadsdeel 4,,213.862,149.034,16 x per jaar | Machinaal,,,Presikhaaf,213.83547279,149.029615138513
1553,06.21.G.3302,Heesters hoog,,Stadsdeel 6,,10.036,12.266,,Geen onkruid beheersen,,"Schuytgraaf, Elderveld",10.035947,12.2655531389996
1554,03.10.G.0555,Heesters laag,Buddleja davidii 'Blue chip',Stadsdeel 3,,45.313,52.892,,Onkruid beheersen,,Noord-Oost,45.3134805,52.8921077873568
1555,05.18.G.0759,Gazon,,Stadsdeel 5,,96.84,44.487,16 x per jaar | Machinaal,,,Malburgen,96.84034,44.4867209238131
1556,03.09.G.2844,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,3.711,7.894,,Graven onkruidvrij,,Noord-Oost,3.71109,7.894
1557,05.23.G.2190,Gazon,,Stadsdeel 5,,71.269,40.074,16 x per jaar | Machinaal,,,VKR,71.178960465,40.0653482207409
1558,06.22.G.4859,Gras/kruiden,,Stadsdeel 6,,37.072,28.236,2 x per jaar | Machinaal,,,Elden en De Laar,37.07065854,28.2339873477168
1559,03.09.G.1613,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,31.677,35.616,,Graven onkruidvrij,,Noord-Oost,31.67733,35.6158046526852
1560,06.22.G.1718,Heesters hoog,Gemengde soorten zie doc.,Stadsdeel 6,,208.404,70.115,,Geen onkruid beheersen,,Elden en De Laar,208.403993,70.1147989746799
1561,05.23.G.1072,Heesters laag,AA zie document,Stadsdeel 5,,15.455,25.54,,Onkruid beheersen,,VKR,15.4548095,25.5396116297586
1562,03.06.G.0335,Heesters hoog,Magnolia kobus,Stadsdeel 3,,1.132,4.263,,Onkruid beheersen,,Noord-West,1.131997,4.26322573448726
1563,02.12.G.2034,Haag,Fagus sp.,Afdeling Bossen & Parken,Park Sonsbeek,31.738,127.982,,,,Noord-West,31.738487,127.982150071159
1564,06.22.G.4539,Haag,Hedera sp.,Stadsdeel 6,,12.184,49.762,,,,Elden en De Laar,12.1836215,49.7618184922092
1565,02.12.G.3984,Gras/kruiden,,Afdeling Bossen & Parken,Park Zijpendaal,284.115,558.757,2 x per jaar | Machinaal,,,Noord-West,281.460220345,558.745128073553
1566,06.20.G.0340,Gazon,,Stadsdeel 6,,47.31,66.009,16 x per jaar | Machinaal,,,Elden en De Laar,47.309703,66.0092151216397
1567,05.23.G.1807,Haag,Hedera sp.,Stadsdeel 5,,17.545,71.094,,,,VKR,17.5450315,71.0938134520297
1568,06.24.G.2253,Boomspiegel,,Stadsdeel 6,,3.303,7.27,,,,"Schuytgraaf, Elderveld",3.302967,7.26965528773975
1569,05.17.G.0606,Haag,Ligustrum sp.,Stadsdeel 5,,18.189,53.346,,,,Malburgen,18.188798,53.3462454147787
1570,02.12.G.2042,Haag,Crataegus sp.,Afdeling Bossen & Parken,Park Zijpendaal,23.082,93.345,,,,Noord-West,23.0820615,93.3454863300512
1571,02.12.G.2304,Gazon,,Afdeling Bossen & Parken,Park Zijpendaal,858.997,262.015,18 x per jaar | Machinaal,,,Noord-West,858.996692,262.015081558467
1572,04.04.G.1074,Heesters laag,Gemengde soorten zie doc.,Stadsdeel 4,,115.262,72.682,,Onkruid beheersen,,Presikhaaf,115.261622,72.6816975563925
1573,04.05.G.0281,Gazon,,Stadsdeel 4,,8.647,14.503,16 x per jaar | Machinaal,,,Presikhaaf,8.620354345,14.4969012488777
1574,06.24.G.2558,Struweel,,Stadsdeel 6,,1885.046,354.684,,,,"Schuytgraaf, Elderveld",1884.895193285,354.673403210776
1575,06.22.G.3351,Struweel,,Stadsdeel 6,,351.885,87.272,,,,Elden en De Laar,351.8290491,87.270494428747
1576,06.22.G.3465,Struweel,,Stadsdeel 6,,102.672,61.651,,,,Elden en De Laar,102.671685,61.6509656146766
1577,02.12.G.2789,Gazon,,Stadsdeel 2,,13.935,16.34,16 x per jaar | Machinaal,,,Noord-West,14.08589239,16.3326780279193
1578,04.05.G.0011,Blokhaag,,Stadsdeel 4,,76.009,36.218,,,,Presikhaaf,76.008795,36.2177066385991
1579,05.16.G.0281,Gazon,,Stadsdeel 5,,346.692,77.313,16 x per jaar | Machinaal,,,Malburgen,346.654997485,77.3077532173054
1580,03.08.G.1726,Vlak onderhoud derden,Geranium macrorrhizum 'Bevan's Variety',Derden,,5.358,9.936,,,,Noord-Oost,5.357284945,9.93341085017543
1581,02.12.G.3749,Haag,Taxus sp.,Afdeling Bossen & Parken,Park Sonsbeek,20.377,42.022,,,,Noord-West,20.4029875,42.0216784756256
1582,04.03.G.1548,Vlak onderhoud derden,Persicaria amplexicaule 'Lisan',Derden,,2.619,6.533,,,,CSA,2.61750831,6.53249348053979
1583,03.09.G.0594,Gras/kruiden,,Stadsdeel 3,,210.119,135.338,2 x per jaar | Machinaal,,,Noord-Oost,210.117681375,135.335972521454
1584,02.14.G.0463,Struweel,,Stadsdeel 2,,36.49,37.307,,,,Noord-West,36.489564,37.3066390934908
1585,05.17.G.1504,Gras/kruiden,,Stadsdeel 5,,341.09,129.809,2 x per jaar | Machinaal,,,Malburgen,341.0904405,129.808560486232
1586,05.23.G.3046,Haag,,Stadsdeel 5,,7.076,27.612,,,,VKR,7.075636,27.6118764043846
1587,01.01.G.1792,Gazon,,Stadsdeel 1,,60.206,133.478,16 x per jaar | Machinaal,,,CSA,60.33836765,133.474941509077
1588,05.23.G.1362,Struweel,,Stadsdeel 5,,232.378,96.57,,,,VKR,232.377842,96.5702588925826
1589,05.23.G.0907,Haag,Ligustrum sp.,Stadsdeel 5,,3.102,14.802,,,,VKR,3.101631,14.8020108762948
1590,05.18.G.0524,Gazon,,Stadsdeel 5,,1279.048,277.523,16 x per jaar | Machinaal,,,Malburgen,1277.439382,277.496597667653
1591,02.12.G.0920,Gazon,,Stadsdeel 2,,10.22,13.506,16 x per jaar | Machinaal,,,Noord-West,10.2199205,13.5063846928767
1592,05.18.G.2179,Gras/kruiden,,Stadsdeel 5,,14.142,15.086,6 x per jaar | Machinaal,,,Malburgen,14.1422145,15.0860365617515
1593,03.10.G.0014,Gazon,,Stadsdeel 3,,174.499,54.421,16 x per jaar | Machinaal,,,Noord-Oost,174.4992605,54.4212229495758
1594,03.07.G.0801,Heesters laag,Chaenomeles superba 'Crimson and Gold',Stadsdeel 3,,42.347,56.482,,Onkruid beheersen,,Noord-West,42.347495,56.4819393063856
1595,06.21.G.2526,Blokhaag,Pyracantha coccinea 'Red Cushion',Stadsdeel 6,,10.336,12.847,,,,"Schuytgraaf, Elderveld",10.332555075,12.8438050148332
1596,05.19.G.0451,Gazon,,Stadsdeel 5,,28.894,27.738,16 x per jaar | Machinaal,,,VKR,28.893018775,27.7369105000163
1597,04.05.G.1190,Blokhaag,Lonicera nitida 'Maigrun',Stadsdeel 4,,9.584,13.677,,,,Presikhaaf,9.584335445,13.6757479712356
1598,05.17.G.0612,Haag,Fagus sp.,Stadsdeel 5,,9.188,32.765,,,,Malburgen,9.18595721,32.7630166523724
1599,05.17.G.0383,Gazon,,Stadsdeel 5,,23.044,24.41,16 x per jaar | Machinaal,,,Malburgen,23.044388,24.4103223120545
1600,06.21.G.1559,Heesters laag,Prunus laurocerasus 'Otto Luyken',Stadsdeel 6,,91.41,39.797,,Onkruid beheersen,,"Schuytgraaf, Elderveld",91.410265,39.7974286448786
1601,06.22.G.3311,Blokhaag,Lonicera nitida 'Maigrun',Stadsdeel 6,,37.195,53.358,,,,Elden en De Laar,37.13456205,53.3535680531032
1602,03.08.G.0795,Gazon,,Stadsdeel 3,,47.794,47.483,16 x per jaar | Machinaal,,,Noord-Oost,47.7942825,47.4830149453428
1603,03.08.G.2306,Boomspiegel,,Stadsdeel 3,,8.069,11.649,16 x per jaar | Handmatig,,,Noord-Oost,8.0692235,11.64949486151
1604,06.20.G.0791,Blokhaag,,Stadsdeel 6,,4.239,8.241,,,,Elden en De Laar,4.238735,8.2409573780249
1605,04.03.G.1011,Boomspiegel,,Stadsdeel 4,,4.637,10.066,16 x per jaar | Handmatig,,,CSA,4.6373805,10.065669266075
1606,02.12.G.3669,Gazon,,Stadsdeel 2,,2.898,6.987,16 x per jaar | Machinaal,,,Noord-West,2.896772185,6.98473065491498
1607,06.22.G.5146,Haag,,Stadsdeel 6,,0.413,2.826,,,,Elden en De Laar,0.41274,2.82566897263405
1608,05.18.G.2515,Gras/kruiden,,Stadsdeel 5,,213.405,195.882,3 x per jaar | Op Talud | Machinaal,,,Malburgen,213.404748,195.881891002534
1609,06.22.G.1989,Vaste planten,Euonymus fortunei 'Dart's Blanket',Stadsdeel 6,,16.838,17.593,,,,Elden en De Laar,16.83761,17.5929347611909
1610,01.01.G.1560,Vlak onderhoud projecten,Rosa 'Rote Hannover',Projecten,,82.043,37.986,,Onkruid beheersen,,CSA,82.043031,37.9864054958712
1611,06.24.G.1137,Haag,,Stadsdeel 6,,79.617,167.812,,,,"Schuytgraaf, Elderveld",79.659734,167.811183130687
1612,06.21.G.0329,Gazon,,Stadsdeel 6,,112.741,43.854,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",112.740619,43.8537689217748
1613,06.21.G.0643,Gazon,,Stadsdeel 6,,223.826,122.409,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",223.825546,122.409482581801
1614,02.15.G.0251,Haag,Acer campestre,Stadsdeel 2,,25.345,52.177,,,,Noord-West,25.3452735,52.1774079475525
1615,06.24.G.2904,Gazon,,Stadsdeel 6,,23.498,23.027,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",23.49497498,23.025036219265
1616,04.03.G.0030,Gazon,,Stadsdeel 4,,33.405,25.722,16 x per jaar | Machinaal,,,CSA,33.405228,25.7220745936921
1617,03.08.G.0825,Gazon,,Stadsdeel 3,,10.383,13.649,16 x per jaar | Machinaal,,,Noord-Oost,10.382273805,13.6465908401255
1618,04.04.G.0862,Heesters laag,Symphoricarpos albus laevigatus,Stadsdeel 4,,536.884,177.03,,Onkruid beheersen,,Presikhaaf,536.8844845,177.029967990685
1619,05.16.G.1535,Gras/kruiden,,Afdeling Bossen & Parken,Afdeling Bossen & Parken,220.788,453.113,2 x per jaar | Handmatig,,,Malburgen,226.981797175,453.09693257249
1620,03.11.G.2285,Gazon,,Stadsdeel 3,,109.711,71.076,16 x per jaar | Machinaal,,,Noord-Oost,109.710636,71.0756067457194
1621,06.24.G.2126,Gazon,,Stadsdeel 6,,435.014,544.561,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",434.996086295,544.555950217682
1622,06.21.G.0408,Gazon,,Stadsdeel 6,,53.688,57.554,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",53.688121,57.5535687513951
1623,05.17.G.1438,Gazon,,Stadsdeel 5,,145.298,72.421,16 x per jaar | Machinaal,,,Malburgen,145.229162805,72.4137371635589
1624,03.08.G.2240,Gazon,,Afdeling Bossen & Parken,Park Sacre Coeur,239.343,299.488,18 x per jaar | Machinaal,,,Noord-Oost,239.343293,299.488318414265
1625,06.20.G.0007,Blokhaag,,Stadsdeel 6,,17.383,18.641,,,,Elden en De Laar,17.3825955,18.640550452869
1626,05.19.G.2722,Heesters hoog,,Stadsdeel 5,,65.75,31.124,,Onkruid beheersen,,VKR,65.750036,31.1243463649713
1627,04.02.G.0132,Vlak onderhoud derden,AA zie document,Derden,,5.24,9.241,,,,CSA,5.2403125,9.2406331437992
1628,05.19.G.2578,Gras/kruiden,,Afdeling Bossen & Parken,Park Immerloo,600.262,162.033,Niet van toepassing | Begrazing schapen,,,VKR,600.2616855,162.033134102526
1629,02.12.G.3985,Heesters laag,Symphoricarpos sp.,Stadsdeel 2,,236.388,135.092,,Onkruid beheersen,,Noord-West,236.387564,135.092146722583
1630,05.23.G.1054,Blokhaag,,Stadsdeel 5,,7.978,12.501,,,,VKR,7.978177,12.5010493957856
1631,06.21.G.2809,Gazon,,Stadsdeel 6,,61.417,125.11,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",61.416716,125.109790444107
1632,03.09.G.4285,Vaste planten,,Afdeling Bossen & Parken,Begraafpark Moscowa,41.178,43.1,,,,Noord-Oost,41.178224,43.1001614478201
1633,02.14.G.0577,Vlak onderhoud derden,,Derden,,4.848,10.238,16 x per jaar,,,Noord-West,4.847613,10.2377290378326
1634,05.18.G.2298,Gazon,,Stadsdeel 5,,50.872,34.594,16 x per jaar | Machinaal,,,Malburgen,50.87130663,34.5926183767144
1635,03.11.G.0733,Heesters hoog,Gemengde soorten,Stadsdeel 3,,430.682,134.956,,Geen onkruid beheersen,,Noord-Oost,430.6815255,134.956265384802
1636,03.08.G.0963,Vlak onderhoud derden,,Derden,,11.829,14.211,,,,Noord-Oost,11.82865077,14.2096495279841
1637,03.08.G.1094,Haag,Ligustrum sp.,Stadsdeel 3,,43.812,70.181,,,,Noord-Oost,43.81169,70.1809438825629
1638,03.10.G.0610,Heesters laag,Geranium macrorrhizum,Stadsdeel 3,,3.893,8.235,,Onkruid beheersen,,Noord-Oost,3.890856285,8.23347573142269
1639,03.08.G.0718,Gazon,,Stadsdeel 3,,13.395,15.515,16 x per jaar | Machinaal,,,Noord-Oost,13.39487161,15.5132528965488
1640,02.12.G.0886,Gazon,,Stadsdeel 2,,720.957,207.273,16 x per jaar | Machinaal,,,Noord-West,720.956701,207.272631251837
1641,05.18.G.1405,Gazon,,Stadsdeel 5,,42.69,27.713,16 x per jaar | Machinaal,,,Malburgen,42.0631296,27.6911630703702
1642,06.22.G.2137,Struweel,,Stadsdeel 6,,1052.41,164.33,,,,Elden en De Laar,1052.410337,164.330165798342
1643,06.24.G.0886,Haag,,Stadsdeel 6,,9.068,26.646,,,,"Schuytgraaf, Elderveld",9.068212,26.6455143668711
1644,03.11.G.2068,Gazon,,Stadsdeel 3,,126.679,258.757,16 x per jaar | Machinaal,,,Noord-Oost,127.078960335,258.751674889689
1645,04.03.G.0546,Gras/kruiden,,Stadsdeel 4,,227.654,135.939,2 x per jaar | Machinaal,,,CSA,227.653247485,135.938136873287
1646,04.02.G.0063,Vlak onderhoud derden,,Derden,,149.764,73.49,,,,CSA,149.7641815,73.4902100289
1647,05.19.G.0566,Gazon,,Stadsdeel 5,,373.328,140.827,16 x per jaar | Machinaal,,,VKR,373.3283,140.826788332252
1648,02.12.G.2297,Gazon,,Afdeling Bossen & Parken,Park Zijpendaal,644.973,228.741,18 x per jaar | Machinaal,,,Noord-West,644.972831,228.74119483402
1649,02.12.G.3043,Gazon,,Stadsdeel 2,,18.455,20.355,16 x per jaar | Machinaal,,,Noord-West,18.45383979,20.3538417609264
1650,02.13.G.0161,Gras/kruiden,,Stadsdeel 2,,271.425,125.768,1 x per jaar | Machinaal,,,Noord-West,271.4248185,125.767533485579
1651,06.22.G.0867,Vlak onderhoud derden,,Derden,,130.935,50.626,16 x per jaar,,,Elden en De Laar,130.9347365,50.6255866203597
1652,06.22.G.4372,Struweel,,Stadsdeel 6,,891.503,270.535,,,,Elden en De Laar,891.503265,270.534605000092
1653,02.12.G.2636,Gras/kruiden,,Afdeling Bossen & Parken,Park Zijpendaal,87.87,317.163,2 x per jaar | Machinaal,,,Noord-Oost,87.8699495,317.162881138476
1654,03.09.G.3719,Gras/kruiden,,Afdeling Bossen & Parken,Begraafpark Moscowa,410.907,195.53,2 x per jaar | Machinaal,,,Noord-Oost,410.9073915,195.530295679779
1655,06.22.G.3019,Blokhaag,Ligustrum sp.,Stadsdeel 6,,21.034,18.024,,,,Elden en De Laar,20.95566004,18.0148994666972
1656,05.23.G.2151,Gazon,,Stadsdeel 5,,74.994,53.785,16 x per jaar | Machinaal,,,VKR,74.994133175,53.7845780333084
1657,05.19.G.3750,Gras/kruiden,,Afdeling Bossen & Parken,Park Immerloo,100.515,47.614,2 x per jaar | Machinaal,,,VKR,100.5150495,47.6135143990203
1658,05.23.G.2191,Gazon,,Stadsdeel 5,,9.722,12.873,16 x per jaar | Machinaal,,,VKR,9.66010095,12.8661413051014
1659,04.05.G.0364,Gras/kruiden,,Stadsdeel 4,,535.934,321.036,3 x per jaar | Op Talud | Machinaal,,,Presikhaaf,535.934092,321.03632634993
1660,06.24.G.1940,Droge ruigte,,Stadsdeel 6,,642.468,209.268,1 x per 2 jaar (even jaren) | Machinaal,,,"Schuytgraaf, Elderveld",642.468436,209.267705773563
1661,06.24.G.3156,Vlak onderhoud derden,,Derden,,4.954,9.086,,,,"Schuytgraaf, Elderveld",4.953932,9.08637736026461
1662,03.09.G.2969,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,112.658,102.324,,Graven 3 x maaien handmatig,,Noord-Oost,112.657605,102.323806791587
1663,03.09.G.4061,Gazon,,Stadsdeel 3,,4.56,9.636,16 x per jaar | Machinaal,,,Noord-Oost,4.561161035,9.63304986957069
1664,06.24.G.2454,Gras/kruiden,,Stadsdeel 6,,706.879,647.016,1 x per jaar | Op Talud | Machinaal,,,"Schuytgraaf, Elderveld",706.24162242,646.901086981172
1665,03.09.G.4498,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,14.649,15.709,,Graven onkruidvrij,,Noord-Oost,14.648815,15.7088036263305
1666,06.21.G.2616,Heesters laag,,Stadsdeel 6,,101.179,54.208,,Onkruid beheersen,,"Schuytgraaf, Elderveld",101.1789285,54.2081578307791
1667,03.08.G.1526,Haag,Fagus sp.,Stadsdeel 3,,31.261,124.815,,,,Noord-Oost,30.51215256,124.751790073011
1668,04.05.G.0324,Gazon,,Stadsdeel 4,,131.99,47.16,16 x per jaar | Machinaal,,,Presikhaaf,131.9896125,47.1601845369537
1669,03.07.G.1405,Gazon,,Stadsdeel 3,,9.64,13.256,16 x per jaar | Machinaal,,,Noord-West,9.63891537,13.252697377946
1670,02.12.G.3968,Gazon,,Stadsdeel 2,,47.947,42.688,16 x per jaar | Machinaal,,,Noord-West,47.947233,42.6877909458341
1671,05.23.G.0803,Gras/kruiden,,Stadsdeel 5,,824.084,796.685,2 x per jaar | Machinaal,,,VKR,824.0650807,796.6838991514
1672,05.23.G.0477,Gazon,,Stadsdeel 5,,476.114,443.347,16 x per jaar | Machinaal,,,VKR,474.9285685,443.34323030583
1673,03.09.G.4245,Vaste planten,,Afdeling Bossen & Parken,Begraafpark Moscowa,35.191,25.079,,,,Noord-Oost,35.190749,25.0785676116943
1674,05.23.G.2897,Gras/kruiden,,Stadsdeel 5,,74.729,62.304,2 x per jaar | Machinaal,,,VKR,74.72947,62.3042473535604
1675,06.21.G.2347,Struweel,,Stadsdeel 6,,386.186,157.775,,,,"Schuytgraaf, Elderveld",386.1855055,157.775373672822
1676,05.18.G.1549,Haag,,Stadsdeel 5,,24.31,66.711,,,,Malburgen,24.309811,66.7110319056412
1677,06.24.G.1840,Haag,,Stadsdeel 6,,17.049,58.119,,,,"Schuytgraaf, Elderveld",17.0492515,58.1193359109945
1678,03.07.G.0836,Vlak onderhoud derden,Rosa sp.,Derden,,7.805,14.603,,,,Noord-West,7.804659,14.6025128110195
1679,03.06.G.0466,Haag,Lonicera nitida 'Hohenheimer Findling',Stadsdeel 3,,21.976,54.488,,,,Noord-West,21.9758735,54.4882424518481
1680,03.09.G.4425,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,38.657,43.04,,Graven onkruidvrij,,Noord-Oost,38.656513,43.0397989343807
1681,03.09.G.2826,Heesters hoog,Rhododendron ponticum,Afdeling Bossen & Parken,Begraafpark Moscowa,139.132,51.854,,Rhododendron,,Noord-Oost,139.1318575,51.8535558221674
1682,05.19.G.0894,Gazon,,Stadsdeel 5,,480.902,119.354,16 x per jaar | Machinaal,,,VKR,480.9020535,119.353724715893
1683,01.01.G.0105,Blokhaag,Taxus sp.,Stadsdeel 1,,94.665,60.085,,,,CSA,94.665466,60.0850585089327
1684,06.21.G.0636,Gazon,,Stadsdeel 6,,304.987,81.765,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",304.986643,81.7653746858318
1685,03.08.G.1904,Gazon,,Stadsdeel 3,,11.69,16.734,16 x per jaar | Machinaal,,,Noord-Oost,11.6898655,16.7344604103016
1686,05.18.G.0070,Gazon,,Stadsdeel 5,,38.117,37.113,16 x per jaar | Machinaal,,,Malburgen,38.116615,37.112539350978
1687,03.07.G.1902,Haag,Acer campestre,Stadsdeel 3,,2.441,8.826,,,,Noord-West,2.4412975,8.82604775289597
1688,06.22.G.2339,Gazon,,Stadsdeel 6,,139.503,75.264,16 x per jaar | Machinaal,,,Elden en De Laar,139.5032395,75.2638256038617
1689,05.18.G.1398,Gazon,,Stadsdeel 5,,68.486,36.878,16 x per jaar | Machinaal,,,Malburgen,68.471791095,36.8749693030396
1690,04.04.G.0718,Struweel,,Stadsdeel 4,,806.231,144.05,,,,Presikhaaf,806.2305335,144.049818062167
1691,05.16.G.0841,Gras/kruiden,,Stadsdeel 5,,1231.049,890.933,2 x per jaar | Machinaal,,,Malburgen,1230.073791895,890.902345336109
1692,05.17.G.1322,Blokhaag,,Stadsdeel 5,,21.781,18.993,,,,Malburgen,21.7806885,18.9928254502338
1693,03.09.G.4911,Gazon,,Afdeling Bossen & Parken,Begraafpark Moscowa,255.802,164.697,25 x per jaar | Machinaal,,,Noord-Oost,255.8022325,164.697266350056
1694,05.19.G.2375,Gazon,,Afdeling Bossen & Parken,Park Immerloo,63.19,128.124,18 x per jaar | Machinaal,,,VKR,63.46932945,128.115082135929
1695,06.21.G.2599,Heesters laag,Symphoricarpos chenaultii 'Hancock',Stadsdeel 6,,29.893,30.841,,Onkruid beheersen,,"Schuytgraaf, Elderveld",29.8925435,30.8410123941968
1696,02.14.G.0582,Vlak onderhoud derden,,Derden,,3.869,7.869,,,,Noord-West,3.869138,7.86852971859114
1697,04.03.G.0950,Gazon,,Stadsdeel 4,,39.262,29.019,16 x per jaar | Machinaal,,,CSA,39.23583235,29.012621036664
1698,04.05.G.1625,Gazon,,Stadsdeel 4,,1.345,4.682,16 x per jaar | Machinaal,,,Presikhaaf,1.34495,4.68200399792214
1699,01.01.G.1609,Boomspiegel,,Stadsdeel 1,,3.598,7.588,,,,CSA,3.5981685,7.58758862727587
1700,04.03.G.0210,Gazon,,Stadsdeel 4,,34.544,25.004,16 x per jaar | Machinaal,,,CSA,34.544381,25.0038718829397
1701,05.19.G.0142,Blokhaag,,Stadsdeel 5,,59.569,32.563,,,,VKR,59.48516839,32.5498456099025
1702,02.12.G.2043,Haag,Crataegus sp.,Afdeling Bossen & Parken,Park Zijpendaal,24.9,100.579,,,,Noord-West,24.899685,100.578924421874
1703,06.22.G.4927,Gazon,,Stadsdeel 6,,52.632,96.939,16 x per jaar | Machinaal,,,Elden en De Laar,52.6324695,96.939476659675
1704,06.22.G.2653,Gras/kruiden,,Stadsdeel 6,,559.197,151.839,2 x per jaar | Machinaal,,,Elden en De Laar,559.1965965,151.839205285405
1705,05.18.G.0974,Heesters hoog,Prunus laurocerasus 'Rotundifolia',Stadsdeel 5,,96.056,60.82,,Onkruid beheersen,,Malburgen,96.055852,60.8195501584718
1706,03.11.G.2069,Gazon,,Stadsdeel 3,,113.226,231.082,16 x per jaar | Machinaal,,,Noord-Oost,114.127759055,231.057617008478
1707,04.03.G.0055,Gazon,,Stadsdeel 4,,41.704,26.106,16 x per jaar | Machinaal,,,CSA,41.703332335,26.1043365595554
1708,03.09.G.3097,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,1.628,5.538,,Graven 3 x maaien handmatig,,Noord-Oost,1.627559,5.53846791177989
1709,03.08.G.1265,Gazon,,Afdeling Bossen & Parken,Park Angerenstein,146.389,118.206,18 x per jaar | Machinaal,,,Noord-Oost,146.388665,118.206245874766
