Type;Locatie;Code;Naam;Aanduiding;Straat;Wijk;Plaatsnaam;Objectgroep;Typenummer;Bouwjaar;Ondergrond;Oppervlakte;Aantal;RDX;RDY;LON;LAT
Speeltoestel;222 140 - Kempenaar 17-77                           ;222 140.01   ;Schommel T for 2                          ;T Schommel                                            ;Kempenaar 17       ;Kempenaar         ;Lelystad ;Schommel               ;765940 (KF06)          ;2005           ;Kunstgras              ;28,0 ;1;160147;503422;5,4630301718;52,518441755
Speelplek   ;222 140 - Kempenaar 17-77                           ;222 140      ;Kempenaar 17-77                           ;                                                      ;Kempenaar 17       ;Kempenaar         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160150;503438;5,4630725596;52,5185883104
Speelplek   ;222 200 - Kempenaar 15-04                           ;222 200      ;Kempenaar 15-04                           ;Tegenover kempenaar 19                                ;Kempenaar 15       ;Kempenaar         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160348;503343;5,4660004774;52,517730269
Overig      ;222 200 - Kempenaar 15-04                           ;59           ;Ballenvanger dubbelstaafmat               ;12m, hoogte 4,00m.                                    ;Kempenaar 15       ;Kempenaar         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;160340;503342;5,4658742122;52,5177255897
Overig      ;222 200 - Kempenaar 15-04                           ;222 200.02   ;Leunbank                                  ;                                                      ;Kempenaar 15       ;Kempenaar         ;Lelystad ;Bank                   ;                       ;2015           ;                       ;     ;1;160360;503365;5,4661655409;52,5179283288
Overig      ;222 200 - Kempenaar 15-04                           ;222 200.03   ;Leunbank                                  ;Bij schakelkast                                       ;Kempenaar 15       ;Kempenaar         ;Lelystad ;Bank                   ;                       ;2015           ;                       ;     ;1;160345;503367;5,4659525501;52,5179512983
Speeltoestel;222 200 - Kempenaar 15-04                           ;222 200.01   ;Voetbalkooi                               ;Geluidsarme kooi                                      ;Kempenaar 15       ;Kempenaar         ;Lelystad ;Sporttoestel           ;SP 150                 ;2011           ;Kunstgras              ;200,0;1;160351;503356;5,4660325213;52,5178542723
Speeltoestel;222 200 - Kempenaar 15-04                           ;222 200.04   ;doel                                      ;Kant voetbalkooi                                      ;Kempenaar 15       ;Kempenaar         ;Lelystad ;Sporttoestel           ;                       ;2005           ;Gras                   ;0,0  ;1;160348;503339;5,4659934942;52,5176972903
Speeltoestel;222 200 - Kempenaar 15-04                           ;222 200.05   ;doel                                      ;Kant struiken                                         ;Kempenaar 15       ;Kempenaar         ;Lelystad ;Sporttoestel           ;                       ;2005           ;Gras                   ;0,0  ;1;160342;503304;5,4659085129;52,517381264
Speeltoestel;222 160 - Kempenaar 05-18                           ;222 160.01   ;Kleuterschommel                           ;                                                      ;Kempenaar 05       ;Kempenaar         ;Lelystad ;Schommel               ;765956,0               ;2005           ;Rubbertegel            ;21,0 ;1;160104;503300;5,4623980491;52,5173523597
Speelplek   ;222 160 - Kempenaar 05-18                           ;222 160      ;Kempenaar 05-18                           ;                                                      ;Kempenaar 05       ;Kempenaar         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160102;503302;5,4623694905;52,5173653196
Speeltoestel;222 160 - Kempenaar 05-18                           ;222 160.02   ;CP - Duikelrek - 1-delig - 90cm           ;Duikelen                                              ;Kempenaar 05       ;Kempenaar         ;Lelystad ;Duikelrek              ;30.3.216               ;1988           ;Rubbertegel            ;12,0 ;1;160102;503305;5,4623695358;52,517391832
Speelplek   ;222 170 - Kempenaar 06-51                           ;222 170      ;Kempenaar 06-51                           ;                                                      ;Kempenaar 06       ;Kempenaar         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160062;503152;5,4617705541;52,5160193125
Speeltoestel;222 170 - Kempenaar 06-51                           ;222 170.01   ;Aster zonder dakje                        ;klimmen/duikelen/glijden                              ;Kempenaar 06       ;Kempenaar         ;Lelystad ;Combinatietoestel      ;AK.732a                ;2010           ;Gras                   ;0,0  ;1;160063;503143;5,4617979639;52,5159373312
Speeltoestel;222 170 - Kempenaar 06-51                           ;222 170.03   ;Duikelrek 2-delig                         ;                                                      ;Kempenaar 06       ;Kempenaar         ;Lelystad ;Duikelrek              ;AK.762b                ;2014           ;Gras                   ;0,0  ;1;160055;503154;5,4616740991;52,516042201
Speeltoestel;222 170 - Kempenaar 06-51                           ;222 170.02   ;Wip midi - 2-zit (Wico)                   ;wip                                                   ;Kempenaar 06       ;Kempenaar         ;Lelystad ;Wip                    ;AK.761                 ;2011           ;Gras                   ;0,0  ;1;160058;503152;5,4617178184;52,5160218622
Speeltoestel;222 210 - Kempenaar 13-09                           ;222 210.04   ;Wip midi - 2-zit (Wico)                   ;                                                      ;Kempenaar 13       ;Kempenaar         ;Lelystad ;Wip                    ;AK.761                 ;2014           ;Kunstgras              ;18,0 ;1;160191;503010;5,4636824444;52,5147406391
Speeltoestel;222 210 - Kempenaar 13-09                           ;222 210.02   ;Mini Play - Honden plateauwip             ;Veertoestel                                           ;Kempenaar 13       ;Kempenaar         ;Lelystad ;Wip                    ;MNP.742.001 (34.3.742) ;1999           ;Kunstgras              ;25,0 ;1;160186;503006;5,4636071141;52,5147102209
Speeltoestel;222 210 - Kempenaar 13-09                           ;222 210.03   ;Schommel T for 2                          ;                                                      ;Kempenaar 13       ;Kempenaar         ;Lelystad ;Schommel               ;765940 (KF06)          ;2014           ;Kunstgras              ;32,0 ;1;160184;503015;5,4635755825;52,5147915762
Speeltoestel;222 210 - Kempenaar 13-09                           ;222 210.01   ;Narcis                                    ;Glij klim duikel                                      ;Kempenaar 13       ;Kempenaar         ;Lelystad ;Combinatietoestel      ;AK.711                 ;2014           ;Kunstgras              ;56,0 ;1;160176;503010;5,4634601426;52,5147379965
Speelplek   ;222 210 - Kempenaar 13-09                           ;222 210      ;Kempenaar 13-09                           ;                                                      ;Kempenaar 13       ;Kempenaar         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160183;503010;5,4635644433;52,5147392773
Speelplek   ;222 230 - Kogge 01- 26                              ;222 230      ;Kogge 01- 26                              ;Trapveld                                              ;Kogge 01           ;Kogge             ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;159648;503504;5,4556775179;52,5191842722
Speeltoestel;222 230 - Kogge 01- 26                              ;222 230.02   ;Doel - gaspijp                            ;gaspijp                                               ;Kogge 01           ;Kogge             ;Lelystad ;Sporttoestel           ;                       ;2002           ;Gras                   ;0,0  ;1;159649;503486;5,4556945145;52,5190293216
