Kenteken,Carrosserie volgnummer,Carrosserie voertuig nummer code volgnummer,Carrosseriecode,Carrosserie voertuig nummer Europese omschrijving
01BXVN,1,1,03,Gesloten opbouw
01BXVP,1,1,03,Gesloten opbouw
01BXXV,1,1,03,Gesloten opbouw
01BXZZ,1,1,03,Gesloten opbouw
01BZBV,1,1,03,Gesloten opbouw
01BZDD,1,1,03,Gesloten opbouw
01BZDF,1,1,03,Gesloten opbouw
01BZDK,1,1,03,Gesloten opbouw
01BZFJ,1,1,03,Gesloten opbouw
01BZFP,1,1,03,Gesloten opbouw
01BZFT,1,1,13,Veewagen
01BZJN,1,1,03,Gesloten opbouw
01BZNR,1,1,03,Gesloten opbouw
01BZNS,1,1,03,Gesloten opbouw
01BZPZ,1,1,03,Gesloten opbouw
01BZSX,1,1,03,Gesloten opbouw
01BZTT,1,1,03,Gesloten opbouw
01BZZD,1,1,03,Gesloten opbouw
01BZZV,1,1,03,Gesloten opbouw
01MB23,1,1,03,Gesloten opbouw
01NB29,1,1,03,Gesloten opbouw
01NB99,1,1,13,Veewagen
01PB29,1,1,03,Gesloten opbouw
01SB04,1,1,03,Gesloten opbouw
01UB65,1,1,03,Gesloten opbouw
01VB28,1,1,03,Gesloten opbouw
01VB79,1,1,03,Gesloten opbouw
01VBD4,1,1,03,Gesloten opbouw
01VBD8,1,1,03,Gesloten opbouw
01VBF4,1,1,03,Gesloten opbouw
01VBH1,1,1,03,Gesloten opbouw
01VBJ8,1,1,03,Gesloten opbouw
01VBNF,1,1,03,Gesloten opbouw
01VBT8,1,1,03,Gesloten opbouw
01VBV8,1,1,03,Gesloten opbouw
01VDB2,1,1,03,Gesloten opbouw
01VDB6,1,1,03,Gesloten opbouw
01VDBX,1,1,03,Gesloten opbouw
01VDJ6,1,1,03,Gesloten opbouw
01VDL4,1,1,03,Gesloten opbouw
01VDL8,1,1,03,Gesloten opbouw
01VDS2,1,1,03,Gesloten opbouw
01VDS5,1,1,03,Gesloten opbouw
01VDTG,1,1,13,Veewagen
01VDXL,1,1,03,Gesloten opbouw
01VDZD,1,1,03,Gesloten opbouw
01VFB3,1,1,03,Gesloten opbouw
01VFB6,1,1,03,Gesloten opbouw
01VFD5,1,1,03,Gesloten opbouw
01VFDD,1,1,03,Gesloten opbouw
01VFDZ,1,1,03,Gesloten opbouw
01VFG6,1,1,03,Gesloten opbouw
01VFH2,1,1,03,Gesloten opbouw
01VFJ4,1,1,03,Gesloten opbouw
01VFK4,1,1,03,Gesloten opbouw
01VFP1,1,1,14,Voor vervoer voertuigen
01VFXN,1,1,03,Gesloten opbouw
01VFZ4,1,1,03,Gesloten opbouw
01VGG6,1,1,14,Voor vervoer voertuigen
01VGGD,1,1,03,Gesloten opbouw
01VGJ3,1,1,03,Gesloten opbouw
01VGN1,1,1,03,Gesloten opbouw
01VGN4,1,1,03,Gesloten opbouw
01VGR9,1,1,03,Gesloten opbouw
01VGS8,1,1,03,Gesloten opbouw
01VGV9,1,1,03,Gesloten opbouw
01VGX1,1,1,13,Veewagen
01VHB5,1,1,03,Gesloten opbouw
01VHB7,1,1,04,Geconditioneerd met temperatuurregeling
01VHB9,1,1,03,Gesloten opbouw
01VHD8,1,1,03,Gesloten opbouw
01VHG8,1,1,03,Gesloten opbouw
01VHK4,1,1,13,Veewagen
01VHNS,1,1,03,Gesloten opbouw
01VHP6,1,1,03,Gesloten opbouw
01VHR9,1,1,03,Gesloten opbouw
01VHS2,1,1,30,Resteelwagen
01VHS4,1,1,03,Gesloten opbouw
01VHZ3,1,1,03,Gesloten opbouw
01VJB4,1,1,03,Gesloten opbouw
01VJB7,1,1,03,Gesloten opbouw
01VJDX,1,1,03,Gesloten opbouw
01VJF7,1,1,14,Voor vervoer voertuigen
01VJG3,1,1,03,Gesloten opbouw
01VJH3,1,1,03,Gesloten opbouw
01VJJ2,1,1,03,Gesloten opbouw
01VJK2,1,1,13,Veewagen
01VJL7,1,1,03,Gesloten opbouw
01VJN7,1,1,03,Gesloten opbouw
01VJP2,1,1,03,Gesloten opbouw
01VJP4,1,1,03,Gesloten opbouw
01VJR7,1,1,03,Gesloten opbouw
01VJZ8,1,1,03,Gesloten opbouw
01VJZ9,1,1,03,Gesloten opbouw
01VKD3,1,1,03,Gesloten opbouw
01VKF8,1,1,03,Gesloten opbouw
01VKH6,1,1,03,Gesloten opbouw
01VKJ5,1,1,03,Gesloten opbouw
01VKL7,1,1,03,Gesloten opbouw
01VKS6,1,1,03,Gesloten opbouw
01VKS9,1,1,03,Gesloten opbouw
01VKZ5,1,1,03,Gesloten opbouw
01VLD3,1,1,03,Gesloten opbouw
01VLD8,1,1,03,Gesloten opbouw
01VLF4,1,1,03,Gesloten opbouw
01VLG9,1,1,03,Gesloten opbouw
01VLK2,1,1,03,Gesloten opbouw
01VLL3,1,1,03,Gesloten opbouw
01VLL5,1,1,14,Voor vervoer voertuigen
01VLP7,1,1,03,Gesloten opbouw
01VLVB,1,1,03,Gesloten opbouw
01VLX3,1,1,03,Gesloten opbouw
01VLX8,1,1,03,Gesloten opbouw
01VLZP,1,1,03,Gesloten opbouw
01VND1,1,1,03,Gesloten opbouw
01VND6,1,1,03,Gesloten opbouw
01VNDS,1,1,03,Gesloten opbouw
01VNF4,1,1,03,Gesloten opbouw
01VNF8,1,1,03,Gesloten opbouw
01VNG3,1,1,03,Gesloten opbouw
01VNGH,1,1,03,Gesloten opbouw
01VNGZ,1,1,13,Veewagen
01VNHZ,1,1,03,Gesloten opbouw
01VNJ2,1,1,03,Gesloten opbouw
01VNK5,1,1,03,Gesloten opbouw
01VNL1,1,1,13,Veewagen
01VNT3,1,1,03,Gesloten opbouw
01VNT8,1,1,13,Veewagen
01VNX2,1,1,03,Gesloten opbouw
01VNX5,1,1,03,Gesloten opbouw
01VNZD,1,1,03,Gesloten opbouw
01VPBV,1,1,03,Gesloten opbouw
01VPD4,1,1,03,Gesloten opbouw
01VPG3,1,1,27,Hoogwerker
01VPGH,1,1,03,Gesloten opbouw
01VPJH,1,1,01,Open laadvloer
01VPK1,1,1,14,Voor vervoer voertuigen
01VPK2,1,1,03,Gesloten opbouw
01VPL3,1,1,03,Gesloten opbouw
01VPN1,1,1,03,Gesloten opbouw
01VPN4,1,1,03,Gesloten opbouw
01VPNL,1,1,03,Gesloten opbouw
01VPP8,1,1,03,Gesloten opbouw
01VPPS,1,1,14,Voor vervoer voertuigen
01VPS4,1,1,03,Gesloten opbouw
01VPT1,1,1,03,Gesloten opbouw
01VPT5,1,1,03,Gesloten opbouw
01VPZ2,1,1,03,Gesloten opbouw
01VPZ7,1,1,03,Gesloten opbouw
01VRD1,1,1,03,Gesloten opbouw
01VRF1,1,1,03,Gesloten opbouw
01VRF8,1,1,03,Gesloten opbouw
01VRG2,1,1,03,Gesloten opbouw
01VRHS,1,1,03,Gesloten opbouw
01VRK1,1,1,14,Voor vervoer voertuigen
01VRK2,1,1,03,Gesloten opbouw
