FID,nwbversie,nwbwvkid,netwerkcategorie,netwerkschakelcode,netwerkschakelnaam,systeemdeelnr,systeemdeelnaam,systeemdeelpositie,vkwegvaknaam,vkwegvakwegcat,vkwegvakfunctie,vkwegvakobjectnaam,nwbwegnummer,nwbwegdeellttr,nwbhectoletter,nwbrpecode,nwbbstcode,nwbbeginkm,nwbeindkm,nwbgmenaam,nwbdistrnaam,nwbdienstnaam,nwbwvklengte,nwbwegnraw,nwbwegnrhmp,vkwegvakeersteinstdl,vkwegvaklaatsteinstdl,vkwegvakmaatgevendint,vkwegvakknooppunt,vkwegvakhmbegin,vkwegvakhmeind,vildtrajectnaam,weg,last_update,se_anno_cad_data,verkeerskundigwegvakcode,kleurcodeverkeerskundigwegvak,gdb_geomattr_data,shape
hwn_netwerkcategorieen.25,202210,600149752,A,015-0120,A18 Doetinchem-Oost - Westendorp (v.v),015-0120-L,Westerndorp A18 - Doetinchem-Oost (L),1,Westendorp N18/A18 - Doetinchem-Oost(4),asw,hoofdrijbaan,,015,R,#,L,HR,207.617,201.954,Doetinchem,ON District Oost,RWS Oost-Nederland,5642,RW15,A18,1,1,1,0,214940,201954,A18 Varsseveld - Zevenaar,A15L,2022-12-01T08:38:12,,015-0120-L_001,015-0120_001,,"LINESTRING (223832.80029999837 440096.5658, 223766.2921999991 440090.0720999986, 223715.1339999996 440084.72360000014, 223655.51209999993 440078.0678000003, 223594.48809999973 440070.71169999987, 223554.80440000072 440065.6750999987, 223495.34270000085 440057.6545000002, 223396.32759999856 440043.64820000157, 223336.88800000027 440035.4666999988, 223299.05299999937 440030.61520000175, 223279.18919999897 440028.2551999986, 223250.09970000014 440024.99130000174, 223230.20050000027 440022.9695999995, 223190.3548000008 440019.46009999886, 223160.05559999868 440017.28559999913, 223140.0859999992 440016.1517000012, 223100.126600001 440014.3502999991, 223068 440013.4681000002, 223048 440013.1854000017, 223028 440013.1121000014, 222988 440013.6028999984, 222964.97700000182 440014.2159000002, 222944.96269999817 440014.95439999923, 222924.98490000144 440015.9182999991, 222885.0634999983 440018.43079999834, 222862.92689999938 440020.1385000013, 222842.97529999912 440021.8858000003, 222823.0722000003 440023.8654000014, 222803.19559999928 440026.0835000016, 222781.82279999927 440028.65469999984, 222742.14719999954 440033.99599999934, 222722.36960000172 440036.97089999914, 222702.627700001 440040.179299999, 222667.9301000014 440046.27059999853, 222648.20600000024 440049.9820000008, 222628.59430000186 440053.9059000015, 222605.93459999934 440058.6979999989, 222586.4087000005 440063.0694000013, 222566.93939999864 440067.6468000002, 222530.90069999918 440076.62959999964, 222492.252700001 440087.0309000015, 222453.83559999987 440098.17489999905, 222439.54930000007 440102.5230999999, 222420.47590000182 440108.5804999992, 222388.68239999935 440119.0632000007, 222350.88830000162 440132.2437000014, 222313.33989999816 440146.0322000012, 222292.58289999887 440153.90989999846, 222236.7179000005 440175.85269999877, 222045.73470000178 440253.3295000009, 222008.59149999917 440268.1693999991, 221952.77409999818 440290.17990000173, 221899.1821999997 440310.77439999953, 221861.71869999915 440324.7982000001, 221824.16479999945 440338.57239999995, 221780.1136999987 440354.32360000163, 221723.3385999985 440373.74020000175, 221685.34090000018 440386.24379999936, 221632.63159999996 440402.8286000006, 221594.37110000104 440414.40890000015, 221575.18420000002 440420.05409999937, 221530.5625 440432.72520000115, 221472.66649999842 440448.4829000011, 221433.92709999904 440458.4481999986, 221378.40480000153 440472.0357000008, 221358.9349000007 440476.61019999906, 221319.91970000044 440485.43459999934, 221272.72150000185 440495.56819999963, 221216.9571999982 440506.7727999985, 221177.64620000124 440514.16420000046, 221157.9578000009 440517.6812000014, 221098.80710000172 440527.747299999, 221063.9023000002 440533.4010999985, 221044.13769999892 440536.40989999846, 221004.53079999983 440542.0135000013, 220964.0379000008 440547.3905999996, 220904.45690000057 440554.5478999987, 220864.6922999993 440558.8898999989, 220847.06720000133 440560.6609000005, 220807.23860000074 440564.37680000067, 220787.3093000017 440566.0846000016, 220738.0064000003 440569.82660000026, 220671.0773999989 440574.0502000004, 220617.98169999942 440576.58029999956, 220598.00039999932 440577.35649999976, 220558.0192000009 440578.59059999883, 220530.98330000043 440579.2003999986, 220490.997299999 440579.7749999985, 220450.99749999866 440579.9556999989, 220430.9963000007 440579.866799999, 220375.05530000106 440579.11499999836, 220315.0736999996 440577.5196999982, 220295.08689999953 440576.79250000045, 220255.12480000034 440575.02439999953, 220230.07550000027 440573.7021000013, 220190.17170000076 440571.2569000013, 220150.27219999954 440568.4023000002, 220129.5177000016 440566.7509999983, 220089.6726000011 440563.2173999995, 220045.2173999995 440558.82770000026, 220025.3322999999 440556.68609999865, 219985.58260000125 440552.2087999992, 219944.3951999992 440547.24819999933, 219897.2003000006 440540.8803999983, 219857.62079999968 440535.08619999886, 219823.62310000136 440529.8515999988, 219784.1405000016 440523.4376000017, 219764.4384999983 440519.9935000017, 219704.0357999988 440508.9386, 219673.813000001 440503.1031000018, 219654.21070000157 440499.1345000006, 219599.62739999965 440487.56700000167, 219560.58399999887 440478.91530000046, 219541.09059999883 440474.4408, 219502.17550000176 440465.1876000017, 219484.9576999992 440460.9255999997, 219442.8925999999 440450.1341000013, 219384.94079999998 440434.5716000013, 219361.08449999988 440427.8715999983, 219310.8729000017 440413.16099999845, 219253.47729999945 440395.6722000018, 219221.94399999827 440385.6864, 219183.93100000173 440373.23380000144, 219164.9737999998 440366.8599999994, 219127.17020000145 440353.78079999983, 219084.11609999835 440338.257100001, 219032.86919999868 440319.32189999893, 218994.67210000008 440304.85880000144, 218957.37330000103 440290.4092000015, 218878.15850000083 440258.88899999857, 218748.39299999923 440206.3493999988, 218692.7184999995 440183.98050000146, 218631.61450000107 440159.74170000106, 218594.33879999816 440145.20589999855, 218556.8632999994 440131.21770000085, 218519.3013000004 440117.4662999995, 218500.4712000005 440110.7252999991, 218462.6886 440097.57840000093, 218425.96620000154 440085.3284999989, 218406.91849999875 440079.18989999965, 218387.85590000078 440073.1381999999, 218355.7052000016 440063.3574000001)"
hwn_netwerkcategorieen.26,202210,235393049,C,008-0010,A8 KP Zaandam - KP Coenplein,008-0010-R,KP Coenplein - KP Zaandam (R),3,KP Zaandam,asw,hoofdrijbaan,,008,R,v,R,PST,5.708,5.731,Zaanstad,WNN District Noord,RWS West-Nederland Noord,23,RW8,A8,0,1,0,1,4796,5721,A8 Amsterdam - Zaandam,A8R,2022-12-01T08:38:12,,008-0010-R_003,008-0010_003,,"LINESTRING (117968.34919999912 496645.35020000115, 117962.08540000021 496637.42060000077, 117957.03240000084 496625.5390999988)"
hwn_netwerkcategorieen.27,202210,258431052,B,007-0020,A7 Hoorn-Noord - Purmerend-Noord,007-0020-L,Hoorn-Noord - Purmerend-Noord (L),2,Hoorn(8) - Avenhorn(7),asw,hoofdrijbaan,,007,R,d,L,OPR,29.032,28.611,Koggenland,WNN District Noord,RWS West-Nederland Noord,396,RW7,A7,0,0,0,0,32230,28585,A7 Hoorn - Zaanstad,A7L,2022-12-01T08:38:12,,007-0020-L_002,007-0020_002,,"LINESTRING (129103.14200000092 515707.07499999925, 129099.91059999913 515730.8856999986, 129093.47679999843 515918.16860000044, 129093.45939999819 515932.47989999875, 129093.71449999884 515937.500500001, 129094.18530000001 515942.47839999944, 129095.18800000101 515948.5716999993, 129097.42880000174 515956.98319999874, 129099.22150000185 515961.65469999984, 129101.39620000124 515966.1671999991, 129104.02320000157 515970.4268999994, 129107.81159999967 515975.0645000003, 129111.34760000184 515978.47740000114, 129116.69970000163 515982.5073999986, 129120.99780000001 515984.9693999998, 129127.0716000013 515987.58139999956, 129131.84499999881 515988.9065999985, 129139.18939999864 515989.9334000014, 129148.0337000005 515989.7313000001, 129152.96339999884 515988.8953000009, 129161.44519999996 515986.2212000005, 129165.97679999843 515984.07019999996, 129172.14070000127 515980.0839000009, 129175.95360000059 515976.86829999834, 129181.16070000082 515971.08260000125, 129183.95969999954 515966.9118999988, 129186.29329999909 515962.4893999994, 129188.14229999855 515958.0128000006, 129189.6202000007 515953.1774000004, 129190.66539999843 515948.2866999991, 129191.32990000024 515943.3231999986, 129191.6922999993 515938.5084999986, 129191.71009999886 515932.01139999926)"
hwn_netwerkcategorieen.28,202210,315162028,D,002-0110,A2 KP Ekkersweijer - KP Batadorp- KP De Hogt v.v.,002-0330-R-par,parallelbaan KP Batadorp/Eindhoven C - KP De Hogt,106,parallelbaan Veldhoven(31) - Veldhoven-Zuid(32),asw,parallelbaan,,002,R,m,R,VBR,163.323,163.459,Eindhoven,ZN District Midden,RWS Zuid-Nederland,137,RW2,N2,0,0,0,0,162756,164120,A2 s-Hertogenbosch - Eindhoven,A2R,2022-12-01T08:38:12,,002-0330-R-par_106,002-0110_106,,"LINESTRING (157844.46779999882 381363.5967999995, 157846.24610000104 381328.63610000163, 157848.7184999995 381259.96499999985, 157850.23299999908 381227.0636)"
hwn_netwerkcategorieen.29,202210,600149916,B,028-1010,A28 Beheergrens Oost-Nederland - KP Hoogeveen v.v.,028-1010-L,KP Hoogeveen - Beheergrens Oost-Nederland,402,verzorgingsplaats Panjerd,vpl,verzorgingsplaats,Panjerd (BP),028,R,n,L,PST,127.023,126.902,De Wolden,NN District Oost,RWS Noord-Nederland,124,RW28,A28,0,0,0,0,127535,126902,A28 Hoogeveen - Amersfoort,A28L,2022-12-01T08:38:12,,028-1010-L_402,028-1010_402,,"LINESTRING (221183.3040000014 522026.8040000014, 221090.75699999928 521984.3830000013, 221075.5513000004 521968.3381000012)"
hwn_netwerkcategorieen.30,202210,600153680,A,033-1030,N33 KP Zuidbroek - Beheergrens Groningen v.v.,033-1030-R,KP Zuidbroek - Haven Delzijl,1,KP Zuidbroek,aw,hoofdrijbaan,,033,R,#,R,HR,43.323,43.797,Midden-Groningen,NN District Oost,RWS Noord-Nederland,470,RW33,N33,1,0,1,1,43324,44391,N33 Zuidbroek - Delfzijl,N33R,2022-12-01T08:38:12,,033-1030-R_001,033-1030_001,,"LINESTRING (255816.8975000009 576518.7140000015, 255809.6799999997 576558.0637999997, 255806.29569999874 576577.7754000016, 255801.9679000005 576604.3289999999, 255798.9497999996 576624.0989999995, 255796.06920000166 576643.8905999996, 255792.9600000009 576666.7996999994, 255788.09200000018 576706.5029000007, 255785.5551000014 576729.3049999997, 255781.66640000045 576769.1151, 255778.21460000053 576811.8933000006, 255773.0062999986 576895.1237000003, 255767.57730000094 576985.9915999994)"
hwn_netwerkcategorieen.31,202210,260223020,B,059-0105,A59 KP Hooipolder - KP Empel v.v.,059-0105-R,KP Hooipolder - KP Empel,4,Waalwijk(37) KP De Langstraat,asw,hoofdrijbaan,,059,R,e,R,VBD,113.191,113.593,Waalwijk,ZN District West,RWS Zuid-Nederland,400,RW59,A59,0,0,0,1,113126,114919,A59 Zonzeel - s-Hertogenbosh,A59R,2022-12-01T08:38:12,,059-0105-R_004,059-0105_004,,"LINESTRING (130384.81980000064 411550.64829999954, 130413.98809999973 411543.633200001, 130447.64189999923 411536.1341999993, 130501.55220000073 411525.23999999836, 130606.8572999984 411504.4160999991, 130633.6876000017 411498.5472000018, 130642.94449999928 411496.05409999937, 130662.92199999839 411490.0097000003, 130677.11400000006 411485.0469000004, 130691.55900000036 411479.27380000055, 130705.3115000017 411473.1479000002, 130718.76990000159 411466.52419999987, 130732.59739999846 411458.9921000004, 130745.54459999874 411451.4120000005, 130766.1475000009 411438.7041000016)"
hwn_netwerkcategorieen.32,202210,600148888,A,015-0110,A18 KP Oud Dijk - Doetinchem-Oost (v.v.),015-0110-L,KP Oud Dijk - Doetinchem-Oost (L),1,Didam(1) - KP Oud Dijk,asw,hoofdrijbaan,,015,R,#,L,HR,190.57,189.606,Montferland,ON District Zuid,RWS Oost-Nederland,973,RW15,A18,0,1,1,0,191025,188997,A18 Varsseveld - Zevenaar,A15L,2022-12-01T08:38:12,,015-0110-L_001,015-0110_001,,"LINESTRING (207717.2076999992 437597.06230000034, 207515.498399999 437408.186900001, 207471.65049999952 437367.3220000006, 207442.5458999984 437339.8660000004, 207220.19579999894 437132.23690000176, 207190.70210000128 437105.2142000012, 207131.0155000016 437051.9195000008, 207102.05220000073 437025.6365999989, 207087.69139999896 437011.7091999985, 207073.65469999984 436997.4624999985, 207059.9910000004 436982.84800000116, 207048.8936999999 436969.95270000026, 207036.47850000113 436954.14119999856, 207033.50299999863 436950.1055999994, 207022.1425999999 436933.6209000014, 207016.3951999992 436924.5304000005)"
hwn_netwerkcategorieen.33,202210,600283426,B,050-0056,A50 KP Bankhoef - Ewijk  (v.v.),050-0056-R,KP Bankhoef - Ewijk (R),1,KP Bankhoef - KP Ewijk,asw,hoofdrijbaan,,050,R,#,R,HR,146.676,147.165,Beuningen,ON District Zuid,RWS Oost-Nederland,488,RW50,A50,1,1,1,0,142998,147165,A50 Oss - Arnhem,A50R,2022-12-01T08:38:12,,050-0056-R_001,050-0056_001,,"LINESTRING (176602.42229999974 428932.70149999857, 176624.36290000007 428966.1479999982, 176867.88809999824 429342.36989999935)"
hwn_netwerkcategorieen.34,202210,210393058,B,022-0010,A22 en A208 KP Beverwijk - KP Velsen,022-0010-L,KP Beverwijk - KP Velsen (L),1,IJmuiden(1) - KP Velsen,asw,hoofdrijbaan,,022,R,#,L,HR,11.103,10.902,Velsen,WNN District Noord,RWS West-Nederland Noord,203,RW22,A22,0,1,0,0,11103,8973,A22 Beverwijk - Velsen,A22L,2022-12-01T08:38:12,,022-0010-L_001,022-0010_001,,"LINESTRING (105359.59230000153 496629.126699999, 105365.41809999943 496619.6834000014, 105375.45960000157 496571.18030000106, 105403.47670000046 496431.9968999997)"
hwn_netwerkcategorieen.38,202210,600153669,A,033-1030,N33 KP Zuidbroek - Beheergrens Groningen v.v.,033-1030-R,KP Zuidbroek - Haven Delzijl,2,KP Zuidbroek - Noordbroek,aw,hoofdrijbaan,,033,R,#,R,HR,44.391,45.284,Midden-Groningen,NN District Oost,RWS Noord-Nederland,900,RW33,N33,0,0,0,0,44391,46711,N33 Zuidbroek - Delfzijl,N33R,2022-12-01T08:38:12,,033-1030-R_002,033-1030_002,,"LINESTRING (255718.78539999947 577643.4695999995, 255718.69429999962 577644.6449000016, 255713.92440000176 577706.2010999992, 255710.9001000002 577745.2296000011, 255710.13549999893 577755.0962000005, 255706.50290000066 577801.9756000005, 255704.2371999994 577834.0419000015, 255703.04179999977 577854.0064999983, 255702.08309999853 577873.9864000008, 255702.0326000005 577875.8251999989, 255701.99120000005 577877.3339999989, 255701.5335999988 577893.9930999987, 255700.8925999999 577907.2952999994, 255700.4197999984 577927.2917000018, 255700.19350000098 577947.2908000015, 255700.30739999935 577987.2921000011, 255700.44209999964 578003.4008000009, 255700.55600000173 578017.0342999995, 255701.4637000002 578125.623399999, 255701.53929999843 578134.6682000011, 255702.45910000056 578244.699000001, 255702.4668999985 578245.6347000003, 255703.0460000001 578314.9114000015, 255703.75730000064 578334.9045000002, 255704.10049999878 578341.8306000009, 255704.74769999832 578354.8942999989, 255704.9026999995 578366.7611999996, 255705.5476000011 578416.1469999999, 255706.0240000002 578462.370099999, 255706.15769999847 578475.3464000002, 255706.80559999868 578538.2135999985, 255703.14799999818 578540.3896000013)"
hwn_netwerkcategorieen.39,202210,189262032,C,029-0010,A29 Vaanplein - Oud-Beijerland N217,029-0010-R,Vaanplein - Oud-Beijerland N217,1,KP Vaanplein,asw,hoofdrijbaan,,029,R,#,R,HR,9.861,10.513,Barendrecht,WNZ District Zuid,RWS West-Nederland Zuid,647,RW29,A29,1,0,0,1,9829,11228,A29 Rotterdam - Sabina,A29R,2022-12-01T08:38:12,,029-0010-R_001,029-0010_001,,"LINESTRING (94941.68549999967 431508.94319999963, 94941.79089999944 431500.8016999997, 94942.0700000003 431479.24170000106, 94942.15069999918 431473.0073999986, 94942.58929999918 431465.6816000007, 94944.86529999971 431427.66110000014, 94944.98889999837 431424.8214999996, 94945.09340000153 431422.4222000018, 94946.60559999943 431387.69099999964, 94946.88679999858 431377.89070000127, 94947.10649999976 431370.2329999991, 94947.44649999961 431358.382100001, 94947.88379999995 431331.0692999996, 94948.04039999843 431321.28500000015, 94948.04830000177 431320.7943999991, 94948.04529999942 431314.61250000075, 94948.02580000088 431274.1581999995, 94947.34640000015 431234.1766999997, 94946.5084999986 431207.8156999983, 94946.06870000064 431197.1860000007, 94945.68230000138 431187.84600000083, 94945.58100000024 431185.75759999827, 94944.74060000107 431168.4386, 94944.59329999983 431166.21009999886, 94943.42229999974 431148.4919000007, 94942.82840000093 431141.9862000011, 94941.22769999877 431124.4523999989, 94941.10339999944 431123.37579999864, 94940.628800001 431119.2659999989, 94939.78660000116 431111.9728000015, 94937.72150000185 431096.2463000007, 94937.23750000075 431092.5603, 94936.81909999996 431089.8986000009, 94935.15019999817 431079.2837000005, 94933.67040000111 431069.8713000007, 94930.16279999912 431050.79619999975, 94930.07030000165 431050.3418999985, 94927.53539999947 431037.8903999999, 94925.6042000018 431028.40459999815, 94919.13419999927 430999.80640000105, 94919.07950000092 430999.56489999965, 94910.5091000013 430965.29140000045, 94901.01150000095 430927.3104000017, 94897.99929999933 430915.2646000013, 94896.0896999985 430906.13010000065, 94894.6425999999 430899.2082000002, 94893.90709999949 430895.69000000134, 94892.2714000009 430885.92350000143, 94891.15399999917 430880.2333999984, 94892.78950000182 430876.3016999997, 94894.24020000175 430872.814199999, 94896.0709999986 430868.4129999988)"
hwn_netwerkcategorieen.40,202210,600144074,A,079-0015,A79 KP A2/A79 - KP Kunderberg v.v.,079-0015-L,KP Kunderberg - KP A2/A79,8,Voerendaal2(6) - Voerendaal1(6),asw,hoofdrijbaan,,079,R,#,L,HR,16.87,14.076,Voerendaal,ZN District Zuid-Oost,RWS Zuid-Nederland,2791,RW79,A79,0,0,0,0,16850,14400,A79 Heerlen - Maastricht,A79L,2022-12-01T08:38:12,,079-0015-L_008,079-0015_008,,"LINESTRING (194553.41200000048 320684.4609999992, 194550.53799999878 320683.34629999846, 194550.38100000098 320683.2886000015, 194525.4838999994 320674.14389999956, 194517.810899999 320671.3297000006, 194495.49240000173 320663.1651000008, 194493.55750000104 320662.4572999999, 194479.55570000038 320657.3291000016, 194467.2655000016 320652.82770000026, 194429.77450000122 320638.8845000006, 194388.1651000008 320623.2006999999, 194385.42550000176 320622.16800000146, 194384.85929999873 320621.9545999989, 194372.1937999986 320617.21920000017, 194355.60159999877 320611.0155999996, 194340.85810000077 320605.5031999983, 194339.89909999818 320605.1446999982, 194336.28460000083 320603.79679999873, 194322.06230000034 320598.4930999987, 194321.26830000058 320598.1970999986, 194314.85399999842 320595.8051000014, 194309.75039999932 320593.90190000087, 194306.96810000017 320592.8643999994, 194306.67700000107 320592.7558000013, 194303.95850000158 320591.7421000004, 194295.19799999893 320588.47520000115, 194292.52479999885 320587.49450000003, 194292.39759999886 320587.44779999927, 194292.30370000005 320587.4134000018, 194279.4321999997 320582.691300001, 194279.3258999996 320582.6523000002, 194265.33879999816 320577.5208999999, 194261.32090000063 320576.0469000004, 194217.11840000004 320560.23270000145, 194216.12629999965 320559.87779999897, 194176.47929999977 320546.0177000016, 194136.70580000058 320532.52490000054, 194096.80090000108 320519.4257999994, 194083.5962000005 320515.2371000014, 194066.29890000075 320509.75019999966, 194024.23530000076 320496.8412999995, 193978.24120000005 320483.1105999984, 193932.12200000137 320469.80629999936, 193921.65630000085 320466.8979999982, 193893.58249999955 320459.0967000015, 193853.0438000001 320448.1149000004, 193827.4908999987 320441.42980000004, 193810.47659999877 320436.97850000113, 193781.38709999993 320429.64460000023, 193772.71009999886 320427.5326000005, 193740.5786000006 320419.71189999953, 193695.80209999904 320409.1737000011, 193650.94480000064 320398.98519999906, 193607.65029999986 320389.59160000086, 193605.9908999987 320389.23160000145, 193593.19530000165 320386.5689999983, 193562.91380000114 320380.26790000126, 193556.3126000017 320378.9774999991, 193531.50840000063 320374.12900000066, 193515.76779999956 320371.26209999993, 193494.07519999892 320367.59910000116, 193474.30029999837 320364.6097000018, 193454.47850000113 320361.94750000164, 193440.65740000084 320360.3273999989, 193434.61470000073 320359.6191000007, 193414.71880000085 320357.5843999982, 193394.7938000001 320355.8579000011, 193370.84980000183 320354.22190000117, 193350.875500001 320353.21379999816, 193330.88720000163 320352.5397000015, 193312.89090000093 320352.189100001, 193292.89130000025 320352.1365999989, 193270.89339999855 320352.41160000116, 193263.20059999824 320352.62889999896, 193253.43129999936 320352.9048999995, 193252.90080000088 320352.9199000001, 193230.9246999994 320353.939199999, 193210.96840000153 320355.25400000066, 193201.87040000036 320355.9868000001, 193189.03979999945 320357.0201999992, 193169.13120000064 320358.92810000107, 193145.28440000117 320361.6339999996, 193127.44090000167 320363.99980000034, 193107.65670000017 320366.92770000175, 193085.95650000125 320370.5454999991, 193066.2804000005 320374.1292999983, 193044.71159999818 320378.46180000156, 193035.44110000134 320380.46599999815, 193027.11840000004 320382.2652999982, 193009.38069999963 320386.3845999986, 193007.63709999993 320386.7895000018, 192988.23849999905 320391.6554999985, 192966.98860000074 320397.3500000015, 192947.7591000013 320402.8467999995, 192928.6235000007 320408.66209999844, 192909.58509999886 320414.7877999991, 192888.75059999898 320421.85240000114, 192885.03130000085 320423.2006999999, 192866.18769999966 320430.03180000186, 192847.5075000003 320437.17610000074, 192827.08830000088 320445.36410000175, 192810.4919999987 320452.3319000006, 192794.003800001 320459.5518000014, 192777.62189999968 320467.01000000164, 192765.46090000123 320472.7729999982, 192759.54890000075 320475.5747000016, 192741.6046999991 320484.4059000015, 192740.64009999856 320484.9032000005, 192720.27270000055 320495.4028999992, 192700.90139999986 320505.8306999989, 192683.4717000015 320515.6387999989, 192664.47080000117 320526.7270999998, 192649.06830000132 320536.0410999991, 192628.74709999934 320548.809799999, 192610.35979999974 320560.88859999925, 192602.25730000064 320566.3986000009, 192593.82180000097 320572.13500000164, 192575.84340000153 320584.814199999, 192574.50719999894 320585.7873999998, 192561.29340000078 320595.4107000008, 192545.32349999994 320607.4501999989, 192527.97549999878 320620.9792000018, 192520.07939999923 320627.3194000013, 192512.3808999993 320633.50090000033, 192490.78559999913 320651.3231999986, 192460.19110000134 320677.0907000005, 192454.2740000002 320682.1202000007, 192446.96379999816 320688.3337999992, 192445.94579999894 320689.1992000006, 192423.61789999902 320708.17770000175, 192386.99929999933 320739.2111000009, 192350.36039999872 320770.2206999995, 192329.8216000013 320787.59380000085, 192325.96009999886 320790.8601000011, 192314.94469999894 320800.17760000005, 192313.71269999817 320801.2197000012, 192303.9574000016 320809.47190000117, 192302.5245999992 320810.68400000036, 192301.36300000176 320811.6666000001, 192300.5949999988 320812.316300001, 192297.9726999998 320814.53449999914, 192283.30810000002 320826.9397, 192277.06599999964 320832.2199999988, 192271.88560000062 320836.6000000015, 192240.41160000116 320863.21130000055, 192227.97289999947 320873.6469999999, 192211.1462999992 320887.7639000006, 192203.63910000026 320894.06219999865, 192203.39220000058 320894.2661000006, 192180.50389999896 320913.16059999913, 192161.30550000072 320928.6171000004, 192157.1361999996 320931.9737999998, 192155.7696999982 320933.0427000001, 192145.8103 320940.8328000009, 192133.5064000003 320950.4567999989, 192115.96499999985 320963.73380000144, 192106.32470000163 320970.811900001, 192096.6196999997 320977.9373999983, 192093.6561000012 320980.0375000015, 192078.6700000018 320990.6572000012, 192068.95549999923 320997.34789999947, 192063.84600000083 321000.8669999987, 192045.5549999997 321013.09099999815, 192025.38109999895 321026.0909000002, 192017.66580000147 321030.89559999853)"
hwn_netwerkcategorieen.41,202210,600946426,B,059-0105,A59 KP Hooipolder - KP Empel v.v.,059-0105-R,KP Hooipolder - KP Empel,9,Heusden(42) - Nieuwkuijk(43),asw,hoofdrijbaan,,059,R,b,R,OPR,124.799,125.197,Heusden,ZN District Midden,RWS Zuid-Nederland,393,RW59,A59,0,0,0,0,123302,125285,A59 Zonzeel - s-Hertogenbosh,A59R,2022-12-01T08:38:12,,059-0105-R_009,059-0105_009,,"LINESTRING (141706.89939999953 411776.9558000006, 141715.89499999955 411778.9706000015, 141721.07880000025 411778.5397000015, 141725.76559999958 411777.3691999987, 141729.53119999915 411776.08410000056, 141774.23690000176 411758.44619999826, 141789.5133999996 411752.6616999991, 141794.29199999943 411751.0335999988, 141803.85599999875 411748.15210000053, 141828.0139000006 411741.71449999884, 141842.5731999986 411738.1028999984, 141865.86630000174 411732.8603999987, 142036.09310000017 411696.2272000015, 142087.4748999998 411685.4248000011)"
