FID,NITG,INTERN_NR,DATUM_MIN_MAX,MV_TOV_NAP,FILTERSTELLING_TOV_NAP,OPMERKINGEN,MONITORINGNETWERK,EIGENAAR_CONTACTPERSOON,GRONDWATERSTANDEN_TNO_JANEE,GRONDWATERSTANDEN_TNO_LINK,META_DATA_TNO_LINK,GRONDWATERSTANDEN_NMG_JANEE,GRONDWATERSTANDEN_NMG,WION_JANEE,GEOMETRIE
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e32,B40C3320,4,Geen monitoring grondwaterstand,31.5,,"KUN, Lab. Toernooiveld",Diepe peilbuis (geen monitoring),KUN,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3320"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3320"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188217 426293)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e33,B40C3321,5,Geen monitoring grondwaterstand,31.5,,"KUN, Lab. Toernooiveld",Diepe peilbuis (geen monitoring),KUN,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3321"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3321"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188212 426291)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e34,B40C3322,6,Geen monitoring grondwaterstand,31.5,,"KUN, Lab. Toernooiveld",Diepe peilbuis (geen monitoring),KUN,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3322"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3322"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188210 426289)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e35,B40C3323,7,Geen monitoring grondwaterstand,31.5,,"KUN, Lab. Toernooiveld",Diepe peilbuis (geen monitoring),KUN,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3323"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3323"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188207 426289)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e36,B40C3324,8,Geen monitoring grondwaterstand,31.5,,"KUN, Lab. Toernooiveld",Diepe peilbuis (geen monitoring),KUN,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3324"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3324"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188205 426291)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e37,B40C3325,9,Geen monitoring grondwaterstand,31.5,,"KUN, Lab. Toernooiveld",Diepe peilbuis (geen monitoring),KUN,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3325"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3325"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188207 426296)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e38,B40C3326,10,Geen monitoring grondwaterstand,31.5,,"KUN, Lab. Toernooiveld",Diepe peilbuis (geen monitoring),KUN,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3326"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3326"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188211 426295)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e39,B40C3327,1,Geen monitoring grondwaterstand,24.75,,Autosloopbedrijf Kleijngeld,Diepe peilbuis (geen monitoring),Eigenaar perceel,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3327"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3327"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187180 426176)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e3a,B40C3328,2,Geen monitoring grondwaterstand,25.5,,Autosloopbedrijf Kleijngeld,Diepe peilbuis (geen monitoring),Eigenaar perceel,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3328"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3328"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187251 426260)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e3b,B40C3329,1000,Geen monitoring grondwaterstand,24,,"Smit Draad, Groenestraat 263",Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3329"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3329"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186424 426978)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e3c,B40C3330,1001,Geen monitoring grondwaterstand,25,,"Smit Draad, Groenestraat 263",Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3330"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3330"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186456 427056)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e3d,B40C3331,1002,Geen monitoring grondwaterstand,23.5,,"Smit Draad, Groenestraat 263",Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3331"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3331"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186534 426977)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e3e,B40C3332,1003,Geen monitoring grondwaterstand,23.75,,"Smit Draad, Groenestraat 263",Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3332"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3332"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186467 426940)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e3f,B40C3333,1004,Geen monitoring grondwaterstand,24.75,,"Smit Draad, Groenestraat 263",Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3333"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3333"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186623 427056)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e40,B40C3334,11,Geen monitoring grondwaterstand,27,,St. Radboud AZN,Diepe peilbuis (geen monitoring),St. Radboud AZN,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3334"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3334"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187739 426122)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e41,B40C3335,12,Geen monitoring grondwaterstand,27,,St. Radboud AZN,Diepe peilbuis (geen monitoring),St. Radboud AZN,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3335"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3335"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187739 426120)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e42,B40C3336,13,Geen monitoring grondwaterstand,27,,St. Radboud AZN,Diepe peilbuis (geen monitoring),St. Radboud AZN,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3336"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3336"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187740 426124)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e43,B40C3337,PBB,Geen monitoring grondwaterstand,24.5,,"Smit Draad, Groenestraat 263",Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3337"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3337"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186525 427016)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e44,B40C3338,PBC,Geen monitoring grondwaterstand,24,,"Smit Draad, Groenestraat 263",Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3338"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3338"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186480 426978)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e45,B40C3339,1001,Geen monitoring grondwaterstand,28,,Voormalig ASW-terrein,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3339"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3339"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187295 428074)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e46,B40C3340,1002,Geen monitoring grondwaterstand,25.39999962,,Voormalig ASW-terrein,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3340"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3340"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187037 427889)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e47,B40C3341,1003,Geen monitoring grondwaterstand,25.60000038,,Voormalig ASW-terrein,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3341"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3341"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187143 428089)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e48,B40C3342,601,Geen monitoring grondwaterstand,24.20000076,,Gasfabriek Stieltjesstraat,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3342"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3342"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187132 428509)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e49,B40C3343,603,Geen monitoring grondwaterstand,15,,Gasfabriek Stieltjesstraat,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3343"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3343"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187151 428573)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e4a,B40C3344,604,Geen monitoring grondwaterstand,24.20000076,,Gasfabriek Stieltjesstraat,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3344"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3344"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187124 428486)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e4b,B40C3345,701,Geen monitoring grondwaterstand,17.67000008,,Gasfabriek Stieltjesstraat,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3345"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3345"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187208 428438)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e4c,B40C3346,702,Geen monitoring grondwaterstand,24.20000076,,Gasfabriek Stieltjesstraat,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3346"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3346"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187167 428497)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e4d,B40C3347,703,Geen monitoring grondwaterstand,23.13999939,,Gasfabriek Stieltjesstraat,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3347"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3347"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187240 428493)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e4e,B40C3348,704,Geen monitoring grondwaterstand,23.29999924,,Gasfabriek Stieltjesstraat,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3348"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3348"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187201 428530)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e4f,B40C3349,705,Geen monitoring grondwaterstand,20.54000092,,Gasfabriek Stieltjesstraat,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3349"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3349"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187223 428608)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e50,B40C3350,706,Geen monitoring grondwaterstand,18.79999924,,Gasfabriek Stieltjesstraat,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3350"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3350"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187279 428698)
