FID,NITG,INTERN_NR,DATUM_MIN_MAX,MV_TOV_NAP,FILTERSTELLING_TOV_NAP,OPMERKINGEN,MONITORINGNETWERK,EIGENAAR_CONTACTPERSOON,GRONDWATERSTANDEN_TNO_JANEE,GRONDWATERSTANDEN_TNO_LINK,META_DATA_TNO_LINK,GRONDWATERSTANDEN_NMG_JANEE,GRONDWATERSTANDEN_NMG,WION_JANEE,GEOMETRIE
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e0f,B40C3260,500,Geen monitoring grondwaterstand,44.5,,Kwaliteit grondwater,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3260"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3260"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (189116 428227)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e10,B40C3261,600,Geen monitoring grondwaterstand,46.40000153,,Kwaliteit grondwater,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3261"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3261"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (189608 427304)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e11,B40C3262,700,Geen monitoring grondwaterstand,20.71999931,,Kwaliteit grondwater,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3262"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3262"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186706 425827)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e12,B40C3263,304,Geen monitoring grondwaterstand,14.03999996,,Gerstweg 2,Diepe peilbuis (geen monitoring),NXP,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3263"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3263"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (184839 426443)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e13,B40C3264,305,Geen monitoring grondwaterstand,12.14999962,,Gerstweg 2,Diepe peilbuis (geen monitoring),NXP,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3264"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3264"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (184650 426500)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e14,B40C3265,1,Geen monitoring grondwaterstand,33.5,,Diep grondwater 1999,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3265"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3265"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (188037 428132)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e15,B40C3266,2,Geen monitoring grondwaterstand,33.5,,Diep grondwater 1999,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3266"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3266"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (188141 427206)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e16,B40C3267,2,Geen monitoring grondwaterstand,18.62000084,,"Latour, 3de v. Hezewijkstr.",Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3267"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3267"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186652 427921)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e17,B40C3268,3,Geen monitoring grondwaterstand,33.63999939,,Diep grondwater 1999,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3268"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3268"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (188380 427438)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e18,B40C3269,4,Geen monitoring grondwaterstand,36,,Diep grondwater 1999,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3269"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3269"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (188489 428002)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e19,B40C3270,5,Geen monitoring grondwaterstand,36.04000092,,Diep grondwater 1999,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3270"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3270"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (188321 426845)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e1a,B40C3271,217U-A,Geen monitoring grondwaterstand,10.39999962,,Stadsbrug,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3271"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3271"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (185826 429379)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e1b,B40C3272,226-A,Geen monitoring grondwaterstand,11.5,,Stadsbrug,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3272"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3272"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (185984 429477)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e1c,B40C3273,229-A,Geen monitoring grondwaterstand,11.10000038,,Stadsbrug,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3273"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3273"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186022 429537)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e1d,B40C3274,B4,Geen monitoring grondwaterstand,9.25,,Controle boringen plassen,Diepe peilbuis (geen monitoring),onbekend,nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3274"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3274"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187931 432126)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e1e,Niet geregistreerd,Pieter Zeemanstraat 1a,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186581 425161)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e1f,Niet geregistreerd,Pieter Zeemanstraat 1a,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186595 425110)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e20,Niet geregistreerd,St. Annastraat 552-556,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187201 425171)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e21,Niet geregistreerd,St. Annastraat 552-556,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187237 425169)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e22,Niet geregistreerd,Groesbeekseweg 297,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (188807 426559)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e23,Niet geregistreerd,Groesbeekseweg 297,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (188780 426515)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e24,Niet geregistreerd,Heiweg 235a,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187172 424952)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e25,Niet geregistreerd,Boylestraat 1,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186659 424926)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e26,Niet geregistreerd,Boylestraat 1,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186703 424906)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e27,Niet geregistreerd,Marie Curriestraat,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186474 424807)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e28,Niet geregistreerd,Marie Curriestraat,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186579 424775)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e29,Niet geregistreerd,Grootstalselaan p4,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186707 424528)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e2a,Niet geregistreerd,St. Annastraat 345,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187294 425583)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e2b,Niet geregistreerd,St. Annastraat 345,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (187285 425535)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e2c,Niet geregistreerd,Nijmeegsebaan 61,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (188985 425204)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e2d,Niet geregistreerd,Nijmeegsebaan 61,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (189039 425303)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e2e,Niet geregistreerd,Heiweg 235a,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186461 425144)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e2f,Niet geregistreerd,Heiweg 235a,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186551 425113)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e30,Niet geregistreerd,Grootstalselaan p1,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186219 424342)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_e31,Niet geregistreerd,Grootstalselaan p2,Geen monitoring grondwaterstand,0,,Project Lekker Water,Diepe peilbuis (geen monitoring),"Gemeente Nijmegen, Bureau Bodem en Water, (PE, SB) 024-3299637",nee,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=Niet geregistreerd"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (186277 424396)
