objectid;automaatnummer;tariefcode;mobiliteitstoeslag;uurtarief;maximum_dagtarief;gsm_code;betaaaldagen;koopavond;koopzondag;betaaltijd;betaaltijd_koopavond;betaaltijd_koopzondag;straatnaam;locatie;geo_shape;geo_point_2d
491;8244;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Lakerstraat;nabij huisnr 29 (hoek Treurenburgstr);"{""coordinates"": [5.491341947201218, 51.43903665853654], ""type"": ""Point""}";51.43903665853654, 5.491341947201218
493;8251;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Gasfabriek;nabij huisnr 20 (NRE-terrein);"{""coordinates"": [5.488511190829851, 51.43800944485496], ""type"": ""Point""}";51.43800944485496, 5.488511190829851
494;8260;B2;0,20;1,90;6,60;5166;;;;;;;Fuutlaan;thv huisnr 51;"{""coordinates"": [5.48861134472348, 51.44270175360407], ""type"": ""Point""}";51.44270175360407, 5.48861134472348
495;8261;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Merellaan;thv huisnr 24;"{""coordinates"": [5.491220791073097, 51.441733132023074], ""type"": ""Point""}";51.441733132023074, 5.491220791073097
496;8262;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Koekoeklaan;thv huisnr 19;"{""coordinates"": [5.492498915041505, 51.441830353444495], ""type"": ""Point""}";51.441830353444495, 5.492498915041505
498;8320;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Mauritsstraat;thv huisnrs 20-22b;"{""coordinates"": [5.469597634203373, 51.43657088039883], ""type"": ""Point""}";51.43657088039883, 5.469597634203373
500;8339;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Hagenkampweg-Noord;nabij huisnr 53;"{""coordinates"": [5.467509870117074, 51.43557052073785], ""type"": ""Point""}";51.43557052073785, 5.467509870117074
502;8344;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Frederika van Pruisenweg;nabij huisnr 25 (hoek A. Paulownastr);"{""coordinates"": [5.4658449548103505, 51.4349656701932], ""type"": ""Point""}";51.4349656701932, 5.4658449548103505
504;8351;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Maria Stuartstraat;thv Mecklenburgstraat 42b;"{""coordinates"": [5.469921073230374, 51.43492747369527], ""type"": ""Point""}";51.43492747369527, 5.469921073230374
519;8550;B2;0,20;1,90;6,60;5185;Maandag t/m zondag;;;09.00 - 21.00;;;De Vriesstraat;to huisnr 57;"{""coordinates"": [5.472524844108367, 51.447724946035834], ""type"": ""Point""}";51.447724946035834, 5.472524844108367
525;9004;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv nr 1 (terrein B, noordoostzijde);"{""coordinates"": [5.477905945033587, 51.46983842624082], ""type"": ""Point""}";51.46983842624082, 5.477905945033587
529;9013;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein A, noordwestzijde);"{""coordinates"": [5.474844273742081, 51.47023751989107], ""type"": ""Point""}";51.47023751989107, 5.474844273742081
530;9014;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein C, zuidwestzijde);"{""coordinates"": [5.473416624759772, 51.46854008084163], ""type"": ""Point""}";51.46854008084163, 5.473416624759772
532;9016;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein C, zuidwestzijde);"{""coordinates"": [5.474610841367486, 51.46873069824075], ""type"": ""Point""}";51.46873069824075, 5.474610841367486
538;9104;C2;nvt;1,80;4,20;5191;Maandag t/m vrijdag;;;09.00 - 18.00;;;Freddy van Riemsdijkweg;thv huisnr 21;"{""coordinates"": [5.393601745725414, 51.45818286111103], ""type"": ""Point""}";51.45818286111103, 5.393601745725414
541;5080;B2;0,20;1,90;6,60;5150;Maandag t/m zondag;;;09.00 - 21.00;;;Bakkerstraat;t/o 31;"{""coordinates"": [5.473776223090711, 51.451526170378784], ""type"": ""Point""}";51.451526170378784, 5.473776223090711
542;6801;C1;nvt;1,80;nvt;5168;Maandag t/m zondag;;;09.00 - 21.00;;;Kampakker;;"{""coordinates"": [5.480487262486773, 51.46811316432134], ""type"": ""Point""}";51.46811316432134, 5.480487262486773
543;5620;B1;0,20;1,90;nvt;5156;Maandag t/m zondag;;;09.00 - 21.00;;;Boschdijk;thv 164;"{""coordinates"": [5.469256619490868, 51.44730291518934], ""type"": ""Point""}";51.44730291518934, 5.469256619490868
547;5742;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Rietputten;thv 17;"{""coordinates"": [5.4512201259160165, 51.44182394393482], ""type"": ""Point""}";51.44182394393482, 5.4512201259160165
549;7420;B2;0,20;1,90;6,60;5174;Maandag t/m zondag;;;09.00 - 21.00;;;Leeghwaterstraat;thv - lm 7;"{""coordinates"": [5.460798682607184, 51.45021374522533], ""type"": ""Point""}";51.45021374522533, 5.460798682607184
550;8410;B2;0,20;1,90;6,60;5184;Maandag t/m zondag;;;09.00 - 21.00;;;Klipperstraat / Tjalkstraat;t/o - 17;"{""coordinates"": [5.452453317560382, 51.439795109952684], ""type"": ""Point""}";51.439795109952684, 5.452453317560382
554;7640;B2;0,20;1,90;6,60;5176;Maandag t/m zondag;;;09.00 - 21.00;;;Bloemenplein;hoek Narcisstraat;"{""coordinates"": [5.490408481360595, 51.42489473511841], ""type"": ""Point""}";51.42489473511841, 5.490408481360595
