COUNTER;ID;GEBIEDTYPE;OMSCHR;WEBSITE;SOORT;STRAATNAAM
544;344978;Speeltuin;Hoek Meidoornstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Hulststraat
545;344979;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Z.H.B.-hoven
546;344981;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;'s-Gravenzandelaan
547;344982;Speeltuin;"Tegenover perceel 109
Tegenover perceel 109
Tegenover perceel 109
Tegenover perceel 109
";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Arnold Aletrinoplantsoen
548;344983;Speeltuin;Ter hoogte van perceel 422;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Laakweg
549;344984;Speelobjecten en Bestrating;Bij Basisschool "De Spoorzoeker";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Busken Huëtstraat
602;345121;Sruweel en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Adriaan Goekooplaan
603;345123;Doorgroei en Struweel;Tussen Bickhosrtlaan en Regulusweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Maanweg
604;345125;Speeltuin, Speelweide en Plantsoen;Tussen Heiloostraat en Nieuwedamlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Heiloostraat
605;345126;Speeltuin, Speelweide en Plantsoen;Tussen Heiloostraat en Nieuwendamlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Nieuwendamlaan
606;345128;Doorgroei;Tussen Stadhoudersplantsoen en Johan de wittlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;President Kennedylaan
607;345129;Uitrengebied;aan zijde Kranenburgweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Kranenburgweg
608;345130;Uitrengebied;Aan zijde Houtrustweg en Kranenburgweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Houtrustweg
609;345131;Sport en Speelkooi;Nabij Henk Compagnelaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Baaklaan
610;345132;Speeltuin;Tussen perceel 166 en 168;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Zwedenburg
611;345133;Duinen, Bos en park;Hyacintenbos, van Leydenhof en Solleveld;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Machiel Vrijenhoeklaan
612;345084;Gazon en Plantsoen;Tussen Schenkweg en Rijswijkseweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Laakkade
613;345085;Gazon en Plantsoen;Tussen De Genestetlaan en Oudemanstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Laakkade
614;345086;Gazon en Plantsoen;Tussen Mient en Oude Haagweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Laan van Eik en Duinen
615;345087;Gazon en Plantsoen;Tussen Laan van Eik en Duinen en Kornoeljestraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Mient
587;345083;Gazon en Struweel;Aan zijde Lozerlaan tussen Loosduinse Hoofdstraat en Nieuwe Weg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Madestein Recreatiegebied noordoost
588;345048;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Blauwe Reigersingel
589;345049;Gazon;Tussen Rijswijkse Landingslaan en Brasserskade;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bitterzoetpad
590;345050;Gazon en Doorgroei;Achter flats percelen 1732 t/m 1874;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Isabellaland
591;345103;Gazon en plansoen;Tussen Pippelingstraat en Okkernootstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Thorbeckelaan
592;345108;Gazon en Plantsoen;Tussen Rijswijkseweg en Slachthuisstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Laakkade
593;345112;Speeltuin, Gazon en plantsoen;Park Vlaskamp;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Vlaskamp
594;345113;Walnotenboomgaard;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Berckenrodepad
595;345114;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Wijkermeerhof
596;345115;Gazon;Tussen Capadosestraat en Goeverneurlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Aarnout Drostlaan
597;345116;Gazon en Doorgroei;Zijde Valeriusstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Stadhoudersplantsoen
598;345117;Gazon en Doorgroei;Zijde 2e Sweelinckstraaten;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Stadhoudersplantsoen
599;345118;Doorgroei;Tussen Valeriusstraat en Stadhouderslaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Stadhoudersplantsoen
600;345119;Gazon;Tussen de 2e Sweelinckstraaten Valeriusstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Stadhoudersplantsoen
601;345120;Gazon en Plantsoen;Tussen Valeriusstraat en Stadhouderslaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Stadhoudersplantsoen
619;345092;Speeltuin, en Gazon;Buurtpark;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Buurtpark Kortenbosch
620;345096;Gazon en Plantsoen;Achter Restaurant "Parkoers";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Zuiderpark
621;345097;Uitrengebied;Vanaf Westduinweg tot het gemaal;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Kranenburgweg
622;345098;Speeltuin, Gazon en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Paleistuin
633;345142;Gazon en Plantsoen;"Tussen Thomsonlaan en Laan van Meerdervoort (oneven zijde)
Tussen Thomsonlaan en Laan van Meerdervoort (oneven zijde)
Tussen Thomsonlaan en Laan van Meerdervoort (oneven zijde)";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Valkenboskade
634;345151;Speeltuin;Bij perceel 1;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Mandelaplein
635;345152;Speelobject en Gazon;"Tussen perceel 49 en 93
Tussen perceel 49 en 93
Tussen perceel 49 en 93";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Essendijk
636;345154;Speelweide en Speeltuin;Nabij Perceel 2288;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Isabellaland
637;345155;Speeltuin en Speelweide;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Zevenwoudenlaan
638;345156;Speeltuin en Gazon;Het Eiland;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Laantje van Salland
639;345157;Speelobjecten;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Rabbijn Maarsenplein
640;345158;Gazon;Tussen perceel 321 en 351;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;De la Reyweg
641;345159;Speelweide;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Frederik Hendrikplein
642;345160;Natuurspeeltuin, Gazon en Doorgroei;Achter flats percelen 1234 t/m 1714c;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Isabellaland
643;345165;Gazon en Doorgroei;Tussen Amateurtuindersvereniging "Loolaan" en Reigersbergenweg, langs Nieuwe Veenmolenpad;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;IJsclubpad
644;345166;Sportveld en Speelkooi;Aan de Tiber;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Moezel
645;345167;Gebied van Haga-Ziekenhuis;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Rode Kruisplantsoen
646;345168;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kastanjestraat
647;345169;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Nachtegaalplein
648;345170;Speeltuin en kinderboerderij;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Terschellingsestraat
649;345171;Speeltuin;In het Westduinpark tussen perceel 137 en 210;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Wieringsestraat
650;345172;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Vlielandsestraat
651;345173;Speelkooi;Nabij Zeezwaluwstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Houtrustweg
623;345099;Plantsoen;Rosarium;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Zuiderpark
624;345100;Gazon en Plantsoen;Zuiderpark, Doorenbosheuvel tot Marie Heinenweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Zuiderpark
625;345101;Gazon en plansoen;Tussen Tomatenstraat en Amandelstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Thorbeckelaan
626;345102;Gazon en plansoen;Tussen Mandelstraat en Appelstraat ;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Thorbeckelaan
627;345136;Gazon en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Andries Bickerweg
628;345137;Gazon en plantsoen;Achterzijde huizen;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Alexander Gogelweg
629;345138;Gazon en plantsoen;Tussen Andries Bickerweg en Carnegielaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Groot Hertoginnelaan
630;345139;Gazon en plantsoen;Tussen Stadhouderslaan en Andries Bickerweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Groot Hertoginnelaan
631;345140;Gazon en Plantsoen;Tussen Hanenburglaan en Thomsonlaan (oneven zijde);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Valkenboskade
632;345141;Gazon en Plantsoen;Tussen Hanenburglaan en Thomsonlaan (even zijde);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Valkenboskade
616;345088;Gazon en Plantsoen;Tussen De Genestetlaan en Ferrandweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Laakweg
617;345090;Gazon ;Tussen de Oude Haagweg en de Albardastraat nabij Rotonde;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Groen van Prinstererlaan
618;345091;Gazon en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;De Savornin Lohmanplein
716;3702792;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Natalstraat
717;3749077;Gazon en Plantsoen;Florence Nightingalepark nabij Charlotte Jacobslaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Florence Nightingalepark
718;3752608;Gazon en Struweel;Aan zijde Politie Hondenbrigade tussen Oorberlaan en Oostmadeweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Madestein west
719;1198542;Sportveld, Gazon en Plantsoen;Buurtpark;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Sirtemastraat
953;345306;Gazon en Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bergeendsingel
954;345308;Gazon en Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Watervogelstraat
955;345309;Basketbalveld;Ter hoogte flat 274 t.m. 340;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Watervogelstraat
956;345310;Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Rietkade
780;2520382;Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Regenboogforelvijver
781;2520822;Gazon en Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Nonnetjesingel
782;2520823;Gazon en Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;IJseendsingel
783;2521179;Speeltuin en Haag;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Veendijk
784;2545042;Gazon;Tussen Nootdorpse Landinglaan en derde brug Nootdorpse Landinglaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bitterzoetpad
785;2545800;Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Spieringdam
786;2574333;Struweel;Rondom Plas Boswijk;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Wingerd
862;345358;Speeltuin, Gazon en Haag;Naast perceel 1;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Moeraswederik
863;345359;Bos, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bosjes van Pex
864;345360;Bos (Landgoed) In gemeente Wassenaar;Aan Ruychrockpad;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Clingendael
865;345361;Gazon en Jeux de boule baan;Gemeente Wassenaar;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Clingendael
