FID,aanlegjaar,type,soortnaam_lat,soortnaam_ned,categorie,geometrie
O10002_Bomenkaart_OD.701,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((173040.53 498842.3))
O10002_Bomenkaart_OD.702,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171068.265 497306.863))
O10002_Bomenkaart_OD.703,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((170205.965 496627.614))
O10002_Bomenkaart_OD.704,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((169302.396 496035.572))
O10002_Bomenkaart_OD.705,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((168700.303 495669.793))
O10002_Bomenkaart_OD.706,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((168918.8 495802.534))
O10002_Bomenkaart_OD.707,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((170263.042 496640.774))
O10002_Bomenkaart_OD.708,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((169459.743 496131.553))
O10002_Bomenkaart_OD.709,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((169605.535 496219.939))
O10002_Bomenkaart_OD.710,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((173050.575 498849.567))
O10002_Bomenkaart_OD.711,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((168679.306 495657.09))
O10002_Bomenkaart_OD.712,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((172608.915 498494.625))
O10002_Bomenkaart_OD.713,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((169332.288 496080.886))
O10002_Bomenkaart_OD.714,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171223.96 497469.46))
O10002_Bomenkaart_OD.715,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171247.609 497489.66))
O10002_Bomenkaart_OD.716,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((170849.42 497151.229))
O10002_Bomenkaart_OD.717,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((172905.828 498742.775))
O10002_Bomenkaart_OD.718,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((172295.223 498262.249))
O10002_Bomenkaart_OD.719,2000,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((170427.168 496766.003))
O10002_Bomenkaart_OD.720,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((170854.835 497125.82))
O10002_Bomenkaart_OD.721,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((172876.621 498692.426))
O10002_Bomenkaart_OD.722,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((170614.826 496922.078))
O10002_Bomenkaart_OD.723,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((172159.239 498190.317))
O10002_Bomenkaart_OD.724,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((170243.386 496626.72))
O10002_Bomenkaart_OD.725,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((168707.644 495701.122))
O10002_Bomenkaart_OD.726,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((169115.093 495948.911))
O10002_Bomenkaart_OD.727,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171775.995 497877.807))
O10002_Bomenkaart_OD.728,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171882.852 497956.843))
O10002_Bomenkaart_OD.729,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171950.175 498006.848))
O10002_Bomenkaart_OD.730,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171258.986 497499.389))
O10002_Bomenkaart_OD.731,1984,Straat- / laanboom,Populus canad. 'Robusta',Canadapopulier,Boom,MULTIPOINT ((176598.891 496497.665))
O10002_Bomenkaart_OD.732,1975,Solitaire boom,Crataegus persimilis 'Splendens',Meidoorn,Boom,MULTIPOINT ((175794.953 496062.653))
O10002_Bomenkaart_OD.733,1988,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((176396.596 496439.595))
O10002_Bomenkaart_OD.734,1995,Straat- / laanboom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172653.376 508259.145))
O10002_Bomenkaart_OD.735,1998,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176214.769 503834.397))
O10002_Bomenkaart_OD.736,1970,Solitaire boom,Corylus colurna,Hazelaar,Waardevolle boom,MULTIPOINT ((177510.298 503778.918))
O10002_Bomenkaart_OD.737,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175889.065 503761.42))
O10002_Bomenkaart_OD.738,1998,Lei- / vormboom,Catalpa bignonioides 'Nana',Trompetboom,Boom,MULTIPOINT ((177733.878 502535.585))
O10002_Bomenkaart_OD.739,2008,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((175737.101 505156.164))
O10002_Bomenkaart_OD.740,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177716.813 504590.269))
O10002_Bomenkaart_OD.741,1997,Solitaire boom,Salix alba 'Chermesina',Wilg,Boom,MULTIPOINT ((177012.377 505013.447))
O10002_Bomenkaart_OD.742,2004,Lei- / vormboom,Aesculus hippocastanum 'Baumannii',Kastanje,Boom,MULTIPOINT ((177652.767 504287.554))
O10002_Bomenkaart_OD.743,2004,Straat- / laanboom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((176184.764 505192.92))
O10002_Bomenkaart_OD.744,1998,Straat- / laanboom,Tilia cordata 'Bohlje',Kleinbladige linde,Boom,MULTIPOINT ((176508.095 504867.983))
O10002_Bomenkaart_OD.745,1978,Solitaire boom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((178282.62 503478.795))
O10002_Bomenkaart_OD.746,1974,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((177953.839 504929.01))
O10002_Bomenkaart_OD.747,1974,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((178022.169 504914.71))
O10002_Bomenkaart_OD.748,1999,Solitaire boom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((177943.208 505453.134))
O10002_Bomenkaart_OD.749,1991,Straat- / laanboom,Acer platanoides 'Cleveland',Esdoorn,Boom,MULTIPOINT ((177234.349 502928.18))
O10002_Bomenkaart_OD.750,1999,Straat- / laanboom,Tilia plat. 'Delft',Grootbladige linde,Boom,MULTIPOINT ((176845.224 502788.912))
O10002_Bomenkaart_OD.751,2013,Straat- / laanboom,Prunus avium 'Landscape Bloom',Kers,Boom,MULTIPOINT ((176091.771 505428.053))
O10002_Bomenkaart_OD.752,1989,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((177417.249 502524.986))
O10002_Bomenkaart_OD.753,2008,Straat- / laanboom,Robinia pseudoacacia 'Bessoniana',Acacia,Boom,MULTIPOINT ((178475.606 504541.469))
O10002_Bomenkaart_OD.754,2012,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((177804.076 503710.694))
O10002_Bomenkaart_OD.755,2005,Lei- / vormboom,Tilia cordata,Kleinbladige linde,Boom,MULTIPOINT ((177611.994 502873.732))
O10002_Bomenkaart_OD.756,1985,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178046.296 505716.118))
O10002_Bomenkaart_OD.757,2004,Solitaire boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((175993.139 505011.599))
O10002_Bomenkaart_OD.758,1980,Straat- / laanboom,Fraxinus holotricha 'Moraine',Es,Boom,MULTIPOINT ((177698.9 503773.527))
O10002_Bomenkaart_OD.759,1995,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((178115.497 504011.824))
O10002_Bomenkaart_OD.760,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176002.165 503735.909))
O10002_Bomenkaart_OD.761,1975,Straat- / laanboom,Populus tremula,Ratelpopulier,Boom,MULTIPOINT ((178527.179 505858.006))
O10002_Bomenkaart_OD.762,1999,Straat- / laanboom,Tilia cordata 'Van Pelt',Kleinbladige linde,Boom,MULTIPOINT ((176581.485 505695.682))
O10002_Bomenkaart_OD.763,2011,Straat- / laanboom,Populus canad. 'Robusta',Canadapopulier,Boom,MULTIPOINT ((176627.876 505509.681))
O10002_Bomenkaart_OD.764,2011,Straat- / laanboom,Populus canad. 'Robusta',Canadapopulier,Boom,MULTIPOINT ((176577.79 505524.367))
O10002_Bomenkaart_OD.765,1999,Solitaire boom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((177055.864 506282.072))
O10002_Bomenkaart_OD.766,2011,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((176778.411 505391.899))
O10002_Bomenkaart_OD.767,2008,Straat- / laanboom,Tilia cordata 'Rancho',Kleinbladige linde,Boom,MULTIPOINT ((176804.716 505782.209))
O10002_Bomenkaart_OD.768,2009,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((176263.883 505555.784))
O10002_Bomenkaart_OD.769,1998,Straat- / laanboom,Ostrya carpinifolia,Hopbeuk,Boom,MULTIPOINT ((176344.518 504647.911))
O10002_Bomenkaart_OD.770,1996,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((177643.034 503641.949))
O10002_Bomenkaart_OD.771,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175577.178 503553.63))
O10002_Bomenkaart_OD.772,1976,Straat- / laanboom,Betula pendula,Berk,Boom,MULTIPOINT ((177828.002 503386.508))
O10002_Bomenkaart_OD.773,1989,Lei- / vormboom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((177656.342 502596.98))
O10002_Bomenkaart_OD.774,1985,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((177885.973 503171.465))
O10002_Bomenkaart_OD.775,1990,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((178094.449 504459.12))
O10002_Bomenkaart_OD.776,1985,Solitaire boom,Acer capillipes,Slanghuid esdoorn,Boom,MULTIPOINT ((177551.839 503037.97))
O10002_Bomenkaart_OD.777,1989,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((177522.624 502473.248))
O10002_Bomenkaart_OD.778,1989,Straat- / laanboom,Tilia mongolica,Linde,Boom,MULTIPOINT ((177387.219 502580.37))
O10002_Bomenkaart_OD.779,2008,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((175755.07 505122.681))
O10002_Bomenkaart_OD.780,1991,Straat- / laanboom,Tilia europaea 'Pallida',Koningslinde,Boom,MULTIPOINT ((177397.902 503050.995))
O10002_Bomenkaart_OD.781,1988,Straat- / laanboom,Tilia platyphyllos,Grootbladige linde,Boom,MULTIPOINT ((177388.121 503807.927))
O10002_Bomenkaart_OD.782,1985,Straat- / laanboom,Fraxinus excelsior,Es,Boom,MULTIPOINT ((177563.533 503897.448))
O10002_Bomenkaart_OD.783,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175588.14 503647.532))
O10002_Bomenkaart_OD.784,1994,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178479.309 505296.015))
O10002_Bomenkaart_OD.785,2007,Lei- / vormboom,Carpinus betulus,Haagbeuk,Boom,MULTIPOINT ((177429.932 504043.826))
O10002_Bomenkaart_OD.786,2008,Straat- / laanboom,Robinia viscosa,Acacia,Boom,MULTIPOINT ((178471.184 504309.267))
O10002_Bomenkaart_OD.787,2015,Straat- / laanboom,Alnus spaethii,Els,Boom,MULTIPOINT ((175344.073 505797.091))
O10002_Bomenkaart_OD.788,2011,Solitaire boom,Betula pendula,Berk,Boom,MULTIPOINT ((175084.188 505726.825))
O10002_Bomenkaart_OD.789,2013,Straat- / laanboom,Tilia cordata 'Erecta',Linde,Boom,MULTIPOINT ((176364.353 495987.446))
O10002_Bomenkaart_OD.790,1985,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((178086.879 502571.38))
O10002_Bomenkaart_OD.791,1970,Straat- / laanboom,Populus canescens,Grauwe abeel,Boom,MULTIPOINT ((178191.6 503942.038))
O10002_Bomenkaart_OD.792,1983,Solitaire boom,Crataegus lavallei,Meidoorn,Boom,MULTIPOINT ((177031.95 503739.66))
O10002_Bomenkaart_OD.793,1983,Solitaire boom,Crataegus lavallei,Meidoorn,Boom,MULTIPOINT ((176999.368 503736.914))
O10002_Bomenkaart_OD.794,1990,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177632.731 503723.518))
O10002_Bomenkaart_OD.795,1983,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((177178.349 503810.3))
O10002_Bomenkaart_OD.796,2000,Straat- / laanboom,Tilia plat. 'Delft',Grootbladige linde,Boom,MULTIPOINT ((176736.399 502867.99))
O10002_Bomenkaart_OD.797,2008,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177107.924 503637.988))
O10002_Bomenkaart_OD.798,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174305.613 500214.411))
O10002_Bomenkaart_OD.799,1995,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((175724.384 496484.334))
O10002_Bomenkaart_OD.800,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174377.853 500373.345))
O10002_Bomenkaart_OD.801,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174328.948 500265.422))
O10002_Bomenkaart_OD.802,2012,Straat- / laanboom,Alnus incana 'Laciniata',Els,Boom,MULTIPOINT ((175808.022 505205.594))
O10002_Bomenkaart_OD.803,1998,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176289.941 503835.606))
O10002_Bomenkaart_OD.804,1999,Solitaire boom,Paulownia tomentosa,Anna Paulownaboom,Boom,MULTIPOINT ((178506.029 504548.658))
O10002_Bomenkaart_OD.805,1990,Solitaire boom,Corylus colurna,Hazelaar,Boom,MULTIPOINT ((178419.059 504526.76))
O10002_Bomenkaart_OD.806,1985,Solitaire boom,Crataegus persimilis 'Splendens',Meidoorn,Boom,MULTIPOINT ((178362.003 504817.988))
O10002_Bomenkaart_OD.807,1980,Straat- / laanboom,Acer campestre,Veldesdoorn,Boom,MULTIPOINT ((177230.459 503461.5))
O10002_Bomenkaart_OD.808,1980,Straat- / laanboom,Fraxinus excelsior,Es,Boom,MULTIPOINT ((177302.759 503464.98))
O10002_Bomenkaart_OD.809,1999,Solitaire boom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((176910.742 506358.558))
O10002_Bomenkaart_OD.810,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175750.208 503665.9))
O10002_Bomenkaart_OD.811,2011,Straat- / laanboom,Liriodendron tulipifera,Tulpenboom,Boom,MULTIPOINT ((178151.58 504815.945))
O10002_Bomenkaart_OD.812,1997,Lei- / vormboom,Catalpa bignonioides 'Nana',Trompetboom,Boom,MULTIPOINT ((178091.443 504175.566))
O10002_Bomenkaart_OD.813,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175625.608 503565.41))
O10002_Bomenkaart_OD.814,1985,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178140.039 502524.63))
O10002_Bomenkaart_OD.815,1994,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178380.992 505366.674))
O10002_Bomenkaart_OD.816,2021,Solitaire boom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((176543.367 504710.804))
O10002_Bomenkaart_OD.817,1985,Straat- / laanboom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((178070.669 502966.04))
O10002_Bomenkaart_OD.818,1975,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177750.753 503563.062))
O10002_Bomenkaart_OD.819,2008,Solitaire boom,Amelanchier lamarckii 'Ballerina',Krentenboompje,Boom,MULTIPOINT ((178514.805 504366.308))
O10002_Bomenkaart_OD.820,1992,Solitaire boom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((177441.335 503754.231))
O10002_Bomenkaart_OD.821,1980,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177528.242 503725.696))
O10002_Bomenkaart_OD.822,1983,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((176859.957 503861.305))
O10002_Bomenkaart_OD.823,1998,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176143.559 503820.43))
O10002_Bomenkaart_OD.824,1970,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177990.935 504603.779))
O10002_Bomenkaart_OD.825,1997,Straat- / laanboom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((178233.147 504241.074))
O10002_Bomenkaart_OD.826,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((178143.801 504499.376))
O10002_Bomenkaart_OD.827,1988,Straat- / laanboom,Acer platanoides 'Emerald Queen',Esdoorn,Boom,MULTIPOINT ((177870.249 504089.06))
O10002_Bomenkaart_OD.828,1996,Solitaire boom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((175880.578 503554.177))
O10002_Bomenkaart_OD.829,1983,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((177266.335 503692.015))
O10002_Bomenkaart_OD.830,1975,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((177806.599 504499.377))
O10002_Bomenkaart_OD.831,1970,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177981.914 504563.617))
O10002_Bomenkaart_OD.832,2008,Straat- / laanboom,Robinia pseudoacacia 'Bessoniana',Acacia,Boom,MULTIPOINT ((178432.959 504423.95))
O10002_Bomenkaart_OD.833,1970,Straat- / laanboom,Fraxinus excelsior,Es,Boom,MULTIPOINT ((178333.218 504249.39))
O10002_Bomenkaart_OD.834,2011,Solitaire boom,Betula pendula,Berk,Boom,MULTIPOINT ((174890.747 505829.657))
O10002_Bomenkaart_OD.835,2011,Solitaire boom,Alnus glutinosa,Els,Boom,MULTIPOINT ((175191.952 505676.069))
O10002_Bomenkaart_OD.836,2011,Straat- / laanboom,Tilia cordata 'Bohlje',Kleinbladige linde,Boom,MULTIPOINT ((175265.038 505498.944))
O10002_Bomenkaart_OD.837,1990,Straat- / laanboom,Ostrya carpinifolia,Hopbeuk,Boom,MULTIPOINT ((177124.269 503333.9))
O10002_Bomenkaart_OD.838,1997,Straat- / laanboom,Prunus avium 'Plena',Zoete kers,Boom,MULTIPOINT ((178153.427 504164.756))
O10002_Bomenkaart_OD.839,1996,Solitaire boom,Koelreuteria paniculata,Chinese vernisboom,Boom,MULTIPOINT ((178242.442 504548.152))
O10002_Bomenkaart_OD.840,1996,Straat- / laanboom,Ginkgo biloba,Japanse notenboom,Boom,MULTIPOINT ((177683.865 503569.332))
O10002_Bomenkaart_OD.841,1997,Straat- / laanboom,Alnus glutinosa 'Pyramidalis',Els,Boom,MULTIPOINT ((177038.049 505131.713))
O10002_Bomenkaart_OD.842,2012,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((177754.111 503715.8))
O10002_Bomenkaart_OD.843,2011,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((175751.435 504786.089))
O10002_Bomenkaart_OD.844,1965,Straat- / laanboom,Pterocarya fraxinifolia,Vleugelnoot,Boom,MULTIPOINT ((177510.105 503919.152))
O10002_Bomenkaart_OD.845,1999,Straat- / laanboom,Tilia plat. 'Delft',Grootbladige linde,Boom,MULTIPOINT ((177100.681 502667.488))
O10002_Bomenkaart_OD.846,1983,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177192.174 503674.664))
O10002_Bomenkaart_OD.847,2008,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((175735.181 505138.316))
O10002_Bomenkaart_OD.848,1997,Solitaire boom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((178144.184 504210.859))
O10002_Bomenkaart_OD.849,2013,Straat- / laanboom,Tilia cordata 'Erecta',Linde,Boom,MULTIPOINT ((176257.981 495959.221))
O10002_Bomenkaart_OD.850,2013,Straat- / laanboom,Tilia cordata 'Erecta',Linde,Boom,MULTIPOINT ((176322.926 496239.211))
O10002_Bomenkaart_OD.851,2013,Straat- / laanboom,Tilia cordata 'Erecta',Linde,Boom,MULTIPOINT ((176354.367 495989.035))
O10002_Bomenkaart_OD.852,2014,Straat- / laanboom,Gleditsia triacanthos 'Skyline',Valse christusdoorn,Boom,MULTIPOINT ((175585.553 505494.099))
O10002_Bomenkaart_OD.853,2011,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((176375.527 504937.228))
O10002_Bomenkaart_OD.854,1988,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((177818.638 502375.324))
O10002_Bomenkaart_OD.855,1988,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((177727.107 504741.755))
O10002_Bomenkaart_OD.856,1990,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177542.411 503684.593))
O10002_Bomenkaart_OD.857,2013,Straat- / laanboom,Tilia cordata 'Erecta',Linde,Boom,MULTIPOINT ((176418.531 496017.514))
O10002_Bomenkaart_OD.858,1991,Straat- / laanboom,Tilia tomentosa,Linde,Boom,MULTIPOINT ((177242.989 502639.63))
O10002_Bomenkaart_OD.859,1989,Straat- / laanboom,Populus tremula 'Tapiau',Ratelpopulier,Boom,MULTIPOINT ((177711.529 502246))
O10002_Bomenkaart_OD.860,1990,Solitaire boom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((176936.789 503135.15))
O10002_Bomenkaart_OD.861,1999,Straat- / laanboom,Tilia plat. 'Delft',Grootbladige linde,Boom,MULTIPOINT ((176945.708 502734.571))
O10002_Bomenkaart_OD.862,2011,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((175366.531 505503.41))
O10002_Bomenkaart_OD.863,2014,Straat- / laanboom,Liquidambar styraciflua 'Stared',Amberboom,Boom,MULTIPOINT ((175097.429 505880.637))
O10002_Bomenkaart_OD.864,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176644.871 503994.9))
O10002_Bomenkaart_OD.865,2015,Straat- / laanboom,Ulmus 'Columella',Iep,Boom,MULTIPOINT ((175306.11 505947.545))
O10002_Bomenkaart_OD.866,1999,Solitaire boom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((176597.572 506546.664))
O10002_Bomenkaart_OD.867,1999,Solitaire boom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((176630.569 506547.412))
O10002_Bomenkaart_OD.868,2010,Boomgroep boom,Populus nigra 'Vereecken',Zwarte populier,Boom,MULTIPOINT ((175084 506142.719))
O10002_Bomenkaart_OD.869,2010,Boomgroep boom,Populus nigra 'Vereecken',Zwarte populier,Boom,MULTIPOINT ((175257.744 506059.344))
O10002_Bomenkaart_OD.870,2010,Boomgroep boom,Populus nigra 'Vereecken',Zwarte populier,Boom,MULTIPOINT ((175103.649 506116.631))
O10002_Bomenkaart_OD.871,1965,Straat- / laanboom,Populus canescens,Grauwe abeel,Boom,MULTIPOINT ((176196.109 506055.141))
O10002_Bomenkaart_OD.872,1998,Straat- / laanboom,Liquidambar styr. 'Moraine',Amberboom,Boom,MULTIPOINT ((176513.505 506264.229))
O10002_Bomenkaart_OD.873,2016,Straat- / laanboom,Ginkgo biloba 'Autumn Gold',Japanse notenboom,Boom,MULTIPOINT ((175034.943 506043.803))
O10002_Bomenkaart_OD.874,2015,Boomgroep boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((176440.951 506646.279))
O10002_Bomenkaart_OD.875,2012,Boomgroep boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((176250.709 506783.937))
O10002_Bomenkaart_OD.876,2012,Boomgroep boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((176447.39 506641.989))
