Ministerie;Leveranciers;9010 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9500 - AZ specifiek;9520 - BZK Specifiek;9530 - DEF specifiek;9540 - EZ Specifiek;9550 - FIN specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS Specifiek;Eindtotaal
FIN;Dog Sport Holland;;;;;;;;;;;;1;;;;;;1
FIN;Dokkumer Vlaggen Centrale B.V.;;;;;;;;;;;;1;;;;;;1
FIN;DOMA Classiccars;;;;;;;;;;;;1;;;;;;1
FIN;Domino's Pizza Bos en Lommer;;;;;;;;;;;;1;;;;;;1
FIN;Dot to Dot;;;;;;;;;;;;2;;;;;;2
FIN;Douane Harmonie Nederland;;;;;;;;;;;;1;;;;;;1
FIN;Dragon Word & Services;;;;;;;;;;;;1;;;;;;1
FIN;Driemensies;;;;;;;;;;;;1;;;;;;1
FIN;DSH Domburg Sportprijzen Holland/Promopin.nl;;;;;;;;;;;;1;;;;;;1
FIN;DtC - Desire to Communicate;;;;;;;;;;;;1;;;;;;1
FIN;Dubbel E. Acteerservice B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Duitman Hengelo B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Dun & Bradstreet B.V.;;;;;;;;;;;;4;;;;;;4
FIN;Earflap B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Eastern Plaza;;;;;;;;;;;;1;;;;;;1
FIN;Easy e-Sales;;;;;;;;;;;;1;;;;;;1
FIN;EasyRent Rotterdam Autostrada;;;;;;;;;;;;1;;;;;;1
FIN;Economic Business Week Tilburg B.V.;;;;;;;;;;;;1;;;;;;1
FIN;ECT City Terminal;;;;;;;;;;;;1;;;;;;1
FIN;Eet- en Bierencafé De Beiaard;;;;;;;;;;;;1;;;;;;1
FIN;Eet- en Drinkhuys De Kromme Hoek;;;;;;;;;;;;1;;;;;;1
FIN;Eetcafé De Witte Zwaan B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Eethuys-Cafe de Boezeroen;;;;;;;;;;;;1;;;;;;1
FIN;Eindhoven Airport N.V.;;;;;;;;;;;;1;;;;;;1
FIN;El Greco;;;;;;;;;;;;1;;;;;;1
FIN;El Qatarijne;;;;;;;;;;;;1;;;;;;1
FIN;EMVI-Research;;;;;;;;;;;;2;;;;;;2
FIN;Erna van Donselaar / Rousseau Chocol. Heerlen;;;;;;;;;;;;1;;;;;;1
FIN;Escape World B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Esra Handelmaatschappij B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Etef B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Eur. Instit. voor Certified Public Controll.;;;;;;;;;;;;1;;;;;;1
FIN;Euro Mail B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Euser Speciaal Transport B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Expert in Actie;;;;;;;;;;;;1;;;;;;1
FIN;F. Breeman Zuid B.V.;;;;;;;;;;;;1;;;;;;1
FIN;F. C. Klap B.V.;;;;;;;;;;;;1;;;;;;1
FIN;F.C. Boode Holding;;;;;;;;;;;;1;;;;;;1
FIN;F19 Projecten B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Fa. A.A. van der Vlugt en Zn.;;;;;;;;;;;;1;;;;;;1
FIN;Features Creative Management B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Feddow Claassen;;;;;;;;;;;;1;;;;;;1
FIN;Financiële Studievereniging Amsterdam;;;;;;;;;;;;1;;;;;;1
FIN;Firma Hof der Muzen;;;;;;;;;;;;1;;;;;;1
FIN;First 1 Bedrijfsfitness B.V.;;;;;;;;;;;;1;;;;;;1
FIN;First Aid Stichting (Fast);;;;;;;;;;;;1;;;;;;1
FIN;First Formula Uitgeverij;;;;;;;;;;;;1;;;;;;1
FIN;Fiscale Studentenvereniging aan de VU;;;;;;;;;;;;1;;;;;;1
FIN;Floone Media;;;;;;;;;;;;1;;;;;;1
FIN;Flow and Performance B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Focus;;;;;;;;;;;;1;;;;;;1
FIN;FONTIS Watertechniek B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Fort van de Verbeelding;;;;;;;;;;;;1;;;;;;1
FIN;Foto Anno Bakker;;;;;;;;;;;;1;;;;;;1
FIN;Fox Horeca;;;;;;;;;;;;1;;;;;;1
FIN;Fozzies;;;;;;;;;;;;1;;;;;;1
FIN;Franke Interim Management B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Frans Kooiman Drukwerk B.V.;;;;;;;;;;;;1;;;;;;1
FIN;fresh4work;;;;;;;;;;;;1;;;;;;1
FIN;G.J. Floors B.V.;;;;;;;;;;;;1;;;;;;1
FIN;G4S Cash Management B.V.;;;;;;;;;;;;1;;;;;;1
FIN;G4S Cash Solutions B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Galerie Lijstenmakerij 'Partout';;;;;;;;;;;;1;;;;;;1
FIN;Gamma Gouda;;;;;;;;;;;;1;;;;;;1
FIN;Gaserop B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Gaswacht Arnhem B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Gauchos Franchise Utrecht B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Gebr. Ferwerda Vastgoed B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Gebr. Ridder Slagerijen B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Geldersche Houtbouw B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Gemeensch. v. Wiskunde en Inform. Studenten;;;;;;;;;;;;1;;;;;;1
FIN;Gemeente Roermond;;;;;;;;;;;;1;;;;;;1
FIN;Ger.deurw.kant. en Incassobur. Dekker B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Gerson Papier B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Getinge B.V.;;;;1;;;;;;;;;;;;;;1
FIN;Glasambulance B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Glaspunt B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Glope Events B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Golfclub Erve Braakman B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Goudse Cricket- & Footballclub Olympia;;;;;;;;;;;;1;;;;;;1
FIN;Grand Café/Restaurant Hertog Jan B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Graydon Nederland B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Great Opportunities B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Grieks Restaurant Irodion Roermond B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Grieks Restaurant Mykonos;;;;;;;;;;;;1;;;;;;1
FIN;Grieks Specialiteitenrestaurant Mykonos;;;;;;;;;;;;1;;;;;;1
FIN;Groenendijk Bedrijfskleding B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Groenprojecten Ewsum;;;;;;;;;;;;1;;;;;;1
FIN;Grontmij Nederland B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Gumbo Millennium;;;;;;;;;;;;1;;;;;;1
FIN;Gunters en Meuser B.V.;;;;1;;;;;;;;;;;;;;1
FIN;GuruScan B.V.;;;;;;;;;;;;1;;;;;;1
FIN;H. van Oort Automobielbedrijf;;;;;;;;;;;;1;;;;;;1
FIN;HACH;;;;1;;;;;;;;;;;;;;1
FIN;Hamstra Internationaal Bergingsbedrijf B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Hans Vermaak;;;;;;;;;;;;1;;;;;;1
FIN;Harolds Grafik B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Hartech Meet- & Testapparatuur B.V.;;;;1;;;;;;;;;;;;;;1
FIN;Hartmann Photography;;;;;;;;;;;;1;;;;;;1
FIN;Haudmare;;;;;;;;;;;;1;;;;;;1
FIN;Haulo Berging;;;;;;;;;;;;1;;;;;;1
FIN;Havenbedrijf Rotterdam N.V.;;;;;;;;;;;;5;;;;;;5
FIN;hay Group;;;;;;;;;;;;1;;;;;;1
FIN;HBM Machines B.V.;;;1;;;;;;;;;;;;;;;1
FIN;Heijmans Nederland B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Heijmans Utiliteit;;;;;;;;;;;;1;;;;;;1
FIN;Helmondse Schietsport Vereniging 'De Helm';;;;;;;;;;;;1;;;;;;1
FIN;Helms Milieutechniek B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Hemelrijk Lelystad B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Henriëtte Prast;;;;;;;;;;;;1;;;;;;1
FIN;Het Eerste Huis;;;;;;;;;;;;1;;;;;;1
FIN;Het Grunopark;;;;;;;;;;;;1;;;;;;1
FIN;Het Kookplein;;;;;;;;;;;;1;;;;;;1
FIN;Het Ned. Instit. voor Verkeersveiligheid B.V.;;;;;;;;;;;;1;;;;;;1
FIN;het Ngi: voorh. Ned. Genootsch. Informatica;;;;;;;;;;;;1;;;;;;1
FIN;Het Rieten Dak B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Het Theehuis;;;;;;;;;;;;1;;;;;;1
FIN;Hiemstra & De Vries B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Hilda B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Historic Engineering Projects B.V.;;;;;;;;;;;;1;;;;;;1
FIN;hjb services;;;;;;;;;;;;1;;;;;;1
FIN;Holding Autoberging Leerentveld B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Holland Inbouw;;;;;;;;;;;;1;;;;;;1
FIN;Holland Music Center;;;;;;;;;;;;1;;;;;;1
FIN;Hoogeveen Yachting B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Horeca Exploitatie Maatschappij Zalmhuis B.V.;;;;;;;;;;;;1;;;;;;1
FIN;horecagroningen.nl;;;;;;;;;;;;1;;;;;;1
FIN;Hotel Cuyk Exploitatie B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Hotel Delfzijl Exploitatie B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Hotel 'Het Wapen van Drenthe';;;;;;;;;;;;1;;;;;;1
FIN;Hotel Restaurant Abrona;;;;;;;;;;;;1;;;;;;1
FIN;Hotel Tapasbar Que Pasa Veldhoven B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Houterman Autosleepdienst;;;;;;;;;;;;2;;;;;;2
FIN;Hugo Bakker Trainer en Coach;;;;;;;;;;;;1;;;;;;1
FIN;Huisaanhuis.nu B.V.;;;;;;;;;;;;1;;;;;;1
FIN;ICON Protect B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Idex B.V.;;;;;;;;;;;;1;;;;;;1
FIN;In den Veehandel;;;;;;;;;;;;1;;;;;;1
FIN;in Transit Coaching;;;;;;;;;;;;1;;;;;;1
FIN;Incamed;;;;;;;;;;;;1;;;;;;1
FIN;Index B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Indonesisch Restaurant Soeboer;;;;;;;;;;;;1;;;;;;1
FIN;Informatique Computers & Componenten;;;;;;;;;;;;1;;;;;;1
FIN;ING Bank;;;;;;;;;;;;1;;;;;;1
FIN;Ingressus B.V.;;;;;;;;;;;;1;;;;;;1
FIN;inMotiv;;;;;;;;;;;;1;;;;;;1
FIN;Instrument Solutions Benelux B.V.;;;;1;;;;;;;;;;;;;;1
FIN;Interim Management Professional;;;;;;;;;;;;1;;;;;;1
FIN;Interscience B.V.;;;;2;;;;;;;;;;;;;;2
FIN;IPZO;;;;;;;;;;;;1;;;;;;1
FIN;Iris Mechielsen;;;;;;;;;;;;1;;;;;;1
FIN;Isabel Nolte;;;;;;;;;;;;1;;;;;;1
FIN;Isogen Life Science B.V.;;;;1;;;;;;;;;;;;;;1
FIN;Jacobs Verhuizingen;;;;;;;;;;;;1;;;;;;1
FIN;JAM Projects;;;;;;;;;;;;1;;;;;;1
FIN;Jan Pieter Six taxaties en bemiddelingen;;;;;;;;;;;;1;;;;;;1
FIN;Janine Teepen, fagottiste;;;;;;;;;;;;1;;;;;;1
FIN;Jeroen Veenendaal innov. aanbested.-/ink.adv.;;;;;;;;;;;;1;;;;;;1
FIN;Jeu de Boules Vereniging Boul'animo;;;;;;;;;;;;1;;;;;;1
FIN;Joh. Enschedé Stamps B.V.;;;;;;;;;;;;7;;;;;;7
FIN;Joint Analytical Systems Benelux B.V.;;;;3;;;;;;;;;;;;;;3
FIN;Jong Europe B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Kaayman;;;;;;;;;;;;1;;;;;;1
FIN;Kantoorstempels.nl B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Keer B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Kèk Media;;;;;;;;;;;;1;;;;;;1
FIN;Kelliez B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Kennedy Van der Laan;;;;;;;;;;;;1;;;;;;1
FIN;Kennelbouw Exclusief V.O.F.;;;;;;;;;;;;2;;;;;;2
FIN;Kentie Afterprint B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Klein Java;;;;;;;;;;;;1;;;;;;1
FIN;Kluwer Law International;;;;;;;;;;;;1;;;;;;1
FIN;Koekkelkoren Dranken B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Koninklijke van der Most B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Kookstudio Amersfoort;;;;;;;;;;;;1;;;;;;1
FIN;Kookstudio Tapeo;;;;;;;;;;;;1;;;;;;1
FIN;Kop & Nuijten Horeca Exploitatie B.V.;;;;;;;;;;;;1;;;;;;1
FIN;KPMG N.V.;;;;;;;;;;;;1;;;;;;1
FIN;KPN;;;;;;;;;;;;1;;;;;;1
FIN;KPN Business Center;;;;;;;;;;;;1;;;;;;1
FIN;Kriton Learning B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Kurf Cartoons;;;;;;;;;;;;1;;;;;;1
FIN;Kusters Facilities B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Kwekkeboom Konditorei B.V.;;;;;;;;;;;;1;;;;;;1
FIN;L. van der Aart;;;;;;;;;;;;1;;;;;;1
FIN;L.P.S. B.V.;;;;1;;;;;;;;;;;;;;1
FIN;La Piccola Italia;;;;;;;;;;;;1;;;;;;1
FIN;Laarhoven Design Rijssen B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Laboratory Supplies Benelux;;;1;;;;;;;;;;;;;;;1
FIN;Labyrint Drielandenpunt B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Lagarde & You;;;;;;;;;;;;1;;;;;;1
FIN;Lagerweij Zwolle B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Land van Kokanje B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Landgoed de Horst;;;;;;;;;;;;1;;;;;;1
FIN;L'eliXXor;;;;;;;;;;;;1;;;;;;1
FIN;Leo van de Wouw Regisseur/Programmamaker;;;;;;;;;;;;2;;;;;;2
FIN;Lief en Leed CBG-Venlo;;;;;;;;;;;;1;;;;;;1
FIN;Logicx Berging B.V.;;;;;;;;;;;;3;;;;;;3
FIN;Lot66 Breda;;;;;;;;;;;;1;;;;;;1
FIN;Louis XV;;;;;;;;;;;;1;;;;;;1
