Kenteken,Carrosserie volgnummer,Carrosserie klasse volgnummer,Voertuigklasse,Voertuigklasse omschrijving
29BLN9,1,1,1,Klasse I
29BLP4,1,1,2,Klasse II
29BLR3,1,1,1,Klasse I
29BNH3,1,1,3,Klasse III
29BNH7,1,1,B,Klasse B
29BNK7,1,1,1,Klasse I
29BNS8,1,1,1,Klasse I
29BNZ1,1,1,3,Klasse III
29BPD7,1,1,1,Klasse I
29BPJ8,1,1,1,Klasse I
29BPN3,1,1,1,Klasse I
29BPZ8,1,1,1,Klasse I
29BPZ9,1,1,1,Klasse I
29BRB2,1,1,1,Klasse I
29BRH5,1,1,1,Klasse I
29BRR5,1,1,1,Klasse I
29BRV2,1,1,3,Klasse III
29BSG3,1,1,3,Klasse III
29BSH2,1,1,1,Klasse I
29BSH7,1,1,1,Klasse I
29BST9,1,1,1,Klasse I
29BTR9,1,1,3,Klasse III
30BBN2,1,1,3,Klasse III
30BDH9,1,1,1,Klasse I
30BFT8,1,1,3,Klasse III
30BGB5,1,1,1,Klasse I
30BGB9,1,1,3,Klasse III
30BGN6,1,1,1,Klasse I
30BHP6,1,1,1,Klasse I
30BHP7,1,1,1,Klasse I
30BHS5,1,1,1,Klasse I
30BHV2,1,1,2,Klasse II
30BHV8,1,1,1,Klasse I
30BHX3,1,1,1,Klasse I
30BJD7,1,1,3,Klasse III
30BJG7,1,1,3,Klasse III
30BJJ2,1,1,1,Klasse I
30BJL5,1,1,3,Klasse III
30BKD2,1,1,1,Klasse I
30BKF4,1,1,1,Klasse I
30BKF9,1,1,1,Klasse I
30BKR3,1,1,3,Klasse III
30BKT7,1,1,3,Klasse III
30BLG3,1,1,1,Klasse I
30BLN2,1,1,1,Klasse I
30BLN6,1,1,1,Klasse I
30BLN7,1,1,1,Klasse I
30BLR1,1,1,1,Klasse I
30BLR3,1,1,1,Klasse I
30BLV1,1,1,3,Klasse III
30BNH6,1,1,3,Klasse III
30BNL6,1,1,B,Klasse B
30BNN2,1,1,1,Klasse I
30BNN4,1,1,B,Klasse B
30BNS8,1,1,1,Klasse I
30BNT1,1,1,1,Klasse I
30BPJ7,1,1,3,Klasse III
30BPJ9,1,1,3,Klasse III
30BPV6,1,1,1,Klasse I
30BPX6,1,1,1,Klasse I
30BPZ8,1,1,1,Klasse I
30BPZ9,1,1,1,Klasse I
30BRB2,1,1,1,Klasse I
30BRV2,1,1,3,Klasse III
30BSF4,1,1,1,Klasse I
30BSG3,1,1,3,Klasse III
30BSH7,1,1,1,Klasse I
30BSL2,1,1,3,Klasse III
30BSN7,1,1,3,Klasse III
30BTT8,1,1,3,Klasse III
31BBG3,1,1,1,Klasse I
31BDH3,1,1,1,Klasse I
31BFT8,1,1,3,Klasse III
31BGB9,1,1,3,Klasse III
31BGF7,1,1,3,Klasse III
31BGF9,1,1,3,Klasse III
31BGL7,1,1,3,Klasse III
31BHD5,1,1,3,Klasse III
31BHR5,1,1,1,Klasse I
31BHS1,1,1,1,Klasse I
31BHS5,1,1,1,Klasse I
31BHV8,1,1,1,Klasse I
31BJD8,1,1,3,Klasse III
31BJG4,1,1,3,Klasse III
31BJJ2,1,1,1,Klasse I
31BJK2,1,1,3,Klasse III
31BJR1,1,1,1,Klasse I
31BJV9,1,1,3,Klasse III
31BKD2,1,1,1,Klasse I
31BKF4,1,1,1,Klasse I
31BKF9,1,1,1,Klasse I
31BKN4,1,1,1,Klasse I
31BKR3,1,1,1,Klasse I
31BKT5,1,1,3,Klasse III
31BKT7,1,1,3,Klasse III
31BKV5,1,1,3,Klasse III
31BLN2,1,1,1,Klasse I
31BLN7,1,1,1,Klasse I
31BLN9,1,1,1,Klasse I
31BLP4,1,1,3,Klasse III
31BLP7,1,1,A,Klasse A
31BLR3,1,1,1,Klasse I
31BLZ3,1,1,1,Klasse I
31BNH2,1,1,B,Klasse B
31BNH3,1,1,3,Klasse III
31BNN1,1,1,3,Klasse III
31BNZ7,1,1,2,Klasse II
31BPB1,1,1,1,Klasse I
31BPH3,1,1,3,Klasse III
31BPJ8,1,1,1,Klasse I
31BPJ9,1,1,3,Klasse III
31BPT1,1,1,1,Klasse I
31BPV5,1,1,B,Klasse B
31BPX6,1,1,1,Klasse I
31BPZ8,1,1,1,Klasse I
31BPZ9,1,1,1,Klasse I
31BRB2,1,1,1,Klasse I
31BRT3,1,1,3,Klasse III
31BRV2,1,1,3,Klasse III
31BSF4,1,1,1,Klasse I
31BSH2,1,1,1,Klasse I
31BSN7,1,1,3,Klasse III
31BSN9,1,1,3,Klasse III
31BTF1,1,1,3,Klasse III
31BTH7,1,1,3,Klasse III
32BBG3,1,1,1,Klasse I
32BBR7,1,1,3,Klasse III
32BFT8,1,1,3,Klasse III
32BFV9,1,1,3,Klasse III
32BGB5,1,1,1,Klasse I
32BGB9,1,1,3,Klasse III
32BGN6,1,1,1,Klasse I
32BHD5,1,1,3,Klasse III
32BHF2,1,1,3,Klasse III
32BHP6,1,1,1,Klasse I
32BHP7,1,1,1,Klasse I
32BHR2,1,1,1,Klasse I
32BHR4,1,1,1,Klasse I
32BHR5,1,1,1,Klasse I
32BHV8,1,1,1,Klasse I
32BHZ5,1,1,3,Klasse III
32BJG5,1,1,3,Klasse III
32BJJ2,1,1,1,Klasse I
32BJK5,1,1,1,Klasse I
32BJN4,1,1,3,Klasse III
32BJN9,1,1,2,Klasse II
32BJP8,1,1,2,Klasse II
32BKF4,1,1,1,Klasse I
32BKF8,1,1,1,Klasse I
32BKF9,1,1,1,Klasse I
32BKH9,1,1,B,Klasse B
32BKK5,1,1,3,Klasse III
32BKR3,1,1,1,Klasse I
32BKX2,1,1,3,Klasse III
32BKZ2,1,1,B,Klasse B
32BLL7,1,1,1,Klasse I
32BLN2,1,1,1,Klasse I
32BLP1,1,1,A,Klasse A
32BLP4,1,1,2,Klasse II
32BLR1,1,1,1,Klasse I
32BNK7,1,1,1,Klasse I
32BNN2,1,1,1,Klasse I
32BNS8,1,1,1,Klasse I
32BNZ3,1,1,3,Klasse III
32BPB1,1,1,1,Klasse I
32BPD7,1,1,1,Klasse I
32BPT1,1,1,1,Klasse I
32BPX6,1,1,1,Klasse I
32BPZ8,1,1,1,Klasse I
32BPZ9,1,1,1,Klasse I
32BRB2,1,1,1,Klasse I
32BRB4,1,1,3,Klasse III
32BRF9,1,1,A,Klasse A
32BRS2,1,1,1,Klasse I
32BRZ1,1,1,B,Klasse B
32BSH2,1,1,1,Klasse I
32BSN7,1,1,3,Klasse III
32BSN9,1,1,3,Klasse III
32BSX7,1,1,3,Klasse III
32BTG8,1,1,3,Klasse III
32BTR8,1,1,1,Klasse I
33BBG3,1,1,2,Klasse II
33BBP2,1,1,3,Klasse III
33BDH3,1,1,1,Klasse I
33BDT5,1,1,3,Klasse III
33BFH4,1,1,3,Klasse III
33BFS8,1,1,3,Klasse III
33BFT6,1,1,3,Klasse III
33BGB5,1,1,1,Klasse I
33BGF7,1,1,3,Klasse III
33BHB8,1,1,3,Klasse III
33BHD5,1,1,3,Klasse III
33BHD7,1,1,3,Klasse III
33BHR5,1,1,1,Klasse I
33BHS1,1,1,1,Klasse I
33BHS5,1,1,1,Klasse I
33BHV8,1,1,1,Klasse I
33BHZ6,1,1,3,Klasse III
33BJJ4,1,1,3,Klasse III
33BKB2,1,1,2,Klasse II
33BKB7,1,1,B,Klasse B
33BKD2,1,1,B,Klasse B
33BKF4,1,1,1,Klasse I
33BKF7,1,1,1,Klasse I
33BKF8,1,1,1,Klasse I
33BKF9,1,1,1,Klasse I
33BKK5,1,1,3,Klasse III
33BKS3,1,1,1,Klasse I
33BKT5,1,1,B,Klasse B
33BKT8,1,1,3,Klasse III
33BLF3,1,1,1,Klasse I
33BLN2,1,1,1,Klasse I
33BLN7,1,1,1,Klasse I
33BLR3,1,1,1,Klasse I
33BND7,1,1,3,Klasse III
33BNH1,1,1,3,Klasse III
33BNL4,1,1,3,Klasse III
33BNN2,1,1,1,Klasse I
33BNS8,1,1,1,Klasse I
33BNZ7,1,1,2,Klasse II
33BPD7,1,1,1,Klasse I
33BPH2,1,1,1,Klasse I
33BPJ8,1,1,1,Klasse I
33BPT1,1,1,1,Klasse I
33BPX6,1,1,1,Klasse I
33BPZ8,1,1,1,Klasse I
33BPZ9,1,1,1,Klasse I
33BRB2,1,1,1,Klasse I
33BRD1,1,1,3,Klasse III
33BRR5,1,1,1,Klasse I
33BRS2,1,1,1,Klasse I
33BRS5,1,1,B,Klasse B
33BRT3,1,1,3,Klasse III
33BRV2,1,1,3,Klasse III
33BSF4,1,1,1,Klasse I
33BSH2,1,1,1,Klasse I
33BSN3,1,1,2,Klasse II
33BSN7,1,1,3,Klasse III
33BSN9,1,1,3,Klasse III
33BSP6,1,1,3,Klasse III
33BTR8,1,1,1,Klasse I
34BBG3,1,1,2,Klasse II
34BDT5,1,1,3,Klasse III
34BGB5,1,1,1,Klasse I
34BHB8,1,1,3,Klasse III
34BHG5,1,1,3,Klasse III
34BHL1,1,1,1,Klasse I
34BHL5,1,1,3,Klasse III
34BHP7,1,1,1,Klasse I
34BHX3,1,1,1,Klasse I
34BJF8,1,1,3,Klasse III
34BJH4,1,1,3,Klasse III
34BJJ2,1,1,1,Klasse I
34BJK5,1,1,1,Klasse I
34BJN9,1,1,2,Klasse II
34BJR1,1,1,1,Klasse I
34BJV7,1,1,3,Klasse III
34BKB2,1,1,2,Klasse II
34BKF4,1,1,1,Klasse I
34BKF8,1,1,1,Klasse I
34BKF9,1,1,1,Klasse I
34BKK7,1,1,3,Klasse III
34BKR3,1,1,1,Klasse I
34BLN7,1,1,1,Klasse I
34BLP1,1,1,1,Klasse I
34BLP4,1,1,2,Klasse II
34BLS1,1,1,3,Klasse III
34BNB7,1,1,3,Klasse III
34BNF5,1,1,3,Klasse III
34BNH7,1,1,3,Klasse III
34BNK7,1,1,1,Klasse I
34BNN2,1,1,1,Klasse I
34BNP2,1,1,1,Klasse I
34BNZ3,1,1,3,Klasse III
34BPB1,1,1,1,Klasse I
34BPD7,1,1,1,Klasse I
34BPH2,1,1,B,Klasse B
34BPH6,1,1,B,Klasse B
34BPJ5,1,1,1,Klasse I
34BPJ9,1,1,1,Klasse I
34BPT1,1,1,1,Klasse I
34BPX6,1,1,1,Klasse I
34BPZ8,1,1,1,Klasse I
34BPZ9,1,1,1,Klasse I
34BRB2,1,1,1,Klasse I
34BRS2,1,1,1,Klasse I
34BSF4,1,1,1,Klasse I
34BSN3,1,1,B,Klasse B
34BSN7,1,1,3,Klasse III
34BSN9,1,1,3,Klasse III
34BSX5,1,1,3,Klasse III
34BTR8,1,1,1,Klasse I
35BBG3,1,1,2,Klasse II
35BDT5,1,1,3,Klasse III
35BGG3,1,1,B,Klasse B
35BGV9,1,1,3,Klasse III
35BHD2,1,1,1,Klasse I
35BHD4,1,1,3,Klasse III
35BHD5,1,1,3,Klasse III
35BHF2,1,1,3,Klasse III
35BHL1,1,1,1,Klasse I
35BHR2,1,1,1,Klasse I
35BHS1,1,1,1,Klasse I
35BHT2,1,1,2,Klasse II
35BHV8,1,1,1,Klasse I
35BHZ2,1,1,3,Klasse III
35BJF1,1,1,3,Klasse III
35BJF8,1,1,3,Klasse III
35BJJ9,1,1,3,Klasse III
35BKB2,1,1,2,Klasse II
35BKF4,1,1,1,Klasse I
35BKF7,1,1,1,Klasse I
35BKF9,1,1,1,Klasse I
35BKG1,1,1,1,Klasse I
35BKN4,1,1,1,Klasse I
35BKT6,1,1,3,Klasse III
35BLD1,1,1,B,Klasse B
35BLL7,1,1,1,Klasse I
35BLN2,1,1,1,Klasse I
35BLP9,1,1,2,Klasse II
35BLR3,1,1,1,Klasse I
35BNB7,1,1,3,Klasse III
35BNF5,1,1,3,Klasse III
35BNG5,1,1,3,Klasse III
35BNG7,1,1,3,Klasse III
35BNK7,1,1,B,Klasse B
35BNN2,1,1,1,Klasse I
35BNP2,1,1,1,Klasse I
35BNS8,1,1,1,Klasse I
35BPB1,1,1,1,Klasse I
35BPD7,1,1,1,Klasse I
35BPH6,1,1,3,Klasse III
35BPJ8,1,1,1,Klasse I
35BPT5,1,1,1,Klasse I
35BPX6,1,1,1,Klasse I
35BPZ8,1,1,1,Klasse I
35BPZ9,1,1,1,Klasse I
35BRB2,1,1,1,Klasse I
35BRB4,1,1,3,Klasse III
35BSH2,1,1,1,Klasse I
35BSK8,1,1,3,Klasse III
35BSN3,1,1,B,Klasse B
35BSN7,1,1,3,Klasse III
35BSN9,1,1,3,Klasse III
35BTJ9,1,1,3,Klasse III
35BTL1,1,1,3,Klasse III
35BTV2,1,1,B,Klasse B
36BDH3,1,1,1,Klasse I
36BDT5,1,1,1,Klasse I
36BFR8,1,1,3,Klasse III
36BFS1,1,1,A,Klasse A
36BFS1,1,2,B,Klasse B
36BGB5,1,1,1,Klasse I
36BGB9,1,1,B,Klasse B
36BGV5,1,1,3,Klasse III
36BGV9,1,1,3,Klasse III
36BGX6,1,1,1,Klasse I
36BHD5,1,1,3,Klasse III
36BHG9,1,1,3,Klasse III
36BHL1,1,1,1,Klasse I
36BHP7,1,1,1,Klasse I
36BHS5,1,1,1,Klasse I
36BHT2,1,1,2,Klasse II
36BHX3,1,1,1,Klasse I
36BJF1,1,1,3,Klasse III
36BJG8,1,1,B,Klasse B
36BJH2,1,1,3,Klasse III
36BJK5,1,1,1,Klasse I
36BJT2,1,1,1,Klasse I
36BKF4,1,1,1,Klasse I
36BKF8,1,1,1,Klasse I
36BKF9,1,1,1,Klasse I
36BKG1,1,1,1,Klasse I
36BKR1,1,1,3,Klasse III
36BKR3,1,1,1,Klasse I
36BKT4,1,1,3,Klasse III
36BLB1,1,1,3,Klasse III
36BLF3,1,1,1,Klasse I
36BLH3,1,1,3,Klasse III
36BLL7,1,1,1,Klasse I
36BLN2,1,1,1,Klasse I
36BLP1,1,1,1,Klasse I
36BLP4,1,1,2,Klasse II
36BLR1,1,1,1,Klasse I
36BLR3,1,1,1,Klasse I
36BNB8,1,1,1,Klasse I
36BNF5,1,1,3,Klasse III
36BNH1,1,1,3,Klasse III
36BNH7,1,1,3,Klasse III
36BNK7,1,1,1,Klasse I
36BNN2,1,1,1,Klasse I
36BNP2,1,1,1,Klasse I
36BNS8,1,1,1,Klasse I
36BNZ7,1,1,2,Klasse II
36BPB9,1,1,1,Klasse I
36BPJ5,1,1,1,Klasse I
36BPT1,1,1,1,Klasse I
36BPT5,1,1,1,Klasse I
36BPZ8,1,1,1,Klasse I
36BPZ9,1,1,1,Klasse I
36BRB2,1,1,1,Klasse I
36BRD4,1,1,3,Klasse III
36BRF9,1,1,A,Klasse A
36BRS2,1,1,1,Klasse I
36BSB4,1,1,3,Klasse III
36BSH2,1,1,1,Klasse I
36BSN7,1,1,3,Klasse III
36BSN9,1,1,3,Klasse III
36BSV4,1,1,3,Klasse III
36BSX5,1,1,3,Klasse III
36BTD9,1,1,3,Klasse III
36BTR8,1,1,1,Klasse I
36BTS8,1,1,3,Klasse III
37BBG8,1,1,B,Klasse B
37BDT5,1,1,1,Klasse I
37BGF1,1,1,1,Klasse I
37BGK8,1,1,B,Klasse B
37BGX6,1,1,1,Klasse I
37BGZ1,1,1,3,Klasse III
37BGZ8,1,1,3,Klasse III
37BHL1,1,1,1,Klasse I
37BHR4,1,1,1,Klasse I
37BHS5,1,1,1,Klasse I
37BHT2,1,1,2,Klasse II
37BHV4,1,1,1,Klasse I
37BJF8,1,1,3,Klasse III
37BJR9,1,1,1,Klasse I
37BJT2,1,1,1,Klasse I
37BKB2,1,1,2,Klasse II
37BKF4,1,1,1,Klasse I
37BKF7,1,1,1,Klasse I
37BKF8,1,1,1,Klasse I
37BKF9,1,1,1,Klasse I
37BKG1,1,1,1,Klasse I
37BKP9,1,1,3,Klasse III
37BKS1,1,1,1,Klasse I
37BLL7,1,1,1,Klasse I
37BLN2,1,1,1,Klasse I
37BLR3,1,1,1,Klasse I
37BNF5,1,1,3,Klasse III
37BNK7,1,1,1,Klasse I
37BNN1,1,1,3,Klasse III
37BNN2,1,1,1,Klasse I
37BNP2,1,1,1,Klasse I
37BNS8,1,1,1,Klasse I
37BPB9,1,1,1,Klasse I
37BPD5,1,1,3,Klasse III
37BPT5,1,1,1,Klasse I
37BPT7,1,1,1,Klasse I
37BPZ8,1,1,1,Klasse I
37BPZ9,1,1,1,Klasse I
37BRJ8,1,1,1,Klasse I
37BRR5,1,1,1,Klasse I
37BRS2,1,1,1,Klasse I
37BRV1,1,1,3,Klasse III
37BSH2,1,1,1,Klasse I
37BSK4,1,1,3,Klasse III
37BSN9,1,1,3,Klasse III
37BSP2,1,1,1,Klasse I
37BTB1,1,1,3,Klasse III
37BTL1,1,1,3,Klasse III
37BTR8,1,1,1,Klasse I
38BBG3,1,1,2,Klasse II
38BBR9,1,1,3,Klasse III
