Ministerie;Handelsnaam;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
I & W;E + E ELEKTRONIK GES;;;1;;;;;;1
I & W;Easy Comp. B.V.;;;1;;;;;;1
I & W;Enable U;;;;;;;1;;1
I & W;Enof creatieve communicatie B.V.;;;;;1;;;;1
I & W;Epona Software Productions B.V.;;;;;;;;1;1
I & W;ERIKS *VERVALLEN*;;;1;;;;;;1
I & W;EURO CIRCUITS;;;1;;;;;;1
I & W;Eutel;;;1;;;;;;1
I & W;Evera en Ondernemershuis Groningen;;;1;;;;;;1
I & W;Fa. van der Neut Uw Groene Vakwinkel;;;1;;;;;;1
I & W;Fabory Centre Amsterdam-West;;;1;;;;;;1
I & W;Faes Cases B.V.;;;1;;;;;;1
I & W;Farnell (Netherlands) B.V.;;;1;;;;;;1
I & W;FedEx Express Netherlands B.V.;;;1;;;;;;1
I & W;Firma Klaas Keppel;;;1;;;;;;1
I & W;Flex IT Rent B.V.;;1;;;;;1;1;1
I & W;Flexxer B.V.;;;;;;;1;;1
I & W;For Conference B.V.;;;;;;;1;;1
I & W;GCT Consulting;;;;;;;1;;1
I & W;GEBLOKKEERD;;;;;;;1;;1
I & W;Geco - verhuur - verkoop - service;;;1;;;;;;1
I & W;Gemini Data Loggers (UK) Ltd;;;1;;;;;;1
I & W;Geodan B.V.;;;;;;;1;;1
I & W;Grodal Expeditie B.V.;;;1;;;;;;1
I & W;Gunneman B.V.;;;1;;;;;;1
I & W;GURALP SYSTEMS LIMITED;;;1;;;;;;1
I & W;Handelsondernem. Uittenbogert Culemborg B.V.;;;1;;;;;;1
I & W;Handelsonderneming Buisklem B.V.;;;1;;;;;;1
I & W;Harmsen Vakschilders;;;1;;;;;;1
I & W;HBL Online B.V.;;;1;;;;;;1
I & W;Hewlett-Packard Nederland B.V.;;;1;;;;;;1
I & W;Hiltra Verhuur B.V.;1;;;;;;;;1
I & W;Hoeflon International B.V.;;;1;;;;;;1
I & W;Holland Reefer Service B.V.;;;1;;;;;;1
I & W;Hoppinger;;;;;1;;;;1
I & W;Houthandel De Groote Kweek;;;1;;;;;;1
I & W;HR Groep Traffic Hattem;;;1;;;;;;1
I & W;IHS Global B.V.;;;;;1;;;;1
I & W;i-mania.nl;;;1;;;;;;1
I & W;Incentro Nederland B.V.;;;;;1;;;;1
I & W;Indes Integrated Development Solutions B.V.;;;;;1;;;;1
I & W;Industrial Manufacturing and Trading;;;1;;;;;;1
I & W;Ingenieursbureau Haboldt B.V.;;;1;;;;;;1
I & W;Internedservices;;;1;;;;;;1
I & W;Intersafe Groeneveld B.V.;;;1;;;;;;1
I & W;Isah B.V.;;;;;1;;;;1
I & W;Jan van Agteren V.O.F.;;;1;;;;;;1
I & W;JOHN WILEY & SONS INC.;;;1;;;;;;1
I & W;Kabeldirect;;;;;;;1;;1
I & W;KINEMETRICS;;;1;;;;;;1
I & W;Klarna B.V.;;;1;;;;;;1
I & W;KLM;;;;;;;1;;1
I & W;Kolibri Labels B.V.;;;1;;;;;;1
I & W;Koning & Hartman B.V.;;;1;;;;;;1
I & W;Koninklijke Maatschap de Wilhelminapolder;;;1;;;;;;1
I & W;KPN Consulting B.V.;;;;;;;1;;1
I & W;Label A B.V.;;;;;;;;1;1
I & W;Lambda Advisering B.V.;;;;;;;;1;1
I & W;Lankhorst Mouldings;;;1;;;;;;1
I & W;Lapp Benelux B.V.;;;1;;;;;;1
I & W;Leene Communicatie;;;;;;;1;;1
I & W;Linde Gas Benelux B.V.;;;1;;;;;;1
I & W;LQ Kunststoffen;;;1;;;;;;1
I & W;Maatschap Wismeijer Stelling;;;1;;;;;;1
I & W;Manutan B.V.;;;1;;;;;;1
I & W;Meetpapier B.V.;;;1;;;;;;1
I & W;Mena Computers;;;1;;;;;;1
I & W;Mercateo Nederland B.V.;;;1;;;;;;1
I & W;Merlin Security Services B.V.;;;1;;;;;;1
I & W;Messagebird;;;;;;;1;;1
I & W;MET OFFICE;;;;;1;;;;1
I & W;MICROSOFT IRELAND OPERATIONS;;;;;;;1;;1
I & W;Mies/Tekst en Training;;;;;;;1;;1
I & W;Mindbench Hosting;;;1;;;;;;1
I & W;Mixe Communication Solutions B.V.;;;1;;;;;;1
I & W;MK2 Audiovisueel Verhuur B.V.;;;;;;;;1;1
I & W;Mouser Electronics;;;1;;;;;;1
I & W;Mts. G.J. Broekhuis-G.H. Broekhuis- vd Bunt;;;1;;;;;;1
I & W;Mts. ten Cate;;;1;;;;;;1
I & W;Multi-Made B.V.;;;1;;;;;;1
I & W;myonic GmbH;;;1;;;;;;1
I & W;N.V. PWN Waterleidingbedrijf Noord-Holland;;;1;;;;;;1
I & W;Naktuinbouw;;;1;;;;;;1
I & W;Negometrix B.V.;;;;;1;;;;1
I & W;NetandMore;;;;;;;;1;1
I & W;New Technologies Group N.V.;;;;;;;1;;1
I & W;NFGD Zoetermeer B.V.;;;1;;;;1;;1
I & W;Omegam;1;;;;;;;;1
I & W;Onze Lieve Vrouwe Gilde;;;1;;;;;;1
I & W;Ooxo.nl;;;;;1;;;;1
I & W;OSOP, S.A.;;;1;;;;;;1
I & W;Overweg Olie;;;1;;;;;;1
I & W;PADACO Automatisering B.V.;;;1;;;;;;1
I & W;Phoenix Contact B.V.;;;1;;;;;;1
I & W;Photomi;;;1;;;;;;1
I & W;Pigeaud Cleanroomservice;;;1;;;;;;1
I & W;PILLER GERMANY GMBH & CO. KG;;;1;;;;;;1
I & W;Pondres Direct Mail B.V.;;;;;;;1;1;1
I & W;Postcode.NL B.V.;;;1;;;;;;1
I & W;Premiumropes B.V.;;;1;;;;;;1
I & W;Prisma Groep B.V.;;;1;;;;;;1
I & W;Pro Nautas;;;1;;;;;;1
I & W;Q-doc B.V.;;;;;;;1;;1
I & W;Reddingsbrigade Heemskerk;;;1;;;;;;1
I & W;REGINA PACIS VALKENBURG PRIORIJ;;;1;;;;;;1
I & W;Reichelt elektronik GmbH & Co. KG;;;1;;;;;;1
I & W;REiSREPORT B.V.;;;;;1;;;;1
I & W;Renewi Nederland B.V.;1;;;;;;;;1
I & W;Rexel Nederland B.V.;;;1;;;;;;1
I & W;RibbonWoodConsultancy;;;;;;;;1;1
I & W;Rittal B.V.;;;1;;;;;;1
I & W;RS Components B.V.;;;1;;;;;;1
I & W;RVS Paleis;;;1;;;;;;1
I & W;Saba Telephone Co;;;;;;;1;;1
I & W;Safe Site B.V.;;;1;;;;;;1
I & W;Sandee Groenbeheer B.V.;;;1;;;;;;1
I & W;Sartorius Lab Instruments GmBH & Co;;;1;;;;;;1
I & W;Schiphol Telematics B.V.;;;;;;;1;;1
I & W;SCORPION NED;;;1;;;;;;1
I & W;SEPTENTRIO NV;;;1;;;;;;1
I & W;Sint Joseph Stichting;;;1;;;;;;1
I & W;SOM SET B.V.;;;;;1;;;;1
I & W;S-POLYTEC GmbH;;;1;;;;;;1
I & W;Stg 'De Rotswoning';;;1;;;;;;1
I & W;Stg. Geschillencommiss. voor Consumentenzaken;;;;;1;;;;1
I & W;Stg. Nederlands Instituut voor Beeld & Geluid;;;;;1;;;;1
I & W;Sticht. Beh. Drd.gld. Cannock Chase Incasso;;;;;;;1;;1
I & W;Stichting Derdengelden Sisow;;;1;;;;;;1
I & W;stichting government roaming nederland;;;;;;;1;;1
I & W;Stichting Prinses Beatrix Spierfonds;;;1;;;;;;1
I & W;Stichting Videma;;;;;;;1;;1
I & W;Stichting Vrienden van TriviumLindenhof;;;1;;;;;;1
I & W;Superoffice Benelux B.V.;;;;;1;;;;1
I & W;Tappan B.V.;;;;;;;1;;1
I & W;Technische Handelsonderneming P. van Leeuwen;;;;;;;1;;1
I & W;Technische Unie B.V.;;;1;;;;;;1
I & W;Telecom Service Leek B.V.;;;;;;;1;;1
I & W;Telindus-ISIT B.V.;;;;;1;;;;1
I & W;Tempcontrol Industr. Electronic Products B.V.;;;1;;;;;;1
I & W;Tessensohn Techniek;;;1;;;;;;1
I & W;The MathWorks B.V.;;;;;1;;;;1
I & W;Times Microwave Systems Internation;;;1;;;;;;1
I & W;TMC Test & Integration B.V.;;;1;;;;;;1
I & W;T-Mobile Netherlands B.V.;;;;;;;1;;1
I & W;Tooltronics;;;1;;;;;;1
I & W;Toos Stroeken Hermkens Office Support;;;1;;;;;;1
I & W;Truckerswereld;;;1;;;;;;1
I & W;Van der Sijs Techniek en Automatisering B.V.;;;1;;;;;;1
I & W;Van Eck Elektro B.V.;;;1;;;;;;1
I & W;Van Helvoirt Melkvee C.V.;;;1;;;;;;1
I & W;Van Liefland Milieuadvies;;;;;;;;1;1
I & W;Van Swinden Laboratorium;;;1;;;;;;1
I & W;Vancis B.V.;;;;;;;;1;1
I & W;VCK Travel B.V.;;;1;;;;;;1
I & W;VenÃ©co Automatisering, Telecomm./Beveil. B.V.;;;;;1;;;;1
I & W;Venema Communicatie B.V.;;;1;;;;;;1
I & W;VNSG Diensten B.V.;;;;;1;;1;;1
I & W;VSU Hijsmaterieel B.V.;;;1;;;;;;1
I & W;We are you Rotterdam B.V.;;;;;;;;1;1
I & W;Webbureau Holland;;;;;;;;1;1
I & W;WebGiants-WS;;;1;;;;;;1
I & W;Wegro Kleinmetaal;;;1;;;;;;1
I & W;Wilms Den Helder B.V.;;;1;;;;;;1
I & W;WORLD RADIATION CENTRE PMOD WRC;;;1;;;;;;1
I & W;XS4ALL Internet B.V.;;;;;;;1;;1
I & W;Xsight-Thing;;;;;;;;1;1
I & W;Ynnovate;1;;;;;;;;1
I & W;Zeezeilen;;;;;;;;1;1
I & W;Zeilmakerij Remus;;;1;;;;;;1
I & W;Ziggo Services B.V.;;;;;;;1;;1
J & V;10Telecom B.V.;;;;;;;;1;1
J & V;123Telcom B.V.;;;;;;;;1;1
J & V;12Connect B.V.;;;;;;;;1;1
J & V;3M Nederland B.V.;;;;;1;;;;1
J & V;4b-Plus B.V.;;;1;;;;;;1
J & V;4Com Solutions B.V.;;;;;;;;1;1
J & V;4Launch B.V.;;;1;;;;;;1
J & V;888 B.V.;;;;;;;;1;1
J & V;A&W Zonwering en Interieur;;1;;;;;;;1
J & V;A. Beverwijk en Zonen B.V.;;1;;;;;;;1
J & V;A. Lutke-Veldhuis, huisarts;;;;;;;;1;1
J & V;A. Teszler huisarts;;;;;;;;1;1
J & V;A. Woerdman, huisarts;;;;;;;;1;1
J & V;A.G. van den Heuvel Trading & Services;;1;;;;;;;1
J & V;A.M.P. Gaakeer;;;;;;1;;;1
J & V;A10Tech B.V.;;;;;1;;;;1
J & V;A3BC B.V.;;;;;;;;1;1
J & V;Aanmelder.nl B.V.;;;;;;;;1;1
J & V;Aannemersbedrijf G.B. van Hoek B.V.;;1;;;;;;;1
J & V;Aannemersbedrijf Versteeg;;1;;;;;;;1
J & V;Aannemingsbedrijf C. Hoogvliet en Zonen B.V.;;1;;;;;;;1
J & V;Access It Training & Solutions;;;;;;;;1;1
J & V;Adagio;;;;;;;;1;1
J & V;'Adphies' Audiovisueel Project-Bureau;;;;;;;1;;1
J & V;Aenova B.V.;;;;;1;;;;1
J & V;Aerea Networks B.V.;;;;;;;;1;1
J & V;Aermast Holland;;;;;;;;1;1
J & V;Afdeling Online;;;;;1;;;;1
J & V;Ahrend Nederland B.V.;;1;;;;;;;1
J & V;AK;;;;;;;;1;1
J & V;Akoestiek Comfort B.V.;;1;;;;;;;1
J & V;Albyco Nederland B.V.;;1;;;;;;;1
J & V;Allekabels B.V.;;;1;1;;1;;;1
J & V;Allfacts;;;;1;;;;;1
J & V;Allianz Global Assistance;;;;;;;;1;1
J & V;Alpha Research;;;;;;;;1;1
J & V;Altares - Dun & Bradstreet;;;;;1;;;;1
J & V;Altrecht Hoofdgebouw;;;;;;;;1;1
J & V;A-Mac B.V.;;;1;1;;1;;;1
J & V;Antalis B.V.;;1;;;;;;;1
J & V;ANWB B.V.;;;;;;;1;;1
J & V;APAC Services B.V.;;;;;;1;;;1
J & V;Apotheekhoudende huisartsenpraktijk Jaspers;;;;;;;;1;1
J & V;Arbo Unie B.V.;;;;;;;;1;1
J & V;ArchiXL B.V.;;;1;;;;;;1
J & V;Arnold & Siedsma B.V.;;;;;;;;1;1
J & V;Arseus Dental Nederland;;1;;;;;;;1
J & V;Art Systems B.V.;;;;;1;;;;1
J & V;ArtiMedes B.V.;;1;;;;;;;1
J & V;Artiq Concept & Design;;1;;;;;;;1
J & V;Arts en Zorg Praktijk Atrium/Goeverneur;;;;;;;;1;1
J & V;Arvato Distribution GmbH;;;;;;;1;;1
J & V;Ask Roger!;;;1;;;;;;1
J & V;Asolutions B.V.;;;;1;;;;;1
J & V;Aspider Communications Nederland B.V.;;;;;;;;1;1
J & V;ASpider Solutions Nederland B.V.;;;;;;;;1;1
J & V;Atif Medical;;;;;;;;1;1
J & V;Atlas Copco Tools Nederland;;1;;;;;;;1
J & V;Auke Smits Publiciteit B.V.;;;;;;;;1;1
J & V;Aura Software B.V.;;;;;1;;;;1
J & V;Ausma Vorkheftrucks B.V.;;1;;;;;;;1
J & V;Autofier;;;1;;;;;;1
J & V;Avantgarde Media B.V.;;;;;;;;1;1
J & V;Aveant B.V.;;;;;;;;1;1
J & V;AVT Benelux;;;;;;1;;;1
J & V;Axiell ALM Netherlands B.V.;;;;;1;;;;1
J & V;B. Mohamad;;;;;;;;1;1
J & V;B.M.F. Gerts, huisartsenpraktijk;;;;;;;;1;1
J & V;B.V. Bouwbedrijf J. A. Van Niftrik;;1;;;;;;;1
J & V;Backshop B.V.;;;1;;;;;;1
J & V;Bakker Professional B.V.;;1;;;;;;;1
J & V;Balkanwide Assistance Dir. Petra Gajic;;;;;;;;1;1
J & V;Barbara Broekman;;1;;;;;;;1
J & V;Barbara Wauben;;;;;;;;1;1
J & V;Bavo Europoort B.V.;;;;;;;;1;1
J & V;Bax-shop.nl B.V.;;1;;;;;;;1
J & V;bbaz R.A. Jokhoe;;;;;;;;1;1
J & V;BBK/Door Vriendschap Sterker B.V.;;;;;;1;;;1
J & V;BCC elektro speciaalzaken;;1;;;;;;;1
J & V;Beerens Metaalwerken;;1;;;;;;;1
J & V;Belcentrale.nl;;;;;;;;1;1
J & V;Belstore.Com B.V.;;;;;;1;1;;1
J & V;BenF Media;;;;;;;;1;1
J & V;Beren Groep B.V.;;;;;;1;;;1
J & V;Bevege;;;;;;;;1;1
J & V;B-Fysic de Bolzen B.V.;;;;;;;;1;1
J & V;Bharos & Mahabier huisartsen;;;;;;;;1;1
J & V;Bio-Rad Laboratories Inc.;;;;;1;;;;1
J & V;BIT B.V.;;;;;;;;1;1
J & V;Bizway B.V.;;;;;1;;;1;1
J & V;Blixembosch Revalidatiecentrum;;;;;;;;1;1
J & V;Bloemenhuis De Narcis;;;;;;;1;;1
J & V;BLUEPalm B.V.;;;;;;;;1;1
J & V;Boddeus, Cornelissen en Van Stekele;;;;;;;;1;1
J & V;Boerderij Prins;;1;;;;;;;1
J & V;bol.com B.V.;;1;1;;;1;;;1
J & V;Bond Solon;;;;;;1;;;1
J & V;Boom uitgevers Den Haag;;;;;;;;1;1
J & V;Bossers & Cnossen B.V.;;;;1;;;;;1
J & V;Bouman GGZ;;;;;;;;1;1
J & V;Bouwbedrijf Barten B.V.;;1;;;;;;;1
J & V;Bouwmeester Van Leeuwen B.V.;;;;;;;;1;1
J & V;BpN Groep B.V.;;1;;;;;;;1
J & V;Breijer Contractonderhoud B.V.;;1;;;;;;;1
J & V;Brijder Verslavingszorg B.V.;;;;;;;;1;1
J & V;Brite Telecom B.V.;;;;;;;;1;1
J & V;Brugmans Beheer B.V.;;;;;;;;1;1
J & V;Budget Phone Company B.V.;;;;;;;;1;1
J & V;Bumax B.V.;;1;;;;;;;1
J & V;Bumicom Telecommunicatie B.V.;;1;;;;;;;1
J & V;Bureau MaRe;;;;;;;;1;1
J & V;bureau MindsWare;;;;;1;;;;1
J & V;Bureau voor Interculturele Evaluatie B.V.;;;;;;1;;1;1
J & V;Buro Magis;;;;;;;;1;1
J & V;BuzzMaster B.V.;;;;;;;;1;1
J & V;C. Rietsema, Huisarts en acupuncturist;;;;;;;;1;1
J & V;C. Rijsdijk;;1;;;;;;;1
J & V;C.J.F. Kemperman;;;;;;;;1;1
J & V;Caiway;;;;;;;1;1;1
J & V;Calluna Tuindesign;;1;;;;;;;1
J & V;Cambridge Medical;;;;;;;;1;1
J & V;Cambrium IT Services B.V.;;;;;;;;1;1
J & V;Cardio Waterland;;;;;;;;1;1
J & V;CareSharing B.V.;;;;;1;;;;1
J & V;Carl Zeiss B.V.;;1;;;;;;;1
J & V;Carthago ICT;;;;;1;;;;1
J & V;Case Telecom B.V.;;;;;;;;1;1
J & V;Cathreine B.V.;;;;;;;;1;1
J & V;CBizz B.V.;;;;;;;1;1;1
J & V;Cell Signaling Technology Europe B.V.;;;;;1;;;;1
J & V;CEM Productions Unlimited;;;;;;;;1;1
J & V;CensCenter B.V.;;;;;;;1;;1
J & V;Central Point Holding B.V.;;;1;;;;;;1
J & V;Centrale RINO B.V.;;;;;;;;1;1
J & V;Centrum '45;;;;;;;;1;1
J & V;CenturyLink Communications NL B.V.;;;;1;;;;;1
J & V;Change Worx;;;;;;;;1;1
J & V;Charta Beheer B.V.;;;;;;;;1;1
J & V;Chubb Fire & Security Amsterdam;;1;;;;;;;1
J & V;CJ2 Development B.V.;;;;;;;1;;1
J & V;Claranet Benelux B.V.;;;;;;;;1;1
J & V;CloudVPS;;;;;;;1;1;1
J & V;Co & Co Solutions B.V.;;;;1;;;;1;1
J & V;Co÷peratie Medisch Centrum Eudokia U.A.;;;;;;;;1;1
J & V;Co÷peratie Medisch Specialisten Gelre U.A.;;;;;;;;1;1
J & V;Co÷peratie Medisch Specialistisch Bedrijf Streekziekenhuis Koningin Beatrix U.A.;;;;;;;;1;1
J & V;Co÷peratie Oogheelkunde Bravis U.A.;;;;;;;;1;1
J & V;CoÃƒÂ¶p. Med. Special. Bedrijf Midden-Brabant U;;;;;;;;1;1
J & V;CoÃƒÂ¶per. medisch specialisten MSB Drachten UA;;;;;;;;1;1
J & V;CoÃƒÂ¶perat. Huisartsenpraktijk De Lantaarn UA;;;;;;;;1;1
J & V;CoÃƒÂ¶peratie specialisten Jonkerbosch UA;;;;;;;;1;1
J & V;Cognitech Systems GmbH;;;;;1;;;;1
J & V;Cognitech, Inc;;;;;1;;;;1
J & V;Colombo B.V.;;;;;;;;1;1
J & V;Com-Connect B.V.;;1;;;1;;;;1
J & V;Communicatie Techniek Jaspers;;;;;;;1;;1
J & V;Communications Security Net B.V.;;;;;;;;1;1
J & V;Companies House;;;;;;;1;;1
J & V;Computel Stand-By B.V.;;;;;;;;1;1
J & V;Connecting, Constructie- en Technische Handelsonderneming B.V.;;1;;;;;;;1
J & V;Conrad Electronic Benelux B.V.;;1;1;1;;1;;;1
J & V;Contimeta B.V.;;1;;;;;;;1
J & V;Coolblue B.V.;;1;1;;;1;;;1
J & V;Coolwave Communications B.V.;;;;;;;;1;1
J & V;Coöp. Medisch Specialist. Bedr. Franciscus UA;;;;;;;;1;1
J & V;Coöperat. Medisch Specialist. Bedr. Matrix UA;;;;;;;;1;1
J & V;Coöperatie Medici Oogzorg Rotterdam UA;;;;;;;;1;1
J & V;Coöperatie Medisch Specialisten IJmond UA;;;;;;;;1;1
J & V;Coöperatief Medisch Specialisten Rijnstate UA;;;;;;;;1;1
J & V;Coöperatief MSB Meander Medisch Centrum UA;;;;;;;;1;1
J & V;Cornelissen Aannemingsbedrijf B.V.;;1;;;;;;;1
J & V;Creaim B.V.;;;;;1;1;1;;1
J & V;Creapolis Media;;;;;1;;;;1
J & V;Crescent Security Services, Inc.;;;;;;;;1;1
J & V;CSU B.V.;;;;;;;1;;1
J & V;Cyprien Ntirenganya;;;;;;;;1;1
J & V;D. van Wijngaarden;;;;;;;;1;1
J & V;D.A. Jumpertz;;;;1;;;;;1
J & V;D.M. de Bruyn Beleidsadvies;;;;;;;;1;1
J & V;Dagvoorzitter.nl;;;;;;;;1;1
J & V;Dassen Bouw B.V.;;1;;;;;;;1
J & V;Data Management Professionals B.V.;;;;;;;;1;1
J & V;DataExpert B.V.;;;1;;1;;;;1
J & V;DATARECUPERATIE bvba;;;1;;;;;;1
J & V;DataWeb B.V.;;;;;;;;1;1
J & V;Daxisweb B.V.;;;;;;;;1;1
J & V;De Booij Party- en Congresarchitekten;;;;;;;;1;1
J & V;De Bossche Specialisten Coöperatie UA;;;;;;;;1;1
J & V;De Federatie B.V.;;;;;;;;1;1
J & V;De Groot B.V.;;1;;;;;;;1
J & V;De Heeg Internet Solutions B.V.;;;;;;;1;;1
J & V;De Hoogstraat Revalidatie;;;;;;;;1;1
J & V;De Horst;;;;;;;;1;1
J & V;De Klantcontact Monitor B.V.;;;;;1;;1;1;1
J & V;De La Rubia Interieurbouw & Timmerwerk;;1;;;;;;;1
J & V;De Natris Consult;;;;;;;;1;1
J & V;De Rijk Magazijninrichting B.V.;;1;;;;;;;1
J & V;De Veranderzaak;;;;;;;;1;1
J & V;De Vos & Partners Advocaten N.V.;;;;;;;;1;1
J & V;De Wit Communicatie Techniek;;1;;;;;;;1
J & V;De Witte Schuur;;1;;;;;;;1
J & V;Dean Connect B.V.;;;;;;;;1;1
J & V;Decos Software Engineering B.V.;;;;;;;1;1;1
J & V;deLex B.V.;;;;1;;;;;1
J & V;Dell Int. Holdings XII CoÃ¶peratief UA;;1;1;;;;;;1
J & V;DELTA Comfort B.V.;;;;;;;1;;1
J & V;DELTA Energie B.V.;;;;;;;1;;1
J & V;Demca;;1;;;;;;;1
J & V;Dental Union B.V.;;;;;;;;1;1
J & V;Dentalair Products Nederland B.V.;;1;;;;;;;1
J & V;Dialoc ID Products B.V.;;1;;;;;;;1
J & V;Diamond Telecom Products B.V.;;;;;;;1;;1
J & V;Digital Playground;;;;;;;;1;1
J & V;Digital Revolution B.V.;;;;1;;;;;1
J & V;Dimencegroep;;;;;;;;1;1
J & V;DLT Media B.V.;;1;;;;;;;1
J & V;DMARC Analyzer B.V.;;;;;1;;;;1
J & V;Doclogic B.V.;;;;;1;;;;1
J & V;DocWolves B.V.;;;;;;;;1;1
J & V;Dokkumer Vlaggen Centrale B.V.;;;;;;;;1;1
J & V;Doktershuis Oude Noorden;;;;;;;;1;1
J & V;Doorkijk;;;;;;;;1;1
J & V;Dr. G. Collee;;;;;;;;1;1
J & V;Dr.D.J. Vinkers, Psychiater;;;;;;;;1;1
J & V;Driessen B.V.;;;;;;;;1;1
J & V;Drillster B.V.;;;;;1;;;;1
J & V;Drosten Medical Consult;;;;;;;;1;1
J & V;Drs. R. Lunde;;;;;;;;1;1
J & V;Drs. T.A. Wouters, Psychiater;;;;;;1;;;1
J & V;DSD Automatisering B.V.;;;;;;;;1;1
J & V;DTG B.V.;;;;;;;1;;1
J & V;Duodecima;;;;;;;;1;1
J & V;Dyna-Tech;;;1;;;1;;;1
J & V;Easy Office Online B.V.;;;;;;;;1;1
J & V;Easyhosting B.V.;;;;;;1;;;1
J & V;Eerstelijnspsychologenpraktijk A.G. Verkade;;;;;;;;1;1
J & V;eFormity;;1;;;;;;;1
J & V;Eijsink Afrekensystemen;;1;1;;;;;;1
J & V;Eilie Telecom B.V.;;;;;;;;1;1
J & V;Elke Geurts;;;;;;;;1;1
J & V;Emango Internet Services B.V.;;;;;;;;1;1
J & V;Emtek Ergonomics B.V.;;1;;;;;;;1
J & V;EnablE-U B.V.;;;;;1;;;;1
J & V;ENGIE Serv. Zuid vestiging Maastricht-Airport;;1;;;;;1;;1
J & V;Enof creatieve communicatie B.V.;;;;;1;;;;1
J & V;E-Quest Automatisering B.V.;;;;;;;;1;1
J & V;Equipment Services B.V.;;;1;;;;;;1
J & V;Equium Holding B.V.;;;;;1;;1;;1
J & V;Ergatis B.V.;;;;;;;1;;1
J & V;Ergo2Work B.V.;;;1;;;;;;1
J & V;Ergozit;;1;;;;;;;1
J & V;Europresto B.V.;;;;1;;;;;1
J & V;Eurotempest B.V.;;;1;;;;;;1
J & V;Exact Netherlands B.V.;;;;;;1;;;1
J & V;ExamVision Nederland;;1;;;;;;;1
J & V;Exception B.V.;;;;;;;1;;1
J & V;Exclaimer Europe B.V.;;;;1;;;;;1
J & V;F & J Beumer B.V.;;1;;;;;;;1
J & V;F.H.A. Zoethout;;;;;;;;1;1
J & V;Facilion B.V.;;;;;;1;;;1
J & V;Faillissementsfraude.nl B.V.;;;;;;;;1;1
J & V;Falck AVD;;;;;1;;;;1
J & V;Fanplay;;;;1;;;;;1
J & V;Feltor Lighting;;1;;;;;;;1
J & V;Fepatex Nederland B.V.;;1;;;;;;;1
J & V;FiberXS Holding B.V.;;;;;;;;1;1
J & V;Fier;;;;;;;;1;1
J & V;Fietje Schelling;;;;;;;;1;1
J & V;First Element B.V.;;;;;1;;;;1
J & V;Fisher Emergo B.V.;;1;;;;;;;1
J & V;Flamingo Television Bonaire B.V.;;;;;;;1;;1
J & V;Flash Rental Services B.V.;;;1;1;;2;;;1
J & V;Flevohuis;;;;;;;;1;1
J & V;Flexchair B.V.;;1;;;;;;;1
J & V;FlexKnowledge B.V.;;;;;;;;1;1
J & V;Flexpool Publieksector.nl;;;;1;;;;;1
J & V;FM Projekten B.V.;;1;;;;;;;1
J & V;FMMU B.V.;;;;;;;;1;1
J & V;Forensic Navigation Ltd;;;;;1;;;;1
J & V;Fortes Solutions B.V.;;;;;1;;;1;1
J & V;Frama Nederland;;;1;;;;;;1
J & V;Freddy Dezeure BVBA;;;;;;;;1;1
J & V;Freelance praktijk A.C.M. Akkermans;;;;;;;;1;1
J & V;FREETEL.NL;;;;;;;;1;1
J & V;Frephitophe;;;;;;;;1;1
J & V;Fysio Westerpark;;;;;;;;1;1
J & V;Fysiotherapie Cranial;;;;;;;;1;1
J & V;Fysiotherapie De Oppers;;;;;;;;1;1
J & V;Fysiotherapie Marco Polo;;;;;;;;1;1
J & V;Fysiotherapie van Iersel en Schreurs;;;;;;;;1;1
J & V;G. Kerster;;;;;;;;1;1
J & V;GÃ‰ANT Vereniging;;;;;;1;;;1
J & V;Gaffar;;;;;;;;1;1
J & V;Galaxy Business Networks;;;;;;;;1;1
J & V;GamblingCompliance LTD;;;;;;;;1;1
J & V;Gannexion B.V.;;;;;;1;1;;1
J & V;Gebr. van der Donk B.V.;;;;;;;1;;1
J & V;Gebruder Weiss AG;;1;;;;;;;1
J & V;Geefirm B.V.;;;;;;;;1;1
J & V;Gehlen Zonwering B.V.;;1;;;;;;;1
J & V;Generation F B.V.;;;;;;;;1;1
J & V;Geometius B.V.;;;;1;;;;;1
J & V;Geostick Self-Adhesive Labels;;;;;;;;1;1
J & V;Gezondheidscentrum Camminghaburen;;;;;;;;1;1
J & V;Gezondheidscentrum De Spil;;;;;;;;1;1
J & V;Gezondheidscentrum Dokter aan de Lek;;;;;;;;1;1
J & V;Gezondheidscentrum Lange Hille;;;;;;;;1;1
J & V;Gezondheidscentrum Leidschenveen;;;;;;;;1;1
J & V;Gezondheidscentrum Venserpolder;;;;;;;;1;1
J & V;GGZ inGeest Overschiestraat;;;;;;;;1;1
J & V;GGzE;;;;;;;;1;1
J & V;GGZ-Reflection Haaglanden B.V.;;;;;;;;1;1
J & V;Gjaltema Verhuur B.V.;;1;;;;;;;1
J & V;GJW Waarneming;;;;;;;;1;1
J & V;Global-e ICT solutions B.V.;;;;;;;;1;1
J & V;Globe Telecom;;;;;;;;1;1
J & V;GnTel B.V.;;;;;;;;1;1
J & V;Gosler huisarts waarnemingen;;;;;;;;1;1
