OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,AZIMUT,BRON,REF_PAALINSTALLATIE_PUIC,REF_OVERWEG_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
1649,b8dc8f32-8448-4641-bebd-50132d0582e9,,60,Bestaand,,,Arcadis,3d6395d7-f3f4-4d88-a00c-0709b8507c9e,7a00b141-069c-40fc-b565-a0033a91ac94,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,68.401966,"68,401966",5.509126,"5,509126",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,222883.465,585183.655,53.2489065,6.40420448,Zuidhorn,ZH,PPLG
1650,673beb39-4a9f-409d-b272-93dceb2f02ca,,60,Bestaand,,,Arcadis,c9c59f00-6a81-46f0-839c-66ab7f92cbda,7a00b141-069c-40fc-b565-a0033a91ac94,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,68.404812,"68,404812",-6.025454,"-6,025454",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,222891.335,585192.555,53.24898546,6.40432425,Zuidhorn,ZH,PPLG
1651,ca627bc3-2454-45df-9cc9-3ace5f638302,,60,Bestaand,,,Arcadis,643b5c32-6847-4c2d-a658-29fa91bbefca,32e554ad-399e-453d-904f-4de7e09bf40f,Wd-Ledn,Woerden - Leiden Centraal ,534,a,534,534_a,Leiden Centraal,31.605965,"31,605965",-6.568858,"-6,568858",ProRail,Randstad Zuid,RZ,BAAN,Rijn en Gouwe,100,Leiden,1,92728.246,464020.678,52.16083747,4.47712021,Leiden Centraal,LEDN,PPLG
1652,d43e3fd4-49a5-41cd-8303-b5bdf1c11398,,60,Bestaand,,,Arcadis,0d2a5fd6-f121-41d1-9b9c-a80fc7da80d6,32e554ad-399e-453d-904f-4de7e09bf40f,Wd-Ledn,Woerden - Leiden Centraal ,534,a,534,534_a,Leiden Centraal,31.59089,"31,590890",-5.117294,"-5,117294",ProRail,Randstad Zuid,RZ,BAAN,Rijn en Gouwe,100,Leiden,1,92734.214,464006.135,52.16070744,4.47721008,Leiden Centraal,LEDN,PPLG
1653,a9793bd0-5086-4696-87a8-6bcd6e53ef5a,,60,Bestaand,,,Arcadis,b6ad87f9-7622-43fb-a1bc-4ff2abdfcfb7,32e554ad-399e-453d-904f-4de7e09bf40f,Wd-Ledn,Woerden - Leiden Centraal ,534,a,534,534_a,Leiden Centraal,31.604707,"31,604707",5.556312,"5,556312",ProRail,Randstad Zuid,RZ,BAAN,Rijn en Gouwe,100,Leiden,1,92740.336,464022.234,52.16085281,4.47729659,Leiden Centraal,LEDN,PPLG
1654,a99c31c4-574c-4759-a153-d034e45b9112,,60,Bestaand,,,Arcadis,4d66d152-bfcb-4205-b7f4-2f1b41587807,ce723279-e898-4a68-979c-15d433344415,Zd-Ekz,Zaandam - Enkhuizen ,079,,79,079__,Zaandam - Hoorn,16.820558,"16,820558",-5.465504,"-5,465504",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,128393.162,503936.513,52.52244718,4.99517758,Hoorn - Purmerend Overwhere,HN-PMO,Vrije baan
1655,73e1efdf-9745-4e85-9e7d-237e7b33c5b7,,60,Bestaand,,,Arcadis,63e62f77-ab84-46ec-b873-8959a9035b10,c3c2a46e-a922-477e-891d-35105a3d8211,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,34.351246,"34,351246",3.161209,"3,161209",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,238310.881,447591.651,52.01042383,6.60069559,Lichtenvoorde = Groenlo,LTV,PPLG
1656,6d6659cd-ed91-44c3-9822-631256c7f907,,60,Bestaand,,,Arcadis,21e7c388-020b-4b3c-9a25-77dd0fd4e5da,c3c2a46e-a922-477e-891d-35105a3d8211,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,34.342727,"34,342727",-3.651222,"-3,651222",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,238306.604,447601.688,52.01051467,6.60063574,Lichtenvoorde = Groenlo,LTV,PPLG
1657,832c4f97-151e-4862-8077-6d012dd216ec,,60,Bestaand,,,Fugro,7ac8a531-079c-48a2-a8d7-9dacbfea3992,7d39166a-cb89-41b9-b95b-bb9333c8493c,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,15.965218,"15,965218",-5.185939,"-5,185939",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,145858.383,406469.871,51.64699037,5.25511991,Tilburg Industrieterrein - Vught Aansl.,TBI-VGA,Vrije baan
1658,c321485e-5d53-4ec6-9ddf-3df41b353560,,60,Bestaand,,,Fugro,7dad9003-56b8-4d00-b61b-1947c600ff7d,7d39166a-cb89-41b9-b95b-bb9333c8493c,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,15.980421,"15,980421",5.748084,"5,748084",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,145877.16,406468.794,51.64698099,5.25539123,Tilburg Industrieterrein - Vught Aansl.,TBI-VGA,Vrije baan
1659,427fcfba-4027-48a5-99eb-7a3911933262,,60,Bestaand,,,Arcadis,fd004a3c-53de-466c-83e7-5933a0229c75,48db28d3-a42e-437d-9174-67ba94f0e875,Hgl-Odzg,Hengelo - Oldenzaal Grens ,026,,26,026__,Hengelo - Oldenzaal Grens,19.053171,"19,053171",-5.726018,"-5,726018",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,254233.713,477497.892,52.27652937,6.84128931,Hengelo - Oldenzaal,HGL-ODZ,Vrije baan
1660,82d2a23d-0ccb-4d8a-a6ff-9a5a13cefc9b,,60,Bestaand,,,Fugro,,d31f98ba-d313-4387-9ec6-3f6cb00d6ec6,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,2.997533,"2,997533",-5.254313,"-5,254313",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,88014.343,392457.54,51.5171279,4.42211467,Roosendaal - Kragge,RSD-KRGE,Vrije baan
1661,8106d978-b1c4-4f49-b569-c8dcd67b566f,,60,Bestaand,,,Arcadis,,45e0e20c-f195-4170-b9a6-dbc17e26a21c,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,084,,84,084__,Amsterdam Sloterdijk - Haarlem,11.073589,"11,073589",5.916848,"5,916848",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,109590.682,488943.103,52.38646422,4.72019003,Halfweg - Haarlem,HW-HLM,Vrije baan
1662,e95e2050-db1a-4742-a6b7-c139565ffe21,,60,Bestaand,,,Fugro,f8da4f81-a091-4aac-83a6-a62916fbc58b,3b67e9b3-8aac-427f-bd1d-04959bef015e,Std-Hz,Sittard - Herzogenrath (D) ,661,b,661,661_b,Landgraaf,21.7745,"21,774500",-9.948654,"-9,948654",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,199503.577,323172.459,50.89659746,6.01975331,Landgraaf,LG,PPLG
1663,e76532ea-9c80-4199-a56d-18a0938e79ee,,60,Bestaand,,,Fugro,a11f3c91-7385-4627-aef8-365401a35184,3b67e9b3-8aac-427f-bd1d-04959bef015e,Std-Hz,Sittard - Herzogenrath (D) ,661,b,661,661_b,Landgraaf,21.770079,"21,770079",-21.243657,"-21,243657",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,199497.467,323182.953,50.89669226,6.01966776,Landgraaf,LG,PPLG
1664,44047acb-eb14-4eda-881c-66bd9f9168f8,,60,Bestaand,,,Arcadis,52afdd38-c8b8-4c4e-a128-c2181ee93339,4c1ed2c9-77fe-46ac-abfe-94044a21b8cc,Zp-Esg,Zutphen - Enschede Grens ,028,,28,028__,Hengelo - Enschede Grens,54.115855,"54,115855",3.361614,"3,361614",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,258297.518,471665.563,52.22337699,6.89903575,Enschede - Enschede Grens,ES-ESG,Vrije baan
1665,90832761-6a01-436e-b547-248a460c9830,,60,Bestaand,,,Arcadis,ad1c6d09-3104-457e-b71a-9f0cd9823f1b,4c1ed2c9-77fe-46ac-abfe-94044a21b8cc,Zp-Esg,Zutphen - Enschede Grens ,028,,28,028__,Hengelo - Enschede Grens,54.145629,"54,145629",-3.454963,"-3,454963",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,258325.462,471677.709,52.22348089,6.8994483,Enschede - Enschede Grens,ES-ESG,Vrije baan
1666,1e9e1238-3dee-4ed0-86bb-0ee53df34006,,60,Bestaand,,,Arcadis,1c5208d6-f84e-464c-84cb-c98952496888,4d1f514b-f646-4e6c-ac6a-087b0105d93c,Zl-Lw,Zwolle - Leeuwarden ,013,,13,013__,Herfte Aansl. - Meppel,83.86409,"83,864090",6.196905,"6,196905",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,210123.18,507455.393,52.55193583,6.19994471,Zwolle - Dedemsvaart,ZL-DDV,Vrije baan
1667,56504116-3bb0-46d0-bb87-2f38fe3523d6,,60,Bestaand,,,Arcadis,8ae262df-bc39-413f-b959-89c0d0c1684e,32cfc9fc-b460-4e88-a86a-961174608c82,Est-Gdm,Elst - Geldermalsen ,042,,42,042__,Vork - Kesteren,6.126288,"6,126288",5.94933,"5,949330",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,183049.692,436420.498,51.91556497,5.79489521,Kesteren - Elst Aansl.,KTR-ESTA,Vrije baan
1668,c21f5a7e-a546-40d5-80de-ec216d4bed13,,60,Bestaand,,,Arcadis,5db4864e-875c-43db-85b3-53106baf36bd,32cfc9fc-b460-4e88-a86a-961174608c82,Est-Gdm,Elst - Geldermalsen ,042,,42,042__,Vork - Kesteren,6.118194,"6,118194",-6.915786,"-6,915786",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,183052.538,436405.625,51.91543115,5.79493536,Kesteren - Elst Aansl.,KTR-ESTA,Vrije baan
1669,8d06e9c9-21a8-4bdb-b71c-33b7a3f912ef,,60,Bestaand,,,Arcadis,b1bfcc6d-4145-4255-ac0b-fbb8c6c30318,83bc8e35-1c64-409b-baa9-a09d99606132,Swd-Rd,Sauwerd - Roodeschool ,200,,200,200__,Winsum - Roodeschool,8.282227,"8,282227",7.045239,"7,045239",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,230362.004,597953.064,53.36262361,6.51923299,Baflo,BF,PPLG
1670,c1adca0b-9a72-419f-bc27-d4c3dad066ee,,60,Bestaand,,,Fugro,,df0a9904-d5ce-45de-bd5f-f6dec7f053d3,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,34.539922,"34,539922",5.278256,"5,278256",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,189836.791,347242.903,51.11362477,5.88468643,Susteren - Maasbracht,SRN-MBT,Vrije baan
1671,1c60cb61-5ce4-4ef2-929e-a6a077788660,,60,Bestaand,,,Fugro,,df0a9904-d5ce-45de-bd5f-f6dec7f053d3,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,34.508293,"34,508293",-4.863721,"-4,863721",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,189814.339,347218.035,51.11340262,5.88436339,Susteren - Maasbracht,SRN-MBT,Vrije baan
1672,04bfa55b-d61c-4700-ba8e-4f8725b3c660,,60,Bestaand,,,Arcadis,,e3fec0fb-0adc-4a31-a735-31d49b98ed2f,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,20.997553,"20,997553",5.512234,"5,512234",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,115717.528,533593.345,52.78819791,4.80490437,Schagen,SGN,PPLG
1673,0993d236-c641-4db0-8fd1-e9a89c4e9e09,,60,Bestaand,,,Arcadis,,e3fec0fb-0adc-4a31-a735-31d49b98ed2f,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,20.986889,"20,986889",-6.04722,"-6,047220",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,115728.301,533604.789,52.78830153,4.80506269,Schagen,SGN,PPLG
1674,632740b0-29dd-4eec-9edb-9235ff89ed93,,60,Bestaand,,,Arcadis,ecf21750-a1e5-484d-b472-3907f15bad11,3ec63479-9afa-4a71-9cd4-8264262e2fd2,Ah-Zl,Arnhem - Zwolle ,030,,30,030__,Zutphen - Deventer,32.911544,"32,911544",-8.191612,"-8,191612",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,212876.195,466800.151,52.18629194,6.23352792,Zutphen - Deventer,ZP-DV,Vrije baan
1675,aa8f7a82-a546-469e-b1ab-ff42fbee6937,,60,Bestaand,,,Arcadis,395899ab-119d-4799-bb44-67b9c0b36568,3ec63479-9afa-4a71-9cd4-8264262e2fd2,Ah-Zl,Arnhem - Zwolle ,030,,30,030__,Zutphen - Deventer,32.906063,"32,906063",8.177716,"8,177716",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,212889.104,466788.685,52.18618754,6.23371471,Zutphen - Deventer,ZP-DV,Vrije baan
1676,96eb6fbe-488d-44e2-b1d9-87a6611c406d,,60,Bestaand,,,Fugro,,32231702-7c40-4a4e-990b-1391a5a95da5,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,19.883556,"19,883556",3.042442,"3,042442",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,131734.72,397387.482,51.56494595,5.05166277,Tilburg Universiteit,TBU,PPLG
1677,12ce4b7b-842d-4a67-8374-ca96d21737e7,,60,Bestaand,,,Fugro,,32231702-7c40-4a4e-990b-1391a5a95da5,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,19.883698,"19,883698",9.210494,"9,210494",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,131733.396,397381.456,51.56489173,5.05164407,Tilburg Universiteit,TBU,PPLG
1678,373fcd46-f2f1-4752-9e67-3583f2b471de,,60,Bestaand,,,Fugro,,16287c01-1b2c-471c-8935-ffd764d9c010,Fsz-Tnz,Zelzate (B) - Terneuzen ,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,25.485627,"25,485627",-4.345742,"-4,345742",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,46437.13,368220.138,51.29284784,3.83072082,Terneuzen Aansl.,TNZA,NCBG
1679,dbacd0c3-db76-41e6-8b36-42ac18363f07,,60,Bestaand,,,Fugro,,5f6138fc-6308-48d9-93fd-bcf908f79794,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,12.857597,"12,857597",-5.424622,"-5,424622",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,124894.287,399071.969,51.57976215,4.95286588,Gilze = Rijen - Tilburg Universiteit,GZ-TBU,Vrije baan
1680,ce927b04-7ce5-4af8-87a5-519209b64b95,,60,Bestaand,,,Arcadis,6cee5608-26b0-4c30-9b18-1001a6cb3d07,22310649-4bd6-459b-b446-6b24e2edf0a7,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,21.350063,"21,350063",-3.285282,"-3,285282",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,173027.655,560894.786,53.03465912,5.65595065,Sneek,SK,PPLG
1681,6a50aa0e-4eb1-4fdc-b8b4-907ab923465d,,60,Bestaand,,,Fugro,,da29d722-2b0c-4710-83f0-b11b9ed9318a,Bdl-Rm,Budel - Roermond ,059,,59,059__,Weert - Roermond,86.478622,"86,478622",8.062965,"8,062965",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,198117.996,357942.973,51.20923368,6.00423221,Roermond - Haelen,RM-HLN,Vrije baan
1682,a2384a96-7ab1-40bf-9328-ee97721ff926,,60,Bestaand,,,Fugro,,da29d722-2b0c-4710-83f0-b11b9ed9318a,Bdl-Rm,Budel - Roermond ,059,,59,059__,Weert - Roermond,86.481353,"86,481353",-6.1104,"-6,110400",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,198132.42,357943.624,51.20923843,6.00443869,Roermond - Haelen,RM-HLN,Vrije baan
1683,f8ca3773-9d58-478d-8512-e880e760d0a3,,60,Bestaand,,,Arcadis,,43cbf533-6058-4fb0-af19-8021431ba6c1,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,40.692677,"40,692677",-7.68376,"-7,683760",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,93715.274,469150.629,52.20705063,4.49061683,Leiden Centraal - Lisse,LEDN-LIS,Vrije baan
1684,283d1362-0355-4484-b4b4-0b982b2c7eaa,,60,Bestaand,,,Arcadis,,43cbf533-6058-4fb0-af19-8021431ba6c1,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,40.686395,"40,686395",7.690191,"7,690191",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,93698.955,469153.763,52.20707698,4.49037755,Leiden Centraal - Lisse,LEDN-LIS,Vrije baan
1685,4470c67f-ab3c-47c6-8f24-0bf12f74ed40,,60,Bestaand,,,Arcadis,,a18fc7c6-48a1-4136-8a02-40430095161a,Ah-Zl,Arnhem - Zwolle ,034,,34,034__,Velperbroek Aansl. - Dieren,3.697427,"3,697427",6.196652,"6,196652",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,195314.584,445170.168,51.99345191,5.97418161,Dieren - Velperbroek Aansl.,DR-VA,Vrije baan
1686,7fcaeb65-aacf-4835-8f40-460e4f84f1b7,,60,Bestaand,,,Arcadis,,a18fc7c6-48a1-4136-8a02-40430095161a,Ah-Zl,Arnhem - Zwolle ,034,,34,034__,Velperbroek Aansl. - Dieren,3.708201,"3,708201",-5.552572,"-5,552572",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,195325.6,445182.172,51.993559,5.97434341,Dieren - Velperbroek Aansl.,DR-VA,Vrije baan
1687,228dbb6d-c9a8-4248-b0f5-ff772a089bb5,,60,Bestaand,,,Arcadis,,a18fc7c6-48a1-4136-8a02-40430095161a,Ah-Zl,Arnhem - Zwolle ,034,,34,034__,Velperbroek Aansl. - Dieren,3.69471,"3,694710",-5.28008,"-5,280080",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,195312.035,445181.708,51.99355582,5.97414586,Dieren - Velperbroek Aansl.,DR-VA,Vrije baan
1688,b9e2697a-36a2-45db-aab6-fd64ce606bc9,,60,Bestaand,,,Arcadis,78920c9f-ff50-4f7e-b99d-7aef1c56f7f2,ba9f236c-f8a0-44b6-a3c1-0c722af53cfa,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,12.581604,"12,581604",-7.810961,"-7,810961",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,219506.758,457811.193,52.1047734,6.32876911,Vorden,VD,PPLG
1689,7261a623-fd88-477e-a9e7-706cebca0514,,60,Bestaand,,,Arcadis,9fe50214-8d6b-4c70-a62d-1e2c8a57cca1,ba9f236c-f8a0-44b6-a3c1-0c722af53cfa,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,12.608755,"12,608755",5.250104,"5,250104",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,219527.991,457789.789,52.10457856,6.32907494,Vorden,VD,PPLG
1690,dfdcecb8-850d-4de0-9bcb-df77d671795a,,60,Bestaand,,,Arcadis,eac0235f-3a82-459d-8bd8-3fe0365c51c9,4415effb-718f-456d-a531-5e683bb51c4b,Hgl-Odzg,Hengelo - Oldenzaal Grens ,026,,26,026__,Hengelo - Oldenzaal Grens,29.259014,"29,259014",5.579658,"5,579658",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,263530.679,480977.529,52.3060394,6.97859078,Oldenzaal Grens - Oldenzaal,ODZG-ODZ,Vrije baan
1691,cfbd18e2-c1ff-47d7-b33b-6bad50077a8a,,60,Bestaand,,,Arcadis,55f295b1-f204-4d64-b332-5f739dfd8b66,04671062-1066-47e2-b76f-270a5ca8ae32,Dr-Apd,Dieren - Apeldoorn ,209,,209,209__,Dieren - Apeldoorn,18.57701,"18,577010",3.519709,"3,519709",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,195738.988,466421.279,52.18441857,5.98290078,Apeldoorn,APD,NCBG
1692,d02b34de-247e-4cf1-a478-b843b0a43e53,,60,Bestaand,,,Arcadis,d80c1833-1484-4ed3-a367-06cadc87ff32,04671062-1066-47e2-b76f-270a5ca8ae32,Dr-Apd,Dieren - Apeldoorn ,209,,209,209__,Dieren - Apeldoorn,18.568306,"18,568306",-3.563508,"-3,563508",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,195731.903,466412.535,52.18434051,5.98279614,Apeldoorn,APD,NCBG
1693,04bdf466-68d5-4a82-ad69-11db457a4dbc,,60,Bestaand,,,Arcadis,af51e291-8b93-4457-a7dc-b1cf40ca4a04,04671062-1066-47e2-b76f-270a5ca8ae32,Dr-Apd,Dieren - Apeldoorn ,209,,209,209__,Dieren - Apeldoorn,18.544645,"18,544645",-3.723662,"-3,723662",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,195731.738,466388.763,52.18412687,5.98279087,Apeldoorn,APD,NCBG
1694,80a8613c-adb3-4de7-bc63-c24fffe0f83e,,60,Bestaand,,,Arcadis,22ca9edc-1f74-4482-b28b-aa8303ad5f5f,bb419469-1b83-48f2-b1e3-d9d23d9f79f6,Hdr-Zd,Den Helder - Zaandam ,075,,75,075__,Alkmaar - Uitgeest,46.906887,"46,906887",8.497912,"8,497912",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,108561.039,512812.913,52.60089204,4.70174704,Alkmaar - Uitgeest,AMR-UTG,Vrije baan
1695,52b17c13-3302-48d9-9fcf-4229e0b2eefc,,60,Bestaand,,,Arcadis,15d45485-2fbb-4bd5-8f4a-e95049625433,bb419469-1b83-48f2-b1e3-d9d23d9f79f6,Hdr-Zd,Den Helder - Zaandam ,075,,75,075__,Alkmaar - Uitgeest,46.893047,"46,893047",7.893179,"7,893179",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,108568.165,512824.906,52.60100042,4.70185053,Alkmaar - Uitgeest,AMR-UTG,Vrije baan
1696,f0d4af8b-26b1-475c-bd01-4ab746c9e8cc,,60,Bestaand,,,Arcadis,8f05fd06-0729-48c0-af19-45b93dfdbf49,bb419469-1b83-48f2-b1e3-d9d23d9f79f6,Hdr-Zd,Den Helder - Zaandam ,075,,75,075__,Alkmaar - Uitgeest,46.89302,"46,893020",-7.065229,"-7,065229",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,108581.352,512817.845,52.60093809,4.70204615,Alkmaar - Uitgeest,AMR-UTG,Vrije baan
1697,3877328c-5abf-4321-93f3-fd79dd07815a,,60,Bestaand,,,Arcadis,837f9028-2021-4086-aab3-f2abb7620c62,bb419469-1b83-48f2-b1e3-d9d23d9f79f6,Hdr-Zd,Den Helder - Zaandam ,075,,75,075__,Alkmaar - Uitgeest,46.898204,"46,898204",-7.103396,"-7,103396",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,108578.913,512813.229,52.6008964,4.7020108,Alkmaar - Uitgeest,AMR-UTG,Vrije baan
1698,834116c5-a212-40e2-a207-a349577e2c8f,,60,Bestaand,,,Arcadis,04543996-2a27-4f3f-b89a-9e4ad4176062,bb419469-1b83-48f2-b1e3-d9d23d9f79f6,Hdr-Zd,Den Helder - Zaandam ,075,,75,075__,Alkmaar - Uitgeest,46.913732,"46,913732",-7.241022,"-7,241022",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,108571.659,512799.412,52.60077162,4.70190567,Alkmaar - Uitgeest,AMR-UTG,Vrije baan
1699,7ada7373-fc58-479e-b44c-24eea92f5ff1,,60,Bestaand,,,Arcadis,,a5b5206f-c375-4116-b7af-3d59d6ab540f,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,57.133939,"57,133939",5.33769,"5,337690",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderland,33,178609.754,484996.013,52.35235974,5.73373778,Harderwijk - Nunspeet,HD-NS,Vrije baan
1700,782058eb-2e73-4450-a2c4-be12d891918c,,60,Bestaand,,,Fugro,,a39c873c-1a6d-445d-bc39-a0a485170ce1,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,801,a,801,801_a,Moerdijk Industrieterrein,1.553698,"1,553698",3.361049,"3,361049",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,104047.152,413742.428,51.71011572,4.64998109,Moerdijk Industrieterrein,MDKI,NCBG
1701,6647731e-356c-4de9-9b92-696a8694c4c9,,60,Bestaand,,,Fugro,,a39c873c-1a6d-445d-bc39-a0a485170ce1,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,801,a,801,801_a,Moerdijk Industrieterrein,1.542922,"1,542922",-3.635382,"-3,635382",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,104057.242,413733.31,51.71003469,4.6501284,Moerdijk Industrieterrein,MDKI,NCBG
1702,54005227-47f9-4cf6-86ce-3faefefdfa57,,60,Bestaand,,,Arcadis,9faaf3ca-99d3-44a4-876c-a721d0f43a83,afdfaffb-f5f2-43d9-8fbd-72d132e35e06,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,21.825767,"21,825767",-6.342594,"-6,342594",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,172662.524,560589.096,53.03192429,5.65049097,Sneek,SK,PPLG
1703,c2d13f3b-9521-44ef-8a0a-63b6fef39179,,60,Bestaand,,,Arcadis,4c1d2b07-0d5f-4830-a1e7-3173316641c5,afdfaffb-f5f2-43d9-8fbd-72d132e35e06,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,21.821921,"21,821921",-6.171434,"-6,171434",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,172665.315,560591.767,53.0319482,5.65053272,Sneek,SK,PPLG
