OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,AZIMUT,BRON,REF_PAALINSTALLATIE_PUIC,REF_OVERWEG_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
1704,cd0a72c4-d6df-49a0-922e-0926829ec581,,60,Bestaand,,,Arcadis,c6511a5c-1c0e-4a54-ae5e-180ba7ec3b1e,afdfaffb-f5f2-43d9-8fbd-72d132e35e06,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,21.822091,"21,822091",10.805993,"10,805993",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,172654.003,560604.428,53.03206235,5.65036479,Sneek,SK,PPLG
1705,48bf45dd-50e7-4737-96ee-ab2690800691,,60,Bestaand,,,Arcadis,54621a0f-0389-4ea6-8a4d-a80825a12c77,afdfaffb-f5f2-43d9-8fbd-72d132e35e06,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,21.825874,"21,825874",10.23228,"10,232280",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,172651.525,560601.496,53.03203608,5.65032769,Sneek,SK,PPLG
1706,d0e710b1-613c-49d1-8be1-2c6e7b44a4e6,,60,Bestaand,,,Fugro,,b362204c-a312-4a19-8c12-8d90c9749737,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,5.028968,"5,028968",5.246065,"5,246065",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,117271.516,400934.012,51.59603874,4.84269576,Gilze = Rijen - Breda,GZ-BD,Vrije baan
1707,5c02356e-6a90-471d-84b1-fb099ca48345,,60,Bestaand,,,Arcadis,8b0fd912-bc91-4022-92e6-5257cd71b525,acf21846-a9d5-485a-917c-e9937eb4def4,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,15.506158,"15,506158",8.066107,"8,066107",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,224380.173,526261.929,52.71930351,6.41405885,Koekange - Hoogeveen,KG-HGV,Vrije baan
1708,16e6c887-4a9b-47f9-9b6b-871cf00a575d,,60,Bestaand,,,Arcadis,e3a8eb80-2aba-472b-95cc-8583fd54b67e,acf21846-a9d5-485a-917c-e9937eb4def4,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,15.514544,"15,514544",-7.770195,"-7,770195",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,224382.816,526279.645,52.71946236,6.41410168,Koekange - Hoogeveen,KG-HGV,Vrije baan
1709,1da6f47c-b98a-483c-a0d9-fcc5f9dfd277,,60,Bestaand,,,Fugro,50366987-7cac-430e-b03c-7e36a7a2eb84,1950fc18-434b-4b98-80ad-f4030ef8c3c2,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,51.82132,"51,821320",4.108934,"4,108934",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,197815.761,397286.142,51.56288372,6.00467559,Vierlingsbeek - Venray,VLB-VRY,Vrije baan
1710,42721716-f10c-4fce-ae74-d67e394a69fc,,60,Bestaand,,,Arcadis,bf91e9a4-dcfa-47cb-9c0b-cc44d5d05c90,6aec4ddc-e918-4cfb-9009-76343982ba1a,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,20.50837,"20,508370",-5.158382,"-5,158382",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,171401.818,456567.586,52.09711468,5.62656523,Lunteren - Barneveld Centrum,LTN-BNC,Vrije baan
1711,694984d6-4227-4d32-a582-c999b76cf4ec,,60,Bestaand,,,Arcadis,b0ea2d16-6ca6-4ee6-b65b-c567f2764190,8d4a71f5-f4e3-4f00-8da6-7a2a81bbf8c4,Dv-Aml,Deventer - Almelo ,606,b,606,606_b,Almelo,37.517349,"37,517349",9.055744,"9,055744",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,240743.48,486798.639,52.36237237,6.64603127,Almelo,AML,PPLG
1712,b787f761-ce1c-4557-8acd-3dc5e606da47,,60,Bestaand,,,Arcadis,7f8f6296-a7f7-45dd-9e5c-fa658d97fb76,8d4a71f5-f4e3-4f00-8da6-7a2a81bbf8c4,Dv-Aml,Deventer - Almelo ,606,b,606,606_b,Almelo,37.510502,"37,510502",-9.925876,"-9,925876",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,240747.373,486818.427,52.36254958,6.64609346,Almelo,AML,PPLG
1713,fde8699d-6ec1-4869-b812-776f66bff37a,,60,Bestaand,,,Arcadis,,af194f32-f2db-4d8c-996e-4631e54447be,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,38.867623,"38,867623",-5.564355,"-5,564355",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,93349.01,470942.458,52.22311282,4.48493304,Leiden Centraal - Lisse,LEDN-LIS,Vrije baan
1714,d4accc22-85ba-4640-b164-81a8fc2fd8d4,,60,Bestaand,,,Arcadis,,af194f32-f2db-4d8c-996e-4631e54447be,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,38.894272,"38,894272",5.427033,"5,427033",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,93343.456,470914.236,52.22285857,4.4848569,Leiden Centraal - Lisse,LEDN-LIS,Vrije baan
1715,3aa758e6-ce5b-4cbf-96f5-a18e065a0967,,60,Bestaand,,,Arcadis,,043b4147-0c8f-495e-9d03-12b0220190bc,Gn-Dz,Groningen - Delfzijl ,201,,201,201__,Sauwerd - Delfzijl,15.317494,"15,317494",-3.269206,"-3,269206",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,235562.203,591908.182,53.30755899,6.59580517,Bedum,BDM,PPLG
1716,ca363b99-6ff5-4d79-bcdd-3147c69f509e,,60,Bestaand,,,Arcadis,,cebce51e-d7f2-48e9-aaec-c074137a1e50,Zd-Ekz,Zaandam - Enkhuizen ,626,c,626,626_c,Hoorn,32.779122,"32,779122",-8.957695,"-8,957695",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,132777.892,517519.341,52.64471199,5.05887327,Hoorn,HN,PPLG
1717,3a94ec88-de47-4a75-9c79-21b2e404ded8,,60,Bestaand,,,Arcadis,,cebce51e-d7f2-48e9-aaec-c074137a1e50,Zd-Ekz,Zaandam - Enkhuizen ,626,c,626,626_c,Hoorn,32.777246,"32,777246",10.110378,"10,110378",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,132772.871,517500.846,52.64454557,5.05880033,Hoorn,HN,PPLG
1718,f112c8f1-04a7-4adc-8a4a-a4088876dc69,,60,Bestaand,,,Arcadis,fb92896a-4e7c-4b51-a0d0-15996b5548ff,182ea05e-109a-4b41-b43c-72c69ca3cb19,Hea-Emn,Herfte Aansl. - Emmen ,204,,204,204__,Herfte Aansl. - Mariënberg,18.916266,"18,916266",3.558061,"3,558061",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,220791.694,502294.819,52.50438051,6.35620275,Dalfsen - Ommen,DL-OMN,Vrije baan
1719,86648c4e-48a1-4e17-884e-27bffa3de531,,60,Bestaand,,,Arcadis,ca652f8d-397e-41af-a91e-c37e4a2ff30a,182ea05e-109a-4b41-b43c-72c69ca3cb19,Hea-Emn,Herfte Aansl. - Emmen ,204,,204,204__,Herfte Aansl. - Mariënberg,18.909402,"18,909402",-3.893245,"-3,893245",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,220783.863,502301.226,52.50443902,6.3560887,Dalfsen - Ommen,DL-OMN,Vrije baan
1720,224204c5-ac64-40c8-9383-aff406b578e7,,60,Bestaand,,,Arcadis,,b19f4ab1-5e26-4161-880b-6adf7783b2c2,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,114.27725,"114,277250",-7.1443,"-7,144300",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,204505.068,533925.786,52.79034696,6.12108051,Steenwijk,SWK,PPLG
1721,4627ca73-5f19-4cd2-8b9a-52f57323f6a7,,60,Bestaand,,,Arcadis,,b19f4ab1-5e26-4161-880b-6adf7783b2c2,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,114.260912,"114,260912",9.210567,"9,210567",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,204525.117,533937.225,52.79044792,6.12137942,Steenwijk,SWK,PPLG
1722,3f769eec-ecf6-451b-93ac-c39519f9cfc1,,60,Bestaand,,,Arcadis,8d64a78a-3cee-42d4-a655-04128b01f696,73d5d2cb-4fce-4245-84fc-f53a0ea559b2,Hgl-Odzg,Hengelo - Oldenzaal Grens ,026,,26,026__,Hengelo - Oldenzaal Grens,27.26507,"27,265070",5.247618,"5,247618",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,261546.836,481024.887,52.3068528,6.94952697,Oldenzaal,ODZ,PPLG
1723,4f671ab0-82a9-48f0-aa64-ba7f3d6366d9,,60,Bestaand,,,Fugro,9f9fca1d-e1e7-4669-ade3-6b9c90ca227c,1f823536-8932-4041-abdc-3e45cf21cb31,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,26.18127,"26,181270",5.692031,"5,692031",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,185902.299,384717.67,51.45069498,5.83176327,Griendtsveen Overloopw. - Deurne,GRVN-DN,Vrije baan
1724,576b2bc6-b877-4baf-ae97-1b535ce0ba56,,60,Bestaand,,,Fugro,5eb5f894-87ca-4c49-8fb4-9f8d09cb2eec,d2f21623-1e27-494f-9c77-88016108fa51,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,29.315722,"29,315722",-5.09602,"-5,096020",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,182827.83,385304.273,51.4561279,5.78758138,Deurne,DN,PPLG
1725,fb9b763b-c5d9-4f12-9f71-8c2b260f861e,,60,Bestaand,,,Fugro,bb4b1c99-71a8-4c6f-8aa3-ec06e4fd4b26,d2f21623-1e27-494f-9c77-88016108fa51,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,29.315724,"29,315724",4.975059,"4,975059",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,182830.44,385314,51.4562152,5.7876197,Deurne,DN,PPLG
1726,ad561082-8261-4e9b-ba15-e10d99c66a72,,60,Bestaand,,,Arcadis,,36713e7d-71fc-4323-abf2-db0bbc106dcf,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,122.618745,"122,618745",-4.997099,"-4,997099",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,199290.012,540185.418,52.84704797,6.04462087,Steenwijk - Wolvega,SWK-WV,Vrije baan
1727,9a41a094-eb47-4ae8-b004-fedf5a2b7454,,60,Bestaand,,,Arcadis,,36713e7d-71fc-4323-abf2-db0bbc106dcf,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,122.610608,"122,610608",7.439999,"7,439999",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,199304.875,540186.302,52.84705469,6.04484159,Steenwijk - Wolvega,SWK-WV,Vrije baan
1728,43207541-eda7-44d8-8550-59e6227cf7b3,,60,Bestaand,,,Arcadis,,065f4f35-5cbd-4e72-9062-652560409f90,Gn-Dz,Groningen - Delfzijl ,006,,6,006__,Groningen - Sauwerd,10.043575,"10,043575",5.712797,"5,712797",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,231885.593,589098.836,53.28286221,6.53998472,Sauwerd,SWD,PPLG
1729,6a67a73b-d93b-4cea-b387-0b5860afac3a,,60,Bestaand,,,Arcadis,,348abd86-2ebb-44c9-8b73-bbf27ad01097,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,36.176226,"36,176226",-6.382876,"-6,382876",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,94140.343,473305.582,52.24443784,4.49608817,Leiden Centraal - Lisse,LEDN-LIS,Vrije baan
1730,9dfd1bcd-2260-4fa8-9d08-4c8e7bc3d3f2,,60,Bestaand,,,Arcadis,,348abd86-2ebb-44c9-8b73-bbf27ad01097,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,36.173712,"36,173712",4.849273,"4,849273",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,94133.877,473315.105,52.24452271,4.49599179,Leiden Centraal - Lisse,LEDN-LIS,Vrije baan
1731,deb09b3d-9ada-4577-8eae-9b696b680cd0,,60,Bestaand,,,Arcadis,66864c69-8e60-4a17-9169-93a1abb54e29,6c3f0768-46c1-4de9-8c65-dae262366998,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,39.623484,"39,623484",6.949261,"6,949261",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,232561.572,547230.89,52.90660717,6.54007788,Beilen - Assen,BL-ASN,Vrije baan
1732,f2149c66-4c96-4d2c-94cc-da3c249bd8d7,,60,Bestaand,,,Arcadis,d83df324-5be1-4da0-a83f-43a31223ce6e,6c3f0768-46c1-4de9-8c65-dae262366998,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,39.619055,"39,619055",-6.535893,"-6,535893",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,232547.486,547229.19,52.90659392,6.53986815,Beilen - Assen,BL-ASN,Vrije baan
1733,7f463c21-2321-4b28-828e-a6c5b5ef1208,,60,Bestaand,,,Arcadis,8fc976f3-3837-4ffb-90e1-383bdc3c181f,6c3f0768-46c1-4de9-8c65-dae262366998,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,39.605371,"39,605371",-5.98653,"-5,986530",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,232545.37,547215.713,52.90647313,6.5398335,Beilen - Assen,BL-ASN,Vrije baan
1734,a9fb6aa7-468e-48ec-a474-707b35d2f04c,,120,Bestaand,,,Fugro,,8c537d83-e673-46c6-a2a5-fd0a116c5dc2,Bot-Odma,"Rotterdam, Botlek - Oude Maas ",470,a,470,470_a,Botlek,101.555298,"101,555298",-37.593081,"-37,593081",Strukton Rail Short Line,Randstad Zuid,RZ,BAAN,n.v.t.,,n.v.t.,,81441.227,433246.303,51.88288548,4.3188046,"Rotterdam, Botlek",BOT,NCBG
1735,a931bb12-e852-438c-81c6-67032c8ce54f,,60,Bestaand,,,Arcadis,2147ed17-525f-4621-80ef-5744aaeb66f5,d5b85bbd-2ad3-4263-b1f7-b652423d968b,Mp-Gn,Meppel - Groningen ,549,b,549,549_b,Haren,70.883931,"70,883931",-8.792313,"-8,792313",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,237394.109,576953.976,53.17293512,6.61944193,Groningen Losplaats - Onnen Noord,GNL-ONN,Vrije baan
1736,46dad9ae-5bbc-4018-90d5-a304f2d2dba7,,60,Bestaand,,,Arcadis,29a52bd2-ca66-496f-83a6-e9567a32c127,7d1b423e-1198-4e2c-af51-33b11d362e66,Swd-Rd,Sauwerd - Roodeschool ,007,,7,007__,Sauwerd - Winsum,2.541355,"2,541355",3.940056,"3,940056",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,231285.203,592401.893,53.31262224,6.53177194,Winsum - Sauwerd,WSM-SWD,Vrije baan
1737,9b072613-1314-4d2f-8a03-303163a85a12,,60,Bestaand,,,Arcadis,0ed4407c-74c0-44c5-9615-7e2828203c97,7d1b423e-1198-4e2c-af51-33b11d362e66,Swd-Rd,Sauwerd - Roodeschool ,007,,7,007__,Sauwerd - Winsum,2.537295,"2,537295",-3.766152,"-3,766152",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,231279.703,592395.157,53.31256251,6.53168783,Winsum - Sauwerd,WSM-SWD,Vrije baan
1738,361dd318-42ba-4ead-8a5d-aa34ab69270b,,60,Bestaand,,,Arcadis,,97ff5819-7f25-46d2-98d0-757e7efd0691,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,134.562522,"134,562522",-5.706885,"-5,706885",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,192427.078,549967.549,52.93546883,5.94387606,Wolvega - Heerenveen,WV-HR,Vrije baan
1739,c4610c1e-0ac0-4dbb-9214-3c62a0e1c9b4,,60,Bestaand,,,Arcadis,,97ff5819-7f25-46d2-98d0-757e7efd0691,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,134.571857,"134,571857",-6.808685,"-6,808685",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,192420.758,549974.768,52.93553414,5.94378289,Wolvega - Heerenveen,WV-HR,Vrije baan
1740,4a08d465-c8f2-44c3-9b8a-a00d92e93253,,60,Bestaand,,,Arcadis,,97ff5819-7f25-46d2-98d0-757e7efd0691,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,134.576604,"134,576604",6.282718,"6,282718",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,192428.78,549986.193,52.93563625,5.94390351,Wolvega - Heerenveen,WV-HR,Vrije baan
1741,9f725eb4-7e0a-4958-b173-b3d45129d661,,60,Bestaand,,,Arcadis,,97ff5819-7f25-46d2-98d0-757e7efd0691,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,134.558648,"134,558648",5.111929,"5,111929",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,192438.229,549970.438,52.93549402,5.94404224,Wolvega - Heerenveen,WV-HR,Vrije baan
1742,be9d8479-7321-4655-99e4-0f21ec0c242a,,60,Bestaand,,,Fugro,bb9de8ae-8fd5-4061-9a45-e1accba5270b,86f5e640-c170-4d58-8538-34f727e4d4b9,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,29.996825,"29,996825",-4.641198,"-4,641198",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,141378.152,399189.938,51.58146378,5.19067178,Tilburg - Boxel,TB-BTL,Vrije baan
1743,18893e00-1fdb-4721-aa29-e076aa9e88f5,,60,Bestaand,,,Fugro,fdb7b5c4-e218-4a1d-a6dd-a61078cbb73a,86f5e640-c170-4d58-8538-34f727e4d4b9,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,30.017549,"30,017549",8.135497,"8,135497",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,141402.257,399185.615,51.58142551,5.19101972,Tilburg - Boxel,TB-BTL,Vrije baan
1744,b19eb99c-b3ee-4222-a343-7e5507dacad5,,60,Bestaand,,,Fugro,6f008f77-17c6-4d69-b9cd-b288a05fac1a,86f5e640-c170-4d58-8538-34f727e4d4b9,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,30.003332,"30,003332",-3.133227,"-3,133227",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,141384.802,399190.917,51.58147274,5.19076768,Tilburg - Boxel,TB-BTL,Vrije baan
1745,221a257d-8825-4e9b-88c4-080123985e36,,60,Bestaand,,,Fugro,e6fa410d-e99b-4269-ac8e-cbef008adcea,f2b785d8-59d0-4df6-bf03-5ccd261f1ee6,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,35.80276,"35,802760",-5.449145,"-5,449145",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,160071.389,417205.086,51.74353506,5.46063124,Oss - 's Hertogenbosch,OSS-HT,Vrije baan
1746,caad32ad-2a25-41c7-9b1f-8bb4589c06e6,,60,Bestaand,,,Fugro,f634d731-4a1b-4f8a-8ae7-579da6fb1e9b,8c9ff88f-e486-4316-bf63-e96642d189f6,O-Oelz,Oss - Oss Racc. Elzenburg ,831,a,831,831_a,Oss Racc. Elzenburg,100.448512,"100,448512",3.001372,"3,001372",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,166382.849,420143.48,51.76985357,5.55211256,Oss Racc. Elzenburg,OELZ,NCBG
1747,86438426-df8b-462a-97e5-014b02e1fadc,,60,Bestaand,,,Arcadis,,7ab953d2-e05a-48ad-971b-72168aa970ef,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,37.31525,"37,315250",3.482307,"3,482307",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,213736.06,441483.072,51.95867097,6.24174273,Doetinchem - Wehl,DTC-WL,Vrije baan
1748,2095a7c6-99ef-4b47-a52a-df2b16bafc64,,60,Bestaand,,,Arcadis,,7ab953d2-e05a-48ad-971b-72168aa970ef,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,37.301671,"37,301671",-3.632945,"-3,632945",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,213750.028,441476.749,51.95861266,6.24194484,Doetinchem - Wehl,DTC-WL,Vrije baan
1749,1db10044-48c5-4f63-a44e-48f552b5e1bc,,60,Bestaand,,,Fugro,,051d2136-a6fd-460d-a52d-aabbc4f6b3ad,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,25.736426,"25,736426",-6.444392,"-6,444392",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,187853.474,338677.575,51.03675317,5.85558039,Sittard - Susteren,STD-SRN,Vrije baan
1750,9294e388-200c-4bb6-9f63-453fed3d55d0,,60,Bestaand,,,Fugro,,051d2136-a6fd-460d-a52d-aabbc4f6b3ad,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,25.734083,"25,734083",6.224114,"6,224114",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,187866.315,338676.547,51.03674319,5.85576336,Sittard - Susteren,STD-SRN,Vrije baan
1751,2f1a570c-7223-4fb6-9055-df2accf045b9,,60,Bestaand,,,Arcadis,5436b5f5-5c6f-4b39-89c4-c347d8c98c13,6551af3b-4f3a-4c7f-9d47-ef2069bc2b8a,Mrb-Aml,Mariënberg - Almelo ,205,,205,205__,Mariënberg - Almelo,9.59068,"9,590680",3.661751,"3,661751",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,236477.866,493822.136,52.42613491,6.58512546,Almelo Bdrijvenpark - Vroomshoop,AMLBP-VHP,Vrije baan
1752,caf5fafd-d19e-44f2-a8c9-fedc5167214f,,60,Bestaand,,,Fugro,8bb54761-cbdd-452d-9ad7-e3742b005e4f,8a4db7a6-83e9-40e0-9e7a-91a8025e8c75,Std-Hz,Sittard - Herzogenrath (D) ,066,a,66,066_a,Landgraaf - Haanrade Grens,25.679136,"25,679136",-6.287198,"-6,287198",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,203103.208,322508.964,50.89034278,6.07082576,Landgraaf - Haanrade Grens,LG-HANG,Vrije baan
1753,9bc74ab0-9083-494f-b55d-af93ee7b6607,,60,Bestaand,,,Fugro,ccfcf593-a275-42ff-8822-d1d1ff947a5a,6b522654-23e9-4812-be48-954de2d74b9a,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,27.282011,"27,282011",5.35004,"5,350040",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,138830.968,398243.923,51.57289299,5.15396622,Tilburg - Boxel,TB-BTL,Vrije baan
1754,14fa287c-272b-452b-b119-bc5791c2f6c6,,60,Bestaand,,,Fugro,22f1c6b7-aff0-497d-9437-bef29050270a,6b522654-23e9-4812-be48-954de2d74b9a,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,27.268023,"27,268023",-5.421233,"-5,421233",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,138814.04,398249.296,51.5729408,5.15372179,Tilburg - Boxel,TB-BTL,Vrije baan
1755,535db72f-d5ce-475c-8e3b-0e80245cea6f,,60,Bestaand,,,Fugro,6682e6b3-5a57-4192-8c29-6c08eb037f17,69c45746-b611-450d-a4ea-b1f97a12f77c,Std-Hz,Sittard - Herzogenrath (D) ,064,,64,064__,Sittard - Heerlen,14.872107,"14,872107",-4.993972,"-4,993972",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,193167.818,324143.1,50.90577938,5.92980556,Heerlen - Sittard,HRL-STD,Vrije baan
1756,a90d4b62-36ff-46c4-8009-e7d8ee659616,,60,Bestaand,,,Arcadis,bd9c9422-cf2a-4520-8884-7a41e0ef27b2,29a7d9e0-d6c1-4a39-b107-eb795d7a6a8e,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,21.476687,"21,476687",3.826647,"3,826647",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,229900.138,467030.529,52.18631428,6.48248128,Lochem - Goor,LC-GO,Vrije baan
1757,755909bf-23d9-4b7a-b5fb-5b6cd1a5a12f,,60,Bestaand,,,Arcadis,bf71fae8-6a0b-4b14-a697-29bb068b480c,29a7d9e0-d6c1-4a39-b107-eb795d7a6a8e,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,21.471713,"21,471713",-3.312851,"-3,312851",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,229891.758,467032.822,52.18633602,6.48235926,Lochem - Goor,LC-GO,Vrije baan
1758,706251d1-3707-4e1f-95b0-58a436eecf86,,60,Bestaand,,,Fugro,,7417ba5b-7a34-48be-8730-c3b539efab5e,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,67.586573,"67,586573",-3.427249,"-3,427249",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,209138.035,373571.054,51.34875601,6.16430233,Venlo - Tegelen,VL-TG,Vrije baan
1759,344ace38-57b9-42f2-bbcc-d9c284eacb73,,60,Bestaand,,,Fugro,,7417ba5b-7a34-48be-8730-c3b539efab5e,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,67.592247,"67,592247",3.660703,"3,660703",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,209146.796,373568.673,51.34873377,6.16442772,Venlo - Tegelen,VL-TG,Vrije baan
1760,e1e7598a-5220-4e76-9dc1-6ec0621861c8,,60,Bestaand,,,Arcadis,,77a76f28-a331-46e4-8011-93b78925b6fc,Asd-Zp,Amsterdam Centraal - Zutphen ,020,,20,020__,Amersfoort Aansl. - Barneveld Noord,49.733016,"49,733016",6.901552,"6,901552",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,158229.353,464493.441,52.16858634,5.43440721,Barneveld Aansl. - Amersfoort,BNVA-AMF,Vrije baan
