woonplaats;wijk;buurt;periode;aantal_ritten_in_periode;aantal_passagiers_in_periode;aantal_kilometers_per_periode;gemiddeld_aantal_km_per_rit
Zaandam;Zaandam Noord;Zaanse Schans;201710;5;5;19,00;3,80
Zaandam;Zaandam Noord;Zaanse Schans;201711;4;4;16,80;4,20
Zaandam;Zaandam Noord;Zaanse Schans;201712;3;3;11,80;3,93
Zaandam;Zaandam Noord;Zaanse Schans;201801;5;5;20,60;4,12
Zaandam;Zaandam Noord;Zaanse Schans;201802;1;1;3,80;3,80
Zaandam;Zaandam West;Oud West;201501;207;208;1091,80;5,27
Zaandam;Zaandam West;Oud West;201502;230;232;1162,60;5,05
Zaandam;Zaandam West;Oud West;201503;242;247;1756,10;7,26
Zaandam;Zaandam West;Oud West;201504;247;247;1639,90;6,64
Zaandam;Zaandam West;Oud West;201505;251;253;1626,90;6,48
Zaandam;Zaandam West;Oud West;201506;216;218;1436,40;6,65
Zaandam;Zaandam West;Oud West;201507;163;163;1047,60;6,43
Zaandam;Zaandam West;Oud West;201508;181;181;1307,10;7,22
Zaandam;Zaandam West;Oud West;201509;189;191;1245,50;6,59
Zaandam;Zaandam West;Oud West;201510;202;206;1398,50;6,92
Zaandam;Zaandam West;Oud West;201511;221;226;1590,50;7,20
Zaandam;Zaandam West;Oud West;201512;216;216;1375,30;6,37
Zaandam;Zaandam West;Oud West;201601;182;183;1140,60;6,27
Zaandam;Zaandam West;Oud West;201602;196;201;1554,70;7,93
Zaandam;Zaandam West;Oud West;201603;177;177;1239,80;7,00
Zaandam;Zaandam West;Oud West;201604;213;216;1525,00;7,16
Zaandam;Zaandam West;Oud West;201605;196;200;1430,80;7,30
Zaandam;Zaandam West;Oud West;201606;194;199;1114,60;5,75
Zaandam;Zaandam West;Oud West;201607;175;176;1267,60;7,24
Zaandam;Zaandam West;Oud West;201608;216;220;1756,00;8,13
Zaandam;Zaandam West;Oud West;201609;238;245;1687,30;7,09
Zaandam;Zaandam West;Oud West;201610;258;258;2062,50;7,99
Zaandam;Zaandam West;Oud West;201611;289;292;2904,20;10,05
Zaandam;Zaandam West;Oud West;201612;245;249;2444,80;9,98
Zaandam;Zaandam West;Oud West;201701;184;190;1394,00;7,58
Zaandam;Zaandam West;Oud West;201702;196;198;1364,70;6,96
Zaandam;Zaandam West;Oud West;201703;239;239;1510,40;6,32
Zaandam;Zaandam West;Oud West;201704;220;222;1504,80;6,84
Zaandam;Zaandam West;Oud West;201705;175;177;982,30;5,61
Zaandam;Zaandam West;Oud West;201706;194;195;1008,40;5,20
Zaandam;Zaandam West;Oud West;201707;215;215;1461,40;6,80
Zaandam;Zaandam West;Oud West;201708;174;174;1109,90;6,38
Zaandam;Zaandam West;Oud West;201709;148;151;1086,50;7,34
Zaandam;Zaandam West;Oud West;201710;245;248;1881,60;7,68
Zaandam;Zaandam West;Oud West;201711;219;223;1775,70;8,11
Zaandam;Zaandam West;Oud West;201712;234;238;2072,00;8,85
Zaandam;Zaandam West;Oud West;201801;210;211;1817,99;8,66
Zaandam;Zaandam West;Oud West;201802;206;206;1996,84;9,69
Zaandam;Zaandam West;Oud West;201803;263;268;2103,86;8,00
Zaandam;Zaandam West;Oud West;201804;211;217;1604,75;7,61
Zaandam;Zaandam West;Oud West;201805;220;238;2081,93;9,46
Zaandam;Zaandam West;Oud West;201806;235;247;2143,03;9,12
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201501;94;96;586,10;6,24
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201502;77;77;503,00;6,53
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201503;118;118;1079,60;9,15
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201504;104;106;881,60;8,48
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201505;90;90;826,40;9,18
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201506;98;98;770,70;7,86
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201507;63;63;550,50;8,74
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201508;59;60;550,40;9,33
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201509;46;46;403,80;8,78
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201510;63;63;567,70;9,01
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201511;51;51;542,00;10,63
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201512;37;37;236,30;6,39
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201601;48;48;254,80;5,31
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201602;60;60;408,20;6,80
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201603;46;46;327,70;7,12
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201604;49;51;476,30;9,72
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201605;48;48;422,90;8,81
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201606;40;42;303,90;7,60
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201607;31;31;260,00;8,39
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201608;61;62;534,40;8,76
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201609;67;67;390,40;5,83
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201610;88;88;427,20;4,85
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201611;89;91;655,60;7,37
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201612;39;41;194,10;4,98
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201701;48;48;401,80;8,37
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201702;65;65;385,30;5,93
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201703;45;45;237,40;5,28
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201704;72;73;298,60;4,15
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201705;36;37;343,40;9,54
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201706;17;17;155,70;9,16
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201707;30;30;347,10;11,57
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201708;36;36;217,30;6,04
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201709;38;38;367,60;9,67
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201710;46;46;227,00;4,93
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201711;48;48;449,90;9,37
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201712;38;38;248,70;6,54
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201801;36;36;226,20;6,28
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201802;52;53;344,40;6,62
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201803;52;52;306,60;5,90
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201804;39;39;237,71;6,10
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201805;35;35;187,21;5,35
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201806;25;25;134,31;5,37
Zaandam;Zaandam West;Spoorbuurt;201501;76;76;510,10;6,71
Zaandam;Zaandam West;Spoorbuurt;201502;96;96;642,40;6,69
Zaandam;Zaandam West;Spoorbuurt;201503;95;95;651,00;6,85
Zaandam;Zaandam West;Spoorbuurt;201504;58;58;483,20;8,33
Zaandam;Zaandam West;Spoorbuurt;201505;59;60;607,50;10,30
Zaandam;Zaandam West;Spoorbuurt;201506;52;52;450,10;8,66
Zaandam;Zaandam West;Spoorbuurt;201507;64;66;451,00;7,05
Zaandam;Zaandam West;Spoorbuurt;201508;94;98;632,00;6,72
Zaandam;Zaandam West;Spoorbuurt;201509;48;52;517,00;10,77
Zaandam;Zaandam West;Spoorbuurt;201510;60;62;639,10;10,65
Zaandam;Zaandam West;Spoorbuurt;201511;50;50;537,20;10,74
Zaandam;Zaandam West;Spoorbuurt;201512;35;35;350,30;10,01
Zaandam;Zaandam West;Spoorbuurt;201601;68;70;507,60;7,46
Zaandam;Zaandam West;Spoorbuurt;201602;50;53;507,60;10,15
Zaandam;Zaandam West;Spoorbuurt;201603;52;55;394,10;7,58
Zaandam;Zaandam West;Spoorbuurt;201604;39;39;326,20;8,36
Zaandam;Zaandam West;Spoorbuurt;201605;50;52;462,20;9,24
Zaandam;Zaandam West;Spoorbuurt;201606;55;55;669,00;12,16
Zaandam;Zaandam West;Spoorbuurt;201607;35;37;363,40;10,38
Zaandam;Zaandam West;Spoorbuurt;201608;38;43;542,70;14,28
Zaandam;Zaandam West;Spoorbuurt;201609;35;38;321,80;9,19
Zaandam;Zaandam West;Spoorbuurt;201610;28;30;359,20;12,83
Zaandam;Zaandam West;Spoorbuurt;201611;41;43;448,70;10,94
Zaandam;Zaandam West;Spoorbuurt;201612;56;62;507,30;9,06
Zaandam;Zaandam West;Spoorbuurt;201701;29;31;234,90;8,10
Zaandam;Zaandam West;Spoorbuurt;201702;43;45;392,20;9,12
Zaandam;Zaandam West;Spoorbuurt;201703;34;41;345,50;10,16
Zaandam;Zaandam West;Spoorbuurt;201704;40;40;523,80;13,10
Zaandam;Zaandam West;Spoorbuurt;201705;79;83;818,30;10,36
Zaandam;Zaandam West;Spoorbuurt;201706;68;69;674,50;9,92
Zaandam;Zaandam West;Spoorbuurt;201707;72;76;746,00;10,36
Zaandam;Zaandam West;Spoorbuurt;201708;55;55;623,90;11,34
Zaandam;Zaandam West;Spoorbuurt;201709;37;37;466,30;12,60
Zaandam;Zaandam West;Spoorbuurt;201710;40;41;468,90;11,72
Zaandam;Zaandam West;Spoorbuurt;201711;27;28;160,80;5,96
Zaandam;Zaandam West;Spoorbuurt;201712;45;48;363,10;8,07
Zaandam;Zaandam West;Spoorbuurt;201801;27;29;222,20;8,23
Zaandam;Zaandam West;Spoorbuurt;201802;47;47;357,60;7,61
Zaandam;Zaandam West;Spoorbuurt;201803;54;56;436,70;8,09
Zaandam;Zaandam West;Spoorbuurt;201804;36;38;281,70;7,83
Zaandam;Zaandam West;Spoorbuurt;201805;52;53;413,57;7,95
Zaandam;Zaandam West;Spoorbuurt;201806;65;67;631,25;9,71
Zaandam;Zaandam Zuid;Achtersluispolder;201501;4;4;34,20;8,55
Zaandam;Zaandam Zuid;Achtersluispolder;201502;2;2;33,50;16,75
Zaandam;Zaandam Zuid;Achtersluispolder;201503;2;2;17,10;8,55
Zaandam;Zaandam Zuid;Achtersluispolder;201504;4;4;35,20;8,80
Zaandam;Zaandam Zuid;Achtersluispolder;201505;2;2;23,80;11,90
Zaandam;Zaandam Zuid;Achtersluispolder;201510;2;2;11,40;5,70
Zaandam;Zaandam Zuid;Achtersluispolder;201512;2;2;10,50;5,25
Zaandam;Zaandam Zuid;Achtersluispolder;201612;4;4;42,80;10,70
Zaandam;Zaandam Zuid;Achtersluispolder;201703;2;2;28,50;14,25
Zaandam;Zaandam Zuid;Achtersluispolder;201705;2;2;39,60;19,80
Zaandam;Zaandam Zuid;Achtersluispolder;201706;4;4;69,40;17,35
Zaandam;Zaandam Zuid;Achtersluispolder;201707;2;2;19,40;9,70
Zaandam;Zaandam Zuid;Achtersluispolder;201708;2;2;36,90;18,45
Zaandam;Zaandam Zuid;Achtersluispolder;201709;2;2;28,30;14,15
Zaandam;Zaandam Zuid;Achtersluispolder;201710;2;2;40,90;20,45
Zaandam;Zaandam Zuid;Achtersluispolder;201803;2;2;28,50;14,25
Zaandam;Zaandam Zuid;Achtersluispolder;201806;3;3;51,10;17,03
Zaandam;Zaandam Zuid;Bomenbuurt;201501;134;135;727,60;5,43
Zaandam;Zaandam Zuid;Bomenbuurt;201502;140;140;911,40;6,51
Zaandam;Zaandam Zuid;Bomenbuurt;201503;157;163;1103,00;7,03
Zaandam;Zaandam Zuid;Bomenbuurt;201504;122;124;685,20;5,62
Zaandam;Zaandam Zuid;Bomenbuurt;201505;134;139;844,20;6,30
Zaandam;Zaandam Zuid;Bomenbuurt;201506;141;141;783,10;5,55
Zaandam;Zaandam Zuid;Bomenbuurt;201507;113;116;744,90;6,59
Zaandam;Zaandam Zuid;Bomenbuurt;201508;103;105;701,70;6,81
Zaandam;Zaandam Zuid;Bomenbuurt;201509;96;96;497,10;5,18
Zaandam;Zaandam Zuid;Bomenbuurt;201510;107;108;763,30;7,13
Zaandam;Zaandam Zuid;Bomenbuurt;201511;158;159;1062,00;6,72
Zaandam;Zaandam Zuid;Bomenbuurt;201512;125;126;855,10;6,84
Zaandam;Zaandam Zuid;Bomenbuurt;201601;124;124;670,70;5,41
Zaandam;Zaandam Zuid;Bomenbuurt;201602;128;128;690,00;5,39
Zaandam;Zaandam Zuid;Bomenbuurt;201603;158;160;1017,10;6,44
Zaandam;Zaandam Zuid;Bomenbuurt;201604;133;133;783,00;5,89
Zaandam;Zaandam Zuid;Bomenbuurt;201605;142;146;1155,10;8,13
Zaandam;Zaandam Zuid;Bomenbuurt;201606;138;138;912,20;6,61
Zaandam;Zaandam Zuid;Bomenbuurt;201607;109;109;897,30;8,23
Zaandam;Zaandam Zuid;Bomenbuurt;201608;101;101;638,70;6,32
Zaandam;Zaandam Zuid;Bomenbuurt;201609;96;99;619,80;6,46
Zaandam;Zaandam Zuid;Bomenbuurt;201610;90;91;585,90;6,51
Zaandam;Zaandam Zuid;Bomenbuurt;201611;100;100;514,50;5,14
Zaandam;Zaandam Zuid;Bomenbuurt;201612;112;115;584,00;5,21
Zaandam;Zaandam Zuid;Bomenbuurt;201701;95;95;565,90;5,96
Zaandam;Zaandam Zuid;Bomenbuurt;201702;121;123;697,30;5,76
Zaandam;Zaandam Zuid;Bomenbuurt;201703;134;135;833,00;6,22
Zaandam;Zaandam Zuid;Bomenbuurt;201704;122;123;1000,40;8,20
Zaandam;Zaandam Zuid;Bomenbuurt;201705;121;126;888,90;7,35
Zaandam;Zaandam Zuid;Bomenbuurt;201706;129;129;816,00;6,33
Zaandam;Zaandam Zuid;Bomenbuurt;201707;166;166;1199,20;7,22
Zaandam;Zaandam Zuid;Bomenbuurt;201708;164;165;1080,20;6,59
Zaandam;Zaandam Zuid;Bomenbuurt;201709;107;109;719,40;6,72
Zaandam;Zaandam Zuid;Bomenbuurt;201710;138;144;971,60;7,04
Zaandam;Zaandam Zuid;Bomenbuurt;201711;159;159;1432,10;9,01
Zaandam;Zaandam Zuid;Bomenbuurt;201712;123;127;939,50;7,64
Zaandam;Zaandam Zuid;Bomenbuurt;201801;147;151;993,60;6,76
Zaandam;Zaandam Zuid;Bomenbuurt;201802;149;151;1033,50;6,94
Zaandam;Zaandam Zuid;Bomenbuurt;201803;160;160;1177,48;7,36
Zaandam;Zaandam Zuid;Bomenbuurt;201804;144;147;989,27;6,87
Zaandam;Zaandam Zuid;Bomenbuurt;201805;151;152;1216,29;8,05
Zaandam;Zaandam Zuid;Bomenbuurt;201806;161;166;1324,90;8,23
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201501;282;286;1720,10;6,10
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201502;284;293;2030,80;7,15
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201503;281;287;1991,20;7,09
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201504;304;318;2506,10;8,24
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201505;256;260;2101,20;8,21
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201506;259;261;1973,70;7,62
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201507;259;270;1743,70;6,73
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201508;300;303;1858,00;6,19
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201509;236;239;1783,90;7,56
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201510;281;283;2110,00;7,51
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201511;257;258;1684,70;6,56
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201512;219;219;1726,70;7,88
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201601;206;208;1473,30;7,15
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201602;230;231;1964,40;8,54
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201603;212;212;1764,40;8,32
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201604;215;219;1674,80;7,79
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201605;276;280;1892,40;6,86
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201606;283;285;1749,10;6,18
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201607;289;293;1830,90;6,34
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201608;281;282;1932,00;6,88
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201609;224;229;1524,30;6,80
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201610;227;250;1553,40;6,84
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201611;233;244;2022,00;8,68
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201612;231;242;1597,50;6,92
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201701;239;246;1654,10;6,92
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201702;192;194;1171,30;6,10
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201703;264;264;2009,40;7,61
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201704;224;228;1417,30;6,33
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201705;241;247;1746,10;7,25
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201706;284;289;1953,30;6,88
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201707;333;337;2477,70;7,44
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201708;316;320;1889,10;5,98
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201709;316;316;1939,30;6,14
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201710;325;330;2064,50;6,35
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201711;352;352;2221,10;6,31
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201712;337;337;2062,20;6,12
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201801;368;370;2083,21;5,66
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201802;322;325;2268,58;7,05
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201803;374;375;2392,29;6,40
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201804;419;421;2778,10;6,63
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201805;388;398;2775,30;7,15
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201806;355;365;2613,17;7,36
Zaandijk;Oud Zaandijk;Oud Zaandijk;201501;179;181;1203,70;6,72
Zaandijk;Oud Zaandijk;Oud Zaandijk;201502;155;157;907,50;5,85
Zaandijk;Oud Zaandijk;Oud Zaandijk;201503;186;190;947,10;5,09
Zaandijk;Oud Zaandijk;Oud Zaandijk;201504;165;165;904,90;5,48
Zaandijk;Oud Zaandijk;Oud Zaandijk;201505;167;167;1103,10;6,61
Zaandijk;Oud Zaandijk;Oud Zaandijk;201506;185;186;1155,50;6,25
Zaandijk;Oud Zaandijk;Oud Zaandijk;201507;164;165;1032,50;6,30
Zaandijk;Oud Zaandijk;Oud Zaandijk;201508;145;146;844,90;5,83
Zaandijk;Oud Zaandijk;Oud Zaandijk;201509;125;127;872,00;6,98
Zaandijk;Oud Zaandijk;Oud Zaandijk;201510;122;122;772,00;6,33
Zaandijk;Oud Zaandijk;Oud Zaandijk;201511;127;131;847,60;6,67
Zaandijk;Oud Zaandijk;Oud Zaandijk;201512;104;104;660,20;6,35
Zaandijk;Oud Zaandijk;Oud Zaandijk;201601;95;96;640,40;6,74
Zaandijk;Oud Zaandijk;Oud Zaandijk;201602;109;109;771,50;7,08
Zaandijk;Oud Zaandijk;Oud Zaandijk;201603;120;120;829,10;6,91
Zaandijk;Oud Zaandijk;Oud Zaandijk;201604;142;148;1025,50;7,22
Zaandijk;Oud Zaandijk;Oud Zaandijk;201605;118;121;987,10;8,37
Zaandijk;Oud Zaandijk;Oud Zaandijk;201606;103;103;866,60;8,41
Zaandijk;Oud Zaandijk;Oud Zaandijk;201607;89;89;737,50;8,29
Zaandijk;Oud Zaandijk;Oud Zaandijk;201608;108;108;744,20;6,89
Zaandijk;Oud Zaandijk;Oud Zaandijk;201609;118;121;801,10;6,79
Zaandijk;Oud Zaandijk;Oud Zaandijk;201610;122;122;798,60;6,55
Zaandijk;Oud Zaandijk;Oud Zaandijk;201611;117;117;695,20;5,94
Zaandijk;Oud Zaandijk;Oud Zaandijk;201612;106;109;503,10;4,75
Zaandijk;Oud Zaandijk;Oud Zaandijk;201701;113;113;616,30;5,45
Zaandijk;Oud Zaandijk;Oud Zaandijk;201702;130;133;796,60;6,13
Zaandijk;Oud Zaandijk;Oud Zaandijk;201703;118;121;693,40;5,88
Zaandijk;Oud Zaandijk;Oud Zaandijk;201704;105;105;677,30;6,45
Zaandijk;Oud Zaandijk;Oud Zaandijk;201705;126;131;769,90;6,11
Zaandijk;Oud Zaandijk;Oud Zaandijk;201706;127;132;996,10;7,84
Zaandijk;Oud Zaandijk;Oud Zaandijk;201707;151;151;857,10;5,68
Zaandijk;Oud Zaandijk;Oud Zaandijk;201708;167;169;1187,00;7,11
Zaandijk;Oud Zaandijk;Oud Zaandijk;201709;125;130;833,50;6,67
Zaandijk;Oud Zaandijk;Oud Zaandijk;201710;100;102;612,50;6,13
Zaandijk;Oud Zaandijk;Oud Zaandijk;201711;121;122;719,20;5,94
Zaandijk;Oud Zaandijk;Oud Zaandijk;201712;116;116;700,20;6,04
Zaandijk;Oud Zaandijk;Oud Zaandijk;201801;145;145;815,82;5,63
Zaandijk;Oud Zaandijk;Oud Zaandijk;201802;141;141;892,72;6,33
Zaandijk;Oud Zaandijk;Oud Zaandijk;201803;180;180;1158,57;6,44
Zaandijk;Oud Zaandijk;Oud Zaandijk;201804;184;186;980,02;5,33
Zaandijk;Oud Zaandijk;Oud Zaandijk;201805;211;217;1351,79;6,41
Zaandijk;Oud Zaandijk;Oud Zaandijk;201806;158;163;1420,40;8,99
Zaandijk;Rooswijk;Rooswijk;201501;110;113;921,00;8,37
Zaandijk;Rooswijk;Rooswijk;201502;163;165;1337,30;8,20
Zaandijk;Rooswijk;Rooswijk;201503;161;162;1301,80;8,09
Zaandijk;Rooswijk;Rooswijk;201504;137;138;1124,60;8,21
Zaandijk;Rooswijk;Rooswijk;201505;138;142;1231,20;8,92
Zaandijk;Rooswijk;Rooswijk;201506;159;165;1341,80;8,44
Zaandijk;Rooswijk;Rooswijk;201507;167;176;1345,60;8,06
Zaandijk;Rooswijk;Rooswijk;201508;135;135;1029,20;7,62
Zaandijk;Rooswijk;Rooswijk;201509;148;148;1181,40;7,98
Zaandijk;Rooswijk;Rooswijk;201510;161;162;1146,20;7,12
Zaandijk;Rooswijk;Rooswijk;201511;138;138;1017,70;7,37
Zaandijk;Rooswijk;Rooswijk;201512;130;132;939,10;7,22
Zaandijk;Rooswijk;Rooswijk;201601;129;130;1048,00;8,12
Zaandijk;Rooswijk;Rooswijk;201602;118;118;809,20;6,86
Zaandijk;Rooswijk;Rooswijk;201603;146;146;1099,90;7,53
Zaandijk;Rooswijk;Rooswijk;201604;116;116;973,90;8,40
Zaandijk;Rooswijk;Rooswijk;201605;140;141;1086,50;7,76
Zaandijk;Rooswijk;Rooswijk;201606;109;109;708,40;6,50
Zaandijk;Rooswijk;Rooswijk;201607;112;114;669,00;5,97
Zaandijk;Rooswijk;Rooswijk;201608;117;117;837,50;7,16
Zaandijk;Rooswijk;Rooswijk;201609;73;77;453,50;6,21
Zaandijk;Rooswijk;Rooswijk;201610;120;125;974,90;8,12
Zaandijk;Rooswijk;Rooswijk;201611;142;143;1033,80;7,28
Zaandijk;Rooswijk;Rooswijk;201612;124;127;829,10;6,69
Zaandijk;Rooswijk;Rooswijk;201701;131;131;1019,90;7,79
Zaandijk;Rooswijk;Rooswijk;201702;122;129;850,40;6,97
Zaandijk;Rooswijk;Rooswijk;201703;139;139;1053,10;7,58
Zaandijk;Rooswijk;Rooswijk;201704;160;161;1243,40;7,77
Zaandijk;Rooswijk;Rooswijk;201705;148;150;1206,70;8,15
Zaandijk;Rooswijk;Rooswijk;201706;120;120;817,10;6,81
Zaandijk;Rooswijk;Rooswijk;201707;131;133;894,60;6,83
Zaandijk;Rooswijk;Rooswijk;201708;93;93;879,40;9,46
Zaandijk;Rooswijk;Rooswijk;201709;95;95;883,70;9,30
Zaandijk;Rooswijk;Rooswijk;201710;125;125;1064,70;8,52
Zaandijk;Rooswijk;Rooswijk;201711;157;157;1387,20;8,84
Zaandijk;Rooswijk;Rooswijk;201712;139;139;988,10;7,11
Zaandijk;Rooswijk;Rooswijk;201801;99;99;632,80;6,39
Zaandijk;Rooswijk;Rooswijk;201802;111;112;739,82;6,67
Zaandijk;Rooswijk;Rooswijk;201803;155;155;1044,80;6,74
Zaandijk;Rooswijk;Rooswijk;201804;104;104;803,78;7,73
Zaandijk;Rooswijk;Rooswijk;201805;127;127;1191,30;9,38
Zaandijk;Rooswijk;Rooswijk;201806;127;129;999,22;7,87
Zaandijk;Rooswijk;Rooswijk Noord;201501;214;217;1148,90;5,37
Zaandijk;Rooswijk;Rooswijk Noord;201502;178;179;1216,40;6,83
Zaandijk;Rooswijk;Rooswijk Noord;201503;223;223;1272,70;5,71
Zaandijk;Rooswijk;Rooswijk Noord;201504;201;204;1265,70;6,30
Zaandijk;Rooswijk;Rooswijk Noord;201505;177;180;1073,40;6,06
Zaandijk;Rooswijk;Rooswijk Noord;201506;170;170;964,30;5,67
Zaandijk;Rooswijk;Rooswijk Noord;201507;175;175;1039,10;5,94
Zaandijk;Rooswijk;Rooswijk Noord;201508;178;178;1086,00;6,10
Zaandijk;Rooswijk;Rooswijk Noord;201509;173;173;1036,20;5,99
Zaandijk;Rooswijk;Rooswijk Noord;201510;173;173;957,80;5,54
Zaandijk;Rooswijk;Rooswijk Noord;201511;176;179;1017,60;5,78
Zaandijk;Rooswijk;Rooswijk Noord;201512;164;166;1160,70;7,08
Zaandijk;Rooswijk;Rooswijk Noord;201601;163;163;824,70;5,06
Zaandijk;Rooswijk;Rooswijk Noord;201602;160;163;987,30;6,17
Zaandijk;Rooswijk;Rooswijk Noord;201603;186;190;1124,10;6,04
Zaandijk;Rooswijk;Rooswijk Noord;201604;176;177;1291,10;7,34
Zaandijk;Rooswijk;Rooswijk Noord;201605;149;154;1148,90;7,71
Zaandijk;Rooswijk;Rooswijk Noord;201606;134;134;859,50;6,41
Zaandijk;Rooswijk;Rooswijk Noord;201607;170;170;990,40;5,83
Zaandijk;Rooswijk;Rooswijk Noord;201608;130;130;774,50;5,96
Zaandijk;Rooswijk;Rooswijk Noord;201609;192;194;1162,30;6,05
Zaandijk;Rooswijk;Rooswijk Noord;201610;157;163;998,00;6,36
Zaandijk;Rooswijk;Rooswijk Noord;201611;157;157;1036,70;6,60
Zaandijk;Rooswijk;Rooswijk Noord;201612;178;185;1056,40;5,93
Zaandijk;Rooswijk;Rooswijk Noord;201701;174;174;1033,20;5,94
Zaandijk;Rooswijk;Rooswijk Noord;201702;177;178;1014,50;5,73
Zaandijk;Rooswijk;Rooswijk Noord;201703;192;194;1106,90;5,77
Zaandijk;Rooswijk;Rooswijk Noord;201704;185;186;1216,90;6,58
Zaandijk;Rooswijk;Rooswijk Noord;201705;175;177;1054,10;6,02
Zaandijk;Rooswijk;Rooswijk Noord;201706;162;169;1252,00;7,73
Zaandijk;Rooswijk;Rooswijk Noord;201707;127;129;1158,30;9,12
Zaandijk;Rooswijk;Rooswijk Noord;201708;145;146;1065,90;7,35
Zaandijk;Rooswijk;Rooswijk Noord;201709;181;181;1151,30;6,36
Zaandijk;Rooswijk;Rooswijk Noord;201710;127;127;846,60;6,67
Zaandijk;Rooswijk;Rooswijk Noord;201711;190;193;1191,50;6,27
