Gemeente,CBS Gemeentecode,Bouwjaar,BAG Pand nummer,Status Pand,Gekoppeld adres,GEOMETRIE
Stichtse Vecht,G1904,1800,0329100000001770,Pand in gebruik,Molendijk 10 Loenen aan de Vecht,"POLYGON ((130100.572 469109.503,130102.183 469107.182,130107.011 469110.079,130107.103 469110.136,130107.027 469110.251,130105.482 469112.603,130102.668 469110.869,130100.572 469109.503))"
Stichtse Vecht,G1904,1800,0329100000005637,Pand in gebruik,Dorpsstraat 108 Nigtevecht,"POLYGON ((130513.327 476096.102,130518.932 476095.788,130519.39 476102.717,130513.704 476102.915,130513.327 476096.102))"
Stichtse Vecht,G1904,1800,0333100000012458,Pand in gebruik,,"POLYGON ((130843.07 461168.036,130839.004 461171.843,130835.143 461167.719,130839.209 461163.912,130843.07 461168.036))"
Stichtse Vecht,G1904,1800,0333100000001729,Pand in gebruik,,"POLYGON ((135305.713 460399.33,135304.125 460400.427,135307.415 460404.949,135275.612 460427.06,135252.202 460393.624,135268.948 460381.565,135275.786 460391.494,135275.443 460385.99,135282.164 460385.543,135282.584 460391.007,135292.174 460384.033,135293.886 460382.85,135305.713 460399.33))"
Stichtse Vecht,G1904,1800,0329100000001806,Pand in gebruik,Oud Over 36 Loenen aan de Vecht,"POLYGON ((130314.973 468987.455,130309.911 468977.04,130316.158 468974.342,130321.047 468984.593,130314.973 468987.455))"
Stichtse Vecht,G1904,1800,0333100000014899,Pand in gebruik,"Straatweg 68, 3604BC Maarssen","POLYGON ((131816.969 460388.143,131821.283 460382.805,131823.072 460384.284,131818.731 460389.579,131816.969 460388.143))"
Stichtse Vecht,G1904,1800,0333100000013564,Pand in gebruik,,"POLYGON ((134115.229 464409.793,134116.453 464406.499,134122.096 464408.594,134120.873 464411.889,134115.229 464409.793))"
Stichtse Vecht,G1904,1800,0311100000003817,Pand in gebruik,Marktstraat 2,"POLYGON ((128688.911 464860.245,128690.308 464854.539,128696.422 464855.975,128694.889 464861.762,128688.911 464860.245))"
Stichtse Vecht,G1904,1800,0333100000012899,Pand in gebruik,,"POLYGON ((135267.196 460423.215,135259.846 460428.618,135238.099 460399.041,135237.881 460399.201,135237.625 460398.853,135245.22 460393.269,135245.455 460393.588,135245.27 460393.724,135267.196 460423.215))"
Stichtse Vecht,G1904,1800,0311100000007551,Pand in gebruik,Scheendijk 1,"POLYGON ((130438.514 464141.447,130440.3 464136.073,130444.218 464137.375,130444.695 464135.938,130448.642 464137.249,130446.379 464144.06,130445.326 464143.71,130442.423 464142.745,130438.514 464141.447))"
Stichtse Vecht,G1904,1800,0333100000016974,Pand in gebruik,,"POLYGON ((131777.113 460417.63,131778.851 460415.124,131783.839 460418.584,131782.1 460421.09,131777.113 460417.63))"
Stichtse Vecht,G1904,1800,0333100000001728,Pand in gebruik,,"POLYGON ((135293.886 460382.85,135322.194 460363.285,135333.726 460379.982,135305.713 460399.33,135293.886 460382.85))"
Stichtse Vecht,G1904,1800,0329100000006172,Pand in gebruik,Rijksstraatweg 183 Loenen aan de Vecht,"POLYGON ((129130.392 469909.141,129132.13 469902.881,129139.432 469904.904,129157.28 469909.85,129155.544 469916.113,129130.392 469909.141))"
Stichtse Vecht,G1904,1800,0333100000019471,Pand in gebruik,,"POLYGON ((130632.409 461539.598,130626.938 461545.65,130622.988 461542.08,130628.46 461536.027,130632.409 461539.598))"
Stichtse Vecht,G1904,1800,0333100000015713,Pand in gebruik,,"POLYGON ((130745.685 462643.692,130729.416 462633.705,130733.666 462626.816,130749.912 462636.838,130745.685 462643.692))"
Stichtse Vecht,G1904,1800,0333100000018978,Pand in gebruik,,"POLYGON ((130850.662 461171.426,130846.204 461165.909,130854.239 461159.416,130858.688 461164.828,130850.662 461171.426))"
Stichtse Vecht,G1904,1800,0333100000016220,Pand in gebruik,,"POLYGON ((133974.637 465025.63,133975.755 465022.552,133975.798 465022.435,133976.28 465022.61,133979.088 465023.63,133977.926 465026.826,133974.637 465025.63))"
Stichtse Vecht,G1904,1800,0333100000013256,Pand in gebruik,,"POLYGON ((135255.044 460385.726,135248.667 460390.474,135246.316 460387.281,135252.717 460382.568,135255.044 460385.726))"
Stichtse Vecht,G1904,1800,0333100000020210,Pand in gebruik,,"POLYGON ((130664.886 462154.147,130663.756 462151.392,130666.647 462150.206,130670.007 462158.404,130667.084 462159.603,130665.946 462160.069,130658.821 462162.99,130656.59 462157.547,130664.886 462154.147))"
Stichtse Vecht,G1904,1800,0311100000007622,Pand in gebruik,Straatweg 27,"POLYGON ((128983.039 464216.367,128976.887 464211.527,128980.443 464207.006,128986.616 464211.82,128983.039 464216.367))"
Stichtse Vecht,G1904,1810,0329100000003172,Pand in gebruik,Rijksstraatweg 216 Loenersloot,"POLYGON ((128446.585 471316.19,128446.639 471311.424,128453.227 471311.658,128453.154 471316.52,128446.585 471316.19))"
Stichtse Vecht,G1904,1810,0333100000006732,Pand in gebruik,,"POLYGON ((131354.5 461548.21,131359.08 461547.51,131359.608 461550.907,131359.642 461551.127,131359.658 461552.773,131355.31 461553.28,131354.5 461548.21))"
Stichtse Vecht,G1904,1822,0329100000000308,Pand in gebruik,Cronenburgherlaan 7 Loenen aan de Vecht,"POLYGON ((129950.646 468787.116,129953.087 468786.19,129953.87 468788.258,129951.417 468789.149,129950.646 468787.116))"
Stichtse Vecht,G1904,1822,0329100000000302,Pand in gebruik,Cronenburgherlaan 3 Loenen aan de Vecht,"POLYGON ((129961.107 468785.349,129960.261 468783.22,129962.188 468782.455,129963.059 468784.647,129961.107 468785.349))"
Stichtse Vecht,G1904,1822,0329100000000312,Pand in gebruik,Cronenburgherlaan 9 Loenen aan de Vecht,"POLYGON ((129948.385 468787.973,129950.646 468787.116,129951.417 468789.149,129949.129 468789.938,129948.385 468787.973))"
Stichtse Vecht,G1904,1822,0329100000000305,Pand in gebruik,Cronenburgherlaan 5 Loenen aan de Vecht,"POLYGON ((129960.261 468783.22,129961.107 468785.349,129958.984 468786.192,129958.118 468784.011,129960.261 468783.22))"
Stichtse Vecht,G1904,1825,0329100000001826,Pand in gebruik,Oud Over 55 Loenen aan de Vecht,"POLYGON ((130469.459 469132.116,130474.612 469128.159,130475.039 469128.867,130477.144 469131.748,130472.164 469135.718,130469.459 469132.116))"
Stichtse Vecht,G1904,1830,0329100000005982,Pand in gebruik,Nigtevechtseweg 110,"POLYGON ((131448.533 472825.77,131461.586 472813.89,131469.295 472822.357,131456.24 472834.238,131454.78 472832.634,131448.533 472825.77))"
Stichtse Vecht,G1904,1830,0333100000016551,Pand in gebruik,,"POLYGON ((132965.691 460649.572,132966.249 460644.1,132972.852 460644.773,132973.014 460644.79,132972.456 460650.262,132972.339 460650.25,132965.691 460649.572))"
Stichtse Vecht,G1904,1835,0333100000020117,Pand in gebruik,Diependaalsedijk 33a Maarssen,"POLYGON ((130857.842 462213.983,130853.713 462211.478,130857.691 462204.92,130861.821 462207.426,130861.087 462208.636,130867.239 462212.368,130863.994 462217.716,130857.842 462213.983))"
Stichtse Vecht,G1904,1836,0329100000006091,Pand in gebruik,Dorpsstraat 102 E Loenen aan de Vecht,"POLYGON ((130358.698 469129.635,130360.084 469126.739,130361.269 469126.373,130363.225 469127.297,130363.638 469128.531,130362.183 469131.328,130358.698 469129.635))"
Stichtse Vecht,G1904,1840,1904100000040194,Pand in gebruik,Kerklaan 2 Nieuwer Ter Aa,"POLYGON ((127053.359 467167.762,127053.936 467161.825,127057.618 467162.183,127057.521 467163.178,127057.041 467168.12,127053.359 467167.762))"
Stichtse Vecht,G1904,1840,0311100000007252,Pand in gebruik,Zandpad 47a,"POLYGON ((128896.54 465052.325,128897.111 465047.962,128911.905 465049.896,128911.334 465054.259,128906.615 465053.642,128899.83 465052.755,128896.54 465052.325))"
Stichtse Vecht,G1904,1840,0311100000008549,Pand in gebruik,Gieltjesdorp 9,"POLYGON ((127230.081 461392.672,127234.609 461385.919,127235.221 461385.006,127235.455 461384.657,127256.563 461399.16,127252.375 461405.363,127249.454 461403.378,127250.868 461401.313,127243.282 461396.125,127240.688 461399.938,127230.081 461392.672))"
Stichtse Vecht,G1904,1840,0311100000009642,Pand in gebruik,Straatweg 70 Breukelen,"POLYGON ((129091.766 464586.46,129093.443 464583.216,129097.135 464584.782,129095.569 464588.138,129091.766 464586.46))"
Stichtse Vecht,G1904,1850,0333100000019120,Pand in gebruik,Achter Breedstraat 9 Maarssen,"POLYGON ((131288.561 461448.767,131289.368 461432.842,131294.83 461433.13,131294.33 461449.225,131288.561 461448.767))"
Stichtse Vecht,G1904,1850,0329100000006235,Pand in gebruik,Rijksstraatweg 7b Nieuwersluis,"POLYGON ((128895.192 467684.345,128892.529 467688.959,128889.524 467691.777,128885.045 467692.824,128882.184 467693.193,128857.79 467685.831,128856.169 467674.997,128862.366 467662.032,128877.04 467654.023,128886.199 467654.666,128895.577 467658.167,128903.488 467665.399,128907.049 467671.885,128905.91 467680.461,128902.475 467683.625,128895.192 467684.345))"
Stichtse Vecht,G1904,1850,0329100000000206,Pand in gebruik,Brugstraat 4 GAR Loenen aan de Vecht,"POLYGON ((130085.683 469005.209,130087.697 469002.161,130092.295 469005.388,130090.286 469008.453,130085.683 469005.209))"
Stichtse Vecht,G1904,1850,0329100000006190,Pand in gebruik,Dorpsstraat 132 Nigtevecht,"POLYGON ((130612.539 476117.463,130615.143 476113.734,130616.059 476114.398,130616.27 476115.722,130614.734 476117.839,130613.359 476118.058,130612.539 476117.463))"
Stichtse Vecht,G1904,1850,0333100000019375,Pand in gebruik,,"POLYGON ((131530.725 461537.235,131532.008 461531.741,131534.953 461532.031,131534.405 461537.597,131530.725 461537.235))"
Stichtse Vecht,G1904,1850,0311100000007144,Pand in gebruik,Zandpad 28,"POLYGON ((128952.794 465881.539,128956.819 465879.971,128960.689 465889.908,128961.14 465891.177,128958.41 465892.24,128956.588 465887.562,128955.33 465888.052,128952.794 465881.539))"
Stichtse Vecht,G1904,1850,0329100000005775,Pand in gebruik,Dorpsstraat 74 Nigtevecht,"POLYGON ((130427.226 476180.405,130429.006 476177.315,130429.198 476176.982,130431.589 476178.359,130431.369 476178.741,130429.618 476181.782,130427.226 476180.405))"
Stichtse Vecht,G1904,1850,0329100000006189,Pand in gebruik,Dorpsstraat 130 Nigtevecht,"POLYGON ((130615.143 476113.734,130612.539 476117.463,130611.565 476116.757,130611.287 476115.012,130612.601 476113.201,130614.083 476112.965,130615.143 476113.734))"
Stichtse Vecht,G1904,1850,0311100000003528,Pand in gebruik,Herenstraat 66,"POLYGON ((128733.624 465119.177,128737.322 465119.579,128737.215 465121.731,128733.566 465121.31,128733.624 465119.177))"
Stichtse Vecht,G1904,1850,0311100000007051,Pand in gebruik,Zandpad 3,"POLYGON ((129101.946 466383.593,129107.48 466382.982,129108.319 466390.577,129113.91 466389.93,129114.57 466395.26,129103.355 466396.639,129103.163 466394.862,129101.946 466383.593))"
Stichtse Vecht,G1904,1850,0329100000006155,Pand in gebruik,Dorpsstraat 45 Nigtevecht,"POLYGON ((130518.135 476160.366,130522.521 476158.888,130523.327 476161.28,130518.942 476162.758,130518.135 476160.366))"
Stichtse Vecht,G1904,1850,0329100000005634,Pand in gebruik,Dorpsstraat 104 Nigtevecht,"POLYGON ((130489.496 476097.758,130492.125 476097.035,130494.255 476104.78,130491.867 476105.443,130489.496 476097.758))"
Stichtse Vecht,G1904,1850,0311100000007050,Pand in gebruik,Zandpad 3,"POLYGON ((129079.534 466397.57,129078.982 466393.319,129086.081 466392.4,129086.774 466397.743,129084.243 466398.071,129084.101 466396.977,129079.534 466397.57))"
Stichtse Vecht,G1904,1850,0333100000019826,Pand in gebruik,,"POLYGON ((130613.681 461687.77,130619.685 461687.5,130619.998 461694.493,130613.994 461694.763,130613.681 461687.77))"
Stichtse Vecht,G1904,1850,0311100000007146,Pand in gebruik,Zandpad 28,"POLYGON ((128955.955 465877.752,128973.804 465870.869,128978.515 465882.966,128960.689 465889.908,128956.819 465879.971,128955.955 465877.752))"
Stichtse Vecht,G1904,1850,0311100000007145,Pand in gebruik,Zandpad 29,"POLYGON ((128953.844 465872.194,128952.607 465869.016,128970.386 465862.092,128973.804 465870.869,128955.955 465877.752,128954.516 465874.057,128953.844 465872.194))"
Stichtse Vecht,G1904,1850,0333100000015695,Pand in gebruik,,"POLYGON ((131260.102 461432.409,131280.526 461434.984,131279.447 461444.573,131259.025 461441.979,131260.102 461432.409))"
Stichtse Vecht,G1904,1850,0329100000005865,Pand in gebruik,Nigtevechtseweg 47,"POLYGON ((130977.183 473638.976,130989.36 473618.853,130996.009 473623.002,130996.339 473623.208,130994.871 473625.597,130984.108 473643.107,130977.369 473639.087,130977.183 473638.976))"
Stichtse Vecht,G1904,1850,0311100000007558,Pand in gebruik,Scheendijk 3,"POLYGON ((130253.007 464524.129,130256.749 464514.855,130272.097 464521.048,130268.355 464530.322,130253.007 464524.129))"
Stichtse Vecht,G1904,1850,0329100000005099,Pand in gebruik,Lindengracht 21 Vreeland,"POLYGON ((130871.412 471350.519,130871.992 471344.569,130872.028 471344.126,130872.874 471344.222,130880.494 471345.083,130879.749 471351.428,130871.412 471350.519))"
Stichtse Vecht,G1904,1850,0311100000002628,Pand in gebruik,Oud Aa 38,"POLYGON ((126555.759 466076.299,126556.905 466069.697,126578.854 466072.468,126577.542 466080.025,126555.759 466076.299))"
Stichtse Vecht,G1904,1853,0311100000001403,Pand in gebruik,Kerkplein bij 5a,"POLYGON ((124952.386 462295.884,124953.389 462293.024,124960.115 462295.659,124959.991 462295.909,124960.406 462296.109,124958.989 462299.799,124958.365 462299.428,124953.019 462296.247,124952.386 462295.884))"
Stichtse Vecht,G1904,1854,0329100000005713,Pand in gebruik,Nigtevechtseweg 27,"POLYGON ((130673.477 472022.401,130677.282 472020.904,130679.695 472026.58,130675.777 472028.178,130675.468 472027.403,130673.772 472023.142,130673.477 472022.401))"
Stichtse Vecht,G1904,1854,0329100000005618,Pand in gebruik,Nigtevechtseweg 25,"POLYGON ((130677.282 472020.904,130682.313 472018.844,130684.9 472024.667,130679.804 472026.855,130679.695 472026.58,130677.282 472020.904))"
Stichtse Vecht,G1904,1854,0329100000005714,Pand in gebruik,Nigtevechtseweg 27,"POLYGON ((130670.663 472024.434,130673.772 472023.142,130675.468 472027.403,130672.349 472028.525,130670.85 472024.728,130670.663 472024.434))"
Stichtse Vecht,G1904,1854,0329100000005612,Pand in gebruik,Nigtevechtseweg 19,"POLYGON ((130653.966 471962.939,130657.479 471961.133,130659.303 471964.749,130656.705 471966.059,130655.744 471966.446,130654.661 471964.291,130653.966 471962.939))"
Stichtse Vecht,G1904,1855,0311100000008831,Pand in gebruik,Oukoop 44,"POLYGON ((126383.12 467575.21,126383.186 467570.861,126392.295 467570.999,126392.229 467575.348,126383.12 467575.21))"
Stichtse Vecht,G1904,1860,0311100000002662,Pand in gebruik,Oud Aa 37,"POLYGON ((126532.735 465890.633,126532.532 465884.739,126543.711 465884.129,126543.914 465888.126,126540.323 465888.33,126540.391 465890.362,126532.735 465890.633))"
Stichtse Vecht,G1904,1860,0311100000009388,Pand in gebruik,Laag-Nieuwkoop 30,"POLYGON ((126608.612 460258.537,126616.59 460244.658,126622.056 460247.887,126613.99 460261.74,126608.612 460258.537))"
Stichtse Vecht,G1904,1860,0333100000016605,Pand in gebruik,,"POLYGON ((130575.95 461719.949,130579.573 461715.293,130581.231 461716.583,130580.537 461717.475,130583.756 461719.98,130580.787 461723.714,130575.95 461719.949))"
Stichtse Vecht,G1904,1860,0329100000002076,Pand in gebruik,Oud Over 133 Loenen aan de Vecht,"POLYGON ((130842.419 470804.605,130845.467 470804.535,130845.509 470806.327,130842.461 470806.398,130842.419 470804.605))"
Stichtse Vecht,G1904,1860,0333100000019800,Pand in gebruik,,"POLYGON ((131196.842 462215.498,131199.941 462212.663,131202.776 462215.762,131199.677 462218.597,131196.842 462215.498))"
Stichtse Vecht,G1904,1860,0333100000016607,Pand in gebruik,,"POLYGON ((130611.516 461727.756,130608.98 461730.914,130604.235 461727.161,130606.771 461724.002,130611.516 461727.756))"
Stichtse Vecht,G1904,1860,0329100000002077,Pand in gebruik,Oud Over 133 Loenen aan de Vecht,"POLYGON ((130843.034 470837.851,130852.91 470837.161,130853.121 470840.183,130843.246 470840.873,130843.034 470837.851))"
Stichtse Vecht,G1904,1860,0311100000007536,Pand in gebruik,Zandpad 129,"POLYGON ((129977.398 462979.49,129986.294 462972.202,130000 462989.215,130001.548 462991.137,130000 462992.433,129997.134 462994.834,129986.447 462982.078,129982.403 462985.465,129977.398 462979.49))"
Stichtse Vecht,G1904,1861,0311100000002643,Pand in gebruik,Oud Aa 25,"POLYGON ((127014.409 465122.795,127014.758 465118.198,127025.091 465118.932,127024.787 465123.532,127014.409 465122.795))"
Stichtse Vecht,G1904,1861,0311100000002645,Pand in gebruik,Oud Aa 25,"POLYGON ((126978.104 465113.535,126978.47 465105.344,126993.475 465106.014,126993.109 465114.205,126978.104 465113.535))"
Stichtse Vecht,G1904,1865,0333100000012646,Pand in gebruik,,"POLYGON ((134423.32 463820.943,134417.098 463817.379,134418.881 463814.212,134422.173 463816.065,134422.592 463815.319,134424.023 463816.125,134423.588 463816.899,134425.113 463817.757,134423.32 463820.943))"
Stichtse Vecht,G1904,1865,0329100000004830,Pand in gebruik,Kleizuwe 103 Vreeland,"POLYGON ((131219.823 471495.888,131224.145 471492.419,131230.913 471500.964,131226.596 471504.339,131223.12 471500,131219.823 471495.888))"
Stichtse Vecht,G1904,1870,0333100000013707,Pand in gebruik,,"POLYGON ((133409.718 462732.156,133405.142 462735.781,133399.612 462733.667,133398.668 462727.932,133403.269 462724.102,133408.799 462726.216,133409.718 462732.156))"
Stichtse Vecht,G1904,1870,0311100000007349,Pand in gebruik,Zandpad 65,"POLYGON ((129238.294 464298.47,129239.901 464288.893,129262.553 464292.827,129260.963 464302.096,129238.294 464298.47))"
Stichtse Vecht,G1904,1870,0329100000006100,Pand in gebruik,Rijksstraatweg 61 Nieuwersluis,"POLYGON ((129754.517 468222.791,129755.983 468224.016,129755.637 468225.889,129753.844 468226.532,129752.399 468225.283,129752.73 468223.418,129754.517 468222.791))"
Stichtse Vecht,G1904,1870,0311100000005776,Pand in gebruik,Dorpsstr 18,"POLYGON ((127151.833 467003.748,127156.889 467005.587,127154.407 467011.929,127149.443 467010.091,127151.833 467003.748))"
