FID,omschrijving,structuurtype,geometrie
O10002_GBI_Groenstructuur.614,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175907.585 505118.274, 175906.877 505118.738, 175906.129 505119.137, 175905.35 505119.468, 175904.544 505119.728, 175903.718 505119.915, 175902.878 505120.028, 175902.032 505120.066, 175901.18 505120.028, 175900.336 505119.914, 175899.505 505119.724, 175898.694 505119.46, 175897.91 505119.125, 175897.159 505118.721, 175896.448 505118.252, 175895.782 505117.72, 175895.165 505117.131, 175894.605 505116.489, 175894.104 505115.8, 175893.666 505115.068, 175893.296 505114.3, 175892.997 505113.502, 175892.77 505112.68, 175892.618 505111.841, 175892.542 505110.992, 175892.542 505110.14, 175892.618 505109.291, 175892.77 505108.452, 175892.997 505107.631, 175893.296 505106.833, 175893.666 505106.065, 175894.104 505105.333, 175894.605 505104.643, 175895.165 505104.001, 175895.782 505103.412, 175896.448 505102.881, 175897.159 505102.411, 175897.91 505102.007, 175898.694 505101.672, 175899.505 505101.409, 175900.336 505101.219, 175901.18 505101.105, 175902.032 505101.066, 175902.035 505101.066, 175902.888 505101.105, 175903.734 505101.22, 175904.566 505101.411, 175905.378 505101.675, 175906.162 505102.011, 175906.914 505102.417, 175907.625 505102.888, 175908.292 505103.421, 175908.908 505104.012, 175909.469 505104.655, 175909.969 505105.347, 175910.406 505106.08, 175910.775 505106.85, 175911.073 505107.65, 175911.298 505108.473, 175911.449 505109.314, 175911.523 505110.164, 175911.521 505111.018, 175911.442 505111.868, 175911.287 505112.707, 175911.058 505113.53, 175910.755 505114.328, 175910.382 505115.096, 175909.942 505115.827, 175909.438 505116.516, 175908.874 505117.157, 175908.255 505117.744, 175907.585 505118.274)))"
O10002_GBI_Groenstructuur.615,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175964.664 505237.507, 175964.157 505238.121, 175963.6 505238.691, 175962.997 505239.212, 175962.353 505239.68, 175961.672 505240.093, 175960.959 505240.447, 175960.219 505240.741, 175959.457 505240.971, 175958.678 505241.137, 175957.888 505241.237, 175957.092 505241.27, 175956.226 505241.231, 175955.368 505241.112, 175954.524 505240.916, 175953.701 505240.644, 175952.907 505240.298, 175952.147 505239.882, 175951.428 505239.397, 175950.757 505238.849, 175950.138 505238.243, 175949.577 505237.582, 175949.079 505236.873, 175948.648 505236.122, 175948.286 505235.334, 175947.998 505234.517, 175947.786 505233.677, 175947.65 505232.821, 175947.594 505231.956, 175947.617 505231.09, 175947.718 505230.23, 175947.897 505229.382, 175948.153 505228.554, 175948.483 505227.753, 175948.885 505226.985, 175949.355 505226.257, 175949.89 505225.575, 175950.484 505224.945, 175951.134 505224.371, 175951.833 505223.859, 175952.576 505223.413, 175953.356 505223.036, 175954.167 505222.732, 175954.883 505222.531, 175955.612 505222.386, 175956.35 505222.299, 175957.092 505222.27, 175957.934 505222.308, 175958.77 505222.42, 175959.592 505222.605, 175960.395 505222.863, 175961.171 505223.191, 175961.916 505223.586, 175962.623 505224.046, 175963.286 505224.567, 175963.9 505225.144, 175964.46 505225.774, 175964.963 505226.451, 175965.404 505227.169, 175965.779 505227.924, 175966.085 505228.709, 175966.321 505229.519, 175966.485 505230.346, 175966.574 505231.184, 175966.588 505232.027, 175966.528 505232.868, 175966.394 505233.7, 175966.186 505234.517, 175965.907 505235.313, 175965.558 505236.08, 175965.143 505236.814, 175964.664 505237.507)))"
O10002_GBI_Groenstructuur.616,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177074.302 503647.466, 177073.435 503639.901, 177088.963 503638.383, 177089.065 503638.74, 177088.83 503639.161, 177088.258 503639.202, 177088.213 503642.463, 177087.874 503643.723, 177087.263 503644.75, 177086.476 503645.533, 177085.483 503646.121, 177084.733 503646.372, 177074.302 503647.466)))"
O10002_GBI_Groenstructuur.617,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175471.938 496303.754, 175471.9 496304.606, 175471.785 496305.45, 175471.596 496306.281, 175471.332 496307.092, 175470.997 496307.876, 175470.593 496308.627, 175470.124 496309.338, 175469.592 496310.004, 175469.003 496310.621, 175468.361 496311.181, 175467.672 496311.682, 175466.94 496312.12, 175466.172 496312.49, 175465.374 496312.789, 175464.552 496313.016, 175463.713 496313.168, 175462.864 496313.244, 175462.012 496313.244, 175461.163 496313.168, 175460.324 496313.016, 175459.502 496312.789, 175458.704 496312.49, 175457.936 496312.12, 175457.204 496311.682, 175456.515 496311.181, 175455.873 496310.621, 175455.284 496310.004, 175454.752 496309.338, 175454.283 496308.627, 175453.879 496307.876, 175453.544 496307.092, 175453.28 496306.281, 175453.091 496305.45, 175452.976 496304.606, 175452.938 496303.754, 175452.976 496302.902, 175453.091 496302.058, 175453.28 496301.227, 175453.544 496300.416, 175453.879 496299.632, 175454.283 496298.881, 175454.752 496298.17, 175455.284 496297.504, 175455.873 496296.887, 175456.515 496296.327, 175457.204 496295.826, 175457.936 496295.388, 175458.704 496295.018, 175459.502 496294.719, 175460.324 496294.492, 175461.163 496294.34, 175462.012 496294.264, 175462.864 496294.264, 175463.713 496294.34, 175464.552 496294.492, 175465.374 496294.719, 175466.172 496295.018, 175466.94 496295.388, 175467.672 496295.826, 175468.361 496296.327, 175469.003 496296.887, 175469.592 496297.504, 175470.124 496298.17, 175470.593 496298.881, 175470.997 496299.632, 175471.332 496300.416, 175471.596 496301.227, 175471.785 496302.058, 175471.9 496302.902, 175471.938 496303.754)))"
O10002_GBI_Groenstructuur.618,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175656.445 496112.439, 175656.483 496111.587, 175656.598 496110.743, 175656.787 496109.912, 175657.051 496109.101, 175657.386 496108.317, 175657.79 496107.566, 175658.259 496106.855, 175658.791 496106.189, 175659.38 496105.572, 175660.022 496105.012, 175660.711 496104.511, 175661.443 496104.073, 175662.211 496103.703, 175663.009 496103.404, 175663.831 496103.177, 175664.67 496103.025, 175665.519 496102.949, 175666.371 496102.949, 175667.22 496103.025, 175668.059 496103.177, 175668.881 496103.404, 175669.679 496103.703, 175670.447 496104.073, 175671.179 496104.511, 175671.868 496105.012, 175672.51 496105.572, 175673.099 496106.189, 175673.631 496106.855, 175674.1 496107.566, 175674.504 496108.317, 175674.839 496109.101, 175675.103 496109.912, 175675.292 496110.743, 175675.407 496111.587, 175675.445 496112.439, 175675.407 496113.291, 175675.292 496114.135, 175675.103 496114.966, 175674.839 496115.777, 175674.504 496116.561, 175674.1 496117.312, 175673.631 496118.023, 175673.099 496118.689, 175672.51 496119.306, 175671.868 496119.866, 175671.179 496120.367, 175670.447 496120.805, 175669.679 496121.175, 175668.881 496121.474, 175668.059 496121.701, 175667.22 496121.853, 175666.371 496121.929, 175665.519 496121.929, 175664.67 496121.853, 175663.831 496121.701, 175663.009 496121.474, 175662.211 496121.175, 175661.443 496120.805, 175660.711 496120.367, 175660.022 496119.866, 175659.38 496119.306, 175658.791 496118.689, 175658.259 496118.023, 175657.79 496117.312, 175657.386 496116.561, 175657.051 496115.777, 175656.787 496114.966, 175656.598 496114.135, 175656.483 496113.291, 175656.445 496112.439)))"
O10002_GBI_Groenstructuur.619,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176116.144 495802.228, 176076.798 495819.922, 176059.951 495838.793, 176049.396 495829.397, 176070.405 495806.44, 176075.756 495801.387, 176081.271 495796.179, 176092.932 495786.723, 176104.511 495778.693, 176116.144 495802.228)))"
O10002_GBI_Groenstructuur.620,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((175923.909 495985.321, 175914.988 495977.353, 175932.255 495957.945, 175933.315 495959.003, 175951.309 495938.76, 175959.168 495945.772, 175923.909 495985.321)))"
O10002_GBI_Groenstructuur.621,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176288.976 497026.08, 176303.059 497006.56, 176306.379 497008.88, 176307.609 497011.44, 176295.086 497029.057, 176293.004 497028.943, 176292.416 497028.525, 176288.976 497026.08)))"
O10002_GBI_Groenstructuur.622,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176091.718 496827.337, 176096.945 496822.152, 176110.988 496832.208, 176112.315 496833.6, 176113.131 496836.415, 176112.241 496839.261, 176111.146 496840.795, 176106.306 496837.332, 176106.089 496837.57, 176091.718 496827.337)))"
O10002_GBI_Groenstructuur.623,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176358.017 496738.087, 176361.576 496737.392, 176366.309 496774.427, 176370.309 496819.06, 176368.129 496830.31, 176369.579 496847.25, 176373.999 496857.38, 176377.648 496899.095, 176377.939 496905.629, 176377.774 496907.627, 176377.543 496909.172, 176376.688 496912.629, 176375.721 496914.915, 176374.158 496917.819, 176368.762 496925.571, 176366.669 496928.53, 176361.469 496929.53, 176359.597 496928.179, 176363.94 496922.117, 176368.842 496916.217, 176373.898 496908.537, 176374.908 496902.068, 176371.131 496859.557, 176370.995 496858.576, 176370.607 496857.99, 176369.923 496857.537, 176369.291 496857.41, 176368.399 496857.603, 176364.629 496819.53, 176366.699 496819.19, 176367.499 496818.03, 176367.28 496815.319, 176366.379 496804.19, 176365.929 496798.179, 176363.128 496772.219, 176358.017 496738.087)))"
O10002_GBI_Groenstructuur.624,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177698.037 505878.383, 177698.594 505879.026, 177699.092 505879.717, 177699.526 505880.449, 177699.892 505881.217, 177700.189 505882.015, 177700.413 505882.836, 177700.562 505883.673, 177700.636 505884.521, 177700.634 505885.372, 177700.555 505886.219, 177700.401 505887.056, 177700.173 505887.876, 177699.873 505888.672, 177699.502 505889.438, 177699.064 505890.168, 177698.563 505890.856, 177698.002 505891.496, 177697.386 505892.083, 177696.72 505892.613, 177696.01 505893.081, 177695.26 505893.484, 177694.477 505893.817, 177693.668 505894.08, 177692.838 505894.269, 177691.995 505894.383, 177691.144 505894.421, 177690.311 505894.385, 177689.484 505894.275, 177688.67 505894.093, 177687.875 505893.841, 177687.105 505893.52, 177686.367 505893.132, 177685.665 505892.682, 177685.005 505892.171, 177684.393 505891.605, 177683.833 505890.987, 177683.329 505890.322, 177682.885 505889.615, 177682.505 505888.873, 177682.192 505888.1, 177681.948 505887.302, 177681.769 505886.455, 177681.668 505885.594, 177681.647 505884.729, 177681.704 505883.864, 177681.839 505883.009, 177682.052 505882.169, 177682.34 505881.353, 177682.702 505880.565, 177683.134 505879.815, 177683.632 505879.106, 177684.193 505878.446, 177684.812 505877.84, 177685.483 505877.293, 177686.201 505876.809, 177686.961 505876.392, 177687.755 505876.047, 177688.577 505875.775, 177689.421 505875.579, 177690.279 505875.461, 177691.144 505875.421, 177692 505875.46, 177692.849 505875.576, 177693.684 505875.767, 177694.498 505876.033, 177695.285 505876.371, 177696.038 505876.779, 177696.752 505877.253, 177697.42 505877.789, 177698.037 505878.383)))"
O10002_GBI_Groenstructuur.625,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176698.521 503711.371, 176736.499 503707.45, 176740.874 503706.998, 176741.45 503713.613, 176740.728 503714.161, 176739.841 503714.623, 176738.6 503714.978, 176699.35 503718.959, 176698.521 503711.371)))"
O10002_GBI_Groenstructuur.626,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177044.063 503650.534, 177043.219 503643.016, 177058.672 503641.511, 177059.518 503648.966, 177044.063 503650.534)))"
O10002_GBI_Groenstructuur.627,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176535.505 496339.15, 176535.543 496338.298, 176535.658 496337.454, 176535.847 496336.623, 176536.111 496335.812, 176536.446 496335.028, 176536.85 496334.277, 176537.319 496333.566, 176537.851 496332.9, 176538.44 496332.283, 176539.082 496331.723, 176539.771 496331.222, 176540.503 496330.784, 176541.271 496330.414, 176542.069 496330.115, 176542.891 496329.888, 176543.73 496329.736, 176544.579 496329.66, 176545.431 496329.66, 176546.28 496329.736, 176547.119 496329.888, 176547.941 496330.115, 176548.739 496330.414, 176549.507 496330.784, 176550.239 496331.222, 176550.928 496331.723, 176551.57 496332.283, 176552.159 496332.9, 176552.691 496333.566, 176553.16 496334.277, 176553.564 496335.028, 176553.899 496335.812, 176554.163 496336.623, 176554.352 496337.454, 176554.467 496338.298, 176554.505 496339.15, 176554.467 496340.002, 176554.352 496340.846, 176554.163 496341.677, 176553.899 496342.488, 176553.564 496343.272, 176553.16 496344.023, 176552.691 496344.734, 176552.159 496345.4, 176551.57 496346.017, 176550.928 496346.577, 176550.239 496347.078, 176549.507 496347.516, 176548.739 496347.886, 176547.941 496348.185, 176547.119 496348.412, 176546.28 496348.564, 176545.431 496348.64, 176544.579 496348.64, 176543.73 496348.564, 176542.891 496348.412, 176542.069 496348.185, 176541.271 496347.886, 176540.503 496347.516, 176539.771 496347.078, 176539.082 496346.577, 176538.44 496346.017, 176537.851 496345.4, 176537.319 496344.734, 176536.85 496344.023, 176536.446 496343.272, 176536.111 496342.488, 176535.847 496341.677, 176535.658 496340.846, 176535.543 496340.002, 176535.505 496339.15)))"
O10002_GBI_Groenstructuur.667,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((174924.68 496268.073, 174621.692 495998.75, 174619.438 495996.338, 174617.686 495993.798, 174615.634 495989.137, 174614.813 495985.121, 174615.007 495979.12, 174616.98 495973.123, 174619.431 495969.296, 174624.643 495964.601, 174626.993 495963.292, 174631.644 495961.688, 174635.424 495961.193, 174638.154 495961.252, 174643.756 495962.49, 174649.479 495965.63, 174855.839 496115.649, 174859.939 496117.922, 174862.549 496118.926, 174866.4 496119.877, 174870.709 496120.259, 174917.719 496117.63, 174921.703 496117.745, 174926.003 496118.638, 174930.313 496120.432, 174933.339 496122.36, 174971.189 496157.22, 174972.231 496158.748, 174973.494 496161.152, 174974.578 496164.312, 174975.149 496168.14, 174978.819 496253.54, 174978.95 496256.65, 174978.78 496262.14, 174977.961 496264.595, 174975.945 496267.64, 174971.677 496270.637, 174967.82 496271.52, 174940.72 496273.46, 174933.924 496272.632, 174929.462 496271.012, 174924.68 496268.073)))"
O10002_GBI_Groenstructuur.628,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176482.405 496333.632, 176482.443 496332.78, 176482.558 496331.936, 176482.747 496331.105, 176483.011 496330.294, 176483.346 496329.51, 176483.75 496328.759, 176484.219 496328.048, 176484.751 496327.382, 176485.34 496326.765, 176485.982 496326.205, 176486.671 496325.704, 176487.403 496325.266, 176488.171 496324.896, 176488.969 496324.597, 176489.791 496324.37, 176490.63 496324.218, 176491.479 496324.142, 176492.331 496324.142, 176493.18 496324.218, 176494.019 496324.37, 176494.841 496324.597, 176495.639 496324.896, 176496.407 496325.266, 176497.139 496325.704, 176497.828 496326.205, 176498.47 496326.765, 176499.059 496327.382, 176499.591 496328.048, 176500.06 496328.759, 176500.464 496329.51, 176500.799 496330.294, 176501.063 496331.105, 176501.252 496331.936, 176501.367 496332.78, 176501.405 496333.632, 176501.367 496334.484, 176501.252 496335.328, 176501.063 496336.159, 176500.799 496336.97, 176500.464 496337.754, 176500.06 496338.505, 176499.591 496339.216, 176499.059 496339.882, 176498.47 496340.499, 176497.828 496341.059, 176497.139 496341.56, 176496.407 496341.998, 176495.639 496342.368, 176494.841 496342.667, 176494.019 496342.894, 176493.18 496343.046, 176492.331 496343.122, 176491.479 496343.122, 176490.63 496343.046, 176489.791 496342.894, 176488.969 496342.667, 176488.171 496342.368, 176487.403 496341.998, 176486.671 496341.56, 176485.982 496341.059, 176485.34 496340.499, 176484.751 496339.882, 176484.219 496339.216, 176483.75 496338.505, 176483.346 496337.754, 176483.011 496336.97, 176482.747 496336.159, 176482.558 496335.328, 176482.443 496334.484, 176482.405 496333.632)))"
O10002_GBI_Groenstructuur.629,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176722.892 496219.191, 176722.854 496220.043, 176722.739 496220.887, 176722.55 496221.718, 176722.286 496222.529, 176721.951 496223.313, 176721.547 496224.064, 176721.078 496224.775, 176720.546 496225.441, 176719.957 496226.058, 176719.315 496226.618, 176718.626 496227.119, 176717.894 496227.557, 176717.126 496227.927, 176716.328 496228.226, 176715.506 496228.453, 176714.667 496228.605, 176713.818 496228.681, 176712.966 496228.681, 176712.117 496228.605, 176711.278 496228.453, 176710.456 496228.226, 176709.658 496227.927, 176708.89 496227.557, 176708.158 496227.119, 176707.469 496226.618, 176706.827 496226.058, 176706.238 496225.441, 176705.706 496224.775, 176705.237 496224.064, 176704.833 496223.313, 176704.498 496222.529, 176704.234 496221.718, 176704.045 496220.887, 176703.93 496220.043, 176703.892 496219.191, 176703.93 496218.339, 176704.045 496217.495, 176704.234 496216.664, 176704.498 496215.853, 176704.833 496215.069, 176705.237 496214.318, 176705.706 496213.607, 176706.238 496212.941, 176706.827 496212.324, 176707.469 496211.764, 176708.158 496211.263, 176708.89 496210.825, 176709.658 496210.455, 176710.456 496210.156, 176711.278 496209.929, 176712.117 496209.777, 176712.966 496209.701, 176713.818 496209.701, 176714.667 496209.777, 176715.506 496209.929, 176716.328 496210.156, 176717.126 496210.455, 176717.894 496210.825, 176718.626 496211.263, 176719.315 496211.764, 176719.957 496212.324, 176720.546 496212.941, 176721.078 496213.607, 176721.547 496214.318, 176721.951 496215.069, 176722.286 496215.853, 176722.55 496216.664, 176722.739 496217.495, 176722.854 496218.339, 176722.892 496219.191)))"
O10002_GBI_Groenstructuur.630,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((176985.101 497290.595, 176841.847 497491.3, 176828.751 497481.993, 176830.061 497480.16, 176972.464 497281.637, 176985.101 497290.595)))"
O10002_GBI_Groenstructuur.631,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((176664.561 496959.165, 176658.453 496954.769, 176657.58 496951.772, 176665.405 496940.817, 176669.907 496940.977, 176674.999 496944.571, 176664.561 496959.165)))"
O10002_GBI_Groenstructuur.632,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176797.917 502966.771, 176797.814 502965.909, 176797.789 502965.042, 176797.844 502964.176, 176797.978 502963.318, 176798.189 502962.477, 176798.476 502961.658, 176798.836 502960.868, 176799.268 502960.115, 176799.766 502959.405, 176800.326 502958.742, 176800.945 502958.134, 176801.617 502957.585, 176802.336 502957.099, 176803.097 502956.681, 176803.892 502956.335, 176804.716 502956.062, 176805.561 502955.865, 176806.421 502955.747, 176807.288 502955.707, 176808.156 502955.747, 176809.018 502955.866, 176809.864 502956.063, 176810.69 502956.337, 176811.486 502956.685, 176812.248 502957.105, 176812.968 502957.592, 176813.64 502958.143, 176814.259 502958.754, 176814.82 502959.418, 176815.318 502960.131, 176815.748 502960.886, 176816.108 502961.678, 176816.394 502962.499, 176816.603 502963.343, 176816.734 502964.202, 176816.787 502965.07, 176816.762 502965.906, 176816.664 502966.737, 176816.493 502967.555, 176816.251 502968.356, 176815.939 502969.132, 176815.56 502969.878, 176815.117 502970.587, 176814.614 502971.255, 176814.053 502971.876, 176813.441 502972.445, 176812.78 502972.958, 176812.077 502973.411, 176811.337 502973.801, 176810.565 502974.123, 176809.769 502974.377, 176808.952 502974.56, 176808.123 502974.67, 176807.288 502974.707, 176806.454 502974.67, 176805.627 502974.561, 176804.813 502974.379, 176804.018 502974.126, 176803.248 502973.805, 176802.51 502973.418, 176801.808 502972.967, 176801.148 502972.456, 176800.536 502971.89, 176799.976 502971.271, 176799.472 502970.607, 176799.028 502969.9, 176798.648 502969.157, 176798.335 502968.384, 176798.091 502967.587, 176797.917 502966.771)))"
