FID,aanlegjaar,categorie,leeftijd_doelgroep,max_valhoogte,omschrijving,toesteltype,geometrie
O10002_Speelobjecten_OD.357,2021,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Veertoestel,MULTIPOINT ((176553.128 496141.453))
O10002_Speelobjecten_OD.358,2021,speeltoestel,5-12 jaar,Niet ingevuld,speelvoorziening,Stappalen,MULTIPOINT ((176555.656 496150.402))
O10002_Speelobjecten_OD.359,2021,speeltoestel,3-12 jaar,Niet ingevuld,speelvoorziening,Speelelement,MULTIPOINT ((176532.271 496273.294))
O10002_Speelobjecten_OD.360,2021,speeltoestel,4-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176578.928 496112.46))
O10002_Speelobjecten_OD.361,2021,speeltoestel,4-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176521.023 496266.012))
O10002_Speelobjecten_OD.362,2021,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Schommel,MULTIPOINT ((176549.879 496158.125))
O10002_Speelobjecten_OD.363,2021,speeltoestel,4-12 jaar,Niet ingevuld,speelvoorziening,Speeltoestel,MULTIPOINT ((176566.369 496128.271))
O10002_Speelobjecten_OD.364,2021,speeltoestel,4-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176565.737 496134.587))
O10002_Speelobjecten_OD.365,2021,speeltoestel,4-12 jaar,Niet ingevuld,speelvoorziening,Duikeltoestel,MULTIPOINT ((176517.288 496263.372))
O10002_Speelobjecten_OD.366,2021,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,,MULTIPOINT ((176562.622 496132.06))
O10002_Speelobjecten_OD.367,1997,speeltoestel,6-12 jaar,240 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((177373.672 504686.282))
O10002_Speelobjecten_OD.368,2011,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Duikeltoestel,MULTIPOINT ((172527.129 509145.683))
O10002_Speelobjecten_OD.369,2021,speeltoestel,6-12 jaar,35 cm,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((175035.303 504932.579))
O10002_Speelobjecten_OD.370,1999,speeltoestel,0-6 jaar,80 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((171917.614 509226.735))
O10002_Speelobjecten_OD.371,2012,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((172282.334 507973.738))
O10002_Speelobjecten_OD.372,2019,speeltoestel,6-12 jaar,120 cm,speelvoorziening,Bokspringpaal,MULTIPOINT ((175045.036 505950.329))
O10002_Speelobjecten_OD.373,2015,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((175331.592 505952.296))
O10002_Speelobjecten_OD.374,2019,speeltoestel,6-12 jaar,33 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((175033.174 505956.322))
O10002_Speelobjecten_OD.375,2015,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((175338.849 505952.546))
O10002_Speelobjecten_OD.376,2011,speeltoestel,0-6 jaar,30 cm,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((171919.622 509034.786))
O10002_Speelobjecten_OD.377,2018,speeltoestel,6-12 jaar,150 cm,speelvoorziening,Schommel,MULTIPOINT ((171840.605 509165.726))
O10002_Speelobjecten_OD.378,Niet ingevuld,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Zandbak,MULTIPOINT ((186335.595 506488.135))
O10002_Speelobjecten_OD.379,Niet ingevuld,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Combinatietoestel,MULTIPOINT ((186312.539 506538.265))
O10002_Speelobjecten_OD.380,2014,speeltoestel,0-6 jaar,40 cm,speelvoorziening,Stappalen,MULTIPOINT ((177739.066 503666.598))
O10002_Speelobjecten_OD.381,2014,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175562.994 495956.207))
O10002_Speelobjecten_OD.382,2014,speeltoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Skatetoestel,MULTIPOINT ((172138.091 509202.726))
O10002_Speelobjecten_OD.383,2014,speeltoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Skatetoestel,MULTIPOINT ((172158.787 509199.911))
O10002_Speelobjecten_OD.384,2014,speeltoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Skatetoestel,MULTIPOINT ((172139.701 509183.537))
O10002_Speelobjecten_OD.385,2014,speeltoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Skatetoestel,MULTIPOINT ((172149.129 509201.117))
O10002_Speelobjecten_OD.386,2013,speeltoestel,6-12 jaar,250 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((177242.707 503110.379))
O10002_Speelobjecten_OD.387,2013,speeltoestel,6-12 jaar,211 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((177636.532 503646.693))
O10002_Speelobjecten_OD.388,2013,speeltoestel,6-12 jaar,150 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((177953.287 504246.196))
O10002_Speelobjecten_OD.389,2014,speeltoestel,0-6 jaar,120 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((177864.26 504246.334))
O10002_Speelobjecten_OD.390,2011,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Glijbaan,MULTIPOINT ((172251.962 509537.724))
O10002_Speelobjecten_OD.391,2011,speeltoestel,Niet ingevuld,50 cm,speelvoorziening,Stappalen,MULTIPOINT ((172273.134 509534.276))
O10002_Speelobjecten_OD.392,2011,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Klimelement,MULTIPOINT ((172247.09 509536.921))
O10002_Speelobjecten_OD.393,2012,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Duikeltoestel,MULTIPOINT ((172238.617 509523.619))
O10002_Speelobjecten_OD.394,2011,speeltoestel,6-12 jaar,205 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((172266.61 509539.044))
O10002_Speelobjecten_OD.395,2011,speeltoestel,6-12 jaar,140 cm,speelvoorziening,Schommel,MULTIPOINT ((172262.764 509533.01))
O10002_Speelobjecten_OD.396,2011,speeltoestel,6-12 jaar,100 cm,speelvoorziening,Kabelbaan,MULTIPOINT ((172008.282 508755.609))
O10002_Speelobjecten_OD.397,2011,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((172005.339 508750.669))
O10002_Speelobjecten_OD.398,2011,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Stappalen,MULTIPOINT ((172014.681 508753.592))
O10002_Speelobjecten_OD.399,2012,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((177817.861 504736.07))
O10002_Speelobjecten_OD.400,2012,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Duikeltoestel,MULTIPOINT ((172246.844 509520.992))
O10002_Speelobjecten_OD.401,2011,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Kruiptunnel,MULTIPOINT ((172252.496 509534.325))
O10002_Speelobjecten_OD.402,2013,speeltoestel,0-6 jaar,55 cm,speelvoorziening,Stappalen,MULTIPOINT ((172124.607 508936.321))
O10002_Speelobjecten_OD.403,Niet ingevuld,speeltoestel,0-6 jaar,90 cm,speelvoorziening,Speelhuisje,MULTIPOINT ((178148.446 503854.959))
O10002_Speelobjecten_OD.404,2013,speeltoestel,6-12 jaar,300 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((177617.472 502307.414))
O10002_Speelobjecten_OD.405,2013,speeltoestel,6-12 jaar,220 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((175741.231 505416.127))
O10002_Speelobjecten_OD.406,2013,speeltoestel,0-6 jaar,30 cm,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((175713.327 505412.11))
O10002_Speelobjecten_OD.407,2013,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Draaitoestel,MULTIPOINT ((175722.513 505415.381))
O10002_Speelobjecten_OD.408,Niet ingevuld,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Mikpaal,MULTIPOINT ((177773.463 504253.463))
O10002_Speelobjecten_OD.409,2014,speeltoestel,6-12 jaar,190 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((177998.748 503769.954))
O10002_Speelobjecten_OD.410,2010,speeltoestel,0-6 jaar,52 cm,speelvoorziening,Wiptoestel,MULTIPOINT ((177381.303 503556.952))
O10002_Speelobjecten_OD.411,2010,speeltoestel,6-12 jaar,130 cm,speelvoorziening,Schommel,MULTIPOINT ((177387.607 503547.856))
O10002_Speelobjecten_OD.412,2010,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((177387.978 503542.87))
O10002_Speelobjecten_OD.413,2010,speeltoestel,0-6 jaar,90 cm,speelvoorziening,Glijbaan,MULTIPOINT ((177384.876 503551.798))
O10002_Speelobjecten_OD.414,2010,speeltoestel,6-12 jaar,130 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((177391.079 503550.821))
O10002_Speelobjecten_OD.415,2014,speeltoestel,0-6 jaar,210 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((176275.648 496323.308))
O10002_Speelobjecten_OD.416,2014,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Klimelement,MULTIPOINT ((176275.938 496318.352))
O10002_Speelobjecten_OD.417,2011,speeltoestel,0-6 jaar,40 cm,speelvoorziening,Glijbaan,MULTIPOINT ((177886.609 504722.676))
O10002_Speelobjecten_OD.418,2019,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Evenwichtstoestel,MULTIPOINT ((178050.443 504758.372))
O10002_Speelobjecten_OD.419,2018,speeltoestel,0-6 jaar,70 cm,speelvoorziening,Wiptoestel,MULTIPOINT ((175639.965 495892.4))
O10002_Speelobjecten_OD.420,2018,speeltoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Klimtoestel,MULTIPOINT ((175845.374 495916.004))
O10002_Speelobjecten_OD.421,-1,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Mikpaal,MULTIPOINT ((175647.725 495898.899))
O10002_Speelobjecten_OD.422,2018,speeltoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((175856.272 495919.8))
O10002_Speelobjecten_OD.423,2016,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((175426.413 496426.705))
O10002_Speelobjecten_OD.424,2021,speeltoestel,0-6 jaar,0 cm,speelvoorziening,Speelelement,MULTIPOINT ((175635.333 495897.76))
O10002_Speelobjecten_OD.425,2016,speeltoestel,0-6 jaar,150 cm,speelvoorziening,Boomstam,MULTIPOINT ((175423.547 496428.561))
O10002_Speelobjecten_OD.426,2020,speeltoestel,3-99 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((175353.792 505563.217))
O10002_Speelobjecten_OD.427,2017,speeltoestel,0-6 jaar,37 cm,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((175060.228 505947.116))
O10002_Speelobjecten_OD.428,2017,speeltoestel,6-12 jaar,100 cm,speelvoorziening,Kabelbaan,MULTIPOINT ((175158.999 505897.99))
O10002_Speelobjecten_OD.429,2019,speeltoestel,6-12 jaar,33 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((175031.067 505959.109))
O10002_Speelobjecten_OD.430,2019,speeltoestel,6-12 jaar,170 cm,speelvoorziening,Schommel,MULTIPOINT ((175001.483 505973.013))
O10002_Speelobjecten_OD.431,2017,speeltoestel,6-12 jaar,130 cm,speelvoorziening,Schommel,MULTIPOINT ((174944.641 505889.749))
O10002_Speelobjecten_OD.432,2020,speeltoestel,5-12 jaar,Niet ingevuld,speelvoorziening,Klimtoestel,MULTIPOINT ((177164.029 503884.218))
O10002_Speelobjecten_OD.433,2020,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Duikeltoestel,MULTIPOINT ((177164.484 503887.874))
O10002_Speelobjecten_OD.434,2019,speeltoestel,6-12 jaar,45 cm,speelvoorziening,Evenwichtstoestel,MULTIPOINT ((175178.727 504878.061))
O10002_Speelobjecten_OD.435,2001,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((175853.282 505358.529))
O10002_Speelobjecten_OD.436,2017,speeltoestel,6-12 jaar,0 cm,speelvoorziening,Interactief,MULTIPOINT ((177494.353 504066.773))
O10002_Speelobjecten_OD.437,2017,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Evenwichtstoestel,MULTIPOINT ((175853.567 505345.78))
O10002_Speelobjecten_OD.438,2017,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Stappalen,MULTIPOINT ((175853.344 505340.093))
O10002_Speelobjecten_OD.439,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Duikeltoestel,MULTIPOINT ((175854.822 505352.451))
O10002_Speelobjecten_OD.440,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Stappalen,MULTIPOINT ((175817.383 505353.863))
O10002_Speelobjecten_OD.441,2017,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Zandbak,MULTIPOINT ((175859.302 505340.451))
O10002_Speelobjecten_OD.442,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Stappalen,MULTIPOINT ((175839.723 505336.845))
O10002_Speelobjecten_OD.443,2005,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((177701.396 503288.461))
O10002_Speelobjecten_OD.444,2021,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,,MULTIPOINT ((177527.623 502660.563))
O10002_Speelobjecten_OD.445,2021,speeltoestel,3-12 jaar,Niet ingevuld,speelvoorziening,Duikeltoestel,MULTIPOINT ((178022.901 503549.514))
O10002_Speelobjecten_OD.446,2019,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Duikeltoestel,MULTIPOINT ((177763.147 502788.638))
O10002_Speelobjecten_OD.447,2021,speeltoestel,6-12 jaar,80 cm,speelvoorziening,Bokspringpaal,MULTIPOINT ((175063.868 504951.471))
O10002_Speelobjecten_OD.448,2022,speeltoestel,6-12 jaar,175 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175003.438 504916.847))
O10002_Speelobjecten_OD.449,2021,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((174990.704 504923.643))
O10002_Speelobjecten_OD.450,2107,speeltoestel,6-12 jaar,100 cm,speelvoorziening,Glijbaan,MULTIPOINT ((174935.575 505882.105))
O10002_Speelobjecten_OD.451,2017,speeltoestel,0-6 jaar,60 cm,speelvoorziening,Wiptoestel,MULTIPOINT ((174943.492 505883.269))
O10002_Speelobjecten_OD.452,2008,speeltoestel,0-6 jaar,65 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((175849.936 495904.752))
O10002_Speelobjecten_OD.453,2008,speeltoestel,0-6 jaar,45 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((175853.06 495904.468))
O10002_Speelobjecten_OD.454,2008,speeltoestel,0-6 jaar,20 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((175858.416 495904.144))
O10002_Speelobjecten_OD.455,2011,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Klimtoestel,MULTIPOINT ((172286.303 508576.434))
O10002_Speelobjecten_OD.456,2011,speeltoestel,0-6 jaar,59 cm,speelvoorziening,Speelhuisje,MULTIPOINT ((172281.224 508575.366))
O10002_Speelobjecten_OD.457,2021,speeltoestel,3-12 jaar,100 cm,speelvoorziening,Schommel,MULTIPOINT ((175248.187 505395.981))
O10002_Speelobjecten_OD.458,2021,speeltoestel,3-12 jaar,100 cm,speelvoorziening,Wiptoestel,MULTIPOINT ((175255.467 505389.093))
O10002_Speelobjecten_OD.459,2019,speeltoestel,3-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177826.55 502681.125))
O10002_Speelobjecten_OD.460,2019,speeltoestel,3-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177850.213 502671.643))
O10002_Speelobjecten_OD.461,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Veertoestel,MULTIPOINT ((175307.775 505573.97))
O10002_Speelobjecten_OD.462,2010,speeltoestel,6-12 jaar,60 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((175317.437 505571.606))
O10002_Speelobjecten_OD.463,2019,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Evenwichtstoestel,MULTIPOINT ((178060.317 504750.25))
O10002_Speelobjecten_OD.464,2019,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Veertoestel,MULTIPOINT ((178063.076 504765.794))
O10002_Speelobjecten_OD.465,2021,speeltoestel,3-12 jaar,99 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175249.783 505390.718))
O10002_Speelobjecten_OD.466,2021,speeltoestel,5-12 jaar,200 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175313.131 505400.239))
O10002_Speelobjecten_OD.467,2021,speeltoestel,4-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176546.198 496279.716))
O10002_Speelobjecten_OD.468,2021,speeltoestel,3-12 jaar,40 cm,speelvoorziening,Stappalen,MULTIPOINT ((175257.25 505402.78))
O10002_Speelobjecten_OD.469,2021,speeltoestel,3-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((176331.753 503183.182))
O10002_Speelobjecten_OD.470,2021,speeltoestel,5-12 jaar,60 cm,speelvoorziening,Balanceerparcours,MULTIPOINT ((176326.787 503176.493))
O10002_Speelobjecten_OD.471,2016,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((172366.317 509126.997))
O10002_Speelobjecten_OD.472,2019,speelelement,3-99 jaar,60 cm,speelvoorziening,Speelelement,MULTIPOINT ((178007.771 502856.013))
O10002_Speelobjecten_OD.473,2019,speelelement,3-12 jaar,60 cm,speelvoorziening,Speelelement,MULTIPOINT ((178013.504 502860.027))
O10002_Speelobjecten_OD.474,2019,speelelement,4-7 jaar,206 cm,speelvoorziening,Speelelement,MULTIPOINT ((178004.449 502862.414))
O10002_Speelobjecten_OD.475,2019,speelelement,4-7 jaar,75 cm,speelvoorziening,Speelelement,MULTIPOINT ((178010.108 502865.886))
O10002_Speelobjecten_OD.476,2019,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177352.509 503695.823))
O10002_Speelobjecten_OD.477,2009,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((175434.71 505381.344))
O10002_Speelobjecten_OD.478,2020,speelelement,Niet ingevuld,Niet ingevuld,speelvoorziening,Evenwichtstoestel,MULTIPOINT ((178013.915 503072.529))
O10002_Speelobjecten_OD.479,2020,speelelement,Niet ingevuld,Niet ingevuld,speelvoorziening,Speelelement,MULTIPOINT ((178015.394 503066.747))
O10002_Speelobjecten_OD.480,2020,speelelement,Niet ingevuld,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((178020.473 503072.208))
O10002_Speelobjecten_OD.481,2020,speelelement,0-6 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((178011.472 503058.908))
O10002_Speelobjecten_OD.482,2018,speelelement,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((175645.963 495902.193))
O10002_Speelobjecten_OD.483,2016,speelelement,0-6 jaar,Niet ingevuld,speelvoorziening,Stappalen,MULTIPOINT ((175421.082 496429.994))
O10002_Speelobjecten_OD.484,2018,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Klimelement,MULTIPOINT ((177660.78 502783.289))
O10002_Speelobjecten_OD.485,2018,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((177644.449 502775.052))
O10002_Speelobjecten_OD.486,Niet ingevuld,speelelement,5-12 jaar,Niet ingevuld,speelvoorziening,Stappalen,MULTIPOINT ((177625.051 502780.543))
O10002_Speelobjecten_OD.487,Niet ingevuld,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Speelelement,MULTIPOINT ((175359.423 495739.687))
O10002_Speelobjecten_OD.488,2017,speelelement,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((174938.651 505890.009))
O10002_Speelobjecten_OD.489,2020,speelelement,6-12 jaar,60 cm,speelvoorziening,Klimelement,MULTIPOINT ((176623.647 503107.112))
O10002_Speelobjecten_OD.490,2012,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((175851.232 505274.521))
O10002_Speelobjecten_OD.491,2012,speelelement,6-12 jaar,136 cm,speelvoorziening,Boomstam,MULTIPOINT ((175855.15 505304.842))
O10002_Speelobjecten_OD.492,2017,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((175822.195 505338.625))
O10002_Speelobjecten_OD.493,2017,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Speelelement,MULTIPOINT ((175855.281 505328.451))
O10002_Speelobjecten_OD.494,2019,speelelement,6-12 jaar,115 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((175853.844 505324.402))
O10002_Speelobjecten_OD.495,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Speelelement,MULTIPOINT ((172372.579 509128.394))
O10002_Speelobjecten_OD.496,Niet ingevuld,speelelement,12-18 jaar,Niet ingevuld,speelvoorziening,Pleinplakker,MULTIPOINT ((176131.342 504477.169))
O10002_Speelobjecten_OD.497,Niet ingevuld,speelelement,12-18 jaar,Niet ingevuld,speelvoorziening,Pleinplakker,MULTIPOINT ((176133.244 504471.762))
O10002_Speelobjecten_OD.498,2018,speelelement,12-18 jaar,Niet ingevuld,speelvoorziening,Pleinplakker,MULTIPOINT ((176133.743 504483.996))
O10002_Speelobjecten_OD.499,2018,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((177649.232 504529.116))
O10002_Speelobjecten_OD.500,2018,speelelement,12-18 jaar,Niet ingevuld,speelvoorziening,Pleinplakker,MULTIPOINT ((176136.19 504476.834))
O10002_Speelobjecten_OD.501,2018,speelelement,12-18 jaar,4000 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((176134.328 504474.968))
O10002_Speelobjecten_OD.502,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176664.856 503096.531))
O10002_Speelobjecten_OD.503,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((176672.53 503128.066))
O10002_Speelobjecten_OD.504,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((176668.824 503107.953))
O10002_Speelobjecten_OD.505,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((176659.785 503097.24))
O10002_Speelobjecten_OD.506,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((176665.843 503099.818))
O10002_Speelobjecten_OD.507,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((176663.537 503123.947))
O10002_Speelobjecten_OD.508,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176657.201 503099.024))
O10002_Speelobjecten_OD.509,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Kruiptunnel,MULTIPOINT ((172611.677 508575.214))
O10002_Speelobjecten_OD.510,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((172616.089 508565.396))
O10002_Speelobjecten_OD.511,2017,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((178027.631 504369.718))
O10002_Speelobjecten_OD.512,2017,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((177974.075 504277.998))
O10002_Speelobjecten_OD.513,2017,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((178036.279 504362.399))
O10002_Speelobjecten_OD.514,2016,speelelement,6-12 jaar,94 cm,speelvoorziening,Boomstam,MULTIPOINT ((176479.937 503284.776))
O10002_Speelobjecten_OD.515,2017,speelelement,6-12 jaar,94 cm,speelvoorziening,Boomstam,MULTIPOINT ((176551.886 503510.595))
O10002_Speelobjecten_OD.516,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((172512.83 507957.325))
O10002_Speelobjecten_OD.517,2019,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177822.123 502709.365))
O10002_Speelobjecten_OD.518,2018,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((177626.147 502786.949))
O10002_Speelobjecten_OD.519,2018,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((177649.394 502794.496))
O10002_Speelobjecten_OD.520,2020,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((176535.185 503162.366))
O10002_Speelobjecten_OD.521,2020,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176532.066 503155.16))
O10002_Speelobjecten_OD.522,2018,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((177913.469 502490.306))
O10002_Speelobjecten_OD.523,2021,speelelement,5-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176615.705 504933.308))
O10002_Speelobjecten_OD.524,2021,speelelement,5-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((176602.332 504914.435))
O10002_Speelobjecten_OD.525,2021,speelelement,5-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176601.725 504936.676))
O10002_Speelobjecten_OD.526,2009,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((175459.292 505183.444))
O10002_Speelobjecten_OD.527,2021,speelelement,5-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176589.005 504911.238))
O10002_Speelobjecten_OD.528,Niet ingevuld,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((176902.82 502974.656))
O10002_Speelobjecten_OD.529,2021,speelelement,Niet ingevuld,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177520.433 502647.07))
O10002_Speelobjecten_OD.530,2021,speelelement,Niet ingevuld,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177524.386 502645.256))
O10002_Speelobjecten_OD.531,2021,speelelement,3-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((178025.09 503544.648))
O10002_Speelobjecten_OD.532,2020,speelelement,5-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((172489.464 507977.026))
