NAAM,AFKORTING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,STATUS,EVENEMENT,GROOTTE,BEHEERDER,KMLINT,KMLINT_OMSCHRIJVING,LATITUDE,LONGITUDE,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NR,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,X,Y,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,PUIC,ID
Diemen Zuid,Dmnz,027,,27,027__,Diemen - Duivendrecht,148.786,"148,786000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,52.3303707104394,4.95586925391044,Randstad Noord,RN,10,Duivendrecht,BASIS,Amstelsepoort,125598.022,482580.376,BASIS,Randstad Noord,RN,8c8d8cc7-72a3-4942-9fc7-8e123c264ed4,190
Holten,Hon,024,,24,024__,Deventer - Wierden,18.657,"18,657000",Gerealiseerd/vastgesteld,N,klein,ProRail,Dv-Aml,Deventer - Almelo ,52.2839506548721,6.42043603211621,Noord-Oost,NO,31,IJsselstreek,BASIS,Veluwe,225502.592,477830.701,BASIS,Noord-Oost,NO,17c89d54-c284-425a-84d3-570f52eefb39,191
Amersfoort Schothorst,Amfs,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,24.229,"24,229000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,52.1747769814669,5.40389409523718,Randstad Noord,RN,12,Amersfoort,BASIS,Eemland,156141.7,465181.361,BASIS,Randstad Noord,RN,d60edb41-fcc5-42d1-88ce-f34760530c3f,193
Heerenveen,Hr,009,,9,009__,Meppel - Leeuwarden,138.068,"138,068000",Gerealiseerd/vastgesteld,N,middel,ProRail,Zl-Lw,Zwolle - Leeuwarden ,52.9616179984729,5.91428403823561,Noord-Oost,NO,36,Friesland,BASIS,Wadden,190416.248,552862.484,BASIS,Noord-Oost,NO,c2a297b5-34a6-47d8-973b-43d3406b426e,195
Almere Centrum,Alm,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,15.142,"15,142000",Gerealiseerd/vastgesteld,N,groot,ProRail,Wp-Llso,Weesp - Lelystad Opstel. ,52.375095680713,5.21818212037172,Randstad Noord,RN,11,Weesp,BASIS,Amstelsepoort,143490.156,487482.641,BASIS,Randstad Noord,RN,2e1b00f1-063f-45ee-9c27-27eb0fab7099,197
Heerenveen IJsstadion,Hry,009,,9,009__,Meppel - Leeuwarden,134.679,"134,679000",Gerealiseerd/vastgesteld,J,klein,ProRail,Zl-Lw,Zwolle - Leeuwarden ,52.9363727505167,5.94295161902817,Noord-Oost,NO,36,Friesland,BASIS,Wadden,192364.141,550067.692,BASIS,Noord-Oost,NO,26b4c7d6-93d8-4894-81ed-43275a375e96,198
Putten,Pt,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,39.815,"39,815000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,52.2652242429652,5.57542939698008,Noord-Oost,NO,29,Gelderse Vallei,BASIS,Veluwe,167849.27,475261.245,BASIS,Noord-Oost,NO,632cc23a-59d6-432a-a5e0-b5ba76def66e,199
Delden,Ddn,031,a,31,031_a,Zutphen - Hengelo,39.819,"39,819000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zp-Esg,Zutphen - Enschede Grens ,52.2601212530266,6.71623187874824,Noord-Oost,NO,32,Twente,BASIS,Twente,245733.428,475508.603,BASIS,Noord-Oost,NO,9f961c21-2734-4b4e-b94c-e1922c1dd087,200
Hurdegaryp,Hdg,002,,2,002__,Leeuwarden - Groningen,36.12,"36,120000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.2189397646206,5.93460014822627,Noord-Oost,NO,37,Groningen,BASIS,Wadden,191563.861,581508.23,BASIS,Noord-Oost,NO,efcac9e5-3565-4526-b483-765f424c02b6,201
Beilen,Bl,012,,12,012__,Meppel - Assen,33.641,"33,641000",Gerealiseerd/vastgesteld,N,klein,ProRail,Mp-Gn,Meppel - Groningen ,52.8539481087278,6.52093341758609,Noord-Oost,NO,35,Drenthe,BASIS,Drenthe,231365.686,541351.277,BASIS,Noord-Oost,NO,efc0cb67-3873-462e-bf82-a23c5868dcfa,202
Nunspeet,Ns,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,61.242,"61,242000",Gerealiseerd/vastgesteld,N,middel,ProRail,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,52.3710382732666,5.78548661859582,Noord-Oost,NO,33,Gelderland,BASIS,Veluwe,182124.09,487092.412,BASIS,Noord-Oost,NO,686619c2-1079-41a2-8e03-50915e91a559,203
Hindeloopen,Hnp,008,,8,008__,Leeuwarden - Stavoren,40.96,"40,960000",Gerealiseerd/vastgesteld,N,klein,ProRail,Lw-Stv,Leeuwarden - Stavoren ,52.94670064693,5.42349696068411,Noord-Oost,NO,36,Friesland,BASIS,Wadden,157439.339,551073.661,BASIS,Noord-Oost,NO,08984c61-60bc-4b3c-9521-71ac656b71a6,204
't Harde,Hde,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,69.766,"69,766000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,52.4089730012837,5.89265710737272,Noord-Oost,NO,33,Gelderland,BASIS,Veluwe,189393.152,491358.696,BASIS,Noord-Oost,NO,2a185568-843e-4702-92e0-4f236352cfbc,205
Rheden,Rh,034,,34,034__,Velperbroek Aansl. - Dieren,8.019,"8,019000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Zl,Arnhem - Zwolle ,52.0100146000706,6.03080659580746,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,199187.275,447045.785,BASIS,Noord-Oost,NO,7590133f-f641-41eb-b92d-9b2b6f209cb1,206
Dalfsen,Dl,204,,204,204__,Herfte Aansl. - Mariënberg,12.092079,"12,092079",Gerealiseerd/vastgesteld,N,klein,ProRail,Hea-Emn,Herfte Aansl. - Emmen ,52.4984201814681,6.25867801238211,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,214178.302,501547.479,BASIS,Noord-Oost,NO,2bef3515-4f8b-4eef-a30f-69b0ef954051,207
Sneek,Sk,008,,8,008__,Leeuwarden - Stavoren,21.731,"21,731000",Gerealiseerd/vastgesteld,N,middel,ProRail,Lw-Stv,Leeuwarden - Stavoren ,53.0325161231659,5.65150189733091,Noord-Oost,NO,36,Friesland,BASIS,Wadden,172730.125,560655.285,BASIS,Noord-Oost,NO,ba20efcd-53e8-49cf-ad78-756c9a0697ba,208
Borne,Bn,025,,25,025__,Almelo - Hengelo,10.091444,"10,091444",Gerealiseerd/vastgesteld,N,klein,ProRail,Aml-Hgl,Almelo - Hengelo ,52.2984382497414,6.74862728345651,Noord-Oost,NO,32,Twente,BASIS,Twente,247864.826,479812.377,BASIS,Noord-Oost,NO,f2dccdeb-c721-4676-b334-6acd3665197a,209
Usquert,Ust,200,,200,200__,Winsum - Roodeschool,15.989,"15,989000",Gerealiseerd/vastgesteld,N,klein,ProRail,Swd-Rd,Sauwerd - Roodeschool ,53.4009847353917,6.60847208461472,Noord-Oost,NO,37,Groningen,BASIS,Wadden,236230.124,602319.258,BASIS,Noord-Oost,NO,edaaf177-301a-4d1f-bab6-9833cef615bb,211
De Westereen,Dwe,002,,2,002__,Leeuwarden - Groningen,43.550136,"43,550136",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.2481427301134,6.03470644970688,Noord-Oost,NO,37,Groningen,BASIS,Wadden,198221.261,584813.624,BASIS,Noord-Oost,NO,7d3d5552-a30e-491f-a5f3-bc50aa3241a8,212
Haarlem,Hlm,527,c,527,527_c,Haarlem,16.851,"16,851000",Gerealiseerd/vastgesteld,N,groot,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.3880675072428,4.63849457636414,Randstad Noord,RN,8,Haarlem,BASIS,Kennemerland,104030.898,489175.834,BASIS,Randstad Noord,RN,a5857a5b-8c2c-4878-9a38-5c5fad5636fc,214
Groningen Noord,Gnn,006,,6,006__,Groningen - Sauwerd,3.966,"3,966000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gn-Dz,Groningen - Delfzijl ,53.2301662718678,6.55662276561004,Noord-Oost,NO,37,Groningen,BASIS,Wadden,233090.551,583252.727,BASIS,Noord-Oost,NO,fb9e42f3-532d-4ee9-85ef-cf38060c0f79,215
Hoogkarspel,Hks,217,,217,217__,Hoorn - Enkhuizen,42.815,"42,815000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zd-Ekz,Zaandam - Enkhuizen ,52.6906053676557,5.184027584696,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,141262.831,522594.889,BASIS,Randstad Noord,RN,40aa56e9-0d12-4c8e-90bb-24dd28b16b3d,216
Beesd,Bsd,118,,118,118__,Geldermalsen - Dordrecht,51.261,"51,261000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gdm-Ddr,Geldermalsen - Dordrecht ,51.8994577975684,5.19573930280746,Zuid,Z,22,Geldermalsen,BASIS,Betuwe,141822.367,434567.013,BASIS,Zuid,Z,0be50615-e4ae-4e7e-8d9f-56f90a59a875,218
Uithuizermeeden,Uhm,200,,200,200__,Winsum - Roodeschool,23.84,"23,840000",Gerealiseerd/vastgesteld,N,klein,ProRail,Swd-Rd,Sauwerd - Roodeschool ,53.4139223423623,6.72048185273485,Noord-Oost,NO,37,Groningen,BASIS,Wadden,243652.979,603891.285,BASIS,Noord-Oost,NO,9af55e8d-abf0-4e3c-b297-db264cecc97b,219
's Hertogenbosch,Ht,614,c,614,614_c,s Hertogenbosch,47.904,"47,904000",Gerealiseerd/vastgesteld,N,groot,ProRail,Ut-Btl,Utrecht Centraal - Boxtel ,51.6906312917654,5.29375093345331,Zuid,Z,21,Den Bosch,BASIS,Betuwe,148538.304,411320.9,BASIS,Zuid,Z,42ee571d-a49d-4573-a5b2-a04d992b6308,220
Enschede Kennispark,Esk,028,,28,028__,Hengelo - Enschede Grens,49.218001,"49,218001",Gerealiseerd/vastgesteld,N,klein,ProRail,Zp-Esg,Zutphen - Enschede Grens ,52.2377202364609,6.83831257299085,Noord-Oost,NO,32,Twente,BASIS,Twente,254117.081,473176.385,BASIS,Noord-Oost,NO,3dfcb10d-1076-4a0f-933b-4d55d1f40e46,222
Woerden,Wd,533,,533,533__,Woerden,15.764,"15,764000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,52.0849124537963,4.89303796926774,Randstad Noord,RN,14,Woerden,BASIS,Neerlands Midden,121129.156,455298.124,BASIS,Randstad Noord,RN,c0d127e4-82c9-4407-bdc7-c35874a2ff57,223
Meppel,Mp,502,b,502,502_b,Meppel,100.631,"100,631000",Gerealiseerd/vastgesteld,N,groot,ProRail,Zl-Lw,Zwolle - Leeuwarden ,52.6905063525491,6.19740863550507,Noord-Oost,NO,35,Drenthe,BASIS,Drenthe,209778.435,522871.687,BASIS,Noord-Oost,NO,6fd76549-3177-418a-bace-fa63d0e167e9,225
Nieuw Vennep,Nvp,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,24.254,"24,254000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,52.2590473021836,4.64563595316205,Randstad Noord,RN,8,Haarlem,BASIS,Kennemerland,104370.185,474816.082,BASIS,Randstad Noord,RN,3a59c283-b798-4894-a18f-48cd0a636d39,226
Winterswijk West,Www,210,,210,210__,Zutphen - Winterswijk,42.506,"42,506000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zp-Ww,Zutphen - Winterswijk ,51.9744630684873,6.70429857937269,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,245495.672,443715.138,BASIS,Noord-Oost,NO,09c7ab13-74b5-468b-b319-768a03fb22cb,227
Nijmegen Dukenburg,Nmd,047,,47,047__,s Hertogenbosch - Nijmegen,61.059,"61,059000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ht-Nm,s-Hertogenbosch - Nijmegen ,51.8241023941334,5.79561941196005,Noord-Oost,NO,28,Maas en Waal,BASIS,Gelre,183156.697,426245.115,BASIS,Noord-Oost,NO,c0f4bf9f-40b5-4cb7-bf32-6744c9a92ba1,231
Amsterdam Centraal,Asd,586,,586,586__,Amsterdam Centraal,80.8,"80,800000",Gerealiseerd/vastgesteld,N,groot,ProRail,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,52.3789245066693,4.90050168144243,Randstad Noord,RN,9,Amsterdam,BASIS,Amsterdam,121860.2,488006.5,BASIS,Randstad Noord,RN,cb17e9c3-9b4b-48df-94ec-fcb8744856bf,232
Arnhem Centraal,Ah,508,,508,508__,Arnhem,91.815,"91,815000",Gerealiseerd/vastgesteld,N,groot,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,51.9849745761933,5.89986718434277,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,190217.281,444188.358,BASIS,Noord-Oost,NO,1592693d-36fd-42bf-8297-f703601774bf,237
Opheusden,Op,042,,42,042__,Vork - Kesteren,17.022,"17,022000",Gerealiseerd/vastgesteld,N,klein,ProRail,Est-Gdm,Elst - Geldermalsen ,51.9260324207402,5.63738357006562,Noord-Oost,NO,28,Maas en Waal,BASIS,Gelre,172208.74,437535.941,BASIS,Noord-Oost,NO,4caa4d1b-eaac-4c37-8f6b-7562194d7277,238
Eindhoven Strijp-S,Ehs,054,a,54,054_a,Boxtel - Eindhoven,56.895,"56,895000",Gerealiseerd/vastgesteld,N,klein,ProRail,Bd-Ehv,Breda - Eindhoven ,51.4507106017794,5.4565426725752,Zuid,Z,23,Boxtel,BASIS,Brabant,159820.069,384627.369,BASIS,Zuid,Z,62d8fc40-eeae-4382-98be-d10fab1dc260,239
Zandvoort aan Zee,Zvt,083,,83,083__,Haarlem - Zandvoort aan Zee,8.086,"8,086000",Gerealiseerd/vastgesteld,N,middel,ProRail,Hlmjl-Zvt,Haarlem Julianalaan - Zandvoort aan Zee ,52.3754739559803,4.53229447752329,Randstad Noord,RN,8,Haarlem,BASIS,Kennemerland,96784.917,487854.686,BASIS,Randstad Noord,RN,9433d212-1212-4c78-aa3b-5404849f5373,240
Kampen,Kpn,015,,15,015__,Zwolle - Kampen,100.95,"100,950000",Gerealiseerd/vastgesteld,N,middel,ProRail,Zl-Kpn,Zwolle - Kampen ,52.5598134906197,5.92149048596216,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,191231.167,508156.108,BASIS,Noord-Oost,NO,1fcd85c7-7628-4114-ad9d-202ef4c93830,241
Alkmaar,Amr,620,,620,620__,Alkmaar,41.977,"41,977000",Gerealiseerd/vastgesteld,N,groot,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.6378789693905,4.7399458904279,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,111185.655,516904.609,BASIS,Randstad Noord,RN,bebecdf4-8168-4327-b5c0-6e4ac227f502,242
Den Haag Ypenburg,Ypb,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,19.9,"19,900000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gd-Gvc,Gouda - Den Haag Centraal ,52.0557005775534,4.39119296168745,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,86688.473,452401.249,BASIS,Randstad Zuid,RZ,e6df7ff1-d125-4924-b5d0-162c634e683c,243
Abcoude,Ac,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,9.978463,"9,978463",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.2791068383062,4.97642100052815,Randstad Noord,RN,10,Duivendrecht,BASIS,Amstelsepoort,126966.61,476868.512,BASIS,Randstad Noord,RN,2c76c770-6520-41d9-8b3c-410b80b6358d,244
Hemmen - Dodewaard,Hmn,042,,42,042__,Vork - Kesteren,14.519,"14,519000",Gerealiseerd/vastgesteld,N,klein,ProRail,Est-Gdm,Elst - Geldermalsen ,51.92231423552,5.67329321811657,Noord-Oost,NO,28,Maas en Waal,BASIS,Gelre,174680.413,437131.391,BASIS,Noord-Oost,NO,1406d78a-28a0-469d-9032-c790060caae3,245
Bovenkarspel - Grootebroek,Bkg,217,,217,217__,Hoorn - Enkhuizen,46.54951,"46,549510",Gerealiseerd/vastgesteld,N,klein,ProRail,Zd-Ekz,Zaandam - Enkhuizen ,52.6951045257157,5.23816185167448,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,144923.958,523086.615,BASIS,Randstad Noord,RN,a6eca43a-f144-4bb2-bffa-28f8e24f3b34,246
Den Helder,Hdr,073,,73,073__,Den Helder - Heerhugowaard,0.648,"0,648000",Gerealiseerd/vastgesteld,N,groot,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.9564640205413,4.76072628367835,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,112899.651,552342.168,BASIS,Randstad Noord,RN,b3f41842-9d60-412b-a23f-0b3b696163bf,247
Cuijk,Ck,049,,49,049__,Nijmegen - Beugen,31.25,"31,250000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Vl,Arnhem - Venlo ,51.7270210781006,5.87403202185613,Zuid,Z,27,Venlo,BASIS,De Peel,188634.8,415477.85,BASIS,Zuid,Z,40b5d17f-6332-4409-843c-0e0df6ce4b2c,248
Best,Bet,054,a,54,054_a,Boxtel - Eindhoven,48.699801,"48,699801",Gerealiseerd/vastgesteld,N,klein,ProRail,Bd-Ehv,Breda - Eindhoven ,51.5105527698976,5.38835019834505,Zuid,Z,23,Boxtel,BASIS,Brabant,155079.767,391282.591,BASIS,Zuid,Z,f79a26cc-eafc-428f-be8f-eba367b91287,249
Schin op Geul,Sog,521,a,521,521_a,Schin op Geul,7.749499,"7,749499",Gerealiseerd/vastgesteld,N,klein,ProRail,Hrl-Sog,Heerlen - Schin op Geul ,50.8562675876553,5.87181791047354,Zuid,Z,26,Maastricht,BASIS,Limburg,189125.296,318606.304,BASIS,Zuid,Z,2885a10a-c2c3-45db-9ebe-9447fb41518a,250
Ruurlo,Rl,210,,210,210__,Zutphen - Winterswijk,21.331,"21,331000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zp-Ww,Zutphen - Winterswijk ,52.0806911972565,6.45002703620254,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,227853.022,455246.761,BASIS,Noord-Oost,NO,0f51b6a5-5764-4d0b-8e0e-a224a10f49f0,253
Eygelshoven,Egh,309,,309,309__,Landgraaf - Simpelveld,2.029001,"2,029001",Gerealiseerd/vastgesteld,N,klein,ProRail,Lg-Spv,Landgraaf - Simpelveld ,50.8900915334195,6.04555707453911,Zuid,Z,26,Maastricht,BASIS,Limburg,201325.39,322464.651,BASIS,Zuid,Z,adca9516-27d6-4561-9e2b-e97304f42cb6,254
Barendrecht,Brd,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,39,"39,000000",Gerealiseerd/vastgesteld,N,middel,ProRail,Bd-Rtd,Breda - Rotterdam Centraal ,51.8544306876883,4.55320773632774,Randstad Zuid,RZ,4,Europoort,BASIS,Zee-Zevenaar,97542.914,429869.588,BASIS,Randstad Zuid,RZ,3739ca1f-0649-4c0e-b76a-3463540057c9,257
Arkel,Akl,118,,118,118__,Geldermalsen - Dordrecht,65.699,"65,699000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gdm-Ddr,Geldermalsen - Dordrecht ,51.8721621735605,4.99302923623633,Randstad Zuid,RZ,5,Dordrecht,BASIS,Dordrecht,127854.272,431586.423,BASIS,Randstad Zuid,RZ,61a99a7f-9b16-4a60-8e9e-cf6a09a86202,258
Geldrop,Gp,057,,57,057__,Eindhoven - Weert,6.14,"6,140000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ehv-Wt,Eindhoven - Weert ,51.4198945021224,5.55077783239328,Zuid,Z,24,Eindhoven,BASIS,De Peel,166378.219,381209.53,BASIS,Zuid,Z,f8e3d0fa-b5e9-4c72-89f9-e665246a9f88,259
Tilburg,Tb,551,b,551,551_b,Tilburg,22.17,"22,170000",Gerealiseerd/vastgesteld,N,groot,ProRail,Bd-Ehv,Breda - Eindhoven ,51.5606647632502,5.08388952948212,Zuid,Z,20,Breda,BASIS,Brabant,133967.2,396901.38,BASIS,Zuid,Z,e6957f45-91ba-4cda-8172-91b3421d319c,260
Venray,Vry,052,,52,052__,Beugen - Blerick,55.949,"55,949000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Vl,Arnhem - Venlo ,51.5263016623987,6.01469955977293,Zuid,Z,27,Venlo,BASIS,De Peel,198545.774,393222.282,BASIS,Zuid,Z,fbb071e7-2e1e-4d68-aa82-fbfee5842939,261
Zaltbommel,Zbm,046,,46,046__,Meteren Aansl. - s Hertogenbosch,34.33,"34,330000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Btl,Utrecht Centraal - Boxtel ,51.8083845869011,5.26328180928229,Zuid,Z,22,Geldermalsen,BASIS,Betuwe,146453.79,424424.56,BASIS,Zuid,Z,c0dfc1b4-00c1-4282-bcc5-779f93046c72,262
Leiden Lammenschans,Ldl,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,29.571,"29,571000",Gerealiseerd/vastgesteld,N,klein,ProRail,Wd-Ledn,Woerden - Leiden Centraal ,52.1468148085878,4.49258345179838,Randstad Zuid,RZ,1,Leiden,BASIS,Rijn en Gouwe,93767.025,462447.497,BASIS,Randstad Zuid,RZ,3438814e-01d5-468b-b410-80ddfc7bb9ad,263
Appingedam,Apg,201,,201,201__,Sauwerd - Delfzijl,33.612007,"33,612007",Gerealiseerd/vastgesteld,N,klein,ProRail,Gn-Dz,Groningen - Delfzijl ,53.325903300923,6.86169622161117,Noord-Oost,NO,37,Groningen,BASIS,Wadden,253242.56,594279.869,BASIS,Noord-Oost,NO,97b122fb-e6c8-409f-9375-350443dcc071,264
Heerhugowaard,Hwd,619,,619,619__,Heerhugowaard,35.248,"35,248000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.6699821191008,4.82299595856202,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,116835.266,520429.635,BASIS,Randstad Noord,RN,934a3683-f532-403c-b38e-552fa8b0cdda,265
Bovenkarspel Flora,Bkf,217,,217,217__,Hoorn - Enkhuizen,47.681,"47,681000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zd-Ekz,Zaandam - Enkhuizen ,52.6962023004791,5.25477208201076,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,146047.109,523206.584,BASIS,Randstad Noord,RN,60999db7-51b7-4da7-8369-f3969aa71557,266
Almelo de Riet,Amri,025,,25,025__,Almelo - Hengelo,2.722,"2,722000",Gerealiseerd/vastgesteld,N,klein,ProRail,Aml-Hgl,Almelo - Hengelo ,52.3418896621101,6.66703626305718,Noord-Oost,NO,32,Twente,BASIS,Twente,242214.405,484544.998,BASIS,Noord-Oost,NO,36fb6d1b-b74e-4381-af73-860cb79095c1,267
Houthem - St.Gerlach,Sgl,070,,70,070__,Schin op Geul - Maastricht,27.892,"27,892000",Gerealiseerd/vastgesteld,N,klein,ProRail,Vet-Mtn,Verschau (D) - Maastricht Noord ,50.8733624112331,5.79715689934861,Zuid,Z,26,Maastricht,BASIS,Limburg,183857.296,320475.943,BASIS,Zuid,Z,601d4466-f5b6-43d5-bf3b-0662ca85a921,269
Anna Paulowna,Ana,073,,73,073__,Den Helder - Heerhugowaard,12.146,"12,146000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.8674193474084,4.81121825952124,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,116213.686,542405.282,BASIS,Randstad Noord,RN,b01521a5-0080-46ae-8475-4fc327767d24,270
Zetten - Andelst,Za,042,,42,042__,Vork - Kesteren,11.098,"11,098000",Gerealiseerd/vastgesteld,N,klein,ProRail,Est-Gdm,Elst - Geldermalsen ,51.9196674254638,5.72288540620553,Noord-Oost,NO,28,Maas en Waal,BASIS,Gelre,178093.247,436851.521,BASIS,Noord-Oost,NO,b22d215f-501d-4e9f-992e-6b62e685aa81,271
Bodegraven,Bdg,102,,102,102__,Woerden - Alphen a/d Rijn,9.273,"9,273000",Gerealiseerd/vastgesteld,N,klein,ProRail,Wd-Ledn,Woerden - Leiden Centraal ,52.0815652491797,4.74568135493289,Randstad Zuid,RZ,81,Rijn en Gouwe,BASIS,Rijn en Gouwe,111025.98,455004.714,BASIS,Randstad Zuid,RZ,dac33b3a-9dc6-4753-b342-cc69a8e316f2,272
Hillegom,Hil,085,,85,085__,Haarlem - Warmond,28.12,"28,120000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.3026656306853,4.56559934276659,Randstad Noord,RN,8,Haarlem,BASIS,Kennemerland,98960.912,479727.859,BASIS,Randstad Noord,RN,66482821-4a3f-4852-a744-80a17984809a,273
Lichtenvoorde - Groenlo,Ltv,210,,210,210__,Zutphen - Winterswijk,34,"34,000000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zp-Ww,Zutphen - Winterswijk ,52.011976592823,6.59625747892713,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,238003.345,447759.303,BASIS,Noord-Oost,NO,b0ce6a78-128e-4998-966f-13e648c59c77,275
Krabbendijke,Kbd,127,a,127,127_a,Roosendaal - Vlissingen,31.497,"31,497000",Gerealiseerd/vastgesteld,N,klein,ProRail,Rsd-Vs,Roosendaal - Vlissingen ,51.4333990825614,4.11691338297224,Zuid,Z,18,Goes,BASIS,Zeeland,66669.535,383468.429,BASIS,Zuid,Z,04344f96-519a-40d4-89d7-f2821ec71396,276
Hilversum Sportpark,Hvsp,095,,95,095__,Hilversum - Blauwkapel,1.182,"1,182000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hvs-Utm,Hilversum - Utrecht Maliebaan ,52.2165474161989,5.18732031953589,Randstad Noord,RN,12,Amersfoort,BASIS,Eemland,141339.97,469847.446,BASIS,Randstad Noord,RN,2f131503-8e5a-4b1d-8c47-550ff87f96b6,277
Zevenbergen,Zvb,120,a,120,120_a,Lage Zwaluwe - Roosendaal,7.537,"7,537000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zlw-Np,Lage Zwaluwe - Nispen ,51.6412011027471,4.60994192807081,Zuid,Z,19,Roosendaal,BASIS,Zeeland,101198.064,406104.565,BASIS,Zuid,Z,1a5f3ab0-0e73-4a9c-8ce9-087bf27b613a,278
Amsterdam Zuid,Asdz,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,155.266,"155,266000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,52.3388634145006,4.87287037019432,Randstad Noord,RN,10,Duivendrecht,BASIS,Amstelsepoort,119947.162,483562.193,BASIS,Randstad Noord,RN,38485713-8adf-4879-aac4-6656693c907b,279
